GeneID,dcp2.1
YFL034C-B,230
YFL034W,378
YFL036W,650
YFL037W,2720
YFL038C,3506
YFL039C,12370
YFL041W,341
YFL041W-A,197
YFL042C,289
YFL044C,1158
YFL045C,16727
YFL046W,524
YFL047W,775
YFL048C,329
YFL049W,694
YFL050C,455
YFL052W,314
YFL053W,0
YFL054C,157
YFL055W,132
YFL059W,0
YFL060C,21
YFL061W,14
YFL062W,49
YFL064C,707
YFR001W,2792
YFR002W,874
YFR003C,1026
YFR004W,2428
YFR005C,738
YFR006W,47
YFR007W,420
YFR008W,375
YFR009W,746
YFR010W,929
YFR011C,1371
YFR013W,244
YFR014C,166
YFR015C,476
YFR016C,244
YFR017C,1425
YFR018C,3171
YFR019W,296
YFR020W,986
YFR021W,478
YFR022W,921
YFR024C-A,355
YFR025C,146
YFR026C,54
YFR027W,226
YFR028C,351
YFR029W,196
YFR030W,594
YFR031C,197
YFR031C-A,11397
YFR032C-A,16118
YFR033C,2860
YFR034C,1537
YFR034W-A,201
YFR035C,45
YFR036W,748
YFR036W-A,0
YFR037C,1104
YFR038W,500
YFR039C,290
YFR040W,440
YFR041C,672
YFR042W,2045
YFR043C,147
YFR044C,2902
YFR045W,567
YFR046C,237
YFR047C,734
YFR048W,299
YFR049W,825
YFR050C,2582
YFR051C,2216
YFR052W,3154
YFR053C,7028
YFR055W,3545
YGL001C,1574
YGL002W,2580
YGL003C,626
YGL004C,360
YGL005C,484
YGL006W,385
YGL007C-A,481
YGL008C,12688
YGL009C,5942
YGL010W,1471
YGL011C,3465
YGL012W,3186
YGL013C,279
YGL014W,618
YGL016W,302
YGL017W,303
YGL018C,369
YGL019W,2766
YGL020C,2096
YGL021W,379
YGL022W,278
YGL023C,618
YGL025C,257
YGL026C,2398
YGL027C,843
YGL028C,4866
YGL029W,881
YGL030W,10184
YGL031C,12940
YGL032C,11
YGL035C,499
YGL036W,359
YGL037C,5638
YGL038C,561
YGL039W,328
YGL040C,866
YGL041C,0
YGL041C-B,31
YGL041W-A,713
YGL043W,1188
YGL044C,377
YGL045W,91
YGL047W,376
YGL048C,2598
YGL049C,164
YGL050W,768
YGL051W,45
YGL053W,428
YGL054C,5942
YGL055W,6948
YGL056C,920
YGL057C,318
YGL058W,2240
YGL059W,520
YGL060W,197
YGL061C,507
YGL062W,489
YGL063C-A,42
YGL063W,711
YGL064C,51
YGL065C,420
YGL066W,438
YGL067W,919
YGL068W,2689
YGL069C,34
YGL070C,2298
YGL071W,627
YGL073W,491
YGL075C,105
YGL076C,17325
YGL077C,1415
YGL078C,697
YGL079W,1564
YGL080W,1527
YGL081W,0
YGL082W,317
YGL083W,172
YGL084C,547
YGL085W,375
YGL087C,3081
YGL088W,112
YGL089C,2529
YGL090W,771
YGL091C,867
YGL092W,497
YGL093W,250
YGL094C,282
YGL095C,1045
YGL097W,459
YGL098W,2931
YGL099W,198
YGL100W,1362
YGL101W,1330
YGL103W,53211
YGL104C,646
YGL105W,6599
YGL106W,2146
YGL107C,606
YGL108C,314
YGL110C,153
YGL111W,777
YGL112C,644
YGL113W,199
YGL114W,999
YGL115W,1103
YGL116W,263
YGL117W,1240
YGL118C,198
YGL119W,331
YGL120C,1869
YGL121C,1529
YGL122C,1009
YGL123W,72311
YGL124C,164
YGL125W,4040
YGL126W,1372
YGL127C,899
YGL128C,567
YGL129C,467
YGL130W,925
YGL131C,192
YGL133W,149
YGL134W,373
YGL135W,35845
YGL136C,650
YGL137W,1159
YGL139W,295
YGL140C,977
YGL141W,248
YGL142C,721
YGL143C,208
YGL144C,155
YGL145W,556
YGL146C,123
YGL147C,54074
YGL148W,2890
YGL150C,757
YGL151W,316
YGL153W,309
YGL154C,1141
YGL155W,529
YGL156W,295
YGL157W,1210
YGL159W,204
YGL160W,461
YGL161C,3314
YGL162W,632
YGL163C,97
YGL164C,295
YGL165C,0
YGL166W,634
YGL167C,1403
YGL169W,358
YGL170C,0
YGL171W,248
YGL172W,715
YGL173C,951
YGL174W,155
YGL175C,224
YGL176C,84
YGL178W,198
YGL179C,872
YGL180W,199
YGL181W,1218
YGL183C,0
YGL184C,261
YGL185C,223
YGL186C,654
YGL187C,5026
YGL189C,84258
YGL190C,1118
YGL191W,5030
YGL194C,775
YGL194C-A,2121
YGL195W,2103
YGL196W,233
YGL197W,524
YGL198W,972
YGL199C,72
YGL200C,8125
YGL201C,512
YGL202W,2459
YGL203C,392
YGL204C,70
YGL205W,0
YGL206C,864
YGL207W,1531
YGL208W,216
YGL209W,1059
YGL210W,745
YGL211W,552
YGL212W,368
YGL213C,1258
YGL215W,758
YGL216W,273
YGL219C,535
YGL220W,0
YGL221C,2763
YGL222C,3302
YGL223C,546
YGL224C,737
YGL225W,5253
YGL226C-A,1413
YGL226W,1016
YGL227W,170
YGL228W,662
YGL229C,73
YGL231C,2433
YGL232W,936
YGL233W,510
YGL234W,2785
YGL236C,179
YGL237C,81
YGL238W,1090
YGL240W,343
YGL241W,188
YGL242C,1139
YGL243W,743
YGL244W,813
YGL245W,2046
YGL246C,766
YGL247W,993
YGL248W,928
YGL250W,322
YGL252C,1117
YGL253W,13457
YGL254W,311
YGL255W,781
YGL256W,3798
YGL257C,478
YGL258W,117
YGR001C,2081
YGR002C,393
YGR003W,594
YGR004W,58
YGR005C,716
YGR006W,266
YGR007W,1410
YGR008C,6015
YGR009C,427
YGR010W,339
YGR012W,271
YGR013W,152
YGR014W,520
YGR015C,581
YGR016W,227
YGR017W,1555
YGR018C,168
YGR019W,363
YGR020C,3114
YGR021W,287
YGR023W,976
YGR024C,3527
YGR026W,2565
YGR027C,60042
YGR027W-A,443
YGR028W,389
YGR029W,818
YGR030C,707
YGR031W,553
YGR032W,5790
YGR033C,1645
YGR034W,16928
YGR035C,72
YGR035W-A,70
YGR036C,784
YGR037C,2450
YGR038W,4630
YGR039W,88
YGR040W,424
YGR041W,790
YGR042W,985
YGR043C,157
YGR044C,1828
YGR045C,71
YGR046W,558
YGR047C,401
YGR048W,518
YGR049W,1565
YGR050C,490
YGR052W,140
YGR053C,50
YGR054W,4082
YGR055W,1640
YGR056W,602
YGR057C,312
YGR058W,280
YGR060W,5977
YGR061C,2480
YGR062C,551
YGR063C,5018
YGR065C,948
YGR066C,0
YGR068C,752
YGR070W,740
YGR071C,320
YGR072W,394
YGR074W,3472
YGR075C,241
YGR076C,1317
YGR077C,852
YGR078C,1459
YGR080W,1142
YGR081C,2110
YGR082W,2603
YGR083C,501
YGR085C,16098
YGR086C,2935
YGR087C,0
YGR088W,245
YGR089W,239
YGR090W,556
YGR091W,106
YGR092W,693
YGR093W,313
YGR095C,1772
YGR096W,565
YGR097W,1120
YGR098C,130
YGR099W,451
YGR100W,394
YGR101W,1185
YGR102C,499
YGR103W,840
YGR104C,361
YGR105W,2460
YGR106C,3859
YGR107W,689
YGR108W,1642
YGR109C,127
YGR110W,387
YGR111W,867
YGR112W,246
YGR113W,626
YGR116W,59
YGR117C,1627
YGR118W,13115
YGR119C,1318
YGR120C,421
YGR121C,294
YGR122W,0
YGR123C,889
YGR124W,2153
YGR125W,579
YGR126W,263
YGR127W,93
YGR128C,1205
YGR129W,379
YGR130C,636
YGR131W,1198
YGR132C,2990
YGR133W,1231
YGR134W,224
YGR135W,2151
YGR136W,1673
YGR137W,0
YGR138C,51
YGR140W,209
YGR141W,352
YGR142W,466
YGR143W,551
YGR144W,30
YGR145W,373
YGR146C,2556
YGR146C-A,0
YGR147C,612
YGR148C,22704
YGR149W,702
YGR150C,217
YGR152C,562
YGR153W,154
YGR154C,899
YGR155W,6319
YGR156W,175
YGR157W,2952
YGR158C,543
YGR159C,5320
YGR161C,2008
YGR161W-A,16
YGR161W-C,3986
YGR162W,1758
YGR163W,909
YGR164W,0
YGR165W,881
YGR166W,286
YGR167W,1942
YGR168C,589
YGR169C,263
YGR169C-A,1725
YGR170W,402
YGR171C,220
YGR172C,1919
YGR173W,1477
YGR174C,415
YGR174W-A,114
YGR175C,3220
YGR176W,54
YGR177C,279
YGR178C,445
YGR179C,325
YGR180C,3160
YGR181W,1801
YGR183C,9406
YGR184C,508
YGR185C,3806
YGR186W,473
YGR187C,172
YGR188C,136
YGR189C,9880
YGR191W,5167
YGR192C,161804
YGR193C,807
YGR194C,485
YGR195W,1489
YGR196C,133
YGR197C,655
YGR198W,1031
YGR199W,452
YGR200C,359
YGR201C,1218
YGR202C,679
YGR203W,2185
YGR204W,1932
YGR205W,649
YGR206W,1438
YGR207C,1974
YGR208W,428
YGR209C,3138
YGR210C,3228
YGR211W,1339
YGR212W,0
YGR213C,251
YGR214W,29118
YGR215W,3735
YGR216C,1194
YGR217W,112
YGR218W,805
YGR220C,629
YGR221C,228
YGR222W,808
YGR223C,484
YGR224W,34
YGR227W,1725
YGR229C,1303
YGR230W,899
YGR231C,1023
YGR232W,1594
YGR233C,797
YGR234W,19395
YGR235C,1099
YGR237C,300
YGR238C,75
YGR239C,746
YGR240C,4609
YGR241C,547
YGR243W,4447
YGR244C,789
YGR245C,279
YGR246C,241
YGR247W,620
YGR248W,261
YGR249W,0
YGR250C,386
YGR251W,818
YGR252W,311
YGR253C,1673
YGR254W,6146
YGR255C,672
YGR256W,54
YGR257C,797
YGR258C,250
YGR259C,196
YGR260W,554
YGR261C,611
YGR262C,947
YGR263C,458
YGR264C,3090
YGR266W,258
YGR267C,2034
YGR268C,1129
YGR269W,42
YGR270W,1118
YGR271C-A,826
YGR271W,403
YGR274C,182
YGR275W,1421
YGR276C,328
YGR277C,1073
YGR278W,133
YGR279C,13067
YGR280C,374
YGR281W,316
YGR282C,27864
YGR283C,787
YGR284C,2851
YGR285C,2673
YGR286C,288
YGR287C,19
YGR288W,174
YGR289C,582
YGR292W,57
YGR295C,3466
YHL001W,8755
YHL002C-A,216
YHL002W,1318
YHL003C,1417
YHL004W,1197
YHL006C,200
YHL006W-A,36
YHL007C,959
YHL009C,123
YHL010C,107
YHL011C,1894
YHL013C,313
YHL014C,287
YHL015W,29894
YHL016C,582
YHL017W,366
YHL018W,274
YHL019C,176
YHL020C,283
YHL021C,1552
YHL023C,229
YHL024W,241
YHL025W,731
YHL026C,413
YHL027W,552
YHL028W,50
YHL029C,1127
YHL030W,311
YHL031C,767
YHL032C,1036
YHL033C,1496
YHL034C,3196
YHL035C,800
YHL036W,871
YHL037C,38
YHL038C,374
YHL039W,699
YHL040C,1244
YHL044W,346
YHL047C,1069
YHL048W,1010
YHL049C,48
YHR001W,279
YHR001W-A,7248
YHR002W,184
YHR003C,517
YHR004C,241
YHR005C,1202
YHR005C-A,6075
YHR006W,581
YHR007C,3309
YHR008C,2112
YHR009C,264
YHR010W,44398
YHR011W,106
YHR012W,1315
YHR013C,1548
YHR015W,0
YHR016C,120
YHR017W,594
YHR018C,5047
YHR019C,4517
YHR020W,2050
YHR021C,13461
YHR022C,312
YHR023W,388
YHR024C,1470
YHR025W,3393
YHR026W,1324
YHR027C,1324
YHR028C,733
YHR029C,285
YHR030C,1699
YHR031C,259
YHR032W,1121
YHR033W,811
YHR034C,140
YHR035W,121
YHR036W,252
YHR037W,1057
YHR038W,668
YHR039C,2490
YHR039C-A,12413
YHR040W,715
YHR041C,1603
YHR042W,1148
YHR043C,547
YHR044C,335
YHR045W,691
YHR046C,821
YHR047C,1299
YHR048W,668
YHR049W,3934
YHR050W,369
YHR051W,7422
YHR052W,1885
YHR052W-A,54
YHR053C,0
YHR055C,0
YHR056C,421
YHR056W-A,47
YHR057C,1292
YHR058C,365
YHR059W,1490
YHR060W,1486
YHR061C,839
YHR062C,635
YHR063C,1007
YHR064C,7049
YHR065C,569
YHR066W,497
YHR067W,619
YHR068W,293
YHR069C,1858
YHR069C-A,73
YHR070W,633
YHR071C-A,130
YHR071W,952
YHR072W,1383
YHR072W-A,5087
YHR073W,891
YHR074W,1417
YHR075C,355
YHR076W,414
YHR077C,299
YHR078W,1147
YHR079C,224
YHR080C,500
YHR081W,1346
YHR082C,645
YHR083W,905
YHR084W,596
YHR085W,639
YHR086W,1624
YHR087W,2838
YHR088W,930
YHR089C,5478
YHR090C,468
YHR091C,144
YHR092C,590
YHR094C,409
YHR096C,0
YHR097C,267
YHR098C,1805
YHR099W,546
YHR100C,883
YHR101C,806
YHR102W,207
YHR103W,617
YHR104W,6313
YHR105W,138
YHR106W,132
YHR107C,709
YHR108W,670
YHR109W,155
YHR110W,1001
YHR111W,253
YHR112C,610
YHR113W,1249
YHR114W,525
YHR115C,1265
YHR117W,445
YHR118C,280
YHR119W,969
YHR120W,35
YHR121W,2330
YHR122W,1167
YHR123W,2076
YHR127W,570
YHR128W,10018
YHR129C,257
YHR131C,340
YHR132C,891
YHR132W-A,1065
YHR133C,4239
YHR134W,775
YHR135C,823
YHR136C,23
YHR137W,2190
YHR138C,626
YHR139C,28
YHR140W,0
YHR141C,34162
YHR142W,2019
YHR143W,6182
YHR143W-A,11948
YHR144C,833
YHR145C,0
YHR146W,303
YHR147C,1210
YHR148W,912
YHR149C,393
YHR150W,242
YHR151C,819
YHR152W,689
YHR153C,574
YHR154W,412
YHR155W,477
YHR156C,85
YHR157W,231
YHR158C,495
YHR159W,184
YHR161C,1243
YHR162W,17533
YHR163W,5629
YHR164C,76
YHR165C,390
YHR166C,148
YHR167W,308
YHR168W,116
YHR169W,517
YHR170W,2228
YHR171W,47
YHR172W,134
YHR174W,35297
YHR175W,37
YHR177W,216
YHR178W,138
YHR179W,2021
YHR180W,149
YHR180W-A,58
YHR181W,2992
YHR182W,33
YHR183W,1918
YHR186C,253
YHR187W,531
YHR188C,1680
YHR189W,679
YHR190W,8277
YHR191C,642
YHR192W,831
YHR193C,7098
YHR193C-A,0
YHR194W,340
YHR195W,869
YHR196W,1493
YHR197W,427
YHR198C,1328
YHR199C,996
YHR199C-A,710
YHR200W,1232
YHR201C,532
YHR202W,121
YHR203C,40670
YHR204W,1386
YHR205W,1629
YHR206W,1030
YHR207C,422
YHR208W,9617
YHR209W,732
YHR210C,264
YHR211W,0
YHR214C-C,3524
YHR216W,901
YIL001W,109
YIL002C,151
YIL002W-A,4132
YIL003W,579
YIL004C,938
YIL005W,533
YIL006W,644
YIL007C,890
YIL008W,1099
YIL009C-A,979
YIL009W,1045
YIL010W,887
YIL011W,286
YIL013C,17
YIL014C-A,110
YIL014W,587
YIL015W,0
YIL016W,537
YIL017C,362
YIL018W,25925
YIL019W,401
YIL020C,434
YIL021W,1367
YIL022W,1013
YIL023C,2933
YIL024C,76
YIL026C,314
YIL027C,2593
YIL028W,509
YIL029C,475
YIL030C,578
YIL031W,347
YIL033C,1587
YIL034C,1705
YIL035C,1451
YIL036W,486
YIL038C,667
YIL039W,913
YIL040W,7219
YIL041W,1660
YIL042C,429
YIL043C,2522
YIL044C,780
YIL045W,71
YIL046W,487
YIL046W-A,103
YIL047C,1623
YIL048W,325
YIL049W,1047
YIL050W,1394
YIL051C,16048
YIL052C,47004
YIL053W,10722
YIL055C,131
YIL056W,530
YIL057C,0
YIL059C,1120
YIL060W,77
YIL061C,312
YIL062C,5096
YIL063C,214
YIL065C,853
YIL066C,63
YIL067C,117
YIL068C,388
YIL069C,34465
YIL070C,764
YIL071C,144
YIL074C,490
YIL075C,1808
YIL076W,4548
YIL077C,1591
YIL078W,2696
YIL079C,646
YIL082W,258
YIL083C,536
YIL084C,846
YIL085C,540
YIL087C,2599
YIL088C,669
YIL089W,131
YIL090W,3561
YIL091C,1190
YIL092W,97
YIL093C,482
YIL094C,4039
YIL095W,148
YIL096C,178
YIL097W,427
YIL098C,2057
YIL099W,111
YIL100W,116
YIL101C,427
YIL102C-A,4427
YIL103W,444
YIL104C,283
YIL105C,375
YIL106W,1202
YIL107C,97
YIL108W,1547
YIL109C,1996
YIL110W,669
YIL111W,356
YIL112W,288
YIL113W,131
YIL114C,449
YIL115C,516
YIL116W,1024
YIL117C,2444
YIL118W,1154
YIL119C,78
YIL121W,201
YIL122W,277
YIL123W,1574
YIL124W,1690
YIL125W,1691
YIL126W,333
YIL127C,1435
YIL128W,662
YIL129C,712
YIL130W,441
YIL131C,881
YIL132C,233
YIL133C,83572
YIL134C-A,108
YIL134W,942
YIL135C,1018
YIL136W,402
YIL137C,821
YIL138C,1528
YIL139C,349
YIL140W,683
YIL142W,1914
YIL143C,210
YIL144W,111
YIL145C,4201
YIL146C,95
YIL147C,189
YIL148W,115840
YIL149C,193
YIL150C,69
YIL151C,129
YIL152W,549
YIL153W,355
YIL154C,318
YIL155C,300
YIL156W,204
YIL156W-B,569
YIL157C,2530
YIL158W,1354
YIL159W,124
YIL160C,0
YIL161W,785
YIL163C,85
YIL164C,1470
YIL166C,54
YIR001C,621
YIR002C,295
YIR003W,288
YIR004W,655
YIR005W,691
YIR006C,1566
YIR007W,250
YIR008C,373
YIR009W,763
YIR010W,209
YIR011C,449
YIR012W,1372
YIR014W,175
YIR015W,478
YIR016W,491
YIR017C,1011
YIR018C-A,2641
YIR018W,293
YIR020C-B,20
YIR021W,1149
YIR022W,3392
YIR023W,725
YIR024C,413
YIR025W,235
YIR026C,868
YIR027C,31
YIR028W,0
YIR029W,280
YIR030C,0
YIR030W-A,327
YIR031C,908
YIR032C,548
YIR033W,464
YIR034C,1139
YIR035C,1046
YIR036C,1040
YIR037W,2380
YIR038C,3155
YIR039C,521
YIR042C,791
YJL001W,5005
YJL002C,4082
YJL003W,449
YJL004C,2840
YJL005W,1057
YJL006C,122
YJL008C,1385
YJL010C,582
YJL011C,758
YJL012C,703
YJL013C,411
YJL014W,1015
YJL016W,405
YJL019W,357
YJL020C,667
YJL023C,197
YJL024C,907
YJL025W,542
YJL026W,3554
YJL027C,39
YJL029C,135
YJL030W,506
YJL031C,345
YJL033W,894
YJL034W,7853
YJL035C,357
YJL036W,404
YJL038C,0
YJL039C,404
YJL041W,816
YJL042W,416
YJL044C,432
YJL046W,805
YJL047C,78
YJL047C-A,375
YJL048C,1139
YJL049W,415
YJL050W,532
YJL051W,118
YJL052W,2512
YJL053W,374
YJL054W,596
YJL055W,1681
YJL056C,306
YJL057C,349
YJL058C,177
YJL059W,377
YJL060W,1425
YJL061W,800
YJL062W,298
YJL062W-A,3371
YJL063C,1155
YJL065C,2963
YJL066C,707
YJL068C,876
YJL069C,878
YJL070C,137
YJL071W,506
YJL072C,1049
YJL073W,470
YJL074C,337
YJL076W,761
YJL077W-A,29
YJL077W-B,105
YJL078C,2108
YJL079C,1648
YJL080C,1635
YJL081C,1007
YJL082W,518
YJL083W,426
YJL084C,260
YJL085W,473
YJL087C,229
YJL088W,576
YJL089W,0
YJL090C,421
YJL091C,1451
YJL092W,701
YJL093C,1074
YJL094C,705
YJL095W,52
YJL096W,2062
YJL097W,1827
YJL098W,489
YJL099W,153
YJL100W,457
YJL101C,1228
YJL102W,239
YJL103C,213
YJL104W,3789
YJL106W,671
YJL107C,1250
YJL109C,914
YJL110C,1327
YJL111W,1693
YJL112W,289
YJL113W,45
YJL115W,459
YJL116C,571
YJL117W,700
YJL118W,748
YJL119C,351
YJL121C,1795
YJL122W,1364
YJL123C,654
YJL124C,2071
YJL125C,864
YJL126W,389
YJL127C,395
YJL127C-B,4379
YJL128C,686
YJL129C,627
YJL130C,1977
YJL131C,149
YJL132W,351
YJL133C-A,3181
YJL133W,775
YJL134W,809
YJL135W,31
YJL136C,38641
YJL137C,153
YJL138C,10976
YJL139C,270
YJL140W,2357
YJL141C,1838
YJL143W,12051
YJL144W,390
YJL145W,523
YJL146W,353
YJL147C,260
YJL148W,3175
YJL149W,291
YJL150W,84
YJL151C,6325
YJL152W,0
YJL153C,99
YJL154C,1529
YJL155C,184
YJL156C,305
YJL157C,360
YJL158C,37264
YJL159W,72322
YJL160C,108
YJL161W,435
YJL162C,459
YJL163C,271
YJL164C,689
YJL165C,398
YJL166W,14983
YJL167W,3158
YJL168C,546
YJL169W,91
YJL170C,0
YJL171C,1644
YJL172W,2339
YJL173C,1809
YJL174W,3545
YJL176C,451
YJL177W,16970
YJL178C,3370
YJL179W,3206
YJL180C,390
YJL181W,59
YJL183W,1133
YJL184W,1155
YJL185C,552
YJL186W,1912
YJL187C,375
YJL189W,22623
YJL190C,32991
YJL191W,8520
YJL192C,3915
YJL193W,1156
YJL194W,529
YJL195C,13
YJL196C,5229
YJL197W,401
YJL198W,1070
YJL199C,2216
YJL200C,427
YJL201W,506
YJL203W,351
YJL204C,456
YJL205C,289
YJL206C,246
YJL207C,594
YJL208C,343
YJL209W,466
YJL210W,1823
YJL211C,41
YJL212C,2827
YJL213W,239
YJL217W,1693
YJL218W,74
YJR001W,4362
YJR002W,1968
YJR003C,443
YJR004C,1962
YJR005C-A,0
YJR005W,577
YJR006W,1617
YJR007W,3650
YJR008W,545
YJR009C,17914
YJR010C-A,1122
YJR010W,760
YJR011C,212
YJR013W,723
YJR014W,2433
YJR015W,2863
YJR016C,14699
YJR017C,516
YJR018W,89
YJR019C,474
YJR020W,128
YJR021C,652
YJR022W,845
YJR023C,16
YJR024C,3569
YJR025C,2086
YJR026W,154
YJR030C,74
YJR031C,211
YJR032W,349
YJR033C,360
YJR034W,1761
YJR035W,212
YJR036C,37
YJR039W,332
YJR040W,508
YJR041C,654
YJR042W,1206
YJR043C,332
YJR044C,2271
YJR045C,11062
YJR046W,330
YJR047C,68
YJR048W,2342
YJR049C,423
YJR050W,404
YJR051W,577
YJR052W,91
YJR053W,143
YJR054W,286
YJR055W,232
YJR056C,570
YJR057W,1034
YJR058C,4190
YJR059W,671
YJR060W,225
YJR061W,0
YJR062C,785
YJR063W,3538
YJR064W,992
YJR065C,2280
YJR066W,265
YJR067C,689
YJR068W,651
YJR069C,1779
YJR070C,1788
YJR072C,406
YJR073C,13817
YJR074W,0
YJR075W,1667
YJR076C,773
YJR077C,6162
YJR078W,0
YJR079W,0
YJR080C,348
YJR082C,2812
YJR083C,244
YJR084W,417
YJR085C,6228
YJR086W,1008
YJR088C,1411
YJR089W,88
YJR090C,287
YJR091C,1040
YJR092W,203
YJR093C,374
YJR094C,75
YJR094W-A,19559
YJR096W,606
YJR097W,642
YJR098C,162
YJR099W,536
YJR100C,526
YJR101W,1383
YJR102C,399
YJR103W,285
YJR104C,22035
YJR105W,8337
YJR106W,316
YJR109C,1889
YJR110W,43
YJR111C,613
YJR112W,406
YJR112W-A,3039
YJR113C,869
YJR115W,244
YJR116W,246
YJR117W,3577
YJR118C,1757
YJR119C,62
YJR121W,5630
YJR122W,442
YJR123W,88514
YJR124C,526
YJR125C,1052
YJR126C,748
YJR127C,123
YJR128W,0
YJR129C,185
YJR130C,1099
YJR131W,552
YJR132W,202
YJR133W,659
YJR134C,290
YJR135C,565
YJR135W-A,452
YJR136C,249
YJR137C,751
YJR138W,57
YJR139C,8384
YJR140C,81
YJR141W,268
YJR142W,662
YJR143C,990
YJR144W,1455
YJR145C,12750
YJR146W,187
YJR147W,1098
YJR148W,2934
YJR149W,0
YJR150C,0
YJR152W,294
YJR153W,71
YJR154W,320
YJR155W,157
YKL001C,1023
YKL002W,1153
YKL003C,2038
YKL004W,1023
YKL005C,463
YKL006C-A,603
YKL006W,57957
YKL007W,2885
YKL008C,1337
YKL009W,6506
YKL010C,794
YKL011C,274
YKL012W,486
YKL013C,10807
YKL014C,458
YKL015W,329
YKL016C,5313
YKL017C,537
YKL018C-A,828
YKL018W,608
YKL019W,721
YKL020C,399
YKL023W,407
YKL024C,2571
YKL025C,439
YKL026C,792
YKL027W,366
YKL028W,420
YKL029C,3766
YKL031W,108
YKL032C,423
YKL033W,333
YKL033W-A,1650
YKL034W,420
YKL035W,6062
YKL038W,361
YKL039W,3543
YKL040C,1486
YKL041W,216
YKL042W,363
YKL043W,226
YKL044W,68
YKL045W,500
YKL046C,1074
YKL047W,177
YKL048C,428
YKL049C,602
YKL051W,2398
YKL052C,565
YKL053C-A,2348
YKL053W,243
YKL054C,468
YKL055C,275
YKL056C,41890
YKL057C,1575
YKL058W,4182
YKL059C,282
YKL060C,27884
YKL061W,1559
YKL062W,783
YKL063C,1543
YKL064W,613
YKL065C,6519
YKL065W-A,107
YKL066W,0
YKL067W,4457
YKL068W,399
YKL068W-A,8834
YKL069W,1536
YKL071W,78
YKL072W,141
YKL073W,397
YKL074C,492
YKL075C,145
YKL076C,0
YKL077W,1019
YKL078W,313
YKL079W,393
YKL080W,1491
YKL081W,21802
YKL082C,653
YKL084W,733
YKL085W,2382
YKL086W,143
YKL087C,2049
YKL088W,102
YKL089W,62
YKL090W,250
YKL091C,832
YKL092C,104
YKL093W,75
YKL094W,820
YKL095W,270
YKL096C-B,770
YKL096W,25983
YKL096W-A,46650
YKL098W,1193
YKL099C,1031
YKL100C,2027
YKL101W,611
YKL103C,729
YKL104C,3033
YKL105C,156
YKL106C-A,62
YKL106W,734
YKL107W,0
YKL108W,243
YKL109W,2236
YKL110C,1209
YKL111C,0
YKL112W,338
YKL113C,916
YKL114C,330
YKL115C,70
YKL116C,905
YKL117W,2447
YKL119C,1704
YKL120W,4124
YKL121W,252
YKL122C,3208
YKL124W,212
YKL125W,381
YKL126W,898
YKL127W,540
YKL128C,1189
YKL129C,136
YKL130C,1387
YKL131W,24
YKL132C,100
YKL133C,66
YKL134C,228
YKL135C,265
YKL136W,69
YKL137W,1743
YKL138C,2085
YKL138C-A,1094
YKL139W,223
YKL140W,223
YKL141W,1979
YKL142W,2813
YKL143W,1591
YKL144C,750
YKL145W,2499
YKL146W,947
YKL148C,919
YKL149C,678
YKL150W,75
YKL151C,430
YKL152C,16808
YKL153W,62
YKL154W,1681
YKL155C,312
YKL156W,45964
YKL157W,555
YKL159C,429
YKL160W,2651
YKL161C,1490
YKL162C,37
YKL162C-A,105
YKL163W,10691
YKL164C,35346
YKL165C,435
YKL165C-A,26
YKL166C,356
YKL167C,2563
YKL168C,311
YKL170W,2054
YKL171W,239
YKL172W,1022
YKL173W,285
YKL174C,749
YKL175W,2305
YKL176C,2958
YKL178C,924
YKL179C,277
YKL180W,36538
YKL181W,2623
YKL182W,11950
YKL183C-A,0
YKL183W,298
YKL184W,2895
YKL185W,1036
YKL186C,1097
YKL187C,0
YKL189W,309
YKL190W,1836
YKL191W,1078
YKL192C,6037
YKL193C,524
YKL194C,265
YKL195W,1029
YKL196C,3491
YKL197C,232
YKL198C,132
YKL201C,0
YKL203C,308
YKL204W,252
YKL205W,478
YKL206C,422
YKL207W,1486
YKL208W,391
YKL209C,0
YKL210W,675
YKL211C,1723
YKL212W,1795
YKL213C,756
YKL214C,548
YKL215C,740
YKL216W,1835
YKL217W,42
YKL218C,397
YKL219W,891
YKL220C,222
YKL221W,528
YKL222C,524
YKR001C,2101
YKR002W,378
YKR003W,545
YKR004C,416
YKR006C,1917
YKR007W,1363
YKR008W,337
YKR010C,117
YKR011C,507
YKR012C,158
YKR013W,7764
YKR014C,2442
YKR015C,37
YKR016W,483
YKR017C,49
YKR018C,1062
YKR019C,67
YKR020W,595
YKR021W,450
YKR022C,868
YKR023W,289
YKR024C,264
YKR025W,669
YKR026C,895
YKR027W,495
YKR028W,908
YKR029C,216
YKR030W,1760
YKR031C,179
YKR033C,35
YKR034W,35
YKR035W-A,1972
YKR036C,272
YKR037C,123
YKR038C,3290
YKR039W,2999
YKR041W,341
YKR042W,6373
YKR043C,4964
YKR044W,513
YKR045C,1444
YKR046C,14038
YKR048C,1627
YKR049C,1987
YKR050W,499
YKR051W,410
YKR052C,1046
YKR054C,299
YKR055W,350
YKR057W,6340
YKR058W,650
YKR059W,4915
YKR060W,485
YKR061W,1078
YKR062W,606
YKR063C,340
YKR064W,156
YKR065C,3260
YKR066C,1070
YKR067W,839
YKR068C,98
YKR069W,553
YKR070W,618
YKR071C,2926
YKR072C,380
YKR073C,239
YKR074W,1797
YKR075C,310
YKR076W,455
YKR077W,955
YKR078W,277
YKR079C,219
