Geneid,dcp2_1
YDL002C,972
YDL001W,1574
YDR001C,4816
YDR002W,2866
YDR003W,1602
YDR003W-A,511
YDR004W,1213
YDR005C,2261
YDR006C,4908
YDR007W,1146
YDR008C,267
YDR009W,383
YDR010C,19
YDR011W,16352
YDR012W,22596
YDR013W,826
YDR014W,1174
YDR014W-A,36
YDR015C,0
YDR016C,648
YDR017C,3120
YDR018C,464
YDR019C,2967
YDR020C,1175
YDR021W,844
YDR022C,551
YDR023W,7350
YDR024W,630
YDR025W,7941
YDR026C,2043
YDR027C,1951
YDR028C,5016
YDR029W,4
YDR030C,418
YDR031W,553
YDR032C,3553
YDR033W,14380
YDR034C,3369
YDR034C-D,6937
YDR034C-C,985
YDR034C-A,2
YDR034W-B,246
YDR035W,4800
YDR037W,11083
YDR038C,3318
YDR039C,2069
YDR040C,8640
YDR041W,1457
YDR042C,173
YDR043C,1594
YDR044W,2454
YDR045C,1091
YDR046C,10562
YDR047W,2701
YDR048C,23
YDR049W,1772
YDR050C,12896
YDR051C,1606
YDR052C,2625
YDR053W,4
YDR054C,2808
YDR055W,13308
YDR056C,1468
YDR057W,1369
YDR058C,456
YDR059C,1597
YDR060W,6127
YDR061W,1637
YDR062W,4407
YDR063W,1102
YDR064W,8629
YDR065W,992
YDR066C,365
YDR067C,1002
YDR068W,1102
YDR069C,1975
YDR070C,314
YDR071C,2889
YDR072C,4445
YDR073W,1535
YDR074W,7308
YDR075W,1380
YDR076W,519
YDR077W,92471
YDR078C,325
YDR079W,631
YDR079C-A,576
YDR080W,1557
YDR081C,1668
YDR082W,2061
YDR083W,2042
YDR084C,1408
YDR085C,1517
YDR086C,2452
YDR087C,1976
YDR088C,813
YDR089W,2637
YDR090C,1476
YDR091C,6770
YDR092W,1845
YDR093W,5733
YDR094W,601
YDR095C,3
YDR096W,3684
YDR097C,2489
YDR098C,2660
YDR098C-B,2755
YDR098C-A,486
YDR099W,6873
YDR101C,5065
YDR102C,35
YDR103W,2851
YDR104C,1040
YDR105C,3042
YDR106W,157
YDR107C,721
YDR108W,1297
YDR109C,1198
YDR110W,991
YDR111C,1835
YDR112W,8
YDR113C,1128
YDR114C,10
YDR115W,1504
YDR116C,1578
YDR117C,1619
YDR118W,968
YDR118W-A,88
YDR119W,4616
YDR119W-A,634
YDR120C,2049
YDR121W,1390
YDR122W,3620
YDR123C,1773
YDR124W,869
YDR125C,907
YDR126W,1495
YDR127W,16061
YDR128W,2358
YDR129C,6654
YDR130C,1015
YDR131C,1519
YDR132C,1016
YDR133C,14738
YDR135C,11426
YDR136C,44
YDR137W,2432
YDR138W,1847
YDR139C,1070
YDR140W,1603
YDR141C,4823
YDR142C,1187
YDR143C,3565
YDR144C,3414
YDR145W,3268
YDR146C,1964
YDR147W,2042
YDR148C,3358
YDR149C,4
YDR150W,4052
YDR151C,2139
YDR152W,2293
YDR153C,2421
YDR154C,6834
YDR155C,11122
YDR156W,4072
YDR157W,1317
YDR158W,6186
YDR159W,1879
YDR160W,2367
YDR161W,1780
YDR162C,1242
YDR163W,660
YDR164C,2016
YDR165W,2813
YDR167W,747
YDR168W,3136
YDR169C,2210
YDR169C-A,41
YDR170C,8737
YDR170W-A,1399
YDR171W,2960
YDR172W,6217
YDR173C,525
YDR174W,4928
YDR175C,1554
YDR176W,1464
YDR177W,2316
YDR178W,2739
YDR179C,394
YDR179W-A,943
YDR180W,1008
YDR181C,1000
YDR182W,2815
YDR182W-A,93
YDR183W,591
YDR183C-A,169
YDR184C,1787
YDR185C,325
YDR186C,5425
YDR187C,2
YDR188W,3363
YDR189W,3054
YDR190C,3564
YDR191W,548
YDR192C,1150
YDR193W,9
YDR194C,3998
YDR194W-A,5
YDR195W,1299
YDR196C,1124
YDR197W,1321
YDR198C,1300
YDR199W,0
YDR200C,1168
YDR201W,485
YDR202C,1019
YDR203W,15
YDR204W,1807
YDR205W,3074
YDR206W,5292
YDR207C,2102
YDR208W,3845
YDR209C,3
YDR210W,1375
YDR210W-B,9919
YDR210W-A,3057
YDR210C-D,5587
YDR210C-C,1337
YDR211W,3706
YDR212W,4841
YDR213W,1770
YDR214W,7740
YDR215C,42
YDR216W,6482
YDR217C,1988
YDR218C,43
YDR219C,1334
YDR220C,142
YDR221W,2199
YDR222W,1778
YDR223W,158
YDR224C,5146
YDR225W,5534
YDR226W,3431
YDR227W,2023
YDR228C,2477
YDR229W,1035
YDR230W,8
YDR231C,921
YDR232W,7436
YDR233C,12176
YDR234W,5735
YDR235W,1621
YDR236C,1883
YDR237W,1311
YDR238C,8296
YDR239C,1003
YDR240C,806
YDR241W,295
YDR242W,1373
YDR243C,823
YDR244W,1358
YDR245W,2696
YDR246W,1272
YDR246W-A,94
YDR247W,1701
YDR248C,886
YDR249C,1243
YDR250C,27
YDR251W,3837
YDR252W,402
YDR253C,263
YDR254W,845
YDR255C,1015
YDR256C,267
YDR257C,1618
YDR258C,4671
YDR259C,536
YDR260C,1285
YDR261C,2469
YDR261W-B,9127
YDR261W-A,4621
YDR261C-D,3067
YDR261C-C,1285
YDR262W,2389
YDR263C,631
YDR264C,7582
YDR265W,1338
YDR266C,3524
YDR267C,1368
YDR268W,1076
YDR269C,13
YDR270W,1726
YDR271C,113
YDR272W,1206
YDR273W,137
YDR274C,14
YDR275W,1036
YDR276C,4372
YDR277C,2171
YDR278C,5
YDR279W,871
YDR280W,1818
YDR281C,51
YDR282C,617
YDR283C,3601
YDR284C,2757
YDR285W,721
YDR286C,371
YDR287W,1043
YDR288W,1252
YDR289C,797
YDR290W,0
YDR291W,2433
YDR292C,2910
YDR294C,3304
YDR295C,982
YDR296W,1414
YDR297W,3804
YDR298C,4344
YDR299W,1691
YDR300C,1263
YDR301W,2381
YDR302W,1560
YDR303C,2136
YDR304C,3639
YDR305C,846
YDR306C,1140
YDR307W,3360
YDR308C,1479
YDR309C,5640
YDR310C,2411
YDR311W,1323
YDR312W,1270
YDR313C,998
YDR314C,885
YDR315C,395
YDR316W,1007
YDR316W-B,4518
YDR316W-A,980
YDR317W,97
YDR318W,877
YDR319C,1674
YDR320C,1943
YDR320C-A,1371
YDR320W-B,196
YDR321W,4860
YDR322W,1409
YDR322C-A,1028
YDR323C,478
YDR324C,3601
YDR325W,2142
YDR326C,5231
YDR327W,3
YDR328C,3040
YDR329C,1400
YDR330W,1388
YDR331W,2580
YDR332W,1488
YDR333C,1902
YDR334W,1931
YDR335W,3083
YDR336W,1007
YDR337W,1295
YDR338C,1399
YDR339C,1698
YDR340W,17
YDR341C,6246
YDR342C,26647
YDR343C,1082
YDR344C,309
YDR345C,8248
YDR346C,4192
YDR347W,2045
YDR348C,2389
YDR349C,7125
YDR350C,2762
YDR352W,2035
YDR353W,7088
YDR354W,4874
YDR354C-A,15
YDR355C,1
YDR356W,997
YDR357C,1260
YDR358W,1577
YDR359C,2741
YDR360W,11
YDR361C,1707
YDR362C,1043
YDR363W,893
YDR363W-A,2271
YDR364C,1875
YDR365C,2808
YDR365W-B,2023
YDR365W-A,844
YDR366C,13
YDR367W,1486
YDR368W,2108
YDR369C,1005
YDR370C,1844
YDR371W,1294
YDR371C-A,6
YDR372C,3331
YDR373W,1956
YDR374C,45
YDR374W-A,652
YDR375C,1543
YDR376W,1746
YDR377W,2622
YDR378C,1519
YDR379W,2647
YDR379C-A,773
YDR380W,5654
YDR381W,7318
YDR381C-A,820
YDR382W,7478
YDR383C,427
YDR384C,3528
YDR385W,52937
YDR386W,1080
YDR387C,2383
YDR388W,4549
YDR389W,3309
YDR390C,2046
YDR391C,2263
YDR392W,876
YDR393W,1456
YDR394W,3887
YDR395W,6650
YDR396W,41
YDR397C,1521
YDR398W,3280
YDR399W,4171
YDR400W,1841
YDR401W,140
YDR402C,159
YDR403W,561
YDR404C,4106
YDR405W,1349
YDR406W,4511
YDR406W-A,46
YDR407C,3905
YDR408C,1815
YDR409W,1228
YDR410C,1259
YDR411C,3686
YDR412W,1099
YDR413C,13
YDR414C,939
YDR415C,1331
YDR416W,1076
YDR417C,13
YDR418W,7742
YDR419W,1249
YDR421W,2090
YDR422C,2328
YDR423C,1360
YDR424C,830
YDR425W,1220
YDR426C,10
YDR427W,2968
YDR428C,576
YDR429C,3866
YDR430C,2707
YDR431W,20
YDR432W,7844
YDR433W,2728
YDR434W,2498
YDR435C,1106
YDR436W,1386
YDR437W,1242
YDR438W,1250
YDR439W,200
YDR440W,1194
YDR441C,2621
YDR442W,10
YDR443C,2494
YDR444W,1615
YDR445C,3
YDR446W,12
YDR447C,4407
YDR448W,2632
YDR449C,1369
YDR450W,6688
YDR451C,1957
YDR452W,3974
YDR453C,703
YDR454C,2367
YDR455C,2
YDR456W,3998
YDR457W,11252
YDR458C,1831
YDR459C,2376
YDR460W,700
YDR461W,25
YDR461C-A,214
YDR462W,1156
YDR463W,2720
YDR464W,1380
YDR464C-A,0
YDR465C,2517
YDR466W,2798
YDR467C,32
YDR468C,1404
YDR469W,951
YDR470C,1160
YDR471W,8043
YDR472W,1385
YDR473C,614
YDR475C,1412
YDR476C,2275
YDR477W,3192
YDR478W,494
YDR479C,1785
YDR480W,959
YDR481C,3413
YDR482C,455
YDR483W,4085
YDR484W,1102
YDR485C,1300
YDR486C,1709
YDR487C,4231
YDR488C,828
YDR489W,1067
YDR490C,1973
YDR491C,8
YDR492W,4318
YDR493W,678
YDR494W,1987
YDR495C,1127
YDR497C,13082
YDR498C,1274
YDR499W,1397
YDR500C,3985
YDR501W,674
YDR502C,4969
YDR503C,1149
YDR504C,313
YDR505C,3790
YDR506C,363
YDR507C,3764
YDR508C,9562
YDR509W,6
YDR510W,3049
YDR510C-A,19
YDR511W,1110
YDR512C,770
YDR513W,1851
YDR514C,754
YDR515W,1119
YDR516C,4753
YDR517W,2200
YDR518W,1459
YDR519W,2165
YDR520C,786
YDR521W,9
YDR522C,8
YDR523C,147
YDR524C,2231
YDR524W-C,1
YDR524C-B,8360
YDR524C-A,30
YDR525W,22
YDR525W-A,1168
YDR526C,3
YDR527W,1950
YDR528W,2263
YDR529C,5623
YDR530C,2039
YDR531W,1581
YDR532C,879
YDR533C,1428
YDR534C,1163
YDR535C,191
YDR536W,100
YDR537C,9
YDR538W,2528
YDR539W,2659
YDR540C,324
YDR541C,1487
YDR542W,22
YDR543C,4
YDR544C,19
YDR545W,1786
YDR545C-A,0
YIL122W,873
YIL048W,3154
YIR019C,1497
YIL177C,4886
YIL177W-A,29
YIL176C,1
YIL173W,213
YIL172C,16
YIL171W-A,4
YIL169C,979
YIL166C,571
YIL165C,798
YIL164C,1164
YIL163C,106
YIL162W,6323
YIL161W,818
YIL160C,115
YIL159W,1044
YIL158W,1461
YIL157C,2212
YIL156W-A,167
YIL156W-B,864
YIL156W,1941
YIL155C,3062
YIL154C,1544
YIL153W,2426
YIL152W,724
YIL151C,2420
YIL150C,567
YIL149C,2123
YIL148W,7341
YIL147C,3702
YIL146C,1017
YIL145C,3246
YIL144W,1352
YIL143C,1916
YIL142C-A,18
YIL142W,4230
YIL141W,745
YIL140W,4947
YIL139C,372
YIL138C,2801
YIL137C,4185
YIL136W,965
YIL135C,2937
YIL134C-A,56
YIL134W,1202
YIL133C,8082
YIL132C,538
YIL131C,2260
YIL130W,3417
YIL129C,5670
YIL128W,2808
YIL127C,1436
YIL126W,2880
YIL125W,7968
YIL124W,2883
YIL123W,12148
YIL121W,1303
YIL120W,1309
YIL119C,1797
YIL118W,2872
YIL117C,3192
YIL116W,3527
YIL115W-A,0
YIL115C,4903
YIL114C,665
YIL113W,350
YIL112W,1153
YIL111W,1677
YIL110W,1953
YIL109C,12236
YIL108W,3796
YIL107C,1457
YIL106W,2737
YIL105C,1876
YIL105W-A,4
YIL104C,1113
YIL103W,1200
YIL102C-A,727
YIL102C,4
YIL101C,3487
YIL100C-A,223
YIL100W,64
YIL099W,781
YIL098C,691
YIL097W,957
YIL096C,923
YIL095W,1701
YIL094C,5104
YIL093C,1518
YIL092W,829
YIL091C,2562
YIL090W,3876
YIL089W,216
YIL088C,4183
YIL087C,1739
YIL086C,173
YIL085C,2527
YIL084C,910
YIL083C,1389
YIL082W-A,4497
YIL082W,99
YIL079C,1548
YIL078W,9282
YIL077C,1411
YIL076W,3614
YIL075C,7091
YIL074C,2121
YIL073C,774
YIL072W,496
YIL071W-A,93
YIL071C,1259
YIL070C,2251
YIL069C,5835
YIL068W-A,3
YIL068C,1433
YIL067C,2193
YIL066W-A,24
YIL066C,1029
YIL065C,1341
YIL064W,1284
YIL063C,1695
YIL062C,2395
YIL061C,743
YIL060W,32
YIL059C,784
YIL058W,39
YIL057C,12
YIL056W,3408
YIL055C,1137
YIL054W,7
YIL053W,7063
YIL052C,4494
YIL051C,5070
YIL050W,2186
YIL049W,1964
YIL047C-A,822
YIL047C,5949
YIL046W-A,44
YIL046W,2117
YIL045W,1232
YIL044C,1475
YIL043C,3618
YIL042C,1037
YIL041W,3226
YIL040W,1575
YIL039W,2142
YIL038C,2017
YIL037C,32
YIL036W,3473
YIL035C,1915
YIL034C,4892
YIL033C,4802
YIL032C,6
YIL031W,1975
YIL030W-A,236
YIL030C,6424
YIL029W-A,0
YIL029C,487
YIL028W,392
YIL027C,1055
YIL026C,2366
YIL025C,1
YIL024C,636
YIL023C,4565
YIL022W,3380
YIL021W,2185
YIL021C-A,0
YIL020C-A,15
YIL020C,454
YIL019W,924
YIL018W,16154
YIL017C,2073
YIL016W,609
YIL015W,217
YIL014C-A,265
YIL014W,1820
YIL013C,2142
YIL012W,37
YIL011W,425
YIL010W,1135
YIL009C-A,1617
YIL009W,3439
YIL008W,790
YIL007C,883
YIL006W,2684
YIL005W,2249
YIL004C,581
YIL003W,1084
YIL002W-A,902
YIL002C,2370
YIL001W,993
YIR001C,1436
YIR002C,1770
YIR003W,1985
YIR004W,1691
YIR005W,556
YIR006C,7518
YIR007W,1979
YIR008C,1355
YIR009W,1084
YIR010W,1497
YIR011C,1790
YIR012W,4206
YIR013C,75
YIR014W,255
YIR015W,707
YIR016W,1113
YIR017C,500
YIR017W-A,31
YIR018W,946
YIR018C-A,151
YIR020C,460
YIR020W-A,8
YIR020C-B,11
YIR021W,1274
YIR021W-A,107
YIR022W,2209
YIR023W,4589
YIR023C-A,27
YIR024C,478
YIR025W,386
YIR026C,1943
YIR027C,142
YIR028W,385
YIR029W,713
YIR030C,96
YIR030W-A,38
YIR031C,3443
YIR032C,831
YIR033W,2944
YIR034C,4807
YIR035C,2710
YIR036C,1488
YIR036W-A,7
YIR037W,2302
YIR038C,1868
YIR039C,3359
YIR040C,0
YIR041W,43
YIR042C,1449
YFL068W,0
YFL067W,2
YFL066C,1116
YFL065C,218
YFL064C,92
YFL063W,4
YFL062W,1816
YFL061W,723
YFL060C,928
YFL059W,497
YFL058W,98
YFL057C,2126
YFL056C,2682
YFL055W,1176
YFL054C,1390
YFL053W,57
YFL052W,779
YFL051C,15
YFL050C,2623
YFL049W,2161
YFL048C,2757
YFL047W,2068
YFL046W,746
YFL045C,7024
YFL044C,1666
YFL042C,1522
YFL041W-A,58
YFL041W,1816
YFL040W,28
YFL039C,18745
YFL038C,4426
YFL037W,6590
YFL036W,3273
YFL034C-B,1429
YFL034C-A,4253
YFL034W,1650
YFL033C,3839
YFL032W,1142
YFL031W,13464
YFL031C-A,1
YFL030W,1091
YFL029C,784
YFL028C,1523
YFL027C,695
YFL026W,875
YFL025C,2598
YFL024C,2537
YFL023W,702
YFL022C,5794
YFL021C-A,77
YFL021W,10376
YFL020C,145
YFL019C,55
YFL018C,4334
YFL017W-A,556
YFL017C,1101
YFL016C,3120
YFL015W-A,3
YFL015C,20
YFL014W,4508
YFL013W-A,4
YFL013C,1508
YFL012W-A,4
YFL012W,4
YFL011W,40
YFL010W-A,27
YFL010C,5053
YFL009W,2617
YFL008W,2440
YFL007W,6552
YFL005W,3373
YFL004W,2967
YFL003C,106
YFL002W-A,1191
YFL002W-B,352
YFL002C,2295
YFL001W,1090
YFR001W,1568
YFR002W,3483
YFR003C,1186
YFR004W,2151
YFR005C,2371
YFR006W,3185
YFR007W,738
YFR008W,577
YFR009W,4780
YFR009W-A,514
YFR010W,3306
YFR010W-A,1
YFR011C,782
YFR012W,49
YFR012W-A,25
YFR013W,2069
YFR014C,1687
YFR015C,4033
YFR016C,1583
YFR017C,2084
YFR018C,2097
YFR019W,4144
YFR020W,1857
YFR021W,1604
YFR022W,2762
YFR023W,32
YFR024C-A,3026
YFR025C,1482
YFR026C,492
YFR027W,353
YFR028C,2682
YFR029W,1498
YFR030W,5501
YFR031C,1751
YFR031C-A,12261
YFR032C,30
YFR032C-A,2909
YFR032C-B,780
YFR033C,4659
YFR034C,1353
YFR034W-A,482
YFR035C,32
YFR036W,725
YFR036W-A,30
YFR037C,2540
YFR038W,1983
YFR039C,1420
YFR040W,3665
YFR041C,1301
YFR042W,1660
YFR043C,866
YFR044C,8991
YFR045W,976
YFR046C,1066
YFR047C,2108
YFR048W,1413
YFR049W,803
YFR050C,3587
YFR051C,5058
YFR052W,1825
YFR052C-A,1643
YFR053C,11509
YFR054C,75
YFR056C,3
YFR055W,8439
YFR057W,0
YKL023C-A,1350
YKR046C,9464
YKR103W,1493
YKL225W,2
YKL224C,16
YKL223W,1
YKL222C,2864
YKL221W,177
YKL220C,2067
YKL219W,1548
YKL218C,1445
YKL217W,2299
YKL216W,3789
YKL215C,2807
YKL214C,581
YKL213C,2953
YKL212W,4694
YKL211C,4105
YKL210W,6815
YKL209C,1158
YKL208W,620
YKL207W,4909
YKL206C,1275
YKL205W,3053
YKL204W,2814
YKL203C,4552
YKL202W,105
YKL201C,831
YKL198C,1996
YKL197C,2000
YKL196C,3274
YKL195W,2934
YKL194C,1296
YKL193C,919
YKL192C,4630
YKL191W,3697
YKL190W,2025
YKL189W,888
YKL188C,1300
YKL187C,2417
YKL186C,2465
YKL185W,5070
YKL184W,5414
YKL183C-A,5
YKL183W,918
YKL182W,50329
YKL181W,6845
YKL180W,7830
YKL179C,1878
YKL178C,4897
YKL177W,20
YKL176C,4699
YKL175W,5967
YKL174C,2914
YKL173W,2033
YKL172W,3481
YKL171W,1666
YKL170W,1648
YKL169C,62
YKL168C,1771
YKL167C,1087
YKL166C,1281
YKL165C-A,77
YKL165C,4390
YKL164C,32024
YKL163W,3721
YKL162C-A,126
YKL162C,336
YKL161C,5015
YKL160W,1623
YKL159C,690
YKL157W,6252
YKL156W,6418
YKL156C-A,3
YKL155C,1506
YKL154W,1214
YKL153W,26
YKL152C,18192
YKL151C,1281
YKL150W,5361
YKL149C,785
YKL148C,6902
YKL147C,10
YKL146W,4452
YKL145W,4889
YKL145W-A,381
YKL144C,1012
YKL143W,1910
YKL142W,3106
YKL141W,5027
YKL140W,2043
YKL139W,1304
YKL138C-A,871
YKL138C,1129
YKL137W,1156
YKL136W,125
YKL135C,2789
YKL134C,1016
YKL133C,381
YKL132C,514
YKL131W,30
YKL130C,1281
YKL129C,2336
YKL128C,1398
YKL127W,2402
YKL126W,3900
YKL125W,2003
YKL124W,1674
YKL123W,552
YKL122C,2378
YKL121W,1521
YKL120W,5863
YKL119C,660
YKL118W,9
YKL117W,2884
YKL116C,2536
YKL115C,370
YKL114C,1307
YKL113C,1565
YKL112W,2852
YKL111C,7
YKL110C,2158
YKL109W,5018
YKL108W,655
YKL107W,79
YKL106C-A,64
YKL106W,2221
YKL105C,1750
YKL104C,13865
YKL103C,1796
YKL102C,29
YKL101W,6558
YKL100C,4740
YKL100W-A,0
YKL099C,2063
YKL098W,1968
YKL097C,16
YKL096C-B,3
YKL096W-A,14366
YKL096W,15466
YKL095W,969
YKL094W,2739
YKL093W,338
YKL092C,1366
YKL091C,1539
YKL090W,734
YKL089W,760
YKL088W,797
YKL087C,2141
YKL086W,157
YKL085W,2517
YKL084W,724
YKL083W,10
YKL082C,528
YKL081W,17750
YKL080W,3134
YKL079W,2300
YKL078W,1168
YKL077W,2888
YKL076C,315
YKL075C,965
YKL074C,1398
YKL073W,2716
YKL072W,656
YKL071W,359
YKL070W,51
YKL069W,1409
YKL068W-A,2447
YKL068W,4084
YKL067W,3856
YKL066W,1902
YKL065W-A,97
YKL065C,3414
YKL064W,3531
YKL063C,1537
YKL062W,4696
YKL061W,724
YKL060C,29008
YKL059C,1349
YKL058W,2049
YKL057C,5324
YKL056C,9013
YKL055C,506
YKL054C,8339
YKL053C-A,756
YKL053W,59
YKL052C,1068
YKL051W,5497
YKL050C,1081
YKL049C,830
YKL048C,1199
YKL047W,980
YKL046C,2255
YKL045W,1967
YKL044W,347
YKL043W,1912
YKL042W,1008
YKL041W,129
YKL040C,1824
YKL039W,6372
YKL038W,2907
YKL037W,65
YKL036C,61
YKL035W,9547
YKL034W,3232
YKL033W-A,4062
YKL033W,2142
YKL032C,2984
YKL031W,161
YKL030W,8
YKL029C,8343
YKL028W,2286
YKL027W,1481
YKL026C,641
YKL025C,2508
YKL024C,1711
YKL023W,813
YKL022C,1756
YKL021C,1632
YKL020C,2984
YKL019W,2348
YKL018C-A,46
YKL018W,1984
YKL017C,1470
YKL016C,3846
YKL015W,2534
YKL014C,4980
YKL013C,3191
YKL012W,1813
YKL011C,718
YKL010C,4392
YKL009W,3330
YKL008C,3029
YKL007W,2768
YKL006C-A,885
YKL006W,5775
YKL005C,1455
YKL004W,3760
YKL003C,1472
YKL002W,1361
YKL001C,1390
YKR001C,4886
YKR002W,1618
YKR003W,1576
YKR004C,945
YKR005C,374
YKR006C,2442
YKR007W,1192
YKR008W,1585
YKR009C,1018
YKR010C,650
YKR011C,777
YKR012C,76
YKR013W,12075
YKR014C,2376
YKR015C,58
YKR016W,2317
YKR017C,865
YKR018C,2786
YKR019C,878
YKR020W,683
YKR021W,3341
YKR022C,1254
YKR023W,625
YKR024C,1622
YKR025W,653
YKR026C,2889
YKR027W,2704
YKR028W,3839
YKR029C,1453
YKR030W,1738
YKR031C,2479
YKR032W,5
YKR033C,51
YKR034W,262
YKR035C,11
YKR035W-A,1717
YKR036C,1365
YKR037C,1084
YKR038C,2817
YKR039W,10369
YKR040C,2364
YKR041W,300
YKR042W,12906
YKR043C,3478
YKR044W,1441
YKR045C,1679
YKR047W,35
YKR048C,4186
YKR049C,1299
YKR050W,2848
YKR051W,1317
YKR052C,1581
YKR053C,335
YKR054C,4330
YKR055W,419
YKR056W,1751
YKR057W,2902
YKR058W,1721
YKR059W,11936
YKR060W,1034
YKR061W,3189
YKR062W,1277
YKR063C,1256
YKR064W,1403
YKR065C,3064
YKR066C,4060
YKR067W,2233
YKR068C,2260
YKR069W,1481
YKR070W,1265
YKR071C,4445
YKR072C,3067
YKR073C,150
YKR074W,1277
YKR075C,1779
YKR075W-A,17
YKR076W,766
YKR077W,1869
YKR078W,1205
YKR079C,2574
YKR080W,1533
YKR081C,2131
YKR082W,3804
YKR083C,670
YKR084C,1576
YKR085C,1234
YKR086W,1997
YKR087C,1572
YKR088C,2331
YKR089C,1898
YKR090W,1452
YKR091W,3916
YKR092C,3389
YKR093W,18974
YKR094C,5786
YKR095W,4081
YKR095W-A,944
YKR096W,2543
YKR097W,874
YKR098C,902
YKR099W,1671
YKR100C,2115
YKR101W,910
YKR102W,1215
YKR104W,342
YKR105C,46
YKR106W,390
YOL100W,2184
YOL034W,976
YOR033C,1874
YOR108W,7539
YOR172W,1661
YOR239W,3212
YOR321W,1982
YOL166W-A,1
YOL166C,10
YOL165C,581
YOL164W-A,81
YOL164W,2380
YOL163W,1035
YOL162W,483
YOL161C,0
YOL160W,94
YOL159C-A,831
YOL159C,1199
YOL158C,5275
YOL157C,754
YOL156W,208
YOL155W-A,8
YOL155C,6220
YOL154W,348
YOL152W,5784
YOL151W,1439
YOL150C,70
YOL149W,972
YOL148C,2077
YOL147C,2092
YOL146W,1187
YOL145C,3480
YOL144W,830
YOL143C,1885
YOL142W,2218
YOL141W,811
YOL140W,1795
YOL139C,6174
YOL138C,2550
YOL137W,2082
YOL136C,7000
YOL135C,909
YOL134C,2
YOL133W,1290
YOL132W,82
YOL131W,5
YOL130W,4108
YOL129W,3591
YOL128C,905
YOL127W,6983
YOL126C,4533
YOL125W,1093
YOL124C,1400
YOL123W,4380
YOL122C,2823
YOL121C,5296
YOL120C,11033
YOL119C,2213
YOL118C,57
YOL117W,1043
YOL116W,974
YOL115W,1106
YOL114C,160
YOL113W,1438
YOL112W,2032
YOL111C,1453
YOL110W,814
YOL109W,5708
YOL108C,864
YOL107W,1740
YOL106W,149
YOL105C,4390
YOL104C,2836
YOL103W-B,3905
YOL103W-A,2190
YOL103W,2864
YOL102C,824
YOL101C,886
YOL099C,12
YOL098C,4587
YOL097W-A,198
YOL097C,3445
YOL096C,823
YOL095C,564
YOL094C,901
YOL093W,1265
YOL092W,2913
YOL091W,348
YOL090W,1939
YOL089C,1524
YOL088C,1889
YOL087C,2047
YOL086W-A,938
YOL086C,27785
YOL085W-A,314
YOL085C,18
YOL084W,1062
YOL083W,473
YOL083C-A,16
YOL082W,1759
YOL081W,13876
YOL080C,899
YOL079W,1
YOL078W,958
YOL077W-A,1470
YOL077C,3804
YOL076W,2194
YOL075C,2006
YOL073C,2318
YOL072W,1032
YOL071W,1231
YOL070C,2535
YOL069W,1066
YOL068C,2939
YOL067C,1115
YOL066C,1080
YOL065C,548
YOL064C,1290
YOL063C,2406
YOL062C,2751
YOL061W,4672
YOL060C,3678
YOL059W,5932
YOL058W,6047
YOL057W,3302
YOL056W,781
YOL055C,1026
YOL054W,985
YOL053W,1074
YOL052C-A,1384
YOL052C,2836
YOL051W,4146
YOL050C,1
YOL049W,3209
YOL048C,1557
YOL047C,181
YOL046C,8
YOL045W,2595
YOL044W,507
YOL043C,786
YOL042W,1422
YOL041C,2525
YOL040C,10881
YOL039W,7936
YOL038C-A,166
YOL038W,4037
YOL037C,10
YOL036W,3696
YOL035C,2
YOL033W,956
YOL032W,949
YOL031C,1909
YOL030W,9625
YOL029C,507
YOL028C,893
YOL027C,2708
YOL026C,1701
YOL025W,705
YOL024W,20
YOL023W,1107
YOL022C,2485
YOL021C,4267
YOL020W,7235
YOL019W-A,5
YOL019W,5936
YOL018C,1173
YOL017W,1092
YOL016C,2013
YOL015W,555
YOL014W,536
YOL013W-B,4
YOL013W-A,77
YOL013C,1653
YOL012C,1857
YOL011W,5777
YOL010W,2515
YOL009C,1006
YOL008W,717
YOL007C,3465
YOL006C,2270
YOL005C,2077
YOL004W,7657
YOL003C,2020
YOL002C,2235
YOL001W,1694
YOR001W,3102
YOR002W,5295
YOR003W,1033
YOR004W,1497
YOR005C,1496
YOR006C,992
YOR007C,3953
YOR008C,3275
YOR008C-A,5
YOR008W-B,338
YOR009W,1782
YOR010C,489
YOR011W,2241
YOR011W-A,1
YOR012W,89
YOR013W,156
YOR014W,5343
YOR015W,407
YOR016C,2200
YOR017W,1572
YOR018W,2112
YOR019W,713
YOR020C,4855
YOR020W-A,1302
YOR021C,2030
YOR022C,800
YOR023C,3871
YOR024W,36
YOR025W,2363
YOR026W,1611
YOR027W,6802
YOR028C,1972
YOR029W,11
YOR030W,3082
YOR031W,325
YOR032C,525
YOR032W-A,86
YOR034C,2611
YOR034C-A,157
YOR035C,2306
YOR036W,1015
YOR037W,1908
YOR038C,777
YOR039W,2493
YOR040W,406
YOR041C,98
YOR042W,2594
YOR043W,3923
YOR044W,1466
YOR045W,1361
YOR046C,3342
YOR047C,2316
YOR048C,3622
YOR049C,91
YOR050C,9
YOR051C,2301
YOR052C,3268
YOR053W,11
YOR054C,1394
YOR055W,32
YOR056C,1899
YOR057W,1467
YOR058C,1785
YOR059C,2118
YOR060C,1576
YOR061W,2909
YOR062C,1009
YOR063W,18250
YOR064C,1157
YOR065W,5709
YOR066W,3790
YOR067C,2420
YOR069W,1982
YOR068C,6
YOR070C,2104
YOR071C,843
