GeneID,wt.1
YFL059W,0
YFL060C,0
YFL061W,0
YFL062W,0
YFL064C,112
YFR001W,2780
YFR002W,851
YFR003C,617
YFR004W,2060
YFR005C,426
YFR006W,0
YFR007W,380
YFR008W,127
YFR009W,604
YFR010W,801
YFR011C,1238
YFR013W,229
YFR014C,178
YFR015C,56
YFR016C,196
YFR017C,74
YFR018C,1375
YFR019W,142
YFR020W,254
YFR021W,419
YFR022W,359
YFR024C-A,248
YFR025C,142
YFR026C,0
YFR027W,59
YFR028C,220
YFR029W,90
YFR030W,550
YFR031C,135
YFR031C-A,19988
YFR032C-A,37988
YFR033C,2959
YFR034C,594
YFR034W-A,22
YFR035C,12
YFR036W,322
YFR036W-A,0
YFR037C,1128
YFR038W,391
YFR039C,309
YFR040W,403
YFR041C,531
YFR042W,1167
YFR043C,90
YFR044C,4315
YFR045W,342
YFR046C,120
YFR047C,480
YFR048W,266
YFR049W,810
YFR050C,2260
YFR051C,2013
YFR052W,3222
YFR053C,950
YFR055W,2316
YGL001C,1581
YGL002W,1571
YGL003C,282
YGL004C,314
YGL005C,318
YGL006W,308
YGL007C-A,135
YGL008C,33406
YGL009C,5786
YGL010W,246
YGL011C,3152
YGL012W,4167
YGL013C,236
YGL014W,912
YGL016W,577
YGL017W,325
YGL018C,155
YGL019W,2350
YGL020C,2238
YGL021W,240
YGL022W,320
YGL023C,398
YGL025C,213
YGL026C,1761
YGL027C,1571
YGL028C,2473
YGL029W,1109
YGL030W,12061
YGL031C,25959
YGL032C,2466
YGL035C,292
YGL036W,170
YGL037C,2681
YGL038C,487
YGL039W,374
YGL040C,1039
YGL041C,19
YGL041C-B,0
YGL041W-A,437
YGL043W,1132
YGL044C,304
YGL045W,24
YGL047W,397
YGL048C,2544
YGL049C,288
YGL050W,1010
YGL051W,18
YGL053W,266
YGL054C,3609
YGL055W,12052
YGL056C,558
YGL057C,351
YGL058W,1571
YGL059W,272
YGL060W,273
YGL061C,356
YGL062W,495
YGL063C-A,0
YGL063W,160
YGL064C,25
YGL065C,570
YGL066W,201
YGL067W,1017
YGL068W,2556
YGL069C,0
YGL070C,1356
YGL071W,392
YGL073W,231
YGL075C,71
YGL076C,39352
YGL077C,1829
YGL078C,1070
YGL079W,723
YGL080W,898
YGL081W,0
YGL082W,283
YGL083W,258
YGL084C,650
YGL085W,168
YGL087C,1987
YGL088W,0
YGL089C,34
YGL090W,202
YGL091C,620
YGL092W,676
YGL093W,202
YGL094C,246
YGL095C,665
YGL097W,600
YGL098W,3678
YGL099W,499
YGL100W,1184
YGL101W,1522
YGL103W,60468
YGL104C,293
YGL105W,7633
YGL106W,1868
YGL107C,598
YGL108C,201
YGL110C,135
YGL111W,788
YGL112C,623
YGL113W,133
YGL114W,406
YGL115W,1088
YGL116W,110
YGL117W,426
YGL118C,29
YGL119W,408
YGL120C,1643
YGL121C,239
YGL122C,1093
YGL123W,97556
YGL124C,67
YGL125W,664
YGL126W,1079
YGL127C,606
YGL128C,96
YGL129C,471
YGL130W,565
YGL131C,135
YGL133W,147
YGL134W,128
YGL135W,31522
YGL136C,323
YGL137W,1384
YGL139W,543
YGL140C,948
YGL141W,226
YGL142C,546
YGL143C,235
YGL144C,168
YGL145W,482
YGL146C,0
YGL147C,111669
YGL148W,3893
YGL150C,707
YGL151W,226
YGL153W,393
YGL154C,229
YGL155W,180
YGL156W,71
YGL157W,966
YGL159W,217
YGL160W,515
YGL161C,1769
YGL162W,290
YGL163C,50
YGL164C,213
YGL165C,0
YGL166W,437
YGL167C,1471
YGL169W,326
YGL170C,0
YGL171W,375
YGL172W,768
YGL173C,948
YGL174W,88
YGL175C,94
YGL176C,136
YGL178W,150
YGL179C,471
YGL180W,107
YGL181W,702
YGL183C,0
YGL184C,57
YGL185C,151
YGL186C,819
YGL187C,4629
YGL189C,135619
YGL190C,913
YGL191W,3223
YGL194C,359
YGL194C-A,835
YGL195W,2039
YGL196W,643
YGL197W,384
YGL198W,726
YGL199C,44
YGL200C,10621
YGL201C,443
YGL202W,3753
YGL203C,485
YGL204C,548
YGL205W,0
YGL206C,1971
YGL207W,1173
YGL208W,137
YGL209W,391
YGL210W,695
YGL211W,335
YGL212W,150
YGL213C,943
YGL215W,1325
YGL216W,241
YGL219C,392
YGL220W,0
YGL221C,2345
YGL222C,693
YGL223C,190
YGL224C,518
YGL225W,7846
YGL226C-A,2407
YGL226W,743
YGL227W,94
YGL228W,1011
YGL229C,45
YGL231C,2451
YGL232W,913
YGL233W,541
YGL234W,2459
YGL236C,254
YGL237C,39
YGL238W,1311
YGL240W,255
YGL241W,165
YGL242C,808
YGL243W,196
YGL244W,946
YGL245W,4005
YGL246C,645
YGL247W,448
YGL248W,429
YGL250W,132
YGL252C,855
YGL253W,24674
YGL254W,208
YGL255W,1719
YGL256W,1409
YGL257C,517
YGL258W,29
YGR001C,2373
YGR002C,276
YGR003W,275
YGR004W,153
YGR005C,671
YGR006W,141
YGR007W,1008
YGR008C,2221
YGR009C,326
YGR010W,259
YGR012W,237
YGR013W,166
YGR014W,564
YGR015C,167
YGR016W,25
YGR017W,1915
YGR018C,41
YGR019W,277
YGR020C,5806
YGR021W,222
YGR023W,640
YGR024C,2717
YGR026W,2551
YGR027C,94302
YGR027W-A,837
YGR028W,330
YGR029W,592
YGR030C,219
YGR031W,227
YGR032W,606
YGR033C,1309
YGR034W,27434
YGR035C,133
YGR035W-A,0
YGR036C,530
YGR037C,3672
YGR038W,2156
YGR039W,84
YGR040W,273
YGR041W,819
YGR042W,361
YGR043C,14
YGR044C,2022
YGR045C,0
YGR046W,326
YGR047C,303
YGR048W,295
YGR049W,851
YGR050C,77
YGR052W,147
YGR053C,35
YGR054W,4782
YGR055W,1212
YGR056W,277
YGR057C,118
YGR058W,125
YGR060W,14687
YGR061C,3101
YGR062C,324
YGR063C,3858
YGR065C,593
YGR066C,0
YGR068C,254
YGR070W,85
YGR071C,267
YGR072W,410
YGR074W,2164
YGR075C,95
YGR076C,692
YGR077C,766
YGR078C,1239
YGR080W,633
YGR081C,1889
YGR082W,2221
YGR083C,520
YGR085C,15809
YGR086C,2342
YGR087C,0
YGR088W,81
YGR089W,353
YGR090W,574
YGR091W,227
YGR092W,300
YGR093W,317
YGR095C,757
YGR096W,273
YGR097W,720
YGR098C,131
YGR099W,302
YGR100W,233
YGR101W,1158
YGR102C,211
YGR103W,1240
YGR104C,200
YGR105W,4533
YGR106C,6952
YGR107W,108
YGR108W,1275
YGR109C,0
YGR110W,159
YGR111W,527
YGR112W,170
YGR113W,309
YGR116W,76
YGR117C,1098
YGR118W,16735
YGR119C,1184
YGR120C,387
YGR121C,258
YGR122W,28
YGR123C,1838
YGR124W,2134
YGR125W,434
YGR126W,118
YGR127W,0
YGR128C,1428
YGR129W,249
YGR130C,322
YGR131W,172
YGR132C,1885
YGR133W,391
YGR134W,170
YGR135W,2126
YGR136W,837
YGR137W,49
YGR138C,139
YGR140W,348
YGR141W,288
YGR142W,101
YGR143W,408
YGR144W,48
YGR145W,336
YGR146C,1601
YGR146C-A,20
YGR147C,669
YGR148C,32998
YGR149W,299
YGR150C,167
YGR152C,675
YGR153W,64
YGR154C,108
YGR155W,5854
YGR156W,119
YGR157W,1582
YGR158C,658
YGR159C,5719
YGR161C,232
YGR161W-A,35
YGR161W-C,547
YGR162W,3664
YGR163W,527
YGR164W,0
YGR165W,906
YGR166W,252
YGR167W,1612
YGR168C,177
YGR169C,172
YGR169C-A,762
YGR170W,223
YGR171C,257
YGR172C,1349
YGR173W,1004
YGR174C,249
YGR174W-A,0
YGR175C,3866
YGR176W,0
YGR177C,275
YGR178C,594
YGR179C,144
YGR180C,5086
YGR181W,2062
YGR183C,5280
YGR184C,548
YGR185C,3543
YGR186W,511
YGR187C,220
YGR188C,111
YGR189C,4899
YGR191W,5072
YGR192C,251268
YGR193C,796
YGR194C,175
YGR195W,893
YGR196C,111
YGR197C,513
YGR198W,708
YGR199W,374
YGR200C,476
YGR201C,1166
YGR202C,692
YGR203W,1032
YGR204W,2558
YGR205W,331
YGR206W,1291
YGR207C,1084
YGR208W,506
YGR209C,3374
YGR210C,2011
YGR211W,1499
YGR212W,22
YGR213C,48
YGR214W,43019
YGR215W,2291
YGR216C,1068
YGR217W,99
YGR218W,492
YGR220C,357
YGR221C,221
YGR222W,369
YGR223C,274
YGR224W,0
YGR227W,2042
YGR229C,1562
YGR230W,371
YGR231C,1049
YGR232W,839
YGR233C,770
YGR234W,15221
YGR235C,704
YGR237C,205
YGR238C,50
YGR239C,161
YGR240C,8126
YGR241C,516
YGR243W,74
YGR244C,425
YGR245C,377
YGR246C,166
YGR247W,258
YGR248W,29
YGR249W,246
YGR250C,533
YGR251W,649
YGR252W,316
YGR253C,1216
YGR254W,7789
YGR255C,555
YGR256W,0
YGR257C,410
YGR258C,118
YGR259C,0
YGR260W,2420
YGR261C,586
YGR262C,695
YGR263C,335
YGR264C,2343
YGR266W,219
YGR267C,1659
YGR268C,513
YGR269W,37
YGR270W,613
YGR271C-A,1144
YGR271W,313
YGR274C,169
YGR275W,1257
YGR276C,432
YGR277C,1147
YGR278W,45
YGR279C,15278
YGR280C,464
YGR281W,535
YGR282C,25576
YGR283C,826
YGR284C,2664
YGR285C,4644
YGR286C,296
YGR287C,0
YGR288W,75
YGR289C,67
YGR292W,0
YGR295C,1988
YHL001W,11684
YHL002C-A,42
YHL002W,906
YHL003C,1338
YHL004W,1204
YHL006C,39
YHL006W-A,0
YHL007C,486
YHL009C,64
YHL010C,62
YHL011C,1861
YHL013C,295
YHL014C,192
YHL015W,54211
YHL016C,0
YHL017W,645
YHL018W,131
YHL019C,94
YHL020C,171
YHL021C,618
YHL023C,108
YHL024W,0
YHL025W,547
YHL026C,179
YHL027W,458
YHL028W,64
YHL029C,699
YHL030W,341
YHL031C,551
YHL032C,294
YHL033C,2552
YHL034C,3557
YHL035C,306
YHL036W,225
YHL037C,0
YHL038C,284
YHL039W,1090
YHL040C,402
YHL044W,156
YHL047C,209
YHL048W,584
YHL049C,29
YHR001W,278
YHR001W-A,4594
YHR002W,111
YHR003C,592
YHR004C,275
YHR005C,943
YHR005C-A,8252
YHR006W,179
YHR007C,7487
YHR008C,1851
YHR009C,358
YHR010W,85150
YHR011W,112
YHR012W,1019
YHR013C,1631
YHR015W,29
YHR016C,73
YHR017W,409
YHR018C,1214
YHR019C,5426
YHR020W,2762
YHR021C,31258
YHR022C,0
YHR023W,332
YHR024C,1515
YHR025W,4370
YHR026W,983
YHR027C,1476
YHR028C,911
YHR029C,688
YHR030C,1634
YHR031C,197
YHR032W,1152
YHR033W,51
YHR034C,101
YHR035W,131
YHR036W,126
YHR037W,729
YHR038W,460
YHR039C,2110
YHR039C-A,18690
YHR040W,333
YHR041C,1273
YHR042W,2214
YHR043C,522
YHR044C,188
YHR045W,807
YHR046C,385
YHR047C,1708
YHR048W,212
YHR049W,3029
YHR050W,707
YHR051W,6578
YHR052W,1779
YHR052W-A,0
YHR053C,26
YHR055C,1142
YHR056C,534
YHR056W-A,0
YHR057C,1194
YHR058C,266
YHR059W,876
YHR060W,1155
YHR061C,367
YHR062C,483
YHR063C,967
YHR064C,6805
YHR065C,449
YHR066W,517
YHR067W,351
YHR068W,435
YHR069C,1290
YHR069C-A,30
YHR070W,714
YHR071C-A,93
YHR071W,462
YHR072W,1304
YHR072W-A,5355
YHR073W,758
YHR074W,1054
YHR075C,166
YHR076W,286
YHR077C,277
YHR078W,844
YHR079C,241
YHR080C,437
YHR081W,1430
YHR082C,411
YHR083W,1065
YHR084W,376
YHR085W,1084
YHR086W,867
YHR087W,270
YHR088W,1123
YHR089C,7811
YHR090C,157
YHR091C,190
YHR092C,618
YHR094C,1473
YHR096C,0
YHR097C,151
YHR098C,2217
YHR099W,500
YHR100C,760
YHR101C,441
YHR102W,162
YHR103W,747
YHR104W,1504
YHR105W,56
YHR106W,127
YHR107C,790
YHR108W,944
YHR109W,114
YHR110W,506
YHR111W,212
YHR112C,320
YHR113W,1168
YHR114W,378
YHR115C,827
YHR117W,578
YHR118C,157
YHR119W,315
YHR120W,167
YHR121W,2388
YHR122W,903
YHR123W,1594
YHR127W,440
YHR128W,11210
YHR129C,115
YHR131C,285
YHR132C,907
YHR132W-A,773
YHR133C,3926
YHR134W,412
YHR135C,649
YHR136C,0
YHR137W,619
YHR138C,361
YHR139C,0
YHR140W,42
YHR141C,47789
YHR142W,762
YHR143W,8678
YHR143W-A,9653
YHR144C,930
YHR145C,33
YHR146W,293
YHR147C,888
YHR148W,778
YHR149C,282
YHR150W,134
YHR151C,576
YHR152W,705
YHR153C,67
YHR154W,331
YHR155W,335
YHR156C,70
YHR157W,0
YHR158C,524
YHR159W,102
YHR161C,315
YHR162W,8159
YHR163W,6052
YHR164C,63
YHR165C,369
YHR166C,163
YHR167W,238
YHR168W,106
YHR169W,568
YHR170W,2080
YHR171W,28
YHR172W,169
YHR174W,107230
YHR175W,13
YHR177W,90
YHR178W,120
YHR179W,5002
YHR180W,20
YHR180W-A,0
YHR181W,2669
YHR182W,71
YHR183W,3417
YHR186C,247
YHR187W,430
YHR188C,2020
YHR189W,210
YHR190W,6670
YHR191C,476
YHR192W,605
YHR193C,13255
YHR193C-A,0
YHR194W,136
YHR195W,372
YHR196W,1594
YHR197W,574
YHR198C,454
YHR199C,1172
YHR199C-A,124
YHR200W,1258
YHR201C,500
YHR202W,203
YHR203C,61103
YHR204W,709
YHR205W,948
YHR206W,1010
YHR207C,301
YHR208W,8764
YHR209W,193
YHR210C,30
YHR211W,0
YHR214C-C,16790
YHR216W,2106
YIL001W,151
YIL002C,142
YIL002W-A,3301
YIL003W,335
YIL004C,1035
YIL005W,730
YIL006W,241
YIL007C,394
YIL008W,1700
YIL009C-A,440
YIL009W,1021
YIL010W,645
YIL011W,142
YIL013C,0
YIL014C-A,117
YIL014W,789
YIL015W,1242
YIL016W,1173
YIL017C,174
YIL018W,42614
YIL019W,321
YIL020C,578
YIL021W,1285
YIL022W,880
YIL023C,888
YIL024C,0
YIL026C,173
YIL027C,1996
YIL028W,42
YIL029C,78
YIL030C,938
YIL031W,223
YIL033C,1499
YIL034C,1270
YIL035C,1301
YIL036W,261
YIL038C,681
YIL039W,1537
YIL040W,5067
YIL041W,1644
YIL042C,258
YIL043C,4707
YIL044C,1025
YIL045W,63
YIL046W,234
YIL046W-A,0
YIL047C,1465
YIL048W,432
YIL049W,497
YIL050W,617
YIL051C,12672
YIL052C,88045
YIL053W,19152
YIL055C,79
YIL056W,641
YIL057C,0
YIL059C,321
YIL060W,0
YIL061C,183
YIL062C,4724
YIL063C,386
YIL065C,480
YIL066C,0
YIL067C,93
YIL068C,368
YIL069C,48643
YIL070C,810
YIL071C,77
YIL074C,461
YIL075C,2039
YIL076W,3754
YIL077C,499
YIL078W,4492
YIL079C,674
YIL082W,375
YIL083C,432
YIL084C,459
YIL085C,773
YIL087C,500
YIL088C,1101
YIL089W,92
YIL090W,2924
YIL091C,1217
YIL092W,61
YIL093C,410
YIL094C,2544
YIL095W,113
YIL096C,228
YIL097W,178
YIL098C,1538
YIL099W,0
YIL100W,0
YIL101C,24
YIL102C-A,621
YIL103W,543
YIL104C,264
YIL105C,268
YIL106W,500
YIL107C,47
YIL108W,901
YIL109C,2247
YIL110W,577
YIL111W,180
YIL112W,170
YIL113W,54
YIL114C,1225
YIL115C,413
YIL116W,409
YIL117C,962
YIL118W,940
YIL119C,36
YIL121W,278
YIL122W,158
YIL123W,3139
YIL124W,907
YIL125W,1845
YIL126W,440
YIL127C,1752
YIL128W,707
YIL129C,547
YIL130W,334
YIL131C,613
YIL132C,62
YIL133C,115218
YIL134C-A,25
YIL134W,655
YIL135C,685
YIL136W,96
YIL137C,817
YIL138C,1204
YIL139C,257
YIL140W,683
YIL142W,2669
YIL143C,222
YIL144W,58
YIL145C,2512
YIL146C,65
YIL147C,205
YIL148W,166038
YIL149C,245
YIL150C,99
YIL151C,134
YIL152W,218
YIL153W,262
YIL154C,208
YIL155C,89
YIL156W,213
YIL156W-B,597
YIL157C,1770
YIL158W,1039
YIL159W,78
YIL160C,0
YIL161W,552
YIL163C,0
YIL164C,211
YIL166C,17
YIR001C,591
YIR002C,293
YIR003W,225
YIR004W,671
YIR005W,306
YIR006C,1845
YIR007W,78
YIR008C,236
YIR009W,271
YIR010W,185
YIR011C,462
YIR012W,1072
YIR014W,57
YIR015W,216
YIR016W,0
YIR017C,229
YIR018C-A,407
YIR018W,79
YIR020C-B,0
YIR021W,799
YIR022W,2382
YIR023W,215
YIR024C,301
YIR025W,98
YIR026C,858
YIR027C,79
YIR028W,0
YIR029W,85
YIR030C,204
YIR030W-A,0
YIR031C,184
YIR032C,224
YIR033W,453
YIR034C,491
YIR035C,1303
YIR036C,691
YIR037W,1802
YIR038C,1660
YIR039C,90
YIR042C,126
YJL001W,4744
YJL002C,6967
YJL003W,228
YJL004C,1236
YJL005W,551
YJL006C,151
YJL008C,1975
YJL010C,843
YJL011C,579
YJL012C,3153
YJL013C,223
YJL014W,1480
YJL016W,478
YJL019W,324
YJL020C,604
YJL023C,56
YJL024C,366
YJL025W,275
YJL026W,6703
YJL027C,0
YJL029C,126
YJL030W,519
YJL031C,329
YJL033W,1043
YJL034W,11929
YJL035C,303
YJL036W,361
YJL038C,0
YJL039C,645
YJL041W,671
YJL042W,531
YJL044C,217
YJL046W,506
YJL047C,74
YJL047C-A,665
YJL048C,1407
YJL049W,195
YJL050W,738
YJL051W,95
YJL052W,2915
YJL053W,315
YJL054W,751
YJL055W,1666
YJL056C,298
YJL057C,107
YJL058C,150
YJL059W,176
YJL060W,1451
YJL061W,806
YJL062W,304
YJL062W-A,3776
YJL063C,1045
YJL065C,846
YJL066C,366
YJL068C,667
YJL069C,816
YJL070C,101
YJL071W,245
YJL072C,603
YJL073W,360
YJL074C,319
YJL076W,744
YJL077W-A,37
YJL077W-B,80
YJL078C,2377
YJL079C,503
YJL080C,3872
YJL081C,806
YJL082W,408
YJL083W,146
YJL084C,153
YJL085W,275
YJL087C,226
YJL088W,148
YJL089W,0
YJL090C,163
YJL091C,791
YJL092W,485
YJL093C,534
YJL094C,652
YJL095W,34
YJL096W,1872
YJL097W,1621
YJL098W,482
YJL099W,111
YJL100W,223
YJL101C,1686
YJL102W,211
YJL103C,142
YJL104W,2405
YJL106W,87
YJL107C,101
YJL109C,1048
YJL110C,371
YJL111W,1974
YJL112W,123
YJL113W,0
YJL115W,245
YJL116C,158
YJL117W,1381
YJL118W,446
YJL119C,159
YJL121C,4759
YJL122W,1275
YJL123C,947
YJL124C,1758
YJL125C,950
YJL126W,149
YJL127C,251
YJL127C-B,945
YJL128C,549
YJL129C,700
YJL130C,3274
YJL131C,106
YJL132W,68
YJL133C-A,432
YJL133W,686
YJL134W,768
YJL135W,0
YJL136C,48411
YJL137C,257
YJL138C,18488
YJL139C,415
YJL140W,2235
YJL141C,587
YJL143W,7643
YJL144W,69
YJL145W,691
YJL146W,138
YJL147C,164
YJL148W,3932
YJL149W,152
YJL150W,22
YJL151C,3547
YJL152W,0
YJL153C,0
YJL154C,1250
YJL155C,105
YJL156C,247
YJL157C,320
YJL158C,24038
YJL159W,24729
YJL160C,455
YJL161W,40
YJL162C,166
YJL163C,64
YJL164C,538
YJL165C,576
YJL166W,12834
YJL167W,3482
YJL168C,289
YJL169W,101
YJL170C,90
YJL171C,2215
YJL172W,3960
YJL173C,2734
YJL174W,2855
YJL176C,307
YJL177W,24860
YJL178C,3451
YJL179W,2507
YJL180C,466
YJL181W,18
YJL183W,1438
YJL184W,655
YJL185C,113
YJL186W,1594
YJL187C,217
YJL189W,28435
YJL190C,82218
YJL191W,21589
YJL192C,4512
YJL193W,1009
YJL194W,320
YJL195C,0
YJL196C,4113
YJL197W,421
YJL198W,1123
YJL199C,351
YJL200C,559
YJL201W,307
YJL203W,242
YJL204C,206
YJL205C,474
YJL206C,144
YJL207C,508
YJL208C,441
YJL209W,341
YJL210W,1016
YJL211C,0
YJL212C,1759
YJL213W,220
YJL217W,1642
YJL218W,74
YJR001W,3489
YJR002W,1743
YJR003C,575
YJR004C,273
YJR005C-A,0
YJR005W,342
YJR006W,915
YJR007W,4090
YJR008W,72
YJR009C,31176
YJR010C-A,877
YJR010W,622
YJR011C,171
YJR013W,665
YJR014W,2311
YJR015W,3478
YJR016C,13382
YJR017C,444
YJR018W,92
YJR019C,335
YJR020W,52
YJR021C,179
YJR022W,448
YJR023C,0
YJR024C,3132
YJR025C,2704
YJR026W,133
YJR030C,52
YJR031C,214
YJR032W,448
YJR033C,250
YJR034W,1019
YJR035W,100
YJR036C,0
YJR039W,75
YJR040W,650
YJR041C,562
YJR042W,1069
YJR043C,397
YJR044C,2258
YJR045C,12303
YJR046W,141
YJR047C,107
YJR048W,3401
YJR049C,294
YJR050W,353
YJR051W,623
YJR052W,95
YJR053W,152
YJR054W,328
YJR055W,221
YJR056C,368
YJR057W,613
YJR058C,2688
YJR059W,528
YJR060W,260
YJR061W,0
YJR062C,389
YJR063W,3185
YJR064W,2051
YJR065C,1784
YJR066W,257
YJR067C,497
YJR068W,747
YJR069C,1590
YJR070C,2800
YJR072C,440
YJR073C,2711
YJR074W,33
YJR075W,2462
YJR076C,955
YJR077C,14020
YJR078W,0
YJR079W,20
YJR080C,236
YJR082C,1169
YJR083C,125
YJR084W,298
YJR085C,7978
YJR086W,1021
YJR088C,1354
YJR089W,93
YJR090C,167
YJR091C,845
YJR092W,143
YJR093C,276
YJR094C,46
YJR094W-A,31735
YJR096W,290
YJR097W,257
YJR098C,110
YJR099W,579
YJR100C,210
YJR101W,1227
YJR102C,222
YJR103W,560
YJR104C,13939
YJR105W,9721
YJR106W,241
YJR109C,787
YJR110W,27
YJR111C,300
YJR112W,280
YJR112W-A,948
YJR113C,727
YJR115W,40
YJR116W,228
YJR117W,3916
YJR118C,1966
YJR119C,61
YJR121W,9183
YJR122W,349
YJR123W,138839
YJR124C,379
YJR125C,994
YJR126C,1072
YJR127C,0
YJR128W,0
YJR129C,216
YJR130C,346
YJR131W,301
YJR132W,318
YJR133W,748
YJR134C,284
YJR135C,213
YJR135W-A,618
YJR136C,163
YJR137C,1425
YJR138W,78
YJR139C,12759
YJR140C,104
YJR141W,263
YJR142W,354
YJR143C,2451
YJR144W,1642
YJR145C,16468
YJR146W,0
YJR147W,1884
YJR148W,3479
YJR149W,64
YJR150C,0
YJR152W,51
YJR153W,0
YJR154W,48
YJR155W,0
YKL001C,1008
YKL002W,942
YKL003C,1283
YKL004W,1957
YKL005C,379
YKL006C-A,474
YKL006W,98183
YKL007W,2150
YKL008C,1802
YKL009W,7142
YKL010C,482
YKL011C,189
YKL012W,296
YKL013C,6938
YKL014C,679
YKL015W,330
YKL016C,3941
YKL017C,196
YKL018C-A,709
YKL018W,452
YKL019W,495
YKL020C,404
YKL023W,170
YKL024C,1981
YKL025C,382
YKL026C,113
YKL027W,381
YKL028W,322
YKL029C,3763
YKL031W,47
YKL032C,327
YKL033W,192
YKL033W-A,1132
YKL034W,330
YKL035W,3328
YKL038W,640
YKL039W,2792
YKL040C,1445
YKL041W,177
YKL042W,212
YKL043W,692
YKL044W,42
YKL045W,271
YKL046C,690
YKL047W,202
YKL048C,136
YKL049C,496
YKL051W,1227
YKL052C,403
YKL053C-A,1427
YKL053W,32
YKL054C,670
YKL055C,214
YKL056C,85474
YKL057C,1521
YKL058W,2664
YKL059C,202
YKL060C,66651
YKL061W,595
YKL062W,415
YKL063C,1129
YKL064W,603
YKL065C,3110
YKL065W-A,27
YKL066W,0
YKL067W,2928
YKL068W,524
YKL068W-A,2069
YKL069W,704
YKL071W,27
YKL072W,152
YKL073W,877
YKL074C,460
YKL075C,48
YKL076C,0
YKL077W,1364
YKL078W,443
YKL079W,209
YKL080W,4005
YKL081W,29020
YKL082C,824
YKL084W,895
YKL085W,2203
YKL086W,0
YKL087C,1083
YKL088W,126
YKL089W,51
YKL090W,86
YKL091C,160
YKL092C,120
YKL093W,0
YKL094W,816
YKL095W,96
YKL096C-B,0
YKL096W,4690
YKL096W-A,57049
YKL098W,476
YKL099C,820
YKL100C,1458
YKL101W,615
YKL103C,756
YKL104C,2194
YKL105C,120
YKL106C-A,0
YKL106W,1016
YKL107W,0
YKL108W,129
YKL109W,1743
YKL110C,958
YKL111C,0
YKL112W,222
YKL113C,788
YKL114C,344
YKL115C,0
YKL116C,634
YKL117W,3664
YKL119C,1160
YKL120W,2918
YKL121W,134
YKL122C,2115
YKL124W,111
YKL125W,408
YKL126W,917
YKL127W,1105
YKL128C,1596
YKL129C,130
YKL130C,734
YKL131W,0
YKL132C,133
YKL133C,47
YKL134C,175
YKL135C,189
YKL136W,72
YKL137W,1062
YKL138C,1785
YKL138C-A,618
YKL139W,173
YKL140W,293
YKL141W,1331
YKL142W,1200
YKL143W,1209
YKL144C,699
YKL145W,1986
YKL146W,653
YKL148C,815
YKL149C,368
YKL150W,25
YKL151C,247
YKL152C,23556
YKL153W,0
YKL154W,1688
YKL155C,207
YKL156W,24177
YKL157W,434
YKL159C,164
YKL160W,3212
YKL161C,214
YKL162C,0
YKL162C-A,26
YKL163W,666
YKL164C,7132
YKL165C,946
YKL165C-A,0
YKL166C,411
YKL167C,991
YKL168C,131
YKL170W,1596
YKL171W,49
YKL172W,1106
YKL173W,324
YKL174C,621
YKL175W,2261
YKL176C,1863
YKL178C,0
YKL179C,258
YKL180W,56508
YKL181W,2381
YKL182W,15330
YKL183C-A,0
YKL183W,217
YKL184W,1590
YKL185W,657
YKL186C,217
YKL187C,0
YKL189W,210
YKL190W,1428
YKL191W,1641
YKL192C,5849
YKL193C,419
YKL194C,231
YKL195W,873
YKL196C,3927
YKL197C,115
YKL198C,314
YKL201C,0
YKL203C,246
YKL204W,213
YKL205W,627
YKL206C,357
YKL207W,1024
YKL208W,151
YKL209C,1265
YKL210W,1597
YKL211C,1096
YKL212W,2313
YKL213C,900
YKL214C,1038
YKL215C,484
YKL216W,1520
YKL217W,0
YKL218C,150
YKL219W,423
YKL220C,36
YKL221W,78
YKL222C,116
YKR001C,2044
YKR002W,337
YKR003W,747
YKR004C,133
YKR006C,2053
YKR007W,716
YKR008W,401
YKR010C,79
YKR011C,299
YKR012C,26
YKR013W,3569
YKR014C,1704
YKR015C,39
YKR016W,394
YKR017C,0
YKR018C,1052
YKR019C,70
YKR020W,335
YKR021W,118
YKR022C,433
YKR023W,224
YKR024C,345
YKR025W,817
YKR026C,972
YKR027W,255
YKR028W,724
YKR029C,108
YKR030W,1157
YKR031C,126
YKR033C,0
YKR034W,38
YKR035W-A,1285
YKR036C,197
YKR037C,101
YKR038C,1805
YKR039W,2442
YKR041W,22
YKR042W,6984
YKR043C,5639
YKR044W,534
YKR045C,320
YKR046C,5592
YKR048C,1707
YKR049C,764
YKR050W,237
YKR051W,333
YKR052C,258
YKR054C,198
YKR055W,254
YKR057W,13698
YKR058W,43
YKR059W,14740
YKR060W,506
YKR061W,450
YKR062W,588
YKR063C,296
YKR064W,152
YKR065C,2233
YKR066C,1342
YKR067W,510
YKR068C,84
YKR069W,130
YKR070W,634
YKR071C,2847
YKR072C,224
YKR073C,0
YKR074W,1677
YKR075C,67
YKR076W,191
YKR077W,206
YKR078W,191
YKR079C,280
YKR080W,206
YKR081C,1379
YKR082W,482
YKR083C,423
YKR084C,412
YKR085C,1258
YKR086W,91
YKR087C,508
YKR088C,598
YKR089C,267
YKR090W,161
YKR091W,944
YKR092C,340
YKR093W,3226
YKR094C,9417
YKR095W,682
YKR095W-A,874
YKR096W,248
YKR097W,0
YKR098C,192
YKR099W,201
YKR100C,1044
YKR101W,42
YKR106W,0
YLL001W,351
YLL002W,307
YLL003W,267
YLL004W,261
YLL006W,574
YLL007C,257
YLL008W,2167
YLL009C,1237
