GeneID,wt.1
YBR133C,655
YBR135W,1117
YBR136W,203
YBR137W,1202
YBR138C,103
YBR139W,1969
YBR140C,426
YBR141C,209
YBR141W-A,123
YBR142W,495
YBR143C,2906
YBR145W,269
YBR146W,1640
YBR147W,0
YBR149W,1350
YBR150C,86
YBR151W,1420
YBR152W,23
YBR153W,232
YBR154C,3187
YBR155W,675
YBR156C,62
YBR157C,620
YBR158W,1206
YBR159W,3155
YBR160W,647
YBR161W,271
YBR162C,7834
YBR162W-A,8046
YBR163W,399
YBR164C,2929
YBR165W,363
YBR166C,961
YBR167C,632
YBR168W,242
YBR169C,55
YBR170C,523
YBR171W,1110
YBR172C,316
YBR173C,2258
YBR175W,376
YBR176W,128
YBR177C,1088
YBR178W,0
YBR179C,228
YBR181C,73811
YBR182C,65
YBR182C-A,99
YBR183W,851
YBR184W,0
YBR185C,452
YBR187W,2566
YBR188C,500
YBR189W,37358
YBR191W,40569
YBR191W-A,45
YBR192W,256
YBR193C,514
YBR194W,175
YBR195C,240
YBR196C,24576
YBR196C-A,34
YBR196C-B,78
YBR197C,497
YBR198C,521
YBR199W,1362
YBR200W,382
YBR201C-A,62
YBR201W,234
YBR202W,345
YBR203W,45
YBR204C,167
YBR205W,2203
YBR207W,749
YBR208C,591
YBR210W,1242
YBR211C,317
YBR212W,191
YBR213W,98
YBR214W,761
YBR215W,148
YBR216C,69
YBR217W,180
YBR218C,660
YBR220C,225
YBR221C,9346
YBR222C,905
YBR223C,82
YBR225W,98
YBR227C,157
YBR228W,94
YBR229C,1276
YBR230C,2672
YBR230W-A,227
YBR231C,103
YBR233W,54
YBR233W-A,1053
YBR234C,1961
YBR235W,779
YBR236C,252
YBR237W,142
YBR238C,1750
YBR239C,108
YBR240C,31
YBR241C,265
YBR242W,779
YBR243C,303
YBR244W,602
YBR246W,372
YBR247C,602
YBR248C,649
YBR249C,4813
YBR250W,0
YBR251W,406
YBR252W,4069
YBR253W,743
YBR254C,468
YBR255C-A,1074
YBR255W,176
YBR256C,1675
YBR257W,287
YBR258C,369
YBR259W,92
YBR260C,381
YBR261C,573
YBR262C,1545
YBR263W,2051
YBR264C,577
YBR265W,677
YBR267W,383
YBR268W,1758
YBR269C,1140
YBR270C,0
YBR271W,327
YBR272C,652
YBR273C,504
YBR274W,262
YBR275C,191
YBR276C,485
YBR277C,28
YBR278W,175
YBR279W,481
YBR280C,39
YBR281C,719
YBR282W,601
YBR283C,1733
YBR284W,38
YBR285W,0
YBR286W,1217
YBR287W,4828
YBR288C,521
YBR289W,57
YBR290W,886
YBR291C,648
YBR292C,322
YBR293W,88
YBR295W,166
YBR296C,51
YBR296C-A,0
YBR297W,242
YBR298C,91
YBR299W,0
YBR300C,0
YCL001W,4365
YCL002C,1059
YCL004W,150
YCL005W,664
YCL005W-A,11774
YCL007C,173
YCL008C,896
YCL009C,13684
YCL010C,275
YCL011C,1173
YCL012C,831
YCL014W,238
YCL016C,81
YCL017C,1771
YCL018W,802
YCL019W,561
YCL020W,0
YCL021W-A,0
YCL024W,193
YCL025C,1291
YCL026C-A,45
YCL026C-B,132
YCL027W,55
YCL028W,1106
YCL029C,239
YCL030C,365
YCL031C,2641
YCL032W,417
YCL033C,1033
YCL034W,492
YCL035C,4488
YCL036W,343
YCL037C,2304
YCL038C,217
YCL039W,364
YCL040W,1453
YCL042W,86
YCL043C,18889
YCL044C,745
YCL045C,1096
YCL047C,500
YCL048W-A,0
YCL049C,763
YCL050C,4058
YCL051W,391
YCL052C,566
YCL054W,912
YCL054W-A,2227
YCL055W,239
YCL056C,435
YCL057C-A,3395
YCL057W,1460
YCL058W-A,984
YCL059C,865
YCL061C,98
YCL063W,425
YCL064C,697
YCR002C,624
YCR003W,1262
YCR004C,1510
YCR005C,741
YCR006C,83
YCR007C,49
YCR008W,1267
YCR009C,1990
YCR011C,441
YCR012W,289367
YCR014C,0
YCR015C,1176
YCR016W,692
YCR017C,2760
YCR018C-A,36
YCR019W,289
YCR020C,0
YCR020C-A,908
YCR020W-B,1168
YCR021C,440
YCR022C,0
YCR023C,866
YCR024C,153
YCR024C-A,3640
YCR024C-B,0
YCR025C,0
YCR026C,278
YCR027C,431
YCR028C,745
YCR028C-A,7049
YCR030C,1169
YCR031C,48734
YCR032W,163
YCR033W,451
YCR034W,5269
YCR035C,1052
YCR036W,509
YCR037C,369
YCR042C,336
YCR043C,7039
YCR044C,3821
YCR045W-A,0
YCR046C,1847
YCR047C,860
YCR047W-A,0
YCR048W,723
YCR050C,0
YCR051W,1779
YCR052W,435
YCR053W,4562
YCR054C,449
YCR057C,1408
YCR059C,1555
YCR060W,1839
YCR061W,636
YCR063W,135
YCR064C,76
YCR065W,146
YCR066W,97
YCR067C,828
YCR068W,431
YCR069W,1351
YCR071C,556
YCR072C,214
YCR073C,132
YCR073W-A,919
YCR075C,516
YCR075W-A,1075
YCR076C,324
YCR077C,1136
YCR079W,320
YCR081C-A,26
YCR081W,288
YCR082W,2076
YCR083W,640
YCR084C,1494
YCR085W,0
YCR086W,135
YCR087C-A,1924
YCR087W,0
YCR088W,329
YCR089W,119
YCR090C,1469
YCR091W,30
YCR092C,194
YCR093W,2207
YCR094W,944
YCR095C,507
YCR095W-A,51
YCR096C,23
YCR097W,789
YCR097W-A,0
YCR098C,551
YCR101C,227
YCR102C,33
YCR102W-A,0
YCR106W,341
YCR107W,0
YDL001W,185
YDL002C,641
YDL003W,293
YDL004W,11843
YDL005C,350
YDL006W,511
YDL007W,1732
YDL008W,1322
YDL009C,107
YDL010W,677
YDL012C,1152
YDL013W,308
YDL014W,3225
YDL015C,4386
YDL017W,194
YDL018C,787
YDL019C,465
YDL020C,640
YDL021W,0
YDL022W,605
YDL024C,0
YDL025C,62
YDL025W-A,0
YDL026W,0
YDL027C,218
YDL028C,93
YDL029W,1039
YDL030W,184
YDL031W,195
YDL033C,328
YDL035C,124
YDL036C,400
YDL037C,617
YDL040C,1773
YDL042C,199
YDL043C,516
YDL044C,82
YDL045C,463
YDL045W-A,2811
YDL046W,12017
YDL047W,933
YDL048C,2369
YDL049C,32
YDL051W,2850
YDL052C,4053
YDL053C,542
YDL054C,480
YDL055C,17194
YDL056W,142
YDL057W,79
YDL058W,420
YDL059C,135
YDL060W,647
YDL061C,62216
YDL063C,728
YDL064W,1310
YDL065C,335
YDL066W,6766
YDL067C,4271
YDL069C,430
YDL070W,1487
YDL072C,3340
YDL073W,359
YDL074C,1079
YDL075W,59316
YDL076C,421
YDL077C,181
YDL078C,1724
YDL079C,0
YDL080C,222
YDL081C,78248
YDL082W,21345
YDL083C,99099
YDL084W,4453
YDL085C-A,1100
YDL085W,0
YDL086C-A,102
YDL086W,2048
YDL087C,195
YDL088C,263
YDL089W,380
YDL090C,332
YDL091C,338
YDL092W,1827
YDL093W,207
YDL094C,0
YDL095W,812
YDL097C,1499
YDL098C,468
YDL099W,563
YDL100C,4601
YDL101C,282
YDL102W,272
YDL103C,770
YDL104C,77
YDL105W,46
YDL106C,132
YDL107W,125
YDL108W,560
YDL109C,37
YDL110C,353
YDL111C,2183
YDL112W,342
YDL113C,266
YDL114W-A,35
YDL115C,405
YDL116W,497
YDL117W,456
YDL119C,182
YDL120W,641
YDL121C,4107
YDL122W,951
YDL123W,1385
YDL124W,3900
YDL125C,9443
YDL126C,2258
YDL127W,226
YDL128W,2869
YDL129W,162
YDL130W,56412
YDL130W-A,958
YDL131W,974
YDL132W,324
YDL133C-A,19765
YDL133W,174
YDL134C,2356
YDL135C,2000
YDL136W,43452
YDL137W,8847
YDL138W,125
YDL139C,73
YDL140C,1899
YDL141W,575
YDL142C,312
YDL143W,2331
YDL144C,997
YDL145C,2259
YDL146W,169
YDL147W,3229
YDL148C,704
YDL149W,61
YDL150W,562
YDL153C,1208
YDL155W,334
YDL156W,0
YDL157C,3091
YDL159W,183
YDL159W-A,0
YDL160C,1305
YDL160C-A,681
YDL161W,1296
YDL164C,247
YDL165W,524
YDL166C,365
YDL167C,1103
YDL168W,674
YDL169C,53
YDL170W,204
YDL171C,1660
YDL173W,385
YDL174C,1210
YDL175C,174
YDL176W,144
YDL177C,191
YDL178W,635
YDL179W,345
YDL180W,94
YDL181W,7137
YDL182W,1120
YDL183C,37
YDL184C,14227
YDL185W,1829
YDL187C,125
YDL188C,1601
YDL189W,233
YDL190C,614
YDL191W,138120
YDL192W,22897
YDL193W,719
YDL194W,82
YDL195W,1836
YDL196W,20
YDL197C,166
YDL198C,2598
YDL199C,70
YDL200C,269
YDL201W,909
YDL202W,612
YDL203C,149
YDL204W,236
YDL205C,1444
YDL206W,113
YDL207W,344
YDL208W,9387
YDL209C,155
YDL210W,0
YDL211C,95
YDL212W,11306
YDL213C,2043
YDL215C,82
YDL216C,71
YDL217C,238
YDL218W,0
YDL219W,1411
YDL220C,255
YDL221W,0
YDL222C,0
YDL223C,0
YDL224C,1133
YDL225W,358
YDL226C,794
YDL227C,377
YDL229W,36870
YDL230W,267
YDL231C,745
YDL232W,3866
YDL233W,197
YDL234C,241
YDL235C,3932
YDL236W,939
YDL237W,885
YDL238C,153
YDL240W,182
YDL241W,260
YDL243C,104
YDR001C,780
YDR002W,6380
YDR003W,891
YDR003W-A,0
YDR004W,212
YDR005C,589
YDR006C,618
YDR007W,196
YDR008C,0
YDR009W,0
YDR011W,959
YDR012W,18341
YDR013W,314
YDR014W,162
YDR014W-A,0
YDR016C,686
YDR017C,237
YDR018C,0
YDR019C,203
YDR020C,405
YDR021W,122
YDR022C,399
YDR023W,6105
YDR025W,31519
YDR026C,252
YDR027C,155
YDR028C,920
YDR030C,114
YDR031W,704
YDR032C,2752
YDR033W,40788
YDR034C,402
YDR034C-D,259
YDR034W-B,447
YDR035W,898
YDR036C,462
YDR037W,6918
YDR039C,0
YDR040C,0
YDR041W,900
YDR042C,216
YDR043C,388
YDR044W,645
YDR045C,1694
YDR046C,2111
YDR047W,2163
YDR048C,0
YDR049W,180
YDR050C,62058
YDR051C,505
YDR052C,200
YDR054C,550
YDR055W,1735
YDR056C,3162
YDR057W,168
YDR058C,60
YDR059C,707
YDR060W,1397
YDR061W,498
YDR062W,3383
YDR063W,1372
YDR064W,105721
YDR065W,197
YDR066C,216
YDR067C,325
YDR068W,213
YDR069C,182
YDR070C,83
YDR071C,3313
YDR072C,844
YDR073W,856
YDR074W,763
YDR075W,354
YDR076W,105
YDR077W,16864
YDR078C,170
YDR079C-A,1092
YDR079W,407
YDR080W,99
YDR081C,189
YDR082W,142
YDR083W,769
YDR084C,1816
YDR085C,134
YDR086C,15986
YDR087C,1049
YDR088C,120
YDR089W,154
YDR090C,561
YDR091C,1674
YDR092W,943
YDR093W,982
YDR096W,243
YDR097C,157
YDR098C,2178
YDR099W,3255
YDR100W,1400
YDR101C,4140
YDR103W,503
YDR104C,87
YDR105C,365
YDR106W,35
YDR107C,388
YDR108W,118
YDR109C,71
YDR110W,578
YDR111C,77
YDR113C,213
YDR114C,0
YDR115W,3009
YDR116C,737
YDR117C,387
YDR118W,32
YDR119W,2381
YDR119W-A,193
YDR120C,821
YDR121W,202
YDR122W,419
YDR123C,325
YDR124W,171
YDR125C,72
YDR126W,153
YDR127W,1520
YDR128W,222
YDR129C,1803
YDR130C,200
YDR131C,162
YDR132C,334
YDR133C,19211
YDR135C,3595
YDR137W,254
YDR138W,293
YDR139C,1639
YDR140W,2081
YDR141C,582
YDR142C,385
YDR143C,470
YDR144C,1107
YDR145W,646
YDR146C,211
YDR147W,292
YDR148C,1076
YDR150W,551
YDR151C,610
YDR152W,1053
YDR153C,410
YDR154C,0
YDR155C,55577
YDR156W,6995
YDR158W,9799
YDR159W,225
YDR160W,173
YDR161W,933
YDR162C,193
YDR163W,211
YDR164C,403
YDR165W,1401
YDR166C,450
YDR167W,1553
YDR168W,848
YDR169C,230
YDR170C,670
YDR171W,253
YDR172W,2359
YDR173C,50
YDR174W,2869
YDR175C,768
YDR176W,217
YDR177W,1804
YDR178W,2697
YDR179C,335
YDR179W-A,153
YDR180W,166
YDR181C,165
YDR182W,892
YDR183W,410
YDR184C,1504
YDR185C,214
YDR186C,414
YDR188W,2949
YDR189W,387
YDR190C,3066
YDR191W,48
YDR192C,94
YDR194C,893
YDR195W,84
YDR196C,1037
YDR197W,222
YDR198C,245
YDR200C,194
YDR201W,571
YDR202C,245
YDR204W,302
YDR205W,704
YDR206W,473
YDR207C,121
YDR208W,658
YDR210W,3923
YDR211W,910
YDR212W,2885
YDR213W,48
YDR214W,3514
YDR216W,28
YDR217C,199
YDR219C,207
YDR221W,387
YDR222W,514
YDR223W,0
YDR224C,14927
YDR225W,32648
YDR226W,11004
YDR227W,81
YDR228C,583
YDR229W,101
YDR231C,373
YDR232W,3988
YDR233C,15311
YDR234W,1243
YDR235W,448
YDR236C,836
YDR237W,517
YDR238C,1230
YDR239C,165
YDR240C,110
YDR242W,38
YDR243C,256
YDR244W,90
YDR245W,2135
YDR246W,500
YDR246W-A,0
YDR247W,627
YDR248C,566
YDR249C,449
YDR250C,0
YDR251W,896
YDR252W,197
YDR253C,45
YDR254W,187
YDR255C,228
YDR257C,727
YDR258C,299
YDR259C,79
YDR260C,661
YDR261C,428
YDR262W,565
YDR263C,18
YDR264C,1169
YDR265W,175
YDR266C,408
YDR267C,516
YDR268W,319
YDR270W,293
YDR272W,1064
YDR275W,633
YDR276C,31239
YDR277C,55
YDR279W,342
YDR280W,703
YDR281C,1288
YDR282C,284
YDR283C,128
YDR284C,1127
YDR285W,0
YDR286C,153
YDR287W,295
YDR288W,369
YDR289C,341
YDR291W,267
YDR292C,432
YDR293C,977
YDR294C,2101
YDR295C,85
YDR296W,967
YDR297W,2826
YDR298C,3684
YDR299W,535
YDR300C,396
YDR301W,234
YDR302W,1236
YDR303C,508
YDR304C,3758
YDR305C,98
YDR306C,338
YDR307W,505
YDR308C,371
YDR309C,581
YDR310C,176
YDR311W,183
YDR312W,452
YDR313C,30
YDR314C,152
YDR315C,288
YDR316W,409
YDR316W-A,397
YDR317W,84
YDR318W,143
YDR319C,903
YDR320C,252
YDR320C-A,1400
YDR320W-B,118
YDR321W,2019
YDR322C-A,4396
YDR322W,665
YDR323C,65
YDR324C,815
YDR325W,276
YDR326C,632
YDR328C,2084
YDR329C,336
YDR330W,170
YDR331W,575
YDR332W,66
YDR333C,369
YDR334W,351
YDR335W,883
YDR336W,132
YDR337W,1111
YDR338C,246
YDR339C,2495
YDR341C,3154
YDR342C,194
YDR344C,80
YDR345C,1023
YDR346C,1902
YDR347W,1400
YDR348C,553
YDR349C,1443
YDR350C,543
YDR351W,346
YDR352W,1358
YDR353W,3660
YDR354W,1313
YDR356W,272
YDR357C,499
YDR358W,111
YDR359C,308
YDR361C,892
YDR362C,130
YDR363W,42
YDR363W-A,3451
YDR364C,378
YDR365C,1504
YDR367W,2100
YDR368W,1210
YDR369C,109
YDR370C,287
YDR371W,233
YDR372C,1620
YDR373W,1986
YDR374W-A,321
YDR375C,544
YDR376W,270
YDR377W,9504
YDR378C,2497
YDR379C-A,233
YDR379W,95
YDR380W,95
YDR381C-A,456
YDR381W,6166
YDR382W,47960
YDR383C,172
YDR384C,792
YDR385W,19334
YDR386W,48
YDR387C,180
YDR388W,1300
YDR389W,645
YDR390C,388
YDR391C,897
YDR392W,199
YDR393W,345
YDR394W,961
YDR395W,1082
YDR397C,2393
YDR398W,788
YDR399W,4394
YDR400W,1184
YDR404C,3966
YDR405W,228
YDR406W,35
YDR407C,596
YDR408C,1213
YDR409W,97
YDR410C,1105
YDR411C,545
YDR412W,1536
YDR414C,704
YDR415C,33
YDR416W,236
YDR418W,75061
YDR419W,81
YDR420W,482
YDR421W,63
YDR422C,463
YDR423C,277
YDR424C,1162
YDR425W,190
YDR427W,1502
YDR428C,719
YDR429C,2373
YDR430C,572
YDR432W,1437
YDR434W,924
YDR435C,390
YDR436W,163
YDR437W,353
YDR438W,32
YDR439W,242
YDR440W,347
YDR441C,2571
YDR443C,199
YDR444W,383
YDR445C,153
YDR446W,0
YDR447C,31367
YDR448W,222
YDR449C,1333
YDR450W,21703
YDR451C,415
YDR452W,1095
YDR453C,43
YDR454C,8708
YDR456W,1517
YDR457W,497
YDR458C,497
YDR459C,174
YDR460W,142
YDR461C-A,126
YDR461W,4048
YDR462W,735
YDR463W,630
YDR464W,0
YDR465C,955
YDR466W,148
YDR468C,765
YDR469W,731
YDR470C,357
YDR471W,40996
YDR472W,1285
YDR473C,131
YDR475C,180
YDR476C,1139
YDR477W,785
YDR478W,346
YDR479C,150
YDR480W,160
YDR481C,1394
YDR482C,295
YDR483W,3792
YDR484W,232
YDR485C,170
YDR486C,589
YDR487C,4820
YDR488C,193
YDR489W,475
YDR490C,257
YDR492W,2967
YDR493W,977
YDR494W,1029
YDR495C,60
YDR496C,681
YDR497C,7759
YDR498C,180
YDR499W,136
YDR500C,14324
YDR501W,0
YDR502C,1140
YDR503C,347
YDR505C,578
YDR506C,37
YDR507C,463
YDR508C,1072
YDR510C-A,0
YDR510W,6454
YDR511W,901
YDR513W,2047
YDR514C,229
YDR515W,157
YDR516C,860
YDR517W,1356
YDR518W,1055
YDR519W,2446
YDR520C,55
YDR524C,1223
YDR524C-A,0
YDR524C-B,74569
YDR525W-A,2840
YDR527W,425
YDR528W,489
YDR529C,6874
YDR530C,236
YDR531W,759
YDR532C,320
YDR533C,1093
YDR534C,0
YDR536W,0
YDR538W,1363
YDR539W,422
YDR540C,115
YDR541C,312
YEL001C,4522
YEL002C,3927
YEL003W,3055
YEL004W,601
YEL005C,199
YEL006W,512
YEL007W,1844
YEL008C-A,99
YEL009C,12993
YEL009C-A,0
YEL011W,92
YEL012W,197
YEL013W,1687
YEL015W,541
YEL016C,240
YEL017C-A,18944
YEL017W,900
YEL018W,311
YEL019C,38
YEL020C,33
YEL020C-B,579
YEL020W-A,3485
YEL021W,1460
YEL022W,450
YEL023C,66
YEL024W,4996
YEL025C,394
YEL026W,22387
YEL027W,41857
YEL028W,139
YEL029C,1255
YEL030W,20
YEL031W,3453
YEL032W,293
YEL033W,0
YEL034W,94368
YEL036C,679
YEL037C,1080
YEL038W,3315
YEL039C,272
YEL040W,3265
YEL041W,0
YEL042W,3058
YEL043W,299
YEL044W,992
YEL045C,0
YEL046C,3624
YEL047C,1494
YEL048C,575
YEL049W,0
YEL050C,1461
YEL051W,3637
YEL052W,704
YEL053C,817
YEL054C,52011
YEL055C,1783
YEL056W,555
YEL057C,0
YEL058W,2130
YEL059C-A,1196
YEL059W,0
YEL060C,386
YEL061C,285
YEL062W,420
YEL063C,967
YEL064C,150
YEL065W,509
YEL066W,1307
YEL068C,640
YEL070W,0
YEL071W,5060
YEL072W,156
YEL073C,98
YEL075C,0
YER001W,3157
YER002W,2617
YER003C,5273
YER004W,2455
YER005W,156
YER006C-A,0
YER006W,1292
YER007C-A,2952
YER007W,61
YER008C,552
YER009W,31321
YER010C,549
YER011W,98
YER012W,2043
YER013W,75
YER014W,133
YER015W,0
YER016W,664
YER017C,668
YER018C,399
YER019C-A,13195
YER019W,870
YER020W,375
YER021W,586
YER022W,276
YER023C-A,0
YER023W,792
YER024W,0
YER025W,5245
YER026C,1180
YER027C,978
YER028C,62
YER029C,599
YER030W,1968
YER031C,2391
YER032W,139
YER033C,81
YER034W,85
YER035W,613
YER036C,4157
YER037W,726
YER038C,282
YER038W-A,32
YER039C-A,84
YER040W,262
YER041W,169
YER042W,1239
YER043C,15708
YER044C,6349
YER045C,288
YER046W,279
YER047C,110
YER048C,709
YER048W-A,2123
YER049W,1663
YER050C,1434
YER051W,118
YER052C,2236
YER053C,1309
YER053C-A,5464
YER054C,0
YER055C,6790
YER056C,8647
YER056C-A,46949
YER057C,9076
YER058W,371
YER059W,223
YER060W,806
YER061C,245
YER062C,643
YER063W,711
YER064C,184
YER065C,81
YER066W,99
YER067W,280
YER068W,452
YER069W,365
YER070W,1832
YER071C,1273
YER072W,19352
YER073W,2068
YER074W,42549
YER074W-A,2500
YER075C,109
YER076C,94
YER078C,273
YER079W,138
YER080W,573
YER081W,2035
YER082C,478
YER083C,1844
YER084W-A,40
YER086W,2824
YER087C-A,43
YER087C-B,3432
YER087W,164
YER088C,939
YER089C,1809
YER090W,1066
YER091C,7003
YER092W,973
YER093C,154
YER093C-A,492
YER094C,2994
YER095W,1101
YER096W,92
YER098W,0
YER099C,745
YER100W,294
YER101C,63
YER102W,83141
YER103W,46
YER104W,160
YER105C,478
YER107C,757
YER110C,3200
YER111C,23
YER112W,1111
YER113C,799
YER114C,791
YER115C,355
YER116C,197
YER117W,79813
YER118C,542
YER119C,262
YER120W,10699
YER121W,26
YER122C,1791
YER123W,749
YER124C,2774
YER125W,1630
YER126C,1260
YER127W,434
YER128W,280
YER129W,323
YER130C,2361
YER131W,40962
YER132C,505
YER133W,3345
YER134C,687
YER136W,744
YER137C,244
YER138W-A,54
YER139C,227
YER140W,241
YER141W,1888
YER142C,276
YER143W,269
YER144C,761
YER145C,989
YER146W,3502
YER147C,142
YER148W,2737
YER149C,272
YER150W,600
YER151C,265
YER152C,787
YER153C,177
YER154W,390
YER155C,849
YER156C,3772
YER157W,170
YER158C,357
YER159C,1029
YER160C,96
YER161C,492
YER162C,48
YER163C,730
YER164W,387
YER165W,11938
YER166W,1028
YER167W,442
YER168C,361
YER169W,187
YER170W,249
YER171W,248
YER172C,306
YER173W,156
YER174C,896
YER175C,96
YER175W-A,0
YER176W,363
YER177W,10695
YER178W,3166
YER179W,0
YER180C-A,244
YER181C,59
YER182W,575
YER183C,203
YER184C,128
YER185W,17
YER186C,272
YER187W,33
YER188C-A,0
YER188W,82
YFL001W,497
YFL002C,343
YFL002W-A,1158
YFL004W,1363
YFL005W,3164
YFL007W,569
YFL008W,184
YFL009W,457
YFL010C,3475
YFL011W,20
YFL012W,106
YFL013C,76
YFL014W,458
YFL016C,377
YFL017C,1251
YFL017W-A,791
YFL018C,678
YFL020C,0
YFL021W,269
YFL022C,312
YFL023W,268
YFL024C,53
YFL025C,539
YFL026W,7767
YFL027C,132
YFL028C,876
YFL029C,157
YFL030W,35
YFL031C-A,0
YFL031W,24799
YFL032W,0
YFL033C,253
YFL034C-A,9390
YFL034C-B,192
YFL034W,204
YFL036W,610
YFL037W,5432
YFL038C,2958
YFL039C,19826
YFL041W,592
YFL041W-A,38
YFL042C,127
YFL044C,750
YFL045C,27387
YFL046W,495
YFL047W,612
YFL048C,335
YFL049W,177
YFL050C,78
YFL052W,0
YFL053W,0
YFL054C,23
YFL055W,0
