trx,cds,utr5,utr3,
YBR058C-A,293,129,11,78
YBR059C,1035,985,34,NA
YBR060C,313,280,12,8
YBR061C,387,319,0,55
YBR062C,149,108,0,31
YBR063C,335,272,26,22
YBR065C,323,303,3,NA
YBR066C,115,96,NA,16
YBR067C,1044,776,42,140
YBR068C,4014,3326,66,444
YBR069C,1852,1584,100,104
YBR070C,142,129,0,4
YBR072C-A,0,0,0,0
YBR076C-A,95,53,NA,33
YBR077C,296,246,25,NA
YBR079C,3101,2948,27,75
YBR080C,821,755,2,39
YBR081C,633,618,NA,10
YBR082C,2130,1394,206,307
YBR084C-A,4957,4086,8,215
YBR085C-A,1779,609,42,828
YBR086C,2154,1904,141,75
YBR088C,1013,881,36,21
YBR089C-A,416,228,NA,134
YBR091C,165,102,12,32
YBR092C,2236,2052,27,37
YBR093C,641,632,1,3
YBR095C,254,224,0,10
YBR099C,29,9,15,NA
YBR101C,566,498,14,21
YBR102C,452,413,7,19
YBR103C-A,2,1,NA,0
YBR105C,208,166,2,28
YBR107C,106,50,2,49
YBR109C,1604,867,48,464
YBR111C,691,579,NA,67
YBR112C,1588,1542,NA,32
YBR115C,2335,2221,NA,80
YBR120C,241,164,26,25
YBR121C,3467,3299,95,NA
YBR122C,451,291,4,119
YBR123C,275,264,3,2
YBR125C,249,174,29,36
YBR126C,1793,1482,121,111
YBR127C,2831,2433,58,247
YBR128C,25,24,0,NA
YBR129C,322,255,15,24
YBR130C,400,351,12,23
YBR132C,344,262,24,45
YBR133C,592,527,30,19
YBR138C,300,267,0,24
YBR140C,1856,1827,NA,14
YBR141C,87,78,0,4
YBR143C,1990,1787,25,98
YBR144C,0,0,0,0
YBR150C,418,408,0,7
YBR154C,754,539,68,77
YBR156C,212,188,1,17
YBR157C,43,36,NA,6
YBR162C,3120,2452,257,267
YBR164C,508,344,50,66
YBR166C,590,523,6,35
YBR167C,109,80,NA,20
YBR169C,695,620,1,48
YBR170C,406,350,10,28
YBR172C,813,707,34,42
YBR173C,491,307,8,107
YBR174C,15,1,1,13
YBR177C,1088,952,3,81
YBR179C,455,421,9,10
YBR181C,8868,7730,107,409
YBR182C,162,126,NA,32
YBR182C-A,5,1,2,2
YBR185C,296,229,0,43
YBR188C,217,132,18,39
YBR193C,233,158,3,42
YBR195C,155,135,3,11
YBR196C,10127,8796,122,711
YBR197C,211,129,0,73
YBR198C,603,554,4,20
YBR201C-A,31,11,3,12
YBR204C,183,147,5,21
YBR208C,991,761,198,25
YBR211C,130,118,4,NA
YBR216C,404,353,1,35
YBR218C,2640,2500,26,71
YBR221C,2291,1592,314,272
YBR222C,605,530,6,46
YBR223C,192,154,0,32
YBR229C,731,694,0,25
YBR230C,517,355,15,67
YBR231C,98,76,7,2
YBR234C,918,839,16,21
YBR236C,442,379,5,27
YBR238C,398,384,NA,NA
YBR239C,202,168,16,8
YBR240C,53,44,NA,7
YBR241C,189,171,2,7
YBR243C,262,230,2,17
YBR245C,773,768,NA,NA
YBR247C,612,534,0,43
YBR248C,657,589,20,22
YBR249C,2410,2014,105,134
YBR254C,152,113,0,22
YBR255C-A,109,68,1,19
YBR256C,707,614,0,51
YBR258C,109,74,0,18
YBR260C,367,319,0,36
YBR261C,312,218,2,56
YBR262C,360,217,12,67
YBR264C,120,101,1,3
YBR269C,326,222,0,64
YBR270C,147,121,19,1
YBR272C,352,305,0,40
YBR273C,247,216,0,16
YBR275C,637,627,NA,NA
YBR276C,539,501,15,8
YBR277C,8,5,NA,3
YBR280C,183,164,0,11
YBR281C,463,423,3,23
YBR283C,1594,1295,106,137
YBR288C,490,439,1,21
YBR291C,312,261,4,14
YBR292C,99,16,71,NA
YBR296C,24,19,1,3
YBR298C,447,324,99,17
YBL102W,449,319,30,65
YBL100W-C,8,2,1,4
YBL099W,4971,3694,768,353
YBL098W,149,138,NA,5
YBL097W,204,179,8,12
YBL095W,153,126,0,13
YBL092W,5875,4183,311,722
YBL090W,320,210,5,57
YBL089W,247,215,3,6
YBL085W,586,560,NA,17
YBL081W,409,350,39,8
YBL079W,1425,1383,14,NA
YBL071W-A,338,142,14,139
YBL068W,438,381,2,29
YBL063W,217,217,0,NA
YBL060W,325,308,0,5
YBL059W,102,94,NA,4
YBL058W,1056,873,12,110
YBL056W,1121,873,19,181
YBL054W,273,228,14,18
YBL050W,565,439,52,25
YBL048W,23,21,NA,0
YBL046W,178,150,NA,23
YBL043W,187,124,27,27
YBL041W,838,673,17,45
YBL039W-B,82,21,22,26
YBL038W,446,347,32,24
YBL037W,693,636,14,17
YBL032W,502,398,25,50
YBL031W,93,77,2,9
YBL029W,96,82,NA,10
YBL027W,5658,4143,118,577
YBL026W,295,151,49,56
YBL025W,144,73,6,53
YBL024W,1021,998,3,NA
YBL020W,229,205,8,10
YBL019W,194,172,NA,16
YBL016W,333,288,NA,30
YBL015W,295,245,5,35
YBL011W,678,615,12,28
YBL009W,336,306,5,7
YBL008W,250,243,NA,4
YBL005W,287,261,2,23
YBL004W,2175,2142,NA,10
YBL002W,2369,1413,13,619
YBR003W,467,425,3,19
YBR005W,252,169,21,40
YBR006W,202,166,7,21
YBR010W,5444,3745,105,862
YBR016W,374,204,10,103
YBR020W,75,61,4,7
YBR021W,647,556,26,35
YBR022W,149,95,7,26
YBR024W,147,122,16,NA
YBR030W,396,367,5,9
YBR031W,10684,9441,0,633
YBR033W,144,133,NA,8
YBR038W,906,819,4,64
YBR039W,1771,1334,92,194
YBR041W,552,503,6,20
YBR047W,20,15,0,0
YBR048W,5344,3939,0,998
YBR051W,1,0,NA,1
YBR054W,2092,1293,347,386
YBR056W,516,488,0,7
YBR056W-A,352,83,10,215
YBR071W,889,548,56,219
YBR072W,360,240,24,60
YBR073W,1178,1137,NA,29
YBR074W,796,765,NA,9
YBR076W,8,7,NA,0
YBR078W,8351,6155,782,1084
YBR083W,504,461,28,NA
YBR084W,1622,1531,0,54
YBR085W,18,15,1,2
YBR087W,357,331,0,9
YBR094W,371,350,8,NA
YBR096W,490,376,31,39
YBR097W,396,384,NA,10
YBR098W,188,179,0,4
YBR103W,320,274,28,11
YBR104W,187,157,12,8
YBR106W,1051,796,34,134
YBR108W,405,374,2,21
YBR110W,312,277,3,18
YBR111W-A,204,106,9,54
YBR114W,307,293,7,4
YBR118W,45054,41291,72,1409
YBR119W,135,105,1,18
YBR131W,164,156,0,3
YBR135W,351,241,28,43
YBR136W,518,489,NA,24
YBR137W,168,126,NA,34
YBR139W,1128,1003,NA,79
YBR141W-A,55,6,0,44
YBR142W,682,603,14,47
YBR145W,157,132,4,6
YBR146W,594,437,26,91
YBR147W,61,49,5,0
YBR148W,39,36,NA,3
YBR149W,1617,1378,8,136
YBR151W,498,354,46,63
YBR152W,76,69,2,NA
YBR153W,242,164,9,50
YBR155W,191,164,15,5
YBR158W,1329,1045,165,102
YBR159W,701,594,27,45
YBR160W,479,373,32,43
YBR161W,268,218,12,22
YBR162W-A,434,154,0,102
YBR163W,257,235,12,6
YBR165W,196,150,11,21
YBR168W,145,113,27,NA
YBR171W,278,210,8,28
YBR175W,207,169,NA,26
YBR176W,143,107,12,13
YBR178W,14,11,0,2
YBR183W,506,388,17,49
YBR184W,83,70,NA,11
YBR186W,4,4,0,NA
YBR187W,471,337,41,59
YBR189W,5727,4258,116,510
YBR192W,297,194,46,49
YBR194W,160,83,8,40
YBR199W,856,719,41,61
YBR200W,456,369,10,51
YBR201W,122,79,18,16
YBR202W,632,572,8,30
YBR203W,543,473,20,34
YBR205W,536,505,6,NA
YBR207W,412,368,1,18
YBR210W,146,121,3,0
YBR212W,757,558,116,58
YBR213W,87,52,5,27
YBR214W,579,507,20,25
YBR215W,306,277,3,17
YBR217W,176,109,7,53
YBR225W,348,322,NA,23
YBR228W,142,127,NA,11
YBR230W-A,191,72,8,66
YBR233W,180,143,11,17
YBR233W-A,83,44,2,21
YBR235W,532,492,11,13
YBR237W,344,324,1,12
YBR242W,357,257,46,21
YBR244W,89,63,2,13
YBR246W,373,311,17,23
YBR250W,22,13,9,NA
YBR251W,386,310,9,31
YBR252W,382,296,0,27
YBR253W,211,144,23,6
YBR255W,246,224,0,14
YBR257W,142,119,4,1
YBR259W,241,234,3,2
YBR263W,514,480,1,5
YBR265W,358,279,2,47
YBR267W,299,247,0,26
YBR268W,218,114,0,59
YBR271W,168,143,2,9
YBR274W,287,262,6,1
YBR278W,141,108,1,18
YBR279W,527,451,10,31
YBR282W,362,236,11,69
YBR284W,135,117,15,NA
YBR285W,16,10,NA,4
YBR286W,2486,2249,9,86
YBR287W,796,699,11,46
YBR289W,644,622,0,6
YBR290W,304,263,0,20
YBR293W,388,339,NA,43
YBR294W,21,18,NA,1
YBR295W,372,359,NA,10
YBR297W,188,154,2,29
YBR299W,108,93,6,5
YCL064C,128,109,0,9
YCL061C,977,948,7,NA
YCL059C,1016,782,27,119
YCL057C-A,907,599,19,41
YCL056C,149,134,NA,0
YCL052C,893,740,9,100
YCL050C,1874,1573,84,105
YCL049C,769,606,27,85
YCL047C,241,210,NA,15
YCL045C,1889,1729,35,46
YCL044C,501,393,12,67
YCL043C,5573,5153,NA,245
YCL041C,472,433,0,NA
YCL038C,372,338,2,11
YCL037C,2794,1950,100,661
YCL035C,1484,925,15,242
YCL033C,425,352,NA,43
YCL031C,1164,996,22,83
YCL030C,3066,2803,52,126
YCL029C,457,307,5,111
YCL026C-B,89,58,4,10
YCL026C-A,2,0,NA,2
YCL025C,3702,3379,28,134
YCL017C,1375,1140,86,68
YCL016C,380,314,0,43
YCL012C,359,201,16,52
YCL011C,1633,1491,15,73
YCL010C,658,557,0,37
YCL009C,2626,2055,0,339
YCL008C,535,446,NA,65
YCL002C,332,263,1,45
YCR002C,1515,1240,77,69
YCR004C,1707,1171,182,218
YCR005C,3302,2715,102,270
YCR007C,254,128,84,21
YCR009C,1262,1021,32,126
YCR010C,5,2,NA,2
YCR011C,2139,1992,54,43
YCR014C,409,382,NA,14
YCR015C,401,353,0,27
YCR017C,2251,2083,7,107
YCR020C,218,185,NA,10
YCR020C-A,491,265,0,154
YCR021C,168,138,7,11
YCR022C,22,7,3,8
YCR023C,985,813,21,108
YCR024C,440,395,0,25
YCR024C-B,3857,1770,0,1388
YCR024C-A,1857,364,1075,NA
YCR025C,35,14,NA,20
YCR026C,1128,961,31,98
YCR027C,532,240,72,179
YCR028C,686,545,25,92
YCR028C-A,1238,677,78,270
YCR030C,1938,1736,29,106
YCR031C,9072,5956,0,1709
YCR035C,814,677,0,85
YCR037C,986,932,NA,29
YCR038C,314,263,NA,19
YCR042C,1506,1478,1,NA
YCR043C,655,390,13,167
YCR044C,348,312,0,19
YCR045C,4,4,0,0
YCR046C,658,507,NA,107
YCR047C,460,341,13,74
YCR054C,562,515,11,27
YCR057C,1734,1601,17,68
YCR059C,490,398,0,63
YCR064C,5,4,NA,NA
YCR067C,1677,1555,53,22
YCR071C,545,395,36,70
YCR072C,623,543,9,36
YCR073C,616,598,6,6
YCR075C,271,218,0,28
YCR076C,255,216,0,29
YCR077C,3123,2882,35,136
YCR084C,2913,2383,244,196
YCR087C-A,386,269,19,44
YCR090C,451,341,14,32
YCR092C,562,520,0,21
YCR095C,310,263,8,15
YCR098C,235,213,NA,20
YCR102C,87,74,6,7
YCL063W,411,354,4,38
YCL058W-A,169,126,7,25
YCL057W,1677,1543,0,92
YCL055W,312,270,3,19
YCL054W,1363,1254,0,49
YCL051W,660,530,83,20
YCL048W,20,13,NA,4
YCL040W,6112,5336,NA,572
YCL039W,692,652,0,11
YCL036W,383,345,NA,23
YCL034W,781,675,8,29
YCL032W,416,347,10,26
YCL028W,1273,1125,16,60
YCL027W,46,39,0,2
YCL024W,1016,981,12,NA
YCL021W-A,39,25,5,5
YCL018W,1396,1231,6,63
YCL014W,1554,1463,35,27
YCL005W-A,833,425,26,215
YCL005W,352,282,4,48
YCL004W,436,390,14,17
YCL001W,759,568,4,80
YCR003W,700,527,6,101
YCR008W,1481,1022,249,171
YCR012W,35642,29997,356,3144
YCR016W,507,384,3,86
YCR019W,317,245,34,16
YCR020W-B,906,234,17,525
YCR032W,1330,1306,NA,10
YCR033W,844,809,NA,23
YCR034W,2043,1722,0,215
YCR036W,1176,1034,NA,72
YCR045W-A,371,78,140,130
YCR048W,429,364,5,46
YCR051W,710,488,2,156
YCR052W,915,729,12,127
YCR053W,5708,5251,80,104
YCR061W,710,574,2,108
YCR063W,431,180,0,212
YCR065W,1198,894,85,172
YCR066W,257,222,5,12
YCR068W,446,385,41,2
YCR069W,767,565,90,73
YCR073W-A,653,551,0,52
YCR075W-A,215,135,0,35
YCR079W,322,289,0,23
YCR081W,829,821,0,NA
YCR082W,830,557,17,113
YCR083W,384,266,1,65
YCR085W,4,3,0,NA
YCR086W,195,163,6,NA
YCR088W,2329,2061,57,120
YCR089W,1209,1191,NA,8
YCR091W,357,330,6,7
YCR093W,4201,4089,15,43
YCR094W,830,671,27,98
YCR095W-A,480,27,37,401
YCR097W,0,0,0,0
YCR105W,26,25,NA,1
YCR106W,697,686,0,NA
YCR107W,427,319,NA,90
YDL243C,217,148,47,16
YDL239C,129,125,NA,1
YDL238C,186,165,3,8
YDL235C,513,275,57,98
YDL234C,533,462,29,16
YDL231C,1132,1100,NA,16
YDL227C,180,174,NA,2
YDL226C,767,585,3,126
YDL224C,865,659,133,44
YDL222C,118,112,NA,NA
YDL220C,272,246,NA,23
YDL217C,308,208,72,2
YDL216C,142,127,NA,7
YDL215C,1291,1210,NA,68
YDL214C,40,37,1,1
YDL213C,393,335,0,30
YDL211C,115,97,4,9
YDL209C,142,119,0,12
YDL205C,380,283,31,52
YDL203C,476,401,35,25
YDL200C,115,99,NA,7
YDL199C,111,100,2,3
YDL198C,638,521,4,67
YDL197C,412,382,0,19
YDL190C,985,847,53,57
YDL188C,617,506,44,47
YDL187C,92,18,67,NA
YDL184C,4816,482,58,3463
YDL183C,70,51,9,2
YDL177C,84,68,3,10
YDL175C,213,174,0,26
YDL174C,847,812,9,NA
YDL171C,2955,2796,126,NA
YDL169C,43,32,NA,8
YDL167C,577,530,8,28
YDL166C,171,133,6,11
YDL164C,439,384,5,30
YDL160C-A,94,41,1,40
YDL160C,2698,1801,319,486
YDL157C,244,155,2,36
YDL153C,582,523,1,36
YDL148C,745,719,2,NA
YDL145C,2705,2392,138,94
YDL144C,223,203,0,17
YDL142C,163,143,4,9
YDL140C,2512,2432,NA,45
YDL139C,73,60,NA,9
YDL135C,439,296,6,109
YDL134C,949,676,211,29
YDL133C-A,5237,482,0,3821
YDL126C,3936,3616,44,131
YDL125C,993,756,NA,168
YDL121C,354,231,0,86
YDL119C,201,164,2,25
YDL115C,236,212,3,7
YDL113C,364,332,2,16
YDL111C,480,377,30,29
YDL110C,453,265,27,124
YDL109C,327,267,NA,54
YDL106C,372,323,5,33
YDL104C,79,72,0,2
YDL103C,556,498,15,16
YDL101C,317,290,0,13
YDL100C,1425,1239,20,83
YDL098C,82,55,0,22
YDL097C,1290,1145,14,68
YDL094C,22,9,10,2
YDL091C,224,187,12,14
YDL090C,169,147,0,10
YDL088C,586,496,27,47
YDL087C,112,85,0,20
YDL086C-A,9,4,1,2
YDL085C-A,144,50,28,46
YDL083C,4399,2841,0,906
YDL081C,4182,2022,509,949
YDL080C,312,268,NA,24
YDL079C,67,62,NA,3
YDL078C,749,601,39,52
YDL077C,403,388,NA,2
YDL076C,249,173,22,32
YDL074C,699,626,20,28
YDL072C,1253,927,66,152
YDL069C,89,60,16,7
YDL067C,842,240,69,339
YDL065C,263,239,0,5
YDL063C,526,475,22,17
YDL061C,2409,842,1,996
YDL059C,36,33,2,NA
YDL055C,7733,5773,816,812
YDL054C,224,190,14,15
YDL053C,513,291,97,80
YDL052C,434,379,6,28
YDL049C,84,43,11,26
YDL048C,124,110,1,10
YDL045C,181,148,9,19
YDL044C,205,182,0,10
YDL043C,273,192,5,66
YDL042C,276,235,7,17
YDL040C,1271,1196,4,39
YDL039C,42,40,NA,2
YDL036C,197,170,NA,24
YDL035C,475,452,NA,16
YDL033C,135,102,5,21
YDL028C,362,328,10,17
YDL027C,314,271,5,23
YDL025C,399,338,33,17
YDL024C,25,15,NA,9
YDL020C,962,786,83,62
YDL019C,816,793,NA,13
YDL018C,259,206,19,14
YDL015C,890,810,28,NA
YDL012C,326,172,0,86
YDL009C,37,3,34,NA
YDL005C,499,393,1,78
YDL002C,251,152,8,74
YDR001C,1557,1444,NA,77
YDR005C,426,331,34,46
YDR006C,628,561,34,17
YDR008C,93,17,NA,74
YDR010C,18,11,5,0
YDR016C,175,88,1,48
YDR017C,579,542,NA,28
YDR018C,54,50,NA,3
YDR019C,1011,842,NA,107
YDR020C,170,80,NA,83
YDR022C,102,88,0,10
YDR026C,348,286,35,13
YDR027C,417,390,13,7
YDR028C,1479,1312,NA,136
YDR030C,127,123,0,3
YDR032C,1220,792,104,180
YDR034C,534,485,24,14
YDR036C,302,268,0,22
YDR038C,1625,1608,NA,13
YDR042C,12,11,NA,0
YDR045C,372,128,89,117
YDR046C,1647,1433,67,39
YDR048C,22,3,9,10
YDR050C,10856,9532,182,850
YDR051C,274,227,15,17
YDR052C,543,445,43,42
YDR054C,777,412,111,220
YDR056C,333,245,25,27
YDR058C,112,85,1,16
YDR059C,221,154,9,26
YDR066C,54,40,1,10
YDR067C,205,163,3,12
YDR069C,466,431,NA,28
YDR070C,31,13,3,10
YDR071C,870,649,50,79
YDR072C,758,642,57,31
YDR078C,82,62,0,10
YDR079C-A,119,55,2,45
YDR081C,387,361,14,1
YDR084C,246,191,0,34
YDR085C,364,335,NA,18
YDR086C,949,355,140,378
YDR087C,398,343,4,27
YDR088C,177,114,24,30
YDR090C,235,154,10,57
YDR091C,1800,1456,58,223
YDR097C,530,510,7,5
YDR098C,624,577,NA,31
YDR101C,1214,1117,0,51
YDR104C,188,180,NA,5
YDR105C,327,284,10,14
YDR107C,143,135,0,6
YDR109C,244,228,NA,12
YDR111C,359,273,32,32
YDR113C,193,175,2,11
YDR116C,392,320,2,40
YDR117C,313,295,3,2
YDR120C,647,583,NA,57
YDR123C,221,149,1,60
YDR125C,182,108,NA,71
YDR129C,1955,1714,30,138
YDR130C,250,168,1,67
YDR131C,205,179,10,10
YDR132C,117,90,10,8
YDR133C,3783,1519,1220,623
YDR135C,1900,1858,NA,29
YDR139C,231,94,13,89
YDR141C,1185,1171,NA,NA
YDR142C,168,137,16,9
YDR143C,434,344,37,40
YDR144C,473,403,27,21
YDR146C,533,504,NA,25
YDR148C,991,833,3,115
YDR151C,338,240,23,53
YDR153C,514,417,38,29
YDR162C,268,161,23,64
YDR164C,421,397,2,12
YDR166C,555,544,NA,5
YDR169C,424,276,75,49
YDR170C,2493,2409,NA,78
YDR173C,150,128,7,NA
YDR175C,380,311,17,29
YDR179C,99,75,0,18
YDR181C,236,207,0,20
YDR185C,61,37,7,7
YDR186C,784,727,7,30
YDR190C,1060,932,23,64
YDR192C,164,142,4,10
YDR194C,1309,1173,7,77
YDR196C,233,208,NA,11
YDR198C,213,204,1,2
YDR200C,288,252,16,14
YDR202C,245,220,4,5
YDR207C,282,265,13,NA
YDR215C,37,3,0,34
YDR217C,360,349,1,NA
YDR218C,10,8,NA,0
YDR219C,349,302,NA,38
YDR224C,3024,1897,95,467
YDR228C,421,384,16,6
YDR231C,348,268,1,55
YDR233C,2194,1734,73,218
YDR236C,201,154,3,23
YDR238C,2342,2138,15,106
YDR239C,243,230,0,3
YDR240C,140,134,0,2
YDR243C,280,158,0,118
YDR248C,215,166,10,21
YDR249C,122,102,3,9
YDR253C,23,9,9,4
YDR255C,256,169,2,79
YDR256C,26,24,NA,0
YDR257C,491,394,0,74
YDR258C,2318,2150,16,77
YDR259C,70,51,8,7
YDR260C,199,100,1,66
YDR261C,416,369,0,30
YDR263C,92,72,3,9
YDR264C,941,822,15,79
YDR266C,769,622,86,27
YDR267C,296,235,9,42
YDR271C,27,11,NA,15
YDR274C,2,0,NA,2
YDR276C,1546,468,116,640
YDR277C,396,287,37,56
YDR281C,3,3,0,0
YDR282C,233,111,0,117
YDR283C,805,782,NA,17
YDR284C,490,342,87,32
YDR286C,73,55,NA,7
YDR289C,259,220,5,12
YDR292C,557,488,34,16
YDR293C,2360,1946,373,NA
YDR294C,774,713,12,21
YDR295C,253,210,27,6
YDR298C,1243,764,153,225
YDR300C,338,278,11,23
YDR303C,571,500,47,13
YDR304C,802,633,25,59
YDR305C,150,127,NA,7
YDR306C,264,236,7,6
YDR308C,216,151,17,19
YDR309C,764,673,24,1
YDR310C,627,524,53,38
YDR313C,184,147,0,26
YDR314C,187,172,8,1
YDR315C,96,82,0,11
YDR319C,252,187,22,20
YDR320C,447,413,2,12
YDR320C-A,199,112,NA,58
YDR322C-A,594,306,0,230
YDR323C,95,81,1,10
YDR324C,913,834,NA,69
YDR326C,781,752,NA,17
YDR328C,847,547,53,185
YDR329C,332,296,3,19
YDR333C,536,467,1,58
YDR338C,213,198,1,9
YDR339C,385,282,0,56
YDR341C,2085,1883,0,121
YDR342C,10551,9216,356,573
YDR343C,9846,8898,287,274
YDR345C,4850,4454,44,224
YDR346C,953,747,43,140
YDR348C,480,382,40,46
YDR349C,867,756,31,50
YDR350C,546,495,3,25
YDR357C,222,149,9,26
YDR359C,523,421,69,21
YDR361C,564,394,20,110
YDR362C,231,207,12,5
YDR364C,398,309,0,81
YDR365C,681,628,16,14
YDR366C,863,842,0,NA
YDR369C,221,202,NA,13
YDR370C,251,242,0,4
YDR372C,752,509,124,76
YDR375C,343,318,0,10
YDR378C,366,146,0,141
YDR379C-A,136,84,0,30
YDR381C-A,152,83,NA,42
YDR383C,108,84,0,8
YDR384C,561,423,15,77
YDR387C,251,212,11,16
YDR390C,507,472,4,13
YDR391C,413,353,0,31
YDR397C,345,222,25,65
YDR402C,21,18,NA,3
YDR404C,516,250,121,109
YDR407C,639,601,12,13
YDR408C,409,289,12,58
YDR410C,132,114,0,11
YDR411C,518,460,13,17
YDR414C,158,113,19,19
YDR415C,223,195,4,15
YDR422C,375,325,1,33
YDR423C,215,202,NA,11
YDR424C,142,84,7,14
YDR426C,44,3,NA,0
YDR428C,129,102,7,11
YDR429C,1348,1129,0,116
YDR430C,861,817,14,14
YDR435C,244,196,0,28
YDR441C,219,117,29,50
YDR443C,540,476,NA,59
YDR445C,1370,1369,NA,1
YDR447C,6103,4475,60,732
YDR449C,452,400,10,21
YDR451C,457,366,13,52
YDR453C,82,54,2,20
YDR454C,732,574,0,94
YDR458C,415,358,2,39
