GeneID,wt.2
YLL029W,343
YLL031C,1458
YLL032C,171
YLL033W,172
YLL034C,630
YLL035W,254
YLL036C,228
YLL038C,156
YLL039C,1831
YLL040C,145
YLL041C,1975
YLL042C,69
YLL043W,238
YLL045C,49483
YLL046C,0
YLL047W,0
YLL048C,1613
YLL049W,314
YLL050C,7445
YLL051C,308
YLL052C,272
YLL054C,196
YLL055W,33
YLL056C,0
YLL057C,0
YLL058W,119
YLL059C,0
YLL060C,223
YLL061W,400
YLL062C,199
YLL063C,43
YLL066C,22
YLR001C,297
YLR002C,417
YLR003C,878
YLR004C,0
YLR005W,223
YLR006C,501
YLR007W,656
YLR008C,2209
YLR009W,1805
YLR010C,330
YLR011W,146
YLR014C,262
YLR015W,309
YLR016C,446
YLR017W,1546
YLR018C,647
YLR019W,895
YLR020C,504
YLR021W,718
YLR022C,576
YLR023C,613
YLR024C,75
YLR025W,752
YLR026C,195
YLR027C,4903
YLR028C,813
YLR029C,38119
YLR031W,0
YLR032W,79
YLR033W,316
YLR034C,416
YLR035C,62
YLR036C,402
YLR037C,0
YLR038C,1980
YLR040C,636
YLR041W,22
YLR042C,319
YLR043C,11412
YLR044C,27401
YLR045C,171
YLR046C,59
YLR047C,187
YLR048W,97574
YLR049C,193
YLR050C,3647
YLR051C,1901
YLR052W,345
YLR053C,0
YLR055C,109
YLR056W,6578
YLR057W,361
YLR058C,1672
YLR059C,968
YLR060W,2056
YLR061W,29945
YLR062C,0
YLR063W,236
YLR064W,822
YLR065C,1192
YLR066W,2256
YLR067C,236
YLR068W,891
YLR069C,422
YLR071C,304
YLR072W,173
YLR073C,2902
YLR074C,1556
YLR075W,49072
YLR076C,0
YLR077W,244
YLR078C,350
YLR079W,531
YLR080W,0
YLR082C,61
YLR083C,1944
YLR084C,755
YLR085C,306
YLR086W,36
YLR087C,259
YLR088W,1151
YLR089C,950
YLR090W,217
YLR091W,142
YLR092W,81
YLR093C,597
YLR094C,228
YLR095C,206
YLR096W,106
YLR097C,154
YLR098C,119
YLR099C,392
YLR099W-A,545
YLR100W,3419
YLR101C,0
YLR102C,138
YLR103C,93
YLR104W,1040
YLR105C,635
YLR106C,796
YLR107W,328
YLR108C,129
YLR109W,19629
YLR110C,271957
YLR112W,199
YLR113W,1783
YLR114C,241
YLR115W,206
YLR116W,275
YLR117C,125
YLR118C,1035
YLR119W,304
YLR120C,2684
YLR120W-A,200
YLR121C,1049
YLR123C,107
YLR126C,191
YLR127C,110
YLR128W,216
YLR129W,1101
YLR130C,1384
YLR131C,52
YLR132C,113
YLR133W,76
YLR134W,133
YLR135W,50
YLR136C,63
YLR137W,199
YLR138W,541
YLR139C,564
YLR140W,0
YLR141W,243
YLR142W,370
YLR143W,88
YLR144C,472
YLR145W,296
YLR146C,720
YLR146W-A,1646
YLR147C,1571
YLR148W,198
YLR149C,18
YLR150W,11346
YLR151C,74
YLR152C,187
YLR153C,4265
YLR154C,605
YLR154C-G,0
YLR163C,738
YLR164W,151
YLR165C,109
YLR166C,366
YLR167W,63315
YLR168C,844
YLR170C,682
YLR171W,0
YLR172C,3118
YLR173W,101
YLR174W,0
YLR175W,2021
YLR176C,0
YLR177W,233
YLR178C,329
YLR179C,5498
YLR180W,9893
YLR181C,69
YLR182W,177
YLR183C,225
YLR185W,41115
YLR186W,2177
YLR187W,139
YLR188W,625
YLR189C,107
YLR190W,1176
YLR191W,171
YLR192C,1316
YLR193C,598
YLR194C,1435
YLR195C,578
YLR196W,1165
YLR197W,4851
YLR199C,565
YLR200W,979
YLR201C,289
YLR203C,1715
YLR204W,1162
YLR205C,250
YLR206W,710
YLR207W,211
YLR208W,1174
YLR209C,575
YLR210W,205
YLR211C,23
YLR212C,277
YLR213C,33
YLR214W,3651
YLR215C,271
YLR216C,3447
YLR219W,160
YLR220W,574
YLR221C,773
YLR222C,541
YLR223C,286
YLR224W,557
YLR225C,412
YLR226W,296
YLR227C,95
YLR228C,213
YLR229C,8725
YLR230W,114
YLR231C,87
YLR233C,35
YLR234W,73
YLR236C,0
YLR237W,77
YLR238W,99
YLR239C,404
YLR240W,232
YLR241W,255
YLR242C,444
YLR243W,479
YLR244C,1348
YLR245C,437
YLR246W,447
YLR247C,79
YLR248W,829
YLR249W,71627
YLR250W,696
YLR251W,78
YLR253W,427
YLR254C,113
YLR255C,0
YLR256W,316
YLR257W,2545
YLR258W,220
YLR259C,2358
YLR260W,117
YLR261C,33
YLR262C,1096
YLR262C-A,4985
YLR263W,23
YLR264W,39714
YLR265C,246
YLR266C,31
YLR267W,0
YLR268W,1277
YLR270W,418
YLR271W,30
YLR272C,168
YLR273C,42
YLR274W,241
YLR275W,711
YLR276C,469
YLR277C,216
YLR278C,142
YLR281C,106
YLR283W,344
YLR284C,47
YLR285W,1902
YLR286C,5723
YLR286W-A,40
YLR287C,705
YLR287C-A,10618
YLR288C,150
YLR289W,79
YLR290C,309
YLR291C,626
YLR292C,1041
YLR293C,12018
YLR295C,3413
YLR297W,1314
YLR298C,206
YLR299C-A,55
YLR299W,274
YLR300W,5901
YLR301W,815
YLR303W,14061
YLR304C,7239
YLR305C,318
YLR306W,265
YLR307C-A,0
YLR307W,0
YLR309C,373
YLR310C,287
YLR312C,0
YLR312W-A,882
YLR313C,46
YLR314C,500
YLR315W,171
YLR316C,208
YLR317W,0
YLR318W,20
YLR319C,205
YLR320W,192
YLR321C,227
YLR322W,0
YLR323C,101
YLR324W,311
YLR325C,30276
YLR326W,165
YLR327C,114
YLR328W,506
YLR330W,851
YLR332W,951
YLR333C,20627
YLR335W,424
YLR336C,221
YLR337C,317
YLR340W,73813
YLR342W,4579
YLR344W,22658
YLR345W,168
YLR346C,37
YLR347C,921
YLR348C,1017
YLR349W,0
YLR350W,2100
YLR351C,2061
YLR352W,96
YLR353W,237
YLR354C,5806
YLR355C,8843
YLR356W,983
YLR357W,275
YLR359W,326
YLR360W,343
YLR361C,224
YLR361C-A,656
YLR362W,84
YLR363C,312
YLR363W-A,1543
YLR364W,152
YLR365W,0
YLR367W,15539
YLR368W,94
YLR369W,197
YLR370C,2707
YLR371W,677
YLR372W,4213
YLR373C,256
YLR374C,0
YLR375W,2199
YLR376C,125
YLR378C,1843
YLR380W,369
YLR381W,50
YLR382C,284
YLR383W,114
YLR384C,859
YLR385C,134
YLR386W,364
YLR387C,428
YLR388W,8576
YLR389C,614
YLR390W,73
YLR390W-A,11989
YLR392C,98
YLR393W,100
YLR395C,8286
YLR396C,222
YLR397C,406
YLR398C,185
YLR399C,603
YLR401C,236
YLR403W,18
YLR404W,316
YLR405W,353
YLR406C,30688
YLR407W,585
YLR408C,357
YLR409C,1087
YLR410W,313
YLR411W,71
YLR412W,745
YLR413W,8914
YLR414C,1591
YLR417W,72
YLR418C,396
YLR419W,14
YLR420W,476
YLR421C,3309
YLR422W,184
YLR423C,59
YLR424W,84
YLR425W,73
YLR426W,562
YLR427W,258
YLR428C,0
YLR429W,1518
YLR430W,402
YLR431C,122
YLR432W,2723
YLR433C,74
YLR435W,755
YLR436C,740
YLR437C,1696
YLR438C-A,1233
YLR438W,382
YLR439W,368
YLR440C,273
YLR441C,12113
YLR442C,112
YLR443W,407
YLR444C,0
YLR446W,35
YLR447C,3721
YLR448W,28853
YLR449W,772
YLR450W,772
YLR451W,148
YLR452C,1067
YLR453C,118
YLR454W,533
YLR455W,328
YLR456W,137
YLR457C,59
YLR459W,605
YLR460C,47
YML001W,2839
YML003W,141
YML004C,1183
YML005W,268
YML006C,498
YML007W,845
YML008C,2147
YML009C,1334
YML010W,696
YML011C,366
YML012W,5617
YML013W,352
YML014W,168
YML015C,210
YML016C,631
YML017W,291
YML018C,1288
YML019W,1590
YML020W,78
YML021C,295
YML022W,10753
YML023C,917
YML024W,117511
YML025C,412
YML026C,45168
YML027W,288
YML028W,22514
YML029W,256
YML030W,705
YML031W,1798
YML032C,385
YML034W,259
YML035C,385
YML036W,1055
YML037C,45
YML038C,578
YML041C,304
YML043C,72
YML046W,325
YML048W,7067
YML050W,185
YML051W,223
YML052W,2242
YML053C,214
YML054C,0
YML055W,2462
YML056C,8100
YML057C-A,0
YML057W,472
YML058W,21214
YML058W-A,152
YML059C,393
YML060W,74
YML061C,170
YML062C,81
YML063W,29037
YML064C,307
YML065W,155
YML066C,19
YML067C,2553
YML068W,142
YML069W,570
YML070W,821
YML071C,225
YML072C,1378
YML073C,33288
YML074C,1307
YML075C,2346
YML076C,187
YML077W,1379
YML078W,2321
YML079W,1306
YML080W,299
YML081C-A,6479
YML081W,737
YML082W,471
YML085C,2515
YML086C,919
YML087C,61
YML088W,475
YML089C,0
YML091C,369
YML092C,1386
YML093W,405
YML094W,1191
YML095C,70
YML096W,467
YML097C,267
YML098W,844
YML099C,239
YML100W,900
YML100W-A,0
YML101C,1495
YML101C-A,0
YML102W,381
YML103C,438
YML104C,52
YML105C,601
YML106W,3007
YML107C,162
YML108W,959
YML109W,91
YML110C,1426
YML111W,246
YML112W,274
YML113W,495
YML114C,343
YML115C,1207
YML116W,584
YML117W,610
YML118W,20
YML119W,255
YML120C,1048
YML121W,444
YML123C,7162
YML124C,1439
YML125C,1233
YML127W,772
YML128C,158
YML129C,981
YML130C,1043
YML131W,425
YMR001C,371
YMR001C-A,118
YMR002W,5008
YMR003W,635
YMR004W,214
YMR005W,378
YMR006C,487
YMR007W,24
YMR008C,766
YMR009W,1059
YMR010W,1069
YMR011W,1174
YMR012W,3145
YMR013C,149
YMR013C-A,0
YMR014W,323
YMR015C,342
YMR016C,596
YMR020W,290
YMR021C,159
YMR022W,2404
YMR023C,25
YMR024W,369
YMR025W,84
YMR026C,390
YMR027W,598
YMR028W,269
YMR029C,228
YMR030W,34
YMR031C,257
YMR032W,101
YMR033W,495
YMR034C,28
YMR035W,630
YMR036C,191
YMR037C,372
YMR038C,1435
YMR039C,609
YMR040W,168
YMR041C,253
YMR042W,405
YMR043W,985
YMR044W,432
YMR046C,48
YMR047C,326
YMR048W,197
YMR049C,928
YMR051C,247
YMR052W,163
YMR053C,35
YMR054W,887
YMR055C,239
YMR056C,36
YMR057C,0
YMR058W,6274
YMR059W,567
YMR060C,411
YMR061W,672
YMR062C,305
YMR063W,123
YMR064W,233
YMR066W,70
YMR067C,282
YMR068W,60
YMR070W,160
YMR071C,3115
YMR072W,2819
YMR073C,181
YMR074C,6723
YMR075W,259
YMR076C,82
YMR077C,300
YMR078C,267
YMR079W,4177
YMR080C,1374
YMR081C,109
YMR083W,2074
YMR084W,0
YMR086C-A,84
YMR086W,209
YMR087W,120
YMR088C,1120
YMR089C,576
YMR090W,233
YMR091C,227
YMR092C,543
YMR093W,982
YMR094W,125
YMR095C,0
YMR096W,35
YMR097C,201
YMR098C,238
YMR099C,623
YMR100W,593
YMR102C,306
YMR103C,22
YMR104C,291
YMR105C,108
YMR106C,141
YMR107W,0
YMR108W,2606
YMR109W,352
YMR110C,351
YMR111C,34
YMR112C,695
YMR113W,334
YMR114C,56
YMR115W,168
YMR116C,28439
YMR117C,197
YMR118C,0
YMR119W,346
YMR120C,55
YMR121C,414
YMR122W-A,12901
YMR123W,4314
YMR124W,179
YMR125W,1525
YMR126C,287
YMR127C,239
YMR128W,228
YMR129W,372
YMR130W,1223
YMR131C,1127
YMR132C,398
YMR134W,465
YMR135C,208
YMR136W,247
YMR137C,36
YMR138W,169
YMR139W,111
YMR140W,108
YMR141C,25
YMR142C,45288
YMR143W,58313
YMR144W,135
YMR145C,3838
YMR146C,5486
YMR147W,158
YMR148W,424
YMR149W,2340
YMR150C,575
YMR152W,160
YMR153W,117
YMR154C,101
YMR155W,62
YMR156C,90
YMR157C,935
YMR158W,746
YMR159C,31
YMR160W,0
YMR161W,291
YMR162C,110
YMR163C,156
YMR164C,61
YMR165C,117
YMR166C,129
YMR167W,70
YMR168C,148
YMR169C,47
YMR170C,191
YMR171C,545
YMR173W,1544
YMR173W-A,0
YMR174C,51
YMR175W,45
YMR176W,252
YMR177W,202
YMR178W,532
YMR179W,127
YMR180C,305
YMR181C,564
YMR182C,313
YMR183C,2387
YMR184W,691
YMR185W,115
YMR186W,11149
YMR187C,60
YMR188C,525
YMR189W,392
YMR190C,85
YMR191W,931
YMR192W,101
YMR193W,443
YMR194C-A,91
YMR194C-B,27
YMR194W,15873
YMR195W,1497
YMR196W,25
YMR197C,449
YMR198W,86
YMR199W,380
YMR200W,1806
YMR201C,108
YMR202W,18208
YMR203W,8457
YMR204C,25
YMR205C,5577
YMR206W,0
YMR207C,49
YMR208W,1490
YMR209C,625
YMR210W,155
YMR211W,241
YMR212C,923
YMR213W,46
YMR214W,652
YMR215W,2629
YMR216C,673
YMR217W,8853
YMR218C,315
YMR219W,133
YMR220W,1932
YMR221C,794
YMR222C,949
YMR223W,563
YMR224C,129
YMR225C,898
YMR226C,4371
YMR227C,100
YMR228W,201
YMR229C,1228
YMR230W,46307
YMR231W,160
YMR233W,502
YMR234W,93
YMR235C,1558
YMR236W,1755
YMR237W,727
YMR238W,898
YMR239C,633
YMR240C,63
YMR241W,3147
YMR242C,72476
YMR243C,4923
YMR244C-A,588
YMR245W,54
YMR246W,2554
YMR247C,206
YMR250W,203
YMR251W-A,13944
YMR252C,162
YMR253C,159
YMR255W,359
YMR256C,2416
YMR257C,286
YMR258C,577
YMR259C,275
YMR260C,12471
YMR261C,549
YMR262W,257
YMR263W,441
YMR264W,556
YMR265C,232
YMR266W,2156
YMR267W,617
YMR268C,123
YMR269W,547
YMR270C,141
YMR271C,158
YMR272C,4594
YMR273C,227
YMR274C,614
YMR275C,319
YMR276W,1035
YMR277W,533
YMR278W,231
YMR280C,0
YMR281W,383
YMR282C,115
YMR283C,146
YMR284W,264
YMR285C,159
YMR286W,1891
YMR287C,136
YMR288W,218
YMR289W,667
YMR290C,2592
YMR291W,315
YMR292W,3369
YMR293C,140
YMR294W,114
YMR295C,3341
YMR296C,2604
YMR297W,8628
YMR298W,1569
YMR299C,212
YMR300C,630
YMR301C,237
YMR302C,428
YMR303C,0
YMR304W,364
YMR305C,4191
YMR306W,31
YMR307W,12197
YMR308C,1325
YMR309C,1645
YMR310C,734
YMR311C,410
YMR312W,143
YMR313C,653
YMR314W,3750
YMR315W,866
YMR315W-A,67
YMR316W,1343
YMR318C,2582
YMR319C,1518
YMR320W,75
YNL001W,444
YNL002C,1996
YNL003C,925
YNL004W,699
YNL005C,824
YNL006W,810
YNL007C,1416
YNL008C,306
YNL009W,0
YNL010W,3668
YNL011C,210
YNL013C,0
YNL015W,5210
YNL016W,2245
YNL020C,159
YNL021W,128
YNL022C,307
YNL023C,194
YNL024C,472
YNL024C-A,2847
YNL025C,200
YNL026W,284
YNL027W,191
YNL029C,89
YNL030W,19115
YNL031C,15436
YNL032W,478
YNL035C,228
YNL036W,519
YNL037C,5937
YNL038W,821
YNL039W,135
YNL040W,543
YNL041C,197
YNL042W,186
YNL042W-B,431
YNL043C,54
YNL044W,7173
YNL045W,1304
YNL046W,837
YNL047C,256
YNL048W,780
YNL049C,468
YNL050C,183
YNL051W,489
YNL052W,3982
YNL053W,137
YNL054W,126
YNL055C,27057
YNL056W,557
YNL058C,636
YNL059C,297
YNL061W,1623
YNL062C,699
YNL063W,180
YNL064C,3116
YNL065W,493
YNL066W,7168
YNL067W,6947
YNL068C,117
YNL069C,27057
YNL070W,4193
YNL071W,2580
YNL072W,179
YNL073W,388
YNL074C,853
YNL075W,589
YNL076W,89
YNL077W,0
YNL078W,19
YNL079C,2626
YNL080C,681
YNL081C,1005
YNL082W,119
YNL083W,293
YNL084C,1491
YNL085W,1023
YNL086W,217
YNL087W,749
YNL088W,203
YNL090W,427
YNL091W,209
YNL092W,18
YNL093W,0
YNL094W,622
YNL095C,127
YNL096C,13507
YNL097C,177
YNL097W-A,28
YNL098C,995
YNL099C,369
YNL100W,620
YNL101W,464
YNL102W,156
YNL103W,208
YNL104C,6658
YNL106C,39
YNL107W,326
YNL108C,670
YNL109W,32
YNL110C,1822
YNL111C,1935
YNL112W,3537
YNL113W,2072
YNL114C,0
YNL115C,289
YNL116W,235
YNL118C,258
YNL119W,138
YNL121C,1047
YNL122C,562
YNL123W,440
YNL124W,93
YNL125C,391
YNL126W,149
YNL127W,215
YNL129W,357
YNL130C,2757
YNL131W,3761
YNL132W,674
YNL133C,223
YNL134C,3873
YNL135C,23098
YNL136W,213
YNL137C,1135
YNL138W,1156
YNL138W-A,344
YNL139C,319
YNL141W,1575
YNL142W,1123
YNL144C,52
YNL145W,34190
YNL146C-A,164
YNL146W,89
YNL147W,2918
YNL148C,85
YNL149C,4813
YNL151C,850
YNL152W,263
YNL153C,1146
YNL154C,423
YNL155W,1106
YNL156C,1296
YNL157W,1020
YNL158W,312
YNL159C,206
YNL160W,1781
YNL161W,195
YNL162W,21801
YNL162W-A,280
YNL163C,353
YNL164C,192
YNL165W,258
YNL166C,766
YNL167C,698
YNL168C,1021
YNL169C,933
YNL172W,142
YNL173C,362
YNL175C,414
YNL176C,592
YNL177C,294
YNL178W,25213
YNL179C,0
YNL180C,316
YNL181W,481
YNL182C,667
YNL183C,399
YNL185C,2345
YNL186W,326
YNL187W,98
YNL188W,119
YNL189W,1864
YNL190W,20291
YNL191W,419
YNL192W,1508
YNL193W,186
YNL194C,0
YNL197C,844
YNL199C,268
YNL200C,306
YNL201C,375
YNL202W,0
YNL203C,0
YNL206C,293
YNL207W,358
YNL208W,3618
YNL209W,14035
YNL211C,598
YNL212W,354
YNL213C,263
YNL214W,233
YNL215W,203
YNL216W,182
YNL217W,2031
YNL218W,155
YNL219C,951
YNL220W,1239
YNL221C,194
YNL222W,645
YNL223W,119
YNL224C,142
YNL225C,81
YNL227C,206
YNL229C,405
YNL230C,57
YNL231C,624
YNL232W,376
YNL233W,158
YNL234W,367
YNL236W,363
YNL237W,63
YNL238W,643
YNL239W,801
YNL240C,548
YNL241C,1682
YNL242W,50
YNL243W,441
YNL244C,10416
YNL245C,111
YNL246W,731
YNL247W,1138
YNL248C,841
YNL249C,151
YNL250W,99
YNL251C,1761
YNL252C,619
YNL253W,126
YNL254C,90
YNL255C,4652
YNL256W,558
YNL257C,381
YNL258C,266
YNL259C,1884
YNL261W,372
YNL262W,187
YNL263C,1652
YNL264C,262
YNL265C,266
YNL267W,274
YNL268W,681
YNL270C,17
YNL271C,363
YNL272C,221
YNL273W,44
YNL274C,291
YNL275W,266
YNL276C,46
YNL277W,22
YNL277W-A,64
YNL278W,119
YNL279W,0
YNL280C,2504
YNL281W,4117
YNL282W,191
YNL283C,859
YNL284C,1179
YNL285W,0
YNL286W,250
YNL287W,4923
YNL288W,686
YNL289W,513
YNL290W,502
YNL291C,496
YNL292W,665
YNL293W,128
YNL294C,187
YNL295W,152
YNL297C,321
YNL298W,142
YNL299W,109
YNL300W,3458
YNL301C,640
YNL302C,23538
YNL303W,0
YNL304W,69
YNL305C,808
YNL306W,3649
YNL307C,4150
YNL308C,633
YNL309W,100
YNL310C,510
YNL311C,155
YNL312W,1192
YNL313C,931
YNL314W,113
YNL315C,625
YNL316C,220
YNL317W,109
YNL320W,387
YNL321W,1293
YNL322C,1075
YNL323W,296
YNL325C,123
YNL326C,137
YNL327W,2122
YNL328C,116
YNL329C,182
YNL330C,532
YNL331C,22
YNL333W,0
YNL334C,0
YNL335W,0
YNR001C,1325
YNR002C,0
YNR003C,475
YNR004W,292
YNR006W,252
YNR007C,255
YNR008W,176
YNR009W,361
YNR010W,359
YNR011C,100
YNR012W,479
YNR013C,999
YNR014W,181
YNR015W,438
YNR016C,3919
YNR017W,1421
YNR018W,1283
YNR019W,956
YNR021W,1785
YNR022C,1277
YNR023W,55
YNR024W,427
YNR026C,274
YNR027W,852
YNR028W,305
YNR029C,172
YNR030W,540
YNR031C,164
YNR032C-A,2505
YNR032W,313
YNR033W,352
YNR034W,156
YNR034W-A,191
YNR035C,1016
YNR036C,1174
YNR037C,1615
YNR038W,636
YNR039C,502
YNR040W,391
YNR041C,679
YNR043W,3583
YNR044W,1039
YNR045W,139
YNR046W,2482
YNR047W,323
YNR048W,241
YNR049C,152
YNR050C,951
YNR051C,1435
YNR052C,957
YNR053C,2432
YNR054C,400
YNR055C,1394
YNR056C,0
YNR057C,0
YNR058W,0
YNR059W,70
YNR060W,135
YNR061C,433
YNR063W,42
YNR064C,0
YNR066C,369
YNR067C,1828
YNR068C,0
YNR069C,0
YNR070W,0
YNR074C,0
YNR075W,746
YOL001W,667
YOL002C,710
YOL003C,247
YOL004W,608
YOL005C,2208
YOL006C,76
YOL007C,458
YOL008W,451
YOL009C,156
YOL010W,371
YOL011W,2540
YOL012C,2173
YOL013C,258
YOL014W,898
YOL015W,18
YOL016C,945
YOL017W,33
YOL018C,284
YOL019W,431
YOL020W,1965
YOL021C,529
YOL022C,685
YOL023W,103
YOL025W,99
YOL026C,1220
YOL027C,401
YOL028C,240
YOL030W,5202
YOL031C,322
YOL032W,161
YOL033W,231
YOL034W,136
YOL035C,0
YOL036W,529
YOL038C-A,24
YOL038W,1245
YOL039W,76477
YOL040C,117836
YOL041C,645
YOL042W,525
YOL043C,71
YOL044W,223
YOL045W,324
YOL048C,160
YOL049W,583
YOL050C,0
YOL051W,567
YOL052C,902
YOL052C-A,333
YOL054W,234
YOL055C,69
YOL056W,361
YOL057W,427
YOL058W,541
YOL059W,1672
YOL060C,344
YOL061W,4650
YOL062C,1062
YOL063C,133
YOL064C,1179
YOL065C,233
YOL066C,135
YOL067C,285
YOL069W,201
YOL070C,471
YOL071W,230
YOL072W,295
YOL073C,537
YOL075C,83
YOL076W,157
YOL077C,2159
YOL077W-A,4255
YOL078W,71
YOL080C,357
YOL081W,541
YOL082W,430
YOL083C-A,0
YOL083W,50
YOL084W,0
YOL085W-A,253
YOL086C,107347
YOL086W-A,499
YOL087C,89
YOL088C,492
YOL089C,48
YOL090W,172
YOL092W,1583
YOL093W,487
YOL094C,365
YOL095C,89
YOL096C,265
YOL097C,1638
YOL097W-A,210
YOL098C,575
YOL100W,181
YOL101C,377
YOL102C,1409
YOL103W,996
YOL103W-A,199
YOL104C,26
YOL105C,85
YOL107W,199
YOL108C,328
YOL109W,26773
YOL110W,184
YOL111C,984
YOL112W,180
YOL113W,259
YOL114C,57
YOL115W,238
YOL116W,170
YOL117W,706
YOL119C,582
YOL120C,73651
YOL121C,39563
YOL122C,206
YOL123W,1964
YOL124C,497
YOL125W,514
YOL126C,361
YOL127W,82401
YOL128C,195
YOL129W,1668
YOL130W,442
YOL133W,1561
YOL135C,68
YOL136C,2160
YOL137W,377
YOL138C,208
YOL139C,6998
YOL140W,82
YOL141W,170
YOL142W,525
YOL143C,1876
YOL144W,307
YOL145C,617
YOL146W,116
YOL147C,1162
YOL148C,304
YOL149W,900
YOL151W,193
YOL152W,916
YOL154W,17
YOL155C,293
YOL158C,631
YOL159C,564
YOL159C-A,215
YOL160W,0
YOL162W,0
YOL163W,33
YOL164W,73
YOL164W-A,0
YOL165C,88
YOR001W,499
YOR002W,1206
YOR003W,0
YOR004W,1025
YOR005C,27
YOR006C,488
YOR007C,4381
YOR008C,1017
YOR008W-B,100
YOR010C,30
YOR011W,22
YOR012W,93
YOR014W,652
YOR016C,2340
YOR017W,82
YOR018W,154
YOR019W,0
YOR020C,17446
YOR020W-A,582
YOR021C,2973
YOR022C,131
YOR023C,286
YOR025W,149
YOR026W,231
YOR027W,949
YOR028C,131
YOR030W,119
YOR032C,206
YOR032W-A,22
YOR033C,209
YOR034C,370
YOR035C,183
YOR036W,357
YOR037W,140
YOR038C,130
YOR039W,706
YOR040W,82
YOR042W,402
YOR043W,805
YOR044W,312
YOR045W,1688
YOR046C,709
YOR047C,545
YOR048C,680
YOR049C,17
YOR051C,1201
YOR052C,1946
YOR053W,21
YOR054C,55
YOR056C,844
YOR057W,561
YOR058C,178
YOR059C,154
YOR060C,294
YOR061W,770
YOR062C,146
YOR063W,19528
YOR064C,197
YOR065W,1069
YOR066W,268
YOR067C,1409
YOR069W,230
YOR070C,74
YOR071C,180
YOR073W,150
YOR074C,401
YOR075W,315
YOR076C,166
YOR077W,113
YOR078W,840
YOR079C,711
YOR080W,165
YOR081C,143
YOR083W,22
YOR084W,0
YOR085W,2701
YOR086C,777
YOR087W,846
YOR089C,1019
YOR090C,469
YOR091W,764
YOR092W,753
YOR093C,260
YOR094W,502
YOR095C,1437
YOR096W,81479
YOR097C,342
YOR098C,382
YOR099W,3299
YOR100C,0
YOR101W,1422
YOR103C,1905
YOR104W,246
YOR105W,0
YOR106W,303
YOR107W,917
YOR108C-A,0
YOR108W,818
YOR109W,861
YOR110W,278
YOR111W,339
YOR112W,441
YOR113W,175
YOR114W,58
YOR115C,561
YOR116C,878
YOR117W,1391
YOR118W,272
YOR119C,177
YOR120W,215
YOR122C,12064
YOR123C,325
YOR124C,291
YOR125C,393
YOR126C,199
YOR127W,382
YOR128C,118
YOR129C,98
YOR130C,591
YOR131C,771
YOR132W,214
YOR133W,15557
YOR134W,29
YOR136W,2609
YOR137C,217
YOR138C,201
YOR140W,174
YOR141C,210
YOR142W,3276
YOR143C,563
YOR144C,155
YOR145C,2794
YOR147W,215
YOR148C,391
YOR149C,511
YOR150W,935
YOR151C,714
YOR152C,372
YOR153W,1723
YOR154W,369
YOR155C,452
YOR156C,27
YOR157C,1452
YOR158W,897
YOR159C,1987
YOR160W,341
YOR161C,288
YOR161W-A,0
YOR162C,24
YOR163W,1106
YOR164C,867
YOR165W,651
YOR166C,154
YOR167C,20666
YOR168W,4267
YOR171C,535
YOR172W,178
YOR173W,44
YOR174W,408
YOR175C,777
YOR176W,1206
YOR177C,0
YOR178C,87
YOR179C,221
YOR180C,76
YOR181W,392
YOR182C,14300
YOR184W,1243
YOR185C,727
YOR186C-A,30
YOR186W,0
YOR187W,2835
YOR188W,228
YOR189W,470
YOR190W,0
YOR191W,265
YOR192C-B,243
YOR193W,216
YOR194C,493
YOR195W,308
YOR196C,611
YOR197W,983
YOR198C,866
YOR200W,19
YOR201C,512
YOR202W,410
YOR204W,4260
YOR205C,226
YOR206W,2711
YOR207C,1217
YOR208W,293
YOR209C,2842
YOR210W,4434
YOR211C,307
YOR212W,1003
YOR213C,262
YOR215C,735
YOR216C,253
YOR217W,429
YOR219C,224
YOR220W,759
YOR221C,588
YOR222W,1365
YOR223W,99
YOR224C,5293
YOR226C,286
YOR227W,418
YOR228C,314
YOR229W,92
YOR230W,1821
YOR231C-A,0
YOR231W,270
YOR232W,2250
YOR233W,285
YOR234C,26518
YOR236W,1936
YOR237W,0
YOR238W,451
YOR239W,727
YOR243C,786
YOR244W,151
YOR245C,437
YOR246C,1668
YOR247W,41940
YOR248W,45
YOR249C,198
YOR250C,126
YOR251C,814
YOR252W,941
YOR253W,3992
YOR254C,1094
YOR256C,209
YOR257W,772
YOR258W,112
YOR259C,1329
YOR260W,696
YOR261C,1758
YOR262W,630
YOR264W,586
YOR265W,1665
YOR266W,184
YOR267C,971
YOR268C,0
YOR269W,302
YOR270C,1444
YOR271C,1468
YOR272W,3988
YOR273C,929
YOR274W,341
YOR275C,262
YOR276W,7470
YOR277C,1344
YOR278W,471
YOR279C,90
YOR280C,386
YOR281C,778
YOR283W,808
YOR284W,194
YOR285W,5916
YOR286W,2183
YOR287C,129
YOR288C,350
YOR289W,136
YOR290C,83
YOR291W,281
YOR292C,681
YOR293W,75667
YOR294W,1826
YOR295W,201
YOR296W,331
YOR297C,1043
YOR298C-A,7838
YOR298W,0
YOR299W,527
YOR301W,492
YOR302W,752
YOR303W,302
YOR304C-A,508
YOR304W,156
YOR305W,310
YOR306C,630
YOR307C,409
YOR308C,57
YOR309C,0
YOR310C,2774
YOR311C,637
YOR312C,68051
YOR313C,65
YOR315W,1047
YOR316C,698
YOR316C-A,45
YOR317W,1264
YOR318C,48
YOR319W,384
