GeneID,wt.2
YFR004W,1527
YFR005C,364
YFR006W,0
YFR007W,278
YFR008W,106
YFR009W,465
YFR010W,593
YFR011C,994
YFR013W,138
YFR014C,124
YFR015C,43
YFR016C,184
YFR017C,51
YFR018C,1209
YFR019W,107
YFR020W,179
YFR021W,357
YFR022W,336
YFR024C-A,212
YFR025C,119
YFR026C,0
YFR027W,44
YFR028C,160
YFR029W,93
YFR030W,433
YFR031C,103
YFR031C-A,16409
YFR032C-A,33291
YFR033C,2030
YFR034C,511
YFR034W-A,23
YFR035C,25
YFR036W,244
YFR036W-A,0
YFR037C,839
YFR038W,274
YFR039C,259
YFR040W,306
YFR041C,419
YFR042W,1219
YFR043C,66
YFR044C,3316
YFR045W,300
YFR046C,98
YFR047C,444
YFR048W,212
YFR049W,843
YFR050C,1912
YFR051C,1732
YFR052W,2435
YFR053C,799
YFR055W,1710
YGL001C,1347
YGL002W,1309
YGL003C,206
YGL004C,227
YGL005C,247
YGL006W,259
YGL007C-A,136
YGL008C,19863
YGL009C,5238
YGL010W,299
YGL011C,2532
YGL012W,3396
YGL013C,200
YGL014W,761
YGL016W,478
YGL017W,253
YGL018C,130
YGL019W,1747
YGL020C,1647
YGL021W,220
YGL022W,319
YGL023C,288
YGL025C,147
YGL026C,1382
YGL027C,1215
YGL028C,1966
YGL029W,771
YGL030W,13674
YGL031C,22445
YGL032C,1786
YGL035C,179
YGL036W,143
YGL037C,2360
YGL038C,361
YGL039W,312
YGL040C,876
YGL041C,25
YGL041C-B,0
YGL041W-A,343
YGL043W,704
YGL044C,236
YGL045W,32
YGL047W,351
YGL048C,1916
YGL049C,206
YGL050W,782
YGL051W,28
YGL053W,185
YGL054C,3564
YGL055W,8029
YGL056C,322
YGL057C,288
YGL058W,1119
YGL059W,167
YGL060W,233
YGL061C,260
YGL062W,383
YGL063C-A,0
YGL063W,118
YGL064C,29
YGL065C,483
YGL066W,185
YGL067W,968
YGL068W,3075
YGL069C,0
YGL070C,1054
YGL071W,341
YGL073W,213
YGL075C,51
YGL076C,36439
YGL077C,1312
YGL078C,787
YGL079W,602
YGL080W,885
YGL081W,0
YGL082W,205
YGL083W,193
YGL084C,499
YGL085W,126
YGL087C,1633
YGL088W,0
YGL089C,51
YGL090W,149
YGL091C,436
YGL092W,515
YGL093W,153
YGL094C,214
YGL095C,544
YGL097W,485
YGL098W,4835
YGL099W,426
YGL100W,900
YGL101W,1200
YGL103W,65359
YGL104C,204
YGL105W,6069
YGL106W,1579
YGL107C,393
YGL108C,207
YGL110C,122
YGL111W,611
YGL112C,468
YGL113W,139
YGL114W,325
YGL115W,893
YGL116W,79
YGL117W,352
YGL118C,25
YGL119W,247
YGL120C,1250
YGL121C,165
YGL122C,859
YGL123W,86821
YGL124C,44
YGL125W,499
YGL126W,822
YGL127C,549
YGL128C,94
YGL129C,345
YGL130W,435
YGL131C,97
YGL133W,125
YGL134W,103
YGL135W,53145
YGL136C,246
YGL137W,1103
YGL139W,340
YGL140C,865
YGL141W,191
YGL142C,485
YGL143C,193
YGL144C,115
YGL145W,288
YGL146C,0
YGL147C,96040
YGL148W,2906
YGL150C,533
YGL151W,192
YGL153W,269
YGL154C,230
YGL155W,149
YGL156W,64
YGL157W,826
YGL159W,203
YGL160W,337
YGL161C,1423
YGL162W,254
YGL163C,39
YGL164C,167
YGL165C,0
YGL166W,325
YGL167C,1401
YGL169W,229
YGL170C,0
YGL171W,262
YGL172W,600
YGL173C,724
YGL174W,75
YGL175C,93
YGL176C,131
YGL178W,124
YGL179C,421
YGL180W,90
YGL181W,577
YGL183C,0
YGL184C,41
YGL185C,95
YGL186C,517
YGL187C,5452
YGL189C,102660
YGL190C,707
YGL191W,2967
YGL194C,318
YGL194C-A,747
YGL195W,1599
YGL196W,515
YGL197W,356
YGL198W,645
YGL199C,37
YGL200C,9266
YGL201C,370
YGL202W,2770
YGL203C,430
YGL204C,435
YGL205W,0
YGL206C,1551
YGL207W,856
YGL208W,100
YGL209W,302
YGL210W,495
YGL211W,270
YGL212W,109
YGL213C,734
YGL215W,1226
YGL216W,249
YGL219C,257
YGL220W,0
YGL221C,1956
YGL222C,574
YGL223C,123
YGL224C,367
YGL225W,5701
YGL226C-A,1966
YGL226W,629
YGL227W,88
YGL228W,791
YGL229C,42
YGL231C,2183
YGL232W,699
YGL233W,464
YGL234W,1874
YGL236C,166
YGL237C,38
YGL238W,1129
YGL240W,178
YGL241W,134
YGL242C,727
YGL243W,121
YGL244W,675
YGL245W,3238
YGL246C,603
YGL247W,371
YGL248W,354
YGL250W,121
YGL252C,623
YGL253W,17846
YGL254W,135
YGL255W,1357
YGL256W,1108
YGL257C,413
YGL258W,16
YGR001C,2061
YGR002C,197
YGR003W,205
YGR004W,94
YGR005C,488
YGR006W,104
YGR007W,834
YGR008C,1903
YGR009C,263
YGR010W,197
YGR012W,209
YGR013W,151
YGR014W,474
YGR015C,134
YGR016W,28
YGR017W,1459
YGR018C,60
YGR019W,239
YGR020C,4691
YGR021W,141
YGR023W,542
YGR024C,2159
YGR026W,2122
YGR027C,103987
YGR027W-A,629
YGR028W,243
YGR029W,485
YGR030C,231
YGR031W,175
YGR032W,469
YGR033C,999
YGR034W,26284
YGR035C,138
YGR035W-A,0
YGR036C,491
YGR037C,4947
YGR038W,1991
YGR039W,69
YGR040W,246
YGR041W,632
YGR042W,308
YGR043C,19
YGR044C,1601
YGR045C,0
YGR046W,272
YGR047C,194
YGR048W,255
YGR049W,718
YGR050C,44
YGR052W,132
YGR053C,34
YGR054W,3551
YGR055W,900
YGR056W,250
YGR057C,111
YGR058W,81
YGR060W,11541
YGR061C,2393
YGR062C,305
YGR063C,3582
YGR065C,381
YGR066C,0
YGR068C,202
YGR070W,81
YGR071C,206
YGR072W,246
YGR074W,1653
YGR075C,86
YGR076C,546
YGR077C,532
YGR078C,1019
YGR080W,535
YGR081C,1470
YGR082W,1887
YGR083C,318
YGR085C,13663
YGR086C,1901
YGR087C,0
YGR088W,93
YGR089W,281
YGR090W,496
YGR091W,173
YGR092W,281
YGR093W,267
YGR095C,513
YGR096W,250
YGR097W,624
YGR098C,119
YGR099W,199
YGR100W,184
YGR101W,945
YGR102C,160
YGR103W,939
YGR104C,169
YGR105W,3582
YGR106C,6356
YGR107W,85
YGR108W,1001
YGR109C,0
YGR110W,144
YGR111W,404
YGR112W,154
YGR113W,231
YGR116W,61
YGR117C,812
YGR118W,18903
YGR119C,983
YGR120C,361
YGR121C,229
YGR122W,23
YGR123C,1292
YGR124W,1769
YGR125W,327
YGR126W,109
YGR127W,0
YGR128C,1019
YGR129W,183
YGR130C,269
YGR131W,217
YGR132C,1509
YGR133W,351
YGR134W,159
YGR135W,1630
YGR136W,664
YGR137W,40
YGR138C,303
YGR140W,314
YGR141W,210
YGR142W,127
YGR143W,312
YGR144W,34
YGR145W,292
YGR146C,1205
YGR146C-A,24
YGR147C,552
YGR148C,27668
YGR149W,273
YGR150C,122
YGR152C,513
YGR153W,66
YGR154C,69
YGR155W,4331
YGR156W,101
YGR157W,1206
YGR158C,519
YGR159C,4576
YGR161C,204
YGR161W-A,12
YGR161W-C,494
YGR162W,2671
YGR163W,443
YGR164W,0
YGR165W,746
YGR166W,156
YGR167W,1339
YGR168C,134
YGR169C,147
YGR169C-A,497
YGR170W,138
YGR171C,203
YGR172C,1552
YGR173W,807
YGR174C,197
YGR174W-A,0
YGR175C,2976
YGR176W,0
YGR177C,227
YGR178C,451
YGR179C,107
YGR180C,3796
YGR181W,1903
YGR183C,4644
YGR184C,459
YGR185C,2870
YGR186W,416
YGR187C,186
YGR188C,119
YGR189C,4194
YGR191W,3906
YGR192C,231726
YGR193C,638
YGR194C,141
YGR195W,772
YGR196C,91
YGR197C,487
YGR198W,652
YGR199W,353
YGR200C,361
YGR201C,1161
YGR202C,603
YGR203W,1206
YGR204W,2035
YGR205W,261
YGR206W,1194
YGR207C,761
YGR208W,469
YGR209C,3848
YGR210C,1529
YGR211W,1203
YGR212W,19
YGR213C,58
YGR214W,32585
YGR215W,1727
YGR216C,757
YGR217W,75
YGR218W,332
YGR220C,355
YGR221C,199
YGR222W,294
YGR223C,225
YGR224W,0
YGR227W,1508
YGR229C,1292
YGR230W,334
YGR231C,828
YGR232W,1053
YGR233C,703
YGR234W,12514
YGR235C,528
YGR237C,203
YGR238C,67
YGR239C,137
YGR240C,6164
YGR241C,369
YGR243W,57
YGR244C,347
YGR245C,310
YGR246C,116
YGR247W,235
YGR248W,21
YGR249W,220
YGR250C,397
YGR251W,530
YGR252W,209
YGR253C,971
YGR254W,6913
YGR255C,460
YGR256W,0
YGR257C,343
YGR258C,126
YGR259C,0
YGR260W,1626
YGR261C,392
YGR262C,549
YGR263C,265
YGR264C,1931
YGR266W,177
YGR267C,1279
YGR268C,384
YGR269W,28
YGR270W,498
YGR271C-A,821
YGR271W,221
YGR274C,128
YGR275W,998
YGR276C,384
YGR277C,853
YGR278W,42
YGR279C,10506
YGR280C,356
YGR281W,403
YGR282C,23324
YGR283C,635
YGR284C,2622
YGR285C,3525
YGR286C,267
YGR287C,0
YGR288W,66
YGR289C,46
YGR292W,0
YGR295C,1677
YHL001W,10017
YHL002C-A,51
YHL002W,735
YHL003C,1097
YHL004W,1066
YHL006C,42
YHL006W-A,0
YHL007C,514
YHL009C,70
YHL010C,49
YHL011C,1494
YHL013C,224
YHL014C,129
YHL015W,43943
YHL016C,0
YHL017W,497
YHL018W,106
YHL019C,57
YHL020C,107
YHL021C,479
YHL023C,78
YHL024W,0
YHL025W,415
YHL026C,155
YHL027W,441
YHL028W,52
YHL029C,520
YHL030W,280
YHL031C,424
YHL032C,213
YHL033C,1698
YHL034C,2910
YHL035C,216
YHL036W,167
YHL037C,0
YHL038C,220
YHL039W,784
YHL040C,319
YHL044W,167
YHL047C,172
YHL048W,422
YHL049C,22
YHR001W,217
YHR001W-A,3983
YHR002W,82
YHR003C,445
YHR004C,181
YHR005C,728
YHR005C-A,8248
YHR006W,139
YHR007C,5691
YHR008C,1453
YHR009C,336
YHR010W,65869
YHR011W,74
YHR012W,898
YHR013C,1375
YHR015W,27
YHR016C,50
YHR017W,323
YHR018C,986
YHR019C,3795
YHR020W,2331
YHR021C,30631
YHR022C,0
YHR023W,239
YHR024C,1141
YHR025W,3584
YHR026W,1124
YHR027C,1072
YHR028C,619
YHR029C,555
YHR030C,1417
YHR031C,140
YHR032W,892
YHR033W,40
YHR034C,87
YHR035W,102
YHR036W,108
YHR037W,569
YHR038W,321
YHR039C,1434
YHR039C-A,18080
YHR040W,320
YHR041C,1255
YHR042W,1744
YHR043C,440
YHR044C,186
YHR045W,693
YHR046C,344
YHR047C,1334
YHR048W,149
YHR049W,2838
YHR050W,250
YHR051W,5512
YHR052W,1314
YHR052W-A,0
YHR053C,18
YHR055C,1113
YHR056C,414
YHR056W-A,0
YHR057C,989
YHR058C,206
YHR059W,683
YHR060W,756
YHR061C,266
YHR062C,391
YHR063C,736
YHR064C,5281
YHR065C,315
YHR066W,449
YHR067W,280
YHR068W,267
YHR069C,1061
YHR069C-A,32
YHR070W,503
YHR071C-A,75
YHR071W,357
YHR072W,862
YHR072W-A,6160
YHR073W,641
YHR074W,847
YHR075C,139
YHR076W,223
YHR077C,193
YHR078W,754
YHR079C,217
YHR080C,319
YHR081W,1062
YHR082C,300
YHR083W,775
YHR084W,333
YHR085W,707
YHR086W,737
YHR087W,263
YHR088W,776
YHR089C,6271
YHR090C,144
YHR091C,122
YHR092C,453
YHR094C,1519
YHR096C,0
YHR097C,120
YHR098C,1544
YHR099W,413
YHR100C,775
YHR101C,277
YHR102W,120
YHR103W,630
YHR104W,1285
YHR105W,40
YHR106W,80
YHR107C,629
YHR108W,747
YHR109W,114
YHR110W,474
YHR111W,190
YHR112C,247
YHR113W,852
YHR114W,349
YHR115C,598
YHR117W,483
YHR118C,119
YHR119W,229
YHR120W,152
YHR121W,1731
YHR122W,780
YHR123W,1184
YHR127W,277
YHR128W,9324
YHR129C,80
YHR131C,276
YHR132C,788
YHR132W-A,719
YHR133C,3590
YHR134W,323
YHR135C,543
YHR136C,0
YHR137W,528
YHR138C,307
YHR139C,0
YHR140W,35
YHR141C,44608
YHR142W,685
YHR143W,6722
YHR143W-A,7406
YHR144C,768
YHR145C,32
YHR146W,233
YHR147C,829
YHR148W,612
YHR149C,252
YHR150W,104
YHR151C,463
YHR152W,473
YHR153C,66
YHR154W,249
YHR155W,252
YHR156C,46
YHR157W,0
YHR158C,394
YHR159W,100
YHR161C,254
YHR162W,7235
YHR163W,4532
YHR164C,62
YHR165C,272
YHR166C,136
YHR167W,179
YHR168W,63
YHR169W,543
YHR170W,1595
YHR171W,25
YHR172W,130
YHR174W,87809
YHR175W,34
YHR177W,73
YHR178W,86
YHR179W,4083
YHR180W,28
YHR180W-A,0
YHR181W,2296
YHR182W,63
YHR183W,2500
YHR186C,205
YHR187W,388
YHR188C,1700
YHR189W,180
YHR190W,5218
YHR191C,377
YHR192W,412
YHR193C,10657
YHR193C-A,0
YHR194W,113
YHR195W,323
YHR196W,1173
YHR197W,509
YHR198C,433
YHR199C,885
YHR199C-A,84
YHR200W,975
YHR201C,421
YHR202W,153
YHR203C,43167
YHR204W,553
YHR205W,741
YHR206W,812
YHR207C,252
YHR208W,5990
YHR209W,153
YHR210C,33
YHR211W,0
YHR214C-C,11844
YHR216W,1703
YIL001W,144
YIL002C,120
YIL002W-A,2882
YIL003W,286
YIL004C,974
YIL005W,619
YIL006W,182
YIL007C,319
YIL008W,1429
YIL009C-A,361
YIL009W,654
YIL010W,525
YIL011W,94
YIL013C,0
YIL014C-A,145
YIL014W,543
YIL015W,1001
YIL016W,960
YIL017C,161
YIL018W,37183
YIL019W,195
YIL020C,423
YIL021W,957
YIL022W,785
YIL023C,655
YIL024C,0
YIL026C,100
YIL027C,1811
YIL028W,39
YIL029C,74
YIL030C,718
YIL031W,161
YIL033C,1089
YIL034C,1083
YIL035C,927
YIL036W,204
YIL038C,631
YIL039W,1233
YIL040W,4850
YIL041W,1300
YIL042C,202
YIL043C,4499
YIL044C,851
YIL045W,58
YIL046W,165
YIL046W-A,0
YIL047C,1148
YIL048W,303
YIL049W,424
YIL050W,465
YIL051C,11579
YIL052C,81695
YIL053W,15449
YIL055C,91
YIL056W,597
YIL057C,0
YIL059C,262
YIL060W,0
YIL061C,133
YIL062C,3845
YIL063C,222
YIL065C,422
YIL066C,0
YIL067C,59
YIL068C,271
YIL069C,46400
YIL070C,710
YIL071C,56
YIL074C,361
YIL075C,1458
YIL076W,2926
YIL077C,418
YIL078W,2732
YIL079C,535
YIL082W,283
YIL083C,361
YIL084C,359
YIL085C,554
YIL087C,476
YIL088C,772
YIL089W,81
YIL090W,2149
YIL091C,850
YIL092W,47
YIL093C,365
YIL094C,2006
YIL095W,110
YIL096C,199
YIL097W,99
YIL098C,1149
YIL099W,0
YIL100W,0
YIL101C,24
YIL102C-A,653
YIL103W,419
YIL104C,235
YIL105C,166
YIL106W,331
YIL107C,46
YIL108W,686
YIL109C,1590
YIL110W,501
YIL111W,175
YIL112W,139
YIL113W,64
YIL114C,969
YIL115C,363
YIL116W,287
YIL117C,718
YIL118W,686
YIL119C,103
YIL121W,286
YIL122W,110
YIL123W,2305
YIL124W,819
YIL125W,1472
YIL126W,340
YIL127C,1297
YIL128W,564
YIL129C,411
YIL130W,264
YIL131C,473
YIL132C,42
YIL133C,90272
YIL134C-A,11
YIL134W,578
YIL135C,526
YIL136W,87
YIL137C,741
YIL138C,790
YIL139C,184
YIL140W,317
YIL142W,1916
YIL143C,201
YIL144W,52
YIL145C,1923
YIL146C,45
YIL147C,174
YIL148W,152518
YIL149C,198
YIL150C,86
YIL151C,103
YIL152W,145
YIL153W,228
YIL154C,152
YIL155C,75
YIL156W,192
YIL156W-B,568
YIL157C,1490
YIL158W,782
YIL159W,90
YIL160C,0
YIL161W,346
YIL163C,0
YIL164C,172
YIL166C,17
YIR001C,451
YIR002C,249
YIR003W,190
YIR004W,528
YIR005W,294
YIR006C,1287
YIR007W,73
YIR008C,177
YIR009W,237
YIR010W,129
YIR011C,360
YIR012W,868
YIR014W,56
YIR015W,128
YIR016W,0
YIR017C,149
YIR018C-A,417
YIR018W,50
YIR020C-B,0
YIR021W,644
YIR022W,2640
YIR023W,135
YIR024C,220
YIR025W,72
YIR026C,592
YIR027C,70
YIR028W,0
YIR029W,56
YIR030C,188
YIR030W-A,0
YIR031C,118
YIR032C,223
YIR033W,374
YIR034C,343
YIR035C,1228
YIR036C,628
YIR037W,2383
YIR038C,1380
YIR039C,71
YIR042C,119
YJL001W,3964
YJL002C,5138
YJL003W,182
YJL004C,1052
YJL005W,431
YJL006C,132
YJL008C,1501
YJL010C,632
YJL011C,454
YJL012C,2440
YJL013C,153
YJL014W,1286
YJL016W,389
YJL019W,231
YJL020C,459
YJL023C,54
YJL024C,374
YJL025W,196
YJL026W,5129
YJL027C,0
YJL029C,84
YJL030W,443
YJL031C,233
YJL033W,909
YJL034W,9716
YJL035C,261
YJL036W,263
YJL038C,0
YJL039C,432
YJL041W,551
YJL042W,435
YJL044C,153
YJL046W,350
YJL047C,63
YJL047C-A,623
YJL048C,1173
YJL049W,144
YJL050W,522
YJL051W,64
YJL052W,2221
YJL053W,257
YJL054W,605
YJL055W,1294
YJL056C,221
YJL057C,94
YJL058C,107
YJL059W,123
YJL060W,1183
YJL061W,629
YJL062W,252
YJL062W-A,2971
YJL063C,869
YJL065C,672
YJL066C,326
YJL068C,611
YJL069C,634
YJL070C,88
YJL071W,197
YJL072C,471
YJL073W,298
YJL074C,238
YJL076W,646
YJL077W-A,42
YJL077W-B,42
YJL078C,1902
YJL079C,442
YJL080C,2518
YJL081C,701
YJL082W,307
YJL083W,152
YJL084C,116
YJL085W,218
YJL087C,191
YJL088W,98
YJL089W,0
YJL090C,150
YJL091C,740
YJL092W,445
YJL093C,441
YJL094C,602
YJL095W,38
YJL096W,1695
YJL097W,1525
YJL098W,440
YJL099W,119
YJL100W,182
YJL101C,1286
YJL102W,193
YJL103C,86
YJL104W,1850
YJL106W,62
YJL107C,119
YJL109C,768
YJL110C,315
YJL111W,1652
YJL112W,119
YJL113W,0
YJL115W,187
YJL116C,115
YJL117W,1002
YJL118W,320
YJL119C,147
YJL121C,3983
YJL122W,991
YJL123C,729
YJL124C,1356
YJL125C,693
YJL126W,145
YJL127C,209
YJL127C-B,1244
YJL128C,430
YJL129C,594
YJL130C,1951
YJL131C,115
YJL132W,92
YJL133C-A,389
YJL133W,518
YJL134W,570
YJL135W,0
YJL136C,36283
YJL137C,173
YJL138C,14189
YJL139C,342
YJL140W,1862
YJL141C,550
YJL143W,6580
YJL144W,47
YJL145W,555
YJL146W,128
YJL147C,113
YJL148W,2920
YJL149W,106
YJL150W,22
YJL151C,3121
YJL152W,0
YJL153C,0
YJL154C,795
YJL155C,70
YJL156C,169
YJL157C,244
YJL158C,18636
YJL159W,18595
YJL160C,383
YJL161W,41
YJL162C,139
YJL163C,45
YJL164C,481
YJL165C,490
YJL166W,10323
YJL167W,2574
YJL168C,222
YJL169W,79
YJL170C,76
YJL171C,2496
YJL172W,2689
YJL173C,3008
YJL174W,2241
YJL176C,243
YJL177W,21519
YJL178C,2759
YJL179W,1820
YJL180C,365
YJL181W,21
YJL183W,1145
YJL184W,513
YJL185C,103
YJL186W,1359
YJL187C,180
YJL189W,40862
YJL190C,72064
YJL191W,19786
YJL192C,3496
YJL193W,751
YJL194W,260
YJL195C,0
YJL196C,4291
YJL197W,302
YJL198W,846
YJL199C,290
YJL200C,393
YJL201W,230
YJL203W,175
YJL204C,146
YJL205C,384
YJL206C,126
YJL207C,372
YJL208C,360
YJL209W,246
YJL210W,871
YJL211C,0
YJL212C,1234
YJL213W,219
YJL217W,1977
YJL218W,62
YJR001W,2840
YJR002W,1464
YJR003C,470
YJR004C,198
YJR005C-A,0
YJR005W,276
YJR006W,645
YJR007W,3381
YJR008W,50
YJR009C,24299
YJR010C-A,1305
YJR010W,488
YJR011C,144
YJR013W,511
YJR014W,1704
YJR015W,2824
YJR016C,10147
YJR017C,419
YJR018W,76
YJR019C,286
YJR020W,23
YJR021C,136
YJR022W,323
YJR023C,0
YJR024C,2530
YJR025C,2255
YJR026W,142
YJR030C,56
YJR031C,183
YJR032W,374
YJR033C,193
YJR034W,828
YJR035W,63
YJR036C,0
YJR039W,48
YJR040W,496
YJR041C,456
YJR042W,806
YJR043C,315
YJR044C,1646
YJR045C,10155
YJR046W,137
YJR047C,131
YJR048W,3951
YJR049C,218
YJR050W,264
YJR051W,570
YJR052W,84
YJR053W,105
YJR054W,303
YJR055W,173
YJR056C,320
YJR057W,543
YJR058C,2485
YJR059W,391
YJR060W,189
YJR061W,0
YJR062C,329
YJR063W,2806
YJR064W,1627
YJR065C,1543
YJR066W,196
YJR067C,442
YJR068W,585
YJR069C,1522
YJR070C,2149
YJR072C,337
YJR073C,2385
YJR074W,22
YJR075W,1881
YJR076C,727
YJR077C,10675
YJR078W,0
YJR079W,26
YJR080C,194
YJR082C,861
YJR083C,92
YJR084W,215
YJR085C,7360
YJR086W,761
YJR088C,1132
YJR089W,61
YJR090C,180
YJR091C,687
YJR092W,99
YJR093C,232
YJR094C,24
YJR094W-A,25859
YJR096W,268
YJR097W,236
YJR098C,85
YJR099W,476
YJR100C,185
YJR101W,1051
YJR102C,179
YJR103W,549
YJR104C,16880
YJR105W,9614
YJR106W,195
YJR109C,580
YJR110W,23
YJR111C,272
YJR112W,232
YJR112W-A,797
YJR113C,569
YJR115W,18
YJR116W,160
YJR117W,2898
YJR118C,1808
YJR119C,39
YJR121W,6735
YJR122W,278
YJR123W,104271
YJR124C,371
YJR125C,821
YJR126C,782
YJR127C,0
YJR128W,0
YJR129C,158
YJR130C,269
YJR131W,216
YJR132W,224
YJR133W,701
YJR134C,205
YJR135C,176
YJR135W-A,729
YJR136C,114
YJR137C,963
YJR138W,60
YJR139C,10938
YJR140C,95
YJR141W,213
YJR142W,325
YJR143C,1849
YJR144W,1404
YJR145C,14553
YJR146W,0
YJR147W,1423
YJR148W,2640
YJR149W,72
YJR150C,0
YJR152W,31
YJR153W,0
YJR154W,45
YJR155W,0
YKL001C,861
YKL002W,772
YKL003C,1037
YKL004W,1472
YKL005C,205
YKL006C-A,481
YKL006W,96231
YKL007W,1656
YKL008C,1326
YKL009W,5631
YKL010C,361
YKL011C,122
YKL012W,227
YKL013C,5576
YKL014C,555
YKL015W,247
YKL016C,4177
YKL017C,177
YKL018C-A,582
YKL018W,329
YKL019W,409
YKL020C,335
YKL023W,106
YKL024C,1749
YKL025C,282
YKL026C,109
YKL027W,263
YKL028W,248
YKL029C,2764
YKL031W,37
YKL032C,274
YKL033W,180
YKL033W-A,1238
YKL034W,276
YKL035W,2660
YKL038W,615
YKL039W,2127
YKL040C,1068
YKL041W,150
YKL042W,140
YKL043W,633
YKL044W,43
YKL045W,239
YKL046C,555
YKL047W,124
YKL048C,129
YKL049C,325
YKL051W,1034
YKL052C,316
YKL053C-A,1658
YKL053W,18
YKL054C,583
YKL055C,176
YKL056C,93958
YKL057C,1213
YKL058W,3078
YKL059C,139
YKL060C,58512
YKL061W,475
YKL062W,382
YKL063C,815
YKL064W,453
YKL065C,2411
YKL065W-A,19
YKL066W,0
YKL067W,2549
YKL068W,455
YKL068W-A,1940
YKL069W,647
YKL071W,20
YKL072W,133
YKL073W,733
YKL074C,287
YKL075C,50
YKL076C,0
YKL077W,1013
YKL078W,331
YKL079W,161
YKL080W,3023
YKL081W,22995
YKL082C,645
YKL084W,741
YKL085W,1668
YKL086W,0
YKL087C,818
YKL088W,101
YKL089W,34
YKL090W,60
YKL091C,129
YKL092C,81
YKL093W,0
YKL094W,683
YKL095W,92
YKL096C-B,0
YKL096W,4205
YKL096W-A,47788
YKL098W,366
YKL099C,572
YKL100C,1234
YKL101W,468
YKL103C,524
YKL104C,1594
YKL105C,106
YKL106C-A,0
YKL106W,836
YKL107W,0
YKL108W,104
YKL109W,1455
YKL110C,727
YKL111C,0
YKL112W,215
YKL113C,612
YKL114C,327
YKL115C,0
YKL116C,460
YKL117W,2780
YKL119C,917
YKL120W,2284
YKL121W,114
YKL122C,1530
YKL124W,88
YKL125W,347
YKL126W,880
YKL127W,825
YKL128C,1247
YKL129C,94
YKL130C,579
YKL131W,0
YKL132C,103
YKL133C,38
YKL134C,165
YKL135C,158
YKL136W,53
YKL137W,848
YKL138C,1435
YKL138C-A,574
YKL139W,118
YKL140W,217
YKL141W,1111
YKL142W,1179
YKL143W,923
YKL144C,585
YKL145W,1364
YKL146W,434
YKL148C,605
YKL149C,290
YKL150W,26
YKL151C,219
YKL152C,26185
YKL153W,0
YKL154W,1314
YKL155C,181
YKL156W,24382
YKL157W,330
YKL159C,144
YKL160W,2360
YKL161C,156
YKL162C,0
YKL162C-A,34
YKL163W,634
YKL164C,5368
YKL165C,661
YKL165C-A,0
YKL166C,253
YKL167C,1040
YKL168C,92
YKL170W,1403
YKL171W,39
YKL172W,808
YKL173W,179
YKL174C,584
YKL175W,1595
YKL176C,1514
YKL178C,0
YKL179C,231
YKL180W,53235
YKL181W,2057
YKL182W,11752
YKL183C-A,0
YKL183W,211
YKL184W,1411
YKL185W,541
YKL186C,175
YKL187C,0
YKL189W,153
YKL190W,1082
YKL191W,1050
YKL192C,4535
YKL193C,333
YKL194C,214
YKL195W,705
YKL196C,3218
YKL197C,106
YKL198C,336
YKL201C,0
YKL203C,126
YKL204W,173
YKL205W,582
YKL206C,343
YKL207W,866
YKL208W,120
YKL209C,930
YKL210W,1251
YKL211C,931
YKL212W,1781
YKL213C,714
YKL214C,843
YKL215C,327
YKL216W,1248
YKL217W,0
YKL218C,151
YKL219W,358
YKL220C,35
YKL221W,71
YKL222C,71
YKR001C,1819
YKR002W,309
YKR003W,568
YKR004C,113
YKR006C,1643
YKR007W,539
YKR008W,362
YKR010C,71
YKR011C,242
YKR012C,25
YKR013W,2949
YKR014C,1376
YKR015C,32
YKR016W,294
YKR017C,0
YKR018C,854
YKR019C,58
YKR020W,257
YKR021W,96
YKR022C,302
YKR023W,167
YKR024C,259
YKR025W,531
YKR026C,645
YKR027W,168
YKR028W,659
YKR029C,76
YKR030W,932
YKR031C,78
YKR033C,0
YKR034W,20
YKR035W-A,1009
YKR036C,158
YKR037C,76
YKR038C,1516
YKR039W,1760
YKR041W,37
YKR042W,4293
YKR043C,4221
YKR044W,390
YKR045C,257
YKR046C,4677
YKR048C,1249
YKR049C,571
YKR050W,218
YKR051W,238
YKR052C,241
YKR054C,172
YKR055W,200
YKR057W,13318
YKR058W,41
YKR059W,11324
YKR060W,354
YKR061W,355
YKR062W,405
YKR063C,258
YKR064W,120
YKR065C,2043
YKR066C,1037
YKR067W,377
YKR068C,85
YKR069W,120
YKR070W,540
YKR071C,2225
YKR072C,172
YKR073C,0
YKR074W,1555
YKR075C,69
YKR076W,157
YKR077W,206
YKR078W,140
YKR079C,205
YKR080W,167
YKR081C,1059
YKR082W,374
YKR083C,319
YKR084C,279
YKR085C,934
YKR086W,66
YKR087C,437
YKR088C,477
YKR089C,206
YKR090W,198
YKR091W,673
YKR092C,256
YKR093W,2724
YKR094C,6953
YKR095W,566
YKR095W-A,734
YKR096W,193
YKR097W,0
YKR098C,162
YKR099W,161
YKR100C,812
YKR101W,39
YKR106W,0
YLL001W,275
YLL002W,229
YLL003W,215
YLL004W,224
YLL006W,503
YLL007C,210
YLL008W,1665
YLL009C,1115
YLL010C,363
YLL011W,423
YLL012W,461
YLL013C,401
YLL014W,4192
YLL015W,826
YLL018C,3501
YLL018C-A,467
YLL019C,149
YLL021W,383
YLL022C,242
YLL023C,526
YLL024C,18119
YLL025W,0
YLL026W,2355
YLL027W,652
YLL028W,742
