trx,cds,utr5,utr3,
YBR007C,78,74,NA,1
YBR008C,2,1,0,1
YBR009C,1021,835,14,4
YBR011C,2469,2298,0,7
YBR012C,0,0,0,0
YBR013C,0,0,0,0
YBR014C,216,186,6,0
YBR015C,464,421,7,4
YBR017C,289,267,1,0
YBR018C,3,3,0,0
YBR019C,2,2,NA,0
YBR023C,439,430,NA,0
YBR025C,1681,1560,2,3
YBR026C,459,436,NA,0
YBR028C,83,77,1,0
YBR029C,364,329,0,2
YBR034C,300,273,0,0
YBR035C,545,487,0,0
YBR036C,461,431,1,3
YBR037C,188,176,1,1
YBR042C,109,102,0,0
YBR043C,53,43,3,0
YBR044C,70,61,1,0
YBR045C,22,22,NA,0
YBR046C,173,155,0,0
YBR049C,294,280,4,0
YBR050C,0,0,0,0
YBR052C,293,245,6,0
YBR053C,300,280,0,0
YBR055C,111,107,0,0
YBR057C,103,97,0,0
YBR058C,213,207,0,0
YBR058C-A,179,108,6,3
YBR059C,291,286,4,NA
YBR060C,74,71,1,0
YBR061C,159,156,0,0
YBR062C,114,103,0,0
YBR063C,1,1,0,0
YBR065C,76,63,0,NA
YBR066C,79,74,NA,1
YBR067C,841,747,6,3
YBR068C,549,517,3,1
YBR069C,360,335,6,0
YBR070C,73,72,0,0
YBR072C-A,2,0,NA,2
YBR076C-A,10,10,NA,0
YBR077C,133,126,0,NA
YBR079C,1225,1194,0,0
YBR080C,547,524,0,0
YBR081C,116,112,NA,0
YBR082C,1184,1014,19,5
YBR084C-A,2241,2012,0,1
YBR085C-A,850,658,0,2
YBR086C,547,506,18,0
YBR088C,390,347,0,0
YBR089C-A,314,236,NA,3
YBR091C,90,72,0,0
YBR092C,1096,1025,0,0
YBR093C,305,295,0,0
YBR095C,84,82,0,0
YBR099C,2,0,2,NA
YBR101C,289,267,1,1
YBR102C,128,128,0,0
YBR103C-A,0,0,0,0
YBR105C,59,56,0,0
YBR107C,10,7,0,1
YBR109C,850,724,1,2
YBR111C,388,372,NA,1
YBR112C,735,727,NA,1
YBR115C,715,710,NA,0
YBR120C,153,129,0,0
YBR121C,1312,1271,7,NA
YBR122C,269,219,5,0
YBR123C,106,104,0,0
YBR125C,93,75,5,0
YBR126C,1246,1176,16,2
YBR127C,1708,1627,2,1
YBR128C,16,14,0,NA
YBR129C,71,65,0,2
YBR130C,134,129,0,0
YBR132C,127,113,7,0
YBR133C,114,112,0,0
YBR138C,135,128,0,0
YBR140C,136,134,NA,0
YBR141C,39,33,0,0
YBR143C,809,755,1,3
YBR144C,0,0,0,0
YBR150C,78,77,0,0
YBR154C,392,359,5,0
YBR156C,81,75,0,0
YBR157C,16,14,NA,0
YBR162C,1282,1155,50,3
YBR164C,249,210,15,1
YBR166C,265,247,0,0
YBR167C,33,27,NA,0
YBR169C,373,352,0,0
YBR170C,174,166,0,0
YBR172C,242,229,0,0
YBR173C,320,270,0,1
YBR174C,0,0,0,0
YBR177C,709,672,0,0
YBR179C,156,150,0,0
YBR181C,3536,3264,0,2
YBR182C,55,53,NA,0
YBR182C-A,0,0,0,0
YBR185C,204,172,0,0
YBR188C,71,58,1,1
YBR193C,104,96,0,0
YBR195C,80,79,1,0
YBR196C,4945,4695,7,7
YBR197C,40,35,0,0
YBR198C,211,204,0,0
YBR201C-A,19,16,1,0
YBR204C,91,87,0,0
YBR208C,104,94,7,0
YBR211C,32,29,0,NA
YBR216C,45,44,0,0
YBR218C,900,860,4,0
YBR221C,1051,946,36,0
YBR222C,507,497,0,0
YBR223C,40,38,0,0
YBR229C,320,307,0,0
YBR230C,400,329,0,3
YBR231C,49,44,0,0
YBR234C,527,480,2,0
YBR236C,164,150,0,0
YBR238C,78,75,NA,NA
YBR239C,47,44,0,0
YBR240C,13,11,NA,1
YBR241C,99,95,0,0
YBR243C,115,107,0,0
YBR245C,330,330,NA,NA
YBR247C,233,211,0,0
YBR248C,405,380,0,0
YBR249C,1736,1640,15,1
YBR254C,64,58,0,0
YBR255C-A,59,32,0,0
YBR256C,347,317,0,2
YBR258C,31,30,0,0
YBR260C,123,119,0,0
YBR261C,183,176,0,0
YBR262C,92,67,0,1
YBR264C,63,54,0,0
YBR269C,223,201,0,1
YBR270C,4,3,0,0
YBR272C,140,134,0,1
YBR273C,221,217,0,1
YBR275C,110,108,NA,NA
YBR276C,52,44,5,0
YBR277C,0,0,0,0
YBR280C,80,78,0,0
YBR281C,118,114,0,0
YBR283C,662,608,13,0
YBR288C,151,146,0,0
YBR291C,74,63,0,0
YBR292C,13,0,12,NA
YBR296C,8,7,0,0
YBR298C,1,0,1,0
YBL102W,160,144,0,1
YBL100W-C,2,2,0,0
YBL099W,2644,2452,80,10
YBL098W,244,232,NA,0
YBL097W,50,49,0,0
YBL095W,49,43,0,0
YBL092W,2518,2182,13,5
YBL090W,157,129,0,0
YBL089W,41,37,0,0
YBL085W,182,182,NA,0
YBL081W,160,155,3,0
YBL079W,185,180,1,NA
YBL071W-A,78,65,0,0
YBL068W,175,159,0,1
YBL063W,40,40,0,NA
YBL060W,41,40,0,0
YBL059W,59,55,NA,0
YBL058W,497,475,1,0
YBL056W,278,254,0,0
YBL054W,112,111,0,0
YBL050W,380,338,4,0
YBL048W,0,0,0,0
YBL046W,104,100,NA,1
YBL043W,27,25,1,0
YBL041W,454,422,0,0
YBL039W-B,19,10,6,0
YBL038W,307,267,1,0
YBL037W,178,173,0,0
YBL032W,258,237,3,0
YBL031W,30,26,0,0
YBL029W,45,44,NA,0
YBL027W,2347,2118,2,3
YBL026W,203,125,11,0
YBL025W,45,39,0,0
YBL024W,570,542,0,NA
YBL020W,100,84,4,0
YBL019W,29,29,NA,0
YBL016W,132,123,NA,0
YBL015W,261,242,0,1
YBL011W,155,144,3,0
YBL009W,119,113,2,0
YBL008W,68,67,NA,0
YBL005W,44,40,0,0
YBL004W,274,267,NA,0
YBL002W,854,718,0,0
YBR003W,188,172,0,0
YBR005W,73,59,0,0
YBR006W,105,98,1,0
YBR010W,1278,1103,1,3
YBR016W,320,280,0,1
YBR020W,0,0,0,0
YBR021W,152,146,2,0
YBR022W,87,80,0,2
YBR024W,115,108,1,NA
YBR030W,26,22,1,0
YBR031W,5020,4715,0,2
YBR033W,17,17,NA,0
YBR038W,518,501,0,0
YBR039W,970,888,4,0
YBR041W,214,200,1,0
YBR047W,12,11,0,0
YBR048W,2214,2023,0,3
YBR051W,0,0,0,0
YBR054W,1039,914,61,1
YBR056W,313,304,0,0
YBR056W-A,77,57,0,0
YBR071W,326,299,5,2
YBR072W,219,195,2,0
YBR073W,346,341,NA,0
YBR074W,173,168,NA,1
YBR076W,8,8,NA,0
YBR078W,3561,3341,52,4
YBR083W,164,156,0,NA
YBR084W,648,637,0,0
YBR085W,9,8,1,0
YBR087W,177,152,0,0
YBR094W,196,191,0,NA
YBR096W,304,260,3,1
YBR097W,58,57,NA,0
YBR098W,37,36,0,0
YBR103W,75,65,2,0
YBR104W,94,85,0,0
YBR106W,892,825,0,1
YBR108W,204,201,0,0
YBR110W,119,112,0,0
YBR111W-A,112,93,1,1
YBR114W,51,46,2,0
YBR118W,17231,16409,0,9
YBR119W,82,78,1,0
YBR131W,24,22,0,0
YBR135W,216,189,3,0
YBR136W,47,45,NA,1
YBR137W,179,165,NA,0
YBR139W,445,431,NA,0
YBR141W-A,2,0,0,0
YBR142W,201,194,0,0
YBR145W,74,61,0,0
YBR146W,411,375,4,1
YBR147W,29,21,1,0
YBR148W,17,16,NA,0
YBR149W,836,787,1,0
YBR151W,243,217,6,0
YBR152W,29,28,1,NA
YBR153W,46,41,0,0
YBR155W,130,121,0,0
YBR158W,215,195,11,1
YBR159W,383,346,0,1
YBR160W,332,296,3,0
YBR161W,85,74,1,0
YBR162W-A,312,228,0,2
YBR163W,19,18,1,0
YBR165W,74,66,0,0
YBR168W,25,19,5,NA
YBR171W,234,222,0,1
YBR175W,34,31,NA,0
YBR176W,89,77,0,0
YBR178W,0,0,0,0
YBR183W,129,117,0,0
YBR184W,15,14,NA,0
YBR186W,5,5,0,NA
YBR187W,180,150,3,0
YBR189W,2530,2181,0,1
YBR192W,178,164,8,0
YBR194W,58,36,7,0
YBR199W,244,232,2,0
YBR200W,119,110,3,0
YBR201W,33,28,3,0
YBR202W,277,270,0,0
YBR203W,117,112,2,0
YBR205W,332,308,0,NA
YBR207W,145,134,1,0
YBR210W,52,49,0,0
YBR212W,364,347,11,0
YBR213W,47,44,0,0
YBR214W,467,453,1,0
YBR215W,108,103,0,0
YBR217W,24,15,1,0
YBR225W,88,85,NA,0
YBR228W,20,20,NA,0
YBR230W-A,138,100,0,0
YBR233W,81,77,1,0
YBR233W-A,37,31,0,1
YBR235W,102,96,0,0
YBR237W,40,39,0,0
YBR242W,158,148,5,0
YBR244W,26,21,0,0
YBR246W,83,78,0,0
YBR250W,4,4,0,NA
YBR251W,268,258,0,0
YBR252W,187,144,0,0
YBR253W,58,40,1,0
YBR255W,30,28,0,0
YBR257W,65,63,1,0
YBR259W,27,25,0,0
YBR263W,488,464,0,0
YBR265W,129,122,0,0
YBR267W,193,182,0,0
YBR268W,137,106,0,1
YBR271W,57,51,0,1
YBR274W,68,61,1,0
YBR278W,35,31,0,0
YBR279W,224,207,0,0
YBR282W,275,239,0,1
YBR284W,9,8,0,NA
YBR285W,27,23,NA,0
YBR286W,1564,1509,1,2
YBR287W,280,271,1,0
YBR289W,243,242,0,0
YBR290W,140,132,0,0
YBR293W,13,11,NA,1
YBR294W,0,0,0,0
YBR295W,46,46,NA,0
YBR297W,37,35,0,0
YBR299W,77,72,1,0
YCL064C,72,69,0,0
YCL061C,210,207,0,NA
YCL059C,463,394,1,0
YCL057C-A,644,509,0,0
YCL056C,40,30,NA,0
YCL052C,247,228,0,0
YCL050C,1463,1356,3,1
YCL049C,379,329,1,0
YCL047C,179,163,NA,0
YCL045C,1049,1015,1,0
YCL044C,261,245,0,2
YCL043C,4165,4097,NA,0
YCL041C,253,208,0,NA
YCL038C,145,135,0,0
YCL037C,989,957,1,4
YCL035C,951,780,0,1
YCL033C,350,324,NA,0
YCL031C,322,292,1,1
YCL030C,1129,1064,1,0
YCL029C,140,125,0,2
YCL026C-B,276,261,0,0
YCL026C-A,8,7,NA,0
YCL025C,912,884,0,1
YCL017C,853,788,8,0
YCL016C,121,117,0,0
YCL012C,242,184,1,0
YCL011C,410,392,0,0
YCL010C,100,96,0,0
YCL009C,1561,1402,0,1
YCL008C,161,157,NA,2
YCL002C,45,41,0,0
YCR002C,741,655,3,1
YCR004C,1209,1074,27,0
YCR005C,1291,1241,1,4
YCR007C,13,11,1,0
YCR009C,650,579,3,1
YCR010C,5,3,NA,1
YCR011C,466,454,1,0
YCR014C,21,21,NA,0
YCR015C,63,57,0,1
YCR017C,562,553,0,0
YCR020C,9,9,NA,0
YCR020C-A,143,125,0,1
YCR021C,31,29,0,0
YCR022C,1,0,0,0
YCR023C,131,104,18,1
YCR024C,253,240,0,1
YCR024C-B,9,5,0,2
YCR024C-A,619,311,98,NA
YCR025C,3,0,NA,3
YCR026C,299,284,0,0
YCR027C,94,74,9,0
YCR028C,119,111,0,0
YCR028C-A,871,751,4,2
YCR030C,936,903,8,0
YCR031C,2928,2514,0,11
YCR035C,291,275,0,0
YCR037C,374,362,NA,0
YCR038C,25,24,NA,0
YCR042C,332,328,0,NA
YCR043C,303,252,1,0
YCR044C,139,134,0,0
YCR045C,2,2,0,0
YCR046C,489,464,NA,0
YCR047C,231,214,3,1
YCR054C,153,148,1,0
YCR057C,388,353,0,1
YCR059C,201,195,0,0
YCR064C,0,0,0,0
YCR067C,551,536,3,1
YCR071C,314,267,1,0
YCR072C,315,292,0,0
YCR073C,78,76,1,0
YCR075C,83,78,0,0
YCR076C,144,135,0,0
YCR077C,1237,1203,0,1
YCR084C,1121,1026,38,3
YCR087C-A,217,192,0,2
YCR090C,255,204,0,1
YCR092C,144,143,0,0
YCR095C,100,91,0,0
YCR098C,16,16,NA,0
YCR102C,19,18,0,0
YCL063W,217,203,1,0
YCL058W-A,131,99,0,0
YCL057W,910,885,0,1
YCL055W,168,158,0,0
YCL054W,649,621,0,1
YCL051W,146,138,2,0
YCL048W,14,13,NA,0
YCL040W,2872,2770,NA,3
YCL039W,225,215,0,0
YCL036W,83,79,NA,0
YCL034W,342,330,2,0
YCL032W,167,162,0,0
YCL028W,1217,1167,2,0
YCL027W,21,21,0,0
YCL024W,179,177,1,NA
YCL021W-A,5,3,1,0
YCL018W,103,88,0,0
YCL014W,335,326,0,0
YCL005W-A,452,363,0,1
YCL005W,79,69,0,0
YCL004W,84,69,11,0
YCL001W,392,347,0,1
YCR003W,412,376,0,0
YCR008W,217,183,15,1
YCR012W,13432,12711,9,15
YCR016W,296,274,0,0
YCR019W,84,66,12,0
YCR020W-B,115,76,0,1
YCR032W,78,78,NA,0
YCR033W,204,202,NA,0
YCR034W,1103,998,0,2
YCR036W,392,373,NA,0
YCR045W-A,9,0,9,0
YCR048W,132,127,0,0
YCR051W,359,323,0,0
YCR052W,460,426,0,1
YCR053W,2759,2602,3,2
YCR061W,442,421,0,3
YCR063W,68,42,0,4
YCR065W,216,193,5,0
YCR066W,82,67,0,0
YCR068W,92,82,3,0
YCR069W,363,331,3,1
YCR073W-A,415,391,0,0
YCR075W-A,112,72,0,0
YCR079W,62,58,0,0
YCR081W,78,78,0,NA
YCR082W,236,222,0,0
YCR083W,198,161,0,0
YCR085W,0,0,0,0
YCR086W,195,180,0,NA
YCR088W,2569,2479,0,4
YCR089W,5,5,NA,0
YCR091W,82,77,1,0
YCR093W,1081,1052,0,3
YCR094W,226,208,2,0
YCR095W-A,10,0,9,1
YCR097W,0,0,0,0
YCR105W,16,12,NA,0
YCR106W,29,26,0,NA
YCR107W,5,5,NA,0
YDL243C,10,8,1,1
YDL239C,1,1,NA,0
YDL238C,32,30,0,0
YDL235C,298,267,0,0
YDL234C,160,155,1,0
YDL231C,7,7,NA,0
YDL227C,137,135,NA,0
YDL226C,372,343,0,1
YDL224C,255,244,6,0
YDL222C,37,36,NA,NA
YDL220C,44,37,NA,0
YDL217C,129,110,3,0
YDL216C,26,25,NA,0
YDL215C,265,261,NA,0
YDL214C,13,11,2,0
YDL213C,233,214,0,0
YDL211C,21,21,0,0
YDL209C,44,43,0,0
YDL205C,88,78,1,0
YDL203C,106,102,2,0
YDL200C,55,50,NA,0
YDL199C,38,37,0,0
YDL198C,547,471,0,0
YDL197C,14,14,0,0
YDL190C,248,224,11,0
YDL188C,243,225,7,2
YDL187C,1,0,1,NA
YDL184C,1246,317,0,12
YDL183C,41,38,0,0
YDL177C,17,15,1,0
YDL175C,95,88,0,0
YDL174C,367,352,0,NA
YDL171C,1290,1240,26,NA
YDL169C,20,17,NA,0
YDL167C,111,107,0,0
YDL166C,122,102,2,0
YDL164C,163,159,0,1
YDL160C-A,23,17,0,0
YDL160C,483,451,6,3
YDL157C,202,159,2,0
YDL153C,223,215,0,0
YDL148C,250,245,0,NA
YDL145C,865,837,17,0
YDL144C,116,104,0,0
YDL142C,60,56,0,0
YDL140C,728,713,NA,0
YDL139C,40,32,NA,0
YDL135C,236,218,1,0
YDL134C,289,265,12,0
YDL133C-A,1240,317,0,14
YDL126C,2420,2348,2,1
YDL125C,409,382,NA,0
YDL121C,156,141,0,0
YDL119C,104,94,0,0
YDL115C,68,63,0,0
YDL113C,109,107,0,0
YDL111C,127,120,1,0
YDL110C,368,331,5,1
YDL109C,10,3,NA,5
YDL106C,116,114,0,0
YDL104C,50,46,0,0
YDL103C,471,449,0,0
YDL101C,156,149,0,0
YDL100C,797,738,0,0
YDL098C,21,18,0,0
YDL097C,583,554,2,0
YDL094C,0,0,0,0
YDL091C,86,82,1,1
YDL090C,73,69,0,0
YDL088C,188,183,2,0
YDL087C,33,32,0,0
YDL086C-A,0,0,0,0
YDL085C-A,79,65,0,0
YDL083C,1700,1373,0,10
YDL081C,1484,1189,29,10
YDL080C,33,33,NA,0
YDL079C,6,6,NA,0
YDL078C,519,477,0,1
YDL077C,73,73,NA,0
YDL076C,67,60,5,0
YDL074C,171,164,0,0
YDL072C,575,480,5,2
YDL069C,25,20,0,0
YDL067C,308,227,0,2
YDL065C,192,174,0,0
YDL063C,127,123,1,0
YDL061C,759,429,0,6
YDL059C,23,22,1,NA
YDL055C,2911,2672,55,2
YDL054C,109,104,2,0
YDL053C,284,247,12,0
YDL052C,231,213,0,0
YDL049C,15,15,0,0
YDL048C,63,62,0,1
YDL045C,61,57,2,0
YDL044C,104,99,0,0
YDL043C,75,65,0,0
YDL042C,116,105,0,0
YDL040C,529,499,0,0
YDL039C,25,23,NA,0
YDL036C,54,50,NA,0
YDL035C,106,102,NA,0
YDL033C,53,52,0,0
YDL028C,86,79,4,0
YDL027C,95,71,2,0
YDL025C,78,73,0,0
YDL024C,4,3,NA,0
YDL020C,265,251,1,0
YDL019C,277,274,NA,0
YDL018C,142,125,1,0
YDL015C,508,462,2,NA
YDL012C,209,184,0,1
YDL009C,0,0,0,0
YDL005C,150,144,0,0
YDL002C,88,84,0,0
YDR001C,603,597,NA,0
YDR005C,115,112,0,0
YDR006C,122,111,7,0
YDR008C,7,7,NA,0
YDR010C,1,0,1,0
YDR016C,38,29,0,0
YDR017C,138,134,NA,0
YDR018C,32,32,NA,0
YDR019C,307,288,NA,0
YDR020C,52,47,NA,0
YDR022C,49,46,0,0
YDR026C,59,56,1,0
YDR027C,74,69,0,0
YDR028C,351,347,NA,0
YDR030C,26,26,0,0
YDR032C,986,855,15,0
YDR034C,104,101,3,0
YDR036C,193,187,0,0
YDR038C,304,298,NA,0
YDR042C,3,2,NA,0
YDR045C,115,77,3,2
YDR046C,384,350,5,1
YDR048C,1,0,1,0
YDR050C,4910,4547,3,8
YDR051C,137,129,0,0
YDR052C,118,114,0,0
YDR054C,261,230,5,4
YDR056C,175,157,6,0
YDR058C,34,29,0,0
YDR059C,133,120,0,0
YDR066C,24,20,2,0
YDR067C,69,61,0,0
YDR069C,94,92,NA,1
YDR070C,33,24,0,0
YDR071C,392,332,13,0
YDR072C,203,186,7,1
YDR078C,10,8,0,0
YDR079C-A,57,42,0,0
YDR081C,112,107,0,0
YDR084C,147,126,0,0
YDR085C,108,101,NA,0
YDR086C,476,331,22,3
YDR087C,196,177,1,0
YDR088C,92,84,1,1
YDR090C,76,60,6,0
YDR091C,626,600,3,0
YDR097C,164,155,1,0
YDR098C,483,471,NA,0
YDR101C,352,336,0,1
YDR104C,25,25,NA,0
YDR105C,103,91,2,0
YDR107C,37,35,0,1
YDR109C,32,32,NA,0
YDR111C,53,46,3,0
YDR113C,80,76,0,0
YDR116C,329,317,0,0
YDR117C,162,154,0,0
YDR120C,200,195,NA,0
YDR123C,51,40,1,0
YDR125C,16,16,NA,0
YDR129C,1227,1183,0,2
YDR130C,76,73,0,0
YDR131C,47,42,1,0
YDR132C,44,42,1,0
YDR133C,377,12,311,0
YDR135C,479,474,NA,0
YDR139C,119,81,0,2
YDR141C,166,164,NA,NA
YDR142C,43,36,2,0
YDR143C,163,156,4,1
YDR144C,203,190,2,0
YDR146C,345,341,NA,0
YDR148C,743,711,0,0
YDR151C,126,124,0,0
YDR153C,289,257,4,0
YDR162C,102,87,1,0
YDR164C,109,104,0,0
YDR166C,133,132,NA,0
YDR169C,187,171,10,1
YDR170C,618,612,NA,0
YDR173C,49,47,1,NA
YDR175C,279,250,1,0
YDR179C,35,35,0,0
YDR181C,68,62,0,0
YDR185C,26,25,0,0
YDR186C,156,153,0,0
YDR190C,521,491,1,0
YDR192C,103,99,0,0
YDR194C,572,546,0,0
YDR196C,93,86,NA,0
YDR198C,44,41,0,0
YDR200C,74,69,1,0
YDR202C,53,50,0,0
YDR207C,100,97,1,NA
YDR215C,1,0,0,0
YDR217C,102,101,0,NA
YDR218C,11,11,NA,0
YDR219C,94,91,NA,0
YDR224C,1067,885,6,4
YDR228C,145,140,0,0
YDR231C,116,110,0,0
YDR233C,1328,1246,4,2
YDR236C,66,65,0,0
YDR238C,992,969,0,0
YDR239C,114,109,0,0
YDR240C,38,35,0,0
YDR243C,64,64,0,0
YDR248C,103,85,1,0
YDR249C,13,13,0,0
YDR253C,5,3,0,0
YDR255C,54,49,2,0
YDR256C,2,2,NA,0
YDR257C,124,116,0,0
YDR258C,960,916,0,0
YDR259C,43,35,3,0
YDR260C,71,57,0,0
YDR261C,285,282,0,0
YDR263C,23,20,1,0
YDR264C,177,168,0,0
YDR266C,227,216,6,0
YDR267C,55,54,0,0
YDR271C,2,1,NA,1
YDR274C,0,0,0,0
YDR276C,547,412,4,8
YDR277C,104,92,4,0
YDR281C,2,2,0,0
YDR282C,27,25,0,1
YDR283C,90,87,NA,0
YDR284C,302,258,13,1
YDR286C,48,37,NA,1
YDR289C,132,121,0,0
YDR292C,221,212,0,0
YDR293C,466,444,16,NA
YDR294C,346,335,0,0
YDR295C,69,63,1,0
YDR298C,642,579,13,0
YDR300C,163,151,1,0
YDR303C,178,158,2,0
YDR304C,526,455,0,1
YDR305C,99,96,NA,0
YDR306C,77,70,0,0
YDR308C,96,77,2,1
YDR309C,288,269,2,0
YDR310C,183,171,4,0
YDR313C,36,33,0,0
YDR314C,15,15,0,0
YDR315C,27,26,0,0
YDR319C,47,39,3,0
YDR320C,184,180,0,0
YDR320C-A,54,44,NA,0
YDR322C-A,288,233,0,1
YDR323C,34,31,0,0
YDR324C,319,315,NA,1
YDR326C,174,173,NA,0
YDR328C,350,282,4,0
YDR329C,98,96,0,0
YDR333C,152,145,0,0
YDR338C,53,50,0,0
YDR339C,206,180,0,0
YDR341C,1145,1099,0,1
YDR342C,2426,2364,11,0
YDR343C,2361,2301,11,0
YDR345C,2418,2327,1,0
YDR346C,423,401,3,0
YDR348C,240,229,7,0
YDR349C,158,148,3,0
YDR350C,44,39,0,0
YDR357C,110,100,4,1
YDR359C,83,76,6,0
YDR361C,152,142,0,1
YDR362C,42,40,0,0
YDR364C,39,35,0,0
YDR365C,266,257,1,1
YDR366C,5,5,0,NA
YDR369C,68,66,NA,0
YDR370C,45,45,0,0
YDR372C,293,254,13,0
YDR375C,204,193,0,0
YDR378C,172,142,0,2
YDR379C-A,63,47,0,2
YDR381C-A,90,79,NA,0
YDR383C,36,28,0,0
YDR384C,198,175,1,0
YDR387C,27,21,4,0
YDR390C,133,128,0,0
YDR391C,123,109,0,0
YDR397C,118,99,5,0
YDR402C,3,3,NA,0
YDR404C,147,116,10,2
YDR407C,88,84,0,0
YDR408C,177,156,0,0
YDR410C,57,49,0,0
YDR411C,206,193,0,0
YDR414C,50,45,1,0
YDR415C,101,93,0,0
YDR422C,118,113,1,0
YDR423C,78,78,NA,0
YDR424C,148,120,1,0
YDR426C,0,0,0,0
YDR428C,109,98,0,0
YDR429C,627,584,0,2
YDR430C,333,321,1,0
YDR435C,64,61,0,0
YDR441C,130,111,5,0
YDR443C,80,76,NA,2
YDR445C,12,12,NA,0
YDR447C,1763,1420,0,2
YDR449C,130,127,0,0
YDR451C,191,182,0,1
YDR453C,24,19,0,0
YDR454C,670,605,0,0
YDR458C,156,150,0,0
YDR459C,13,11,0,0
YDR461C-A,55,38,0,0
YDR465C,159,144,0,2
YDR468C,127,106,5,0
YDR470C,133,122,1,0
YDR473C,61,58,0,0
YDR475C,61,59,1,0
YDR476C,143,126,0,0
YDR479C,58,56,0,0
YDR481C,264,241,2,0
YDR482C,31,27,0,0
YDR485C,104,102,0,0
YDR486C,226,207,0,0
YDR487C,522,483,1,0
YDR488C,15,14,NA,1
