trx,cds,utr5,utr3,
YBL057C,156,115,0,18
YBL055C,144,132,0,7
YBL052C,196,183,10,0
YBL051C,559,456,11,71
YBL047C,1722,1575,56,61
YBL045C,1591,1249,86,175
YBL042C,619,567,8,16
YBL040C,353,289,12,23
YBL039C,1099,1016,NA,69
YBL036C,278,217,0,34
YBL035C,179,170,1,1
YBL034C,293,283,NA,8
YBL033C,158,142,2,5
YBL030C,3410,2206,340,693
YBL029C-A,102,48,15,21
YBL028C,181,91,3,55
YBL023C,420,375,5,31
YBL022C,925,875,12,20
YBL021C,38,24,0,6
YBL018C,132,105,6,6
YBL017C,974,944,NA,17
YBL014C,209,200,1,5
YBL010C,61,51,NA,9
YBL007C,1384,1321,18,16
YBL006C,168,113,0,51
YBL003C,1508,942,23,340
YBL001C,429,296,0,54
YBR001C,287,262,7,10
YBR002C,101,82,0,12
YBR004C,141,122,0,10
YBR007C,170,162,NA,6
YBR008C,84,72,5,5
YBR009C,1618,1121,54,329
YBR011C,3386,2727,51,403
YBR012C,1,0,NA,1
YBR013C,1,0,1,NA
YBR014C,211,151,5,31
YBR015C,971,811,27,88
YBR017C,608,567,7,18
YBR018C,13,8,0,4
YBR019C,11,8,NA,2
YBR023C,1080,1045,NA,27
YBR025C,2514,2068,30,288
YBR026C,399,333,NA,43
YBR028C,196,175,11,3
YBR029C,561,484,11,37
YBR034C,430,346,0,47
YBR035C,515,413,5,55
YBR036C,665,527,9,83
YBR037C,213,179,3,16
YBR042C,127,111,0,8
YBR043C,255,222,13,10
YBR044C,161,144,1,4
YBR045C,48,44,NA,3
YBR046C,119,90,3,14
YBR049C,420,365,10,35
YBR050C,3,2,1,0
YBR052C,303,227,33,11
YBR053C,285,261,0,13
YBR055C,189,179,0,4
YBR057C,139,105,12,13
YBR058C,285,274,0,1
YBR058C-A,206,111,2,52
YBR059C,707,675,15,NA
YBR060C,151,138,3,4
YBR061C,179,144,0,27
YBR062C,108,86,0,12
YBR063C,124,105,4,10
YBR065C,100,90,3,NA
YBR066C,45,40,NA,5
YBR067C,1097,837,34,135
YBR068C,1216,1016,9,154
YBR069C,774,658,30,58
YBR070C,89,81,0,1
YBR072C-A,3,1,NA,2
YBR076C-A,37,15,NA,19
YBR077C,118,88,19,NA
YBR079C,2088,1974,15,64
YBR080C,621,571,1,33
YBR081C,304,293,NA,10
YBR082C,1591,1072,129,207
YBR084C-A,4334,3495,5,193
YBR085C-A,1086,357,30,529
YBR086C,1495,1287,109,68
YBR088C,460,417,11,6
YBR089C-A,304,159,NA,111
YBR091C,90,57,5,18
YBR092C,1821,1694,8,27
YBR093C,625,605,4,7
YBR095C,96,89,2,3
YBR099C,12,4,8,NA
YBR101C,248,218,6,7
YBR102C,237,212,4,17
YBR103C-A,1,0,NA,1
YBR105C,79,65,0,8
YBR107C,37,15,1,17
YBR109C,1213,745,27,293
YBR111C,442,389,NA,31
YBR112C,1328,1291,NA,29
YBR115C,1363,1317,NA,31
YBR120C,118,76,19,12
YBR121C,2394,2262,59,NA
YBR122C,340,213,13,83
YBR123C,164,154,4,1
YBR125C,231,172,21,32
YBR126C,1095,930,61,63
YBR127C,2942,2540,29,290
YBR128C,16,15,0,NA
YBR129C,115,94,3,8
YBR130C,198,173,4,12
YBR132C,210,143,18,40
YBR133C,415,367,17,18
YBR138C,145,124,0,14
YBR140C,1018,1002,NA,12
YBR141C,42,38,0,3
YBR143C,1182,1010,9,105
YBR144C,0,0,0,0
YBR150C,238,229,0,4
YBR154C,395,299,16,41
YBR156C,111,98,1,9
YBR157C,27,25,NA,2
YBR162C,2475,2010,198,173
YBR164C,260,170,32,29
YBR166C,291,267,1,9
YBR167C,47,38,NA,8
YBR169C,360,307,1,30
YBR170C,205,189,4,9
YBR172C,368,323,13,20
YBR173C,317,209,3,82
YBR174C,6,0,0,6
YBR177C,842,717,3,81
YBR179C,288,256,8,6
YBR181C,6956,6102,62,321
YBR182C,79,58,NA,19
YBR182C-A,4,2,0,1
YBR185C,226,181,0,28
YBR188C,84,51,6,19
YBR193C,98,57,3,22
YBR195C,105,92,0,8
YBR196C,8208,7135,98,553
YBR197C,96,55,0,38
YBR198C,357,329,4,11
YBR201C-A,32,9,0,19
YBR204C,145,106,6,24
YBR208C,517,442,57,14
YBR211C,41,36,1,NA
YBR216C,153,134,0,13
YBR218C,2259,2153,7,55
YBR221C,1829,1173,304,227
YBR222C,560,488,8,29
YBR223C,79,67,0,11
YBR229C,636,615,0,10
YBR230C,379,263,8,61
YBR231C,57,45,6,2
YBR234C,654,579,12,29
YBR236C,202,165,3,21
YBR238C,220,210,NA,NA
YBR239C,118,104,3,7
YBR240C,27,24,NA,3
YBR241C,116,111,1,1
YBR243C,224,200,1,16
YBR245C,441,440,NA,NA
YBR247C,364,302,0,34
YBR248C,416,364,10,21
YBR249C,2385,1985,120,178
YBR254C,70,51,0,11
YBR255C-A,60,32,1,13
YBR256C,536,457,0,42
YBR258C,38,24,0,6
YBR260C,252,229,0,14
YBR261C,234,166,5,35
YBR262C,156,97,7,35
YBR264C,52,44,0,2
YBR269C,206,117,0,56
YBR270C,38,36,2,0
YBR272C,184,157,0,22
YBR273C,214,187,1,14
YBR275C,375,372,NA,NA
YBR276C,390,368,5,6
YBR277C,0,0,0,0
YBR280C,103,94,0,8
YBR281C,285,269,1,11
YBR283C,1046,904,56,70
YBR288C,263,238,1,10
YBR291C,92,76,1,6
YBR292C,54,3,47,NA
YBR296C,15,13,0,2
YBR298C,67,43,19,1
YBL102W,290,225,11,33
YBL100W-C,1,0,0,0
YBL099W,3447,2649,462,223
YBL098W,369,348,NA,3
YBL097W,116,101,3,9
YBL095W,113,90,0,15
YBL092W,5638,4133,241,719
YBL090W,143,105,3,22
YBL089W,109,90,2,8
YBL085W,341,319,NA,11
YBL081W,277,255,13,5
YBL079W,864,849,4,NA
YBL071W-A,127,43,17,54
YBL068W,258,218,4,17
YBL063W,136,135,0,NA
YBL060W,95,93,0,0
YBL059W,48,40,NA,5
YBL058W,533,426,7,66
YBL056W,615,476,7,108
YBL054W,170,146,10,12
YBL050W,322,243,25,16
YBL048W,13,7,NA,3
YBL046W,109,84,NA,18
YBL043W,24,12,4,6
YBL041W,479,390,3,31
YBL039W-B,36,4,7,18
YBL038W,203,149,12,11
YBL037W,366,329,9,18
YBL032W,429,313,31,53
YBL031W,59,51,0,6
YBL029W,67,57,NA,9
YBL027W,4746,3592,60,475
YBL026W,261,118,45,68
YBL025W,39,16,4,14
YBL024W,624,605,5,NA
YBL020W,188,176,2,5
YBL019W,67,61,NA,4
YBL016W,206,173,NA,24
YBL015W,282,237,7,27
YBL011W,435,390,8,29
YBL009W,189,173,4,6
YBL008W,171,163,NA,7
YBL005W,149,131,1,12
YBL004W,1379,1368,NA,4
YBL002W,1128,737,4,228
YBR003W,299,264,1,17
YBR005W,102,71,8,20
YBR006W,88,72,5,9
YBR010W,2315,1699,43,304
YBR016W,213,123,7,52
YBR020W,25,20,2,2
YBR021W,282,248,7,21
YBR022W,83,55,7,10
YBR024W,97,89,5,NA
YBR030W,119,109,6,0
YBR031W,8726,7621,0,487
YBR033W,31,28,NA,3
YBR038W,817,733,6,60
YBR039W,963,707,35,139
YBR041W,413,370,5,22
YBR047W,15,9,0,2
YBR048W,4693,3458,0,835
YBR051W,0,0,0,0
YBR054W,1873,1164,256,382
YBR056W,314,302,0,5
YBR056W-A,116,22,3,77
YBR071W,362,217,19,90
YBR072W,106,74,7,15
YBR073W,646,628,NA,12
YBR074W,524,503,NA,5
YBR076W,9,9,NA,0
YBR078W,6563,4907,465,854
YBR083W,271,252,11,NA
YBR084W,1321,1244,0,44
YBR085W,22,17,0,2
YBR087W,215,187,0,15
YBR094W,276,259,8,NA
YBR096W,371,291,13,36
YBR097W,232,225,NA,4
YBR098W,87,83,0,3
YBR103W,135,115,9,5
YBR104W,137,114,9,4
YBR106W,1335,1002,43,186
YBR108W,325,306,1,14
YBR110W,211,182,0,17
YBR111W-A,117,49,4,45
YBR114W,125,117,2,3
YBR118W,44482,40875,61,1369
YBR119W,106,87,4,7
YBR131W,67,63,0,3
YBR135W,243,173,19,25
YBR136W,341,308,NA,31
YBR137W,146,120,NA,25
YBR139W,546,482,NA,44
YBR141W-A,11,1,0,9
YBR142W,378,341,5,24
YBR145W,126,107,4,6
YBR146W,477,329,19,91
YBR147W,59,51,4,1
YBR148W,42,41,NA,1
YBR149W,855,697,16,78
YBR151W,421,291,35,52
YBR152W,37,34,1,NA
YBR153W,75,54,1,11
YBR155W,110,99,1,3
YBR158W,502,387,54,51
YBR159W,501,432,17,30
YBR160W,287,232,18,18
YBR161W,122,95,4,13
YBR162W-A,284,122,0,52
YBR163W,116,110,4,0
YBR165W,99,81,4,8
YBR168W,65,50,11,NA
YBR171W,204,140,2,32
YBR175W,57,46,NA,8
YBR176W,101,83,3,7
YBR178W,4,4,0,0
YBR183W,177,145,7,3
YBR184W,20,16,NA,2
YBR186W,8,8,0,NA
YBR187W,401,287,30,54
YBR189W,4545,3444,75,398
YBR192W,232,156,35,33
YBR194W,77,39,8,17
YBR199W,421,355,23,22
YBR200W,238,190,5,33
YBR201W,96,58,23,8
YBR202W,454,400,5,24
YBR203W,309,272,9,21
YBR205W,500,462,8,NA
YBR207W,201,166,3,16
YBR210W,71,62,1,0
YBR212W,355,269,54,25
YBR213W,75,57,2,8
YBR214W,432,371,10,26
YBR215W,150,129,0,12
YBR217W,40,21,2,14
YBR225W,191,175,NA,14
YBR228W,43,37,NA,4
YBR230W-A,85,31,4,34
YBR233W,105,91,2,4
YBR233W-A,60,31,1,22
YBR235W,268,261,2,5
YBR237W,141,131,3,4
YBR242W,235,169,32,15
YBR244W,37,30,1,3
YBR246W,168,139,2,14
YBR250W,20,15,3,NA
YBR251W,220,192,3,10
YBR252W,227,156,0,34
YBR253W,94,65,15,3
YBR255W,86,79,0,5
YBR257W,56,45,3,0
YBR259W,125,119,0,5
YBR263W,654,613,2,9
YBR265W,184,154,0,23
YBR267W,198,158,0,21
YBR268W,171,99,0,53
YBR271W,97,83,1,3
YBR274W,154,141,3,1
YBR278W,69,54,1,7
YBR279W,236,208,4,13
YBR282W,182,121,4,27
YBR284W,68,59,5,NA
YBR285W,14,9,NA,5
YBR286W,2105,1923,9,73
YBR287W,407,360,9,21
YBR289W,427,416,0,0
YBR290W,134,120,0,6
YBR293W,86,74,NA,11
YBR294W,6,4,NA,0
YBR295W,207,198,NA,4
YBR297W,88,68,1,15
YBR299W,102,96,0,2
YCL064C,106,84,0,10
YCL061C,409,396,4,NA
YCL059C,586,461,11,72
YCL057C-A,606,419,11,18
YCL056C,72,65,NA,0
YCL052C,574,455,14,72
YCL050C,1335,1133,24,87
YCL049C,531,430,6,53
YCL047C,265,241,NA,14
YCL045C,1674,1540,31,36
YCL044C,391,337,10,32
YCL043C,5834,5466,NA,189
YCL041C,495,452,1,NA
YCL038C,277,262,3,5
YCL037C,1615,1155,51,351
YCL035C,998,609,8,189
YCL033C,377,328,NA,31
YCL031C,523,445,6,39
YCL030C,1574,1428,22,65
YCL029C,272,193,2,62
YCL026C-B,132,103,5,10
YCL026C-A,8,5,NA,3
YCL025C,1754,1622,16,63
YCL017C,1253,1062,74,63
YCL016C,177,144,2,20
YCL012C,334,208,8,47
YCL011C,871,785,5,47
YCL010C,184,163,0,6
YCL009C,3455,2818,0,436
YCL008C,383,329,NA,45
YCL002C,175,142,0,23
YCR002C,860,712,46,34
YCR004C,1364,864,164,201
YCR005C,1549,1251,32,159
YCR007C,50,32,11,4
YCR009C,768,624,25,81
YCR010C,5,2,NA,2
YCR011C,1013,949,20,24
YCR014C,112,100,NA,5
YCR015C,111,101,0,7
YCR017C,1569,1445,13,76
YCR020C,55,41,NA,3
YCR020C-A,231,130,0,66
YCR021C,48,38,3,3
YCR022C,9,3,0,6
YCR023C,436,350,12,51
YCR024C,342,292,0,31
YCR024C-B,3093,1479,0,1033
YCR024C-A,1733,538,852,NA
YCR025C,17,12,NA,4
YCR026C,637,541,9,70
YCR027C,188,81,22,68
YCR028C,314,250,10,38
YCR028C-A,907,429,49,279
YCR030C,1209,1080,23,68
YCR031C,8179,5655,0,1324
YCR035C,362,308,0,34
YCR037C,716,672,NA,23
YCR038C,148,119,NA,11
YCR042C,790,772,1,NA
YCR043C,513,317,14,104
YCR044C,258,226,0,13
YCR045C,5,3,1,0
YCR046C,554,430,NA,69
YCR047C,304,198,8,79
YCR054C,200,179,3,12
YCR057C,1056,958,7,58
YCR059C,420,340,0,57
YCR064C,9,7,NA,NA
YCR067C,1103,1035,29,19
YCR071C,318,236,16,26
YCR072C,441,397,2,23
YCR073C,460,445,1,6
YCR075C,157,128,0,16
YCR076C,127,109,0,12
YCR077C,1691,1559,16,80
YCR084C,2500,2044,191,186
YCR087C-A,265,193,8,27
YCR090C,429,325,15,36
YCR092C,327,298,0,18
YCR095C,192,155,8,11
YCR098C,50,44,NA,6
YCR102C,50,39,3,7
YCL063W,322,266,3,33
YCL058W-A,104,75,0,13
YCL057W,1246,1162,0,67
YCL055W,176,146,0,17
YCL054W,804,744,0,27
YCL051W,275,221,31,6
YCL048W,16,12,NA,1
YCL040W,3269,2818,NA,332
YCL039W,425,406,0,7
YCL036W,236,211,NA,16
YCL034W,476,404,1,20
YCL032W,235,200,2,18
YCL028W,1044,898,9,58
YCL027W,44,35,2,3
YCL024W,496,482,4,NA
YCL021W-A,65,37,9,6
YCL018W,387,364,3,6
YCL014W,1190,1123,30,17
YCL005W-A,669,392,27,120
YCL005W,201,169,2,21
YCL004W,203,176,7,8
YCL001W,488,390,2,44
YCR003W,383,288,3,50
YCR008W,901,633,158,91
YCR012W,33404,28311,297,2849
YCR016W,264,214,0,30
YCR019W,172,128,17,18
YCR020W-B,195,46,0,127
YCR032W,582,572,NA,9
YCR033W,751,706,NA,41
YCR034W,1825,1578,7,113
YCR036W,472,409,NA,21
YCR045W-A,114,21,34,53
YCR048W,382,339,4,25
YCR051W,477,302,4,127
YCR052W,830,649,8,120
YCR053W,3918,3596,80,89
YCR061W,642,510,5,102
YCR063W,156,66,0,80
YCR065W,650,483,26,106
YCR066W,135,117,0,7
YCR068W,205,181,15,2
YCR069W,609,430,71,71
YCR073W-A,457,401,0,17
YCR075W-A,118,73,0,25
YCR079W,213,185,2,18
YCR081W,404,399,0,NA
YCR082W,409,289,10,45
YCR083W,233,182,0,21
YCR085W,5,4,1,NA
YCR086W,145,126,2,NA
YCR088W,2137,1850,51,146
YCR089W,340,334,NA,3
YCR091W,127,119,0,4
YCR093W,3149,3069,4,40
YCR094W,419,333,3,64
YCR095W-A,91,5,6,78
YCR097W,0,0,0,0
YCR105W,18,15,NA,2
YCR106W,219,215,0,NA
YCR107W,149,105,NA,38
YDL243C,60,41,16,3
YDL239C,82,77,NA,2
YDL238C,93,88,2,0
YDL235C,378,222,50,64
YDL234C,262,230,15,6
YDL231C,249,242,NA,4
YDL227C,166,161,NA,5
YDL226C,453,358,0,65
YDL224C,509,392,68,24
YDL222C,15,15,NA,NA
YDL220C,137,120,NA,15
YDL217C,146,109,18,4
YDL216C,56,48,NA,7
YDL215C,409,382,NA,22
YDL214C,29,24,2,3
YDL213C,242,202,0,15
YDL211C,56,49,1,4
YDL209C,67,51,0,12
YDL205C,136,104,16,12
YDL203C,202,159,14,17
YDL200C,51,43,NA,3
YDL199C,55,50,1,2
YDL198C,533,423,5,59
YDL197C,101,90,0,7
YDL190C,519,448,22,34
YDL188C,427,344,27,35
YDL187C,13,3,9,NA
YDL184C,4382,396,56,2987
YDL183C,38,29,2,2
YDL177C,37,32,0,4
YDL175C,104,88,1,11
YDL174C,474,454,0,NA
YDL171C,4093,3899,148,NA
YDL169C,39,32,NA,6
YDL167C,318,273,2,29
YDL166C,147,121,2,16
YDL164C,260,231,0,23
YDL160C-A,68,23,2,26
YDL160C,655,444,72,121
YDL157C,190,130,1,7
YDL153C,282,255,1,13
YDL148C,363,346,2,NA
YDL145C,2173,1927,107,80
YDL144C,191,167,0,16
YDL142C,113,96,3,6
YDL140C,2033,1965,NA,41
YDL139C,42,33,NA,6
YDL135C,304,187,6,93
YDL134C,527,380,100,20
YDL133C-A,4521,396,0,3150
YDL126C,3162,2998,35,25
YDL125C,501,371,NA,84
YDL121C,177,115,0,44
YDL119C,114,84,3,19
YDL115C,83,69,0,7
YDL113C,149,127,5,9
YDL111C,225,187,10,8
YDL110C,252,148,10,67
YDL109C,69,56,NA,11
YDL106C,195,176,1,9
YDL104C,32,30,0,1
YDL103C,391,341,10,12
YDL101C,216,187,0,11
YDL100C,992,840,20,75
YDL098C,45,37,0,7
YDL097C,741,670,4,42
YDL094C,4,4,0,0
YDL091C,112,97,3,5
YDL090C,93,79,0,9
YDL088C,287,252,8,21
YDL087C,47,34,0,8
YDL086C-A,9,4,0,5
YDL085C-A,97,27,15,36
YDL083C,3757,2549,0,712
YDL081C,3176,1542,325,676
YDL080C,149,134,NA,9
YDL079C,18,17,NA,1
YDL078C,597,506,16,16
YDL077C,237,231,NA,5
YDL076C,116,82,4,22
YDL074C,383,345,4,17
YDL072C,685,493,41,97
YDL069C,58,42,5,5
YDL067C,383,96,17,161
YDL065C,147,131,0,1
YDL063C,355,322,14,9
YDL061C,1812,716,0,648
YDL059C,25,21,3,NA
YDL055C,4813,3582,511,521
YDL054C,175,163,3,4
YDL053C,329,190,66,45
YDL052C,301,261,2,13
YDL049C,50,39,2,7
YDL048C,92,85,0,5
YDL045C,117,99,7,4
YDL044C,107,81,0,13
YDL043C,102,63,3,30
YDL042C,153,135,5,6
YDL040C,921,867,4,26
YDL039C,39,37,NA,2
YDL036C,123,105,NA,14
YDL035C,330,308,NA,18
YDL033C,86,73,0,10
YDL028C,228,200,9,12
YDL027C,183,147,4,20
YDL025C,194,168,16,4
YDL024C,22,13,NA,9
YDL020C,406,322,40,33
YDL019C,572,552,NA,13
YDL018C,147,105,11,11
YDL015C,580,538,15,NA
YDL012C,199,123,0,47
YDL009C,12,5,7,NA
YDL005C,214,175,0,29
YDL002C,93,57,3,24
YDR001C,847,776,NA,50
YDR005C,165,138,9,9
YDR006C,304,275,14,9
YDR008C,15,4,NA,11
YDR010C,5,3,2,0
YDR016C,76,40,0,26
YDR017C,318,292,NA,17
YDR018C,36,28,NA,7
YDR019C,306,264,NA,33
YDR020C,78,43,NA,32
YDR022C,41,36,0,3
YDR026C,127,109,4,5
YDR027C,208,188,8,7
YDR028C,942,846,NA,84
YDR030C,75,68,0,3
YDR032C,992,654,62,150
YDR034C,227,207,10,6
YDR036C,219,198,0,16
YDR038C,917,899,NA,11
YDR042C,11,10,NA,0
YDR045C,197,81,55,46
YDR046C,699,619,29,25
YDR048C,5,0,4,1
YDR050C,8863,7461,162,511
YDR051C,187,162,11,9
YDR052C,277,213,17,42
YDR054C,461,268,48,128
YDR056C,221,170,11,22
YDR058C,45,37,0,6
YDR059C,136,100,0,20
YDR066C,34,24,4,2
YDR067C,85,69,1,2
YDR069C,219,201,NA,17
YDR070C,10,4,0,4
YDR071C,478,347,23,46
YDR072C,394,323,24,26
YDR078C,17,16,0,1
YDR079C-A,79,34,3,31
YDR081C,225,210,6,4
YDR084C,150,105,0,29
YDR085C,253,230,NA,20
YDR086C,960,369,145,356
YDR087C,185,161,3,12
YDR088C,92,59,18,13
YDR090C,117,82,4,21
YDR091C,1063,855,29,149
YDR097C,314,295,5,8
YDR098C,441,414,NA,16
YDR101C,562,521,0,23
YDR104C,133,128,NA,4
YDR105C,211,186,8,7
YDR107C,85,75,0,8
YDR109C,116,108,NA,7
YDR111C,110,87,13,9
YDR113C,82,69,2,6
YDR116C,277,231,0,26
YDR117C,175,165,2,3
YDR120C,409,368,NA,38
YDR123C,93,55,2,34
YDR125C,56,26,NA,29
YDR129C,1124,959,9,115
YDR130C,99,78,0,14
YDR131C,108,101,1,3
YDR132C,60,48,2,8
YDR133C,1217,475,412,175
YDR135C,1332,1300,NA,24
YDR139C,191,89,5,59
YDR141C,621,619,NA,NA
YDR142C,99,82,7,4
YDR143C,293,236,22,25
YDR144C,383,328,15,27
YDR146C,442,415,NA,19
YDR148C,620,514,1,69
YDR151C,195,152,10,18
YDR153C,304,241,16,33
YDR162C,127,78,15,25
YDR164C,221,203,1,6
YDR166C,280,269,NA,1
YDR169C,286,186,53,42
YDR170C,1975,1903,NA,63
YDR173C,74,66,1,NA
YDR175C,208,180,4,16
YDR179C,39,31,0,6
YDR181C,109,96,0,12
YDR185C,43,23,7,6
YDR186C,470,429,7,19
YDR190C,563,487,9,36
YDR192C,121,107,2,4
YDR194C,886,793,5,61
YDR196C,75,62,NA,7
YDR198C,104,99,0,3
YDR200C,168,152,5,9
YDR202C,95,86,1,3
YDR207C,144,137,6,NA
YDR215C,11,2,0,9
YDR217C,255,249,0,NA
YDR218C,12,10,NA,0
YDR219C,141,120,NA,17
YDR224C,1335,967,49,123
YDR228C,188,172,8,1
YDR231C,163,124,0,29
YDR233C,1905,1481,50,231
YDR236C,104,78,6,7
YDR238C,1628,1472,10,92
YDR239C,154,146,0,6
YDR240C,78,77,0,0
YDR243C,102,75,0,26
YDR248C,151,121,10,9
YDR249C,54,45,1,5
YDR253C,18,10,5,1
YDR255C,106,63,0,38
YDR256C,8,7,NA,1
YDR257C,189,152,0,30
YDR258C,952,888,2,34
YDR259C,68,47,12,6
YDR260C,79,40,0,37
YDR261C,517,462,4,36
YDR263C,39,37,0,2
YDR264C,497,411,16,55
YDR266C,405,341,28,28
YDR267C,109,88,4,9
YDR271C,6,2,NA,4
YDR274C,0,0,0,0
YDR276C,1305,326,81,624
YDR277C,130,96,6,23
YDR281C,4,1,0,1
YDR282C,85,53,0,29
YDR283C,457,440,NA,13
YDR284C,437,293,97,22
YDR286C,71,42,NA,12
YDR289C,144,123,1,8
YDR292C,313,275,21,6
YDR293C,1105,943,151,NA
YDR294C,535,496,4,12
YDR295C,162,143,13,2
YDR298C,708,390,95,155
YDR300C,256,228,4,12
YDR303C,325,288,22,9
YDR304C,621,499,15,52
YDR305C,96,83,NA,6
YDR306C,119,105,3,5
YDR308C,99,59,13,15
YDR309C,286,258,9,0
YDR310C,557,486,32,27
YDR313C,99,75,0,12
YDR314C,79,76,2,0
YDR315C,69,56,1,7
YDR319C,87,64,8,6
YDR320C,254,235,2,5
YDR320C-A,91,48,NA,26
YDR322C-A,355,176,0,138
YDR323C,60,50,0,10
YDR324C,541,503,NA,36
YDR326C,549,530,NA,12
YDR328C,481,315,38,99
YDR329C,179,156,1,5
YDR333C,290,240,1,38
YDR338C,124,105,1,15
YDR339C,194,162,0,17
YDR341C,1547,1388,0,95
YDR342C,3783,3358,97,183
YDR343C,3501,3230,73,64
YDR345C,3965,3508,51,251
YDR346C,572,443,26,89
YDR348C,275,219,25,24
YDR349C,492,446,3,28
YDR350C,192,179,1,7
YDR357C,200,145,5,26
YDR359C,335,278,29,19
YDR361C,216,146,6,49
YDR362C,122,102,7,7
YDR364C,113,88,0,23
YDR365C,314,293,3,8
YDR366C,438,423,0,NA
YDR369C,108,99,NA,6
YDR370C,80,74,0,3
YDR372C,504,334,85,59
YDR375C,282,258,0,10
YDR378C,296,133,0,92
YDR379C-A,67,34,0,14
YDR381C-A,89,51,NA,28
YDR383C,40,31,0,3
YDR384C,228,174,7,33
YDR387C,140,124,4,8
YDR390C,294,282,0,3
YDR391C,114,103,0,4
YDR397C,200,124,20,36
YDR402C,6,5,NA,1
YDR404C,235,118,56,46
YDR407C,359,345,3,4
YDR408C,216,164,3,29
YDR410C,77,68,0,3
YDR411C,232,195,7,18
YDR414C,116,84,12,14
YDR415C,108,89,2,10
YDR422C,304,261,4,28
YDR423C,124,120,NA,2
YDR424C,119,80,0,7
YDR426C,30,0,NA,0
YDR428C,145,123,0,13
YDR429C,757,626,0,65
YDR430C,517,480,14,8
YDR435C,124,97,0,17
YDR441C,226,126,23,61
YDR443C,418,348,NA,66
YDR445C,1787,1787,NA,0
YDR447C,4166,3158,39,419
YDR449C,200,175,2,13
YDR451C,175,144,1,22
YDR453C,46,29,2,12
YDR454C,850,656,0,135
YDR458C,192,171,1,15
YDR459C,70,63,3,2
YDR461C-A,35,21,0,4
YDR465C,253,208,1,26
YDR468C,152,107,21,16
YDR470C,160,131,7,11
YDR473C,78,63,5,4
YDR475C,200,189,0,10
YDR476C,196,138,0,44
