Geneid,WT_2
YOR103C,1852
YOR104W,1116
YOR105W,407
YOR106W,1135
YOR107W,1692
YOR108C-A,29
YOR109W,4585
YOR110W,1110
YOR111W,511
YOR112W,1914
YOR113W,2163
YOR114W,282
YOR115C,1629
YOR116C,8632
YOR117W,3169
YOR118W,1555
YOR119C,1617
YOR120W,491
YOR121C,556
YOR122C,5677
YOR123C,1066
YOR124C,3674
YOR125C,1049
YOR126C,503
YOR127W,3277
YOR128C,422
YOR129C,1561
YOR130C,649
YOR131C,948
YOR132W,1656
YOR133W,15450
YOR134W,192
YOR135C,2
YOR136W,6883
YOR137C,1392
YOR138C,1883
YOR139C,2
YOR140W,3016
YOR141C,1837
YOR142W,5648
YOR142W-B,9539
YOR142W-A,2881
YOR143C,999
YOR144C,1284
YOR145C,3441
YOR146W,5
YOR147W,1552
YOR148C,428
YOR149C,2194
YOR150W,1005
YOR151C,9421
YOR152C,332
YOR153W,23538
YOR154W,2225
YOR155C,1415
YOR156C,1574
YOR157C,2643
YOR158W,1440
YOR159C,1135
YOR160W,2751
YOR161C,1304
YOR161W-A,39
YOR161W-B,20
YOR161C-C,20
YOR162C,915
YOR163W,1491
YOR164C,2877
YOR165W,3758
YOR166C,1354
YOR167C,4636
YOR168W,7943
YOR169C,1
YOR170W,1
YOR171C,2250
YOR173W,327
YOR174W,773
YOR175C,4791
YOR176W,3029
YOR177C,111
YOR178C,355
YOR179C,455
YOR180C,226
YOR181W,1673
YOR182C,3611
YOR183W,50
YOR184W,3614
YOR185C,479
YOR186W,22
YOR186C-A,54
YOR187W,9639
YOR188W,3076
YOR189W,713
YOR190W,52
YOR191W,3744
YOR192C,242
YOR192C-C,270
YOR192C-B,4839
YOR192C-A,2840
YOR193W,612
YOR194C,1159
YOR195W,2275
YOR196C,1567
YOR197W,5354
YOR198C,8797
YOR199W,66
YOR200W,70
YOR201C,1564
YOR202W,563
YOR203W,814
YOR204W,18327
YOR205C,1379
YOR206W,5801
YOR207C,5418
YOR208W,1690
YOR209C,4860
YOR210W,1060
YOR211C,1920
YOR212W,3827
YOR213C,1073
YOR214C,8
YOR215C,1408
YOR216C,1918
YOR217W,2819
YOR218C,1
YOR219C,2498
YOR220W,1061
YOR221C,1789
YOR222W,2323
YOR223W,314
YOR224C,4165
YOR225W,15
YOR226C,1471
YOR227W,3293
YOR228C,633
YOR229W,1024
YOR230W,7057
YOR231W,2163
YOR231C-A,2
YOR232W,4215
YOR233W,2572
YOR234C,4053
YOR235W,951
YOR236W,857
YOR237W,61
YOR238W,781
YOR241W,2034
YOR242C,132
YOR243C,4267
YOR244W,1221
YOR245C,1542
YOR246C,2952
YOR247W,18661
YOR248W,8583
YOR249C,862
YOR250C,999
YOR251C,1514
YOR252W,871
YOR253W,1523
YOR254C,7848
YOR255W,4
YOR256C,2697
YOR257W,558
YOR258W,346
YOR259C,3054
YOR260W,5904
YOR261C,2919
YOR262W,1054
YOR263C,1
YOR264W,1909
YOR265W,1096
YOR266W,636
YOR267C,5812
YOR268C,13
YOR269W,1409
YOR270C,16603
YOR271C,4000
YOR272W,3245
YOR273C,3705
YOR274W,1356
YOR275C,1419
YOR276W,4077
YOR277C,16
YOR278W,570
YOR279C,546
YOR280C,890
YOR281C,1644
YOR282W,2
YOR283W,1670
YOR284W,392
YOR285W,1906
YOR286W,1750
YOR287C,758
YOR288C,1278
YOR289W,467
YOR290C,3714
YOR291W,3909
YOR292C,884
YOR293W,8408
YOR293C-A,2
YOR294W,3036
YOR295W,616
YOR296W,1560
YOR297C,1177
YOR298W,80
YOR298C-A,4704
YOR299W,2275
YOR300W,108
YOR301W,2245
YOR302W,1598
YOR303W,5034
YOR304W,2969
YOR304C-A,247
YOR305W,1347
YOR306C,3338
YOR307C,2401
YOR308C,1217
YOR309C,4876
YOR310C,10059
YOR311C,2481
YOR312C,11986
YOR313C,441
YOR314W,4
YOR314W-A,5
YOR315W,4739
YOR316C,3577
YOR316C-A,72
YOR317W,6015
YOR318C,74
YOR319W,739
YOR320C,2563
YOR322C,2980
YOR323C,3950
YOR324C,1664
YOR325W,0
YOR326W,10256
YOR327C,1543
YOR328W,1850
YOR329C,2719
YOR329W-A,11
YOR330C,2533
YOR331C,5
YOR332W,6336
YOR333C,10
YOR334W,986
YOR335C,14611
YOR335W-A,1
YOR336W,3552
YOR337W,2140
YOR338W,1108
YOR339C,37
YOR340C,2730
YOR341W,20044
YOR342C,3312
YOR343C,115
YOR343W-B,5951
YOR343W-A,1304
YOR344C,3848
YOR345C,6
YOR346W,2246
YOR347C,1343
YOR348C,1567
YOR349W,953
YOR350C,966
YOR351C,10
YOR352W,580
YOR353C,1340
YOR354C,2420
YOR355W,5322
YOR356W,2051
YOR357C,633
YOR358W,332
YOR359W,4182
YOR360C,3997
YOR361C,9229
YOR362C,3734
YOR363C,1166
YOR364W,37
YOR365C,23
YOR366W,26
YOR367W,652
YOR368W,566
YOR369C,9997
YOR370C,5351
YOR371C,1842
YOR372C,3630
YOR373W,2073
YOR374W,2601
YOR375C,11422
YOR376W,2
YOR376W-A,163
YOR377W,1227
YOR378W,268
YOR379C,67
YOR380W,740
YOR381W,739
YOR381W-A,43
YOR382W,1049
YOR383C,1711
YOR384W,73
YOR385W,1741
YOR386W,628
YOR387C,6
YOR388C,17
YOR389W,619
YOR390W,850
YOR391C,35
YOR392W,2
YOR393W,8
YOR394W,0
YOR394C-A,57
YOR396W,107
YOR396C-A,1
YCR009C,3279
YCR084C,13690
YCL076W,3
YCL073C,27
YCL069W,0
YCL068C,287
YCL067C,24
YCL066W,44
YCL065W,62
YCL064C,1213
YCL063W,2102
YCL061C,1914
YCL059C,2539
YCL058C,506
YCL058W-A,223
YCL057C-A,1628
YCL057W,4046
YCL056C,517
YCL055W,552
YCL054W,4292
YCL052C,2011
YCL051W,1597
YCL050C,4446
YCL049C,1408
YCL048W-A,23
YCL048W,35
YCL047C,1095
YCL045C,7982
YCL046W,1
YCL044C,3942
YCL043C,22839
YCL041C,1574
YCL042W,949
YCL040W,6017
YCL039W,1845
YCL038C,893
YCL037C,10605
YCL036W,1976
YCL035C,1899
YCL034W,1429
YCL033C,683
YCL032W,789
YCL031C,2678
YCL030C,2804
YCL029C,1097
YCL028W,4258
YCL027W,395
YCL026C-B,349
YCL026C-A,47
YCL025C,7815
YCL023C,5
YCL024W,1654
YCL022C,2
YCL021W-A,914
YCL019W,17468
YCL020W,8319
YCL018W,4193
YCL017C,4401
YCL016C,572
YCL014W,5278
YCL012C,482
YCL011C,4504
YCL010C,676
YCL009C,14256
YCL008C,2375
YCL007C,32
YCL005W-A,2517
YCL005W,1767
YCL004W,722
YCL002C,1552
YCL001W,2106
YCL001W-A,26
YCL001W-B,24
YCR001W,1
YCR002C,2378
YCR003W,1123
YCR004C,3067
YCR005C,4182
YCR006C,198
YCR007C,225
YCR008W,6941
YCR010C,46
YCR011C,5362
YCR012W,36536
YCR013C,4
YCR014C,699
YCR015C,511
YCR016W,1514
YCR017C,8421
YCR018C,1392
YCR018C-A,37
YCR019W,816
YCR020C,164
YCR020C-A,583
YCR020W-B,442
YCR021C,1585
YCR022C,54
YCR023C,1899
YCR024C,1226
YCR024C-B,6180
YCR024C-A,5717
YCR025C,87
YCR026C,3050
YCR027C,990
YCR028C,2524
YCR028C-A,2724
YCR030C,5192
YCR031C,12273
YCR032W,2744
YCR033W,3631
YCR034W,5430
YCR035C,2122
YCR036W,1744
YCR037C,2520
YCR038C,697
YCR038W-A,47
YCR039C,65
YCR040W,1
YCR041W,17
YCR042C,1934
YCR043C,2283
YCR044C,2393
YCR045C,22
YCR045W-A,343
YCR046C,1616
YCR047C,1444
YCR047W-A,11
YCR049C,2
YCR048W,2650
YCR050C,6
YCR051W,1735
YCR052W,2381
YCR053W,8496
YCR054C,1303
YCR057C,7209
YCR059C,1762
YCR060W,900
YCR061W,3097
YCR064C,64
YCR063W,617
YCR065W,3710
YCR066W,558
YCR067C,7224
YCR068W,1616
YCR069W,3264
YCR071C,1008
YCR072C,2279
YCR073C,1084
YCR073W-A,1406
YCR075C,699
YCR075W-A,303
YCR076C,614
YCR077C,5871
YCR079W,1627
YCR081W,2113
YCR081C-A,7
YCR082W,1822
YCR083W,673
YCR085W,24
YCR086W,430
YCR087W,46
YCR087C-A,1513
YCR088W,3582
YCR089W,2026
YCR090C,1474
YCR091W,373
YCR092C,1332
YCR093W,12834
YCR094W,1655
YCR095C,911
YCR095W-A,72
YCR096C,571
YCR097W,509
YCR097W-A,4
YCR098C,1598
YCR099C,218
YCR100C,452
YCR101C,352
YCR102C,232
YCR102W-A,32
YCR104W,4
YCR105W,133
YCR106W,1319
YCR107W,517
YCR108C,3
YGL196W,2248
YGL131C,2164
YGL059W,617
YGR017W,2758
YGR088W,433
YGR147C,1950
YGR212W,479
YGL263W,4
YGL262W,15
YGL261C,31
YGL260W,0
YGL259W,23
YGL258W-A,13
YGL258W,36
YGL257C,1745
YGL256W,1864
YGL255W,2335
YGL254W,834
YGL253W,17192
YGL252C,2325
YGL251C,942
YGL250W,233
YGL249W,71
YGL248W,1622
YGL247W,525
YGL246C,1783
YGL245W,12170
YGL244W,1808
YGL243W,777
YGL242C,1742
YGL241W,1766
YGL240W,443
YGL239C,0
YGL238W,6062
YGL237C,627
YGL236C,2267
YGL235W,34
YGL234W,9110
YGL233W,2639
YGL232W,1336
YGL231C,1847
YGL230C,25
YGL229C,725
YGL228W,4265
YGL227W,1077
YGL226C-A,1631
YGL226W,487
YGL225W,6199
YGL224C,1271
YGL223C,1655
YGL222C,1231
YGL221C,3331
YGL220W,1978
YGL219C,1818
YGL218W,2
YGL217C,6
YGL216W,2226
YGL215W,8987
YGL214W,26
YGL213C,1962
YGL212W,323
YGL211W,1226
YGL210W,1214
YGL209W,2493
YGL208W,641
YGL207W,6637
YGL206C,16429
YGL205W,58
YGL204C,647
YGL203C,3109
YGL202W,12512
YGL201C,2728
YGL200C,6622
YGL199C,143
YGL198W,1834
YGL197W,4614
YGL195W,22060
YGL194C-A,432
YGL194C,970
YGL193C,748
YGL192W,12
YGL191W,2716
YGL190C,3176
YGL189C,11036
YGL188C-A,160
YGL188C,337
YGL187C,3187
YGL186C,2971
YGL185C,846
YGL184C,528
YGL183C,31
YGL182C,28
YGL181W,1421
YGL180W,856
YGL179C,1351
YGL178W,5787
YGL177W,831
YGL176C,1465
YGL175C,302
YGL174W,379
YGL173C,11572
YGL172W,1332
YGL171W,2120
YGL170C,35
YGL169W,1906
YGL168W,21
YGL167C,10269
YGL166W,761
YGL165C,33
YGL164C,582
YGL163C,1122
YGL162W,1261
YGL161C,2764
YGL160W,2359
YGL159W,771
YGL158W,78
YGL157W,2141
YGL156W,639
YGL155W,1795
YGL154C,493
YGL153W,610
YGL152C,26
YGL151W,2937
YGL150C,4707
YGL149W,9
YGL148W,7016
YGL147C,9981
YGL146C,101
YGL145W,1341
YGL144C,792
YGL143C,989
YGL142C,3664
YGL141W,1505
YGL140C,7563
YGL139W,4481
YGL138C,7
YGL137W,8409
YGL136C,734
YGL135W,8641
YGL134W,725
YGL133W,1855
YGL132W,11
YGL130W,1546
YGL129C,2433
YGL128C,741
YGL127C,1376
YGL126W,2247
YGL125W,3558
YGL124C,1062
YGL123W,20244
YGL123C-A,27
YGL122C,3443
YGL121C,159
YGL120C,5253
YGL119W,1398
YGL118C,8
YGL117W,917
YGL116W,1222
YGL115W,2242
YGL114W,3002
YGL113W,1106
YGL112C,2460
YGL111W,2794
YGL110C,981
YGL109W,25
YGL108C,724
YGL107C,2546
YGL106W,2266
YGL105W,9352
YGL104C,768
YGL103W,11836
YGL102C,7
YGL101W,1740
YGL100W,2391
YGL099W,2994
YGL098W,683
YGL097W,2512
YGL096W,240
YGL095C,1660
YGL094C,3933
YGL093W,1405
YGL092W,7136
YGL091C,986
YGL090W,335
YGL089C,21
YGL088W,3538
YGL087C,1488
YGL086W,1337
YGL085W,584
YGL084C,3804
YGL083W,2170
YGL082W,2396
YGL081W,68
YGL080W,1339
YGL079W,670
YGL078C,5153
YGL077C,5174
YGL076C,11548
YGL075C,401
YGL074C,2
YGL073W,2175
YGL072C,245
YGL071W,2454
YGL070C,1586
YGL069C,32
YGL068W,2976
YGL067W,2140
YGL066W,1141
YGL065C,1783
YGL064C,755
YGL063W,673
YGL063C-A,8
YGL062W,7456
YGL061C,622
YGL060W,1287
YGL058W,1900
YGL057C,612
YGL056C,3208
YGL055W,23850
YGL054C,2488
YGL053W,577
YGL052W,99
YGL051W,132
YGL050W,1411
YGL049C,5198
YGL048C,3427
YGL047W,670
YGL045W,693
YGL044C,1399
YGL043W,2049
YGL042C,9
YGL041C-B,17
YGL041W-A,660
YGL041C,6
YGL040C,4029
YGL039W,1112
YGL038C,2441
YGL037C,3436
YGL036W,2258
YGL035C,1790
YGL034C,17
YGL033W,37
YGL032C,1532
YGL031C,10804
YGL030W,6039
YGL029W,1203
YGL028C,11640
YGL027C,4661
YGL026C,10570
YGL025C,1032
YGL024W,5
YGL023C,1402
YGL022W,9528
YGL021W,3634
YGL020C,1181
YGL019W,3094
YGL018C,322
YGL017W,723
YGL016W,3929
YGL015C,13
YGL014W,7813
YGL014C-A,0
YGL013C,2874
YGL012W,8558
YGL011C,2975
YGL010W,379
YGL009C,18213
YGL008C,86174
YGL007C-A,38
YGL007W,13
YGL006W-A,42
YGL006W,3033
YGL005C,773
YGL004C,659
YGL003C,1461
YGL002W,1231
YGL001C,3526
YGR001C,1677
YGR002C,990
YGR003W,1567
YGR004W,1089
YGR005C,1527
YGR006W,317
YGR007W,1909
YGR008C,854
YGR009C,1621
YGR010W,1320
YGR011W,340
YGR012W,1123
YGR013W,1305
YGR014W,18296
YGR015C,524
YGR016W,153
YGR018C,54
YGR019W,1560
YGR020C,3581
YGR021W,1107
YGR022C,6
YGR023W,1979
YGR024C,1214
YGR025W,526
YGR026W,3192
YGR027C,8320
YGR027W-B,13618
YGR027W-A,2961
YGR028W,1054
YGR029W,1120
YGR030C,513
YGR031W,812
YGR031C-A,13
YGR032W,4863
YGR033C,2023
YGR034W,8806
YGR035C,389
YGR035W-A,0
YGR036C,1308
YGR037C,3632
YGR038W,1939
YGR038C-B,13267
YGR038C-A,4107
YGR039W,218
YGR040W,1287
YGR041W,2393
YGR042W,787
YGR043C,108
YGR044C,3184
YGR045C,373
YGR046W,1618
YGR047C,1572
YGR048W,1129
YGR049W,1988
YGR050C,205
YGR051C,3
YGR052W,275
YGR053C,114
YGR054W,9480
YGR055W,8309
YGR056W,2091
YGR057C,601
YGR058W,857
YGR059W,40
YGR060W,12721
YGR061C,13814
YGR062C,872
YGR063C,1131
YGR064W,76
YGR065C,2422
YGR066C,32
YGR067C,298
YGR068C,860
YGR068W-A,6
YGR069W,38
YGR070W,1191
YGR071C,1639
YGR072W,638
YGR073C,121
YGR074W,1351
YGR075C,271
YGR076C,712
YGR077C,2735
YGR078C,1833
YGR079W,2916
YGR080W,1327
YGR081C,1531
YGR082W,3512
YGR083C,3626
YGR084C,1616
YGR085C,6521
YGR086C,8175
YGR087C,71
YGR089W,4138
YGR090W,8843
YGR091W,920
YGR092W,1442
YGR093W,1264
YGR094W,17918
YGR095C,1629
YGR096W,599
YGR097W,4925
YGR098C,3894
YGR099W,1174
YGR100W,2093
YGR101W,2082
YGR102C,603
YGR103W,7808
YGR104C,789
YGR105W,1344
YGR106C,6552
YGR107W,54
YGR108W,2599
YGR109C,409
YGR109W-B,1073
YGR109W-A,71
YGR110W,320
YGR111W,1281
YGR112W,743
YGR113W,881
YGR114C,3
YGR115C,0
YGR116W,8689
YGR117C,1300
YGR118W,7322
YGR119C,3417
YGR120C,1019
YGR121C,1930
YGR121W-A,90
YGR122W,667
YGR122C-A,90
YGR123C,3001
YGR124W,14388
YGR125W,4080
YGR126W,537
YGR127W,518
YGR128C,5459
YGR129W,503
YGR130C,3202
YGR131W,259
YGR132C,2827
YGR133W,630
YGR134W,1890
YGR135W,3260
YGR136W,3600
YGR137W,2482
YGR138C,5070
YGR139W,71
YGR140W,1878
YGR141W,709
YGR142W,585
YGR143W,2810
YGR144W,87
YGR145W,3240
YGR146C,2469
YGR146C-A,69
YGR148C,8817
YGR149W,2164
YGR150C,1776
YGR151C,602
YGR152C,1720
YGR153W,359
YGR154C,371
YGR155W,11920
YGR156W,941
YGR157W,10321
YGR158C,1293
YGR159C,9609
YGR160W,12
YGR161C,1398
YGR161W-C,452
YGR161W-B,14677
YGR161W-A,10656
YGR161C-D,13292
YGR161C-C,1661
YGR162W,14135
YGR163W,1311
YGR164W,83
YGR165W,2215
YGR166W,1516
YGR167W,3240
YGR168C,679
YGR169C,826
YGR169C-A,595
YGR170W,2282
YGR171C,1070
YGR172C,1586
YGR173W,1690
YGR174C,482
YGR174W-A,34
YGR175C,14143
YGR176W,10
YGR177C,1803
YGR178C,6216
YGR179C,637
YGR180C,8427
YGR181W,1057
YGR182C,802
YGR183C,1883
YGR184C,6923
YGR185C,5645
YGR186W,2760
YGR187C,1776
YGR188C,987
YGR189C,13469
YGR190C,8
YGR191W,6854
YGR192C,59406
YGR193C,1998
YGR194C,737
YGR195W,1146
YGR196C,1336
YGR197C,2045
YGR198W,3432
YGR199W,1923
YGR200C,5307
YGR201C,866
YGR202C,1546
YGR203W,1079
YGR204W,13651
YGR204C-A,3
YGR205W,675
YGR206W,401
YGR207C,985
YGR208W,1318
YGR209C,1839
YGR210C,3096
YGR211W,5492
YGR213C,165
YGR214W,16892
YGR215W,860
YGR216C,2242
YGR217W,3993
YGR218W,7005
YGR219W,1
YGR220C,1622
YGR221C,1038
YGR222W,826
YGR223C,759
YGR224W,45
YGR225W,63
YGR226C,0
YGR227W,3676
YGR228W,8
YGR229C,4534
YGR230W,432
YGR231C,2433
YGR232W,1216
YGR233C,5837
YGR234W,19045
YGR235C,1430
YGR236C,19
YGR237C,1409
YGR238C,958
YGR239C,982
YGR240C,31792
YGR240C-A,48
YGR241C,3192
YGR242W,2
YGR243W,207
YGR244C,2966
YGR245C,4978
YGR246C,1082
YGR247W,802
YGR248W,155
YGR249W,1911
YGR250C,3711
YGR251W,1017
YGR252W,1022
YGR253C,2502
YGR254W,19229
YGR255C,2438
YGR256W,388
YGR257C,1744
YGR258C,1096
YGR259C,15
YGR260W,7326
YGR261C,3888
YGR262C,1673
YGR263C,978
YGR264C,9020
YGR265W,0
YGR266W,1820
YGR267C,3052
YGR268C,1443
YGR269W,26
YGR270W,4120
YGR270C-A,3
YGR271W,3599
YGR271C-A,1125
YGR273C,13
YGR274C,2082
YGR275W,1043
YGR276C,1475
YGR277C,1238
YGR278W,831
YGR279C,19695
YGR280C,349
YGR281W,5962
YGR282C,12542
YGR283C,937
YGR284C,4570
YGR285C,8990
YGR286C,1638
YGR287C,176
YGR288W,503
YGR289C,245
YGR290W,4
YGR291C,4
YGR292W,89
YGR293C,20
YGR294W,42
YGR295C,2997
YGR296W,64
YGR296C-A,0
YGR296C-B,2
YLR454W,6450
YLR060W,8749
YLR186W,2302
YLR398C,3654
YLL067C,442
YLL067W-A,2
YLL066W-B,16
YLL066C,1519
YLL066W-A,2
YLL065W,3
YLL064C,2
YLL063C,419
YLL062C,764
YLL061W,2667
YLL060C,507
YLL059C,66
YLL058W,1102
YLL057C,122
YLL056C,235
YLL055W,562
YLL054C,1477
YLL053C,626
YLL052C,731
YLL051C,4398
YLL050C,2971
YLL049W,500
YLL048C,16863
YLL047W,23
YLL046C,63
YLL045C,16701
YLL044W,48
YLL043W,3937
YLL042C,142
YLL041C,2226
YLL040C,6356
YLL039C,3053
YLL038C,958
YLL037W,39
YLL036C,1903
YLL035W,2482
YLL034C,2386
YLL033W,232
YLL032C,1530
YLL031C,7518
YLL030C,0
YLL029W,3137
YLL028W,4135
YLL027W,1414
YLL026W,6016
YLL025W,70
YLL024C,39466
YLL023C,1670
YLL022C,1271
YLL021W,6079
YLL020C,270
YLL019C,3063
YLL019W-A,2
YLL018C-A,657
YLL018C,10291
YLL015W,5474
YLL014W,939
YLL013C,4776
YLL012W,1938
YLL011W,2694
YLL010C,1898
YLL009C,693
YLL008W,4112
YLL007C,884
YLL006W-A,5
YLL006W,1005
YLL005C,80
YLL004W,834
YLL003W,1221
YLL002W,727
YLL001W,2014
YLR001C,2025
YLR002C,2872
YLR003C,1796
YLR004C,141
YLR005W,1178
YLR006C,2181
YLR007W,1155
YLR008C,2203
YLR009W,3181
YLR010C,144
YLR011W,552
YLR012C,4
YLR013W,3
YLR014C,1172
YLR015W,991
YLR016C,782
YLR017W,3975
YLR018C,2543
YLR019W,3015
YLR020C,2289
YLR021W,789
YLR022C,1872
YLR023C,2849
YLR024C,1731
YLR025W,1234
YLR026C,1426
YLR027C,11264
YLR028C,6048
YLR029C,18032
YLR030W,68
YLR031W,51
YLR032W,1621
YLR033W,1743
YLR034C,4247
YLR035C,851
YLR035C-A,8379
YLR036C,778
YLR037C,86
YLR038C,1312
YLR039C,1748
YLR040C,2007
YLR041W,58
YLR042C,517
YLR043C,2830
YLR044C,68911
YLR045C,2468
YLR046C,1040
YLR047C,2078
YLR048W,22333
YLR049C,1100
YLR050C,1030
YLR051C,1410
YLR052W,1963
YLR053C,8
YLR054C,171
YLR055C,1394
YLR056W,13082
YLR057W,2508
YLR058C,6506
YLR059C,2197
YLR061W,8817
YLR062C,9
YLR063W,713
YLR064W,3203
YLR065C,1105
YLR066W,1433
YLR067C,1493
YLR068W,708
YLR069C,2649
YLR070C,148
YLR071C,3184
YLR072W,1235
YLR073C,4226
YLR074C,1452
YLR075W,17369
YLR076C,5
YLR077W,1183
YLR078C,934
YLR079W,1693
YLR080W,188
YLR081W,22
YLR082C,409
YLR083C,9084
YLR084C,6214
YLR085C,1211
YLR086W,2257
YLR087C,6248
YLR088W,3455
YLR089C,5916
YLR090W,1422
YLR091W,528
YLR092W,791
YLR093C,1128
YLR094C,1398
YLR095C,2318
YLR096W,3663
YLR097C,684
YLR098C,1214
YLR099C,1993
YLR099W-A,639
YLR100W,5002
YLR101C,113
YLR102C,332
YLR103C,1219
YLR104W,1082
YLR105C,1006
YLR106C,21880
YLR107W,1101
YLR108C,953
YLR109W,9296
YLR110C,30479
YLR111W,19
YLR112W,437
YLR113W,4619
YLR114C,1430
YLR115W,1902
YLR116W,2269
YLR117C,1150
YLR118C,1494
YLR119W,456
YLR120C,8555
YLR120W-A,54
YLR121C,5174
YLR122C,86
YLR123C,96
YLR124W,69
YLR125W,168
YLR126C,585
YLR127C,923
YLR128W,469
YLR129W,5653
YLR130C,4295
YLR131C,1502
YLR132C,513
YLR133W,1422
YLR134W,995
YLR135W,736
YLR136C,400
YLR137W,604
YLR138W,4964
YLR139C,1989
YLR140W,309
YLR141W,986
YLR142W,1184
YLR143W,1766
YLR144C,1872
YLR145W,443
YLR146C,1073
YLR146W-A,401
YLR147C,1006
YLR148W,1518
YLR149C,439
YLR149C-A,19
YLR150W,15654
YLR151C,193
YLR152C,1219
YLR153C,15918
YLR154C,655
YLR154W-A,17493
YLR154W-B,16292
YLR154W-C,23347
YLR154W-E,176
YLR154W-F,3711
YLR154C-G,4
YLR154C-H,9
YLR155C,2
YLR156W,79
YLR156C-A,13
YLR157C,317
YLR157W-D,0
YLR157C-B,14924
YLR157C-A,1963
YLR157W-E,8
YLR157C-C,1
YLR158C,14
YLR159W,0
YLR159C-A,1
YLR160C,5674
YLR161W,23
YLR162W,286
YLR162W-A,652
YLR163C,2351
YLR163W-A,0
YLR164W,191
YLR165C,429
YLR166C,2242
YLR167W,15983
YLR168C,1274
YLR169W,12
YLR170C,357
YLR171W,23
YLR172C,2984
YLR173W,770
YLR174W,160
YLR175W,7543
YLR176C,1093
YLR177W,1211
YLR178C,579
YLR179C,5582
YLR180W,12045
YLR181C,1057
YLR182W,2137
YLR183C,1753
YLR184W,23
YLR185W,5844
YLR187W,2423
YLR188W,2990
YLR189C,1784
YLR190W,3056
YLR191W,1096
YLR192C,3337
YLR193C,881
YLR194C,3657
YLR195C,2152
YLR196W,4915
YLR197W,9846
YLR198C,332
YLR199C,1502
YLR200W,1732
YLR201C,1258
YLR202C,608
YLR203C,4323
YLR204W,1145
YLR205C,1224
YLR206W,6005
YLR207W,2655
YLR208W,4440
YLR209C,1459
YLR210W,911
YLR211C,258
YLR212C,2077
YLR213C,616
YLR214W,13081
YLR215C,995
YLR216C,4134
YLR217W,5
YLR218C,192
YLR219W,2676
YLR220W,2186
YLR221C,1801
YLR222C,4339
YLR222C-A,54
YLR223C,3172
YLR224W,2483
YLR225C,1254
YLR226W,1070
YLR227C,403
YLR227W-B,15936
YLR227W-A,3909
YLR228C,1816
YLR229C,3392
YLR230W,3
YLR231C,1538
YLR232W,11
YLR233C,549
YLR234W,720
YLR235C,9
YLR236C,22
YLR237W,1767
YLR238W,862
YLR239C,1096
YLR240W,1706
YLR241W,4021
YLR242C,555
YLR243W,1587
YLR244C,3547
YLR245C,301
YLR246W,1042
YLR247C,2754
YLR248W,3621
YLR249W,78704
YLR250W,1642
YLR251W,424
YLR252W,146
YLR253W,1867
YLR254C,509
YLR255C,41
YLR256W,4989
YLR256W-A,1272
YLR257W,5721
YLR258W,2537
YLR259C,13662
YLR260W,1358
YLR261C,1059
YLR262C,1325
YLR262C-A,1270
YLR263W,355
YLR264W,2451
YLR264C-A,12
YLR265C,764
YLR266C,1051
YLR267W,163
YLR268W,2227
YLR269C,2
YLR270W,1128
YLR271W,320
YLR272C,2778
YLR273C,482
YLR274W,2358
YLR275W,713
YLR276C,4504
YLR277C,1566
YLR278C,4137
YLR279W,28
YLR280C,76
YLR281C,78
YLR282C,4
YLR283W,545
YLR284C,250
YLR285W,2008
YLR285C-A,292
YLR286C,24923
YLR286W-A,34
YLR287C,1753
YLR287C-A,5934
YLR288C,828
YLR289W,755
YLR290C,577
YLR291C,3190
YLR292C,2817
YLR293C,9171
YLR294C,2014
YLR295C,2998
YLR296W,332
YLR297W,1818
YLR298C,712
YLR299W,2499
YLR299C-A,10
YLR300W,18063
YLR301W,2146
YLR302C,14
YLR303W,14442
YLR304C,19935
YLR305C,8383
YLR306W,430
YLR307W,62
YLR307C-A,26
YLR308W,4
YLR309C,1682
YLR310C,6086
YLR311C,61
YLR312C,127
YLR312W-A,1684
YLR313C,495
YLR314C,2940
YLR315W,254
YLR316C,596
YLR317W,343
YLR318W,578
YLR319C,1548
YLR320W,1490
YLR321C,1539
YLR322W,2
YLR323C,604
YLR324W,1168
YLR325C,7660
YLR326W,674
YLR327C,298
YLR328W,1955
YLR329W,70
YLR330W,4334
YLR331C,2
YLR332W,5712
YLR333C,4901
YLR334C,2
YLR335W,3200
YLR336C,2684
YLR337C,3469
YLR338W,18
YLR339C,3
YLR340W,27175
YLR341W,47
YLR342W,56053
YLR342W-A,358
YLR343W,419
YLR344W,7461
YLR345W,947
YLR346C,64
YLR347C,9902
YLR347W-A,1
YLR348C,2549
YLR349W,67
YLR350W,3494
YLR351C,1939
YLR352W,941
YLR353W,2150
YLR354C,8747
YLR355C,20399
YLR356W,1453
YLR357W,2760
YLR358C,4
YLR359W,3181
YLR360W,975
YLR361C,1542
YLR361C-A,358
YLR362W,1061
YLR363C,592
YLR363W-A,565
YLR364W,435
YLR365W,27
YLR364C-A,2
YLR366W,101
YLR367W,5022
YLR368W,1522
YLR369W,1364
YLR370C,2784
YLR371W,4343
YLR372W,8219
YLR373C,2591
YLR374C,44
YLR375W,3651
YLR376C,330
YLR377C,36
YLR378C,14654
YLR379W,4
YLR380W,3744
YLR381W,1195
YLR382C,1408
YLR383W,1322
YLR384C,8639
YLR385C,258
YLR386W,2107
YLR387C,2266
YLR388W,3732
YLR389C,4838
YLR390W,1476
YLR390W-A,16327
YLR392C,675
YLR393W,548
YLR394W,548
YLR395C,1746
YLR396C,1210
YLR397C,3082
