Geneid,xrn1_1
YOR027W,12764
YOR028C,3786
YOR029W,12
YOR030W,9355
YOR031W,822
YOR032C,1099
YOR032W-A,119
YOR034C,7914
YOR034C-A,460
YOR035C,6250
YOR036W,1964
YOR037W,4250
YOR038C,3650
YOR039W,5402
YOR040W,757
YOR041C,120
YOR042W,4430
YOR043W,10791
YOR044W,3518
YOR045W,1308
YOR046C,5937
YOR047C,9942
YOR048C,8603
YOR049C,266
YOR050C,42
YOR051C,4316
YOR052C,6505
YOR053W,23
YOR054C,4935
YOR055W,16
YOR056C,6558
YOR057W,3195
YOR058C,6974
YOR059C,4506
YOR060C,3177
YOR061W,6102
YOR062C,2980
YOR063W,32963
YOR064C,3073
YOR065W,10502
YOR066W,8713
YOR067C,4400
YOR069W,6165
YOR068C,12
YOR070C,9556
YOR071C,2793
YOR072W,320
YOR072W-A,167
YOR072W-B,25
YOR073W,4244
YOR074C,1999
YOR073W-A,1
YOR075W,3626
YOR076C,4386
YOR077W,1231
YOR078W,3934
YOR079C,2659
YOR080W,4791
YOR081C,8170
YOR082C,658
YOR083W,811
YOR084W,937
YOR085W,9672
YOR086C,12221
YOR087W,4667
YOR089C,4273
YOR090C,6356
YOR091W,6417
YOR092W,7506
YOR093C,8810
YOR094W,1155
YOR095C,4038
YOR096W,8233
YOR097C,1533
YOR098C,15628
YOR099W,7797
YOR100C,855
YOR101W,3861
YOR102W,86
YOR103C,4003
YOR104W,3123
YOR105W,1201
YOR106W,3121
YOR107W,1170
YOR108C-A,7
YOR109W,9832
YOR110W,3154
YOR111W,1324
YOR112W,5468
YOR113W,8586
YOR114W,1478
YOR115C,3417
YOR116C,17039
YOR117W,6684
YOR118W,3212
YOR119C,4772
YOR120W,4235
YOR121C,558
YOR122C,6047
YOR123C,2452
YOR124C,8795
YOR125C,2227
YOR126C,1327
YOR127W,11916
YOR128C,7082
YOR129C,6408
YOR130C,2279
YOR131C,1970
YOR132W,4536
YOR133W,10598
YOR134W,658
YOR135C,6
YOR136W,9078
YOR137C,4044
YOR138C,6164
YOR139C,7
YOR140W,9331
YOR141C,5627
YOR142W,8865
YOR142W-B,3799
YOR142W-A,929
YOR143C,2515
YOR144C,4335
YOR145C,5938
YOR146W,4
YOR147W,5892
YOR148C,1033
YOR149C,5624
YOR150W,2011
YOR151C,18326
YOR152C,1063
YOR153W,35831
YOR154W,5854
YOR155C,3541
YOR156C,6368
YOR157C,4990
YOR158W,2984
YOR159C,2376
YOR160W,9631
YOR161C,2820
YOR161W-A,344
YOR161W-B,329
YOR161C-C,186
YOR162C,4356
YOR163W,1940
YOR164C,4064
YOR165W,6783
YOR166C,4342
YOR167C,4019
YOR168W,11569
YOR169C,4
YOR170W,8
YOR171C,5682
YOR173W,1540
YOR174W,2385
YOR175C,8481
YOR176W,5548
YOR177C,482
YOR178C,3893
YOR179C,1305
YOR180C,2816
YOR181W,4687
YOR182C,3043
YOR183W,72
YOR184W,6010
YOR185C,914
YOR186W,153
YOR186C-A,43
YOR187W,12895
YOR188W,6956
YOR189W,1614
YOR190W,440
YOR191W,11090
YOR192C,1617
YOR192C-C,301
YOR192C-B,3870
YOR192C-A,1962
YOR193W,2368
YOR194C,1985
YOR195W,6093
YOR196C,4476
YOR197W,8156
YOR198C,12827
YOR199W,41
YOR200W,17
YOR201C,6004
YOR202W,4826
YOR203W,2189
YOR204W,25289
YOR205C,6682
YOR206W,10825
YOR207C,12845
YOR208W,6940
YOR209C,7614
YOR210W,1931
YOR211C,8030
YOR212W,8489
YOR213C,4244
YOR214C,40
YOR215C,2592
YOR216C,4669
YOR217W,5367
YOR218C,1
YOR219C,8171
YOR220W,2694
YOR221C,5204
YOR222W,9666
YOR223W,1293
YOR224C,6711
YOR225W,14
YOR226C,4597
YOR227W,10073
YOR228C,1856
YOR229W,2899
YOR230W,8317
YOR231W,5295
YOR231C-A,27
YOR232W,6284
YOR233W,8622
YOR234C,4813
YOR235W,601
YOR236W,1046
YOR237W,304
YOR238W,2237
YOR241W,5666
YOR242C,903
YOR243C,8552
YOR244W,5315
YOR245C,5674
YOR246C,6969
YOR247W,19810
YOR248W,9189
YOR249C,3981
YOR250C,3589
YOR251C,3039
YOR252W,1397
YOR253W,2158
YOR254C,12494
YOR255W,16
YOR256C,6417
YOR257W,893
YOR258W,1020
YOR259C,6476
YOR260W,12811
YOR261C,5977
YOR262W,2621
YOR263C,5
YOR264W,7587
YOR265W,1393
YOR266W,1936
YOR267C,10985
YOR268C,18
YOR269W,6239
YOR270C,23476
YOR271C,6647
YOR272W,6332
YOR273C,10503
YOR274W,3596
YOR275C,4951
YOR276W,5374
YOR277C,8
YOR278W,2370
YOR279C,2123
YOR280C,1783
YOR281C,3188
YOR282W,9
YOR283W,3362
YOR284W,1608
YOR285W,2052
YOR286W,3121
YOR287C,1508
YOR288C,3315
YOR289W,964
YOR290C,11365
YOR291W,8954
YOR292C,3113
YOR293W,8058
YOR293C-A,6
YOR294W,5004
YOR295W,1965
YOR296W,3873
YOR297C,3678
YOR298W,457
YOR298C-A,13588
YOR299W,7543
YOR300W,376
YOR301W,8449
YOR302W,4002
YOR303W,14305
YOR304W,7219
YOR304C-A,1127
YOR305W,4497
YOR306C,7792
YOR307C,6799
YOR308C,5176
YOR309C,6176
YOR310C,12975
YOR311C,4917
YOR312C,12086
YOR313C,1749
YOR314W,2
YOR314W-A,5
YOR315W,10059
YOR316C,8778
YOR316C-A,268
YOR317W,12489
YOR318C,622
YOR319W,2618
YOR320C,4686
YOR322C,9637
YOR323C,5478
YOR324C,6462
YOR325W,10
YOR326W,16084
YOR327C,2570
YOR328W,8941
YOR329C,8717
YOR329W-A,148
YOR330C,6975
YOR331C,4
YOR332W,5455
YOR333C,23
YOR334W,3976
YOR335C,17357
YOR335W-A,1
YOR336W,5715
YOR337W,6434
YOR338W,1124
YOR339C,236
YOR340C,4612
YOR341W,28079
YOR342C,8644
YOR343C,281
YOR343W-B,8404
YOR343W-A,1372
YOR344C,4130
YOR345C,6
YOR346W,5995
YOR347C,2930
YOR348C,5839
YOR349W,4465
YOR350C,4361
YOR351C,66
YOR352W,2311
YOR353C,5224
YOR354C,7392
YOR355W,16035
YOR356W,3309
YOR357C,1929
YOR358W,1448
YOR359W,13688
YOR360C,9868
YOR361C,16015
YOR362C,7416
YOR363C,6613
YOR364W,99
YOR365C,88
YOR366W,234
YOR367W,1705
YOR368W,2488
YOR369C,10313
YOR370C,12605
YOR371C,5783
YOR372C,11087
YOR373W,4814
YOR374W,7505
YOR375C,15128
YOR376W,8
YOR376W-A,1115
YOR377W,6299
YOR378W,600
YOR379C,299
YOR380W,4215
YOR381W,5171
YOR381W-A,321
YOR382W,932
YOR383C,5624
YOR384W,86
YOR385W,3988
YOR386W,2381
YOR387C,31
YOR388C,106
YOR389W,1598
YOR390W,2818
YOR391C,217
YOR392W,16
YOR393W,43
YOR394W,1
YOR394C-A,71
YOR396W,335
YOR396C-A,0
YCR009C,5851
YCR084C,22991
YCL076W,4
YCL073C,86
YCL069W,1
YCL068C,1262
YCL067C,108
YCL066W,32
YCL065W,70
YCL064C,4703
YCL063W,5517
YCL061C,7808
YCL059C,3398
YCL058C,470
YCL058W-A,378
YCL057C-A,1844
YCL057W,8048
YCL056C,1758
YCL055W,1869
YCL054W,7762
YCL052C,5395
YCL051W,6476
YCL050C,5367
YCL049C,2995
YCL048W-A,98
YCL048W,92
YCL047C,2677
YCL045C,11567
YCL046W,7
YCL044C,8963
YCL043C,27270
YCL041C,1898
YCL042W,1921
YCL040W,13137
YCL039W,6669
YCL038C,1879
YCL037C,24401
YCL036W,6145
YCL035C,2833
YCL034W,4805
YCL033C,1097
YCL032W,2681
YCL031C,6763
YCL030C,17473
YCL029C,3726
YCL028W,5565
YCL027W,891
YCL026C-B,345
YCL026C-A,158
YCL025C,14380
YCL023C,29
YCL024W,6557
YCL022C,7
YCL021W-A,856
YCL019W,13570
YCL020W,5016
YCL018W,8958
YCL017C,7405
YCL016C,3102
YCL014W,10604
YCL012C,1141
YCL011C,7706
YCL010C,2383
YCL009C,13747
YCL008C,6839
YCL007C,63
YCL005W-A,2356
YCL005W,4528
YCL004W,3350
YCL002C,3109
YCL001W,3526
YCL001W-A,45
YCL001W-B,87
YCR001W,1
YCR002C,4981
YCR003W,2804
YCR004C,3725
YCR005C,7742
YCR006C,1467
YCR007C,1650
YCR008W,13319
YCR010C,191
YCR011C,11453
YCR012W,26975
YCR013C,6
YCR014C,4354
YCR015C,2273
YCR016W,2712
YCR017C,13011
YCR018C,3841
YCR018C-A,170
YCR019W,2788
YCR020C,1728
YCR020C-A,1029
YCR020W-B,1568
YCR021C,695
YCR022C,108
YCR023C,5945
YCR024C,4889
YCR024C-B,8697
YCR024C-A,8080
YCR025C,437
YCR026C,7367
YCR027C,3758
YCR028C,7626
YCR028C-A,3358
YCR030C,8933
YCR031C,10363
YCR032W,10675
YCR033W,11780
YCR034W,5237
YCR035C,4576
YCR036W,5469
YCR037C,8538
YCR038C,3025
YCR038W-A,44
YCR039C,133
YCR040W,0
YCR041W,9
YCR042C,6186
YCR043C,3651
YCR044C,4088
YCR045C,25
YCR045W-A,2423
YCR046C,2993
YCR047C,2424
YCR047W-A,50
YCR049C,4
YCR048W,5019
YCR050C,8
YCR051W,3076
YCR052W,4896
YCR053W,10884
YCR054C,4993
YCR057C,16248
YCR059C,3157
YCR060W,1586
YCR061W,3541
YCR064C,28
YCR063W,2944
YCR065W,14252
YCR066W,2977
YCR067C,15894
YCR068W,5815
YCR069W,6256
YCR071C,2240
YCR072C,5415
YCR073C,4168
YCR073W-A,3157
YCR075C,2534
YCR075W-A,477
YCR076C,2067
YCR077C,12140
YCR079W,4998
YCR081W,7974
YCR081C-A,5
YCR082W,3808
YCR083W,1184
YCR085W,24
YCR086W,1143
YCR087W,98
YCR087C-A,2437
YCR088W,6217
YCR089W,13651
YCR090C,2647
YCR091W,2415
YCR092C,4520
YCR093W,27236
YCR094W,3172
YCR095C,2809
YCR095W-A,823
YCR096C,1995
YCR097W,809
YCR097W-A,36
YCR098C,3851
YCR099C,1494
YCR100C,2710
YCR101C,1915
YCR102C,799
YCR102W-A,96
YCR104W,28
YCR105W,169
YCR106W,5630
YCR107W,2125
YCR108C,6
YGL196W,4536
YGL131C,7345
YGL059W,4173
YGR017W,6101
YGR088W,2573
YGR147C,5344
YGR212W,2287
YGL263W,0
YGL262W,19
YGL261C,160
YGL260W,1
YGL259W,161
YGL258W-A,121
YGL258W,27
YGL257C,3450
YGL256W,7317
YGL255W,3715
YGL254W,4164
YGL253W,26860
YGL252C,5337
YGL251C,5991
YGL250W,850
YGL249W,560
YGL248W,4766
YGL247W,2060
YGL246C,3874
YGL245W,10294
YGL244W,2946
YGL243W,2294
YGL242C,2588
YGL241W,5335
YGL240W,1648
YGL239C,0
YGL238W,16260
YGL237C,1818
YGL236C,5499
YGL235W,185
YGL234W,17287
YGL233W,6793
YGL232W,2146
YGL231C,3024
YGL230C,18
YGL229C,3328
YGL228W,7766
YGL227W,4424
YGL226C-A,1915
YGL226W,738
YGL225W,8325
YGL224C,3926
YGL223C,6921
YGL222C,5126
YGL221C,5468
YGL220W,2756
YGL219C,6269
YGL218W,10
YGL217C,19
YGL216W,7631
YGL215W,15280
YGL214W,35
YGL213C,4933
YGL212W,1402
YGL211W,3666
YGL210W,2693
YGL209W,8376
YGL208W,2255
YGL207W,12807
YGL206C,24543
YGL205W,173
YGL204C,545
YGL203C,5783
YGL202W,15175
YGL201C,7384
YGL200C,7789
YGL199C,84
YGL198W,4383
YGL197W,13636
YGL195W,35591
YGL194C-A,1079
YGL194C,7642
YGL193C,4584
YGL192W,18
YGL191W,4692
YGL190C,9117
YGL189C,8438
YGL188C-A,292
YGL188C,453
YGL187C,4792
YGL186C,7865
YGL185C,2395
YGL184C,2608
YGL183C,178
YGL182C,204
YGL181W,4226
YGL180W,4304
YGL179C,2578
YGL178W,17751
YGL177W,1742
YGL176C,5142
YGL175C,2095
YGL174W,1639
YGL173C,49
YGL172W,2731
YGL171W,4258
YGL170C,69
YGL169W,4629
YGL168W,31
YGL167C,20452
YGL166W,2406
YGL165C,113
YGL164C,1774
YGL163C,3781
YGL162W,4593
YGL161C,7017
YGL160W,5583
YGL159W,2305
YGL158W,263
YGL157W,5682
YGL156W,2786
YGL155W,5234
YGL154C,1874
YGL153W,1269
YGL152C,90
YGL151W,9588
YGL150C,8880
YGL149W,6
YGL148W,9349
YGL147C,9324
YGL146C,1193
YGL145W,3930
YGL144C,2954
YGL143C,2412
YGL142C,7361
YGL141W,4923
YGL140C,13601
YGL139W,8806
YGL138C,23
YGL137W,13946
YGL136C,3821
YGL135W,9132
YGL134W,3595
YGL133W,4228
YGL132W,18
YGL130W,3845
YGL129C,4549
YGL128C,3210
YGL127C,4652
YGL126W,5452
YGL125W,15410
YGL124C,4268
YGL123W,19233
YGL123C-A,22
YGL122C,6533
YGL121C,563
YGL120C,9262
YGL119W,3318
YGL118C,45
YGL117W,3052
YGL116W,5451
YGL115W,5591
YGL114W,7577
YGL113W,4203
YGL112C,5860
YGL111W,5628
YGL110C,3312
YGL109W,11
YGL108C,2001
YGL107C,8198
YGL106W,3568
YGL105W,10886
YGL104C,2253
YGL103W,16134
YGL102C,14
YGL101W,3425
YGL100W,4187
YGL099W,4265
YGL098W,2146
YGL097W,4037
YGL096W,1282
YGL095C,4582
YGL094C,9626
YGL093W,4251
YGL092W,16307
YGL091C,2799
YGL090W,2077
YGL089C,14
YGL088W,2796
YGL087C,2776
YGL086W,3666
YGL085W,2291
YGL084C,8103
YGL083W,3991
YGL082W,5529
YGL081W,294
YGL080W,3248
YGL079W,1896
YGL078C,7973
YGL077C,11260
YGL076C,10892
YGL075C,2225
YGL074C,3
YGL073W,9488
YGL072C,405
YGL071W,7840
YGL070C,4194
YGL069C,111
YGL068W,4877
YGL067W,4085
YGL066W,5257
YGL065C,3675
YGL064C,2496
YGL063W,4507
YGL063C-A,15
YGL062W,15068
YGL061C,1792
YGL060W,3815
YGL058W,4579
YGL057C,2398
YGL056C,14332
YGL055W,29905
YGL054C,4546
YGL053W,1648
YGL052W,232
YGL051W,550
YGL050W,2495
YGL049C,8902
YGL048C,5569
YGL047W,1350
YGL045W,2981
YGL044C,3758
YGL043W,4521
YGL042C,4
YGL041C-B,38
YGL041W-A,1692
YGL041C,17
YGL040C,7391
YGL039W,2810
YGL038C,8140
YGL037C,6721
YGL036W,7127
YGL035C,7824
YGL034C,98
YGL033W,42
YGL032C,2674
YGL031C,10034
YGL030W,6954
YGL029W,1586
YGL028C,27690
YGL027C,5136
YGL026C,14130
YGL025C,4207
YGL024W,20
YGL023C,4081
YGL022W,14529
YGL021W,9172
YGL020C,2300
YGL019W,5030
YGL018C,860
YGL017W,1918
YGL016W,9056
YGL015C,37
YGL014W,15639
YGL014C-A,0
YGL013C,11349
YGL012W,9381
YGL011C,4721
YGL010W,2266
YGL009C,20610
YGL008C,92559
YGL007C-A,116
YGL007W,45
YGL006W-A,143
YGL006W,7552
YGL005C,2212
YGL004C,2270
YGL003C,7414
YGL002W,3073
YGL001C,5403
YGR001C,2378
YGR002C,3171
YGR003W,5097
YGR004W,3710
YGR005C,2699
YGR006W,1800
YGR007W,4723
YGR008C,1542
YGR009C,2962
YGR010W,3454
YGR011W,851
YGR012W,3031
YGR013W,4471
YGR014W,28061
YGR015C,3262
YGR016W,815
YGR018C,88
YGR019W,4337
YGR020C,4130
YGR021W,2550
YGR022C,11
YGR023W,5938
YGR024C,3272
YGR025W,785
YGR026W,5057
YGR027C,7413
YGR027W-B,6217
YGR027W-A,914
YGR028W,2765
YGR029W,1956
YGR030C,1962
YGR031W,3677
YGR031C-A,12
YGR032W,15790
YGR033C,6149
YGR034W,8497
YGR035C,405
YGR035W-A,2
YGR036C,5107
YGR037C,4050
YGR038W,3507
YGR038C-B,5855
YGR038C-A,1428
YGR039W,697
YGR040W,6557
YGR041W,7645
YGR042W,3246
YGR043C,515
YGR044C,5970
YGR045C,771
YGR046W,6295
YGR047C,5107
YGR048W,3429
YGR049W,3921
YGR050C,464
YGR051C,10
YGR052W,460
YGR053C,325
YGR054W,16340
YGR055W,15177
YGR056W,7775
YGR057C,2437
YGR058W,3334
YGR059W,141
YGR060W,16080
YGR061C,21112
YGR062C,3579
YGR063C,1971
YGR064W,333
YGR065C,10256
YGR066C,211
YGR067C,1392
YGR068C,3040
YGR068W-A,11
YGR069W,40
YGR070W,9018
YGR071C,7155
YGR072W,1870
YGR073C,461
YGR074W,2959
YGR075C,1449
YGR076C,2003
YGR077C,7920
YGR078C,3610
YGR079W,7623
YGR080W,3504
YGR081C,3452
YGR082W,5553
YGR083C,8655
YGR084C,4751
YGR085C,7084
YGR086C,13770
YGR087C,61
YGR089W,11481
YGR090W,19957
YGR091W,2201
YGR092W,5677
YGR093W,3795
YGR094W,18894
YGR095C,3514
YGR096W,1551
YGR097W,15017
YGR098C,12308
YGR099W,5219
YGR100W,6616
YGR101W,4744
YGR102C,1280
YGR103W,12323
YGR104C,2834
YGR105W,1544
YGR106C,8067
YGR107W,335
YGR108W,9825
YGR109C,3562
YGR109W-B,6371
YGR109W-A,27
YGR110W,1549
YGR111W,3143
YGR112W,3138
YGR113W,4208
YGR114C,6
YGR115C,3
YGR116W,13285
YGR117C,3698
YGR118W,7566
YGR119C,7081
YGR120C,2989
YGR121C,2986
YGR121W-A,192
YGR122W,2629
YGR122C-A,125
YGR123C,5481
YGR124W,18796
YGR125W,9826
YGR126W,1804
YGR127W,2190
YGR128C,11321
YGR129W,1125
YGR130C,7610
YGR131W,1179
YGR132C,4877
YGR133W,1837
YGR134W,6194
YGR135W,5874
YGR136W,7514
YGR137W,5140
YGR138C,6206
YGR139W,74
YGR140W,5794
YGR141W,1401
YGR142W,4433
YGR143W,9028
YGR144W,181
YGR145W,5762
YGR146C,7548
YGR146C-A,109
YGR148C,9367
YGR149W,6485
YGR150C,5874
YGR151C,1000
YGR152C,3022
YGR153W,1039
YGR154C,2871
YGR155W,15718
YGR156W,2753
YGR157W,17673
YGR158C,3174
YGR159C,12009
YGR160W,28
YGR161C,12629
YGR161W-C,2314
YGR161W-B,14903
YGR161W-A,10978
YGR161C-D,8114
YGR161C-C,476
YGR162W,20103
YGR163W,3448
YGR164W,140
YGR165W,5336
YGR166W,5041
YGR167W,4441
YGR168C,3292
YGR169C,2442
YGR169C-A,1140
YGR170W,7129
YGR171C,3788
YGR172C,2631
YGR173W,4045
YGR174C,958
YGR174W-A,226
YGR175C,17738
YGR176W,21
YGR177C,5487
YGR178C,9385
YGR179C,3544
YGR180C,8634
YGR181W,1483
YGR182C,2092
YGR183C,4388
YGR184C,15875
YGR185C,8719
YGR186W,5571
YGR187C,2995
YGR188C,4846
YGR189C,26089
YGR190C,12
YGR191W,10812
YGR192C,45479
YGR193C,4006
YGR194C,3347
YGR195W,2812
YGR196C,3632
YGR197C,3859
YGR198W,9384
YGR199W,4620
YGR200C,9999
YGR201C,1306
YGR202C,3804
YGR203W,1584
YGR204W,23478
YGR204C-A,10
YGR205W,3278
YGR206W,808
YGR207C,2606
YGR208W,3486
YGR209C,1589
YGR210C,6578
YGR211W,11430
YGR213C,442
YGR214W,16458
YGR215W,1597
YGR216C,6587
YGR217W,11697
YGR218W,14831
YGR219W,1
YGR220C,3652
YGR221C,3593
YGR222W,3283
YGR223C,3067
YGR224W,120
YGR225W,617
YGR226C,1
YGR227W,7418
YGR228W,20
YGR229C,7915
YGR230W,1355
YGR231C,4016
YGR232W,2330
YGR233C,8959
YGR234W,23166
YGR235C,3395
YGR236C,216
YGR237C,5335
YGR238C,4019
YGR239C,2515
YGR240C,33067
YGR240C-A,53
YGR241C,8664
YGR242W,5
YGR243W,3185
YGR244C,4652
YGR245C,8781
YGR246C,3714
YGR247W,2801
YGR248W,754
YGR249W,952
YGR250C,6436
YGR251W,3452
YGR252W,2910
YGR253C,4404
YGR254W,16338
YGR255C,4563
YGR256W,1292
YGR257C,5438
YGR258C,3096
YGR259C,310
YGR260W,7558
YGR261C,8863
YGR262C,3756
YGR263C,2689
YGR264C,16232
YGR265W,4
YGR266W,5076
YGR267C,5284
YGR268C,3967
YGR269W,101
YGR270W,14219
YGR270C-A,3
YGR271W,11670
YGR271C-A,2056
YGR273C,8
YGR274C,6873
YGR275W,1778
YGR276C,2665
YGR277C,2497
YGR278W,4274
YGR279C,16148
YGR280C,526
YGR281W,12643
YGR282C,13152
YGR283C,2399
YGR284C,5766
YGR285C,10842
YGR286C,3881
YGR287C,1987
YGR288W,3079
YGR289C,4216
YGR290W,4
YGR291C,3
YGR292W,720
YGR293C,70
YGR294W,276
YGR295C,5204
YGR296W,229
YGR296C-A,0
YGR296C-B,1
YLR454W,16209
YLR060W,14524
YLR186W,5008
YLR398C,9113
YLL067C,1510
YLL067W-A,0
YLL066W-B,50
YLL066C,5372
YLL066W-A,0
YLL065W,4
YLL064C,6
YLL063C,3403
YLL062C,1875
YLL061W,6127
YLL060C,1859
YLL059C,761
YLL058W,3924
YLL057C,955
YLL056C,1306
YLL055W,3032
YLL054C,5716
YLL053C,740
YLL052C,1051
YLL051C,13062
YLL050C,2923
YLL049W,960
YLL048C,24525
YLL047W,11
YLL046C,176
YLL045C,16485
YLL044W,29
YLL043W,9648
YLL042C,377
YLL041C,6087
YLL040C,14262
YLL039C,8422
YLL038C,5105
YLL037W,53
YLL036C,4860
YLL035W,7028
YLL034C,4480
YLL033W,1372
YLL032C,5580
YLL031C,13432
YLL030C,21
YLL029W,7973
YLL028W,5538
YLL027W,5299
YLL026W,15313
YLL025W,440
YLL024C,45960
YLL023C,2242
YLL022C,2816
YLL021W,10420
YLL020C,919
YLL019C,13223
YLL019W-A,5
YLL018C-A,2061
YLL018C,12199
YLL015W,10782
YLL014W,1725
YLL013C,13228
YLL012W,3961
YLL011W,6825
YLL010C,9417
YLL009C,1054
YLL008W,6922
YLL007C,4253
YLL006W-A,18
YLL006W,3405
YLL005C,64
YLL004W,3260
YLL003W,6352
YLL002W,2651
YLL001W,5025
YLR001C,3928
YLR002C,6164
YLR003C,3388
YLR004C,748
YLR005W,2976
YLR006C,9923
YLR007W,2681
YLR008C,4441
YLR009W,5746
YLR010C,907
YLR011W,1448
YLR012C,10
YLR013W,5
YLR014C,4558
YLR015W,2734
YLR016C,3008
YLR017W,6211
YLR018C,5430
YLR019W,8582
YLR020C,3768
YLR021W,2117
YLR022C,4536
YLR023C,8827
YLR024C,5393
YLR025W,1938
YLR026C,5127
YLR027C,15099
YLR028C,8884
YLR029C,17793
YLR030W,463
YLR031W,293
YLR032W,5752
YLR033W,5858
YLR034C,9059
YLR035C,3532
YLR035C-A,4636
YLR036C,2603
YLR037C,524
YLR038C,2130
YLR039C,4377
YLR040C,1992
YLR041W,267
YLR042C,1281
YLR043C,2200
YLR044C,59983
YLR045C,6926
YLR046C,3966
YLR047C,9004
YLR048W,23248
YLR049C,3960
YLR050C,803
YLR051C,2907
YLR052W,5329
YLR053C,48
YLR054C,394
YLR055C,2697
YLR056W,16863
YLR057W,7440
YLR058C,18044
YLR059C,4076
YLR061W,9735
YLR062C,8
YLR063W,2533
YLR064W,7203
YLR065C,1407
YLR066W,2236
YLR067C,5454
YLR068W,911
YLR069C,7181
YLR070C,318
YLR071C,8924
YLR072W,4457
YLR073C,9190
YLR074C,1862
YLR075W,19664
YLR076C,8
YLR077W,3602
YLR078C,2796
YLR079W,5438
YLR080W,421
YLR081W,67
YLR082C,1829
YLR083C,13327
YLR084C,19266
YLR085C,4969
YLR086W,6729
YLR087C,11636
YLR088W,7388
YLR089C,11402
YLR090W,4734
YLR091W,2148
YLR092W,1217
YLR093C,3326
YLR094C,7156
YLR095C,8484
YLR096W,8405
YLR097C,2745
YLR098C,5682
YLR099C,5913
YLR099W-A,952
YLR100W,10079
YLR101C,304
YLR102C,926
YLR103C,5272
YLR104W,3152
YLR105C,2708
YLR106C,32702
YLR107W,3088
YLR108C,4075
YLR109W,9386
YLR110C,26281
YLR111W,99
YLR112W,868
YLR113W,12593
YLR114C,2737
YLR115W,6378
YLR116W,6024
YLR117C,3764
YLR118C,2589
YLR119W,1165
YLR120C,14672
YLR120W-A,124
YLR121C,6670
YLR122C,587
YLR123C,506
YLR124W,338
YLR125W,1427
YLR126C,1071
YLR127C,3361
YLR128W,1405
YLR129W,11145
YLR130C,13507
YLR131C,6493
YLR132C,2736
YLR133W,5826
YLR134W,2929
YLR135W,3642
YLR136C,3841
YLR137W,1847
YLR138W,8950
YLR139C,6420
YLR140W,702
YLR141W,3247
YLR142W,5519
YLR143W,4052
YLR144C,7386
YLR145W,1325
YLR146C,2891
YLR146W-A,556
YLR147C,1982
YLR148W,4816
YLR149C,3698
YLR149C-A,21
YLR150W,14157
YLR151C,906
YLR152C,5710
YLR153C,19494
YLR154C,1397
YLR154W-A,19609
YLR154W-B,18195
YLR154W-C,26491
YLR154W-E,187
YLR154W-F,4575
YLR154C-G,4
YLR154C-H,2
YLR155C,7
YLR156W,558
YLR156C-A,23
YLR157C,583
YLR157W-D,0
YLR157C-B,8620
YLR157C-A,554
YLR157W-E,6
YLR157C-C,0
YLR158C,39
YLR159W,0
YLR159C-A,3
YLR160C,10242
YLR161W,200
YLR162W,329
YLR162W-A,802
YLR163C,5831
YLR163W-A,3
YLR164W,992
YLR165C,1722
YLR166C,8811
YLR167W,14506
YLR168C,4147
YLR169W,4
YLR170C,844
YLR171W,4
YLR172C,4375
YLR173W,3345
YLR174W,1190
YLR175W,9672
YLR176C,5132
YLR177W,4579
YLR178C,2159
YLR179C,4959
YLR180W,16898
YLR181C,2142
YLR182W,6674
YLR183C,4305
YLR184W,19
YLR185W,5639
YLR187W,7607
YLR188W,6943
YLR189C,7216
YLR190W,6967
YLR191W,3364
YLR192C,4846
YLR193C,2039
YLR194C,10501
YLR195C,4532
YLR196W,9273
YLR197W,13029
YLR198C,387
YLR199C,5261
YLR200W,1999
YLR201C,2833
YLR202C,1276
YLR203C,9602
YLR204W,2523
YLR205C,4370
YLR206W,13641
YLR207W,5872
YLR208W,6840
YLR209C,3477
YLR210W,3237
YLR211C,1016
YLR212C,5840
YLR213C,689
YLR214W,17841
YLR215C,3084
YLR216C,5497
YLR217W,5
YLR218C,336
YLR219W,7622
YLR220W,4226
YLR221C,3195
YLR222C,9262
YLR222C-A,63
YLR223C,8117
YLR224W,7761
YLR225C,3954
YLR226W,4197
YLR227C,2204
YLR227W-B,7261
YLR227W-A,1139
YLR228C,4032
YLR229C,5123
YLR230W,3
YLR231C,1564
YLR232W,25
YLR233C,3700
YLR234W,2918
YLR235C,34
YLR236C,69
YLR237W,3685
YLR238W,3324
YLR239C,2407
YLR240W,5638
YLR241W,11435
YLR242C,1936
YLR243W,4910
YLR244C,6872
YLR245C,1469
YLR246W,4289
YLR247C,10144
YLR248W,6318
YLR249W,79939
YLR250W,2487
YLR251W,2507
YLR252W,1019
YLR253W,5917
YLR254C,2006
YLR255C,102
YLR256W,7856
YLR256W-A,576
YLR257W,11404
YLR258W,11409
YLR259C,19017
YLR260W,3971
YLR261C,2432
YLR262C,3011
YLR262C-A,868
YLR263W,2949
YLR264W,3391
YLR264C-A,18
YLR265C,2667
YLR266C,5647
YLR267W,790
YLR268W,4535
YLR269C,0
YLR270W,3283
YLR271W,1276
YLR272C,8452
YLR273C,2288
YLR274W,8621
YLR275W,1966
YLR276C,9529
YLR277C,6423
YLR278C,18052
YLR279W,30
YLR280C,530
YLR281C,556
YLR282C,25
YLR283W,1861
YLR284C,826
YLR285W,3034
YLR285C-A,285
YLR286C,31166
YLR286W-A,58
YLR287C,4199
YLR287C-A,5764
YLR288C,4386
YLR289W,3318
YLR290C,1536
YLR291C,7432
YLR292C,4463
YLR293C,10017
