Geneid,WT_1
YDR014W-A,24
YDR015C,2
YDR016C,340
YDR017C,2901
YDR018C,62
YDR019C,623
YDR020C,933
YDR021W,943
YDR022C,320
YDR023W,7711
YDR024W,476
YDR025W,8458
YDR026C,1440
YDR027C,2001
YDR028C,4178
YDR029W,4
YDR030C,299
YDR031W,288
YDR032C,2718
YDR033W,16839
YDR034C,2180
YDR034C-D,6645
YDR034C-C,883
YDR034C-A,0
YDR034W-B,22
YDR035W,4037
YDR037W,11127
YDR038C,3787
YDR039C,1665
YDR040C,6460
YDR041W,1002
YDR042C,200
YDR043C,990
YDR044W,2558
YDR045C,836
YDR046C,7114
YDR047W,2223
YDR048C,5
YDR049W,1397
YDR050C,14352
YDR051C,1540
YDR052C,2294
YDR053W,5
YDR054C,2228
YDR055W,5983
YDR056C,1850
YDR057W,1257
YDR058C,184
YDR059C,668
YDR060W,7997
YDR061W,1524
YDR062W,5821
YDR063W,1008
YDR064W,9610
YDR065W,631
YDR066C,244
YDR067C,581
YDR068W,905
YDR069C,1020
YDR070C,139
YDR071C,2497
YDR072C,3563
YDR073W,747
YDR074W,3409
YDR075W,1437
YDR076W,210
YDR077W,46237
YDR078C,143
YDR079W,540
YDR079C-A,434
YDR080W,1263
YDR081C,1798
YDR082W,654
YDR083W,2351
YDR084C,1131
YDR085C,655
YDR086C,2550
YDR087C,2083
YDR088C,677
YDR089W,1553
YDR090C,1041
YDR091C,6592
YDR092W,1390
YDR093W,8163
YDR094W,1139
YDR095C,20
YDR096W,2538
YDR097C,2588
YDR098C,2618
YDR098C-B,4327
YDR098C-A,846
YDR099W,6604
YDR101C,5049
YDR102C,27
YDR103W,2789
YDR104C,780
YDR105C,2549
YDR106W,72
YDR107C,819
YDR108W,877
YDR109C,737
YDR110W,1266
YDR111C,1023
YDR112W,2
YDR113C,794
YDR114C,7
YDR115W,1028
YDR116C,1272
YDR117C,1429
YDR118W,678
YDR118W-A,61
YDR119W,6091
YDR119W-A,121
YDR120C,2934
YDR121W,1128
YDR122W,2285
YDR123C,937
YDR124W,202
YDR125C,325
YDR126W,713
YDR127W,13003
YDR128W,2221
YDR129C,6406
YDR130C,438
YDR131C,674
YDR132C,757
YDR133C,6234
YDR135C,13498
YDR136C,26
YDR137W,1455
YDR138W,1509
YDR139C,1066
YDR140W,1084
YDR141C,3847
YDR142C,1012
YDR143C,3817
YDR144C,5308
YDR145W,2795
YDR146C,1911
YDR147W,832
YDR148C,2881
YDR149C,3
YDR150W,6109
YDR151C,1245
YDR152W,1922
YDR153C,2087
YDR154C,9480
YDR155C,14741
YDR156W,3340
YDR157W,1073
YDR158W,6425
YDR159W,2430
YDR160W,1305
YDR161W,2129
YDR162C,798
YDR163W,571
YDR164C,1824
YDR165W,2483
YDR167W,775
YDR168W,3186
YDR169C,1514
YDR169C-A,16
YDR170C,11550
YDR170W-A,1349
YDR171W,862
YDR172W,6617
YDR173C,309
YDR174W,3495
YDR175C,1318
YDR176W,1358
YDR177W,1750
YDR178W,2536
YDR179C,184
YDR179W-A,755
YDR180W,1872
YDR181C,677
YDR182W,3058
YDR182W-A,95
YDR183W,425
YDR183C-A,143
YDR184C,1723
YDR185C,243
YDR186C,3763
YDR187C,3
YDR188W,4501
YDR189W,2967
YDR190C,3281
YDR191W,291
YDR192C,916
YDR193W,2
YDR194C,4461
YDR194W-A,0
YDR195W,814
YDR196C,826
YDR197W,1079
YDR198C,1130
YDR199W,2
YDR200C,921
YDR201W,407
YDR202C,666
YDR203W,4
YDR204W,1084
YDR205W,2652
YDR206W,3225
YDR207C,1454
YDR208W,3815
YDR209C,3
YDR210W,1060
YDR210W-B,10212
YDR210W-A,3110
YDR210C-D,9499
YDR210C-C,2344
YDR211W,3537
YDR212W,5774
YDR213W,1118
YDR214W,4489
YDR215C,8
YDR216W,954
YDR217C,2316
YDR218C,22
YDR219C,829
YDR220C,79
YDR221W,2239
YDR222W,1335
YDR223W,57
YDR224C,4702
YDR225W,5087
YDR226W,5004
YDR227W,1744
YDR228C,1275
YDR229W,901
YDR230W,5
YDR231C,409
YDR232W,9089
YDR233C,13365
YDR234W,5258
YDR235W,1135
YDR236C,960
YDR237W,1472
YDR238C,8931
YDR239C,1113
YDR240C,796
YDR241W,154
YDR242W,463
YDR243C,641
YDR244W,941
YDR245W,3567
YDR246W,865
YDR246W-A,45
YDR247W,1429
YDR248C,832
YDR249C,626
YDR250C,7
YDR251W,3284
YDR252W,202
YDR253C,114
YDR254W,415
YDR255C,562
YDR256C,139
YDR257C,980
YDR258C,1820
YDR259C,326
YDR260C,640
YDR261C,3166
YDR261W-B,8776
YDR261W-A,4434
YDR261C-D,5369
YDR261C-C,2240
YDR262W,1558
YDR263C,344
YDR264C,6062
YDR265W,568
YDR266C,2992
YDR267C,1210
YDR268W,743
YDR269C,1
YDR270W,1790
YDR271C,19
YDR272W,1030
YDR273W,94
YDR274C,7
YDR275W,636
YDR276C,4576
YDR277C,398
YDR278C,5
YDR279W,810
YDR280W,1669
YDR281C,775
YDR282C,508
YDR283C,2850
YDR284C,1796
YDR285W,329
YDR286C,227
YDR287W,771
YDR288W,903
YDR289C,609
YDR290W,1
YDR291W,1747
YDR292C,3189
YDR294C,3678
YDR295C,770
YDR296W,1066
YDR297W,3545
YDR298C,4088
YDR299W,1866
YDR300C,1590
YDR301W,2781
YDR302W,1238
YDR303C,2508
YDR304C,3809
YDR305C,583
YDR306C,700
YDR307W,2496
YDR308C,950
YDR309C,3072
YDR310C,3045
YDR311W,1299
YDR312W,1485
YDR313C,557
YDR314C,576
YDR315C,234
YDR316W,862
YDR316W-B,7624
YDR316W-A,2034
YDR317W,128
YDR318W,417
YDR319C,837
YDR320C,1475
YDR320C-A,986
YDR320W-B,57
YDR321W,5049
YDR322W,1217
YDR322C-A,1015
YDR323C,305
YDR324C,4246
YDR325W,1847
YDR326C,8477
YDR327W,5
YDR328C,2414
YDR329C,1100
YDR330W,1110
YDR331W,1909
YDR332W,617
YDR333C,1591
YDR334W,3295
YDR335W,3043
YDR336W,505
YDR337W,1245
YDR338C,1133
YDR339C,1349
YDR340W,4
YDR341C,7128
YDR342C,7634
YDR343C,97
YDR344C,158
YDR345C,13209
YDR346C,5763
YDR347W,2464
YDR348C,2417
YDR349C,4357
YDR350C,1246
YDR352W,2020
YDR353W,6518
YDR354W,3011
YDR354C-A,1
YDR355C,0
YDR356W,1324
YDR357C,711
YDR358W,678
YDR359C,2068
YDR360W,6
YDR361C,1725
YDR362C,856
YDR363W,653
YDR363W-A,2002
YDR364C,1086
YDR365C,4936
YDR365W-B,3227
YDR365W-A,1405
YDR366C,8
YDR367W,1416
YDR368W,2361
YDR369C,771
YDR370C,1010
YDR371W,823
YDR371C-A,1
YDR372C,3100
YDR373W,1283
YDR374C,23
YDR374W-A,260
YDR375C,1139
YDR376W,1504
YDR377W,2192
YDR378C,1237
YDR379W,1327
YDR379C-A,229
YDR380W,2898
YDR381W,4911
YDR381C-A,427
YDR382W,9002
YDR383C,243
YDR384C,1214
YDR385W,71517
YDR386W,417
YDR387C,1206
YDR388W,3535
YDR389W,3451
YDR390C,1846
YDR391C,729
YDR392W,654
YDR393W,1193
YDR394W,3672
YDR395W,7374
YDR396W,23
YDR397C,1146
YDR398W,2904
YDR399W,3365
YDR400W,2025
YDR401W,63
YDR402C,58
YDR403W,220
YDR404C,2553
YDR405W,851
YDR406W,1856
YDR406W-A,13
YDR407C,3069
YDR408C,1296
YDR409W,849
YDR410C,1326
YDR411C,2485
YDR412W,1585
YDR413C,4
YDR414C,1079
YDR415C,1322
YDR416W,1210
YDR417C,12
YDR418W,8954
YDR419W,932
YDR421W,764
YDR422C,2635
YDR423C,922
YDR424C,825
YDR425W,835
YDR426C,6
YDR427W,2600
YDR428C,816
YDR429C,3792
YDR430C,2881
YDR431W,9
YDR432W,10557
YDR433W,3853
YDR434W,2214
YDR435C,635
YDR436W,993
YDR437W,556
YDR438W,531
YDR439W,162
YDR440W,1072
YDR441C,2964
YDR442W,1
YDR443C,2166
YDR444W,1045
YDR445C,10
YDR446W,12
YDR447C,4188
YDR448W,1097
YDR449C,1422
YDR450W,8427
YDR451C,1175
YDR452W,3969
YDR453C,304
YDR454C,3430
YDR455C,0
YDR456W,3392
YDR457W,11734
YDR458C,1814
YDR459C,870
YDR460W,807
YDR461W,1134
YDR461C-A,131
YDR462W,489
YDR463W,2690
YDR464W,2401
YDR464C-A,0
YDR465C,2404
YDR466W,1859
YDR467C,24
YDR468C,1270
YDR469W,650
YDR470C,911
YDR471W,8174
YDR472W,1266
YDR473C,550
YDR475C,1308
YDR476C,1866
YDR477W,3556
YDR478W,327
YDR479C,935
YDR480W,433
YDR481C,5677
YDR482C,436
YDR483W,6615
YDR484W,773
YDR485C,1178
YDR486C,1547
YDR487C,4134
YDR488C,803
YDR489W,729
YDR490C,1066
YDR491C,6
YDR492W,4468
YDR493W,389
YDR494W,1894
YDR495C,935
YDR497C,8315
YDR498C,1023
YDR499W,763
YDR500C,4332
YDR501W,467
YDR502C,4082
YDR503C,688
YDR504C,259
YDR505C,3607
YDR506C,356
YDR507C,3841
YDR508C,7530
YDR509W,2
YDR510W,3082
YDR510C-A,27
YDR511W,676
YDR512C,959
YDR513W,1189
YDR514C,814
YDR515W,894
YDR516C,2377
YDR517W,2003
YDR518W,1993
YDR519W,1817
YDR520C,723
YDR521W,1
YDR522C,10
YDR523C,101
YDR524C,2230
YDR524W-C,2
YDR524C-B,7864
YDR524C-A,30
YDR525W,16
YDR525W-A,464
YDR526C,6
YDR527W,2441
YDR528W,1554
YDR529C,4854
YDR530C,747
YDR531W,1697
YDR532C,531
YDR533C,1455
YDR534C,322
YDR535C,44
YDR536W,14
YDR537C,13
YDR538W,1750
YDR539W,1899
YDR540C,292
YDR541C,708
YDR542W,1
YDR543C,2
YDR544C,15
YDR545W,663
YDR545C-A,0
YIL122W,756
YIL048W,4056
YIR019C,454
YIL177C,3178
YIL177W-A,7
YIL176C,1
YIL173W,174
YIL172C,3
YIL171W-A,0
YIL169C,178
YIL166C,222
YIL165C,199
YIL164C,296
YIL163C,16
YIL162W,3157
YIL161W,549
YIL160C,13
YIL159W,1216
YIL158W,1173
YIL157C,1660
YIL156W-A,92
YIL156W-B,599
YIL156W,2404
YIL155C,892
YIL154C,1068
YIL153W,1609
YIL152W,333
YIL151C,2441
YIL150C,593
YIL149C,3416
YIL148W,8595
YIL147C,4376
YIL146C,547
YIL145C,2724
YIL144W,1014
YIL143C,1985
YIL142C-A,0
YIL142W,5339
YIL141W,566
YIL140W,4269
YIL139C,360
YIL138C,2500
YIL137C,4031
YIL136W,468
YIL135C,1994
YIL134C-A,7
YIL134W,898
YIL133C,9460
YIL132C,195
YIL131C,2061
YIL130W,2721
YIL129C,5074
YIL128W,3149
YIL127C,1658
YIL126W,4835
YIL125W,7073
YIL124W,1693
YIL123W,16818
YIL121W,1523
YIL120W,501
YIL119C,1097
YIL118W,2380
YIL117C,1362
YIL116W,1620
YIL115W-A,2
YIL115C,5034
YIL114C,1253
YIL113W,188
YIL112W,1269
YIL111W,912
YIL110W,1760
YIL109C,12750
YIL108W,2433
YIL107C,802
YIL106W,1347
YIL105C,1291
YIL105W-A,0
YIL104C,999
YIL103W,1273
YIL102C-A,159
YIL102C,0
YIL101C,417
YIL100C-A,35
YIL100W,41
YIL099W,118
YIL098C,517
YIL097W,381
YIL096C,954
YIL095W,1166
YIL094C,3776
YIL093C,1331
YIL092W,598
YIL091C,3270
YIL090W,3349
YIL089W,137
YIL088C,4411
YIL087C,696
YIL086C,131
YIL085C,2460
YIL084C,556
YIL083C,1148
YIL082W-A,1020
YIL082W,47
YIL079C,1688
YIL078W,10759
YIL077C,548
YIL076W,2894
YIL075C,7806
YIL074C,2471
YIL073C,187
YIL072W,75
YIL071W-A,7
YIL071C,621
YIL070C,2004
YIL069C,7154
YIL068W-A,5
YIL068C,1465
YIL067C,1747
YIL066W-A,3
YIL066C,233
YIL065C,735
YIL064W,1452
YIL063C,1487
YIL062C,1920
YIL061C,434
YIL060W,6
YIL059C,251
YIL058W,7
YIL057C,4
YIL056W,3497
YIL055C,410
YIL054W,1
YIL053W,9934
YIL052C,6192
YIL051C,4595
YIL050W,1351
YIL049W,898
YIL047C-A,931
YIL047C,6627
YIL046W-A,16
YIL046W,1463
YIL045W,531
YIL044C,1407
YIL043C,5503
YIL042C,685
YIL041W,3310
YIL040W,1324
YIL039W,3322
YIL038C,2643
YIL037C,49
YIL036W,2287
YIL035C,1878
YIL034C,3634
YIL033C,4520
YIL032C,6
YIL031W,1831
YIL030W-A,283
YIL030C,8865
YIL029W-A,2
YIL029C,106
YIL028W,64
YIL027C,861
YIL026C,1811
YIL025C,1
YIL024C,185
YIL023C,2046
YIL022W,3261
YIL021W,1980
YIL021C-A,0
YIL020C-A,13
YIL020C,786
YIL019W,1053
YIL018W,18899
YIL017C,993
YIL016W,691
YIL015W,4962
YIL014C-A,268
YIL014W,1978
YIL013C,672
YIL012W,25
YIL011W,462
YIL010W,823
YIL009C-A,673
YIL009W,2963
YIL008W,1035
YIL007C,474
YIL006W,1191
YIL005W,2767
YIL004C,594
YIL003W,699
YIL002W-A,665
YIL002C,1727
YIL001W,922
YIR001C,1275
YIR002C,1828
YIR003W,1620
YIR004W,2094
YIR005W,226
YIR006C,10043
YIR007W,810
YIR008C,984
YIR009W,487
YIR010W,1453
YIR011C,1586
YIR012W,4235
YIR013C,19
YIR014W,87
YIR015W,300
YIR016W,451
YIR017C,200
YIR017W-A,7
YIR018W,341
YIR018C-A,40
YIR020C,87
YIR020W-A,0
YIR020C-B,3
YIR021W,818
YIR021W-A,82
YIR022W,1847
YIR023W,2383
YIR023C-A,20
YIR024C,433
YIR025W,251
YIR026C,1793
YIR027C,124
YIR028W,147
YIR029W,247
YIR030C,336
YIR030W-A,7
YIR031C,874
YIR032C,401
YIR033W,3090
YIR034C,2205
YIR035C,2771
YIR036C,1072
YIR036W-A,6
YIR037W,2291
YIR038C,1041
YIR039C,621
YIR040C,0
YIR041W,1
YIR042C,423
YFL068W,0
YFL067W,1
YFL066C,640
YFL065C,59
YFL064C,20
YFL063W,0
YFL062W,1223
YFL061W,82
YFL060C,495
YFL059W,437
YFL058W,19
YFL057C,565
YFL056C,608
YFL055W,258
YFL054C,381
YFL053W,28
YFL052W,71
YFL051C,41
YFL050C,721
YFL049W,934
YFL048C,2334
YFL047W,1909
YFL046W,664
YFL045C,8251
YFL044C,851
YFL042C,910
YFL041W-A,19
YFL041W,2774
YFL040W,12
YFL039C,24140
YFL038C,3761
YFL037W,9749
YFL036W,3545
YFL034C-B,1189
YFL034C-A,2087
YFL034W,1488
YFL033C,3142
YFL032W,1328
YFL031W,16051
YFL031C-A,0
YFL030W,459
YFL029C,603
YFL028C,1089
YFL027C,865
YFL026W,8559
YFL025C,3182
YFL024C,1521
YFL023W,1071
YFL022C,7035
YFL021C-A,54
YFL021W,6892
YFL020C,21
YFL019C,6
YFL018C,4042
YFL017W-A,436
YFL017C,825
YFL016C,2081
YFL015W-A,2
YFL015C,2
YFL014W,413
YFL013W-A,1
YFL013C,1321
YFL012W-A,1
YFL012W,14
YFL011W,32
YFL010W-A,13
YFL010C,4472
YFL009W,2555
YFL008W,2150
YFL007W,6461
YFL005W,3636
YFL004W,6458
YFL003C,117
YFL002W-A,1137
YFL002W-B,335
YFL002C,1889
YFL001W,1168
YFR001W,1662
YFR002W,3475
YFR003C,680
YFR004W,1760
YFR005C,1168
YFR006W,3136
YFR007W,668
YFR008W,216
YFR009W,4106
YFR009W-A,396
YFR010W,2778
YFR010W-A,7
YFR011C,705
YFR012W,14
YFR012W-A,13
YFR013W,2020
YFR014C,807
YFR015C,568
YFR016C,2119
YFR017C,291
YFR018C,1491
YFR019W,2807
YFR020W,758
YFR021W,1459
YFR022W,1167
YFR023W,52
YFR024C-A,2789
YFR025C,1405
YFR026C,99
YFR027W,216
YFR028C,2493
YFR029W,987
YFR030W,4690
YFR031C,1694
YFR031C-A,15395
YFR032C,42
YFR032C-A,3202
YFR032C-B,743
YFR033C,4803
YFR034C,824
YFR034W-A,209
YFR035C,22
YFR036W,413
YFR036W-A,16
YFR037C,2710
YFR038W,1623
YFR039C,1773
YFR040W,3615
YFR041C,909
YFR042W,1064
YFR043C,547
YFR044C,10059
YFR045W,519
YFR046C,516
YFR047C,2097
YFR048W,1230
YFR049W,805
YFR050C,3057
YFR051C,4817
YFR052W,1760
YFR052C-A,329
YFR053C,2616
YFR054C,28
YFR056C,2
YFR055W,5801
YFR057W,2
YKL023C-A,1310
YKR046C,5965
YKR103W,452
YKL225W,1
YKL224C,3
YKL223W,0
YKL222C,916
YKL221W,49
YKL220C,348
YKL219W,792
YKL218C,634
YKL217W,254
YKL216W,3556
YKL215C,2494
YKL214C,886
YKL213C,2751
YKL212W,5189
YKL211C,3219
YKL210W,9518
YKL209C,8043
YKL208W,331
YKL207W,3720
YKL206C,918
YKL205W,3666
YKL204W,2368
YKL203C,4225
YKL202W,62
YKL201C,457
YKL198C,1908
YKL197C,1634
YKL196C,3303
YKL195W,2488
YKL194C,940
YKL193C,683
YKL192C,4802
YKL191W,4714
YKL190W,1578
YKL189W,512
YKL188C,342
YKL187C,708
YKL186C,1358
YKL185W,4374
YKL184W,3347
YKL183C-A,3
YKL183W,840
YKL182W,47449
YKL181W,6975
YKL180W,10705
YKL179C,2089
YKL178C,104
YKL177W,6
YKL176C,4111
YKL175W,5380
YKL174C,2610
YKL173W,1959
YKL172W,4596
YKL171W,995
YKL170W,1318
YKL169C,14
YKL168C,833
YKL167C,591
YKL166C,1336
YKL165C-A,71
YKL165C,6189
YKL164C,12938
YKL163W,474
YKL162C-A,28
YKL162C,194
YKL161C,994
YKL160W,2054
YKL159C,354
YKL157W,6725
YKL156W,4670
YKL156C-A,0
YKL155C,1260
YKL154W,1223
YKL153W,5
YKL152C,21172
YKL151C,697
YKL150W,2904
YKL149C,485
YKL148C,6203
YKL147C,7
YKL146W,3464
YKL145W,4123
YKL145W-A,320
YKL144C,895
YKL143W,1765
YKL142W,1750
YKL141W,3872
YKL140W,2011
YKL139W,1036
YKL138C-A,506
YKL138C,831
YKL137W,601
YKL136W,116
YKL135C,2419
YKL134C,974
YKL133C,175
YKL132C,465
YKL131W,9
YKL130C,872
YKL129C,2219
YKL128C,1948
YKL127W,3982
YKL126W,3385
YKL125W,1688
YKL124W,658
YKL123W,246
YKL122C,1798
YKL121W,965
YKL120W,3964
YKL119C,455
YKL118W,12
YKL117W,3771
YKL116C,1653
YKL115C,210
YKL114C,1242
YKL113C,1381
YKL112W,2930
YKL111C,5
YKL110C,1498
YKL109W,4045
YKL108W,518
YKL107W,39
YKL106C-A,22
YKL106W,2967
YKL105C,1535
YKL104C,9618
YKL103C,1813
YKL102C,6
YKL101W,5209
YKL100C,3670
YKL100W-A,0
YKL099C,1623
YKL098W,715
YKL097C,5
YKL096C-B,0
YKL096W-A,12633
YKL096W,5473
YKL095W,412
YKL094W,2278
YKL093W,147
YKL092C,1511
YKL091C,623
YKL090W,330
YKL089W,585
YKL088W,727
YKL087C,1302
YKL086W,33
YKL085W,2194
YKL084W,777
YKL083W,29
YKL082C,1023
YKL081W,19722
YKL080W,5749
YKL079W,1572
YKL078W,1513
YKL077W,3239
YKL076C,270
YKL075C,697
YKL074C,1419
YKL073W,4345
YKL072W,752
YKL071W,126
YKL070W,20
YKL069W,850
YKL068W-A,976
YKL068W,5227
YKL067W,2762
YKL066W,1343
YKL065W-A,27
YKL065C,1906
YKL064W,2924
YKL063C,1058
YKL062W,2450
YKL061W,364
YKL060C,40742
YKL059C,945
YKL058W,1545
YKL057C,5213
YKL056C,13069
YKL055C,390
YKL054C,10847
YKL053C-A,451
YKL053W,30
YKL052C,705
YKL051W,2481
YKL050C,408
YKL049C,639
YKL048C,763
YKL047W,800
YKL046C,2378
YKL045W,1024
YKL044W,682
YKL043W,4417
YKL042W,725
YKL041W,157
YKL040C,1631
YKL039W,4691
YKL038W,2977
YKL037W,18
YKL036C,7
YKL035W,6454
YKL034W,2553
YKL033W-A,3343
YKL033W,1211
YKL032C,3234
YKL031W,70
YKL030W,3
YKL029C,7333
YKL028W,1508
YKL027W,1351
YKL026C,100
YKL025C,2278
YKL024C,2079
YKL023W,500
YKL022C,1323
YKL021C,1815
YKL020C,3059
YKL019W,1763
YKL018C-A,86
YKL018W,1497
YKL017C,710
YKL016C,3218
YKL015W,2271
YKL014C,6532
YKL013C,2313
YKL012W,1469
YKL011C,427
YKL010C,3889
YKL009W,3691
YKL008C,3024
YKL007W,1979
YKL006C-A,966
YKL006W,6240
YKL005C,910
YKL004W,5405
YKL003C,958
YKL002W,1045
YKL001C,1368
YKR001C,5104
YKR002W,1559
YKR003W,1704
YKR004C,375
YKR005C,196
YKR006C,2218
YKR007W,738
YKR008W,1726
YKR009C,478
YKR010C,611
YKR011C,525
YKR012C,38
YKR013W,8842
YKR014C,1863
YKR015C,42
YKR016W,1785
YKR017C,698
YKR018C,2809
YKR019C,537
YKR020W,507
YKR021W,1978
YKR022C,618
YKR023W,726
YKR024C,2254
YKR025W,819
YKR026C,2534
YKR027W,1474
YKR028W,4105
YKR029C,918
YKR030W,1115
YKR031C,3149
YKR032W,2
YKR033C,18
YKR034W,184
YKR035C,26
YKR035W-A,1300
YKR036C,1016
YKR037C,838
YKR038C,1912
YKR039W,9105
YKR040C,1633
YKR041W,70
YKR042W,13358
YKR043C,4212
YKR044W,1455
YKR045C,567
YKR047W,45
YKR048C,4139
YKR049C,607
YKR050W,1832
YKR051W,981
YKR052C,698
YKR053C,351
YKR054C,4690
YKR055W,378
YKR056W,1996
YKR057W,3384
YKR058W,264
YKR059W,18433
YKR060W,1020
YKR061W,1191
YKR062W,1090
YKR063C,1051
YKR064W,1069
YKR065C,2129
YKR066C,4159
YKR067W,1640
YKR068C,1891
YKR069W,513
YKR070W,1029
YKR071C,3894
YKR072C,2491
YKR073C,87
YKR074W,1035
YKR075C,590
YKR075W-A,9
YKR076W,388
YKR077W,752
YKR078W,745
YKR079C,2661
YKR080W,708
YKR081C,2889
YKR082W,4066
YKR083C,506
YKR084C,1973
YKR085C,1286
YKR086W,1578
YKR087C,925
YKR088C,1788
YKR089C,1664
YKR090W,2133
YKR091W,1272
YKR092C,3705
YKR093W,15999
YKR094C,6803
YKR095W,5120
YKR095W-A,543
YKR096W,2638
YKR097W,163
YKR098C,572
YKR099W,2107
YKR100C,1815
YKR101W,339
YKR102W,672
YKR104W,108
YKR105C,19
YKR106W,142
YOL100W,1187
YOL034W,918
YOR033C,1325
YOR108W,5799
YOR172W,1120
YOR239W,3690
YOR321W,2723
YOL166W-A,1
YOL166C,1
YOL165C,109
YOL164W-A,13
YOL164W,692
YOL163W,150
YOL162W,56
YOL161C,2
YOL160W,28
YOL159C-A,166
YOL159C,463
YOL158C,1919
YOL157C,199
YOL156W,108
YOL155W-A,3
YOL155C,3596
YOL154W,176
YOL152W,4742
YOL151W,2118
YOL150C,68
YOL149W,1052
YOL148C,1351
YOL147C,1549
YOL146W,644
YOL145C,3969
YOL144W,1133
YOL143C,1661
YOL142W,1663
YOL141W,971
YOL140W,1086
YOL139C,6367
YOL138C,1468
YOL137W,1268
YOL136C,6213
YOL135C,536
YOL134C,1
YOL133W,702
YOL132W,46
YOL131W,3
YOL130W,3489
YOL129W,2638
YOL128C,866
YOL127W,8753
YOL126C,957
YOL125W,1368
YOL124C,1756
YOL123W,4091
YOL122C,1778
YOL121C,6119
YOL120C,14564
YOL119C,1438
YOL118C,9
YOL117W,401
YOL116W,736
YOL115W,1365
YOL114C,112
YOL113W,1174
YOL112W,1025
YOL111C,1059
YOL110W,840
YOL109W,5289
YOL108C,434
YOL107W,753
YOL106W,37
YOL105C,2421
YOL104C,815
YOL103W-B,6097
YOL103W-A,3148
YOL103W,3373
YOL102C,649
YOL101C,818
YOL099C,11
YOL098C,5007
YOL097W-A,99
YOL097C,4006
YOL096C,564
YOL095C,530
YOL094C,882
YOL093W,1303
YOL092W,3400
YOL091W,101
YOL090W,1970
YOL089C,1259
YOL088C,1440
YOL087C,1996
YOL086W-A,565
YOL086C,35344
YOL085W-A,199
YOL085C,3
YOL084W,310
YOL083W,211
YOL083C-A,6
YOL082W,868
YOL081W,12542
YOL080C,1106
YOL079W,7
YOL078W,1112
YOL077W-A,1536
YOL077C,3576
YOL076W,2408
YOL075C,1717
YOL073C,1359
YOL072W,779
YOL071W,772
YOL070C,2137
YOL069W,781
YOL068C,2411
YOL067C,706
YOL066C,1012
YOL065C,544
YOL064C,2247
YOL063C,1563
YOL062C,1911
YOL061W,5790
YOL060C,3192
YOL059W,6059
YOL058W,1702
YOL057W,3630
YOL056W,656
YOL055C,570
YOL054W,858
YOL053W,760
YOL052C-A,153
YOL052C,3554
YOL051W,4016
YOL050C,3
YOL049W,3630
YOL048C,601
YOL047C,61
YOL046C,1
YOL045W,2260
YOL044W,405
YOL043C,317
YOL042W,1079
YOL041C,2674
YOL040C,12537
YOL039W,8949
YOL038C-A,116
YOL038W,3124
YOL037C,2
YOL036W,3081
YOL035C,6
YOL033W,864
YOL032W,405
YOL031C,1916
YOL030W,9193
YOL029C,515
YOL028C,960
YOL027C,2969
YOL026C,1056
YOL025W,1007
YOL024W,21
YOL023W,808
YOL022C,2643
YOL021C,4592
YOL020W,5809
YOL019W-A,3
YOL019W,5143
YOL018C,793
YOL017W,573
YOL016C,2406
YOL015W,213
YOL014W,546
YOL013W-B,1
YOL013W-A,165
YOL013C,1553
YOL012C,1857
YOL011W,3160
YOL010W,2075
YOL009C,543
YOL008W,509
YOL007C,2370
YOL006C,2514
YOL005C,1876
YOL004W,7785
YOL003C,1199
YOL002C,1652
YOL001W,865
YOR001W,3146
YOR002W,4092
YOR003W,390
YOR004W,1501
YOR005C,601
YOR006C,1187
YOR007C,6961
YOR008C,3859
YOR008C-A,10
YOR008W-B,67
YOR009W,386
YOR010C,149
YOR011W,1924
YOR011W-A,1
YOR012W,148
YOR013W,185
YOR014W,4896
YOR015W,458
YOR016C,1917
YOR017W,1712
YOR018W,1123
YOR019W,192
YOR020C,4036
YOR020W-A,568
YOR021C,1907
YOR022C,620
YOR023C,1629
YOR024W,18
YOR025W,1303
YOR026W,693
YOR027W,6438
YOR028C,465
YOR029W,5
YOR030W,1998
YOR031W,210
YOR032C,843
YOR032W-A,45
YOR034C,2853
YOR034C-A,86
YOR035C,1447
YOR036W,677
YOR037W,959
YOR038C,889
YOR039W,2435
YOR040W,364
YOR041C,48
YOR042W,2093
YOR043W,2640
YOR044W,803
YOR045W,1091
YOR046C,3342
YOR047C,2436
YOR048C,3851
YOR049C,204
YOR050C,6
YOR051C,3135
YOR052C,2253
YOR053W,42
YOR054C,705
YOR055W,7
YOR056C,2488
YOR057W,1132
YOR058C,1679
YOR059C,1033
YOR060C,779
YOR061W,2830
YOR062C,301
YOR063W,23787
YOR064C,516
YOR065W,3585
YOR066W,1939
YOR067C,2525
YOR069W,1600
YOR068C,4
YOR070C,1570
YOR071C,1489
YOR072W,28
YOR072W-A,33
YOR072W-B,16
YOR073W,904
YOR074C,920
YOR073W-A,0
YOR075W,833
YOR076C,1059
YOR077W,222
YOR078W,1547
YOR079C,928
YOR080W,1285
YOR081C,2975
YOR082C,175
YOR083W,191
YOR084W,602
YOR085W,5784
YOR086C,6550
YOR087W,1768
YOR089C,1844
YOR090C,1923
YOR091W,3260
YOR092W,3196
YOR093C,2069
YOR094W,484
YOR095C,1943
YOR096W,7712
YOR097C,633
YOR098C,5986
YOR099W,6265
YOR100C,52
YOR101W,2027
YOR102W,52
YOR103C,1670
YOR104W,967
YOR105W,337
YOR106W,1038
YOR107W,1480
YOR108C-A,15
YOR109W,4034
YOR110W,992
YOR111W,484
