Geneid,WT_1
YOR112W,1713
YOR113W,1868
YOR114W,267
YOR115C,1519
YOR116C,7471
YOR117W,2764
YOR118W,1356
YOR119C,1421
YOR120W,385
YOR121C,335
YOR122C,5234
YOR123C,934
YOR124C,3489
YOR125C,909
YOR126C,429
YOR127W,2871
YOR128C,310
YOR129C,1376
YOR130C,577
YOR131C,817
YOR132W,1381
YOR133W,13636
YOR134W,153
YOR135C,0
YOR136W,6302
YOR137C,1283
YOR138C,1686
YOR139C,3
YOR140W,2714
YOR141C,1645
YOR142W,5183
YOR142W-B,5125
YOR142W-A,1623
YOR143C,856
YOR144C,1113
YOR145C,3001
YOR146W,1
YOR147W,1321
YOR148C,424
YOR149C,1929
YOR150W,911
YOR151C,8396
YOR152C,273
YOR153W,20651
YOR154W,1905
YOR155C,1324
YOR156C,1331
YOR157C,2364
YOR158W,1233
YOR159C,1009
YOR160W,2409
YOR161C,1147
YOR161W-A,33
YOR161W-B,21
YOR161C-C,24
YOR162C,784
YOR163W,1320
YOR164C,2490
YOR165W,3458
YOR166C,1260
YOR167C,4469
YOR168W,7197
YOR169C,2
YOR170W,2
YOR171C,2036
YOR173W,308
YOR174W,699
YOR175C,4472
YOR176W,2651
YOR177C,108
YOR178C,317
YOR179C,408
YOR180C,197
YOR181W,1394
YOR182C,3233
YOR183W,40
YOR184W,3106
YOR185C,410
YOR186W,17
YOR186C-A,41
YOR187W,8661
YOR188W,2688
YOR189W,667
YOR190W,38
YOR191W,3348
YOR192C,207
YOR192C-C,248
YOR192C-B,3687
YOR192C-A,2296
YOR193W,519
YOR194C,979
YOR195W,2005
YOR196C,1406
YOR197W,4757
YOR198C,7926
YOR199W,38
YOR200W,43
YOR201C,1429
YOR202W,473
YOR203W,752
YOR204W,16869
YOR205C,1266
YOR206W,5351
YOR207C,4653
YOR208W,1538
YOR209C,4400
YOR210W,887
YOR211C,1652
YOR212W,3526
YOR213C,910
YOR214C,8
YOR215C,1215
YOR216C,1883
YOR217W,2389
YOR218C,0
YOR219C,2263
YOR220W,905
YOR221C,1567
YOR222W,2098
YOR223W,274
YOR224C,3912
YOR225W,8
YOR226C,1280
YOR227W,2770
YOR228C,592
YOR229W,930
YOR230W,6475
YOR231W,1891
YOR231C-A,4
YOR232W,3851
YOR233W,2319
YOR234C,3903
YOR235W,831
YOR236W,772
YOR237W,48
YOR238W,728
YOR241W,1918
YOR242C,117
YOR243C,3867
YOR244W,1067
YOR245C,1479
YOR246C,2736
YOR247W,17163
YOR248W,7692
YOR249C,784
YOR250C,897
YOR251C,1284
YOR252W,828
YOR253W,1316
YOR254C,7206
YOR255W,5
YOR256C,2469
YOR257W,424
YOR258W,291
YOR259C,2718
YOR260W,5421
YOR261C,2452
YOR262W,974
YOR263C,3
YOR264W,1732
YOR265W,985
YOR266W,569
YOR267C,4786
YOR268C,10
YOR269W,1262
YOR270C,15015
YOR271C,3752
YOR272W,2780
YOR273C,3025
YOR274W,1363
YOR275C,1326
YOR276W,3746
YOR277C,12
YOR278W,556
YOR279C,509
YOR280C,810
YOR281C,1485
YOR282W,1
YOR283W,1547
YOR284W,324
YOR285W,1698
YOR286W,1510
YOR287C,704
YOR288C,1166
YOR289W,442
YOR290C,3157
YOR291W,3559
YOR292C,777
YOR293W,7320
YOR293C-A,5
YOR294W,2794
YOR295W,619
YOR296W,1419
YOR297C,993
YOR298W,77
YOR298C-A,4335
YOR299W,2068
YOR300W,72
YOR301W,2055
YOR302W,1406
YOR303W,4644
YOR304W,2760
YOR304C-A,241
YOR305W,900
YOR306C,3237
YOR307C,2072
YOR308C,1047
YOR309C,4524
YOR310C,9053
YOR311C,2158
YOR312C,10772
YOR313C,449
YOR314W,3
YOR314W-A,5
YOR315W,4234
YOR316C,3315
YOR316C-A,65
YOR317W,5246
YOR318C,59
YOR319W,569
YOR320C,2338
YOR322C,2648
YOR323C,3572
YOR324C,1562
YOR325W,2
YOR326W,9329
YOR327C,1388
YOR328W,1572
YOR329C,2381
YOR329W-A,6
YOR330C,2223
YOR331C,8
YOR332W,5762
YOR333C,12
YOR334W,790
YOR335C,13007
YOR335W-A,1
YOR336W,3088
YOR337W,1799
YOR338W,955
YOR339C,39
YOR340C,2461
YOR341W,18363
YOR342C,3022
YOR343C,92
YOR343W-B,4558
YOR343W-A,1003
YOR344C,3447
YOR345C,3
YOR346W,2084
YOR347C,1176
YOR348C,1344
YOR349W,849
YOR350C,848
YOR351C,5
YOR352W,518
YOR353C,1186
YOR354C,2191
YOR355W,4845
YOR356W,1743
YOR357C,635
YOR358W,271
YOR359W,3604
YOR360C,3649
YOR361C,8271
YOR362C,3469
YOR363C,1048
YOR364W,21
YOR365C,21
YOR366W,28
YOR367W,578
YOR368W,492
YOR369C,9260
YOR370C,4713
YOR371C,1658
YOR372C,3134
YOR373W,1873
YOR374W,2346
YOR375C,10002
YOR376W,3
YOR376W-A,158
YOR377W,1166
YOR378W,256
YOR379C,80
YOR380W,641
YOR381W,658
YOR381W-A,43
YOR382W,930
YOR383C,1597
YOR384W,82
YOR385W,1434
YOR386W,504
YOR387C,8
YOR388C,16
YOR389W,582
YOR390W,774
YOR391C,26
YOR392W,3
YOR393W,4
YOR394W,0
YOR394C-A,30
YOR396W,41
YOR396C-A,0
YCR009C,3083
YCR084C,12725
YCL076W,0
YCL073C,21
YCL069W,2
YCL068C,260
YCL067C,32
YCL066W,43
YCL065W,66
YCL064C,1028
YCL063W,1909
YCL061C,1818
YCL059C,2390
YCL058C,487
YCL058W-A,164
YCL057C-A,1477
YCL057W,3787
YCL056C,409
YCL055W,474
YCL054W,3988
YCL052C,1793
YCL051W,1456
YCL050C,3923
YCL049C,1333
YCL048W-A,19
YCL048W,40
YCL047C,1052
YCL045C,7271
YCL046W,6
YCL044C,3470
YCL043C,21481
YCL041C,1460
YCL042W,907
YCL040W,5910
YCL039W,1562
YCL038C,778
YCL037C,9474
YCL036W,1742
YCL035C,1787
YCL034W,1240
YCL033C,639
YCL032W,706
YCL031C,2396
YCL030C,2498
YCL029C,1007
YCL028W,3649
YCL027W,341
YCL026C-B,291
YCL026C-A,41
YCL025C,6793
YCL023C,6
YCL024W,1463
YCL022C,6
YCL021W-A,780
YCL019W,14479
YCL020W,7366
YCL018W,3832
YCL017C,3962
YCL016C,522
YCL014W,4634
YCL012C,448
YCL011C,4071
YCL010C,528
YCL009C,13477
YCL008C,2065
YCL007C,19
YCL005W-A,2248
YCL005W,1658
YCL004W,639
YCL002C,1376
YCL001W,1889
YCL001W-A,14
YCL001W-B,25
YCR001W,1
YCR002C,2067
YCR003W,1009
YCR004C,2729
YCR005C,3805
YCR006C,186
YCR007C,181
YCR008W,6210
YCR010C,29
YCR011C,4900
YCR012W,33939
YCR013C,5
YCR014C,602
YCR015C,470
YCR016W,1498
YCR017C,7615
YCR018C,1264
YCR018C-A,39
YCR019W,700
YCR020C,127
YCR020C-A,506
YCR020W-B,419
YCR021C,1438
YCR022C,43
YCR023C,1625
YCR024C,1043
YCR024C-B,5391
YCR024C-A,5105
YCR025C,72
YCR026C,2713
YCR027C,937
YCR028C,2265
YCR028C-A,2426
YCR030C,4528
YCR031C,11415
YCR032W,2480
YCR033W,3372
YCR034W,4682
YCR035C,1911
YCR036W,1635
YCR037C,2272
YCR038C,636
YCR038W-A,53
YCR039C,56
YCR040W,1
YCR041W,25
YCR042C,1650
YCR043C,2069
YCR044C,2104
YCR045C,20
YCR045W-A,308
YCR046C,1410
YCR047C,1305
YCR047W-A,9
YCR049C,2
YCR048W,2529
YCR050C,6
YCR051W,1612
YCR052W,2115
YCR053W,7455
YCR054C,1157
YCR057C,6523
YCR059C,1709
YCR060W,795
YCR061W,2658
YCR064C,48
YCR063W,602
YCR065W,3258
YCR066W,489
YCR067C,6304
YCR068W,1493
YCR069W,2907
YCR071C,903
YCR072C,1933
YCR073C,971
YCR073W-A,1185
YCR075C,643
YCR075W-A,242
YCR076C,526
YCR077C,5403
YCR079W,1496
YCR081W,1792
YCR081C-A,4
YCR082W,1626
YCR083W,536
YCR085W,11
YCR086W,387
YCR087W,54
YCR087C-A,1358
YCR088W,3316
YCR089W,1688
YCR090C,1370
YCR091W,301
YCR092C,1129
YCR093W,11333
YCR094W,1562
YCR095C,871
YCR095W-A,56
YCR096C,484
YCR097W,491
YCR097W-A,12
YCR098C,1419
YCR099C,212
YCR100C,425
YCR101C,317
YCR102C,200
YCR102W-A,27
YCR104W,4
YCR105W,141
YCR106W,1125
YCR107W,480
YCR108C,4
YGL196W,2043
YGL131C,1854
YGL059W,573
YGR017W,2505
YGR088W,367
YGR147C,1850
YGR212W,465
YGL263W,1
YGL262W,8
YGL261C,21
YGL260W,0
YGL259W,9
YGL258W-A,13
YGL258W,29
YGL257C,1495
YGL256W,1688
YGL255W,2260
YGL254W,786
YGL253W,15919
YGL252C,2022
YGL251C,853
YGL250W,201
YGL249W,58
YGL248W,1453
YGL247W,487
YGL246C,1470
YGL245W,11121
YGL244W,1482
YGL243W,672
YGL242C,1538
YGL241W,1537
YGL240W,381
YGL239C,0
YGL238W,5524
YGL237C,510
YGL236C,2065
YGL235W,27
YGL234W,8479
YGL233W,2439
YGL232W,1163
YGL231C,1600
YGL230C,32
YGL229C,632
YGL228W,3832
YGL227W,915
YGL226C-A,1475
YGL226W,417
YGL225W,5491
YGL224C,1111
YGL223C,1473
YGL222C,1067
YGL221C,2952
YGL220W,1868
YGL219C,1603
YGL218W,5
YGL217C,1
YGL216W,1981
YGL215W,7963
YGL214W,22
YGL213C,1768
YGL212W,243
YGL211W,1092
YGL210W,1067
YGL209W,2089
YGL208W,543
YGL207W,5949
YGL206C,14761
YGL205W,46
YGL204C,546
YGL203C,2834
YGL202W,11349
YGL201C,2325
YGL200C,6200
YGL199C,81
YGL198W,1793
YGL197W,4046
YGL195W,19558
YGL194C-A,400
YGL194C,810
YGL193C,689
YGL192W,13
YGL191W,2378
YGL190C,2755
YGL189C,9996
YGL188C-A,122
YGL188C,287
YGL187C,2798
YGL186C,2609
YGL185C,687
YGL184C,412
YGL183C,32
YGL182C,33
YGL181W,1349
YGL180W,792
YGL179C,1193
YGL178W,5082
YGL177W,579
YGL176C,1187
YGL175C,268
YGL174W,345
YGL173C,10487
YGL172W,1006
YGL171W,1894
YGL170C,31
YGL169W,1769
YGL168W,13
YGL167C,9485
YGL166W,646
YGL165C,35
YGL164C,508
YGL163C,972
YGL162W,998
YGL161C,2441
YGL160W,2078
YGL159W,668
YGL158W,57
YGL157W,1758
YGL156W,612
YGL155W,1674
YGL154C,412
YGL153W,575
YGL152C,22
YGL151W,2524
YGL150C,4120
YGL149W,3
YGL148W,6500
YGL147C,9041
YGL146C,85
YGL145W,1200
YGL144C,726
YGL143C,892
YGL142C,3164
YGL141W,1333
YGL140C,6670
YGL139W,3949
YGL138C,4
YGL137W,7663
YGL136C,633
YGL135W,7824
YGL134W,694
YGL133W,1551
YGL132W,11
YGL130W,1435
YGL129C,2087
YGL128C,635
YGL127C,1243
YGL126W,2027
YGL125W,3098
YGL124C,943
YGL123W,18413
YGL123C-A,42
YGL122C,3068
YGL121C,128
YGL120C,4646
YGL119W,1253
YGL118C,5
YGL117W,725
YGL116W,1029
YGL115W,1985
YGL114W,2576
YGL113W,1068
YGL112C,2233
YGL111W,2641
YGL110C,866
YGL109W,26
YGL108C,708
YGL107C,2211
YGL106W,2036
YGL105W,8540
YGL104C,752
YGL103W,10769
YGL102C,15
YGL101W,1544
YGL100W,2197
YGL099W,2679
YGL098W,637
YGL097W,2200
YGL096W,214
YGL095C,1526
YGL094C,3410
YGL093W,1318
YGL092W,6288
YGL091C,848
YGL090W,318
YGL089C,21
YGL088W,3155
YGL087C,1319
YGL086W,1094
YGL085W,505
YGL084C,3306
YGL083W,1884
YGL082W,2126
YGL081W,58
YGL080W,1231
YGL079W,616
YGL078C,4534
YGL077C,4495
YGL076C,10260
YGL075C,400
YGL074C,0
YGL073W,1844
YGL072C,243
YGL071W,2249
YGL070C,1387
YGL069C,24
YGL068W,2622
YGL067W,1942
YGL066W,963
YGL065C,1427
YGL064C,710
YGL063W,664
YGL063C-A,7
YGL062W,6584
YGL061C,570
YGL060W,1175
YGL058W,1749
YGL057C,582
YGL056C,2849
YGL055W,22073
YGL054C,2222
YGL053W,509
YGL052W,82
YGL051W,111
YGL050W,1243
YGL049C,4580
YGL048C,3005
YGL047W,596
YGL045W,616
YGL044C,1313
YGL043W,1822
YGL042C,6
YGL041C-B,12
YGL041W-A,573
YGL041C,7
YGL040C,3685
YGL039W,948
YGL038C,2082
YGL037C,3012
YGL036W,2162
YGL035C,1534
YGL034C,14
YGL033W,22
YGL032C,1400
YGL031C,9887
YGL030W,5599
YGL029W,1137
YGL028C,10369
YGL027C,4331
YGL026C,9258
YGL025C,956
YGL024W,7
YGL023C,1220
YGL022W,8765
YGL021W,3158
YGL020C,1104
YGL019W,2799
YGL018C,314
YGL017W,683
YGL016W,3696
YGL015C,14
YGL014W,6853
YGL014C-A,0
YGL013C,2551
YGL012W,7618
YGL011C,2702
YGL010W,332
YGL009C,16884
YGL008C,78253
YGL007C-A,37
YGL007W,17
YGL006W-A,35
YGL006W,2706
YGL005C,638
YGL004C,571
YGL003C,1336
YGL002W,1097
YGL001C,3169
YGR001C,1462
YGR002C,895
YGR003W,1356
YGR004W,904
YGR005C,1408
YGR006W,308
YGR007W,1686
YGR008C,788
YGR009C,1394
YGR010W,1079
YGR011W,283
YGR012W,1058
YGR013W,1142
YGR014W,16674
YGR015C,451
YGR016W,128
YGR018C,51
YGR019W,1543
YGR020C,3218
YGR021W,988
YGR022C,2
YGR023W,1895
YGR024C,1078
YGR025W,491
YGR026W,2891
YGR027C,7671
YGR027W-B,8772
YGR027W-A,1475
YGR028W,915
YGR029W,1031
YGR030C,374
YGR031W,763
YGR031C-A,5
YGR032W,4261
YGR033C,1800
YGR034W,7977
YGR035C,306
YGR035W-A,0
YGR036C,1149
YGR037C,3240
YGR038W,1637
YGR038C-B,7973
YGR038C-A,2455
YGR039W,209
YGR040W,1168
YGR041W,2188
YGR042W,772
YGR043C,93
YGR044C,2894
YGR045C,318
YGR046W,1495
YGR047C,1537
YGR048W,1013
YGR049W,1688
YGR050C,207
YGR051C,3
YGR052W,210
YGR053C,100
YGR054W,8648
YGR055W,7059
YGR056W,1805
YGR057C,488
YGR058W,774
YGR059W,34
YGR060W,11391
YGR061C,12044
YGR062C,681
YGR063C,966
YGR064W,64
YGR065C,2121
YGR066C,24
YGR067C,228
YGR068C,784
YGR068W-A,3
YGR069W,18
YGR070W,955
YGR071C,1464
YGR072W,507
YGR073C,99
YGR074W,1208
YGR075C,230
YGR076C,682
YGR077C,2334
YGR078C,1615
YGR079W,2371
YGR080W,1204
YGR081C,1382
YGR082W,3184
YGR083C,3242
YGR084C,1402
YGR085C,5864
YGR086C,7240
YGR087C,58
YGR089W,3721
YGR090W,8023
YGR091W,830
YGR092W,1301
YGR093W,1187
YGR094W,15969
YGR095C,1469
YGR096W,566
YGR097W,4365
YGR098C,3492
YGR099W,1109
YGR100W,2009
YGR101W,1900
YGR102C,487
YGR103W,7392
YGR104C,663
YGR105W,1184
YGR106C,5912
YGR107W,55
YGR108W,2379
YGR109C,264
YGR109W-B,928
YGR109W-A,58
YGR110W,329
YGR111W,1114
YGR112W,591
YGR113W,784
YGR114C,2
YGR115C,3
YGR116W,8090
YGR117C,1082
YGR118W,6539
YGR119C,2995
YGR120C,881
YGR121C,1567
YGR121W-A,93
YGR122W,591
YGR122C-A,86
YGR123C,2772
YGR124W,13060
YGR125W,3555
YGR126W,472
YGR127W,457
YGR128C,4758
YGR129W,393
YGR130C,2846
YGR131W,208
YGR132C,2517
YGR133W,541
YGR134W,1575
YGR135W,2845
YGR136W,3267
YGR137W,2244
YGR138C,4577
YGR139W,36
YGR140W,1752
YGR141W,490
YGR142W,522
YGR143W,2596
YGR144W,65
YGR145W,2889
YGR146C,2171
YGR146C-A,65
YGR148C,8249
YGR149W,1851
YGR150C,1546
YGR151C,476
YGR152C,1395
YGR153W,353
YGR154C,330
YGR155W,10918
YGR156W,749
YGR157W,9081
YGR158C,1231
YGR159C,8698
YGR160W,16
YGR161C,1131
YGR161W-C,425
YGR161W-B,11864
YGR161W-A,9258
YGR161C-D,10391
YGR161C-C,961
YGR162W,13110
YGR163W,1181
YGR164W,69
YGR165W,2069
YGR166W,1412
YGR167W,2974
YGR168C,620
YGR169C,703
YGR169C-A,448
YGR170W,2004
YGR171C,1002
YGR172C,1363
YGR173W,1395
YGR174C,448
YGR174W-A,26
YGR175C,13041
YGR176W,16
YGR177C,1620
YGR178C,5536
YGR179C,558
YGR180C,7805
YGR181W,906
YGR182C,671
YGR183C,1730
YGR184C,6252
YGR185C,5215
YGR186W,2488
YGR187C,1538
YGR188C,842
YGR189C,12600
YGR190C,3
YGR191W,6038
YGR192C,56526
YGR193C,1735
YGR194C,668
YGR195W,1062
YGR196C,1227
YGR197C,1756
YGR198W,3118
YGR199W,1572
YGR200C,4602
YGR201C,757
YGR202C,1380
YGR203W,990
YGR204W,11998
YGR204C-A,4
YGR205W,624
YGR206W,375
YGR207C,903
YGR208W,1164
YGR209C,1744
YGR210C,2765
YGR211W,5005
YGR213C,133
YGR214W,15713
YGR215W,806
YGR216C,1883
YGR217W,3467
YGR218W,6312
YGR219W,1
YGR220C,1531
YGR221C,924
YGR222W,799
YGR223C,732
YGR224W,33
YGR225W,63
YGR226C,0
YGR227W,3338
YGR228W,15
YGR229C,4125
YGR230W,383
YGR231C,2075
YGR232W,1056
YGR233C,5178
YGR234W,17306
YGR235C,1271
YGR236C,18
YGR237C,1271
YGR238C,786
YGR239C,838
YGR240C,29008
YGR240C-A,28
YGR241C,2777
YGR242W,0
YGR243W,169
YGR244C,2685
YGR245C,4514
YGR246C,987
YGR247W,703
YGR248W,126
YGR249W,1619
YGR250C,3421
YGR251W,941
YGR252W,898
YGR253C,2180
YGR254W,18109
YGR255C,2030
YGR256W,367
YGR257C,1671
YGR258C,959
YGR259C,7
YGR260W,6687
YGR261C,3557
YGR262C,1477
YGR263C,867
YGR264C,8059
YGR265W,3
YGR266W,1599
YGR267C,2732
YGR268C,1251
YGR269W,30
YGR270W,3753
YGR270C-A,2
YGR271W,2988
YGR271C-A,1042
YGR273C,4
YGR274C,1745
YGR275W,964
YGR276C,1401
YGR277C,1112
YGR278W,768
YGR279C,18137
YGR280C,288
YGR281W,5261
YGR282C,11934
YGR283C,779
YGR284C,4107
YGR285C,8383
YGR286C,1523
YGR287C,165
YGR288W,404
YGR289C,201
YGR290W,1
YGR291C,2
YGR292W,93
YGR293C,8
YGR294W,47
YGR295C,2717
YGR296W,38
YGR296C-A,0
YGR296C-B,2
YLR454W,5981
YLR060W,7838
YLR186W,2114
YLR398C,3146
YLL067C,379
YLL067W-A,0
YLL066W-B,18
YLL066C,1228
YLL066W-A,1
YLL065W,2
YLL064C,1
YLL063C,363
YLL062C,625
YLL061W,2391
YLL060C,448
YLL059C,60
YLL058W,977
YLL057C,126
YLL056C,226
YLL055W,486
YLL054C,1255
YLL053C,575
YLL052C,705
YLL051C,3918
YLL050C,2729
YLL049W,439
YLL048C,14954
YLL047W,14
YLL046C,48
YLL045C,15186
YLL044W,24
YLL043W,3108
YLL042C,119
YLL041C,2031
YLL040C,5420
YLL039C,2705
YLL038C,742
YLL037W,36
YLL036C,1687
YLL035W,2393
YLL034C,2117
YLL033W,214
YLL032C,1296
YLL031C,6741
YLL030C,0
YLL029W,2729
YLL028W,3619
YLL027W,1271
YLL026W,5280
YLL025W,72
YLL024C,36013
YLL023C,1472
YLL022C,1138
YLL021W,5296
YLL020C,240
YLL019C,2687
YLL019W-A,5
YLL018C-A,564
YLL018C,9334
YLL015W,4675
YLL014W,831
YLL013C,4060
YLL012W,1744
YLL011W,2362
YLL010C,1744
YLL009C,658
YLL008W,3804
YLL007C,845
YLL006W-A,5
YLL006W,922
YLL005C,60
YLL004W,768
YLL003W,1058
YLL002W,679
YLL001W,1835
YLR001C,1831
YLR002C,2767
YLR003C,1605
YLR004C,115
YLR005W,1026
YLR006C,1976
YLR007W,973
YLR008C,2062
YLR009W,2882
YLR010C,132
YLR011W,458
YLR012C,2
YLR013W,2
YLR014C,1030
YLR015W,888
YLR016C,718
YLR017W,3549
YLR018C,2256
YLR019W,2832
YLR020C,2028
YLR021W,625
YLR022C,1646
YLR023C,2457
YLR024C,1391
YLR025W,1035
YLR026C,1312
YLR027C,10208
YLR028C,5478
YLR029C,16377
YLR030W,54
YLR031W,39
YLR032W,1432
YLR033W,1582
YLR034C,3700
YLR035C,769
YLR035C-A,5505
YLR036C,699
YLR037C,80
YLR038C,1154
YLR039C,1408
YLR040C,1793
YLR041W,41
YLR042C,464
YLR043C,2540
YLR044C,62423
YLR045C,2162
YLR046C,872
YLR047C,1925
YLR048W,20823
YLR049C,937
YLR050C,900
YLR051C,1406
YLR052W,1808
YLR053C,11
YLR054C,125
YLR055C,1168
YLR056W,11781
YLR057W,2238
YLR058C,5701
YLR059C,1991
YLR061W,8152
YLR062C,5
YLR063W,585
YLR064W,2673
YLR065C,962
YLR066W,1275
YLR067C,1327
YLR068W,616
YLR069C,2374
YLR070C,133
YLR071C,2798
YLR072W,993
YLR073C,3893
YLR074C,1217
YLR075W,15729
YLR076C,4
YLR077W,1077
YLR078C,824
YLR079W,1508
YLR080W,176
YLR081W,19
YLR082C,272
YLR083C,8247
YLR084C,5468
YLR085C,1133
YLR086W,2020
YLR087C,5446
YLR088W,3107
YLR089C,5258
YLR090W,1281
YLR091W,482
YLR092W,667
YLR093C,934
YLR094C,1192
YLR095C,1993
YLR096W,3135
YLR097C,636
YLR098C,1105
YLR099C,1855
YLR099W-A,564
YLR100W,4465
YLR101C,88
YLR102C,264
YLR103C,1093
YLR104W,1037
YLR105C,905
YLR106C,18452
YLR107W,1019
YLR108C,742
YLR109W,8021
YLR110C,27860
YLR111W,9
YLR112W,381
YLR113W,4100
YLR114C,1204
YLR115W,1719
YLR116W,2038
YLR117C,1112
YLR118C,1298
YLR119W,366
YLR120C,7747
YLR120W-A,49
YLR121C,4731
YLR122C,96
YLR123C,91
YLR124W,52
YLR125W,159
YLR126C,523
YLR127C,846
YLR128W,379
YLR129W,5023
YLR130C,3838
YLR131C,1266
YLR132C,450
YLR133W,1183
YLR134W,797
YLR135W,617
YLR136C,343
YLR137W,620
YLR138W,4464
YLR139C,1731
YLR140W,258
YLR141W,919
YLR142W,905
YLR143W,1549
YLR144C,1605
YLR145W,349
YLR146C,975
YLR146W-A,373
YLR147C,848
YLR148W,1426
YLR149C,367
YLR149C-A,13
YLR150W,14552
YLR151C,158
YLR152C,1008
YLR153C,14047
YLR154C,601
YLR154W-A,20498
YLR154W-B,18907
YLR154W-C,27247
YLR154W-E,255
YLR154W-F,4702
YLR154C-G,7
YLR154C-H,2
YLR155C,1
YLR156W,65
YLR156C-A,38
YLR157C,365
YLR157W-D,1
YLR157C-B,11210
YLR157C-A,899
YLR157W-E,7
YLR157C-C,0
YLR158C,21
YLR159W,0
YLR159C-A,2
YLR160C,5235
YLR161W,31
YLR162W,356
YLR162W-A,889
YLR163C,2032
YLR163W-A,0
YLR164W,175
YLR165C,356
YLR166C,1905
YLR167W,14804
YLR168C,1101
YLR169W,5
YLR170C,303
YLR171W,18
YLR172C,2503
YLR173W,745
YLR174W,151
YLR175W,6843
YLR176C,952
YLR177W,968
YLR178C,524
YLR179C,5098
YLR180W,11287
YLR181C,951
YLR182W,1718
YLR183C,1626
YLR184W,9
YLR185W,5276
YLR187W,1972
YLR188W,2694
YLR189C,1505
YLR190W,2721
YLR191W,968
YLR192C,2910
YLR193C,776
YLR194C,3387
YLR195C,1930
YLR196W,4332
YLR197W,8949
YLR198C,378
YLR199C,1292
YLR200W,1517
YLR201C,1083
YLR202C,506
YLR203C,3887
YLR204W,1005
YLR205C,1072
YLR206W,5650
YLR207W,2396
YLR208W,3964
YLR209C,1352
YLR210W,720
YLR211C,257
YLR212C,1845
YLR213C,507
YLR214W,11556
YLR215C,880
YLR216C,3772
YLR217W,2
YLR218C,185
YLR219W,2381
YLR220W,1894
YLR221C,1773
YLR222C,3820
YLR222C-A,28
YLR223C,2755
YLR224W,2206
YLR225C,1082
YLR226W,856
YLR227C,358
YLR227W-B,10129
YLR227W-A,1834
YLR228C,1562
YLR229C,2974
YLR230W,2
YLR231C,1341
YLR232W,6
YLR233C,466
YLR234W,592
YLR235C,5
YLR236C,13
YLR237W,1593
YLR238W,750
YLR239C,948
YLR240W,1425
YLR241W,3654
YLR242C,493
YLR243W,1391
YLR244C,3149
YLR245C,276
YLR246W,882
YLR247C,2457
YLR248W,3234
YLR249W,72459
YLR250W,1580
YLR251W,411
YLR252W,145
YLR253W,1654
YLR254C,435
YLR255C,36
YLR256W,4322
YLR256W-A,901
YLR257W,5232
YLR258W,2324
YLR259C,12518
YLR260W,1137
YLR261C,1012
YLR262C,1249
YLR262C-A,1073
YLR263W,283
YLR264W,2286
YLR264C-A,11
YLR265C,623
YLR266C,911
YLR267W,152
YLR268W,1971
YLR269C,0
YLR270W,1077
YLR271W,270
YLR272C,2513
YLR273C,424
YLR274W,2014
YLR275W,639
YLR276C,4083
YLR277C,1416
YLR278C,3636
YLR279W,24
YLR280C,76
YLR281C,75
YLR282C,4
YLR283W,477
YLR284C,220
YLR285W,1667
YLR285C-A,150
YLR286C,23019
YLR286W-A,40
YLR287C,1591
YLR287C-A,5352
YLR288C,778
YLR289W,687
YLR290C,483
YLR291C,2891
YLR292C,2463
YLR293C,8275
YLR294C,1722
YLR295C,2628
YLR296W,158
YLR297W,1622
YLR298C,642
YLR299W,2216
YLR299C-A,13
YLR300W,16734
YLR301W,1798
YLR302C,14
YLR303W,12811
YLR304C,18112
YLR305C,7422
YLR306W,344
YLR307W,55
YLR307C-A,12
YLR308W,3
YLR309C,1526
YLR310C,5296
YLR311C,30
YLR312C,124
YLR312W-A,1529
YLR313C,401
YLR314C,2598
YLR315W,249
YLR316C,538
YLR317W,310
YLR318W,483
YLR319C,1338
YLR320W,1244
YLR321C,1366
YLR322W,5
YLR323C,527
YLR324W,999
YLR325C,7146
YLR326W,627
YLR327C,256
YLR328W,1669
YLR329W,48
YLR330W,4014
YLR331C,0
YLR332W,5363
YLR333C,4352
YLR334C,2
YLR335W,2889
YLR336C,2535
YLR337C,2758
YLR338W,15
YLR339C,3
YLR340W,24898
YLR341W,34
YLR342W,48341
YLR342W-A,280
YLR343W,320
YLR344W,6639
YLR345W,883
YLR346C,58
YLR347C,8859
YLR347W-A,1
YLR348C,2258
YLR349W,58
YLR350W,3226
YLR351C,1753
YLR352W,832
YLR353W,1873
YLR354C,8266
YLR355C,18650
YLR356W,1253
YLR357W,2434
YLR358C,1
YLR359W,2887
YLR360W,813
YLR361C,1350
YLR361C-A,278
YLR362W,928
YLR363C,486
YLR363W-A,508
YLR364W,397
YLR365W,14
YLR364C-A,0
YLR366W,81
YLR367W,4523
YLR368W,1356
YLR369W,1196
YLR370C,2536
YLR371W,3858
YLR372W,7461
YLR373C,2293
YLR374C,43
YLR375W,3329
YLR376C,289
YLR377C,47
YLR378C,13457
YLR379W,1
YLR380W,3405
YLR381W,1086
YLR382C,1250
YLR383W,1177
YLR384C,7971
YLR385C,220
YLR386W,1939
YLR387C,2102
YLR388W,3258
YLR389C,4387
YLR390W,1295
YLR390W-A,15184
YLR392C,615
YLR393W,492
YLR394W,509
YLR395C,1517
YLR396C,1083
YLR397C,2665
YLR399C,4282
YLR399W-A,1
YLR400W,20
YLR401C,2201
YLR402W,318
YLR403W,3597
YLR404W,731
YLR405W,1058
YLR406C,5281
YLR406C-A,3
YLR407W,1419
YLR408C,110
YLR409C,5215
YLR410W,4688
YLR410W-B,5200
