trx,cds,utr5,utr3,
YAL009W,52,36,NA,0
YAL008W,195,153,0,1
YAL004W,5,0,1,4
YAL003W,4759,4110,0,28
YAL002W,98,95,NA,0
YAR002W,670,627,1,0
YAR003W,99,95,1,0
YAR008W,118,76,16,0
YAR015W,795,713,5,1
YAR019W-A,16,0,NA,15
YAR027W,469,366,12,1
YAR028W,200,166,0,0
YAR029W,1,0,0,0
YAR031W,99,96,NA,0
YAR033W,110,93,1,0
YAR035W,14,13,NA,0
YAR042W,409,399,NA,2
YAR050W,8,8,NA,0
YAR053W,2,1,0,NA
YAR071W,53,52,NA,0
YBL113C,282,272,NA,1
YBL107C,199,184,NA,1
YBL106C,35,35,NA,0
YBL105C,330,309,3,0
YBL104C,159,153,NA,1
YBL103C,355,318,12,2
YBL101C,209,201,NA,0
YBL093C,339,295,6,1
YBL091C-A,120,114,NA,0
YBL091C,1104,1038,0,0
YBL088C,59,58,NA,0
YBL087C,2859,2395,1,6
YBL086C,155,138,0,1
YBL084C,115,112,NA,0
YBL080C,136,125,0,0
YBL078C,374,298,0,4
YBL076C,3627,3469,0,3
YBL075C,120,120,NA,0
YBL074C,92,90,NA,NA
YBL072C,6174,5627,0,13
YBL071C,1,0,NA,0
YBL070C,10,0,10,NA
YBL067C,133,112,4,NA
YBL066C,115,107,1,0
YBL064C,821,718,0,0
YBL061C,398,378,0,0
YBL059C-A,306,232,0,0
YBL057C,253,203,0,0
YBL055C,235,232,0,0
YBL052C,42,38,3,1
YBL051C,763,712,0,3
YBL047C,2343,2272,12,3
YBL045C,3040,2786,46,7
YBL042C,1265,1169,1,3
YBL040C,622,521,3,1
YBL039C,2154,2113,NA,1
YBL036C,376,338,0,1
YBL035C,366,351,0,0
YBL034C,215,208,NA,0
YBL033C,459,404,0,0
YBL030C,4275,3796,18,11
YBL029C-A,286,194,6,1
YBL028C,576,490,1,4
YBL023C,538,517,0,1
YBL022C,1307,1252,3,0
YBL021C,146,116,0,0
YBL018C,187,132,12,0
YBL017C,745,730,NA,1
YBL014C,53,49,0,0
YBL010C,181,174,NA,0
YBL007C,1670,1641,5,1
YBL006C,349,287,0,0
YBL003C,2704,2097,4,9
YBL001C,663,571,0,0
YBR001C,347,334,1,1
YBR002C,177,156,0,1
YBR004C,112,97,0,0
YBR007C,220,216,NA,1
YBR008C,21,10,5,6
YBR009C,2355,1783,27,10
YBR011C,3378,3081,0,4
YBR012C,0,0,0,0
YBR013C,0,0,0,0
YBR014C,398,339,3,2
YBR015C,670,617,2,1
YBR017C,876,814,5,0
YBR018C,1,1,0,0
YBR019C,4,4,NA,0
YBR023C,731,712,NA,1
YBR025C,3273,2942,1,0
YBR026C,739,700,NA,0
YBR028C,210,193,9,0
YBR029C,627,541,1,3
YBR034C,891,801,0,2
YBR035C,1162,1044,0,1
YBR036C,847,750,2,3
YBR037C,328,300,0,0
YBR042C,125,114,1,0
YBR043C,482,403,28,0
YBR044C,144,127,1,0
YBR045C,40,38,NA,0
YBR046C,288,245,0,1
YBR049C,958,919,5,2
YBR050C,1,1,0,0
YBR052C,700,615,8,1
YBR053C,629,584,0,0
YBR055C,263,256,0,0
YBR057C,339,323,0,0
YBR058C,631,609,0,0
YBR058C-A,331,193,13,4
YBR059C,626,590,11,NA
YBR060C,203,182,1,0
YBR061C,495,458,0,0
YBR062C,277,244,0,0
YBR063C,1,1,0,0
YBR065C,353,284,0,NA
YBR066C,100,95,NA,1
YBR067C,1755,1536,10,3
YBR068C,2331,2236,5,2
YBR069C,1171,1078,20,0
YBR070C,102,89,0,0
YBR072C-A,1,0,NA,1
YBR076C-A,24,23,NA,1
YBR077C,387,341,2,NA
YBR079C,3302,3196,0,3
YBR080C,1095,1056,0,0
YBR081C,363,350,NA,0
YBR082C,2595,2072,38,5
YBR084C-A,4138,3609,0,2
YBR085C-A,1730,1272,3,12
YBR086C,1014,949,27,0
YBR088C,1282,1126,1,0
YBR089C-A,556,426,NA,1
YBR091C,187,125,0,0
YBR092C,2215,2055,0,0
YBR093C,446,439,0,0
YBR095C,334,313,0,1
YBR099C,4,0,4,NA
YBR101C,783,760,0,1
YBR102C,349,339,1,0
YBR103C-A,0,0,0,0
YBR105C,217,201,0,0
YBR107C,30,27,0,1
YBR109C,1776,1414,5,3
YBR111C,885,855,NA,0
YBR112C,1331,1309,NA,0
YBR115C,2142,2114,NA,0
YBR120C,344,285,2,0
YBR121C,2967,2798,19,NA
YBR122C,572,469,2,0
YBR123C,268,250,0,0
YBR125C,192,162,7,0
YBR126C,2424,2255,12,3
YBR127C,3031,2851,1,2
YBR128C,22,16,0,NA
YBR129C,263,234,3,0
YBR130C,437,414,1,0
YBR132C,217,180,15,0
YBR133C,146,142,1,0
YBR138C,352,331,0,2
YBR140C,371,362,NA,0
YBR141C,137,126,0,0
YBR143C,1954,1804,0,1
YBR144C,0,0,0,0
YBR150C,156,153,0,0
YBR154C,1057,941,6,5
YBR156C,153,149,0,0
YBR157C,13,10,NA,1
YBR162C,2360,2103,63,3
YBR164C,647,532,12,0
YBR166C,672,590,0,0
YBR167C,146,130,NA,0
YBR169C,829,772,0,2
YBR170C,479,435,1,0
YBR172C,523,495,3,1
YBR173C,868,715,0,0
YBR174C,0,0,0,0
YBR177C,1335,1251,0,1
YBR179C,434,410,3,0
YBR181C,6590,6064,1,7
YBR182C,140,127,NA,0
YBR182C-A,2,1,0,0
YBR185C,331,307,0,0
YBR188C,306,216,4,1
YBR193C,280,254,0,0
YBR195C,139,126,0,0
YBR196C,9137,8518,6,20
YBR197C,163,150,0,1
YBR198C,506,472,0,1
YBR201C-A,23,17,1,0
YBR204C,217,199,1,2
YBR208C,317,257,45,2
YBR211C,108,101,2,NA
YBR216C,196,165,0,0
YBR218C,1637,1540,7,3
YBR221C,1835,1642,29,3
YBR222C,655,616,0,1
YBR223C,106,82,0,0
YBR229C,384,366,0,0
YBR230C,751,600,0,1
YBR231C,156,141,1,0
YBR234C,1301,1217,3,0
YBR236C,467,415,0,1
YBR238C,312,303,NA,NA
YBR239C,175,157,1,0
YBR240C,23,21,NA,0
YBR241C,183,165,0,0
YBR243C,166,155,0,0
YBR245C,930,929,NA,NA
YBR247C,814,744,0,1
YBR248C,866,798,2,0
YBR249C,3316,3120,15,0
YBR254C,191,162,0,1
YBR255C-A,137,75,0,0
YBR256C,640,587,0,2
YBR258C,125,105,0,0
YBR260C,386,378,0,0
YBR261C,484,442,0,0
YBR262C,384,285,0,1
YBR264C,135,111,0,0
YBR269C,475,388,0,0
YBR270C,27,19,8,0
YBR272C,301,290,0,4
YBR273C,426,402,0,0
YBR275C,258,254,NA,NA
YBR276C,80,70,9,0
YBR277C,0,0,0,0
YBR280C,168,162,0,1
YBR281C,289,281,0,0
YBR283C,1177,1086,23,1
YBR288C,447,407,0,1
YBR291C,121,116,0,0
YBR292C,23,0,23,NA
YBR296C,7,7,0,0
YBR298C,10,4,6,0
YBL102W,347,287,1,1
YBL100W-C,4,0,0,2
YBL099W,4843,4509,122,18
YBL098W,168,164,NA,0
YBL097W,120,111,0,1
YBL095W,47,46,0,0
YBL092W,3874,3234,24,20
YBL090W,471,398,2,0
YBL089W,127,121,0,0
YBL085W,330,327,NA,0
YBL081W,313,282,7,0
YBL079W,482,463,1,NA
YBL071W-A,371,258,0,0
YBL068W,502,441,1,1
YBL063W,82,82,0,NA
YBL060W,118,110,0,0
YBL059W,141,134,NA,0
YBL058W,1337,1238,0,1
YBL056W,732,650,1,3
YBL054W,417,402,2,1
YBL050W,816,715,3,0
YBL048W,1,0,NA,1
YBL046W,249,241,NA,0
YBL043W,64,49,2,0
YBL041W,1254,1152,1,1
YBL039W-B,40,21,7,0
YBL038W,666,572,1,0
YBL037W,440,410,1,1
YBL032W,546,490,4,0
YBL031W,87,76,0,1
YBL029W,54,49,NA,1
YBL027W,4775,4147,6,4
YBL026W,446,311,19,0
YBL025W,179,138,1,0
YBL024W,1513,1388,0,NA
YBL020W,120,105,4,0
YBL019W,58,53,NA,0
YBL016W,462,442,NA,0
YBL015W,352,325,0,0
YBL011W,305,291,5,0
YBL009W,263,244,3,2
YBL008W,169,160,NA,0
YBL005W,64,59,0,0
YBL004W,892,866,NA,0
YBL002W,2303,1814,0,10
YBR003W,370,346,0,1
YBR005W,198,148,3,0
YBR006W,158,141,0,0
YBR010W,4010,3169,4,16
YBR016W,828,689,1,2
YBR020W,1,1,0,0
YBR021W,447,413,2,0
YBR022W,245,203,0,1
YBR024W,198,185,2,NA
YBR030W,92,77,0,2
YBR031W,9014,8547,0,6
YBR033W,56,55,NA,0
YBR038W,809,763,0,2
YBR039W,2055,1832,3,2
YBR041W,352,327,1,0
YBR047W,18,16,0,0
YBR048W,3956,3565,0,19
YBR051W,1,0,NA,1
YBR054W,1272,1064,76,3
YBR056W,709,680,0,0
YBR056W-A,413,279,0,9
YBR071W,982,836,16,3
YBR072W,574,485,1,0
YBR073W,941,929,NA,1
YBR074W,310,300,NA,0
YBR076W,2,1,NA,1
YBR078W,5236,4819,27,8
YBR083W,415,387,7,NA
YBR084W,1427,1374,0,0
YBR085W,16,14,1,0
YBR087W,441,398,0,0
YBR094W,359,339,1,NA
YBR096W,474,389,3,0
YBR097W,148,146,NA,0
YBR098W,76,74,0,0
YBR103W,213,196,3,0
YBR104W,241,213,1,0
YBR106W,1247,1056,3,4
YBR108W,329,321,1,0
YBR110W,216,198,0,0
YBR111W-A,295,231,2,1
YBR114W,161,149,1,0
YBR118W,28381,26697,0,34
YBR119W,192,163,5,1
YBR131W,103,90,0,0
YBR135W,418,365,6,1
YBR136W,147,142,NA,0
YBR137W,297,278,NA,1
YBR139W,880,851,NA,4
YBR141W-A,12,1,0,0
YBR142W,669,612,2,0
YBR145W,231,195,3,1
YBR146W,553,495,1,2
YBR147W,39,31,0,0
YBR148W,11,11,NA,0
YBR149W,1965,1831,0,0
YBR151W,336,309,2,2
YBR152W,93,84,1,NA
YBR153W,194,177,0,0
YBR155W,381,357,1,1
YBR158W,680,609,21,0
YBR159W,722,629,1,0
YBR160W,686,620,2,0
YBR161W,176,154,1,1
YBR162W-A,499,402,0,3
YBR163W,28,23,2,0
YBR165W,218,187,0,0
YBR168W,53,42,3,NA
YBR171W,489,426,0,0
YBR175W,112,102,NA,0
YBR176W,138,112,1,1
YBR178W,0,0,0,0
YBR183W,412,346,2,0
YBR184W,36,36,NA,0
YBR186W,2,2,0,NA
YBR187W,295,216,7,2
YBR189W,5386,4571,6,2
YBR192W,261,234,4,0
YBR194W,168,123,4,4
YBR199W,643,592,5,0
YBR200W,325,294,2,0
YBR201W,95,70,3,0
YBR202W,558,542,2,2
YBR203W,192,184,1,1
YBR205W,500,482,1,NA
YBR207W,321,292,1,2
YBR210W,128,106,0,0
YBR212W,702,661,11,1
YBR213W,101,85,1,6
YBR214W,763,701,4,0
YBR215W,357,339,1,0
YBR217W,58,40,0,0
YBR225W,154,152,NA,0
YBR228W,42,39,NA,0
YBR230W-A,282,163,0,1
YBR233W,259,221,2,1
YBR233W-A,115,93,0,0
YBR235W,142,134,1,0
YBR237W,144,140,0,0
YBR242W,350,293,5,1
YBR244W,56,43,0,1
YBR246W,228,200,0,0
YBR250W,2,2,0,NA
YBR251W,641,587,0,1
YBR252W,568,446,0,0
YBR253W,180,107,8,0
YBR255W,132,122,0,0
YBR257W,167,147,0,0
YBR259W,82,80,0,0
YBR263W,598,547,0,0
YBR265W,382,341,0,0
YBR267W,572,536,0,0
YBR268W,325,275,0,0
YBR271W,167,156,0,1
YBR274W,150,139,5,0
YBR278W,121,108,0,0
YBR279W,683,611,0,1
YBR282W,609,513,1,4
YBR284W,31,27,4,NA
YBR285W,14,13,NA,0
YBR286W,2421,2318,1,1
YBR287W,450,437,0,0
YBR289W,501,488,0,0
YBR290W,381,348,0,2
YBR293W,33,27,NA,2
YBR294W,8,8,NA,0
YBR295W,62,59,NA,0
YBR297W,133,126,0,0
YBR299W,113,103,2,0
YCL064C,126,110,0,0
YCL061C,776,754,0,NA
YCL059C,1610,1383,0,1
YCL057C-A,1323,875,0,1
YCL056C,123,113,NA,0
YCL052C,511,450,1,2
YCL050C,2887,2624,10,3
YCL049C,784,681,1,2
YCL047C,276,255,NA,0
YCL045C,1730,1657,0,1
YCL044C,504,448,1,0
YCL043C,6732,6528,NA,0
YCL041C,424,380,0,NA
YCL038C,229,218,0,0
YCL037C,2948,2809,11,5
YCL035C,2000,1570,0,2
YCL033C,617,571,NA,1
YCL031C,969,879,3,2
YCL030C,2918,2784,3,5
YCL029C,389,348,0,7
YCL026C-B,149,137,0,0
YCL026C-A,9,8,NA,0
YCL025C,2819,2715,0,2
YCL017C,1849,1702,8,0
YCL016C,236,199,0,0
YCL012C,391,289,0,0
YCL011C,916,887,0,0
YCL010C,379,344,0,1
YCL009C,2510,2234,0,1
YCL008C,381,367,NA,1
YCL002C,93,84,1,0
YCR002C,1642,1447,3,1
YCR004C,1843,1630,14,5
YCR005C,2686,2535,0,3
YCR007C,99,67,12,0
YCR009C,1673,1520,6,0
YCR010C,5,3,NA,2
YCR011C,1093,1030,8,0
YCR014C,27,25,NA,1
YCR015C,288,255,0,0
YCR017C,1203,1116,0,1
YCR020C,55,47,NA,1
YCR020C-A,362,309,0,3
YCR021C,135,116,0,0
YCR022C,0,0,0,0
YCR023C,320,237,41,1
YCR024C,326,316,0,3
YCR024C-B,12,7,0,4
YCR024C-A,711,238,107,NA
YCR025C,2,2,NA,0
YCR026C,832,766,4,1
YCR027C,303,242,18,0
YCR028C,355,302,14,0
YCR028C-A,1748,1427,6,9
YCR030C,1853,1775,7,1
YCR031C,5353,4327,0,24
YCR035C,961,889,0,1
YCR037C,764,740,NA,2
YCR038C,69,69,NA,0
YCR042C,860,849,0,NA
YCR043C,484,406,0,1
YCR044C,230,209,0,0
YCR045C,0,0,0,0
YCR046C,828,718,NA,0
YCR047C,618,533,6,1
YCR054C,602,570,0,0
YCR057C,1221,1132,1,1
YCR059C,350,293,0,2
YCR064C,1,1,NA,NA
YCR067C,820,781,6,0
YCR071C,737,636,1,1
YCR072C,956,857,0,2
YCR073C,173,170,0,0
YCR075C,124,116,0,0
YCR076C,331,291,0,0
YCR077C,3315,3198,2,1
YCR084C,2289,2083,50,2
YCR087C-A,635,537,0,2
YCR090C,453,368,0,5
YCR092C,358,338,0,0
YCR095C,271,239,0,0
YCR098C,31,31,NA,0
YCR102C,6,6,0,0
YCL063W,505,459,2,0
YCL058W-A,309,240,0,1
YCL057W,1592,1560,0,1
YCL055W,426,404,0,0
YCL054W,1729,1631,0,2
YCL051W,362,331,6,0
YCL048W,10,9,NA,0
YCL040W,6240,5988,NA,3
YCL039W,464,421,0,0
YCL036W,293,266,NA,0
YCL034W,929,888,0,0
YCL032W,503,453,0,1
YCL028W,2405,2280,1,0
YCL027W,38,37,0,0
YCL024W,510,502,0,NA
YCL021W-A,4,3,0,0
YCL018W,390,292,0,3
YCL014W,594,567,2,1
YCL005W-A,816,587,0,4
YCL005W,110,100,0,0
YCL004W,216,192,21,0
YCL001W,836,670,0,2
YCR003W,1041,941,0,1
YCR008W,314,247,32,3
YCR012W,23186,21839,12,39
YCR016W,825,760,0,0
YCR019W,290,209,46,0
YCR020W-B,714,427,0,12
YCR032W,183,176,NA,1
YCR033W,287,274,NA,0
YCR034W,2031,1789,0,2
YCR036W,911,860,NA,0
YCR045W-A,21,2,19,0
YCR048W,180,163,0,0
YCR051W,833,716,1,0
YCR052W,1027,927,1,0
YCR053W,6022,5579,4,0
YCR061W,560,526,0,6
YCR063W,308,235,0,1
YCR065W,494,449,0,1
YCR066W,276,237,0,1
YCR068W,211,194,6,0
YCR069W,642,560,12,0
YCR073W-A,999,920,0,0
YCR075W-A,284,165,0,2
YCR079W,84,72,0,0
YCR081W,237,229,0,NA
YCR082W,732,533,0,1
YCR083W,413,346,0,0
YCR085W,3,2,1,NA
YCR086W,380,344,0,NA
YCR088W,4712,4525,2,3
YCR089W,49,49,NA,0
YCR091W,211,196,0,0
YCR093W,1770,1750,0,3
YCR094W,472,419,2,0
YCR095W-A,36,1,30,4
YCR097W,0,0,0,0
YCR105W,17,16,NA,0
YCR106W,153,139,0,NA
YCR107W,36,27,NA,0
YDL243C,22,16,4,1
YDL239C,3,3,NA,0
YDL238C,106,99,0,0
YDL235C,411,341,0,1
YDL234C,440,405,4,0
YDL231C,26,23,NA,0
YDL227C,289,285,NA,0
YDL226C,1216,1112,0,0
YDL224C,490,451,18,0
YDL222C,96,95,NA,NA
YDL220C,108,106,NA,1
YDL217C,416,340,6,0
YDL216C,82,80,NA,0
YDL215C,735,717,NA,1
YDL214C,11,9,0,1
YDL213C,678,627,0,2
YDL211C,34,30,0,0
YDL209C,128,116,0,1
YDL205C,244,203,11,0
YDL203C,303,273,3,0
YDL200C,103,86,NA,1
YDL199C,52,48,0,0
YDL198C,794,672,0,0
YDL197C,47,44,0,0
YDL190C,795,727,15,1
YDL188C,462,434,5,0
YDL187C,22,0,22,NA
YDL184C,2482,729,0,29
YDL183C,81,69,1,0
YDL177C,47,37,4,1
YDL175C,334,301,0,1
YDL174C,1296,1213,0,NA
YDL171C,1211,1166,11,NA
YDL169C,37,36,NA,0
YDL167C,371,331,0,1
YDL166C,376,306,2,1
YDL164C,427,412,0,5
YDL160C-A,87,59,0,0
YDL160C,2741,2538,35,7
YDL157C,416,328,0,0
YDL153C,708,669,2,0
YDL148C,1024,996,0,NA
YDL145C,1602,1504,25,2
YDL144C,196,185,0,0
YDL142C,120,108,0,0
YDL140C,1091,1076,NA,0
YDL139C,103,95,NA,0
YDL135C,592,529,1,1
YDL134C,713,634,28,0
YDL133C-A,2098,729,0,26
YDL126C,5045,4798,3,4
YDL125C,757,690,NA,1
YDL121C,364,322,0,0
YDL119C,191,173,0,0
YDL115C,189,168,0,0
YDL113C,235,217,4,0
YDL111C,464,426,4,0
YDL110C,608,510,5,1
YDL109C,14,9,NA,5
YDL106C,368,344,1,0
YDL104C,93,90,0,0
YDL103C,878,817,1,0
YDL101C,331,311,0,1
YDL100C,1909,1719,0,2
YDL098C,76,71,0,1
YDL097C,1790,1716,0,1
YDL094C,5,0,5,0
YDL091C,165,152,0,0
YDL090C,162,151,0,0
YDL088C,449,440,1,1
YDL087C,107,98,0,1
YDL086C-A,1,1,0,0
YDL085C-A,178,113,3,0
YDL083C,2702,2260,0,6
YDL081C,2522,1827,59,14
YDL080C,115,104,NA,0
YDL079C,24,24,NA,0
YDL078C,1060,946,4,0
YDL077C,201,200,NA,0
YDL076C,191,156,15,0
YDL074C,530,507,2,0
YDL072C,1217,1013,4,1
YDL069C,51,39,3,0
YDL067C,705,356,2,1
YDL065C,526,467,0,0
YDL063C,448,411,0,0
YDL061C,1726,955,0,12
YDL059C,36,31,1,NA
YDL055C,6027,5522,91,27
YDL054C,170,139,2,1
YDL053C,476,394,15,9
YDL052C,392,351,1,0
YDL049C,46,40,4,0
YDL048C,98,94,0,0
YDL045C,177,159,2,0
YDL044C,250,225,0,0
YDL043C,245,208,0,1
YDL042C,190,175,0,0
YDL040C,1401,1336,0,0
YDL039C,52,52,NA,0
YDL036C,191,188,NA,0
YDL035C,146,142,NA,0
YDL033C,67,63,0,0
YDL028C,228,204,7,0
YDL027C,192,160,7,0
YDL025C,227,206,6,0
YDL024C,8,8,NA,0
YDL020C,627,580,1,1
YDL019C,531,525,NA,0
YDL018C,258,232,1,0
YDL015C,1005,890,2,NA
YDL012C,532,457,0,1
YDL009C,0,0,0,0
YDL005C,453,430,0,0
YDL002C,291,244,4,1
YDR001C,1449,1417,NA,0
YDR005C,231,221,2,0
YDR006C,343,325,0,0
YDR008C,1,0,NA,1
YDR010C,0,0,0,0
YDR016C,121,72,1,3
YDR017C,402,390,NA,0
YDR018C,22,22,NA,0
YDR019C,846,802,NA,2
YDR020C,148,125,NA,3
YDR022C,81,72,0,0
YDR026C,133,125,1,0
YDR027C,176,159,3,0
YDR028C,1125,1089,NA,1
YDR030C,85,84,0,0
YDR032C,1564,1439,13,0
YDR034C,209,202,2,0
YDR036C,257,236,0,0
YDR038C,1020,987,NA,0
YDR042C,2,2,NA,0
YDR045C,314,214,27,1
YDR046C,1090,982,20,2
YDR048C,3,0,3,0
YDR050C,9083,8171,6,21
YDR051C,265,243,0,0
YDR052C,297,274,3,0
YDR054C,668,582,6,6
YDR056C,344,257,5,1
YDR058C,106,98,0,0
YDR059C,315,268,0,0
YDR066C,102,75,6,0
YDR067C,136,125,1,0
YDR069C,192,188,NA,0
YDR070C,37,27,0,0
YDR071C,1226,995,20,8
YDR072C,497,476,4,1
YDR078C,52,47,0,0
YDR079C-A,123,64,1,1
YDR081C,224,207,0,0
YDR084C,259,211,0,2
YDR085C,163,154,NA,0
YDR086C,733,580,27,4
YDR087C,826,749,0,1
YDR088C,229,214,1,1
YDR090C,163,137,9,2
YDR091C,1598,1493,4,0
YDR097C,445,444,0,0
YDR098C,1145,1108,NA,3
YDR101C,1209,1175,0,2
YDR104C,75,74,NA,0
YDR105C,247,224,1,0
YDR107C,88,75,0,0
YDR109C,152,141,NA,0
YDR111C,302,280,5,1
YDR113C,280,267,0,2
YDR116C,541,504,0,1
YDR117C,375,357,0,0
YDR120C,714,711,NA,0
YDR123C,201,167,1,2
YDR125C,40,38,NA,1
YDR129C,3066,2921,0,1
YDR130C,231,202,0,0
YDR131C,86,80,1,0
YDR132C,50,42,3,0
YDR133C,1384,20,1167,6
YDR135C,960,945,NA,0
YDR139C,272,201,0,1
YDR141C,570,566,NA,NA
YDR142C,88,71,3,0
YDR143C,402,375,9,0
YDR144C,260,236,7,0
YDR146C,703,689,NA,0
YDR148C,1566,1444,0,5
YDR151C,339,322,4,0
YDR153C,873,821,2,1
YDR162C,388,312,8,2
YDR164C,273,255,0,0
YDR166C,423,421,NA,0
YDR169C,448,410,9,0
YDR170C,1665,1643,NA,1
YDR173C,122,114,0,NA
YDR175C,617,539,0,0
YDR179C,117,99,0,2
YDR181C,191,171,0,1
YDR185C,52,44,0,0
YDR186C,372,355,2,0
YDR190C,1394,1275,0,4
YDR192C,294,274,1,0
YDR194C,953,894,0,1
YDR196C,238,224,NA,0
YDR198C,154,136,0,0
YDR200C,146,132,0,0
YDR202C,166,151,0,2
YDR207C,227,211,5,NA
YDR215C,2,0,0,2
YDR217C,193,189,0,NA
YDR218C,12,12,NA,0
YDR219C,332,313,NA,1
YDR224C,3281,2510,15,8
YDR228C,361,341,0,0
YDR231C,313,279,0,0
YDR233C,2255,1984,2,3
YDR236C,125,114,0,0
YDR238C,2634,2540,1,0
YDR239C,204,192,0,0
YDR240C,145,133,0,0
YDR243C,213,201,0,0
YDR248C,209,170,9,0
YDR249C,42,37,0,0
YDR253C,13,6,3,0
YDR255C,99,89,4,0
YDR256C,4,4,NA,0
YDR257C,376,346,0,2
YDR258C,2601,2532,0,1
YDR259C,64,56,4,0
YDR260C,270,227,0,1
YDR261C,227,220,0,2
YDR263C,41,39,0,1
YDR264C,605,582,0,0
YDR266C,684,644,9,0
YDR267C,202,177,0,0
YDR271C,7,6,NA,1
YDR274C,1,0,NA,1
YDR276C,1050,636,2,10
YDR277C,338,305,4,0
YDR281C,0,0,0,0
YDR282C,87,83,0,2
YDR283C,332,327,NA,0
YDR284C,426,365,17,0
YDR286C,78,68,NA,0
YDR289C,371,349,0,0
YDR292C,459,443,1,0
YDR293C,1184,1115,23,NA
YDR294C,705,668,0,0
YDR295C,255,231,4,0
YDR298C,1283,1096,21,3
YDR300C,371,322,0,2
YDR303C,298,271,5,0
YDR304C,1004,873,0,0
YDR305C,175,159,NA,0
YDR306C,208,177,3,0
YDR308C,324,238,10,1
YDR309C,1164,1077,6,0
YDR310C,310,290,8,1
YDR313C,108,95,0,0
YDR314C,60,43,5,0
YDR315C,44,42,0,0
YDR319C,156,122,13,0
YDR320C,542,518,0,2
YDR320C-A,166,116,NA,2
YDR322C-A,606,485,0,10
YDR323C,64,62,0,0
YDR324C,978,978,NA,0
YDR326C,342,338,NA,0
YDR328C,1049,856,14,0
YDR329C,255,219,0,0
YDR333C,428,404,0,0
YDR338C,83,78,0,0
YDR339C,478,428,0,2
YDR341C,2477,2337,0,0
YDR342C,7289,6983,35,15
YDR343C,7105,6812,35,4
YDR345C,4010,3826,3,4
YDR346C,905,808,8,1
YDR348C,523,478,11,0
YDR349C,351,324,6,2
YDR350C,153,139,3,0
YDR357C,195,168,8,1
YDR359C,184,168,6,0
YDR361C,592,545,1,3
YDR362C,177,150,4,0
YDR364C,158,142,0,1
YDR365C,1116,1049,1,0
YDR366C,7,7,0,NA
YDR369C,166,160,NA,0
YDR370C,104,92,0,0
YDR372C,688,594,9,1
YDR375C,259,237,0,0
YDR378C,318,216,0,2
YDR379C-A,122,92,0,0
YDR381C-A,215,170,NA,0
YDR383C,110,92,0,0
YDR384C,768,666,5,0
YDR387C,82,56,25,0
YDR390C,424,393,0,0
YDR391C,373,336,0,0
YDR397C,353,283,7,1
YDR402C,6,4,NA,2
YDR404C,315,260,10,2
YDR407C,224,219,1,0
YDR408C,354,319,0,0
YDR410C,92,71,0,0
YDR411C,509,445,0,0
YDR414C,77,65,2,0
YDR415C,240,208,1,0
YDR422C,274,256,1,0
YDR423C,228,226,NA,0
YDR424C,247,161,2,0
YDR426C,1,1,NA,0
YDR428C,137,120,0,0
YDR429C,1993,1758,0,5
YDR430C,636,611,0,0
YDR435C,170,144,0,0
YDR441C,133,93,6,3
YDR443C,109,106,NA,1
YDR445C,30,30,NA,0
YDR447C,4105,3295,0,11
YDR449C,519,483,0,1
YDR451C,622,586,1,0
YDR453C,88,71,0,1
YDR454C,1119,990,0,3
YDR458C,475,435,1,0
YDR459C,41,34,0,1
YDR461C-A,113,55,0,1
