Geneid,xrn1_2
YDL029W,6567
YDL028C,7364
YDL027C,4492
YDL026W,58
YDL025C,6494
YDL025W-A,21
YDL024C,426
YDL022C-A,19
YDL023C,47
YDL022W,10179
YDL021W,313
YDL020C,15956
YDL019C,9706
YDL018C,2902
YDL017W,2313
YDL016C,702
YDL015C,8396
YDL014W,12071
YDL013W,6072
YDL012C,4861
YDL011C,3
YDL010W,2619
YDL009C,92
YDL008W,1726
YDL007C-A,1
YDL007W,6437
YDL006W,4043
YDL005C,5153
YDL004W,4697
YDL003W,9204
YDL002C,2649
YDL001W,5066
YDR001C,8666
YDR002W,4210
YDR003W,3302
YDR003W-A,1229
YDR004W,4789
YDR005C,5494
YDR006C,14773
YDR007W,1798
YDR008C,380
YDR009W,1061
YDR010C,29
YDR011W,25722
YDR012W,29715
YDR013W,1967
YDR014W,4286
YDR014W-A,75
YDR015C,0
YDR016C,1069
YDR017C,11384
YDR018C,753
YDR019C,6027
YDR020C,4005
YDR021W,2935
YDR022C,1247
YDR023W,12093
YDR024W,920
YDR025W,11092
YDR026C,6804
YDR027C,9003
YDR028C,13147
YDR029W,6
YDR030C,1404
YDR031W,797
YDR032C,3196
YDR033W,20787
YDR034C,10751
YDR034C-D,10327
YDR034C-C,1104
YDR034C-A,1
YDR034W-B,90
YDR035W,8725
YDR037W,17299
YDR038C,8961
YDR039C,3801
YDR040C,16464
YDR041W,3077
YDR042C,309
YDR043C,6899
YDR044W,5067
YDR045C,2153
YDR046C,17253
YDR047W,6350
YDR048C,25
YDR049W,6217
YDR050C,14665
YDR051C,4963
YDR052C,10415
YDR053W,16
YDR054C,9015
YDR055W,16856
YDR056C,3422
YDR057W,4670
YDR058C,1077
YDR059C,1720
YDR060W,18804
YDR061W,4645
YDR062W,10087
YDR063W,2689
YDR064W,12017
YDR065W,3246
YDR066C,851
YDR067C,2627
YDR068W,3674
YDR069C,6393
YDR070C,583
YDR071C,4423
YDR072C,9684
YDR073W,3604
YDR074W,13158
YDR075W,4934
YDR076W,1849
YDR077W,73497
YDR078C,913
YDR079W,1247
YDR079C-A,843
YDR080W,5699
YDR081C,7877
YDR082W,5748
YDR083W,5693
YDR084C,2167
YDR085C,4135
YDR086C,3581
YDR087C,4390
YDR088C,2947
YDR089W,11466
YDR090C,3709
YDR091C,15222
YDR092W,3369
YDR093W,18407
YDR094W,1650
YDR095C,8
YDR096W,11129
YDR097C,8762
YDR098C,4852
YDR098C-B,3394
YDR098C-A,530
YDR099W,11331
YDR101C,12319
YDR102C,228
YDR103W,11508
YDR104C,4377
YDR105C,6553
YDR106W,361
YDR107C,2384
YDR108W,5745
YDR109C,3952
YDR110W,5092
YDR111C,3490
YDR112W,9
YDR113C,3951
YDR114C,17
YDR115W,2499
YDR116C,4360
YDR117C,4749
YDR118W,4578
YDR118W-A,398
YDR119W,15319
YDR119W-A,862
YDR120C,6571
YDR121W,2963
YDR122W,9095
YDR123C,6001
YDR124W,1681
YDR125C,2118
YDR126W,2966
YDR127W,26901
YDR128W,6697
YDR129C,12555
YDR130C,3032
YDR131C,4486
YDR132C,2704
YDR133C,14009
YDR135C,20804
YDR136C,23
YDR137W,7636
YDR138W,7833
YDR139C,1687
YDR140W,3362
YDR141C,12800
YDR142C,5035
YDR143C,13986
YDR144C,12411
YDR145W,10212
YDR146C,9296
YDR147W,6276
YDR148C,6344
YDR149C,1
YDR150W,15152
YDR151C,7364
YDR152W,5587
YDR153C,9133
YDR154C,7781
YDR155C,12682
YDR156W,6150
YDR157W,1913
YDR158W,9899
YDR159W,10316
YDR160W,7979
YDR161W,3713
YDR162C,3255
YDR163W,2402
YDR164C,5628
YDR165W,6664
YDR167W,1900
YDR168W,7845
YDR169C,7036
YDR169C-A,200
YDR170C,21560
YDR170W-A,2644
YDR171W,5502
YDR172W,14789
YDR173C,1519
YDR174W,9859
YDR175C,4389
YDR176W,7394
YDR177W,4646
YDR178W,3773
YDR179C,945
YDR179W-A,3382
YDR180W,7228
YDR181C,3289
YDR182W,6533
YDR182W-A,260
YDR183W,1505
YDR183C-A,510
YDR184C,5525
YDR185C,711
YDR186C,16316
YDR187C,8
YDR188W,9727
YDR189W,8705
YDR190C,9224
YDR191W,2096
YDR192C,4751
YDR193W,7
YDR194C,14126
YDR194W-A,3
YDR195W,4378
YDR196C,2232
YDR197W,3924
YDR198C,4150
YDR199W,5
YDR200C,3875
YDR201W,1271
YDR202C,2145
YDR203W,49
YDR204W,3875
YDR205W,8378
YDR206W,13052
YDR207C,5939
YDR208W,13166
YDR209C,6
YDR210W,2569
YDR210W-B,16095
YDR210W-A,4502
YDR210C-D,8153
YDR210C-C,1961
YDR211W,10288
YDR212W,10967
YDR213W,8351
YDR214W,10905
YDR215C,27
YDR216W,9562
YDR217C,8350
YDR218C,90
YDR219C,5458
YDR220C,477
YDR221W,7803
YDR222W,4841
YDR223W,509
YDR224C,8232
YDR225W,9027
YDR226W,6401
YDR227W,8947
YDR228C,9176
YDR229W,4166
YDR230W,13
YDR231C,1660
YDR232W,14445
YDR233C,17660
YDR234W,12675
YDR235W,5099
YDR236C,3650
YDR237W,3832
YDR238C,18770
YDR239C,3970
YDR240C,3500
YDR241W,368
YDR242W,2441
YDR243C,2964
YDR244W,4293
YDR245W,7406
YDR246W,3679
YDR246W-A,292
YDR247W,4829
YDR248C,1644
YDR249C,3919
YDR250C,57
YDR251W,9913
YDR252W,1069
YDR253C,532
YDR254W,2243
YDR255C,3729
YDR256C,681
YDR257C,4843
YDR258C,9368
YDR259C,3026
YDR260C,2819
YDR261C,5889
YDR261W-B,13475
YDR261W-A,6046
YDR261C-D,3632
YDR261C-C,1464
YDR262W,5176
YDR263C,1842
YDR264C,15514
YDR265W,4012
YDR266C,8735
YDR267C,4263
YDR268W,2954
YDR269C,15
YDR270W,7977
YDR271C,129
YDR272W,2509
YDR273W,708
YDR274C,8
YDR275W,3425
YDR276C,5381
YDR277C,5756
YDR278C,5
YDR279W,2367
YDR280W,5528
YDR281C,763
YDR282C,2529
YDR283C,12184
YDR284C,4357
YDR285W,2969
YDR286C,879
YDR287W,2675
YDR288W,3436
YDR289C,2632
YDR290W,6
YDR291W,7790
YDR292C,7714
YDR294C,7946
YDR295C,4620
YDR296W,3509
YDR297W,7692
YDR298C,7819
YDR299W,6944
YDR300C,5389
YDR301W,10875
YDR302W,3651
YDR303C,8875
YDR304C,4901
YDR305C,2402
YDR306C,3661
YDR307W,6663
YDR308C,2728
YDR309C,14158
YDR310C,9446
YDR311W,6067
YDR312W,4801
YDR313C,3883
YDR314C,4167
YDR315C,1321
YDR316W,3476
YDR316W-B,5518
YDR316W-A,1002
YDR317W,416
YDR318W,2589
YDR319C,2518
YDR320C,5315
YDR320C-A,1930
YDR320W-B,296
YDR321W,6820
YDR322W,3505
YDR322C-A,1685
YDR323C,2511
YDR324C,10253
YDR325W,8297
YDR326C,16370
YDR327W,4
YDR328C,4893
YDR329C,3816
YDR330W,4547
YDR331W,6784
YDR332W,4183
YDR333C,8224
YDR334W,9161
YDR335W,9820
YDR336W,2680
YDR337W,3949
YDR338C,5756
YDR339C,3928
YDR340W,11
YDR341C,12829
YDR342C,20178
YDR343C,540
YDR344C,1160
YDR345C,16937
YDR346C,11353
YDR347W,5090
YDR348C,8044
YDR349C,12332
YDR350C,7866
YDR352W,4912
YDR353W,10477
YDR354W,8630
YDR354C-A,10
YDR355C,1
YDR356W,5634
YDR357C,1630
YDR358W,4604
YDR359C,11285
YDR360W,14
YDR361C,3362
YDR362C,4042
YDR363W,2881
YDR363W-A,3121
YDR364C,5633
YDR365C,6960
YDR365W-B,2262
YDR365W-A,688
YDR366C,23
YDR367W,2838
YDR368W,3792
YDR369C,3526
YDR370C,5289
YDR371W,3589
YDR371C-A,2
YDR372C,6900
YDR373W,3759
YDR374C,22
YDR374W-A,781
YDR375C,5352
YDR376W,4395
YDR377W,3907
YDR378C,2476
YDR379W,8537
YDR379C-A,1025
YDR380W,17023
YDR381W,19546
YDR381C-A,1545
YDR382W,9725
YDR383C,1069
YDR384C,4712
YDR385W,66424
YDR386W,3277
YDR387C,6674
YDR388W,7382
YDR389W,12001
YDR390C,6562
YDR391C,3207
YDR392W,2622
YDR393W,5893
YDR394W,9852
YDR395W,19219
YDR396W,69
YDR397C,2665
YDR398W,10082
YDR399W,12380
YDR400W,4446
YDR401W,257
YDR402C,483
YDR403W,821
YDR404C,5984
YDR405W,5138
YDR406W,8700
YDR406W-A,61
YDR407C,13911
YDR408C,4391
YDR409W,5051
YDR410C,3189
YDR411C,6188
YDR412W,3178
YDR413C,4
YDR414C,3349
YDR415C,3416
YDR416W,5187
YDR417C,12
YDR418W,10427
YDR419W,4512
YDR421W,4755
YDR422C,11106
YDR423C,4118
YDR424C,1451
YDR425W,4632
YDR426C,6
YDR427W,7775
YDR428C,1549
YDR429C,6677
YDR430C,8959
YDR431W,13
YDR432W,13531
YDR433W,4979
YDR434W,5361
YDR435C,2850
YDR436W,4103
YDR437W,3483
YDR438W,3241
YDR439W,1066
YDR440W,4997
YDR441C,5637
YDR442W,6
YDR443C,8860
YDR444W,5137
YDR445C,15
YDR446W,55
YDR447C,5745
YDR448W,8274
YDR449C,4504
YDR450W,9286
YDR451C,7298
YDR452W,9386
YDR453C,1156
YDR454C,3705
YDR455C,3
YDR456W,8533
YDR457W,28667
YDR458C,6023
YDR459C,5886
YDR460W,3231
YDR461W,1715
YDR461C-A,276
YDR462W,2568
YDR463W,8887
YDR464W,8156
YDR464C-A,0
YDR465C,5233
YDR466W,8575
YDR467C,103
YDR468C,3574
YDR469W,1940
YDR470C,3827
YDR471W,12178
YDR472W,4532
YDR473C,3016
YDR475C,4786
YDR476C,3183
YDR477W,8081
YDR478W,1506
YDR479C,4588
YDR480W,2977
YDR481C,8875
YDR482C,1176
YDR483W,9931
YDR484W,4067
YDR485C,6835
YDR486C,4056
YDR487C,6691
YDR488C,2515
YDR489W,3451
YDR490C,4595
YDR491C,32
YDR492W,8937
YDR493W,1345
YDR494W,5439
YDR495C,4815
YDR497C,26350
YDR498C,4920
YDR499W,5153
YDR500C,4350
YDR501W,2469
YDR502C,9592
YDR503C,3041
YDR504C,808
YDR505C,10513
YDR506C,1600
YDR507C,13767
YDR508C,18189
YDR509W,14
YDR510W,3973
YDR510C-A,29
YDR511W,2207
YDR512C,1393
YDR513W,2311
YDR514C,3274
YDR515W,5672
YDR516C,6759
YDR517W,5969
YDR518W,3065
YDR519W,2882
YDR520C,5407
YDR521W,12
YDR522C,19
YDR523C,337
YDR524C,8398
YDR524W-C,0
YDR524C-B,8769
YDR524C-A,33
YDR525W,84
YDR525W-A,1285
YDR526C,23
YDR527W,6385
YDR528W,8517
YDR529C,8811
YDR530C,4653
YDR531W,4245
YDR532C,3186
YDR533C,2113
YDR534C,3043
YDR535C,531
YDR536W,129
YDR537C,11
YDR538W,4836
YDR539W,5823
YDR540C,1054
YDR541C,3979
YDR542W,47
YDR543C,2
YDR544C,20
YDR545W,2982
YDR545C-A,0
YIL122W,3684
YIL048W,13002
YIR019C,4667
YIL177C,13916
YIL177W-A,5
YIL176C,5
YIL173W,777
YIL172C,27
YIL171W-A,3
YIL169C,403
YIL166C,1608
YIL165C,2008
YIL164C,2903
YIL163C,127
YIL162W,7866
YIL161W,1921
YIL160C,82
YIL159W,5478
YIL158W,3932
YIL157C,4068
YIL156W-A,194
YIL156W-B,868
YIL156W,6045
YIL155C,4715
YIL154C,4116
YIL153W,4561
YIL152W,1541
YIL151C,10891
YIL150C,3300
YIL149C,10858
YIL148W,8925
YIL147C,11224
YIL146C,3861
YIL145C,7259
YIL144W,7630
YIL143C,9108
YIL142C-A,3
YIL142W,10617
YIL141W,1431
YIL140W,10058
YIL139C,1790
YIL138C,4518
YIL137C,10924
YIL136W,2648
YIL135C,8091
YIL134C-A,128
YIL134W,3878
YIL133C,12267
YIL132C,1475
YIL131C,6918
YIL130W,13147
YIL129C,17559
YIL128W,10068
YIL127C,3557
YIL126W,13766
YIL125W,15133
YIL124W,4054
YIL123W,16533
YIL121W,2175
YIL120W,2367
YIL119C,5669
YIL118W,6196
YIL117C,5123
YIL116W,8858
YIL115W-A,4
YIL115C,15101
YIL114C,3130
YIL113W,684
YIL112W,6124
YIL111W,1466
YIL110W,5167
YIL109C,19833
YIL108W,8024
YIL107C,4297
YIL106W,8499
YIL105C,6969
YIL105W-A,6
YIL104C,4676
YIL103W,3400
YIL102C-A,845
YIL102C,2
YIL101C,3929
YIL100C-A,182
YIL100W,98
YIL099W,799
YIL098C,1549
YIL097W,3080
YIL096C,2247
YIL095W,6207
YIL094C,8163
YIL093C,4521
YIL092W,3232
YIL091C,9991
YIL090W,10512
YIL089W,373
YIL088C,8201
YIL087C,1639
YIL086C,298
YIL085C,7681
YIL084C,3680
YIL083C,3524
YIL082W-A,7913
YIL082W,15
YIL079C,6419
YIL078W,14242
YIL077C,4541
YIL076W,6008
YIL075C,19558
YIL074C,6192
YIL073C,2332
YIL072W,418
YIL071W-A,84
YIL071C,3552
YIL070C,4776
YIL069C,10503
YIL068W-A,2
YIL068C,5338
YIL067C,6230
YIL066W-A,19
YIL066C,949
YIL065C,1753
YIL064W,2161
YIL063C,3291
YIL062C,4219
YIL061C,2616
YIL060W,21
YIL059C,1907
YIL058W,22
YIL057C,59
YIL056W,10134
YIL055C,3179
YIL054W,13
YIL053W,11935
YIL052C,6819
YIL051C,6854
YIL050W,4239
YIL049W,3234
YIL047C-A,3592
YIL047C,21248
YIL046W-A,182
YIL046W,6357
YIL045W,3179
YIL044C,3486
YIL043C,6740
YIL042C,4521
YIL041W,5331
YIL040W,2792
YIL039W,5730
YIL038C,8624
YIL037C,89
YIL036W,9600
YIL035C,5863
YIL034C,8624
YIL033C,9050
YIL032C,3
YIL031W,8322
YIL030W-A,990
YIL030C,18959
YIL029W-A,0
YIL029C,1093
YIL028W,814
YIL027C,1895
YIL026C,7518
YIL025C,9
YIL024C,1684
YIL023C,6978
YIL022W,9035
YIL021W,5790
YIL021C-A,3
YIL020C-A,42
YIL020C,1872
YIL019W,2830
YIL018W,18941
YIL017C,7836
YIL016W,1835
YIL015W,11290
YIL014C-A,735
YIL014W,5059
YIL013C,3390
YIL012W,157
YIL011W,475
YIL010W,1881
YIL009C-A,3088
YIL009W,11578
YIL008W,1752
YIL007C,1936
YIL006W,6252
YIL005W,6151
YIL004C,1817
YIL003W,2607
YIL002W-A,1038
YIL002C,6773
YIL001W,4123
YIR001C,4137
YIR002C,6338
YIR003W,5098
YIR004W,5095
YIR005W,1111
YIR006C,16618
YIR007W,4507
YIR008C,4181
YIR009W,2521
YIR010W,8447
YIR011C,6485
YIR012W,10243
YIR013C,172
YIR014W,833
YIR015W,2134
YIR016W,2090
YIR017C,943
YIR017W-A,21
YIR018W,2985
YIR018C-A,223
YIR020C,1091
YIR020W-A,1
YIR020C-B,35
YIR021W,3734
YIR021W-A,179
YIR022W,3530
YIR023W,11230
YIR023C-A,71
YIR024C,1527
YIR025W,1791
YIR026C,3578
YIR027C,334
YIR028W,333
YIR029W,2271
YIR030C,373
YIR030W-A,48
YIR031C,8765
YIR032C,1557
YIR033W,11145
YIR034C,7403
YIR035C,4860
YIR036C,2244
YIR036W-A,41
YIR037W,2771
YIR038C,2288
YIR039C,3800
YIR040C,0
YIR041W,35
YIR042C,3341
YFL068W,0
YFL067W,1
YFL066C,3082
YFL065C,499
YFL064C,195
YFL063W,6
YFL062W,2346
YFL061W,827
YFL060C,2360
YFL059W,1438
YFL058W,66
YFL057C,3244
YFL056C,3774
YFL055W,2318
YFL054C,3128
YFL053W,103
YFL052W,997
YFL051C,28
YFL050C,9055
YFL049W,6008
YFL048C,5309
YFL047W,5845
YFL046W,2248
YFL045C,10766
YFL044C,3828
YFL042C,4317
YFL041W-A,314
YFL041W,6804
YFL040W,37
YFL039C,21739
YFL038C,6511
YFL037W,12602
YFL036W,12862
YFL034C-B,4205
YFL034C-A,9057
YFL034W,6273
YFL033C,8776
YFL032W,2198
YFL031W,22580
YFL031C-A,4
YFL030W,1454
YFL029C,2147
YFL028C,3014
YFL027C,4957
YFL026W,22683
YFL025C,10973
YFL024C,6928
YFL023W,3448
YFL022C,11679
YFL021C-A,88
YFL021W,20215
YFL020C,330
YFL019C,151
YFL018C,6821
YFL017W-A,1108
YFL017C,1696
YFL016C,7935
YFL015W-A,15
YFL015C,10
YFL014W,2255
YFL013W-A,11
YFL013C,6745
YFL012W-A,2
YFL012W,27
YFL011W,119
YFL010W-A,30
YFL010C,7173
YFL009W,9196
YFL008W,9521
YFL007W,18421
YFL005W,6302
YFL004W,9843
YFL003C,526
YFL002W-A,1397
YFL002W-B,329
YFL002C,6260
YFL001W,4414
YFR001W,3075
YFR002W,10392
YFR003C,2370
YFR004W,4868
YFR005C,6789
YFR006W,7386
YFR007W,1870
YFR008W,1353
YFR009W,12793
YFR009W-A,1589
YFR010W,8016
YFR010W-A,4
YFR011C,1506
YFR012W,116
YFR012W-A,84
YFR013W,6954
YFR014C,4067
YFR015C,5720
YFR016C,5664
YFR017C,2578
YFR018C,2260
YFR019W,12952
YFR020W,4567
YFR021W,6600
YFR022W,5703
YFR023W,230
YFR024C-A,7371
YFR025C,3318
YFR026C,1398
YFR027W,1644
YFR028C,10045
YFR029W,6455
YFR030W,14433
YFR031C,7360
YFR031C-A,18921
YFR032C,186
YFR032C-A,3332
YFR032C-B,939
YFR033C,9928
YFR034C,5182
YFR034W-A,447
YFR035C,63
YFR036W,1653
YFR036W-A,59
YFR037C,7451
YFR038W,5574
YFR039C,5371
YFR040W,15540
YFR041C,2744
YFR042W,3386
YFR043C,2054
YFR044C,10373
YFR045W,2660
YFR046C,3022
YFR047C,2944
YFR048W,6072
YFR049W,1701
YFR050C,8645
YFR051C,9377
YFR052W,4480
YFR052C-A,2126
YFR053C,14684
YFR054C,240
YFR056C,6
YFR055W,13579
YFR057W,5
YKL023C-A,2936
YKR046C,7850
YKR103W,6038
YKL225W,0
YKL224C,5
YKL223W,1
YKL222C,7157
YKL221W,406
YKL220C,4227
YKL219W,2628
YKL218C,2831
YKL217W,2219
YKL216W,8367
YKL215C,7354
YKL214C,1616
YKL213C,8129
YKL212W,11934
YKL211C,8798
YKL210W,16227
YKL209C,22338
YKL208W,1838
YKL207W,6661
YKL206C,2758
YKL205W,11435
YKL204W,7948
YKL203C,13837
YKL202W,499
YKL201C,2901
YKL198C,5043
YKL197C,6826
YKL196C,6449
YKL195W,6723
YKL194C,3439
YKL193C,2038
YKL192C,5676
YKL191W,9145
YKL190W,3498
YKL189W,2726
YKL188C,4141
YKL187C,5376
YKL186C,5466
YKL185W,19908
YKL184W,13228
YKL183C-A,6
YKL183W,3191
YKL182W,76097
YKL181W,15038
YKL180W,12658
YKL179C,6989
YKL178C,211
YKL177W,44
YKL176C,14838
YKL175W,10136
YKL174C,6795
YKL173W,6916
YKL172W,9432
YKL171W,7782
YKL170W,3490
YKL169C,125
YKL168C,5402
YKL167C,2458
YKL166C,4667
YKL165C-A,295
YKL165C,12806
YKL164C,31610
YKL163W,3145
YKL162C-A,215
YKL162C,1436
YKL161C,6966
YKL160W,3265
YKL159C,1393
YKL157W,12837
YKL156W,9168
YKL156C-A,0
YKL155C,5752
YKL154W,2920
YKL153W,47
YKL152C,20282
YKL151C,1734
YKL150W,7705
YKL149C,2456
YKL148C,11573
YKL147C,15
YKL146W,11439
YKL145W,9522
YKL145W-A,772
YKL144C,2866
YKL143W,4929
YKL142W,4295
YKL141W,6058
YKL140W,5116
YKL139W,5566
YKL138C-A,1741
YKL138C,1924
YKL137W,1581
YKL136W,215
YKL135C,8988
YKL134C,4820
YKL133C,1550
YKL132C,2278
YKL131W,49
YKL130C,3349
YKL129C,8081
YKL128C,4438
YKL127W,7596
YKL126W,10074
YKL125W,7656
YKL124W,4930
YKL123W,1638
YKL122C,4383
YKL121W,4559
YKL120W,11242
YKL119C,1447
YKL118W,9
YKL117W,4786
YKL116C,8513
YKL115C,1169
YKL114C,3487
YKL113C,4647
YKL112W,12014
YKL111C,10
YKL110C,5129
YKL109W,11708
YKL108W,3556
YKL107W,161
YKL106C-A,106
YKL106W,9651
YKL105C,6466
YKL104C,20958
YKL103C,3637
YKL102C,73
YKL101W,14443
YKL100C,8654
YKL100W-A,2
YKL099C,4389
YKL098W,4825
YKL097C,29
YKL096C-B,13
YKL096W-A,12580
YKL096W,11422
YKL095W,2990
YKL094W,5820
YKL093W,668
YKL092C,6112
YKL091C,2993
YKL090W,2307
YKL089W,3735
YKL088W,4765
YKL087C,5700
YKL086W,159
YKL085W,4684
YKL084W,1163
YKL083W,37
YKL082C,3359
YKL081W,27502
YKL080W,8425
YKL079W,6258
YKL078W,3919
YKL077W,7120
YKL076C,1440
YKL075C,4381
YKL074C,5376
YKL073W,8383
YKL072W,3605
YKL071W,493
YKL070W,91
YKL069W,1696
YKL068W-A,3383
YKL068W,13140
YKL067W,5741
YKL066W,2685
YKL065W-A,205
YKL065C,4916
YKL064W,11131
YKL063C,3510
YKL062W,12519
YKL061W,1409
YKL060C,36894
YKL059C,4369
YKL058W,3188
YKL057C,17303
YKL056C,12168
YKL055C,2340
YKL054C,24745
YKL053C-A,1021
YKL053W,60
YKL052C,2833
YKL051W,7000
YKL050C,3557
YKL049C,2534
YKL048C,5443
YKL047W,2868
YKL046C,5471
YKL045W,4950
YKL044W,1566
YKL043W,10113
YKL042W,3592
YKL041W,573
YKL040C,3926
YKL039W,12936
YKL038W,8680
YKL037W,105
YKL036C,63
YKL035W,14759
YKL034W,7384
YKL033W-A,5892
YKL033W,6696
YKL032C,9112
YKL031W,279
YKL030W,13
YKL029C,20065
YKL028W,6969
YKL027W,5164
YKL026C,726
YKL025C,6025
YKL024C,4203
YKL023W,2622
YKL022C,6232
YKL021C,4348
YKL020C,13574
YKL019W,5738
YKL018C-A,268
YKL018W,5939
YKL017C,4112
YKL016C,6094
YKL015W,8625
YKL014C,17395
YKL013C,4996
YKL012W,5508
YKL011C,1933
YKL010C,14894
YKL009W,7513
YKL008C,5675
YKL007W,4801
YKL006C-A,1610
YKL006W,6542
YKL005C,5076
YKL004W,9057
YKL003C,3088
YKL002W,3052
YKL001C,2698
YKR001C,9709
YKR002W,5963
YKR003W,4733
YKR004C,2537
YKR005C,1339
YKR006C,5298
YKR007W,2661
YKR008W,6539
YKR009C,2639
YKR010C,3415
YKR011C,2107
YKR012C,96
YKR013W,20717
YKR014C,4335
YKR015C,244
YKR016W,6719
YKR017C,3654
YKR018C,6852
YKR019C,2995
YKR020W,1690
YKR021W,8931
YKR022C,2917
YKR023W,3158
YKR024C,6366
YKR025W,1669
YKR026C,6534
YKR027W,7300
YKR028W,14784
YKR029C,5853
YKR030W,3568
YKR031C,10511
YKR032W,7
YKR033C,30
YKR034W,555
YKR035C,78
YKR035W-A,3863
YKR036C,4371
YKR037C,3290
YKR038C,6996
YKR039W,15289
YKR040C,3424
YKR041W,591
YKR042W,15860
YKR043C,7507
YKR044W,3845
YKR045C,3110
YKR047W,90
YKR048C,9173
YKR049C,1442
YKR050W,5760
YKR051W,5335
YKR052C,4497
YKR053C,640
YKR054C,14692
YKR055W,1605
YKR056W,5875
YKR057W,4174
YKR058W,4053
YKR059W,20531
YKR060W,2827
YKR061W,5375
YKR062W,3554
YKR063C,3565
YKR064W,5031
YKR065C,4058
YKR066C,4951
YKR067W,6712
YKR068C,4966
YKR069W,3890
YKR070W,2993
YKR071C,8220
YKR072C,9863
YKR073C,488
YKR074W,2000
YKR075C,5271
YKR075W-A,29
YKR076W,1156
YKR077W,6190
YKR078W,3321
YKR079C,8712
YKR080W,3657
YKR081C,5760
YKR082W,12263
YKR083C,1642
YKR084C,4881
YKR085C,2706
YKR086W,7638
YKR087C,4499
YKR088C,4088
YKR089C,7007
YKR090W,6040
YKR091W,7040
YKR092C,8455
YKR093W,27655
YKR094C,8872
YKR095W,17516
YKR095W-A,1458
YKR096W,10353
YKR097W,1223
YKR098C,2581
YKR099W,8176
YKR100C,5715
YKR101W,3854
YKR102W,5017
YKR104W,1450
YKR105C,39
YKR106W,691
YOL100W,8265
YOL034W,5240
YOR033C,6648
YOR108W,15388
YOR172W,5345
YOR239W,8521
YOR321W,4793
YOL166W-A,2
YOL166C,23
YOL165C,842
YOL164W-A,26
YOL164W,6294
YOL163W,1296
YOL162W,638
YOL161C,3
YOL160W,109
YOL159C-A,1118
YOL159C,1956
YOL158C,12629
YOL157C,1360
YOL156W,205
YOL155W-A,9
YOL155C,2708
YOL154W,736
YOL152W,8607
YOL151W,2327
YOL150C,200
YOL149W,2698
YOL148C,5617
YOL147C,2558
YOL146W,2220
YOL145C,12799
YOL144W,3802
YOL143C,2549
YOL142W,5337
YOL141W,3504
YOL140W,6075
YOL139C,9849
YOL138C,6963
YOL137W,6329
YOL136C,16352
YOL135C,3182
YOL134C,9
YOL133W,2622
YOL132W,320
YOL131W,21
YOL130W,13263
YOL129W,4169
YOL128C,3781
YOL127W,10847
YOL126C,7960
YOL125W,4138
YOL124C,4033
YOL123W,12815
YOL122C,4710
YOL121C,7414
YOL120C,15675
YOL119C,4117
YOL118C,117
YOL117W,2671
YOL116W,3347
YOL115W,3084
YOL114C,237
YOL113W,5978
YOL112W,4791
YOL111C,3206
YOL110W,1255
YOL109W,7776
YOL108C,1912
YOL107W,3008
YOL106W,302
YOL105C,11451
YOL104C,4705
YOL103W-B,4478
YOL103W-A,2133
YOL103W,8519
YOL102C,1989
YOL101C,2989
YOL099C,26
YOL098C,13060
YOL097W-A,204
YOL097C,8378
YOL096C,1953
YOL095C,2814
YOL094C,3044
YOL093W,3981
YOL092W,5177
YOL091W,1327
YOL090W,6682
YOL089C,6267
YOL088C,4036
YOL087C,8298
YOL086W-A,1483
YOL086C,27125
YOL085W-A,260
YOL085C,29
YOL084W,2299
YOL083W,1289
YOL083C-A,13
YOL082W,3947
YOL081W,33065
YOL080C,2690
YOL079W,3
YOL078W,5562
YOL077W-A,2015
YOL077C,7648
YOL076W,9707
YOL075C,5470
YOL073C,4629
YOL072W,4345
YOL071W,2303
YOL070C,6541
YOL069W,3880
YOL068C,9280
YOL067C,3295
YOL066C,4183
YOL065C,1710
YOL064C,4311
YOL063C,9628
YOL062C,7489
YOL061W,12143
YOL060C,10712
YOL059W,11157
YOL058W,4112
YOL057W,7792
YOL056W,2564
YOL055C,3265
YOL054W,3555
YOL053W,3129
YOL052C-A,586
YOL052C,9429
YOL051W,13092
YOL050C,4
YOL049W,6721
YOL048C,3002
YOL047C,148
YOL046C,6
YOL045W,8648
YOL044W,1659
YOL043C,2064
YOL042W,4628
YOL041C,7132
YOL040C,13308
YOL039W,9289
YOL038C-A,446
YOL038W,8340
YOL037C,5
YOL036W,11036
YOL035C,5
YOL033W,3071
YOL032W,2703
YOL031C,5558
YOL030W,11944
YOL029C,2291
YOL028C,4064
YOL027C,11188
YOL026C,2302
YOL025W,4364
YOL024W,124
YOL023W,4325
YOL022C,6163
YOL021C,12491
YOL020W,15689
YOL019W-A,10
YOL019W,14827
YOL018C,3403
YOL017W,3086
YOL016C,5166
YOL015W,1533
YOL014W,2084
YOL013W-B,8
YOL013W-A,159
YOL013C,6606
YOL012C,3158
YOL011W,14706
YOL010W,7256
YOL009C,2875
YOL008W,1702
YOL007C,9646
YOL006C,9788
YOL005C,2706
YOL004W,17159
YOL003C,3936
YOL002C,3978
YOL001W,4995
YOR001W,8314
YOR002W,10425
YOR003W,1705
YOR004W,3678
YOR005C,4054
YOR006C,2686
YOR007C,10154
YOR008C,9642
YOR008C-A,10
YOR008W-B,664
YOR009W,2916
YOR010C,875
YOR011W,4534
YOR011W-A,3
YOR012W,438
YOR013W,511
YOR014W,14248
YOR015W,1110
YOR016C,3972
YOR017W,5929
YOR018W,6082
YOR019W,1654
