Geneid,xrn1_2
YOR020C,6023
YOR020W-A,1698
YOR021C,3461
YOR022C,2936
YOR023C,11319
YOR024W,71
YOR025W,9549
YOR026W,4133
YOR027W,14397
YOR028C,4338
YOR029W,10
YOR030W,10320
YOR031W,927
YOR032C,1273
YOR032W-A,124
YOR034C,8417
YOR034C-A,465
YOR035C,6853
YOR036W,2446
YOR037W,4916
YOR038C,4278
YOR039W,5996
YOR040W,834
YOR041C,139
YOR042W,5080
YOR043W,12048
YOR044W,3827
YOR045W,1406
YOR046C,6660
YOR047C,10833
YOR048C,10289
YOR049C,236
YOR050C,32
YOR051C,4846
YOR052C,7311
YOR053W,26
YOR054C,5912
YOR055W,15
YOR056C,7965
YOR057W,3565
YOR058C,8257
YOR059C,5211
YOR060C,3564
YOR061W,6793
YOR062C,3247
YOR063W,33531
YOR064C,3658
YOR065W,11371
YOR066W,9182
YOR067C,4964
YOR069W,7105
YOR068C,19
YOR070C,10423
YOR071C,3010
YOR072W,332
YOR072W-A,173
YOR072W-B,23
YOR073W,5009
YOR074C,2311
YOR073W-A,2
YOR075W,4481
YOR076C,4842
YOR077W,1581
YOR078W,4924
YOR079C,2837
YOR080W,5495
YOR081C,8612
YOR082C,473
YOR083W,881
YOR084W,990
YOR085W,10299
YOR086C,14204
YOR087W,5137
YOR089C,5481
YOR090C,7049
YOR091W,7621
YOR092W,8067
YOR093C,9975
YOR094W,1426
YOR095C,4730
YOR096W,8699
YOR097C,1991
YOR098C,17762
YOR099W,8248
YOR100C,902
YOR101W,4363
YOR102W,100
YOR103C,4277
YOR104W,3352
YOR105W,1262
YOR106W,3706
YOR107W,1279
YOR108C-A,6
YOR109W,11090
YOR110W,3601
YOR111W,1654
YOR112W,5965
YOR113W,9822
YOR114W,1727
YOR115C,3763
YOR116C,18283
YOR117W,7263
YOR118W,3754
YOR119C,5718
YOR120W,4620
YOR121C,551
YOR122C,6390
YOR123C,3901
YOR124C,10075
YOR125C,2433
YOR126C,1551
YOR127W,13540
YOR128C,8271
YOR129C,6943
YOR130C,2636
YOR131C,2201
YOR132W,5067
YOR133W,10943
YOR134W,736
YOR135C,7
YOR136W,9625
YOR137C,4454
YOR138C,7124
YOR139C,6
YOR140W,9567
YOR141C,6941
YOR142W,9381
YOR142W-B,3347
YOR142W-A,841
YOR143C,2821
YOR144C,4794
YOR145C,6778
YOR146W,3
YOR147W,6622
YOR148C,1250
YOR149C,5889
YOR150W,2143
YOR151C,20555
YOR152C,1186
YOR153W,37596
YOR154W,6808
YOR155C,3992
YOR156C,7175
YOR157C,5375
YOR158W,3592
YOR159C,2783
YOR160W,10661
YOR161C,2920
YOR161W-A,401
YOR161W-B,380
YOR161C-C,210
YOR162C,5023
YOR163W,2224
YOR164C,4532
YOR165W,7525
YOR166C,4809
YOR167C,4258
YOR168W,12587
YOR169C,3
YOR170W,6
YOR171C,6358
YOR173W,1689
YOR174W,2761
YOR175C,9183
YOR176W,5809
YOR177C,621
YOR178C,4047
YOR179C,1485
YOR180C,2989
YOR181W,5538
YOR182C,3243
YOR183W,88
YOR184W,6635
YOR185C,1006
YOR186W,128
YOR186C-A,52
YOR187W,13699
YOR188W,7974
YOR189W,1901
YOR190W,542
YOR191W,12399
YOR192C,1783
YOR192C-C,293
YOR192C-B,3859
YOR192C-A,2052
YOR193W,2614
YOR194C,3271
YOR195W,7768
YOR196C,5064
YOR197W,9040
YOR198C,14558
YOR199W,28
YOR200W,7
YOR201C,6543
YOR202W,5018
YOR203W,2320
YOR204W,25509
YOR205C,7433
YOR206W,12343
YOR207C,14309
YOR208W,7553
YOR209C,8545
YOR210W,2141
YOR211C,8993
YOR212W,9334
YOR213C,4557
YOR214C,61
YOR215C,3042
YOR216C,5785
YOR217W,6659
YOR218C,0
YOR219C,8899
YOR220W,2930
YOR221C,5641
YOR222W,10108
YOR223W,1629
YOR224C,7164
YOR225W,17
YOR226C,4818
YOR227W,10556
YOR228C,2022
YOR229W,3127
YOR230W,8837
YOR231W,5837
YOR231C-A,17
YOR232W,7104
YOR233W,9452
YOR234C,5234
YOR235W,618
YOR236W,1172
YOR237W,369
YOR238W,2668
YOR241W,6307
YOR242C,1031
YOR243C,9640
YOR244W,5934
YOR245C,6163
YOR246C,7503
YOR247W,21621
YOR248W,9925
YOR249C,4484
YOR250C,3839
YOR251C,3254
YOR252W,1751
YOR253W,2418
YOR254C,13638
YOR255W,22
YOR256C,7191
YOR257W,1452
YOR258W,1063
YOR259C,7464
YOR260W,14100
YOR261C,6587
YOR262W,3174
YOR263C,1
YOR264W,8525
YOR265W,1619
YOR266W,2177
YOR267C,12161
YOR268C,24
YOR269W,6537
YOR270C,24810
YOR271C,7038
YOR272W,7058
YOR273C,11059
YOR274W,4153
YOR275C,5524
YOR276W,5749
YOR277C,9
YOR278W,2693
YOR279C,2581
YOR280C,1974
YOR281C,3867
YOR282W,11
YOR283W,3647
YOR284W,1865
YOR285W,2176
YOR286W,3264
YOR287C,2003
YOR288C,3633
YOR289W,1118
YOR290C,13504
YOR291W,9555
YOR292C,3419
YOR293W,8398
YOR293C-A,5
YOR294W,5474
YOR295W,2313
YOR296W,4303
YOR297C,3847
YOR298W,497
YOR298C-A,14073
YOR299W,8781
YOR300W,405
YOR301W,8756
YOR302W,4206
YOR303W,15285
YOR304W,8466
YOR304C-A,1318
YOR305W,4616
YOR306C,8223
YOR307C,7451
YOR308C,6243
YOR309C,7113
YOR310C,14897
YOR311C,5404
YOR312C,12577
YOR313C,2112
YOR314W,8
YOR314W-A,9
YOR315W,10774
YOR316C,9326
YOR316C-A,316
YOR317W,13978
YOR318C,658
YOR319W,2820
YOR320C,5146
YOR322C,11052
YOR323C,6226
YOR324C,7267
YOR325W,17
YOR326W,18207
YOR327C,3054
YOR328W,9745
YOR329C,9850
YOR329W-A,149
YOR330C,8213
YOR331C,8
YOR332W,5752
YOR333C,26
YOR334W,4388
YOR335C,18455
YOR335W-A,0
YOR336W,6519
YOR337W,7317
YOR338W,1328
YOR339C,249
YOR340C,5338
YOR341W,30443
YOR342C,9287
YOR343C,284
YOR343W-B,8879
YOR343W-A,1453
YOR344C,4656
YOR345C,14
YOR346W,6723
YOR347C,3057
YOR348C,5992
YOR349W,4828
YOR350C,4684
YOR351C,75
YOR352W,2569
YOR353C,5921
YOR354C,8085
YOR355W,17061
YOR356W,3921
YOR357C,2157
YOR358W,1568
YOR359W,14988
YOR360C,10359
YOR361C,17656
YOR362C,8141
YOR363C,7399
YOR364W,122
YOR365C,87
YOR366W,276
YOR367W,1894
YOR368W,2863
YOR369C,10847
YOR370C,13532
YOR371C,6233
YOR372C,12460
YOR373W,5341
YOR374W,7838
YOR375C,16335
YOR376W,5
YOR376W-A,1252
YOR377W,6800
YOR378W,664
YOR379C,298
YOR380W,4555
YOR381W,5798
YOR381W-A,337
YOR382W,1019
YOR383C,5538
YOR384W,113
YOR385W,4474
YOR386W,2716
YOR387C,29
YOR388C,127
YOR389W,1756
YOR390W,3056
YOR391C,206
YOR392W,18
YOR393W,56
YOR394W,0
YOR394C-A,88
YOR396W,305
YOR396C-A,0
YCR009C,6364
YCR084C,23279
YCL076W,2
YCL073C,97
YCL069W,5
YCL068C,1530
YCL067C,145
YCL066W,65
YCL065W,77
YCL064C,5461
YCL063W,5900
YCL061C,9459
YCL059C,3981
YCL058C,558
YCL058W-A,579
YCL057C-A,1960
YCL057W,8799
YCL056C,2231
YCL055W,2015
YCL054W,10317
YCL052C,5821
YCL051W,7535
YCL050C,5818
YCL049C,3169
YCL048W-A,97
YCL048W,91
YCL047C,2896
YCL045C,12615
YCL046W,6
YCL044C,9423
YCL043C,28516
YCL041C,2022
YCL042W,2005
YCL040W,13388
YCL039W,7266
YCL038C,2069
YCL037C,26852
YCL036W,6910
YCL035C,3203
YCL034W,5140
YCL033C,1137
YCL032W,3393
YCL031C,7577
YCL030C,18111
YCL029C,4433
YCL028W,6417
YCL027W,975
YCL026C-B,412
YCL026C-A,134
YCL025C,15778
YCL023C,36
YCL024W,7768
YCL022C,8
YCL021W-A,901
YCL019W,14042
YCL020W,5297
YCL018W,9820
YCL017C,7940
YCL016C,3525
YCL014W,11955
YCL012C,1260
YCL011C,8990
YCL010C,2699
YCL009C,13610
YCL008C,7258
YCL007C,82
YCL005W-A,2650
YCL005W,4781
YCL004W,3665
YCL002C,3350
YCL001W,3768
YCL001W-A,81
YCL001W-B,95
YCR001W,7
YCR002C,5547
YCR003W,3122
YCR004C,3892
YCR005C,8243
YCR006C,1659
YCR007C,1722
YCR008W,14505
YCR010C,219
YCR011C,12611
YCR012W,28653
YCR013C,10
YCR014C,5232
YCR015C,2608
YCR016W,3356
YCR017C,13687
YCR018C,4091
YCR018C-A,185
YCR019W,3063
YCR020C,1991
YCR020C-A,1080
YCR020W-B,1706
YCR021C,771
YCR022C,99
YCR023C,6597
YCR024C,5397
YCR024C-B,9066
YCR024C-A,8497
YCR025C,471
YCR026C,8205
YCR027C,4058
YCR028C,8482
YCR028C-A,3762
YCR030C,10197
YCR031C,10979
YCR032W,11802
YCR033W,14150
YCR034W,5861
YCR035C,5389
YCR036W,6238
YCR037C,9514
YCR038C,3472
YCR038W-A,72
YCR039C,148
YCR040W,0
YCR041W,14
YCR042C,8122
YCR043C,3873
YCR044C,4350
YCR045C,33
YCR045W-A,2287
YCR046C,3363
YCR047C,3102
YCR047W-A,42
YCR049C,5
YCR048W,5017
YCR050C,9
YCR051W,3291
YCR052W,5423
YCR053W,12016
YCR054C,5454
YCR057C,17784
YCR059C,3132
YCR060W,1765
YCR061W,3737
YCR064C,26
YCR063W,3118
YCR065W,15681
YCR066W,3643
YCR067C,15890
YCR068W,5858
YCR069W,6702
YCR071C,2604
YCR072C,6042
YCR073C,4654
YCR073W-A,3322
YCR075C,2720
YCR075W-A,572
YCR076C,2310
YCR077C,12318
YCR079W,5317
YCR081W,9003
YCR081C-A,6
YCR082W,4090
YCR083W,1236
YCR085W,29
YCR086W,1314
YCR087W,125
YCR087C-A,3034
YCR088W,6935
YCR089W,12848
YCR090C,2829
YCR091W,2889
YCR092C,5258
YCR093W,28868
YCR094W,3612
YCR095C,3226
YCR095W-A,873
YCR096C,2387
YCR097W,916
YCR097W-A,44
YCR098C,4235
YCR099C,1678
YCR100C,3095
YCR101C,2168
YCR102C,907
YCR102W-A,137
YCR104W,19
YCR105W,183
YCR106W,5806
YCR107W,2236
YCR108C,12
YGL196W,4901
YGL131C,8055
YGL059W,4531
YGR017W,6984
YGR088W,2776
YGR147C,5603
YGR212W,2532
YGL263W,1
YGL262W,12
YGL261C,158
YGL260W,0
YGL259W,172
YGL258W-A,123
YGL258W,31
YGL257C,4081
YGL256W,7936
YGL255W,3974
YGL254W,4522
YGL253W,27736
YGL252C,6621
YGL251C,6531
YGL250W,1038
YGL249W,702
YGL248W,5194
YGL247W,2345
YGL246C,4469
YGL245W,10987
YGL244W,4579
YGL243W,2700
YGL242C,3199
YGL241W,6046
YGL240W,1835
YGL239C,1
YGL238W,17416
YGL237C,2272
YGL236C,5541
YGL235W,193
YGL234W,18016
YGL233W,7458
YGL232W,2440
YGL231C,3142
YGL230C,21
YGL229C,3776
YGL228W,8801
YGL227W,5370
YGL226C-A,2057
YGL226W,1073
YGL225W,9403
YGL224C,4310
YGL223C,7444
YGL222C,5531
YGL221C,5814
YGL220W,2786
YGL219C,6965
YGL218W,2
YGL217C,25
YGL216W,8682
YGL215W,16325
YGL214W,36
YGL213C,5434
YGL212W,1877
YGL211W,4366
YGL210W,3178
YGL209W,9179
YGL208W,2540
YGL207W,14791
YGL206C,25806
YGL205W,192
YGL204C,544
YGL203C,7243
YGL202W,15497
YGL201C,8160
YGL200C,8023
YGL199C,96
YGL198W,4437
YGL197W,14650
YGL195W,36784
YGL194C-A,1228
YGL194C,8218
YGL193C,4822
YGL192W,20
YGL191W,5114
YGL190C,10228
YGL189C,9015
YGL188C-A,376
YGL188C,510
YGL187C,5072
YGL186C,8983
YGL185C,2846
YGL184C,2718
YGL183C,235
YGL182C,239
YGL181W,4971
YGL180W,4892
YGL179C,2596
YGL178W,18670
YGL177W,1730
YGL176C,5663
YGL175C,2429
YGL174W,2047
YGL173C,62
YGL172W,3543
YGL171W,4849
YGL170C,74
YGL169W,5360
YGL168W,37
YGL167C,21417
YGL166W,2664
YGL165C,149
YGL164C,2659
YGL163C,4554
YGL162W,4855
YGL161C,7576
YGL160W,5948
YGL159W,2545
YGL158W,281
YGL157W,6185
YGL156W,3138
YGL155W,5833
YGL154C,2042
YGL153W,1603
YGL152C,76
YGL151W,10805
YGL150C,10759
YGL149W,5
YGL148W,9980
YGL147C,10116
YGL146C,1341
YGL145W,4645
YGL144C,3207
YGL143C,2754
YGL142C,7796
YGL141W,5805
YGL140C,14907
YGL139W,9755
YGL138C,27
YGL137W,15029
YGL136C,4038
YGL135W,9414
YGL134W,3947
YGL133W,5267
YGL132W,20
YGL130W,4390
YGL129C,4875
YGL128C,3498
YGL127C,4929
YGL126W,5494
YGL125W,15908
YGL124C,4858
YGL123W,20229
YGL123C-A,24
YGL122C,7294
YGL121C,624
YGL120C,10473
YGL119W,3685
YGL118C,60
YGL117W,3394
YGL116W,6211
YGL115W,5946
YGL114W,8368
YGL113W,4891
YGL112C,6666
YGL111W,6339
YGL110C,4301
YGL109W,15
YGL108C,2605
YGL107C,8942
YGL106W,4056
YGL105W,11675
YGL104C,2580
YGL103W,17106
YGL102C,14
YGL101W,3902
YGL100W,4576
YGL099W,4928
YGL098W,2398
YGL097W,4588
YGL096W,1454
YGL095C,5369
YGL094C,10518
YGL093W,5029
YGL092W,17740
YGL091C,3119
YGL090W,2646
YGL089C,11
YGL088W,2791
YGL087C,3042
YGL086W,4614
YGL085W,2578
YGL084C,8795
YGL083W,4521
YGL082W,6034
YGL081W,358
YGL080W,3564
YGL079W,2114
YGL078C,9022
YGL077C,12551
YGL076C,11524
YGL075C,2693
YGL074C,11
YGL073W,10331
YGL072C,439
YGL071W,8867
YGL070C,4596
YGL069C,144
YGL068W,5233
YGL067W,4364
YGL066W,6557
YGL065C,4002
YGL064C,2748
YGL063W,4834
YGL063C-A,7
YGL062W,15810
YGL061C,2045
YGL060W,4138
YGL058W,5053
YGL057C,2539
YGL056C,15477
YGL055W,30798
YGL054C,4844
YGL053W,1822
YGL052W,277
YGL051W,597
YGL050W,3303
YGL049C,9995
YGL048C,6416
YGL047W,1470
YGL045W,3497
YGL044C,4611
YGL043W,5136
YGL042C,9
YGL041C-B,47
YGL041W-A,1874
YGL041C,18
YGL040C,7668
YGL039W,3094
YGL038C,8814
YGL037C,7444
YGL036W,7971
YGL035C,9079
YGL034C,119
YGL033W,45
YGL032C,2797
YGL031C,11045
YGL030W,7290
YGL029W,2193
YGL028C,29394
YGL027C,5807
YGL026C,14701
YGL025C,4728
YGL024W,17
YGL023C,4741
YGL022W,14627
YGL021W,10611
YGL020C,2689
YGL019W,5653
YGL018C,1028
YGL017W,2238
YGL016W,9649
YGL015C,60
YGL014W,16738
YGL014C-A,3
YGL013C,12760
YGL012W,9710
YGL011C,5402
YGL010W,2382
YGL009C,22115
YGL008C,94871
YGL007C-A,108
YGL007W,52
YGL006W-A,129
YGL006W,8434
YGL005C,2566
YGL004C,2742
YGL003C,8255
YGL002W,3184
YGL001C,5718
YGR001C,2699
YGR002C,3674
YGR003W,5623
YGR004W,4080
YGR005C,3285
YGR006W,2067
YGR007W,5245
YGR008C,1864
YGR009C,4156
YGR010W,3778
YGR011W,945
YGR012W,3516
YGR013W,5334
YGR014W,27833
YGR015C,3553
YGR016W,905
YGR018C,83
YGR019W,4583
YGR020C,4515
YGR021W,2931
YGR022C,12
YGR023W,6093
YGR024C,3663
YGR025W,873
YGR026W,5614
YGR027C,7694
YGR027W-B,5842
YGR027W-A,695
YGR028W,2917
YGR029W,2255
YGR030C,2178
YGR031W,3803
YGR031C-A,13
YGR032W,17128
YGR033C,6697
YGR034W,8881
YGR035C,488
YGR035W-A,0
YGR036C,5471
YGR037C,4212
YGR038W,3743
YGR038C-B,5257
YGR038C-A,1230
YGR039W,691
YGR040W,7047
YGR041W,8298
YGR042W,3610
YGR043C,560
YGR044C,6409
YGR045C,820
YGR046W,6803
YGR047C,6203
YGR048W,3973
YGR049W,4461
YGR050C,507
YGR051C,8
YGR052W,533
YGR053C,333
YGR054W,17314
YGR055W,16857
YGR056W,8257
YGR057C,2703
YGR058W,3699
YGR059W,179
YGR060W,16886
YGR061C,22792
YGR062C,3800
YGR063C,2236
YGR064W,352
YGR065C,10956
YGR066C,258
YGR067C,1480
YGR068C,3137
YGR068W-A,10
YGR069W,48
YGR070W,9990
YGR071C,7898
YGR072W,2667
YGR073C,528
YGR074W,3050
YGR075C,1567
YGR076C,2292
YGR077C,8728
YGR078C,4054
YGR079W,8310
YGR080W,3881
YGR081C,3883
YGR082W,5820
YGR083C,10266
YGR084C,5316
YGR085C,7988
YGR086C,14848
YGR087C,83
YGR089W,13280
YGR090W,21439
YGR091W,2559
YGR092W,6374
YGR093W,4112
YGR094W,20778
YGR095C,3922
YGR096W,1722
YGR097W,16386
YGR098C,13181
YGR099W,5855
YGR100W,7422
YGR101W,5211
YGR102C,1650
YGR103W,13544
YGR104C,3197
YGR105W,1841
YGR106C,8345
YGR107W,354
YGR108W,11201
YGR109C,3944
YGR109W-B,7109
YGR109W-A,32
YGR110W,1654
YGR111W,3650
YGR112W,3439
YGR113W,4638
YGR114C,8
YGR115C,6
YGR116W,15483
YGR117C,4058
YGR118W,8456
YGR119C,8422
YGR120C,3211
YGR121C,3445
YGR121W-A,192
YGR122W,2801
YGR122C-A,123
YGR123C,6159
YGR124W,19842
YGR125W,11245
YGR126W,2028
YGR127W,2377
YGR128C,12063
YGR129W,1501
YGR130C,9260
YGR131W,1208
YGR132C,5560
YGR133W,1935
YGR134W,7201
YGR135W,6361
YGR136W,8056
YGR137W,5359
YGR138C,6787
YGR139W,58
YGR140W,6543
YGR141W,2219
YGR142W,5358
YGR143W,10279
YGR144W,207
YGR145W,7139
YGR146C,7782
YGR146C-A,129
YGR148C,10690
YGR149W,7062
YGR150C,6705
YGR151C,1194
YGR152C,3660
YGR153W,1234
YGR154C,3306
YGR155W,17074
YGR156W,3093
YGR157W,19504
YGR158C,3404
YGR159C,13293
YGR160W,25
YGR161C,13455
YGR161W-C,2379
YGR161W-B,15280
YGR161W-A,11604
YGR161C-D,8415
YGR161C-C,380
YGR162W,22071
YGR163W,4085
YGR164W,168
YGR165W,5895
YGR166W,5442
YGR167W,5205
YGR168C,3589
YGR169C,2669
YGR169C-A,1963
YGR170W,8035
YGR171C,4170
YGR172C,3039
YGR173W,4358
YGR174C,1267
YGR174W-A,224
YGR175C,19277
YGR176W,28
YGR177C,5870
YGR178C,10502
YGR179C,4133
YGR180C,9234
YGR181W,1699
YGR182C,2218
YGR183C,4752
YGR184C,17137
YGR185C,9661
YGR186W,7043
YGR187C,3956
YGR188C,5906
YGR189C,27128
YGR190C,15
YGR191W,11668
YGR192C,46769
YGR193C,4663
YGR194C,3824
YGR195W,3085
YGR196C,4747
YGR197C,4101
YGR198W,10318
YGR199W,5373
YGR200C,11196
YGR201C,1417
YGR202C,4339
YGR203W,1628
YGR204W,24322
YGR204C-A,7
YGR205W,3570
YGR206W,899
YGR207C,2889
YGR208W,3758
YGR209C,1653
YGR210C,7241
YGR211W,12197
YGR213C,492
YGR214W,17377
YGR215W,1995
YGR216C,7202
YGR217W,12435
YGR218W,15868
YGR219W,2
YGR220C,4056
YGR221C,4059
YGR222W,3671
YGR223C,3561
YGR224W,142
YGR225W,740
YGR226C,0
YGR227W,7908
YGR228W,25
YGR229C,9393
YGR230W,1559
YGR231C,4734
YGR232W,2504
YGR233C,9631
YGR234W,24448
YGR235C,3623
YGR236C,272
YGR237C,6405
YGR238C,4682
YGR239C,2882
YGR240C,35356
YGR240C-A,93
YGR241C,10018
YGR242W,9
YGR243W,3406
YGR244C,5357
YGR245C,10606
YGR246C,4860
YGR247W,3084
YGR248W,827
YGR249W,1063
YGR250C,7242
YGR251W,3877
YGR252W,3636
YGR253C,5153
YGR254W,16590
YGR255C,5000
YGR256W,1416
YGR257C,5859
YGR258C,3847
YGR259C,365
YGR260W,8184
YGR261C,9531
YGR262C,4485
YGR263C,2987
YGR264C,17467
YGR265W,3
YGR266W,5677
YGR267C,5850
YGR268C,4224
YGR269W,128
YGR270W,16787
YGR270C-A,3
YGR271W,12499
YGR271C-A,2424
YGR273C,8
YGR274C,8315
YGR275W,2348
YGR276C,3218
YGR277C,2696
YGR278W,4932
YGR279C,17939
YGR280C,925
YGR281W,14188
YGR282C,13997
YGR283C,2553
YGR284C,6331
YGR285C,12320
YGR286C,4185
YGR287C,2190
YGR288W,3266
YGR289C,4682
YGR290W,5
YGR291C,5
YGR292W,839
YGR293C,84
YGR294W,292
YGR295C,5531
YGR296W,208
YGR296C-A,0
YGR296C-B,0
YLR454W,17945
YLR060W,15798
YLR186W,5319
YLR398C,10860
YLL067C,1873
YLL067W-A,0
YLL066W-B,51
YLL066C,6181
YLL066W-A,1
YLL065W,5
YLL064C,13
YLL063C,3684
YLL062C,2128
YLL061W,6599
YLL060C,2063
YLL059C,867
YLL058W,4463
YLL057C,1077
YLL056C,1478
YLL055W,3146
YLL054C,6188
YLL053C,731
YLL052C,1109
YLL051C,13349
YLL050C,3154
YLL049W,1039
YLL048C,25598
YLL047W,19
YLL046C,186
YLL045C,17633
YLL044W,28
YLL043W,10340
YLL042C,429
YLL041C,6450
YLL040C,15388
YLL039C,9337
YLL038C,5734
YLL037W,46
YLL036C,5459
YLL035W,7584
YLL034C,5596
YLL033W,1487
YLL032C,6290
YLL031C,14157
YLL030C,18
YLL029W,8869
YLL028W,5689
YLL027W,5897
YLL026W,16973
YLL025W,507
YLL024C,48136
YLL023C,2326
YLL022C,3306
YLL021W,13115
YLL020C,1009
YLL019C,14379
YLL019W-A,2
YLL018C-A,2174
YLL018C,12988
YLL015W,12107
YLL014W,1720
YLL013C,14624
YLL012W,4226
YLL011W,7753
YLL010C,10449
YLL009C,1235
YLL008W,8662
YLL007C,4585
YLL006W-A,18
YLL006W,3700
YLL005C,88
YLL004W,3755
YLL003W,7387
YLL002W,3009
YLL001W,5579
YLR001C,4316
YLR002C,7126
YLR003C,3874
YLR004C,835
YLR005W,3397
YLR006C,10928
YLR007W,2957
YLR008C,4902
YLR009W,6454
YLR010C,948
YLR011W,1619
YLR012C,6
YLR013W,9
YLR014C,5177
YLR015W,3309
YLR016C,3146
YLR017W,6458
YLR018C,5948
YLR019W,9653
YLR020C,4388
YLR021W,2276
YLR022C,5032
YLR023C,9891
YLR024C,6141
YLR025W,2871
YLR026C,5708
YLR027C,15766
YLR028C,10021
YLR029C,18628
YLR030W,574
YLR031W,299
YLR032W,6784
YLR033W,7024
YLR034C,9658
YLR035C,4212
YLR035C-A,4446
YLR036C,2796
YLR037C,526
YLR038C,2447
YLR039C,5275
YLR040C,2137
YLR041W,343
YLR042C,1542
YLR043C,2289
YLR044C,60478
YLR045C,8449
YLR046C,3901
YLR047C,8837
YLR048W,23787
YLR049C,4464
YLR050C,915
YLR051C,3564
YLR052W,5982
YLR053C,52
YLR054C,376
YLR055C,3467
YLR056W,18401
YLR057W,8315
YLR058C,18638
YLR059C,4270
YLR061W,10320
YLR062C,7
YLR063W,2654
YLR064W,7593
YLR065C,1885
YLR066W,2440
YLR067C,6326
YLR068W,1396
YLR069C,8411
YLR070C,340
YLR071C,10161
YLR072W,4989
YLR073C,9529
YLR074C,2480
YLR075W,20178
YLR076C,5
YLR077W,4127
YLR078C,3172
YLR079W,6326
YLR080W,577
YLR081W,54
YLR082C,2293
YLR083C,14246
YLR084C,20585
YLR085C,5459
YLR086W,8518
YLR087C,12529
YLR088W,8259
YLR089C,12510
YLR090W,5623
YLR091W,2287
YLR092W,1297
YLR093C,3733
YLR094C,7645
YLR095C,10327
YLR096W,9750
YLR097C,2994
YLR098C,6257
YLR099C,6354
YLR099W-A,1120
YLR100W,10662
YLR101C,316
YLR102C,1220
YLR103C,5925
YLR104W,3343
YLR105C,3078
YLR106C,34992
YLR107W,3423
YLR108C,4432
YLR109W,9793
YLR110C,26896
YLR111W,116
YLR112W,926
YLR113W,13230
YLR114C,3888
YLR115W,7127
YLR116W,6688
YLR117C,4802
YLR118C,2862
YLR119W,1285
YLR120C,15507
YLR120W-A,143
YLR121C,6697
YLR122C,709
YLR123C,606
YLR124W,379
YLR125W,1641
YLR126C,1179
YLR127C,3665
YLR128W,1707
YLR129W,13201
YLR130C,14471
YLR131C,7268
YLR132C,3125
YLR133W,6278
YLR134W,3016
YLR135W,4360
YLR136C,4203
YLR137W,2262
YLR138W,11063
YLR139C,6752
YLR140W,706
YLR141W,3429
YLR142W,5888
YLR143W,4551
YLR144C,8011
YLR145W,1777
YLR146C,3255
YLR146W-A,611
YLR147C,2345
YLR148W,5315
YLR149C,4041
YLR149C-A,21
YLR150W,15525
YLR151C,1093
YLR152C,6020
YLR153C,21255
YLR154C,1690
YLR154W-A,17341
YLR154W-B,16138
YLR154W-C,22445
YLR154W-E,202
YLR154W-F,4030
YLR154C-G,1
YLR154C-H,3
YLR155C,4
YLR156W,612
YLR156C-A,7
YLR157C,658
YLR157W-D,1
YLR157C-B,8723
YLR157C-A,399
YLR157W-E,3
YLR157C-C,0
YLR158C,32
YLR159W,0
YLR159C-A,1
YLR160C,10631
YLR161W,220
YLR162W,229
YLR162W-A,682
YLR163C,6520
YLR163W-A,1
YLR164W,964
YLR165C,2025
YLR166C,9899
YLR167W,15162
YLR168C,4660
YLR169W,9
YLR170C,1078
YLR171W,11
YLR172C,4882
YLR173W,3734
YLR174W,1341
YLR175W,11352
YLR176C,5656
YLR177W,5095
YLR178C,2357
YLR179C,5465
YLR180W,17041
YLR181C,2685
YLR182W,8111
YLR183C,5002
YLR184W,11
YLR185W,6081
YLR187W,8410
YLR188W,7881
YLR189C,8771
YLR190W,7856
YLR191W,3795
YLR192C,5497
YLR193C,2393
YLR194C,11483
YLR195C,4986
YLR196W,10576
YLR197W,14844
YLR198C,514
YLR199C,5760
YLR200W,2458
YLR201C,3003
YLR202C,1388
YLR203C,10223
YLR204W,2980
YLR205C,4984
YLR206W,16068
YLR207W,6407
YLR208W,7526
YLR209C,3827
YLR210W,3656
YLR211C,1319
YLR212C,6280
YLR213C,762
YLR214W,19688
YLR215C,3345
YLR216C,6221
YLR217W,7
YLR218C,487
YLR219W,8651
YLR220W,5151
YLR221C,3754
YLR222C,9935
YLR222C-A,65
YLR223C,10698
YLR224W,8236
YLR225C,4608
YLR226W,4638
YLR227C,2515
YLR227W-B,6627
YLR227W-A,861
YLR228C,4771
YLR229C,5477
YLR230W,3
YLR231C,1794
YLR232W,28
YLR233C,4254
YLR234W,3025
YLR235C,37
YLR236C,77
YLR237W,3867
YLR238W,3979
YLR239C,2721
YLR240W,6235
YLR241W,12324
YLR242C,2008
YLR243W,5595
YLR244C,7560
YLR245C,1625
YLR246W,5078
YLR247C,11567
YLR248W,7118
YLR249W,83206
YLR250W,2944
YLR251W,2577
YLR252W,1106
YLR253W,6546
YLR254C,2338
YLR255C,111
YLR256W,8432
YLR256W-A,546
YLR257W,12747
YLR258W,12254
YLR259C,20635
YLR260W,4376
YLR261C,2827
YLR262C,3517
YLR262C-A,1129
YLR263W,3467
YLR264W,3682
YLR264C-A,13
YLR265C,2969
YLR266C,6112
YLR267W,870
YLR268W,4840
YLR269C,3
YLR270W,3549
YLR271W,1587
YLR272C,9025
YLR273C,2607
YLR274W,9556
YLR275W,2229
YLR276C,10686
YLR277C,7078
YLR278C,20062
YLR279W,37
YLR280C,550
YLR281C,586
YLR282C,32
YLR283W,2097
YLR284C,1001
YLR285W,3582
YLR285C-A,323
