GeneID,dcp2.2
YBR192W,204
YBR193C,1242
YBR194W,608
YBR195C,319
YBR196C,21813
YBR196C-A,0
YBR196C-B,0
YBR197C,1111
YBR198C,1108
YBR199W,1397
YBR200W,459
YBR201C-A,116
YBR201W,170
YBR202W,339
YBR203W,152
YBR204C,206
YBR205W,1413
YBR207W,1249
YBR208C,1772
YBR210W,1849
YBR211C,410
YBR212W,539
YBR213W,51
YBR214W,938
YBR215W,333
YBR216C,163
YBR217W,701
YBR218C,514
YBR220C,254
YBR221C,13233
YBR222C,1105
YBR223C,277
YBR225W,269
YBR227C,189
YBR228W,335
YBR229C,1198
YBR230C,4405
YBR230W-A,552
YBR231C,219
YBR233W,92
YBR233W-A,1078
YBR234C,2189
YBR235W,980
YBR236C,299
YBR237W,395
YBR238C,1291
YBR239C,245
YBR240C,38
YBR241C,501
YBR242W,890
YBR243C,175
YBR244W,750
YBR246W,622
YBR247C,646
YBR248C,763
YBR249C,6306
YBR250W,86
YBR251W,680
YBR252W,5122
YBR253W,1190
YBR254C,823
YBR255C-A,1992
YBR255W,377
YBR256C,4268
YBR257W,329
YBR258C,506
YBR259W,132
YBR260C,433
YBR261C,681
YBR262C,2984
YBR263W,415
YBR264C,966
YBR265W,910
YBR267W,423
YBR268W,1401
YBR269C,1755
YBR270C,239
YBR271W,285
YBR272C,1363
YBR273C,442
YBR274W,306
YBR275C,255
YBR276C,392
YBR277C,0
YBR278W,571
YBR279W,575
YBR280C,68
YBR281C,879
YBR282W,716
YBR283C,1158
YBR284W,278
YBR285W,0
YBR286W,368
YBR287W,3191
YBR288C,545
YBR289W,68
YBR290W,1132
YBR291C,2873
YBR292C,826
YBR293W,441
YBR295W,295
YBR296C,0
YBR296C-A,80
YBR297W,1381
YBR298C,1402
YBR299W,36
YBR300C,25
YCL001W,8291
YCL002C,2686
YCL004W,532
YCL005W,3609
YCL005W-A,9387
YCL007C,82
YCL008C,3603
YCL009C,16390
YCL010C,1698
YCL011C,1862
YCL012C,3713
YCL014W,510
YCL016C,625
YCL017C,3836
YCL018W,2671
YCL019W,696
YCL020W,41
YCL021W-A,0
YCL024W,908
YCL025C,3123
YCL026C-A,121
YCL026C-B,119
YCL027W,145
YCL028W,1573
YCL029C,601
YCL030C,985
YCL031C,5337
YCL032W,1407
YCL033C,2160
YCL034W,1439
YCL035C,18525
YCL036W,542
YCL037C,6012
YCL038C,790
YCL039W,1399
YCL040W,4949
YCL042W,297
YCL043C,21414
YCL044C,1983
YCL045C,1299
YCL047C,1054
YCL048W-A,1079
YCL049C,3658
YCL050C,8276
YCL051W,1056
YCL052C,1269
YCL054W,1160
YCL054W-A,0
YCL055W,497
YCL056C,2803
YCL057C-A,6190
YCL057W,2982
YCL058W-A,1720
YCL059C,1297
YCL061C,399
YCL063W,601
YCL064C,177
YCR002C,1661
YCR003W,3222
YCR004C,3456
YCR005C,1905
YCR006C,858
YCR007C,836
YCR008W,2293
YCR009C,4564
YCR011C,899
YCR012W,375597
YCR014C,78
YCR015C,1977
YCR016W,943
YCR017C,5604
YCR018C-A,324
YCR019W,1073
YCR020C,33
YCR020C-A,3127
YCR020W-B,6690
YCR021C,203
YCR022C,15
YCR023C,3861
YCR024C,597
YCR024C-A,5225
YCR024C-B,29
YCR025C,59
YCR026C,553
YCR027C,1453
YCR028C,1852
YCR028C-A,15061
YCR030C,3651
YCR031C,71818
YCR032W,717
YCR033W,1064
YCR034W,5317
YCR035C,2428
YCR036W,2136
YCR037C,1307
YCR042C,1340
YCR043C,14065
YCR044C,7404
YCR045W-A,802
YCR046C,4465
YCR047C,1383
YCR047W-A,66
YCR048W,1516
YCR050C,62
YCR051W,5701
YCR052W,661
YCR053W,10469
YCR054C,1331
YCR057C,1908
YCR059C,3433
YCR060W,3507
YCR061W,1137
YCR063W,887
YCR064C,42
YCR065W,626
YCR066W,485
YCR067C,1870
YCR068W,2182
YCR069W,2135
YCR071C,1439
YCR072C,361
YCR073C,773
YCR073W-A,2819
YCR075C,3667
YCR075W-A,2654
YCR076C,1708
YCR077C,2684
YCR079W,1035
YCR081C-A,0
YCR081W,923
YCR082W,5045
YCR083W,883
YCR084C,2356
YCR085W,37
YCR086W,685
YCR087C-A,3262
YCR087W,27
YCR088W,1558
YCR089W,1832
YCR090C,3759
YCR091W,361
YCR092C,445
YCR093W,4007
YCR094W,2328
YCR095C,1294
YCR095W-A,839
YCR096C,0
YCR097W,0
YCR097W-A,0
YCR098C,730
YCR101C,1415
YCR102C,43
YCR102W-A,73
YCR106W,1669
YCR107W,36
YDL001W,315
YDL002C,970
YDL003W,549
YDL004W,13300
YDL005C,648
YDL006W,484
YDL007W,1535
YDL008W,2197
YDL009C,363
YDL010W,995
YDL012C,1589
YDL013W,439
YDL014W,3436
YDL015C,3618
YDL017W,305
YDL018C,1287
YDL019C,404
YDL020C,2428
YDL021W,117
YDL022W,2427
YDL024C,39
YDL025C,381
YDL025W-A,23
YDL026W,66
YDL027C,374
YDL028C,171
YDL029W,1672
YDL030W,182
YDL031W,150
YDL033C,276
YDL035C,107
YDL036C,268
YDL037C,28
YDL040C,1517
YDL042C,160
YDL043C,848
YDL044C,248
YDL045C,433
YDL045W-A,3728
YDL046W,13771
YDL047W,1627
YDL048C,998
YDL049C,105
YDL051W,1978
YDL052C,4405
YDL053C,1085
YDL054C,561
YDL055C,11955
YDL056W,239
YDL057W,87
YDL058W,331
YDL059C,166
YDL060W,502
YDL061C,35294
YDL063C,629
YDL064W,950
YDL065C,460
YDL066W,3127
YDL067C,3801
YDL069C,507
YDL070W,667
YDL072C,8194
YDL073W,502
YDL074C,1352
YDL075W,22732
YDL076C,439
YDL077C,313
YDL078C,1633
YDL079C,201
YDL080C,333
YDL081C,31980
YDL082W,17122
YDL083C,60139
YDL084W,2882
YDL085C-A,607
YDL085W,0
YDL086C-A,152
YDL086W,3602
YDL087C,494
YDL088C,451
YDL089W,233
YDL090C,493
YDL091C,396
YDL092W,2506
YDL093W,107
YDL094C,68
YDL095W,446
YDL097C,1455
YDL098C,360
YDL099W,941
YDL100C,5130
YDL101C,286
YDL102W,373
YDL103C,985
YDL104C,111
YDL105W,140
YDL106C,369
YDL107W,166
YDL108W,878
YDL109C,291
YDL110C,925
YDL111C,4180
YDL112W,261
YDL113C,676
YDL114W-A,38
YDL115C,865
YDL116W,467
YDL117W,552
YDL119C,357
YDL120W,768
YDL121C,6017
YDL122W,856
YDL123W,1908
YDL124W,8171
YDL125C,16668
YDL126C,1190
YDL127W,221
YDL128W,2153
YDL129W,76
YDL130W,25452
YDL130W-A,2785
YDL131W,1074
YDL132W,419
YDL133C-A,13803
YDL133W,603
YDL134C,2279
YDL135C,1817
YDL136W,31209
YDL137W,10554
YDL138W,328
YDL139C,173
YDL140C,1567
YDL141W,960
YDL142C,440
YDL143W,2527
YDL144C,980
YDL145C,1479
YDL146W,63
YDL147W,4785
YDL148C,751
YDL149W,73
YDL150W,477
YDL153C,959
YDL155W,492
YDL156W,41
YDL157C,2361
YDL159W,325
YDL159W-A,0
YDL160C,1968
YDL160C-A,527
YDL161W,1178
YDL164C,375
YDL165W,518
YDL166C,355
YDL167C,1027
YDL168W,877
YDL169C,108
YDL170W,477
YDL171C,940
YDL173W,415
YDL174C,1743
YDL175C,307
YDL176W,433
YDL177C,388
YDL178W,361
YDL179W,629
YDL180W,163
YDL181W,4105
YDL182W,1214
YDL183C,230
YDL184C,8750
YDL185W,1221
YDL187C,689
YDL188C,1420
YDL189W,530
YDL190C,460
YDL191W,63639
YDL192W,18771
YDL193W,917
YDL194W,136
YDL195W,2121
YDL196W,77
YDL197C,987
YDL198C,2920
YDL199C,213
YDL200C,496
YDL201W,644
YDL202W,875
YDL203C,266
YDL204W,1005
YDL205C,931
YDL206W,119
YDL207W,468
YDL208W,10312
YDL209C,339
YDL210W,0
YDL211C,228
YDL212W,14300
YDL213C,1902
YDL215C,280
YDL216C,225
YDL217C,274
YDL218W,0
YDL219W,1183
YDL220C,435
YDL221W,61
YDL222C,186
YDL223C,0
YDL224C,2748
YDL225W,334
YDL226C,762
YDL227C,160
YDL229W,18863
YDL230W,524
YDL231C,2540
YDL232W,2605
YDL233W,238
YDL234C,251
YDL235C,3689
YDL236W,914
YDL237W,689
YDL238C,242
YDL240W,247
YDL241W,345
YDL243C,834
YDR001C,1352
YDR002W,6175
YDR003W,2264
YDR003W-A,191
YDR004W,401
YDR005C,833
YDR006C,1028
YDR007W,1770
YDR008C,71
YDR009W,89
YDR011W,2125
YDR012W,14644
YDR013W,700
YDR014W,361
YDR014W-A,0
YDR016C,963
YDR017C,181
YDR018C,122
YDR019C,1257
YDR020C,414
YDR021W,158
YDR022C,740
YDR023W,4564
YDR025W,18490
YDR026C,446
YDR027C,162
YDR028C,1384
YDR030C,204
YDR031W,1028
YDR032C,5088
YDR033W,23487
YDR034C,758
YDR034C-D,62
YDR034W-B,742
YDR035W,766
YDR036C,455
YDR037W,8062
YDR039C,63
YDR040C,287
YDR041W,1417
YDR042C,89
YDR043C,530
YDR044W,871
YDR045C,2320
YDR046C,5750
YDR047W,3367
YDR048C,28
YDR049W,219
YDR050C,59798
YDR051C,461
YDR052C,257
YDR054C,502
YDR055W,4469
YDR056C,2441
YDR057W,223
YDR058C,279
YDR059C,2557
YDR060W,1510
YDR061W,426
YDR062W,2178
YDR063W,1749
YDR064W,79095
YDR065W,282
YDR066C,238
YDR067C,549
YDR068W,378
YDR069C,401
YDR070C,178
YDR071C,4338
YDR072C,794
YDR073W,1884
YDR074W,2170
YDR075W,261
YDR076W,253
YDR077W,163039
YDR078C,547
YDR079C-A,1481
YDR079W,370
YDR080W,159
YDR081C,161
YDR082W,351
YDR083W,610
YDR084C,2528
YDR085C,526
YDR086C,13225
YDR087C,889
YDR088C,183
YDR089W,278
YDR090C,904
YDR091C,1371
YDR092W,980
YDR093W,904
YDR096W,468
YDR097C,178
YDR098C,2032
YDR099W,2668
YDR100W,3212
YDR101C,5160
YDR103W,759
YDR104C,131
YDR105C,348
YDR106W,56
YDR107C,319
YDR108W,144
YDR109C,201
YDR110W,558
YDR111C,242
YDR113C,321
YDR114C,36
YDR115W,3697
YDR116C,879
YDR117C,341
YDR118W,41
YDR119W,1476
YDR119W-A,960
YDR120C,667
YDR121W,154
YDR122W,830
YDR123C,746
YDR124W,888
YDR125C,181
YDR126W,422
YDR127W,2376
YDR128W,322
YDR129C,2145
YDR130C,605
YDR131C,576
YDR132C,572
YDR133C,100091
YDR135C,2752
YDR137W,551
YDR138W,367
YDR139C,1011
YDR140W,3647
YDR141C,864
YDR142C,551
YDR143C,403
YDR144C,482
YDR145W,950
YDR146C,247
YDR147W,1074
YDR148C,1135
YDR150W,511
YDR151C,1196
YDR152W,1049
YDR153C,461
YDR154C,181
YDR155C,29948
YDR156W,11544
YDR158W,10868
YDR159W,263
YDR160W,360
YDR161W,670
YDR162C,484
YDR163W,281
YDR164C,358
YDR165W,1174
YDR166C,573
YDR167W,1602
YDR168W,877
YDR169C,404
YDR170C,906
YDR171W,549
YDR172W,2912
YDR173C,61
YDR174W,0
YDR175C,910
YDR176W,342
YDR177W,2474
YDR178W,3513
YDR179C,768
YDR179W-A,139
YDR180W,112
YDR181C,349
YDR182W,575
YDR183W,535
YDR184C,1654
YDR185C,374
YDR186C,885
YDR188W,2684
YDR189W,474
YDR190C,3941
YDR191W,122
YDR192C,116
YDR194C,619
YDR195W,119
YDR196C,1584
YDR197W,256
YDR198C,388
YDR200C,381
YDR201W,587
YDR202C,288
YDR204W,580
YDR205W,1190
YDR206W,947
YDR207C,242
YDR208W,946
YDR210W,3666
YDR211W,890
YDR212W,3113
YDR213W,119
YDR214W,9698
YDR216W,1190
YDR217C,180
YDR219C,268
YDR221W,323
YDR222W,529
YDR223W,86
YDR224C,10665
YDR225W,42763
YDR226W,4382
YDR227W,164
YDR228C,2085
YDR229W,119
YDR231C,1062
YDR232W,3100
YDR233C,9473
YDR234W,1546
YDR235W,587
YDR236C,1789
YDR237W,534
YDR238C,1004
YDR239C,126
YDR240C,87
YDR242W,98
YDR243C,334
YDR244W,120
YDR245W,1533
YDR246W,879
YDR246W-A,38
YDR247W,576
YDR248C,383
YDR249C,1021
YDR250C,65
YDR251W,871
YDR252W,475
YDR253C,177
YDR254W,543
YDR255C,605
YDR257C,1160
YDR258C,986
YDR259C,119
YDR260C,1365
YDR261C,208
YDR262W,867
YDR263C,91
YDR264C,2073
YDR265W,319
YDR266C,582
YDR267C,766
YDR268W,416
YDR270W,495
YDR272W,1461
YDR275W,1120
YDR276C,19248
YDR277C,577
YDR279W,280
YDR280W,1387
YDR281C,14
YDR282C,399
YDR283C,707
YDR284C,1563
YDR285W,25
YDR286C,572
YDR287W,284
YDR288W,483
YDR289C,477
YDR291W,550
YDR292C,390
YDR293C,1092
YDR294C,1667
YDR295C,87
YDR296W,1360
YDR297W,3356
YDR298C,3738
YDR299W,537
YDR300C,446
YDR301W,235
YDR302W,1694
YDR303C,483
YDR304C,3127
YDR305C,142
YDR306C,563
YDR307W,551
YDR308C,484
YDR309C,1706
YDR310C,98
YDR311W,312
YDR312W,397
YDR313C,82
YDR314C,306
YDR315C,442
YDR316W,512
YDR316W-A,189
YDR317W,58
YDR318W,361
YDR319C,2691
YDR320C,459
YDR320C-A,1270
YDR320W-B,410
YDR321W,1692
YDR322C-A,4035
YDR322W,1017
YDR323C,122
YDR324C,633
YDR325W,279
YDR326C,582
YDR328C,2683
YDR329C,370
YDR330W,175
YDR331W,635
YDR332W,88
YDR333C,800
YDR334W,307
YDR335W,1095
YDR336W,159
YDR337W,854
YDR338C,356
YDR339C,3987
YDR341C,2445
YDR342C,523
YDR344C,191
YDR345C,282
YDR346C,1009
YDR347W,1250
YDR348C,661
YDR349C,2482
YDR350C,1199
YDR351W,1054
YDR352W,1603
YDR353W,3980
YDR354W,2777
YDR356W,234
YDR357C,1210
YDR358W,221
YDR359C,551
YDR361C,930
YDR362C,186
YDR363W,374
YDR363W-A,4073
YDR364C,690
YDR365C,835
YDR367W,2681
YDR368W,857
YDR369C,235
YDR370C,541
YDR371W,504
YDR372C,2182
YDR373W,3747
YDR374W-A,611
YDR375C,652
YDR376W,320
YDR377W,10802
YDR378C,1986
YDR379C-A,1070
YDR379W,270
YDR380W,488
YDR381C-A,1012
YDR381W,8559
YDR382W,15548
YDR383C,351
YDR384C,3460
YDR385W,11307
YDR386W,67
YDR387C,330
YDR388W,1623
YDR389W,950
YDR390C,424
YDR391C,3668
YDR392W,395
YDR393W,294
YDR394W,1085
YDR395W,675
YDR397C,3302
YDR398W,1193
YDR399W,7549
YDR400W,1131
YDR404C,8885
YDR405W,440
YDR406W,60
YDR407C,786
YDR408C,2103
YDR409W,155
YDR410C,1280
YDR411C,876
YDR412W,913
YDR414C,461
YDR415C,38
YDR416W,192
YDR418W,47749
YDR419W,121
YDR420W,544
YDR421W,87
YDR422C,607
YDR423C,410
YDR424C,553
YDR425W,145
YDR427W,1373
YDR428C,399
YDR429C,2059
YDR430C,531
YDR432W,823
YDR434W,1125
YDR435C,834
YDR436W,268
YDR437W,1111
YDR438W,183
YDR439W,395
YDR440W,290
YDR441C,2172
YDR443C,303
YDR444W,550
YDR445C,115
YDR446W,0
YDR447C,20839
YDR448W,818
YDR449C,1222
YDR450W,12893
YDR451C,1297
YDR452W,1288
YDR453C,185
YDR454C,5419
YDR456W,1954
YDR457W,482
YDR458C,775
YDR459C,474
YDR460W,210
YDR461C-A,136
YDR461W,0
YDR462W,1951
YDR463W,876
YDR464W,0
YDR465C,982
YDR466W,316
YDR468C,873
YDR469W,1644
YDR470C,494
YDR471W,30882
YDR472W,1442
YDR473C,228
YDR475C,139
YDR476C,1100
YDR477W,603
YDR478W,516
YDR479C,475
YDR480W,410
YDR481C,613
YDR482C,251
YDR483W,2170
YDR484W,318
YDR485C,349
YDR486C,724
YDR487C,4645
YDR488C,155
YDR489W,909
YDR490C,720
YDR492W,1802
YDR493W,1409
YDR494W,1308
YDR495C,58
YDR496C,686
YDR497C,20289
YDR498C,271
YDR499W,473
YDR500C,7970
YDR501W,25
YDR502C,933
YDR503C,586
YDR505C,602
YDR506C,32
YDR507C,677
YDR508C,2197
YDR510C-A,47
YDR510W,6019
YDR511W,1494
YDR513W,2356
YDR514C,197
YDR515W,264
YDR516C,2230
YDR517W,1601
YDR518W,542
YDR519W,4305
YDR520C,125
YDR524C,1590
YDR524C-A,26
YDR524C-B,70708
YDR525W-A,12413
YDR527W,338
YDR528W,906
YDR529C,7541
YDR530C,1037
YDR531W,569
YDR532C,737
YDR533C,693
YDR534C,0
YDR536W,193
YDR538W,2243
YDR539W,544
YDR540C,84
YDR541C,811
YEL001C,4071
YEL002C,2678
YEL003W,3297
YEL004W,668
YEL005C,492
YEL006W,629
YEL007W,1891
YEL008C-A,323
YEL009C,19856
YEL009C-A,177
YEL011W,860
YEL012W,462
YEL013W,1443
YEL015W,817
YEL016C,543
YEL017C-A,5208
YEL017W,904
YEL018W,285
YEL019C,102
YEL020C,93
YEL020C-B,183
YEL020W-A,3104
YEL021W,1304
YEL022W,367
YEL023C,138
YEL024W,6475
YEL025C,998
YEL026W,9102
YEL027W,63232
YEL028W,807
YEL029C,1868
YEL030W,99
YEL031W,1734
YEL032W,326
YEL033W,178
YEL034W,45008
YEL036C,701
YEL037C,859
YEL038W,3824
YEL039C,1628
YEL040W,2961
YEL041W,197
YEL042W,2692
YEL043W,332
YEL044W,1444
YEL045C,28
YEL046C,4324
YEL047C,1503
YEL048C,1771
YEL049W,333
YEL050C,1565
YEL051W,1937
YEL052W,1028
YEL053C,1045
YEL054C,28103
YEL055C,1071
YEL056W,744
YEL057C,82
YEL058W,2366
YEL059C-A,1177
YEL059W,21
YEL060C,650
YEL061C,360
YEL062W,651
YEL063C,3502
YEL064C,227
YEL065W,1902
YEL066W,1646
YEL068C,706
YEL070W,87
YEL071W,4139
YEL072W,760
YEL073C,1263
YEL075C,0
YER001W,1367
YER002W,2313
YER003C,3788
YER004W,2341
YER005W,136
YER006C-A,67
YER006W,887
YER007C-A,1738
YER007W,27
YER008C,566
YER009W,16348
YER010C,615
YER011W,59
YER012W,2141
YER013W,121
YER014W,179
YER015W,266
YER016W,499
YER017C,924
YER018C,780
YER019C-A,6746
YER019W,922
YER020W,511
YER021W,413
YER022W,359
YER023C-A,56
YER023W,300
YER024W,0
YER025W,4242
YER026C,2963
YER027C,883
YER028C,38
YER029C,565
YER030W,2377
YER031C,1583
YER032W,231
YER033C,182
YER034W,203
YER035W,1406
YER036C,2633
YER037W,332
YER038C,483
YER038W-A,87
YER039C-A,309
YER040W,748
YER041W,344
YER042W,1084
YER043C,13814
YER044C,5955
YER045C,328
YER046W,1048
YER047C,201
YER048C,706
YER048W-A,2174
YER049W,1166
YER050C,2136
YER051W,156
YER052C,2922
YER053C,1643
YER053C-A,22943
YER054C,120
YER055C,8385
YER056C,11965
YER056C-A,34014
YER057C,7564
YER058W,343
YER059W,464
YER060W,151
YER061C,245
YER062C,599
YER063W,1296
YER064C,713
YER065C,134
YER066W,1121
YER067W,1978
YER068W,946
YER069W,1233
YER070W,2721
YER071C,2452
YER072W,4949
YER073W,2439
YER074W,21631
YER074W-A,1608
YER075C,163
YER076C,641
YER078C,352
YER079W,323
YER080W,356
YER081W,2990
YER082C,365
YER083C,2348
YER084W-A,87
YER086W,2066
YER087C-A,20
YER087C-B,1934
YER087W,148
YER088C,1395
YER089C,1573
YER090W,1427
YER091C,5684
YER092W,4018
YER093C,168
YER093C-A,628
YER094C,5562
YER095W,1781
YER096W,41
YER098W,49
YER099C,1151
YER100W,628
YER101C,365
YER102W,61540
YER103W,274
YER104W,419
YER105C,389
YER107C,847
YER110C,1134
YER111C,99
YER112W,1021
YER113C,665
YER114C,830
YER115C,371
YER116C,541
YER117W,54271
YER118C,502
YER119C,263
YER120W,7237
YER121W,259
YER122C,1814
YER123W,1230
YER124C,4442
YER125W,1628
YER126C,1057
YER127W,575
YER128W,551
YER129W,488
YER130C,1173
YER131W,19976
YER132C,401
YER133W,2502
YER134C,1037
YER136W,656
YER137C,781
YER138W-A,43
YER139C,529
YER140W,269
YER141W,2401
YER142C,279
YER143W,346
YER144C,1013
YER145C,1245
YER146W,1978
YER147C,257
YER148W,1670
YER149C,297
YER150W,1985
YER151C,509
YER152C,824
YER153C,379
YER154W,621
YER155C,1135
YER156C,2611
YER157W,97
YER158C,107
YER159C,2464
YER160C,343
YER161C,659
YER162C,86
YER163C,1312
YER164W,415
YER165W,6105
YER166W,1068
YER167W,364
YER168C,517
YER169W,203
YER170W,457
YER171W,351
YER172C,519
YER173W,480
YER174C,647
YER175C,280
YER175W-A,71
YER176W,318
YER177W,10692
YER178W,1383
YER179W,0
YER180C-A,575
YER181C,114
YER182W,821
YER183C,261
YER184C,355
YER185W,198
YER186C,457
YER187W,20
YER188C-A,41
YER188W,58
YFL001W,404
YFL002C,459
YFL002W-A,536
YFL004W,240
YFL005W,2125
YFL007W,706
YFL008W,240
YFL009W,552
YFL010C,4923
YFL011W,611
YFL012W,88
YFL013C,235
YFL014W,13990
YFL016C,1010
YFL017C,2204
YFL017W-A,586
YFL018C,554
YFL020C,54
YFL021W,1043
YFL022C,54
YFL023W,262
YFL024C,131
YFL025C,427
YFL026W,219
YFL027C,89
YFL028C,1483
YFL029C,265
YFL030W,71
YFL031C-A,0
YFL031W,13776
YFL032W,0
YFL033C,338
YFL034C-A,17350
YFL034C-B,237
YFL034W,389
YFL036W,595
YFL037W,2683
