Geneid,dcp2_2
YOR065W,5631
YOR066W,4102
YOR067C,2460
YOR069W,2104
YOR068C,2
YOR070C,2254
YOR071C,922
YOR072W,79
YOR072W-A,37
YOR072W-B,11
YOR073W,1215
YOR074C,1482
YOR073W-A,0
YOR075W,1445
YOR076C,1288
YOR077W,426
YOR078W,1660
YOR079C,1557
YOR080W,1889
YOR081C,4803
YOR082C,374
YOR083W,364
YOR084W,694
YOR085W,4392
YOR086C,5980
YOR087W,2226
YOR089C,2573
YOR090C,2289
YOR091W,2592
YOR092W,3247
YOR093C,2457
YOR094W,544
YOR095C,1464
YOR096W,4918
YOR097C,914
YOR098C,5052
YOR099W,3726
YOR100C,721
YOR101W,1584
YOR102W,42
YOR103C,2518
YOR104W,1598
YOR105W,547
YOR106W,1000
YOR107W,488
YOR108C-A,8
YOR109W,4181
YOR110W,1139
YOR111W,807
YOR112W,1996
YOR113W,2829
YOR114W,506
YOR115C,1793
YOR116C,5443
YOR117W,3052
YOR118W,1364
YOR119C,2179
YOR120W,3249
YOR121C,448
YOR122C,5671
YOR123C,1132
YOR124C,4551
YOR125C,1359
YOR126C,819
YOR127W,5879
YOR128C,1629
YOR129C,1298
YOR130C,1005
YOR131C,839
YOR132W,1626
YOR133W,8373
YOR134W,807
YOR135C,4
YOR136W,9263
YOR137C,1403
YOR138C,2645
YOR139C,4
YOR140W,2969
YOR141C,1937
YOR142W,6736
YOR142W-B,3998
YOR142W-A,1184
YOR143C,578
YOR144C,1246
YOR145C,2761
YOR146W,7
YOR147W,1474
YOR148C,636
YOR149C,2734
YOR150W,922
YOR151C,8130
YOR152C,583
YOR153W,17359
YOR154W,2032
YOR155C,2204
YOR156C,1369
YOR157C,3203
YOR158W,1478
YOR159C,1263
YOR160W,3128
YOR161C,2688
YOR161W-A,181
YOR161W-B,139
YOR161C-C,61
YOR162C,2028
YOR163W,1412
YOR164C,2632
YOR165W,2989
YOR166C,1735
YOR167C,4070
YOR168W,6232
YOR169C,3
YOR170W,3
YOR171C,2280
YOR173W,1260
YOR174W,1084
YOR175C,3782
YOR176W,2363
YOR177C,255
YOR178C,4137
YOR179C,764
YOR180C,635
YOR181W,2186
YOR182C,2817
YOR183W,78
YOR184W,4047
YOR185C,730
YOR186W,97
YOR186C-A,31
YOR187W,7961
YOR188W,2720
YOR189W,1039
YOR190W,120
YOR191W,4592
YOR192C,846
YOR192C-C,103
YOR192C-B,3001
YOR192C-A,1589
YOR193W,792
YOR194C,1111
YOR195W,2151
YOR196C,1906
YOR197W,4060
YOR198C,6436
YOR199W,20
YOR200W,10
YOR201C,1873
YOR202W,4264
YOR203W,1858
YOR204W,15442
YOR205C,2485
YOR206W,4743
YOR207C,5539
YOR208W,4139
YOR209C,3553
YOR210W,1229
YOR211C,2556
YOR212W,3391
YOR213C,1489
YOR214C,10
YOR215C,1677
YOR216C,1870
YOR217W,2244
YOR218C,4
YOR219C,4051
YOR220W,1307
YOR221C,2027
YOR222W,4446
YOR223W,804
YOR224C,4152
YOR225W,8
YOR226C,2903
YOR227W,6559
YOR228C,913
YOR229W,1311
YOR230W,7364
YOR231W,3029
YOR231C-A,25
YOR232W,3803
YOR233W,1984
YOR234C,3885
YOR235W,728
YOR236W,313
YOR237W,93
YOR238W,1195
YOR241W,2000
YOR242C,317
YOR243C,4270
YOR244W,1794
YOR245C,2146
YOR246C,3823
YOR247W,16310
YOR248W,7223
YOR249C,1309
YOR250C,1223
YOR251C,1844
YOR252W,967
YOR253W,1042
YOR254C,5887
YOR255W,13
YOR256C,2392
YOR257W,632
YOR258W,479
YOR259C,3432
YOR260W,5614
YOR261C,2901
YOR262W,1279
YOR263C,1
YOR264W,3261
YOR265W,1053
YOR266W,704
YOR267C,3943
YOR268C,24
YOR269W,1277
YOR270C,12438
YOR271C,4431
YOR272W,2687
YOR273C,5320
YOR274W,1246
YOR275C,2102
YOR276W,2767
YOR277C,16
YOR278W,850
YOR279C,714
YOR280C,1020
YOR281C,1759
YOR282W,4
YOR283W,1581
YOR284W,722
YOR285W,2707
YOR286W,1975
YOR287C,734
YOR288C,1096
YOR289W,948
YOR290C,3495
YOR291W,4074
YOR292C,1897
YOR293W,6177
YOR293C-A,0
YOR294W,2643
YOR295W,761
YOR296W,1393
YOR297C,2005
YOR298W,117
YOR298C-A,6890
YOR299W,2569
YOR300W,101
YOR301W,2211
YOR302W,3750
YOR303W,11770
YOR304W,2101
YOR304C-A,854
YOR305W,2124
YOR306C,2926
YOR307C,2548
YOR308C,1344
YOR309C,3089
YOR310C,6174
YOR311C,2380
YOR312C,8673
YOR313C,364
YOR314W,3
YOR314W-A,10
YOR315W,2764
YOR316C,4999
YOR316C-A,103
YOR317W,8030
YOR318C,341
YOR319W,1154
YOR320C,2527
YOR322C,2847
YOR323C,3423
YOR324C,2056
YOR325W,5
YOR326W,6387
YOR327C,1471
YOR328W,4631
YOR329C,3604
YOR329W-A,90
YOR330C,2042
YOR331C,8
YOR332W,3778
YOR333C,13
YOR334W,1332
YOR335C,9856
YOR335W-A,0
YOR336W,1796
YOR337W,3107
YOR338W,782
YOR339C,55
YOR340C,2519
YOR341W,15977
YOR342C,4281
YOR343C,321
YOR343W-B,5570
YOR343W-A,1118
YOR344C,1705
YOR345C,11
YOR346W,1654
YOR347C,1798
YOR348C,4874
YOR349W,2385
YOR350C,1804
YOR351C,34
YOR352W,872
YOR353C,1851
YOR354C,2831
YOR355W,4374
YOR356W,1564
YOR357C,1185
YOR358W,675
YOR359W,3670
YOR360C,3623
YOR361C,7728
YOR362C,3899
YOR363C,2634
YOR364W,85
YOR365C,39
YOR366W,87
YOR367W,1052
YOR368W,1030
YOR369C,7017
YOR370C,5793
YOR371C,2091
YOR372C,3405
YOR373W,1842
YOR374W,7816
YOR375C,14802
YOR376W,4
YOR376W-A,617
YOR377W,2663
YOR378W,376
YOR379C,167
YOR380W,2209
YOR381W,2347
YOR381W-A,50
YOR382W,2382
YOR383C,4237
YOR384W,88
YOR385W,1386
YOR386W,1088
YOR387C,17
YOR388C,54
YOR389W,927
YOR390W,1153
YOR391C,133
YOR392W,8
YOR393W,22
YOR394W,1
YOR394C-A,132
YOR396W,245
YOR396C-A,1
YCR009C,5126
YCR084C,18930
YCL076W,8
YCL073C,72
YCL069W,4
YCL068C,834
YCL067C,847
YCL066W,3110
YCL065W,1109
YCL064C,500
YCL063W,2476
YCL061C,5223
YCL059C,3617
YCL058C,777
YCL058W-A,314
YCL057C-A,2830
YCL057W,6262
YCL056C,1710
YCL055W,1292
YCL054W,5196
YCL052C,3979
YCL051W,3834
YCL050C,5122
YCL049C,4622
YCL048W-A,603
YCL048W,191
YCL047C,1662
YCL045C,9685
YCL046W,3
YCL044C,7281
YCL043C,24738
YCL041C,1798
YCL042W,2889
YCL040W,20031
YCL039W,5574
YCL038C,1899
YCL037C,14335
YCL036W,2421
YCL035C,4437
YCL034W,3263
YCL033C,1368
YCL032W,2145
YCL031C,4262
YCL030C,8566
YCL029C,1949
YCL028W,5416
YCL027W,915
YCL026C-B,340
YCL026C-A,98
YCL025C,15784
YCL023C,37
YCL024W,4877
YCL022C,11
YCL021W-A,572
YCL019W,14114
YCL020W,6260
YCL018W,12936
YCL017C,6362
YCL016C,1896
YCL014W,6129
YCL012C,1402
YCL011C,7554
YCL010C,2125
YCL009C,16643
YCL008C,6059
YCL007C,106
YCL005W-A,3152
YCL005W,4679
YCL004W,2410
YCL002C,2841
YCL001W,3160
YCL001W-A,27
YCL001W-B,51
YCR001W,4
YCR002C,4546
YCR003W,2243
YCR004C,4649
YCR005C,8483
YCR006C,935
YCR007C,1559
YCR008W,8613
YCR010C,236
YCR011C,9274
YCR012W,38509
YCR013C,10
YCR014C,2680
YCR015C,1629
YCR016W,2036
YCR017C,14950
YCR018C,3616
YCR018C-A,257
YCR019W,2145
YCR020C,1059
YCR020C-A,1548
YCR020W-B,1515
YCR021C,1616
YCR022C,150
YCR023C,5411
YCR024C,2688
YCR024C-B,7143
YCR024C-A,6505
YCR025C,187
YCR026C,5967
YCR027C,2278
YCR028C,5192
YCR028C-A,3749
YCR030C,9087
YCR031C,14173
YCR032W,6035
YCR033W,4533
YCR034W,5959
YCR035C,3560
YCR036W,5283
YCR037C,4355
YCR038C,1908
YCR038W-A,132
YCR039C,232
YCR040W,130
YCR041W,75
YCR042C,4594
YCR043C,3191
YCR044C,3300
YCR045C,32
YCR045W-A,1604
YCR046C,3055
YCR047C,2181
YCR047W-A,59
YCR049C,4
YCR048W,4055
YCR050C,21
YCR051W,3263
YCR052W,3523
YCR053W,13076
YCR054C,2842
YCR057C,9520
YCR059C,3280
YCR060W,1920
YCR061W,4835
YCR064C,54
YCR063W,1988
YCR065W,6956
YCR066W,1487
YCR067C,11900
YCR068W,4311
YCR069W,5320
YCR071C,2060
YCR072C,2917
YCR073C,4064
YCR073W-A,3103
YCR075C,2302
YCR075W-A,590
YCR076C,1899
YCR077C,11456
YCR079W,3644
YCR081W,4552
YCR081C-A,6
YCR082W,3474
YCR083W,1217
YCR085W,49
YCR086W,909
YCR087W,113
YCR087C-A,2218
YCR088W,6308
YCR089W,13032
YCR090C,2443
YCR091W,2288
YCR092C,2292
YCR093W,15273
YCR094W,2930
YCR095C,1855
YCR095W-A,657
YCR096C,1905
YCR097W,8
YCR097W-A,3
YCR098C,1980
YCR099C,1253
YCR100C,2286
YCR101C,1848
YCR102C,558
YCR102W-A,187
YCR104W,34
YCR105W,272
YCR106W,4245
YCR107W,1658
YCR108C,26
YGL196W,1353
YGL131C,2626
YGL059W,1357
YGR017W,2578
YGR088W,1637
YGR147C,1783
YGR212W,673
YGL263W,2
YGL262W,18
YGL261C,42
YGL260W,0
YGL259W,251
YGL258W-A,159
YGL258W,27
YGL257C,1613
YGL256W,3631
YGL255W,2043
YGL254W,1713
YGL253W,12850
YGL252C,2942
YGL251C,2464
YGL250W,379
YGL249W,162
YGL248W,2531
YGL247W,1005
YGL246C,1852
YGL245W,7960
YGL244W,1759
YGL243W,1497
YGL242C,1993
YGL241W,2146
YGL240W,706
YGL239C,1
YGL238W,5698
YGL237C,841
YGL236C,1950
YGL235W,94
YGL234W,8568
YGL233W,2312
YGL232W,1166
YGL231C,1844
YGL230C,40
YGL229C,1200
YGL228W,3589
YGL227W,1566
YGL226C-A,1431
YGL226W,661
YGL225W,4379
YGL224C,1566
YGL223C,2976
YGL222C,3236
YGL221C,3496
YGL220W,2427
YGL219C,2478
YGL218W,6
YGL217C,9
YGL216W,2234
YGL215W,6408
YGL214W,8
YGL213C,2356
YGL212W,599
YGL211W,1807
YGL210W,1315
YGL209W,1840
YGL208W,1016
YGL207W,6570
YGL206C,10139
YGL205W,242
YGL204C,193
YGL203C,2512
YGL202W,9841
YGL201C,2962
YGL200C,5302
YGL199C,171
YGL198W,2743
YGL197W,6127
YGL195W,20899
YGL194C-A,754
YGL194C,1537
YGL193C,2870
YGL192W,14
YGL191W,3500
YGL190C,2956
YGL189C,7917
YGL188C-A,157
YGL188C,272
YGL187C,2831
YGL186C,2706
YGL185C,1292
YGL184C,1361
YGL183C,33
YGL182C,48
YGL181W,2206
YGL180W,1054
YGL179C,1114
YGL178W,6985
YGL177W,819
YGL176C,1391
YGL175C,521
YGL174W,519
YGL173C,11004
YGL172W,1245
YGL171W,1630
YGL170C,19
YGL169W,2075
YGL168W,11
YGL167C,8586
YGL166W,911
YGL165C,37
YGL164C,729
YGL163C,1548
YGL162W,1745
YGL161C,4013
YGL160W,2257
YGL159W,841
YGL158W,166
YGL157W,2334
YGL156W,1714
YGL155W,2120
YGL154C,1022
YGL153W,554
YGL152C,29
YGL151W,3784
YGL150C,3486
YGL149W,3
YGL148W,5696
YGL147C,6486
YGL146C,444
YGL145W,1479
YGL144C,615
YGL143C,982
YGL142C,3610
YGL141W,2103
YGL140C,6447
YGL139W,3253
YGL138C,9
YGL137W,6635
YGL136C,1347
YGL135W,5862
YGL134W,1409
YGL133W,1590
YGL132W,4
YGL130W,1944
YGL129C,2045
YGL128C,1647
YGL127C,1774
YGL126W,2521
YGL125W,11445
YGL124C,1439
YGL123W,13785
YGL123C-A,13
YGL122C,2668
YGL121C,742
YGL120C,3975
YGL119W,1155
YGL118C,53
YGL117W,1647
YGL116W,1850
YGL115W,2324
YGL114W,4595
YGL113W,1349
YGL112C,2815
YGL111W,2830
YGL110C,1348
YGL109W,8
YGL108C,904
YGL107C,2235
YGL106W,2193
YGL105W,8260
YGL104C,1711
YGL103W,11372
YGL102C,11
YGL101W,1535
YGL100W,2528
YGL099W,1625
YGL098W,1089
YGL097W,2271
YGL096W,422
YGL095C,2453
YGL094C,3647
YGL093W,1397
YGL092W,4986
YGL091C,1282
YGL090W,1063
YGL089C,1796
YGL088W,2937
YGL087C,2042
YGL086W,1268
YGL085W,902
YGL084C,3699
YGL083W,1517
YGL082W,2300
YGL081W,110
YGL080W,1847
YGL079W,1213
YGL078C,3808
YGL077C,4503
YGL076C,7550
YGL075C,553
YGL074C,6
YGL073W,3653
YGL072C,526
YGL071W,2703
YGL070C,1979
YGL069C,93
YGL068W,2815
YGL067W,1645
YGL066W,1776
YGL065C,1441
YGL064C,811
YGL063W,2115
YGL063C-A,24
YGL062W,6333
YGL061C,785
YGL060W,1250
YGL058W,2538
YGL057C,685
YGL056C,4851
YGL055W,18045
YGL054C,2494
YGL053W,869
YGL052W,130
YGL051W,204
YGL050W,1103
YGL049C,4651
YGL048C,3310
YGL047W,654
YGL045W,987
YGL044C,1565
YGL043W,2058
YGL042C,4
YGL041C-B,34
YGL041W-A,964
YGL041C,18
YGL040C,3391
YGL039W,1045
YGL038C,2808
YGL037C,6027
YGL036W,3443
YGL035C,2414
YGL034C,59
YGL033W,30
YGL032C,85
YGL031C,7599
YGL030W,5419
YGL029W,980
YGL028C,14845
YGL027C,3052
YGL026C,11907
YGL025C,1320
YGL024W,26
YGL023C,1674
YGL022W,7482
YGL021W,4068
YGL020C,1116
YGL019W,2913
YGL018C,527
YGL017W,759
YGL016W,2801
YGL015C,42
YGL014W,5142
YGL014C-A,1
YGL013C,3136
YGL012W,6756
YGL011C,2927
YGL010W,1249
YGL009C,19881
YGL008C,59381
YGL007C-A,79
YGL007W,35
YGL006W-A,72
YGL006W,3676
YGL005C,1057
YGL004C,939
YGL003C,2454
YGL002W,1491
YGL001C,3477
YGR001C,1574
YGR002C,1193
YGR003W,2033
YGR004W,1097
YGR005C,1519
YGR006W,615
YGR007W,2344
YGR008C,1706
YGR009C,1714
YGR010W,1367
YGR011W,328
YGR012W,1282
YGR013W,1302
YGR014W,14177
YGR015C,1219
YGR016W,330
YGR018C,102
YGR019W,2875
YGR020C,2731
YGR021W,1097
YGR022C,7
YGR023W,2697
YGR024C,1691
YGR025W,413
YGR026W,2819
YGR027C,6217
YGR027W-B,5810
YGR027W-A,1149
YGR028W,1065
YGR029W,1452
YGR030C,946
YGR031W,1328
YGR031C-A,20
YGR032W,19501
YGR033C,2370
YGR034W,6188
YGR035C,220
YGR035W-A,0
YGR036C,2000
YGR037C,2656
YGR038W,2448
YGR038C-B,5397
YGR038C-A,1480
YGR039W,327
YGR040W,1992
YGR041W,2165
YGR042W,1617
YGR043C,367
YGR044C,3118
YGR045C,457
YGR046W,2330
YGR047C,1591
YGR048W,1451
YGR049W,2511
YGR050C,369
YGR051C,4
YGR052W,346
YGR053C,129
YGR054W,7913
YGR055W,10628
YGR056W,2723
YGR057C,1293
YGR058W,1216
YGR059W,54
YGR060W,8551
YGR061C,9689
YGR062C,928
YGR063C,1504
YGR064W,317
YGR065C,3813
YGR066C,117
YGR067C,778
YGR068C,1728
YGR068W-A,10
YGR069W,30
YGR070W,5081
YGR071C,1846
YGR072W,654
YGR073C,187
YGR074W,1658
YGR075C,491
YGR076C,1023
YGR077C,2935
YGR078C,1531
YGR079W,3711
YGR080W,2032
YGR081C,1714
YGR082W,3590
YGR083C,3341
YGR084C,1870
YGR085C,5270
YGR086C,9008
YGR087C,67
YGR089W,3255
YGR090W,7004
YGR091W,668
YGR092W,2964
YGR093W,1411
YGR094W,12374
YGR095C,1635
YGR096W,1029
YGR097W,6699
YGR098C,3489
YGR099W,1560
YGR100W,2788
YGR101W,2391
YGR102C,978
YGR103W,6515
YGR104C,1164
YGR105W,848
YGR106C,4446
YGR107W,165
YGR108W,3277
YGR109C,976
YGR109W-B,4582
YGR109W-A,80
YGR110W,634
YGR111W,2033
YGR112W,896
YGR113W,1489
YGR114C,1
YGR115C,0
YGR116W,5565
YGR117C,1583
YGR118W,5710
YGR119C,3188
YGR120C,1038
YGR121C,1842
YGR121W-A,220
YGR122W,569
YGR122C-A,86
YGR123C,1644
YGR124W,14496
YGR125W,3891
YGR126W,664
YGR127W,875
YGR128C,4691
YGR129W,619
YGR130C,4000
YGR131W,703
YGR132C,2619
YGR133W,1412
YGR134W,1558
YGR135W,3638
YGR136W,4881
YGR137W,3291
YGR138C,2733
YGR139W,80
YGR140W,1761
YGR141W,704
YGR142W,1459
YGR143W,3616
YGR144W,112
YGR145W,2835
YGR146C,3279
YGR146C-A,39
YGR148C,6481
YGR149W,4514
YGR150C,1711
YGR151C,452
YGR152C,1323
YGR153W,825
YGR154C,1725
YGR155W,10491
YGR156W,1315
YGR157W,10684
YGR158C,1156
YGR159C,7193
YGR160W,13
YGR161C,5860
YGR161W-C,1777
YGR161W-B,12811
YGR161W-A,9681
YGR161C-D,5593
YGR161C-C,577
YGR162W,9106
YGR163W,1842
YGR164W,92
YGR165W,2445
YGR166W,1704
YGR167W,3357
YGR168C,1621
YGR169C,956
YGR169C-A,1049
YGR170W,3342
YGR171C,1090
YGR172C,1783
YGR173W,1862
YGR174C,726
YGR174W-A,180
YGR175C,13759
YGR176W,36
YGR177C,1659
YGR178C,5757
YGR179C,999
YGR180C,5096
YGR181W,871
YGR182C,1133
YGR183C,2749
YGR184C,6452
YGR185C,6152
YGR186W,2476
YGR187C,1483
YGR188C,1067
YGR189C,22444
YGR190C,9
YGR191W,6430
YGR192C,46747
YGR193C,2049
YGR194C,1614
YGR195W,1454
YGR196C,1302
YGR197C,2613
YGR198W,3435
YGR199W,2503
YGR200C,4700
YGR201C,759
YGR202C,1529
YGR203W,1510
YGR204W,10942
YGR204C-A,11
YGR205W,1297
YGR206W,504
YGR207C,1543
YGR208W,1051
YGR209C,1987
YGR210C,3979
YGR211W,5005
YGR213C,480
YGR214W,12250
YGR215W,1149
YGR216C,2557
YGR217W,3358
YGR218W,7238
YGR219W,1
YGR220C,1828
YGR221C,1393
YGR222W,1647
YGR223C,1526
YGR224W,476
YGR225W,180
YGR226C,1
YGR227W,3362
YGR228W,4
YGR229C,3685
YGR230W,805
YGR231C,2544
YGR232W,1420
YGR233C,2781
YGR234W,20055
YGR235C,2159
YGR236C,91
YGR237C,2088
YGR238C,1786
YGR239C,1589
YGR240C,23503
YGR240C-A,29
YGR241C,3259
YGR242W,12
YGR243W,2461
YGR244C,3306
YGR245C,4216
YGR246C,1648
YGR247W,1489
YGR248W,706
YGR249W,468
YGR250C,2845
YGR251W,1310
YGR252W,1162
YGR253C,3114
YGR254W,19849
YGR255C,2682
YGR256W,1059
YGR257C,1904
YGR258C,1509
YGR259C,382
YGR260W,3912
YGR261C,4082
YGR262C,2129
YGR263C,1134
YGR264C,8078
YGR265W,1
YGR266W,1861
YGR267C,3044
YGR268C,2513
YGR269W,70
YGR270W,5292
YGR270C-A,0
YGR271W,3568
YGR271C-A,980
YGR273C,9
YGR274C,2075
YGR275W,1146
YGR276C,1058
YGR277C,1261
YGR278W,1470
YGR279C,16430
YGR280C,413
YGR281W,4973
YGR282C,13809
YGR283C,751
YGR284C,4469
YGR285C,6991
YGR286C,1033
YGR287C,390
YGR288W,1563
YGR289C,1597
YGR290W,6
YGR291C,4
YGR292W,513
YGR293C,30
YGR294W,77
YGR295C,4194
YGR296W,146
YGR296C-A,0
YGR296C-B,1
YLR454W,7457
YLR060W,8321
YLR186W,2217
YLR398C,3913
YLL067C,948
YLL067W-A,0
YLL066W-B,77
YLL066C,3500
YLL066W-A,1
YLL065W,4
YLL064C,2
YLL063C,1616
YLL062C,941
YLL061W,2879
YLL060C,1436
YLL059C,363
YLL058W,1475
YLL057C,346
YLL056C,477
YLL055W,1332
YLL054C,1266
YLL053C,420
YLL052C,550
YLL051C,7593
YLL050C,2486
YLL049W,465
YLL048C,12540
YLL047W,23
YLL046C,120
YLL045C,11272
YLL044W,30
YLL043W,4514
YLL042C,156
YLL041C,4274
YLL040C,7444
YLL039C,5442
YLL038C,1313
YLL037W,72
YLL036C,1621
YLL035W,2096
YLL034C,1717
YLL033W,415
YLL032C,1505
YLL031C,5519
YLL030C,15
YLL029W,3455
YLL028W,4028
YLL027W,2136
YLL026W,9776
YLL025W,203
YLL024C,29529
YLL023C,2229
YLL022C,1497
YLL021W,3698
YLL020C,431
YLL019C,6372
YLL019W-A,3
YLL018C-A,1473
YLL018C,8426
YLL015W,4697
YLL014W,979
YLL013C,4718
YLL012W,1566
YLL011W,2217
YLL010C,2939
YLL009C,1027
YLL008W,2822
YLL007C,1122
YLL006W-A,11
YLL006W,1283
YLL005C,46
YLL004W,870
YLL003W,2221
YLL002W,948
YLL001W,1982
YLR001C,1745
YLR002C,2240
YLR003C,1451
YLR004C,398
YLR005W,1582
YLR006C,2520
YLR007W,1564
YLR008C,2151
YLR009W,3276
YLR010C,506
YLR011W,873
YLR012C,9
YLR013W,3
YLR014C,1438
YLR015W,1177
YLR016C,1310
YLR017W,2958
YLR018C,2128
YLR019W,4441
YLR020C,1708
YLR021W,935
YLR022C,1825
YLR023C,3876
YLR024C,1526
YLR025W,1039
YLR026C,1481
YLR027C,10857
YLR028C,5614
YLR029C,10340
YLR030W,203
YLR031W,153
YLR032W,1638
YLR033W,2179
YLR034C,5781
YLR035C,1333
YLR035C-A,3614
YLR036C,1378
YLR037C,425
YLR038C,1595
YLR039C,1673
YLR040C,10008
YLR041W,29
YLR042C,1079
YLR043C,1803
YLR044C,54745
YLR045C,2048
YLR046C,1548
YLR047C,3877
YLR048W,17101
YLR049C,1754
YLR050C,815
YLR051C,1394
YLR052W,2325
YLR053C,48
YLR054C,158
YLR055C,1315
YLR056W,10147
YLR057W,2664
YLR058C,7567
YLR059C,1722
YLR061W,7031
YLR062C,2
YLR063W,640
YLR064W,3930
YLR065C,927
YLR066W,1091
YLR067C,1179
YLR068W,628
YLR069C,3137
YLR070C,148
YLR071C,2943
YLR072W,1495
YLR073C,4622
YLR074C,1331
YLR075W,11524
YLR076C,1
YLR077W,1285
YLR078C,1339
YLR079W,2458
YLR080W,269
YLR081W,40
YLR082C,502
YLR083C,6529
YLR084C,5073
YLR085C,1839
YLR086W,2044
YLR087C,3677
YLR088W,3327
YLR089C,6779
YLR090W,1714
YLR091W,897
YLR092W,1487
YLR093C,1651
YLR094C,2087
YLR095C,2172
YLR096W,2931
YLR097C,1406
YLR098C,1956
YLR099C,2206
YLR099W-A,712
YLR100W,6216
YLR101C,235
YLR102C,540
YLR103C,1804
YLR104W,1864
YLR105C,1263
YLR106C,16514
YLR107W,1179
YLR108C,1250
YLR109W,7400
YLR110C,25668
YLR111W,35
YLR112W,386
YLR113W,5051
YLR114C,1540
YLR115W,2105
YLR116W,1953
YLR117C,1429
YLR118C,2066
YLR119W,671
YLR120C,9517
YLR120W-A,132
YLR121C,4896
YLR122C,365
YLR123C,345
YLR124W,165
YLR125W,581
YLR126C,323
YLR127C,1148
YLR128W,698
YLR129W,4176
YLR130C,6578
YLR131C,2125
YLR132C,1279
YLR133W,2485
YLR134W,824
YLR135W,747
YLR136C,897
YLR137W,1125
YLR138W,2920
YLR139C,2564
YLR140W,398
YLR141W,1664
YLR142W,1657
YLR143W,1563
YLR144C,2664
YLR145W,604
YLR146C,1659
YLR146W-A,532
YLR147C,1262
YLR148W,1693
YLR149C,1998
YLR149C-A,10
YLR150W,9628
YLR151C,586
YLR152C,3376
YLR153C,14789
YLR154C,689
YLR154W-A,15451
YLR154W-B,14208
YLR154W-C,20459
YLR154W-E,141
YLR154W-F,3404
YLR154C-G,3
YLR154C-H,6
YLR155C,4
YLR156W,83
YLR156C-A,29
YLR157C,477
YLR157W-D,1
YLR157C-B,7785
YLR157C-A,729
YLR157W-E,0
YLR157C-C,0
YLR158C,30
YLR159W,0
YLR159C-A,0
YLR160C,8684
YLR161W,25
YLR162W,218
YLR162W-A,555
YLR163C,2664
YLR163W-A,1
YLR164W,488
YLR165C,940
YLR166C,3239
YLR167W,11023
YLR168C,2428
YLR169W,10
YLR170C,470
YLR171W,12
YLR172C,2356
YLR173W,2632
YLR174W,693
YLR175W,5237
YLR176C,2257
YLR177W,2168
YLR178C,1612
YLR179C,3431
YLR180W,9878
YLR181C,1090
YLR182W,2223
YLR183C,1649
YLR184W,10
YLR185W,5025
YLR187W,2676
YLR188W,2671
YLR189C,2421
YLR190W,2110
YLR191W,1386
YLR192C,3142
YLR193C,1161
YLR194C,5725
YLR195C,2293
YLR196W,4790
YLR197W,7928
YLR198C,264
YLR199C,2075
YLR200W,1562
YLR201C,2305
YLR202C,829
YLR203C,4515
YLR204W,1869
YLR205C,1886
YLR206W,7373
YLR207W,2234
YLR208W,2982
YLR209C,2085
YLR210W,942
YLR211C,670
YLR212C,2561
YLR213C,321
YLR214W,8209
YLR215C,1056
YLR216C,4554
YLR217W,0
YLR218C,276
YLR219W,2687
YLR220W,2718
YLR221C,1766
YLR222C,3543
YLR222C-A,10
YLR223C,2521
YLR224W,3135
YLR225C,1768
YLR226W,1395
YLR227C,847
YLR227W-B,6826
YLR227W-A,1483
YLR228C,2019
YLR229C,3375
YLR230W,5
YLR231C,1987
YLR232W,27
YLR233C,1414
YLR234W,1024
YLR235C,26
YLR236C,62
YLR237W,3674
YLR238W,1069
YLR239C,974
YLR240W,2154
YLR241W,4187
YLR242C,850
YLR243W,1661
YLR244C,3013
YLR245C,486
YLR246W,2140
YLR247C,4126
YLR248W,3914
YLR249W,55213
YLR250W,2109
YLR251W,2025
YLR252W,825
YLR253W,2326
YLR254C,929
YLR255C,80
YLR256W,3614
YLR256W-A,700
YLR257W,7171
YLR258W,9669
YLR259C,13119
YLR260W,1391
YLR261C,1221
YLR262C,1521
YLR262C-A,924
YLR263W,1337
YLR264W,2661
YLR264C-A,9
YLR265C,1158
YLR266C,2445
YLR267W,546
YLR268W,2084
YLR269C,11
YLR270W,1957
YLR271W,717
YLR272C,2665
YLR273C,1075
YLR274W,3121
YLR275W,1145
YLR276C,4415
YLR277C,1842
YLR278C,5221
YLR279W,17
YLR280C,358
YLR281C,375
YLR282C,7
YLR283W,825
YLR284C,584
YLR285W,1684
YLR285C-A,249
YLR286C,23890
YLR286W-A,178
YLR287C,1865
YLR287C-A,4607
YLR288C,1685
YLR289W,1170
YLR290C,770
YLR291C,3191
YLR292C,2631
YLR293C,6540
YLR294C,1964
YLR295C,2918
YLR296W,289
YLR297W,1796
YLR298C,1051
YLR299W,2958
YLR299C-A,7
YLR300W,26698
YLR301W,1344
YLR302C,22
YLR303W,12926
YLR304C,22164
YLR305C,7101
YLR306W,701
YLR307W,88
YLR307C-A,93
YLR308W,11
YLR309C,1520
YLR310C,7687
YLR311C,64
YLR312C,649
YLR312W-A,2015
YLR313C,1003
YLR314C,2785
YLR315W,1043
YLR316C,581
YLR317W,1150
YLR318W,2179
YLR319C,1641
YLR320W,1841
YLR321C,1886
YLR322W,25
YLR323C,677
YLR324W,1417
YLR325C,6446
YLR326W,1024
YLR327C,5529
YLR328W,1560
YLR329W,101
YLR330W,4263
YLR331C,11
YLR332W,7951
YLR333C,3561
YLR334C,11
YLR335W,3425
YLR336C,1948
YLR337C,5045
YLR338W,33
YLR339C,2
YLR340W,20078
YLR341W,108
YLR342W,38648
YLR342W-A,193
YLR343W,502
