Geneid,dcp2_2
YDL007W,2853
YDL006W,1180
YDL005C,1467
YDL004W,3000
YDL003W,2210
YDL002C,899
YDL001W,1606
YDR001C,5005
YDR002W,2749
YDR003W,1551
YDR003W-A,473
YDR004W,1348
YDR005C,2273
YDR006C,5456
YDR007W,1215
YDR008C,241
YDR009W,407
YDR010C,33
YDR011W,17634
YDR012W,22583
YDR013W,791
YDR014W,1294
YDR014W-A,25
YDR015C,0
YDR016C,620
YDR017C,3171
YDR018C,491
YDR019C,3035
YDR020C,1241
YDR021W,863
YDR022C,558
YDR023W,7077
YDR024W,572
YDR025W,7613
YDR026C,2182
YDR027C,2110
YDR028C,5367
YDR029W,6
YDR030C,514
YDR031W,546
YDR032C,3725
YDR033W,13835
YDR034C,3400
YDR034C-D,7641
YDR034C-C,1183
YDR034C-A,0
YDR034W-B,232
YDR035W,4725
YDR037W,10826
YDR038C,3527
YDR039C,2107
YDR040C,9147
YDR041W,1338
YDR042C,143
YDR043C,1665
YDR044W,2559
YDR045C,1081
YDR046C,11406
YDR047W,3223
YDR048C,31
YDR049W,1891
YDR050C,12316
YDR051C,1830
YDR052C,2866
YDR053W,7
YDR054C,2804
YDR055W,13976
YDR056C,1599
YDR057W,1536
YDR058C,473
YDR059C,1699
YDR060W,6521
YDR061W,1729
YDR062W,4486
YDR063W,1104
YDR064W,8261
YDR065W,969
YDR066C,358
YDR067C,900
YDR068W,1292
YDR069C,2158
YDR070C,342
YDR071C,2765
YDR072C,4360
YDR073W,1489
YDR074W,7840
YDR075W,1576
YDR076W,537
YDR077W,98394
YDR078C,337
YDR079W,626
YDR079C-A,584
YDR080W,1662
YDR081C,1918
YDR082W,2178
YDR083W,2170
YDR084C,1377
YDR085C,1618
YDR086C,2374
YDR087C,1930
YDR088C,876
YDR089W,2674
YDR090C,1614
YDR091C,6658
YDR092W,1770
YDR093W,6457
YDR094W,699
YDR095C,6
YDR096W,3878
YDR097C,2763
YDR098C,2586
YDR098C-B,3470
YDR098C-A,626
YDR099W,6483
YDR101C,5176
YDR102C,35
YDR103W,3083
YDR104C,1055
YDR105C,3246
YDR106W,147
YDR107C,833
YDR108W,1422
YDR109C,1327
YDR110W,1043
YDR111C,1849
YDR112W,8
YDR113C,1189
YDR114C,10
YDR115W,1456
YDR116C,1590
YDR117C,1681
YDR118W,993
YDR118W-A,85
YDR119W,5040
YDR119W-A,664
YDR120C,2271
YDR121W,1453
YDR122W,3852
YDR123C,1948
YDR124W,915
YDR125C,975
YDR126W,1636
YDR127W,17585
YDR128W,2640
YDR129C,6923
YDR130C,1061
YDR131C,1549
YDR132C,1028
YDR133C,14836
YDR135C,11991
YDR136C,26
YDR137W,2531
YDR138W,1879
YDR139C,1076
YDR140W,1664
YDR141C,5090
YDR142C,1209
YDR143C,3767
YDR144C,3633
YDR145W,3414
YDR146C,2118
YDR147W,1983
YDR148C,3376
YDR149C,3
YDR150W,4923
YDR151C,2111
YDR152W,2506
YDR153C,2427
YDR154C,6739
YDR155C,10863
YDR156W,4371
YDR157W,1420
YDR158W,8003
YDR159W,1982
YDR160W,2589
YDR161W,1896
YDR162C,1449
YDR163W,830
YDR164C,2155
YDR165W,2675
YDR167W,898
YDR168W,3149
YDR169C,2342
YDR169C-A,60
YDR170C,9912
YDR170W-A,1511
YDR171W,3043
YDR172W,6450
YDR173C,569
YDR174W,4520
YDR175C,1675
YDR176W,1592
YDR177W,2423
YDR178W,3148
YDR179C,350
YDR179W-A,902
YDR180W,1076
YDR181C,1010
YDR182W,2894
YDR182W-A,103
YDR183W,610
YDR183C-A,167
YDR184C,1760
YDR185C,378
YDR186C,5781
YDR187C,10
YDR188W,3845
YDR189W,3167
YDR190C,4054
YDR191W,519
YDR192C,1194
YDR193W,7
YDR194C,3931
YDR194W-A,7
YDR195W,1335
YDR196C,1256
YDR197W,1415
YDR198C,1349
YDR199W,4
YDR200C,1388
YDR201W,477
YDR202C,982
YDR203W,15
YDR204W,1852
YDR205W,3344
YDR206W,5541
YDR207C,2233
YDR208W,4097
YDR209C,8
YDR210W,1351
YDR210W-B,10503
YDR210W-A,3194
YDR210C-D,6889
YDR210C-C,1700
YDR211W,3975
YDR212W,5030
YDR213W,1857
YDR214W,7976
YDR215C,42
YDR216W,6614
YDR217C,2082
YDR218C,48
YDR219C,1208
YDR220C,146
YDR221W,2360
YDR222W,1805
YDR223W,153
YDR224C,4959
YDR225W,5473
YDR226W,3326
YDR227W,2229
YDR228C,2554
YDR229W,1089
YDR230W,8
YDR231C,928
YDR232W,7769
YDR233C,12250
YDR234W,6225
YDR235W,1605
YDR236C,1934
YDR237W,1370
YDR238C,8377
YDR239C,1087
YDR240C,709
YDR241W,265
YDR242W,1438
YDR243C,931
YDR244W,1417
YDR245W,2635
YDR246W,1382
YDR246W-A,129
YDR247W,1798
YDR248C,855
YDR249C,1158
YDR250C,38
YDR251W,3947
YDR252W,388
YDR253C,315
YDR254W,919
YDR255C,1032
YDR256C,281
YDR257C,1589
YDR258C,5056
YDR259C,632
YDR260C,1350
YDR261C,2648
YDR261W-B,9547
YDR261W-A,4798
YDR261C-D,4201
YDR261C-C,1608
YDR262W,2334
YDR263C,612
YDR264C,7772
YDR265W,1359
YDR266C,3688
YDR267C,1513
YDR268W,1240
YDR269C,9
YDR270W,2109
YDR271C,108
YDR272W,1418
YDR273W,151
YDR274C,12
YDR275W,1144
YDR276C,4430
YDR277C,2295
YDR278C,5
YDR279W,880
YDR280W,1937
YDR281C,54
YDR282C,707
YDR283C,3836
YDR284C,2803
YDR285W,794
YDR286C,364
YDR287W,1064
YDR288W,1243
YDR289C,819
YDR290W,2
YDR291W,2635
YDR292C,3044
YDR294C,3499
YDR295C,992
YDR296W,1357
YDR297W,3948
YDR298C,4278
YDR299W,1935
YDR300C,1213
YDR301W,2679
YDR302W,1562
YDR303C,2201
YDR304C,3585
YDR305C,935
YDR306C,1173
YDR307W,3442
YDR308C,1387
YDR309C,5577
YDR310C,2594
YDR311W,1254
YDR312W,1320
YDR313C,1024
YDR314C,1015
YDR315C,405
YDR316W,1335
YDR316W-B,5741
YDR316W-A,1317
YDR317W,87
YDR318W,916
YDR319C,1769
YDR320C,2268
YDR320C-A,1330
YDR320W-B,190
YDR321W,4758
YDR322W,1378
YDR322C-A,1184
YDR323C,527
YDR324C,3852
YDR325W,2282
YDR326C,5364
YDR327W,5
YDR328C,2978
YDR329C,1408
YDR330W,1511
YDR331W,2615
YDR332W,1500
YDR333C,1912
YDR334W,2178
YDR335W,3957
YDR336W,974
YDR337W,1199
YDR338C,1477
YDR339C,1626
YDR340W,10
YDR341C,6526
YDR342C,27911
YDR343C,1197
YDR344C,312
YDR345C,8541
YDR346C,4418
YDR347W,2074
YDR348C,2621
YDR349C,7680
YDR350C,2677
YDR352W,2068
YDR353W,7258
YDR354W,4977
YDR354C-A,7
YDR355C,2
YDR356W,1085
YDR357C,1222
YDR358W,1536
YDR359C,3086
YDR360W,5
YDR361C,1727
YDR362C,1147
YDR363W,1162
YDR363W-A,2379
YDR364C,1918
YDR365C,3080
YDR365W-B,2315
YDR365W-A,954
YDR366C,11
YDR367W,1488
YDR368W,2151
YDR369C,1043
YDR370C,1940
YDR371W,1417
YDR371C-A,3
YDR372C,3169
YDR373W,2120
YDR374C,29
YDR374W-A,596
YDR375C,1552
YDR376W,1701
YDR377W,2624
YDR378C,1501
YDR379W,2808
YDR379C-A,797
YDR380W,5841
YDR381W,6967
YDR381C-A,947
YDR382W,7068
YDR383C,361
YDR384C,3843
YDR385W,51517
YDR386W,1097
YDR387C,2425
YDR388W,4720
YDR389W,3530
YDR390C,2266
YDR391C,2115
YDR392W,940
YDR393W,1427
YDR394W,3829
YDR395W,6978
YDR396W,34
YDR397C,1432
YDR398W,3605
YDR399W,3970
YDR400W,1870
YDR401W,151
YDR402C,193
YDR403W,611
YDR404C,4017
YDR405W,1295
YDR406W,5019
YDR406W-A,43
YDR407C,4118
YDR408C,1801
YDR409W,1466
YDR410C,1250
YDR411C,3970
YDR412W,1382
YDR413C,15
YDR414C,920
YDR415C,1404
YDR416W,1079
YDR417C,9
YDR418W,7192
YDR419W,1324
YDR421W,2013
YDR422C,2489
YDR423C,1420
YDR424C,842
YDR425W,1243
YDR426C,11
YDR427W,3000
YDR428C,535
YDR429C,3716
YDR430C,3038
YDR431W,27
YDR432W,8135
YDR433W,2781
YDR434W,2495
YDR435C,1194
YDR436W,1629
YDR437W,1427
YDR438W,1405
YDR439W,285
YDR440W,1280
YDR441C,2671
YDR442W,5
YDR443C,2590
YDR444W,1622
YDR445C,6
YDR446W,21
YDR447C,4076
YDR448W,2726
YDR449C,1405
YDR450W,6450
YDR451C,1877
YDR452W,4455
YDR453C,747
YDR454C,2288
YDR455C,1
YDR456W,4324
YDR457W,13041
YDR458C,1961
YDR459C,2383
YDR460W,787
YDR461W,44
YDR461C-A,227
YDR462W,1076
YDR463W,2783
YDR464W,1532
YDR464C-A,1
YDR465C,2801
YDR466W,3016
YDR467C,40
YDR468C,1659
YDR469W,921
YDR470C,1218
YDR471W,7696
YDR472W,1430
YDR473C,846
YDR475C,1635
YDR476C,2501
YDR477W,3414
YDR478W,443
YDR479C,2025
YDR480W,948
YDR481C,3662
YDR482C,479
YDR483W,4122
YDR484W,1123
YDR485C,1479
YDR486C,1798
YDR487C,4238
YDR488C,891
YDR489W,1232
YDR490C,2035
YDR491C,10
YDR492W,4606
YDR493W,642
YDR494W,2183
YDR495C,1141
YDR497C,13398
YDR498C,1295
YDR499W,1436
YDR500C,3970
YDR501W,646
YDR502C,4749
YDR503C,1132
YDR504C,317
YDR505C,4011
YDR506C,429
YDR507C,3983
YDR508C,10422
YDR509W,5
YDR510W,3109
YDR510C-A,44
YDR511W,1047
YDR512C,934
YDR513W,1869
YDR514C,917
YDR515W,1165
YDR516C,5062
YDR517W,2442
YDR518W,1477
YDR519W,2090
YDR520C,953
YDR521W,7
YDR522C,15
YDR523C,134
YDR524C,2302
YDR524W-C,3
YDR524C-B,8567
YDR524C-A,31
YDR525W,28
YDR525W-A,1162
YDR526C,9
YDR527W,2077
YDR528W,2401
YDR529C,5496
YDR530C,2017
YDR531W,1722
YDR532C,1014
YDR533C,1448
YDR534C,1284
YDR535C,219
YDR536W,104
YDR537C,17
YDR538W,2385
YDR539W,2847
YDR540C,382
YDR541C,1610
YDR542W,22
YDR543C,6
YDR544C,33
YDR545W,2146
YDR545C-A,0
YIL122W,873
YIL048W,3358
YIR019C,2015
YIL177C,6203
YIL177W-A,41
YIL176C,2
YIL173W,310
YIL172C,23
YIL171W-A,7
YIL169C,1091
YIL166C,536
YIL165C,855
YIL164C,1209
YIL163C,108
YIL162W,6464
YIL161W,857
YIL160C,111
YIL159W,1134
YIL158W,1473
YIL157C,2312
YIL156W-A,159
YIL156W-B,853
YIL156W,2338
YIL155C,3332
YIL154C,1657
YIL153W,2613
YIL152W,769
YIL151C,2478
YIL150C,584
YIL149C,2482
YIL148W,6882
YIL147C,4029
YIL146C,1023
YIL145C,3330
YIL144W,1357
YIL143C,2193
YIL142C-A,16
YIL142W,4416
YIL141W,855
YIL140W,5739
YIL139C,474
YIL138C,2852
YIL137C,4491
YIL136W,1568
YIL135C,3213
YIL134C-A,70
YIL134W,1254
YIL133C,7917
YIL132C,545
YIL131C,2414
YIL130W,3989
YIL129C,6150
YIL128W,3004
YIL127C,1597
YIL126W,3337
YIL125W,8289
YIL124W,2949
YIL123W,13090
YIL121W,1359
YIL120W,1285
YIL119C,1852
YIL118W,2854
YIL117C,3019
YIL116W,3583
YIL115W-A,0
YIL115C,5434
YIL114C,698
YIL113W,387
YIL112W,1295
YIL111W,1655
YIL110W,1929
YIL109C,13260
YIL108W,4376
YIL107C,1651
YIL106W,2979
YIL105C,1947
YIL105W-A,1
YIL104C,1118
YIL103W,1264
YIL102C-A,730
YIL102C,1
YIL101C,4033
YIL100C-A,221
YIL100W,78
YIL099W,892
YIL098C,800
YIL097W,1055
YIL096C,892
YIL095W,1811
YIL094C,5135
YIL093C,1508
YIL092W,902
YIL091C,2938
YIL090W,4125
YIL089W,244
YIL088C,4547
YIL087C,1820
YIL086C,193
YIL085C,2588
YIL084C,985
YIL083C,1446
YIL082W-A,5443
YIL082W,86
YIL079C,1569
YIL078W,9223
YIL077C,1538
YIL076W,3469
YIL075C,7812
YIL074C,2198
YIL073C,792
YIL072W,502
YIL071W-A,114
YIL071C,1288
YIL070C,2104
YIL069C,5704
YIL068W-A,5
YIL068C,1522
YIL067C,2362
YIL066W-A,18
YIL066C,1118
YIL065C,1351
YIL064W,1373
YIL063C,1685
YIL062C,2557
YIL061C,713
YIL060W,39
YIL059C,798
YIL058W,35
YIL057C,25
YIL056W,3716
YIL055C,1304
YIL054W,8
YIL053W,6621
YIL052C,4242
YIL051C,5098
YIL050W,2233
YIL049W,1979
YIL047C-A,850
YIL047C,6157
YIL046W-A,60
YIL046W,2324
YIL045W,1183
YIL044C,1436
YIL043C,3977
YIL042C,1254
YIL041W,3166
YIL040W,1629
YIL039W,2220
YIL038C,2309
YIL037C,31
YIL036W,3648
YIL035C,2300
YIL034C,5122
YIL033C,4775
YIL032C,2
YIL031W,2073
YIL030W-A,248
YIL030C,6793
YIL029W-A,0
YIL029C,475
YIL028W,406
YIL027C,1027
YIL026C,2384
YIL025C,1
YIL024C,687
YIL023C,4722
YIL022W,3669
YIL021W,2422
YIL021C-A,0
YIL020C-A,12
YIL020C,535
YIL019W,1305
YIL018W,15887
YIL017C,2237
YIL016W,556
YIL015W,207
YIL014C-A,267
YIL014W,2009
YIL013C,2272
YIL012W,48
YIL011W,472
YIL010W,1083
YIL009C-A,1636
YIL009W,3563
YIL008W,886
YIL007C,826
YIL006W,2739
YIL005W,2566
YIL004C,644
YIL003W,1123
YIL002W-A,872
YIL002C,2727
YIL001W,1008
YIR001C,1576
YIR002C,2010
YIR003W,2070
YIR004W,1863
YIR005W,557
YIR006C,8415
YIR007W,1922
YIR008C,1344
YIR009W,1130
YIR010W,1651
YIR011C,1807
YIR012W,4637
YIR013C,74
YIR014W,276
YIR015W,712
YIR016W,1256
YIR017C,648
YIR017W-A,19
YIR018W,893
YIR018C-A,168
YIR020C,463
YIR020W-A,2
YIR020C-B,25
YIR021W,1252
YIR021W-A,121
YIR022W,2426
YIR023W,5109
YIR023C-A,28
YIR024C,544
YIR025W,504
YIR026C,2034
YIR027C,143
YIR028W,413
YIR029W,983
YIR030C,112
YIR030W-A,30
YIR031C,3388
YIR032C,863
YIR033W,3251
YIR034C,4946
YIR035C,2753
YIR036C,1514
YIR036W-A,13
YIR037W,2125
YIR038C,1919
YIR039C,3302
YIR040C,0
YIR041W,44
YIR042C,1394
YFL068W,0
YFL067W,3
YFL066C,1516
YFL065C,300
YFL064C,93
YFL063W,14
YFL062W,1813
YFL061W,786
YFL060C,909
YFL059W,601
YFL058W,99
YFL057C,2296
YFL056C,2650
YFL055W,1211
YFL054C,1680
YFL053W,59
YFL052W,867
YFL051C,8
YFL050C,2796
YFL049W,2346
YFL048C,2674
YFL047W,2234
YFL046W,917
YFL045C,6747
YFL044C,1616
YFL042C,1612
YFL041W-A,66
YFL041W,1879
YFL040W,21
YFL039C,18891
YFL038C,4467
YFL037W,6860
YFL036W,3345
YFL034C-B,1416
YFL034C-A,4038
YFL034W,1789
YFL033C,4397
YFL032W,1095
YFL031W,13267
YFL031C-A,0
YFL030W,1205
YFL029C,870
YFL028C,1614
YFL027C,678
YFL026W,839
YFL025C,2624
YFL024C,2656
YFL023W,913
YFL022C,6039
YFL021C-A,91
YFL021W,11114
YFL020C,177
YFL019C,53
YFL018C,4283
YFL017W-A,630
YFL017C,1191
YFL016C,3567
YFL015W-A,8
YFL015C,12
YFL014W,4332
YFL013W-A,12
YFL013C,1806
YFL012W-A,3
YFL012W,3
YFL011W,64
YFL010W-A,31
YFL010C,5359
YFL009W,3034
YFL008W,2787
YFL007W,7147
YFL005W,3267
YFL004W,3085
YFL003C,109
YFL002W-A,1638
YFL002W-B,499
YFL002C,2279
YFL001W,1038
YFR001W,1783
YFR002W,3553
YFR003C,1210
YFR004W,2238
YFR005C,2539
YFR006W,3453
YFR007W,780
YFR008W,559
YFR009W,4779
YFR009W-A,491
YFR010W,3481
YFR010W-A,1
YFR011C,937
YFR012W,53
YFR012W-A,26
YFR013W,2092
YFR014C,1722
YFR015C,4169
YFR016C,2142
YFR017C,2306
YFR018C,2351
YFR019W,4582
YFR020W,1892
YFR021W,1629
YFR022W,2900
YFR023W,30
YFR024C-A,3172
YFR025C,1417
YFR026C,509
YFR027W,409
YFR028C,2823
YFR029W,1627
YFR030W,5470
YFR031C,2013
YFR031C-A,12377
YFR032C,33
YFR032C-A,2821
YFR032C-B,718
YFR033C,4881
YFR034C,1507
YFR034W-A,493
YFR035C,26
YFR036W,740
YFR036W-A,18
YFR037C,3011
YFR038W,2178
YFR039C,1571
YFR040W,3877
YFR041C,1237
YFR042W,1637
YFR043C,887
YFR044C,8985
YFR045W,1024
YFR046C,1023
YFR047C,2233
YFR048W,1535
YFR049W,845
YFR050C,3715
YFR051C,5311
YFR052W,1786
YFR052C-A,1664
YFR053C,11708
YFR054C,51
YFR056C,5
YFR055W,8941
YFR057W,2
YKL023C-A,1291
YKR046C,9705
YKR103W,1696
YKL225W,0
YKL224C,12
YKL223W,0
YKL222C,2997
YKL221W,208
YKL220C,2006
YKL219W,1505
YKL218C,1390
YKL217W,2332
YKL216W,3731
YKL215C,3281
YKL214C,562
YKL213C,3196
YKL212W,4749
YKL211C,4205
YKL210W,7325
YKL209C,1217
YKL208W,565
YKL207W,5035
YKL206C,1293
YKL205W,2946
YKL204W,2938
YKL203C,5072
YKL202W,158
YKL201C,998
YKL198C,2187
YKL197C,2242
YKL196C,3253
YKL195W,2991
YKL194C,1249
YKL193C,926
YKL192C,4902
YKL191W,3760
YKL190W,2200
YKL189W,800
YKL188C,1512
YKL187C,2584
YKL186C,2484
YKL185W,5316
YKL184W,5720
YKL183C-A,4
YKL183W,866
YKL182W,51182
YKL181W,6827
YKL180W,7492
YKL179C,2106
YKL178C,4887
YKL177W,14
YKL176C,4988
YKL175W,5970
YKL174C,2967
YKL173W,2253
YKL172W,4189
YKL171W,1793
YKL170W,1589
YKL169C,53
YKL168C,1951
YKL167C,1091
YKL166C,1360
YKL165C-A,62
YKL165C,4598
YKL164C,32688
YKL163W,4397
YKL162C-A,126
YKL162C,397
YKL161C,5211
YKL160W,1744
YKL159C,760
YKL157W,6405
YKL156W,6277
YKL156C-A,0
YKL155C,1644
YKL154W,1137
YKL153W,22
YKL152C,17531
YKL151C,1376
YKL150W,5006
YKL149C,888
YKL148C,7433
YKL147C,17
YKL146W,4587
YKL145W,5164
YKL145W-A,400
YKL144C,1023
YKL143W,2161
YKL142W,3024
YKL141W,5140
YKL140W,2069
YKL139W,1418
YKL138C-A,891
YKL138C,979
YKL137W,1010
YKL136W,124
YKL135C,2873
YKL134C,1076
YKL133C,378
YKL132C,577
YKL131W,31
YKL130C,1170
YKL129C,2663
YKL128C,1409
YKL127W,2378
YKL126W,3988
YKL125W,2038
YKL124W,1606
YKL123W,559
YKL122C,2297
YKL121W,1629
YKL120W,5868
YKL119C,617
YKL118W,8
YKL117W,3283
YKL116C,2522
YKL115C,374
YKL114C,1324
YKL113C,1676
YKL112W,3017
YKL111C,8
YKL110C,2043
YKL109W,4840
YKL108W,679
YKL107W,83
YKL106C-A,69
YKL106W,2360
YKL105C,1961
YKL104C,13984
YKL103C,1828
YKL102C,30
YKL101W,7440
YKL100C,4685
YKL100W-A,2
YKL099C,1956
YKL098W,1966
YKL097C,21
YKL096C-B,10
YKL096W-A,14484
YKL096W,15304
YKL095W,985
YKL094W,2808
YKL093W,353
YKL092C,1567
YKL091C,1470
YKL090W,769
YKL089W,838
YKL088W,1064
YKL087C,2531
YKL086W,160
YKL085W,2526
YKL084W,682
YKL083W,16
YKL082C,1062
YKL081W,17313
YKL080W,3025
YKL079W,2225
YKL078W,1284
YKL077W,2872
YKL076C,351
YKL075C,1064
YKL074C,1473
YKL073W,2847
YKL072W,728
YKL071W,342
YKL070W,56
YKL069W,1356
YKL068W-A,2332
YKL068W,4608
YKL067W,3883
YKL066W,1982
YKL065W-A,89
YKL065C,3217
YKL064W,3687
YKL063C,1572
YKL062W,4706
YKL061W,676
YKL060C,28699
YKL059C,1412
YKL058W,2066
YKL057C,5328
YKL056C,8759
YKL055C,535
YKL054C,9160
YKL053C-A,724
YKL053W,68
YKL052C,1065
YKL051W,5739
YKL050C,1251
YKL049C,887
YKL048C,1236
YKL047W,961
YKL046C,2893
YKL045W,2047
YKL044W,359
YKL043W,2162
YKL042W,1107
YKL041W,296
YKL040C,1844
YKL039W,6318
YKL038W,3178
YKL037W,48
YKL036C,55
YKL035W,9725
YKL034W,3315
YKL033W-A,3971
YKL033W,2292
YKL032C,3638
YKL031W,196
YKL030W,12
YKL029C,8999
YKL028W,2295
YKL027W,1550
YKL026C,595
YKL025C,2662
YKL024C,1738
YKL023W,954
YKL022C,1798
YKL021C,1925
YKL020C,3202
YKL019W,2423
YKL018C-A,149
YKL018W,2000
YKL017C,1470
YKL016C,3770
YKL015W,2502
YKL014C,5318
YKL013C,3110
YKL012W,1953
YKL011C,690
YKL010C,4962
YKL009W,3424
YKL008C,2965
YKL007W,2835
YKL006C-A,848
YKL006W,5842
YKL005C,1619
YKL004W,4063
YKL003C,1392
YKL002W,1467
YKL001C,1343
YKR001C,5081
YKR002W,1629
YKR003W,1540
YKR004C,918
YKR005C,355
YKR006C,2493
YKR007W,1228
YKR008W,1768
YKR009C,1144
YKR010C,777
YKR011C,791
YKR012C,75
YKR013W,12840
YKR014C,2414
YKR015C,61
YKR016W,2432
YKR017C,921
YKR018C,2918
YKR019C,837
YKR020W,742
YKR021W,3474
YKR022C,1257
YKR023W,763
YKR024C,1927
YKR025W,752
YKR026C,2870
YKR027W,2975
YKR028W,4205
YKR029C,1572
YKR030W,1750
YKR031C,2874
YKR032W,7
YKR033C,45
YKR034W,262
YKR035C,16
YKR035W-A,1777
YKR036C,1501
YKR037C,1014
YKR038C,2926
YKR039W,10759
YKR040C,2944
YKR041W,291
YKR042W,13585
YKR043C,3838
YKR044W,1494
YKR045C,1807
YKR047W,42
YKR048C,4237
YKR049C,1231
YKR050W,3158
YKR051W,1339
YKR052C,1641
YKR053C,377
YKR054C,5141
YKR055W,469
YKR056W,1796
YKR057W,2752
YKR058W,1891
YKR059W,11820
YKR060W,1117
YKR061W,3496
YKR062W,1368
YKR063C,1316
YKR064W,1447
YKR065C,3069
YKR066C,4286
YKR067W,2338
YKR068C,2352
YKR069W,1562
YKR070W,1240
YKR071C,4466
YKR072C,3107
YKR073C,143
YKR074W,1242
YKR075C,1797
YKR075W-A,23
YKR076W,792
YKR077W,2233
YKR078W,1142
YKR079C,2654
YKR080W,1464
YKR081C,2304
YKR082W,3898
YKR083C,638
YKR084C,1694
YKR085C,1283
YKR086W,2140
YKR087C,1568
YKR088C,2357
YKR089C,1892
YKR090W,1552
YKR091W,4001
YKR092C,3293
YKR093W,18998
YKR094C,5566
YKR095W,4384
YKR095W-A,867
YKR096W,2752
YKR097W,824
YKR098C,790
YKR099W,1745
YKR100C,2181
YKR101W,909
YKR102W,1473
YKR104W,327
YKR105C,41
YKR106W,411
YOL100W,2416
YOL034W,1062
YOR033C,1763
YOR108W,8367
YOR172W,1832
YOR239W,3796
YOR321W,2217
YOL166W-A,2
YOL166C,8
YOL165C,574
YOL164W-A,88
YOL164W,2506
YOL163W,1089
YOL162W,448
YOL161C,4
YOL160W,101
YOL159C-A,841
YOL159C,1157
YOL158C,5360
YOL157C,723
YOL156W,193
YOL155W-A,3
YOL155C,7269
YOL154W,369
YOL152W,5926
YOL151W,1478
YOL150C,81
YOL149W,1008
YOL148C,2179
YOL147C,2125
YOL146W,1254
YOL145C,3858
YOL144W,961
YOL143C,1821
YOL142W,2111
YOL141W,794
YOL140W,1854
YOL139C,6040
YOL138C,2865
YOL137W,2378
YOL136C,7007
YOL135C,880
YOL134C,2
YOL133W,1260
YOL132W,91
YOL131W,6
YOL130W,4267
YOL129W,3816
YOL128C,934
YOL127W,6730
YOL126C,4793
YOL125W,1075
YOL124C,1497
YOL123W,4318
YOL122C,3007
YOL121C,5173
YOL120C,10879
YOL119C,3143
YOL118C,56
YOL117W,1067
YOL116W,972
YOL115W,1146
YOL114C,163
YOL113W,1465
YOL112W,2323
YOL111C,1544
YOL110W,966
YOL109W,5298
YOL108C,931
YOL107W,1751
YOL106W,145
YOL105C,4802
YOL104C,2939
YOL103W-B,4200
YOL103W-A,2278
YOL103W,3084
YOL102C,832
YOL101C,898
YOL099C,12
YOL098C,5071
YOL097W-A,179
YOL097C,3485
YOL096C,838
YOL095C,578
YOL094C,956
YOL093W,1477
YOL092W,3080
YOL091W,355
YOL090W,2071
YOL089C,1563
YOL088C,1860
YOL087C,2211
YOL086W-A,943
YOL086C,27142
YOL085W-A,342
YOL085C,24
YOL084W,1093
YOL083W,443
YOL083C-A,22
YOL082W,1665
YOL081W,15009
YOL080C,871
YOL079W,1
YOL078W,979
YOL077W-A,1523
YOL077C,3756
YOL076W,2249
YOL075C,1957
YOL073C,2440
YOL072W,1026
YOL071W,1255
YOL070C,2788
YOL069W,994
YOL068C,2790
YOL067C,1098
YOL066C,1238
YOL065C,577
YOL064C,1352
YOL063C,2503
YOL062C,2895
YOL061W,5405
YOL060C,4065
YOL059W,6332
YOL058W,6128
YOL057W,3448
YOL056W,736
YOL055C,1117
YOL054W,1182
YOL053W,1113
YOL052C-A,1598
YOL052C,3116
YOL051W,4856
YOL050C,2
YOL049W,3516
YOL048C,1570
YOL047C,219
YOL046C,24
YOL045W,2842
YOL044W,500
YOL043C,898
YOL042W,1386
YOL041C,2528
YOL040C,10730
YOL039W,7808
YOL038C-A,172
YOL038W,3988
YOL037C,7
YOL036W,3767
YOL035C,0
YOL033W,952
YOL032W,978
YOL031C,1854
YOL030W,10034
YOL029C,494
YOL028C,950
YOL027C,2695
YOL026C,1722
YOL025W,704
YOL024W,21
YOL023W,1180
YOL022C,2471
YOL021C,4625
YOL020W,7681
YOL019W-A,3
YOL019W,5973
YOL018C,1373
YOL017W,1163
YOL016C,2236
YOL015W,527
YOL014W,520
YOL013W-B,2
YOL013W-A,63
YOL013C,1781
YOL012C,1754
YOL011W,6423
YOL010W,2629
YOL009C,1082
YOL008W,754
YOL007C,3595
YOL006C,2623
YOL005C,2160
YOL004W,8115
YOL003C,2134
YOL002C,2253
YOL001W,1672
YOR001W,3171
YOR002W,5443
YOR003W,1130
YOR004W,1499
YOR005C,1533
YOR006C,1160
YOR007C,4211
YOR008C,3425
YOR008C-A,6
YOR008W-B,425
YOR009W,2093
YOR010C,575
YOR011W,2339
YOR011W-A,1
YOR012W,89
YOR013W,119
YOR014W,5660
YOR015W,438
YOR016C,2269
YOR017W,1724
YOR018W,2083
YOR019W,727
YOR020C,4823
YOR020W-A,1292
YOR021C,1848
YOR022C,789
YOR023C,4429
YOR024W,43
YOR025W,2491
YOR026W,1510
YOR027W,6851
YOR028C,1975
YOR029W,11
YOR030W,3268
YOR031W,321
YOR032C,548
YOR032W-A,89
YOR034C,2864
YOR034C-A,173
YOR035C,2422
YOR036W,1180
YOR037W,1927
YOR038C,1036
YOR039W,2539
YOR040W,398
YOR041C,102
YOR042W,2687
YOR043W,4088
YOR044W,1424
YOR045W,1491
YOR046C,3244
YOR047C,2465
YOR048C,3867
YOR049C,140
YOR050C,4
YOR051C,2264
YOR052C,3415
YOR053W,24
YOR054C,1496
YOR055W,35
YOR056C,1928
YOR057W,1502
YOR058C,1872
YOR059C,2326
YOR060C,1671
YOR061W,2969
YOR062C,917
YOR063W,17367
YOR064C,1175
