GeneID,xrn1.2
YFL036W,1010
YFL037W,3492
YFL038C,3154
YFL039C,14844
YFL041W,873
YFL041W-A,247
YFL042C,181
YFL044C,1742
YFL045C,18091
YFL046W,872
YFL047W,906
YFL048C,374
YFL049W,292
YFL050C,379
YFL052W,74
YFL053W,0
YFL054C,79
YFL055W,23
YFL059W,0
YFL060C,0
YFL061W,0
YFL062W,0
YFL064C,172
YFR001W,3089
YFR002W,1057
YFR003C,863
YFR004W,2603
YFR005C,624
YFR006W,131
YFR007W,472
YFR008W,364
YFR009W,1275
YFR010W,908
YFR011C,1945
YFR013W,323
YFR014C,226
YFR015C,274
YFR016C,249
YFR017C,476
YFR018C,1085
YFR019W,201
YFR020W,743
YFR021W,802
YFR022W,612
YFR024C-A,293
YFR025C,192
YFR026C,29
YFR027W,159
YFR028C,318
YFR029W,158
YFR030W,587
YFR031C,259
YFR031C-A,22633
YFR032C-A,14435
YFR033C,3574
YFR034C,1059
YFR034W-A,43
YFR035C,0
YFR036W,526
YFR036W-A,0
YFR037C,1110
YFR038W,505
YFR039C,362
YFR040W,312
YFR041C,526
YFR042W,1957
YFR043C,126
YFR044C,3323
YFR045W,645
YFR046C,234
YFR047C,710
YFR048W,371
YFR049W,1211
YFR050C,2877
YFR051C,1739
YFR052W,4300
YFR053C,5427
YFR055W,2509
YGL001C,1655
YGL002W,2627
YGL003C,406
YGL004C,365
YGL005C,514
YGL006W,352
YGL007C-A,263
YGL008C,20308
YGL009C,4375
YGL010W,799
YGL011C,3953
YGL012W,3418
YGL013C,375
YGL014W,986
YGL016W,784
YGL017W,376
YGL018C,364
YGL019W,3550
YGL020C,1915
YGL021W,387
YGL022W,291
YGL023C,694
YGL025C,279
YGL026C,2201
YGL027C,1314
YGL028C,3590
YGL029W,1163
YGL030W,7695
YGL031C,21158
YGL032C,2096
YGL035C,437
YGL036W,170
YGL037C,3495
YGL038C,581
YGL039W,404
YGL040C,1309
YGL041C,0
YGL041C-B,0
YGL041W-A,548
YGL043W,1975
YGL044C,394
YGL045W,42
YGL047W,604
YGL048C,3217
YGL049C,332
YGL050W,1367
YGL051W,34
YGL053W,224
YGL054C,8970
YGL055W,8392
YGL056C,466
YGL057C,453
YGL058W,2327
YGL059W,396
YGL060W,288
YGL061C,432
YGL062W,534
YGL063C-A,0
YGL063W,300
YGL064C,55
YGL065C,651
YGL066W,315
YGL067W,1390
YGL068W,3698
YGL069C,0
YGL070C,2080
YGL071W,606
YGL073W,281
YGL075C,178
YGL076C,27048
YGL077C,2450
YGL078C,883
YGL079W,1225
YGL080W,1521
YGL081W,0
YGL082W,354
YGL083W,260
YGL084C,459
YGL085W,313
YGL087C,3081
YGL088W,0
YGL089C,41
YGL090W,599
YGL091C,659
YGL092W,736
YGL093W,280
YGL094C,357
YGL095C,952
YGL097W,471
YGL098W,2566
YGL099W,381
YGL100W,1386
YGL101W,1420
YGL103W,65583
YGL104C,239
YGL105W,8024
YGL106W,2780
YGL107C,877
YGL108C,224
YGL110C,133
YGL111W,922
YGL112C,793
YGL113W,186
YGL114W,618
YGL115W,1379
YGL116W,154
YGL117W,1014
YGL118C,26
YGL119W,502
YGL120C,2384
YGL121C,563
YGL122C,1743
YGL123W,109634
YGL124C,94
YGL125W,2037
YGL126W,1550
YGL127C,1378
YGL128C,289
YGL129C,607
YGL130W,715
YGL131C,172
YGL133W,171
YGL134W,263
YGL135W,72369
YGL136C,755
YGL137W,2036
YGL139W,388
YGL140C,1134
YGL141W,264
YGL142C,827
YGL143C,284
YGL144C,208
YGL145W,499
YGL146C,96
YGL147C,79279
YGL148W,3999
YGL150C,886
YGL151W,251
YGL153W,447
YGL154C,979
YGL155W,634
YGL156W,179
YGL157W,2204
YGL159W,394
YGL160W,564
YGL161C,2969
YGL162W,363
YGL163C,54
YGL164C,291
YGL165C,0
YGL166W,713
YGL167C,2220
YGL169W,357
YGL170C,0
YGL171W,319
YGL172W,893
YGL173C,51
YGL174W,167
YGL175C,357
YGL176C,195
YGL178W,249
YGL179C,576
YGL180W,201
YGL181W,1007
YGL183C,0
YGL184C,164
YGL185C,248
YGL186C,707
YGL187C,6505
YGL189C,115752
YGL190C,1425
YGL191W,4545
YGL194C,774
YGL194C-A,1350
YGL195W,3051
YGL196W,410
YGL197W,452
YGL198W,1065
YGL199C,0
YGL200C,9229
YGL201C,536
YGL202W,3619
YGL203C,460
YGL204C,217
YGL205W,0
YGL206C,2071
YGL207W,1854
YGL208W,150
YGL209W,825
YGL210W,976
YGL211W,427
YGL212W,313
YGL213C,1589
YGL215W,1356
YGL216W,345
YGL219C,517
YGL220W,0
YGL221C,3586
YGL222C,840
YGL223C,311
YGL224C,732
YGL225W,7684
YGL226C-A,1302
YGL226W,840
YGL227W,188
YGL228W,1158
YGL229C,81
YGL231C,2487
YGL232W,1033
YGL233W,717
YGL234W,3567
YGL236C,234
YGL237C,65
YGL238W,1640
YGL240W,383
YGL241W,182
YGL242C,1241
YGL243W,418
YGL244W,1018
YGL245W,3172
YGL246C,827
YGL247W,841
YGL248W,643
YGL250W,256
YGL252C,911
YGL253W,39239
YGL254W,382
YGL255W,917
YGL256W,3351
YGL257C,585
YGL258W,54
YGR001C,2194
YGR002C,343
YGR003W,387
YGR004W,189
YGR005C,687
YGR006W,296
YGR007W,1552
YGR008C,3096
YGR009C,332
YGR010W,369
YGR012W,354
YGR013W,206
YGR014W,413
YGR015C,306
YGR016W,111
YGR017W,1459
YGR018C,19
YGR019W,202
YGR020C,4671
YGR021W,307
YGR023W,776
YGR024C,4466
YGR026W,2582
YGR027C,70276
YGR027W-A,345
YGR028W,397
YGR029W,1034
YGR030C,544
YGR031W,450
YGR032W,636
YGR033C,2329
YGR034W,23147
YGR035C,26
YGR035W-A,17
YGR036C,614
YGR037C,4583
YGR038W,3334
YGR039W,113
YGR040W,335
YGR041W,880
YGR042W,977
YGR043C,112
YGR044C,2479
YGR045C,0
YGR046W,357
YGR047C,513
YGR048W,431
YGR049W,1232
YGR050C,225
YGR052W,20
YGR053C,56
YGR054W,4621
YGR055W,932
YGR056W,427
YGR057C,312
YGR058W,212
YGR060W,13140
YGR061C,3592
YGR062C,758
YGR063C,4685
YGR065C,1066
YGR066C,0
YGR068C,400
YGR070W,269
YGR071C,401
YGR072W,523
YGR074W,3576
YGR075C,231
YGR076C,1147
YGR077C,995
YGR078C,1402
YGR080W,907
YGR081C,2279
YGR082W,3210
YGR083C,589
YGR085C,25800
YGR086C,3415
YGR087C,0
YGR088W,216
YGR089W,232
YGR090W,661
YGR091W,146
YGR092W,496
YGR093W,320
YGR095C,883
YGR096W,415
YGR097W,1166
YGR098C,282
YGR099W,318
YGR100W,409
YGR101W,1117
YGR102C,350
YGR103W,944
YGR104C,366
YGR105W,3573
YGR106C,8177
YGR107W,206
YGR108W,2128
YGR109C,62
YGR110W,337
YGR111W,832
YGR112W,337
YGR113W,617
YGR116W,81
YGR117C,1567
YGR118W,24954
YGR119C,1220
YGR120C,595
YGR121C,150
YGR122W,34
YGR123C,1706
YGR124W,2433
YGR125W,554
YGR126W,362
YGR127W,29
YGR128C,1427
YGR129W,284
YGR130C,759
YGR131W,638
YGR132C,3063
YGR133W,692
YGR134W,167
YGR135W,2118
YGR136W,1319
YGR137W,54
YGR138C,166
YGR140W,305
YGR141W,357
YGR142W,427
YGR143W,546
YGR144W,27
YGR145W,442
YGR146C,1965
YGR146C-A,0
YGR147C,1015
YGR148C,28651
YGR149W,314
YGR150C,305
YGR152C,658
YGR153W,99
YGR154C,296
YGR155W,6603
YGR156W,109
YGR157W,3634
YGR158C,641
YGR159C,6796
YGR161C,753
YGR161W-A,0
YGR161W-C,1439
YGR162W,3879
YGR163W,701
YGR164W,0
YGR165W,1022
YGR166W,320
YGR167W,1881
YGR168C,387
YGR169C,309
YGR169C-A,1752
YGR170W,284
YGR171C,324
YGR172C,2425
YGR173W,1952
YGR174C,475
YGR174W-A,0
YGR175C,2685
YGR176W,0
YGR177C,373
YGR178C,618
YGR179C,277
YGR180C,5820
YGR181W,2977
YGR183C,9305
YGR184C,745
YGR185C,3397
YGR186W,597
YGR187C,131
YGR188C,173
YGR189C,5524
YGR191W,4948
YGR192C,202318
YGR193C,979
YGR194C,421
YGR195W,1277
YGR196C,160
YGR197C,339
YGR198W,1012
YGR199W,355
YGR200C,377
YGR201C,995
YGR202C,529
YGR203W,1011
YGR204W,3061
YGR205W,527
YGR206W,1043
YGR207C,1787
YGR208W,727
YGR209C,2290
YGR210C,2172
YGR211W,1693
YGR212W,0
YGR213C,90
YGR214W,40762
YGR215W,2787
YGR216C,1709
YGR217W,78
YGR218W,886
YGR220C,808
YGR221C,165
YGR222W,1034
YGR223C,461
YGR224W,0
YGR227W,1946
YGR229C,1630
YGR230W,652
YGR231C,1284
YGR232W,1983
YGR233C,545
YGR234W,15214
YGR235C,779
YGR237C,272
YGR238C,75
YGR239C,237
YGR240C,6912
YGR241C,703
YGR243W,300
YGR244C,826
YGR245C,383
YGR246C,197
YGR247W,453
YGR248W,113
YGR249W,27
YGR250C,505
YGR251W,1210
YGR252W,348
YGR253C,1501
YGR254W,4881
YGR255C,592
YGR256W,20
YGR257C,691
YGR258C,203
YGR259C,55
YGR260W,736
YGR261C,812
YGR262C,1101
YGR263C,443
YGR264C,4176
YGR266W,411
YGR267C,2315
YGR268C,935
YGR269W,24
YGR270W,1395
YGR271C-A,841
YGR271W,514
YGR274C,239
YGR275W,1927
YGR276C,372
YGR277C,1317
YGR278W,124
YGR279C,8781
YGR280C,468
YGR281W,303
YGR282C,23744
YGR283C,912
YGR284C,2836
YGR285C,3605
YGR286C,637
YGR287C,77
YGR288W,131
YGR289C,392
YGR292W,0
YGR295C,2561
YHL001W,14035
YHL002C-A,56
YHL002W,1242
YHL003C,1221
YHL004W,1408
YHL006C,143
YHL006W-A,0
YHL007C,739
YHL009C,111
YHL010C,189
YHL011C,2011
YHL013C,335
YHL014C,291
YHL015W,53138
YHL016C,110
YHL017W,672
YHL018W,219
YHL019C,151
YHL020C,245
YHL021C,1199
YHL023C,227
YHL024W,25
YHL025W,586
YHL026C,269
YHL027W,567
YHL028W,66
YHL029C,1101
YHL030W,428
YHL031C,753
YHL032C,617
YHL033C,1828
YHL034C,4372
YHL035C,515
YHL036W,222
YHL037C,22
YHL038C,446
YHL039W,1678
YHL040C,960
YHL044W,262
YHL047C,464
YHL048W,604
YHL049C,0
YHR001W,365
YHR001W-A,4293
YHR002W,148
YHR003C,550
YHR004C,407
YHR005C,962
YHR005C-A,8389
YHR006W,298
YHR007C,5189
YHR008C,2104
YHR009C,450
YHR010W,70005
YHR011W,129
YHR012W,1615
YHR013C,1542
YHR015W,0
YHR016C,132
YHR017W,850
YHR018C,3185
YHR019C,6110
YHR020W,4099
YHR021C,14171
YHR022C,138
YHR023W,474
YHR024C,2060
YHR025W,4309
YHR026W,1292
YHR027C,1592
YHR028C,926
YHR029C,574
YHR030C,1261
YHR031C,298
YHR032W,1640
YHR033W,427
YHR034C,156
YHR035W,162
YHR036W,244
YHR037W,792
YHR038W,680
YHR039C,1843
YHR039C-A,15814
YHR040W,547
YHR041C,1665
YHR042W,1685
YHR043C,539
YHR044C,395
YHR045W,802
YHR046C,531
YHR047C,3007
YHR048W,257
YHR049W,12411
YHR050W,292
YHR051W,8777
YHR052W,1820
YHR052W-A,0
YHR053C,0
YHR055C,73
YHR056C,696
YHR056W-A,0
YHR057C,820
YHR058C,466
YHR059W,1081
YHR060W,1466
YHR061C,549
YHR062C,548
YHR063C,1006
YHR064C,7489
YHR065C,508
YHR066W,633
YHR067W,628
YHR068W,378
YHR069C,1921
YHR069C-A,37
YHR070W,854
YHR071C-A,72
YHR071W,962
YHR072W,1077
YHR072W-A,3503
YHR073W,1356
YHR074W,1232
YHR075C,256
YHR076W,332
YHR077C,342
YHR078W,1285
YHR079C,246
YHR080C,364
YHR081W,1209
YHR082C,874
YHR083W,1286
YHR084W,470
YHR085W,996
YHR086W,1989
YHR087W,1281
YHR088W,873
YHR089C,6860
YHR090C,415
YHR091C,189
YHR092C,268
YHR094C,1327
YHR096C,0
YHR097C,68
YHR098C,2113
YHR099W,780
YHR100C,941
YHR101C,502
YHR102W,227
YHR103W,1127
YHR104W,4337
YHR105W,152
YHR106W,109
YHR107C,610
YHR108W,978
YHR109W,226
YHR110W,702
YHR111W,294
YHR112C,357
YHR113W,1433
YHR114W,508
YHR115C,1054
YHR117W,678
YHR118C,274
YHR119W,893
YHR120W,108
YHR121W,2907
YHR122W,1307
YHR123W,1746
YHR127W,728
YHR128W,12679
YHR129C,281
YHR131C,354
YHR132C,901
YHR132W-A,1165
YHR133C,4501
YHR134W,678
YHR135C,662
YHR136C,0
YHR137W,1450
YHR138C,557
YHR139C,0
YHR140W,0
YHR141C,44608
YHR142W,856
YHR143W,5664
YHR143W-A,8058
YHR144C,1130
YHR145C,39
YHR146W,284
YHR147C,1345
YHR148W,885
YHR149C,361
YHR150W,169
YHR151C,1025
YHR152W,783
YHR153C,275
YHR154W,439
YHR155W,739
YHR156C,130
YHR157W,99
YHR158C,509
YHR159W,204
YHR161C,603
YHR162W,9295
YHR163W,7266
YHR164C,89
YHR165C,505
YHR166C,202
YHR167W,259
YHR168W,157
YHR169W,683
YHR170W,2930
YHR171W,60
YHR172W,384
YHR174W,63666
YHR175W,25
YHR177W,104
YHR178W,72
YHR179W,2776
YHR180W,42
YHR180W-A,0
YHR181W,3018
YHR182W,119
YHR183W,1834
YHR186C,388
YHR187W,562
YHR188C,2175
YHR189W,502
YHR190W,6773
YHR191C,557
YHR192W,833
YHR193C,16240
YHR193C-A,0
YHR194W,290
YHR195W,664
YHR196W,2046
YHR197W,635
YHR198C,1143
YHR199C,1482
YHR199C-A,626
YHR200W,1650
YHR201C,543
YHR202W,194
YHR203C,57002
YHR204W,1291
YHR205W,1680
YHR206W,1163
YHR207C,287
YHR208W,5103
YHR209W,317
YHR210C,299
YHR211W,0
YHR214C-C,1547
YHR216W,380
YIL001W,124
YIL002C,192
YIL002W-A,2433
YIL003W,431
YIL004C,1201
YIL005W,747
YIL006W,287
YIL007C,691
YIL008W,1342
YIL009C-A,1214
YIL009W,804
YIL010W,802
YIL011W,102
YIL013C,0
YIL014C-A,123
YIL014W,672
YIL015W,1020
YIL016W,1446
YIL017C,346
YIL018W,35242
YIL019W,344
YIL020C,588
YIL021W,1246
YIL022W,1310
YIL023C,1460
YIL024C,42
YIL026C,306
YIL027C,2770
YIL028W,191
YIL029C,263
YIL030C,816
YIL031W,407
YIL033C,1524
YIL034C,1476
YIL035C,1321
YIL036W,372
YIL038C,837
YIL039W,1758
YIL040W,8067
YIL041W,2339
YIL042C,304
YIL043C,3733
YIL044C,1205
YIL045W,29
YIL046W,407
YIL046W-A,81
YIL047C,2553
YIL048W,628
YIL049W,499
YIL050W,742
YIL051C,21056
YIL052C,64122
YIL053W,14191
YIL055C,108
YIL056W,805
YIL057C,0
YIL059C,812
YIL060W,0
YIL061C,389
YIL062C,5521
YIL063C,303
YIL065C,662
YIL066C,0
YIL067C,121
YIL068C,432
YIL069C,69491
YIL070C,943
YIL071C,143
YIL074C,599
YIL075C,2089
YIL076W,4160
YIL077C,746
YIL078W,3022
YIL079C,1143
YIL082W,173
YIL083C,556
YIL084C,736
YIL085C,535
YIL087C,1039
YIL088C,904
YIL089W,97
YIL090W,5102
YIL091C,1425
YIL092W,64
YIL093C,496
YIL094C,2994
YIL095W,150
YIL096C,189
YIL097W,380
YIL098C,2051
YIL099W,22
YIL100W,0
YIL101C,52
YIL102C-A,1853
YIL103W,499
YIL104C,330
YIL105C,351
YIL106W,525
YIL107C,118
YIL108W,1093
YIL109C,2227
YIL110W,800
YIL111W,145
YIL112W,298
YIL113W,40
YIL114C,1537
YIL115C,526
YIL116W,1636
YIL117C,1228
YIL118W,1105
YIL119C,97
YIL121W,139
YIL122W,238
YIL123W,1990
YIL124W,1467
YIL125W,2399
YIL126W,588
YIL127C,1661
YIL128W,848
YIL129C,870
YIL130W,369
YIL131C,842
YIL132C,154
YIL133C,117242
YIL134C-A,36
YIL134W,1088
YIL135C,796
YIL136W,382
YIL137C,1282
YIL138C,1699
YIL139C,476
YIL140W,382
YIL142W,2776
YIL143C,306
YIL144W,97
YIL145C,4109
YIL146C,80
YIL147C,202
YIL148W,136934
YIL149C,267
YIL150C,100
YIL151C,239
YIL152W,431
YIL153W,350
YIL154C,347
YIL155C,154
YIL156W,350
YIL156W-B,329
YIL157C,2093
YIL158W,1506
YIL159W,60
YIL160C,0
YIL161W,612
YIL163C,0
YIL164C,933
YIL166C,72
YIR001C,965
YIR002C,378
YIR003W,294
YIR004W,1070
YIR005W,292
YIR006C,2362
YIR007W,137
YIR008C,349
YIR009W,774
YIR010W,236
YIR011C,498
YIR012W,1139
YIR014W,114
YIR015W,248
YIR016W,78
YIR017C,373
YIR018C-A,1373
YIR018W,196
YIR020C-B,0
YIR021W,1369
YIR022W,3162
YIR023W,288
YIR024C,511
YIR025W,193
YIR026C,908
YIR027C,0
YIR028W,0
YIR029W,145
YIR030C,45
YIR030W-A,123
YIR031C,471
YIR032C,410
YIR033W,603
YIR034C,732
YIR035C,1454
YIR036C,974
YIR037W,2406
YIR038C,2702
YIR039C,296
YIR042C,546
YJL001W,6389
YJL002C,5863
YJL003W,396
YJL004C,2160
YJL005W,915
YJL006C,174
YJL008C,2083
YJL010C,625
YJL011C,791
YJL012C,1892
YJL013C,393
YJL014W,1726
YJL016W,401
YJL019W,400
YJL020C,843
YJL023C,236
YJL024C,660
YJL025W,540
YJL026W,6789
YJL027C,0
YJL029C,222
YJL030W,792
YJL031C,423
YJL033W,954
YJL034W,19530
YJL035C,331
YJL036W,446
YJL038C,0
YJL039C,741
YJL041W,811
YJL042W,516
YJL044C,508
YJL046W,790
YJL047C,112
YJL047C-A,393
YJL048C,899
YJL049W,297
YJL050W,556
YJL051W,170
YJL052W,475
YJL053W,450
YJL054W,1236
YJL055W,2080
YJL056C,450
YJL057C,234
YJL058C,223
YJL059W,274
YJL060W,1886
YJL061W,1071
YJL062W,256
YJL062W-A,2810
YJL063C,1781
YJL065C,2393
YJL066C,772
YJL068C,1151
YJL069C,1014
YJL070C,173
YJL071W,487
YJL072C,1073
YJL073W,511
YJL074C,470
YJL076W,838
YJL077W-A,0
YJL077W-B,83
YJL078C,2045
YJL079C,722
YJL080C,2283
YJL081C,1163
YJL082W,587
YJL083W,312
YJL084C,284
YJL085W,437
YJL087C,438
YJL088W,207
YJL089W,0
YJL090C,270
YJL091C,942
YJL092W,743
YJL093C,1063
YJL094C,676
YJL095W,45
YJL096W,2577
YJL097W,1503
YJL098W,501
YJL099W,129
YJL100W,373
YJL101C,837
YJL102W,462
YJL103C,299
YJL104W,3706
YJL106W,125
YJL107C,424
YJL109C,1311
YJL110C,967
YJL111W,2753
YJL112W,279
YJL113W,0
YJL115W,318
YJL116C,109
YJL117W,1034
YJL118W,777
YJL119C,166
YJL121C,3966
YJL122W,1178
YJL123C,959
YJL124C,2868
YJL125C,994
YJL126W,191
YJL127C,402
YJL127C-B,2975
YJL128C,602
YJL129C,1177
YJL130C,1944
YJL131C,144
YJL132W,96
YJL133C-A,516
YJL133W,823
YJL134W,682
YJL135W,0
YJL136C,43135
YJL137C,345
YJL138C,21333
YJL139C,429
YJL140W,2696
YJL141C,675
YJL143W,9547
YJL144W,115
YJL145W,547
YJL146W,309
YJL147C,194
YJL148W,4848
YJL149W,260
YJL150W,41
YJL151C,2806
YJL152W,0
YJL153C,85
YJL154C,2066
YJL155C,165
YJL156C,225
YJL157C,672
YJL158C,21995
YJL159W,41305
YJL160C,158
YJL161W,90
YJL162C,369
YJL163C,130
YJL164C,932
YJL165C,524
YJL166W,16832
YJL167W,3302
YJL168C,679
YJL169W,86
YJL170C,77
YJL171C,3964
YJL172W,3735
YJL173C,2589
YJL174W,3674
YJL176C,442
YJL177W,31267
YJL178C,3587
YJL179W,2605
YJL180C,601
YJL181W,81
YJL183W,1611
YJL184W,918
YJL185C,258
YJL186W,1572
YJL187C,350
YJL189W,22141
YJL190C,50366
YJL191W,43480
YJL192C,4468
YJL193W,1132
YJL194W,861
YJL195C,0
YJL196C,5321
YJL197W,529
YJL198W,1347
YJL199C,770
YJL200C,428
YJL201W,473
YJL203W,344
YJL204C,341
YJL205C,274
YJL206C,203
YJL207C,792
YJL208C,356
YJL209W,634
YJL210W,1313
YJL211C,0
YJL212C,1387
YJL213W,192
YJL217W,2088
YJL218W,88
YJR001W,2875
YJR002W,2160
YJR003C,531
YJR004C,590
YJR005C-A,0
YJR005W,506
YJR006W,1396
YJR007W,4467
YJR008W,248
YJR009C,18351
YJR010C-A,1970
YJR010W,657
YJR011C,210
YJR013W,676
YJR014W,3037
YJR015W,3605
YJR016C,27530
YJR017C,447
YJR018W,25
YJR019C,432
YJR020W,34
YJR021C,538
YJR022W,558
YJR023C,0
YJR024C,3847
YJR025C,1470
YJR026W,45
YJR030C,58
YJR031C,330
YJR032W,462
YJR033C,315
YJR034W,1495
YJR035W,213
YJR036C,30
YJR039W,254
YJR040W,440
YJR041C,873
YJR042W,1104
YJR043C,448
YJR044C,1774
YJR045C,16538
YJR046W,209
YJR047C,35
YJR048W,3759
YJR049C,287
YJR050W,518
YJR051W,831
YJR052W,97
YJR053W,264
YJR054W,462
YJR055W,225
YJR056C,685
YJR057W,929
YJR058C,3964
YJR059W,509
YJR060W,375
YJR061W,24
YJR062C,613
YJR063W,2997
YJR064W,1713
YJR065C,2324
YJR066W,334
YJR067C,614
YJR068W,753
YJR069C,2660
YJR070C,2806
YJR072C,548
YJR073C,9741
YJR074W,0
YJR075W,2360
YJR076C,1170
YJR077C,13154
YJR078W,0
YJR079W,17
YJR080C,268
YJR082C,2184
YJR083C,210
YJR084W,303
YJR085C,6971
YJR086W,727
YJR088C,1687
YJR089W,192
YJR090C,420
YJR091C,1529
YJR092W,183
YJR093C,323
YJR094C,41
YJR094W-A,29990
YJR096W,669
YJR097W,478
YJR098C,217
YJR099W,531
YJR100C,526
YJR101W,1511
YJR102C,349
YJR103W,331
YJR104C,14264
YJR105W,7286
YJR106W,276
YJR109C,1724
YJR110W,45
YJR111C,438
YJR112W,376
YJR112W-A,1875
YJR113C,1016
YJR115W,59
YJR116W,177
YJR117W,3722
YJR118C,1877
YJR119C,56
YJR121W,8897
YJR122W,546
YJR123W,143271
YJR124C,609
YJR125C,1299
YJR126C,963
YJR127C,39
YJR128W,0
YJR129C,228
YJR130C,725
YJR131W,392
YJR132W,316
YJR133W,882
YJR134C,247
YJR135C,391
YJR135W-A,491
YJR136C,285
YJR137C,1135
YJR138W,89
YJR139C,9656
YJR140C,146
YJR141W,503
YJR142W,729
YJR143C,1202
YJR144W,2554
YJR145C,20964
YJR146W,0
YJR147W,690
YJR148W,2403
YJR149W,87
YJR150C,0
YJR152W,217
YJR153W,0
YJR154W,226
YJR155W,32
YKL001C,1000
YKL002W,1224
YKL003C,2220
YKL004W,1837
YKL005C,582
YKL006C-A,666
YKL006W,58083
YKL007W,2547
YKL008C,1645
YKL009W,7416
YKL010C,936
YKL011C,244
YKL012W,381
YKL013C,11403
YKL014C,789
YKL015W,816
YKL016C,6659
YKL017C,294
YKL018C-A,608
YKL018W,747
YKL019W,889
YKL020C,563
YKL023W,414
YKL024C,3461
YKL025C,468
YKL026C,488
YKL027W,388
YKL028W,489
YKL029C,4733
YKL031W,59
YKL032C,348
YKL033W,256
YKL033W-A,1888
YKL034W,319
YKL035W,5296
YKL038W,396
YKL039W,3092
YKL040C,1562
YKL041W,146
YKL042W,282
YKL043W,645
YKL044W,45
YKL045W,323
YKL046C,782
YKL047W,132
YKL048C,231
YKL049C,467
YKL051W,1205
YKL052C,363
YKL053C-A,1451
YKL053W,15
YKL054C,1020
YKL055C,333
YKL056C,64127
YKL057C,2142
YKL058W,3424
YKL059C,258
YKL060C,58953
YKL061W,970
YKL062W,889
YKL063C,1316
YKL064W,973
YKL065C,4859
YKL065W-A,57
YKL066W,0
YKL067W,3665
YKL068W,502
YKL068W-A,2000
YKL069W,1057
YKL071W,24
YKL072W,294
YKL073W,938
YKL074C,493
YKL075C,155
YKL076C,20
YKL077W,1372
YKL078W,353
YKL079W,295
YKL080W,4496
YKL081W,30861
YKL082C,684
YKL084W,753
YKL085W,2522
YKL086W,0
YKL087C,1317
YKL088W,132
YKL089W,86
YKL090W,162
YKL091C,551
YKL092C,195
YKL093W,50
YKL094W,721
YKL095W,236
YKL096C-B,87
YKL096W,11277
YKL096W-A,33895
YKL098W,1009
YKL099C,884
YKL100C,1812
YKL101W,605
YKL103C,628
YKL104C,2304
YKL105C,105
YKL106C-A,31
YKL106W,1599
YKL107W,0
YKL108W,225
YKL109W,2017
YKL110C,1060
YKL111C,0
YKL112W,378
YKL113C,1257
YKL114C,360
YKL115C,0
YKL116C,935
YKL117W,2979
YKL119C,1398
YKL120W,3383
YKL121W,360
YKL122C,2324
YKL124W,124
YKL125W,446
YKL126W,1282
YKL127W,1284
YKL128C,2543
YKL129C,232
YKL130C,953
YKL131W,0
YKL132C,133
YKL133C,77
YKL134C,420
YKL135C,367
YKL136W,37
YKL137W,1601
YKL138C,2151
YKL138C-A,1293
YKL139W,172
YKL140W,260
YKL141W,1468
YKL142W,1800
YKL143W,1217
YKL144C,672
YKL145W,2225
YKL146W,1077
YKL148C,865
YKL149C,611
YKL150W,27
YKL151C,276
YKL152C,23212
YKL153W,19
YKL154W,1915
YKL155C,303
YKL156W,38932
YKL157W,565
YKL159C,249
YKL160W,5265
YKL161C,755
YKL162C,0
YKL162C-A,90
YKL163W,2297
YKL164C,9762
YKL165C,780
YKL165C-A,0
YKL166C,480
YKL167C,2629
YKL168C,206
YKL170W,2226
YKL171W,161
YKL172W,1458
YKL173W,371
YKL174C,735
YKL175W,1868
YKL176C,4649
YKL178C,0
YKL179C,351
YKL180W,79143
YKL181W,3808
YKL182W,14546
YKL183C-A,0
YKL183W,250
YKL184W,2757
YKL185W,784
YKL186C,513
YKL187C,0
YKL189W,216
YKL190W,1328
YKL191W,1378
YKL192C,5779
YKL193C,459
YKL194C,440
YKL195W,1249
YKL196C,4824
YKL197C,238
YKL198C,193
YKL201C,0
YKL203C,239
YKL204W,241
YKL205W,849
YKL206C,499
YKL207W,1168
YKL208W,315
YKL209C,1406
YKL210W,1306
YKL211C,1540
YKL212W,2040
YKL213C,903
YKL214C,1169
YKL215C,794
YKL216W,2641
YKL217W,0
YKL218C,328
YKL219W,497
YKL220C,94
YKL221W,225
YKL222C,387
YKR001C,2746
YKR002W,455
YKR003W,1197
YKR004C,291
YKR006C,2333
YKR007W,989
YKR008W,468
YKR010C,83
YKR011C,395
YKR012C,0
YKR013W,6291
YKR014C,2659
YKR015C,0
YKR016W,611
YKR017C,23
YKR018C,1356
YKR019C,71
YKR020W,507
YKR021W,380
YKR022C,878
YKR023W,366
YKR024C,290
YKR025W,776
YKR026C,915
YKR027W,277
YKR028W,1220
YKR029C,175
YKR030W,1492
YKR031C,213
YKR033C,0
YKR034W,23
YKR035W-A,1912
YKR036C,311
YKR037C,109
YKR038C,2227
YKR039W,2161
YKR041W,70
YKR042W,4149
YKR043C,7518
YKR044W,579
YKR045C,541
YKR046C,6125
YKR048C,2297
YKR049C,1021
YKR050W,338
YKR051W,428
YKR052C,967
YKR054C,331
YKR055W,373
YKR057W,10253
YKR058W,292
YKR059W,15299
YKR060W,441
YKR061W,630
YKR062W,918
YKR063C,284
YKR064W,111
YKR065C,3285
YKR066C,753
YKR067W,612
YKR068C,104
YKR069W,286
YKR070W,847
YKR071C,2369
YKR072C,389
YKR073C,0
YKR074W,1424
YKR075C,393
YKR076W,193
YKR077W,511
YKR078W,249
YKR079C,377
YKR080W,692
YKR081C,1182
YKR082W,590
