GeneID,xrn1.1
YFL045C,16803
YFL046W,709
YFL047W,908
YFL048C,348
YFL049W,295
YFL050C,351
YFL052W,91
YFL053W,0
YFL054C,100
YFL055W,17
YFL059W,0
YFL060C,0
YFL061W,0
YFL062W,0
YFL064C,186
YFR001W,2727
YFR002W,1062
YFR003C,743
YFR004W,2285
YFR005C,675
YFR006W,139
YFR007W,473
YFR008W,324
YFR009W,1134
YFR010W,917
YFR011C,1684
YFR013W,254
YFR014C,216
YFR015C,308
YFR016C,212
YFR017C,425
YFR018C,975
YFR019W,186
YFR020W,665
YFR021W,773
YFR022W,642
YFR024C-A,277
YFR025C,152
YFR026C,20
YFR027W,104
YFR028C,291
YFR029W,174
YFR030W,706
YFR031C,197
YFR031C-A,23437
YFR032C-A,11251
YFR033C,2883
YFR034C,999
YFR034W-A,48
YFR035C,0
YFR036W,434
YFR036W-A,0
YFR037C,1014
YFR038W,486
YFR039C,361
YFR040W,239
YFR041C,441
YFR042W,1830
YFR043C,90
YFR044C,3513
YFR045W,662
YFR046C,181
YFR047C,629
YFR048W,427
YFR049W,1014
YFR050C,2792
YFR051C,1732
YFR052W,4015
YFR053C,5493
YFR055W,2705
YGL001C,1636
YGL002W,2596
YGL003C,416
YGL004C,351
YGL005C,442
YGL006W,312
YGL007C-A,264
YGL008C,28568
YGL009C,4202
YGL010W,700
YGL011C,3417
YGL012W,3821
YGL013C,304
YGL014W,1173
YGL016W,816
YGL017W,334
YGL018C,319
YGL019W,3175
YGL020C,1705
YGL021W,339
YGL022W,314
YGL023C,672
YGL025C,247
YGL026C,2334
YGL027C,1374
YGL028C,3295
YGL029W,945
YGL030W,6502
YGL031C,21080
YGL032C,2031
YGL035C,350
YGL036W,155
YGL037C,3217
YGL038C,537
YGL039W,413
YGL040C,1271
YGL041C,0
YGL041C-B,0
YGL041W-A,475
YGL043W,1956
YGL044C,348
YGL045W,25
YGL047W,501
YGL048C,2931
YGL049C,310
YGL050W,1275
YGL051W,22
YGL053W,257
YGL054C,7817
YGL055W,8812
YGL056C,591
YGL057C,489
YGL058W,2166
YGL059W,423
YGL060W,295
YGL061C,333
YGL062W,579
YGL063C-A,0
YGL063W,387
YGL064C,42
YGL065C,617
YGL066W,252
YGL067W,1330
YGL068W,3181
YGL069C,0
YGL070C,1972
YGL071W,588
YGL073W,249
YGL075C,143
YGL076C,24276
YGL077C,2639
YGL078C,864
YGL079W,1201
YGL080W,1436
YGL081W,0
YGL082W,335
YGL083W,230
YGL084C,479
YGL085W,267
YGL087C,2855
YGL088W,0
YGL089C,32
YGL090W,481
YGL091C,645
YGL092W,711
YGL093W,270
YGL094C,369
YGL095C,952
YGL097W,457
YGL098W,2533
YGL099W,401
YGL100W,1397
YGL101W,1307
YGL103W,61133
YGL104C,251
YGL105W,7430
YGL106W,2268
YGL107C,932
YGL108C,204
YGL110C,137
YGL111W,887
YGL112C,711
YGL113W,164
YGL114W,585
YGL115W,1429
YGL116W,137
YGL117W,1067
YGL118C,19
YGL119W,408
YGL120C,2126
YGL121C,528
YGL122C,1586
YGL123W,100993
YGL124C,110
YGL125W,2337
YGL126W,1653
YGL127C,1315
YGL128C,210
YGL129C,569
YGL130W,684
YGL131C,167
YGL133W,152
YGL134W,266
YGL135W,61062
YGL136C,692
YGL137W,1851
YGL139W,398
YGL140C,1169
YGL141W,289
YGL142C,829
YGL143C,277
YGL144C,221
YGL145W,517
YGL146C,113
YGL147C,78845
YGL148W,4118
YGL150C,787
YGL151W,235
YGL153W,410
YGL154C,790
YGL155W,686
YGL156W,197
YGL157W,2432
YGL159W,386
YGL160W,490
YGL161C,2652
YGL162W,371
YGL163C,39
YGL164C,291
YGL165C,0
YGL166W,657
YGL167C,2144
YGL169W,292
YGL170C,0
YGL171W,296
YGL172W,927
YGL173C,40
YGL174W,150
YGL175C,325
YGL176C,157
YGL178W,223
YGL179C,544
YGL180W,178
YGL181W,984
YGL183C,0
YGL184C,155
YGL185C,265
YGL186C,858
YGL187C,5507
YGL189C,100663
YGL190C,1275
YGL191W,4396
YGL194C,755
YGL194C-A,1235
YGL195W,3542
YGL196W,429
YGL197W,407
YGL198W,984
YGL199C,0
YGL200C,9469
YGL201C,513
YGL202W,3567
YGL203C,357
YGL204C,219
YGL205W,0
YGL206C,2232
YGL207W,1846
YGL208W,135
YGL209W,682
YGL210W,842
YGL211W,434
YGL212W,248
YGL213C,1517
YGL215W,1384
YGL216W,358
YGL219C,464
YGL220W,0
YGL221C,3379
YGL222C,768
YGL223C,299
YGL224C,756
YGL225W,7415
YGL226C-A,1296
YGL226W,805
YGL227W,188
YGL228W,1101
YGL229C,91
YGL231C,2384
YGL232W,1017
YGL233W,667
YGL234W,3978
YGL236C,245
YGL237C,42
YGL238W,1637
YGL240W,392
YGL241W,190
YGL242C,1074
YGL243W,378
YGL244W,928
YGL245W,3238
YGL246C,740
YGL247W,620
YGL248W,568
YGL250W,223
YGL252C,852
YGL253W,41819
YGL254W,349
YGL255W,953
YGL256W,3535
YGL257C,556
YGL258W,75
YGR001C,2138
YGR002C,354
YGR003W,409
YGR004W,158
YGR005C,685
YGR006W,277
YGR007W,1480
YGR008C,2453
YGR009C,309
YGR010W,375
YGR012W,367
YGR013W,160
YGR014W,548
YGR015C,314
YGR016W,104
YGR017W,1326
YGR018C,25
YGR019W,208
YGR020C,4243
YGR021W,289
YGR023W,803
YGR024C,4086
YGR026W,2441
YGR027C,69354
YGR027W-A,320
YGR028W,372
YGR029W,966
YGR030C,535
YGR031W,476
YGR032W,646
YGR033C,2274
YGR034W,20512
YGR035C,19
YGR035W-A,21
YGR036C,625
YGR037C,3459
YGR038W,3067
YGR039W,100
YGR040W,325
YGR041W,826
YGR042W,832
YGR043C,104
YGR044C,2437
YGR045C,0
YGR046W,342
YGR047C,472
YGR048W,367
YGR049W,991
YGR050C,205
YGR052W,24
YGR053C,39
YGR054W,4718
YGR055W,1063
YGR056W,420
YGR057C,318
YGR058W,178
YGR060W,12767
YGR061C,3964
YGR062C,690
YGR063C,4493
YGR065C,1031
YGR066C,0
YGR068C,353
YGR070W,289
YGR071C,384
YGR072W,421
YGR074W,3245
YGR075C,204
YGR076C,919
YGR077C,1012
YGR078C,1375
YGR080W,792
YGR081C,2090
YGR082W,3118
YGR083C,508
YGR085C,22436
YGR086C,3111
YGR087C,0
YGR088W,223
YGR089W,209
YGR090W,851
YGR091W,165
YGR092W,475
YGR093W,265
YGR095C,942
YGR096W,461
YGR097W,1152
YGR098C,270
YGR099W,322
YGR100W,363
YGR101W,1037
YGR102C,305
YGR103W,935
YGR104C,342
YGR105W,3211
YGR106C,7762
YGR107W,185
YGR108W,2204
YGR109C,63
YGR110W,340
YGR111W,776
YGR112W,347
YGR113W,555
YGR116W,117
YGR117C,1412
YGR118W,21390
YGR119C,1096
YGR120C,556
YGR121C,195
YGR122W,37
YGR123C,1624
YGR124W,2452
YGR125W,540
YGR126W,343
YGR127W,21
YGR128C,1390
YGR129W,234
YGR130C,609
YGR131W,569
YGR132C,3111
YGR133W,644
YGR134W,173
YGR135W,1967
YGR136W,1248
YGR137W,67
YGR138C,184
YGR140W,261
YGR141W,411
YGR142W,370
YGR143W,500
YGR144W,21
YGR145W,388
YGR146C,1890
YGR146C-A,0
YGR147C,922
YGR148C,24725
YGR149W,305
YGR150C,244
YGR152C,547
YGR153W,90
YGR154C,250
YGR155W,6239
YGR156W,89
YGR157W,3798
YGR158C,596
YGR159C,6085
YGR161C,638
YGR161W-A,0
YGR161W-C,1338
YGR162W,3868
YGR163W,633
YGR164W,0
YGR165W,1107
YGR166W,322
YGR167W,1707
YGR168C,361
YGR169C,240
YGR169C-A,1504
YGR170W,248
YGR171C,272
YGR172C,2312
YGR173W,1813
YGR174C,435
YGR174W-A,0
YGR175C,2936
YGR176W,0
YGR177C,372
YGR178C,625
YGR179C,201
YGR180C,5674
YGR181W,2770
YGR183C,8770
YGR184C,800
YGR185C,3106
YGR186W,541
YGR187C,146
YGR188C,159
YGR189C,5881
YGR191W,5520
YGR192C,208407
YGR193C,830
YGR194C,390
YGR195W,1198
YGR196C,144
YGR197C,332
YGR198W,1008
YGR199W,303
YGR200C,393
YGR201C,856
YGR202C,504
YGR203W,931
YGR204W,3387
YGR205W,494
YGR206W,860
YGR207C,1671
YGR208W,787
YGR209C,2220
YGR210C,2267
YGR211W,1498
YGR212W,0
YGR213C,65
YGR214W,38303
YGR215W,2474
YGR216C,1738
YGR217W,108
YGR218W,865
YGR220C,713
YGR221C,107
YGR222W,936
YGR223C,385
YGR224W,0
YGR227W,1831
YGR229C,1510
YGR230W,514
YGR231C,1138
YGR232W,1710
YGR233C,503
YGR234W,14618
YGR235C,731
YGR237C,211
YGR238C,65
YGR239C,171
YGR240C,7267
YGR241C,616
YGR243W,291
YGR244C,654
YGR245C,332
YGR246C,197
YGR247W,457
YGR248W,89
YGR249W,21
YGR250C,479
YGR251W,1158
YGR252W,336
YGR253C,1347
YGR254W,5133
YGR255C,528
YGR256W,16
YGR257C,622
YGR258C,160
YGR259C,67
YGR260W,806
YGR261C,693
YGR262C,878
YGR263C,425
YGR264C,3893
YGR266W,374
YGR267C,2106
YGR268C,940
YGR269W,21
YGR270W,1199
YGR271C-A,814
YGR271W,503
YGR274C,252
YGR275W,1602
YGR276C,398
YGR277C,1304
YGR278W,82
YGR279C,8846
YGR280C,382
YGR281W,358
YGR282C,23380
YGR283C,918
YGR284C,2701
YGR285C,3368
YGR286C,599
YGR287C,100
YGR288W,134
YGR289C,440
YGR292W,0
YGR295C,2431
YHL001W,14441
YHL002C-A,50
YHL002W,1175
YHL003C,1210
YHL004W,1319
YHL006C,139
YHL006W-A,0
YHL007C,666
YHL009C,88
YHL010C,165
YHL011C,1929
YHL013C,356
YHL014C,269
YHL015W,48533
YHL016C,103
YHL017W,652
YHL018W,250
YHL019C,115
YHL020C,208
YHL021C,1269
YHL023C,226
YHL024W,30
YHL025W,534
YHL026C,272
YHL027W,544
YHL028W,87
YHL029C,1053
YHL030W,437
YHL031C,657
YHL032C,652
YHL033C,1886
YHL034C,4133
YHL035C,449
YHL036W,266
YHL037C,27
YHL038C,386
YHL039W,1663
YHL040C,1039
YHL044W,210
YHL047C,439
YHL048W,619
YHL049C,0
YHR001W,329
YHR001W-A,3683
YHR002W,162
YHR003C,623
YHR004C,405
YHR005C,906
YHR005C-A,6617
YHR006W,370
YHR007C,5411
YHR008C,1629
YHR009C,405
YHR010W,67786
YHR011W,133
YHR012W,1591
YHR013C,1392
YHR015W,0
YHR016C,112
YHR017W,799
YHR018C,3076
YHR019C,6114
YHR020W,3792
YHR021C,12622
YHR022C,111
YHR023W,422
YHR024C,2043
YHR025W,4772
YHR026W,1091
YHR027C,1560
YHR028C,929
YHR029C,503
YHR030C,1398
YHR031C,262
YHR032W,1609
YHR033W,420
YHR034C,160
YHR035W,115
YHR036W,237
YHR037W,849
YHR038W,547
YHR039C,2083
YHR039C-A,13700
YHR040W,545
YHR041C,1587
YHR042W,1724
YHR043C,548
YHR044C,322
YHR045W,771
YHR046C,468
YHR047C,2886
YHR048W,291
YHR049W,11342
YHR050W,508
YHR051W,8081
YHR052W,1606
YHR052W-A,0
YHR053C,0
YHR055C,91
YHR056C,708
YHR056W-A,0
YHR057C,848
YHR058C,416
YHR059W,937
YHR060W,1285
YHR061C,516
YHR062C,535
YHR063C,912
YHR064C,7322
YHR065C,509
YHR066W,513
YHR067W,580
YHR068W,376
YHR069C,1895
YHR069C-A,25
YHR070W,846
YHR071C-A,64
YHR071W,905
YHR072W,1124
YHR072W-A,2445
YHR073W,1252
YHR074W,1287
YHR075C,286
YHR076W,292
YHR077C,302
YHR078W,1216
YHR079C,252
YHR080C,361
YHR081W,971
YHR082C,867
YHR083W,1329
YHR084W,393
YHR085W,898
YHR086W,2038
YHR087W,1258
YHR088W,816
YHR089C,6499
YHR090C,351
YHR091C,197
YHR092C,297
YHR094C,1560
YHR096C,0
YHR097C,79
YHR098C,2390
YHR099W,691
YHR100C,732
YHR101C,516
YHR102W,191
YHR103W,1027
YHR104W,4164
YHR105W,161
YHR106W,129
YHR107C,573
YHR108W,947
YHR109W,201
YHR110W,653
YHR111W,298
YHR112C,349
YHR113W,1392
YHR114W,516
YHR115C,1050
YHR117W,567
YHR118C,264
YHR119W,745
YHR120W,154
YHR121W,2605
YHR122W,1110
YHR123W,1778
YHR127W,617
YHR128W,12659
YHR129C,232
YHR131C,348
YHR132C,954
YHR132W-A,964
YHR133C,4002
YHR134W,694
YHR135C,641
YHR136C,0
YHR137W,1487
YHR138C,648
YHR139C,0
YHR140W,0
YHR141C,41132
YHR142W,884
YHR143W,5575
YHR143W-A,7254
YHR144C,976
YHR145C,24
YHR146W,218
YHR147C,1106
YHR148W,733
YHR149C,344
YHR150W,162
YHR151C,1007
YHR152W,757
YHR153C,270
YHR154W,353
YHR155W,667
YHR156C,113
YHR157W,107
YHR158C,458
YHR159W,183
YHR161C,542
YHR162W,8815
YHR163W,7065
YHR164C,81
YHR165C,590
YHR166C,204
YHR167W,309
YHR168W,154
YHR169W,574
YHR170W,2738
YHR171W,80
YHR172W,379
YHR174W,75398
YHR175W,19
YHR177W,110
YHR178W,95
YHR179W,2790
YHR180W,31
YHR180W-A,0
YHR181W,2797
YHR182W,127
YHR183W,2090
YHR186C,382
YHR187W,541
YHR188C,2200
YHR189W,599
YHR190W,6713
YHR191C,505
YHR192W,711
YHR193C,14576
YHR193C-A,0
YHR194W,276
YHR195W,637
YHR196W,1908
YHR197W,583
YHR198C,1062
YHR199C,1507
YHR199C-A,658
YHR200W,1692
YHR201C,509
YHR202W,165
YHR203C,47992
YHR204W,1233
YHR205W,1714
YHR206W,1038
YHR207C,211
YHR208W,5949
YHR209W,291
YHR210C,306
YHR211W,0
YHR214C-C,1519
YHR216W,387
YIL001W,104
YIL002C,194
YIL002W-A,2045
YIL003W,359
YIL004C,1271
YIL005W,712
YIL006W,332
YIL007C,685
YIL008W,1258
YIL009C-A,1170
YIL009W,834
YIL010W,737
YIL011W,122
YIL013C,0
YIL014C-A,98
YIL014W,707
YIL015W,1068
YIL016W,1218
YIL017C,274
YIL018W,38609
YIL019W,257
YIL020C,564
YIL021W,1089
YIL022W,1249
YIL023C,1455
YIL024C,29
YIL026C,262
YIL027C,2329
YIL028W,181
YIL029C,229
YIL030C,810
YIL031W,416
YIL033C,1554
YIL034C,1521
YIL035C,1347
YIL036W,337
YIL038C,858
YIL039W,1694
YIL040W,7281
YIL041W,2025
YIL042C,296
YIL043C,3920
YIL044C,963
YIL045W,27
YIL046W,392
YIL046W-A,101
YIL047C,2849
YIL048W,623
YIL049W,493
YIL050W,668
YIL051C,18685
YIL052C,53627
YIL053W,13776
YIL055C,107
YIL056W,640
YIL057C,0
YIL059C,841
YIL060W,0
YIL061C,344
YIL062C,5009
YIL063C,272
YIL065C,594
YIL066C,0
YIL067C,124
YIL068C,376
YIL069C,63952
YIL070C,895
YIL071C,144
YIL074C,545
YIL075C,2062
YIL076W,4026
YIL077C,707
YIL078W,3325
YIL079C,1046
YIL082W,177
YIL083C,429
YIL084C,687
YIL085C,561
YIL087C,985
YIL088C,912
YIL089W,70
YIL090W,5176
YIL091C,1410
YIL092W,77
YIL093C,447
YIL094C,2922
YIL095W,151
YIL096C,200
YIL097W,387
YIL098C,1820
YIL099W,23
YIL100W,0
YIL101C,48
YIL102C-A,1795
YIL103W,531
YIL104C,276
YIL105C,347
YIL106W,512
YIL107C,84
YIL108W,1187
YIL109C,2523
YIL110W,705
YIL111W,140
YIL112W,240
YIL113W,61
YIL114C,1354
YIL115C,538
YIL116W,1606
YIL117C,1353
YIL118W,1009
YIL119C,120
YIL121W,177
YIL122W,186
YIL123W,2185
YIL124W,1300
YIL125W,2439
YIL126W,522
YIL127C,1503
YIL128W,909
YIL129C,973
YIL130W,363
YIL131C,672
YIL132C,135
YIL133C,108661
YIL134C-A,38
YIL134W,1082
YIL135C,690
YIL136W,352
YIL137C,1344
YIL138C,1495
YIL139C,433
YIL140W,577
YIL142W,2621
YIL143C,274
YIL144W,91
YIL145C,4268
YIL146C,104
YIL147C,235
YIL148W,121326
YIL149C,267
YIL150C,93
YIL151C,212
YIL152W,371
YIL153W,316
YIL154C,370
YIL155C,166
YIL156W,361
YIL156W-B,305
YIL157C,2008
YIL158W,1285
YIL159W,65
YIL160C,0
YIL161W,572
YIL163C,0
YIL164C,886
YIL166C,79
YIR001C,939
YIR002C,333
YIR003W,258
YIR004W,911
YIR005W,243
YIR006C,2532
YIR007W,133
YIR008C,345
YIR009W,609
YIR010W,204
YIR011C,467
YIR012W,1197
YIR014W,98
YIR015W,243
YIR016W,80
YIR017C,333
YIR018C-A,1365
YIR018W,186
YIR020C-B,0
YIR021W,1346
YIR022W,2749
YIR023W,292
YIR024C,462
YIR025W,156
YIR026C,830
YIR027C,0
YIR028W,0
YIR029W,140
YIR030C,53
YIR030W-A,119
YIR031C,436
YIR032C,396
YIR033W,567
YIR034C,658
YIR035C,1444
YIR036C,1034
YIR037W,2125
YIR038C,2719
YIR039C,292
YIR042C,547
YJL001W,5828
YJL002C,5700
YJL003W,344
YJL004C,1881
YJL005W,816
YJL006C,182
YJL008C,2079
YJL010C,644
YJL011C,720
YJL012C,1817
YJL013C,399
YJL014W,1565
YJL016W,484
YJL019W,371
YJL020C,810
YJL023C,243
YJL024C,623
YJL025W,510
YJL026W,6783
YJL027C,0
YJL029C,192
YJL030W,699
YJL031C,433
YJL033W,960
YJL034W,18807
YJL035C,323
YJL036W,467
YJL038C,0
YJL039C,743
YJL041W,820
YJL042W,565
YJL044C,427
YJL046W,748
YJL047C,101
YJL047C-A,321
YJL048C,805
YJL049W,261
YJL050W,579
YJL051W,140
YJL052W,497
YJL053W,410
YJL054W,1118
YJL055W,1662
YJL056C,422
YJL057C,194
YJL058C,203
YJL059W,274
YJL060W,1718
YJL061W,948
YJL062W,254
YJL062W-A,2573
YJL063C,1581
YJL065C,1914
YJL066C,739
YJL068C,1031
YJL069C,1062
YJL070C,203
YJL071W,509
YJL072C,992
YJL073W,498
YJL074C,433
YJL076W,740
YJL077W-A,0
YJL077W-B,86
YJL078C,2150
YJL079C,754
YJL080C,2768
YJL081C,997
YJL082W,571
YJL083W,272
YJL084C,223
YJL085W,422
YJL087C,368
YJL088W,180
YJL089W,0
YJL090C,290
YJL091C,867
YJL092W,700
YJL093C,1266
YJL094C,668
YJL095W,55
YJL096W,2200
YJL097W,1366
YJL098W,478
YJL099W,159
YJL100W,372
YJL101C,886
YJL102W,399
YJL103C,284
YJL104W,3197
YJL106W,124
YJL107C,420
YJL109C,1455
YJL110C,918
YJL111W,2659
YJL112W,249
YJL113W,0
YJL115W,239
YJL116C,107
YJL117W,998
YJL118W,819
YJL119C,157
YJL121C,3827
YJL122W,953
YJL123C,816
YJL124C,2401
YJL125C,878
YJL126W,198
YJL127C,386
YJL127C-B,2256
YJL128C,594
YJL129C,1003
YJL130C,2254
YJL131C,118
YJL132W,124
YJL133C-A,490
YJL133W,799
YJL134W,700
YJL135W,0
YJL136C,40689
YJL137C,333
YJL138C,21414
YJL139C,382
YJL140W,2575
YJL141C,555
YJL143W,9480
YJL144W,107
YJL145W,491
YJL146W,295
YJL147C,171
YJL148W,4419
YJL149W,213
YJL150W,37
YJL151C,2671
YJL152W,0
YJL153C,84
YJL154C,1930
YJL155C,158
YJL156C,195
YJL157C,681
YJL158C,23186
YJL159W,45222
YJL160C,137
YJL161W,80
YJL162C,328
YJL163C,142
YJL164C,875
YJL165C,426
YJL166W,15825
YJL167W,3036
YJL168C,560
YJL169W,92
YJL170C,84
YJL171C,3777
YJL172W,3623
YJL173C,2197
YJL174W,3364
YJL176C,436
YJL177W,27836
YJL178C,3351
YJL179W,2606
YJL180C,581
YJL181W,85
YJL183W,1500
YJL184W,778
YJL185C,251
YJL186W,1544
YJL187C,327
YJL189W,15245
YJL190C,50079
YJL191W,44352
YJL192C,4142
YJL193W,1076
YJL194W,845
YJL195C,0
YJL196C,4470
YJL197W,535
YJL198W,1427
YJL199C,686
YJL200C,421
YJL201W,398
YJL203W,323
YJL204C,363
YJL205C,188
YJL206C,186
YJL207C,861
YJL208C,351
YJL209W,602
YJL210W,1271
YJL211C,0
YJL212C,1460
YJL213W,186
YJL217W,1913
YJL218W,59
YJR001W,2939
YJR002W,2061
YJR003C,592
YJR004C,622
YJR005C-A,0
YJR005W,482
YJR006W,1357
YJR007W,4170
YJR008W,227
YJR009C,18468
YJR010C-A,1597
YJR010W,543
YJR011C,180
YJR013W,651
YJR014W,2757
YJR015W,3413
YJR016C,28637
YJR017C,396
YJR018W,30
YJR019C,381
YJR020W,31
YJR021C,505
YJR022W,467
YJR023C,0
YJR024C,3927
YJR025C,1464
YJR026W,48
YJR030C,47
YJR031C,301
YJR032W,399
YJR033C,346
YJR034W,1251
YJR035W,187
YJR036C,23
YJR039W,241
YJR040W,495
YJR041C,906
YJR042W,1028
YJR043C,456
YJR044C,1938
YJR045C,15396
YJR046W,213
YJR047C,25
YJR048W,3026
YJR049C,300
YJR050W,410
YJR051W,777
YJR052W,90
YJR053W,254
YJR054W,479
YJR055W,204
YJR056C,671
YJR057W,819
YJR058C,3613
YJR059W,441
YJR060W,355
YJR061W,19
YJR062C,620
YJR063W,2930
YJR064W,1801
YJR065C,2202
YJR066W,348
YJR067C,538
YJR068W,648
YJR069C,2404
YJR070C,2542
YJR072C,528
YJR073C,10033
YJR074W,0
YJR075W,2098
YJR076C,1093
YJR077C,14477
YJR078W,0
YJR079W,22
YJR080C,266
YJR082C,1936
YJR083C,184
YJR084W,300
YJR085C,7019
YJR086W,713
YJR088C,1667
YJR089W,198
YJR090C,390
YJR091C,1496
YJR092W,161
YJR093C,330
YJR094C,36
YJR094W-A,30907
YJR096W,558
YJR097W,467
YJR098C,151
YJR099W,511
YJR100C,487
YJR101W,1468
YJR102C,279
YJR103W,291
YJR104C,13066
YJR105W,6620
YJR106W,258
YJR109C,1906
YJR110W,49
YJR111C,381
YJR112W,311
YJR112W-A,1848
YJR113C,1194
YJR115W,68
YJR116W,204
YJR117W,4009
YJR118C,1826
YJR119C,54
YJR121W,9665
YJR122W,550
YJR123W,144536
YJR124C,529
YJR125C,1228
YJR126C,990
YJR127C,36
YJR128W,0
YJR129C,202
YJR130C,681
YJR131W,497
YJR132W,363
YJR133W,901
YJR134C,221
YJR135C,364
YJR135W-A,452
YJR136C,267
YJR137C,1143
YJR138W,84
YJR139C,9387
YJR140C,152
YJR141W,479
YJR142W,621
YJR143C,1289
YJR144W,2402
YJR145C,18674
YJR146W,0
YJR147W,756
YJR148W,2519
YJR149W,74
YJR150C,0
YJR152W,190
YJR153W,0
YJR154W,255
YJR155W,31
YKL001C,849
YKL002W,1092
YKL003C,1947
YKL004W,1900
YKL005C,523
YKL006C-A,605
YKL006W,58411
YKL007W,2695
YKL008C,1669
YKL009W,6640
YKL010C,938
YKL011C,260
YKL012W,337
YKL013C,10718
YKL014C,837
YKL015W,710
YKL016C,5443
YKL017C,325
YKL018C-A,555
YKL018W,754
YKL019W,928
YKL020C,511
YKL023W,349
YKL024C,2879
YKL025C,409
YKL026C,378
YKL027W,417
YKL028W,437
YKL029C,5328
YKL031W,63
YKL032C,265
YKL033W,289
YKL033W-A,1561
YKL034W,331
YKL035W,5413
YKL038W,337
YKL039W,3229
YKL040C,1566
YKL041W,148
YKL042W,239
YKL043W,574
YKL044W,36
YKL045W,277
YKL046C,639
YKL047W,146
YKL048C,199
YKL049C,458
YKL051W,1156
YKL052C,315
YKL053C-A,1058
YKL053W,24
YKL054C,1000
YKL055C,339
YKL056C,59861
YKL057C,2113
YKL058W,3201
YKL059C,199
YKL060C,56113
YKL061W,943
YKL062W,846
YKL063C,1125
YKL064W,999
YKL065C,4243
YKL065W-A,57
YKL066W,0
YKL067W,3197
YKL068W,543
YKL068W-A,1941
YKL069W,904
YKL071W,25
YKL072W,285
YKL073W,987
YKL074C,461
YKL075C,106
YKL076C,20
YKL077W,1460
YKL078W,334
YKL079W,285
YKL080W,4599
YKL081W,31880
YKL082C,541
YKL084W,736
YKL085W,2259
YKL086W,0
YKL087C,1124
YKL088W,119
YKL089W,69
YKL090W,214
YKL091C,504
YKL092C,182
YKL093W,33
YKL094W,708
YKL095W,199
YKL096C-B,48
YKL096W,10652
YKL096W-A,38310
YKL098W,953
YKL099C,809
YKL100C,2007
YKL101W,616
YKL103C,642
YKL104C,2417
YKL105C,111
YKL106C-A,23
YKL106W,1486
YKL107W,0
YKL108W,207
YKL109W,1711
YKL110C,999
YKL111C,0
YKL112W,319
YKL113C,1180
YKL114C,305
YKL115C,0
YKL116C,910
YKL117W,2775
YKL119C,1230
YKL120W,3341
YKL121W,346
YKL122C,1964
YKL124W,120
YKL125W,404
YKL126W,1537
YKL127W,1287
YKL128C,2279
YKL129C,202
YKL130C,812
YKL131W,0
YKL132C,126
YKL133C,73
YKL134C,421
YKL135C,304
YKL136W,27
YKL137W,1539
YKL138C,1787
YKL138C-A,1073
YKL139W,154
YKL140W,228
YKL141W,1337
YKL142W,1635
YKL143W,1304
YKL144C,528
YKL145W,2031
YKL146W,1075
YKL148C,990
YKL149C,518
YKL150W,31
YKL151C,299
YKL152C,21428
YKL153W,19
YKL154W,1665
YKL155C,302
YKL156W,34795
YKL157W,566
YKL159C,249
YKL160W,4517
YKL161C,719
YKL162C,0
YKL162C-A,74
YKL163W,2267
YKL164C,10542
YKL165C,805
YKL165C-A,0
YKL166C,451
YKL167C,2184
YKL168C,265
YKL170W,1804
YKL171W,166
YKL172W,1326
YKL173W,303
YKL174C,598
YKL175W,1922
YKL176C,4510
YKL178C,0
YKL179C,360
YKL180W,71707
YKL181W,3473
YKL182W,16553
YKL183C-A,0
YKL183W,290
YKL184W,2967
YKL185W,694
YKL186C,459
YKL187C,0
YKL189W,237
YKL190W,1212
YKL191W,1574
YKL192C,5872
YKL193C,495
YKL194C,380
YKL195W,1070
YKL196C,3926
YKL197C,253
YKL198C,211
YKL201C,0
YKL203C,279
YKL204W,235
YKL205W,880
YKL206C,507
YKL207W,1061
YKL208W,276
YKL209C,1361
YKL210W,1325
YKL211C,1473
YKL212W,2072
YKL213C,820
YKL214C,1076
YKL215C,744
YKL216W,2351
YKL217W,0
YKL218C,337
YKL219W,472
YKL220C,115
YKL221W,251
YKL222C,394
YKR001C,2380
YKR002W,390
YKR003W,1119
YKR004C,228
YKR006C,2242
YKR007W,885
YKR008W,462
YKR010C,84
YKR011C,387
YKR012C,0
YKR013W,6180
YKR014C,2372
YKR015C,0
YKR016W,587
YKR017C,45
YKR018C,1347
YKR019C,58
YKR020W,499
YKR021W,338
YKR022C,723
YKR023W,286
YKR024C,259
YKR025W,754
YKR026C,857
YKR027W,279
YKR028W,1182
YKR029C,144
YKR030W,1560
YKR031C,194
YKR033C,0
YKR034W,29
YKR035W-A,1720
YKR036C,340
YKR037C,75
YKR038C,2047
YKR039W,2340
YKR041W,77
YKR042W,4197
YKR043C,7079
YKR044W,599
YKR045C,596
YKR046C,6236
YKR048C,2222
YKR049C,1005
YKR050W,435
YKR051W,452
YKR052C,993
YKR054C,315
YKR055W,336
YKR057W,9938
YKR058W,288
YKR059W,14951
YKR060W,425
YKR061W,632
YKR062W,880
YKR063C,296
YKR064W,153
YKR065C,3070
YKR066C,764
YKR067W,650
YKR068C,83
YKR069W,296
YKR070W,833
YKR071C,2412
YKR072C,386
YKR073C,0
YKR074W,1299
YKR075C,346
YKR076W,188
YKR077W,440
YKR078W,248
YKR079C,345
YKR080W,711
YKR081C,1135
YKR082W,497
YKR083C,366
YKR084C,533
YKR085C,1624
YKR086W,145
YKR087C,1081
YKR088C,528
YKR089C,278
YKR090W,163
YKR091W,1319
YKR092C,251
YKR093W,3423
