GeneID,xrn1.1
YBL067C,1153
YBL068W,2366
YBL069W,661
YBL071W-A,2240
YBL072C,31006
YBL074C,184
YBL075C,35
YBL076C,3764
YBL078C,540
YBL079W,1653
YBL080C,161
YBL081W,1589
YBL082C,1673
YBL084C,270
YBL085W,713
YBL086C,56
YBL087C,8897
YBL088C,300
YBL089W,704
YBL090W,2223
YBL091C,922
YBL091C-A,745
YBL092W,57256
YBL093C,847
YBL094C,0
YBL095W,291
YBL097W,86
YBL098W,256
YBL099W,5311
YBL100W-A,33
YBL101C,514
YBL102W,346
YBL103C,398
YBL104C,151
YBL105C,1103
YBL106C,0
YBL107C,1367
YBR001C,275
YBR002C,825
YBR003W,2123
YBR004C,1103
YBR005W,1032
YBR006W,214
YBR007C,210
YBR008C,731
YBR009C,8904
YBR010W,3797
YBR011C,12566
YBR014C,1056
YBR015C,4266
YBR016W,1675
YBR017C,1120
YBR018C,0
YBR021W,278
YBR022W,978
YBR023C,2893
YBR024W,197
YBR025C,6399
YBR026C,983
YBR028C,858
YBR029C,651
YBR030W,743
YBR031W,18032
YBR033W,0
YBR034C,2381
YBR035C,1957
YBR036C,1950
YBR037C,716
YBR038W,1161
YBR039W,3833
YBR041W,846
YBR042C,765
YBR043C,1220
YBR044C,209
YBR046C,320
YBR047W,126
YBR048W,56300
YBR049C,539
YBR050C,0
YBR051W,26
YBR052C,1260
YBR053C,1089
YBR054W,2870
YBR055C,513
YBR056C-B,27
YBR056W,531
YBR056W-A,860
YBR057C,622
YBR058C,724
YBR058C-A,5075
YBR059C,906
YBR060C,213
YBR061C,519
YBR062C,258
YBR065C,1052
YBR066C,186
YBR067C,6833
YBR068C,2945
YBR069C,2864
YBR070C,1205
YBR071W,1412
YBR072W,374
YBR073W,929
YBR074W,1404
YBR076C-A,28
YBR077C,1781
YBR078W,15307
YBR079C,747
YBR080C,1362
YBR081C,406
YBR082C,6982
YBR083W,447
YBR084C-A,41538
YBR084W,2516
YBR085C-A,6820
YBR085W,203
YBR086C,1983
YBR087W,769
YBR088C,2180
YBR089C-A,2117
YBR091C,1224
YBR092C,1701
YBR093C,364
YBR094W,263
YBR095C,340
YBR096W,1303
YBR097W,348
YBR098W,197
YBR101C,301
YBR102C,335
YBR103C-A,0
YBR103W,134
YBR104W,997
YBR105C,839
YBR106W,5863
YBR107C,412
YBR108W,128
YBR109C,14340
YBR110W,1767
YBR111C,2827
YBR111W-A,1098
YBR112C,334
YBR114W,186
YBR115C,1151
YBR116C,0
YBR117C,77
YBR118W,145689
YBR119W,161
YBR120C,790
YBR121C,6476
YBR122C,1859
YBR123C,133
YBR124W,0
YBR125C,858
YBR126C,1392
YBR126W-A,2124
YBR127C,8262
YBR128C,53
YBR129C,302
YBR130C,689
YBR131W,91
YBR132C,218
YBR133C,805
YBR135W,1289
YBR136W,245
YBR137W,1329
YBR138C,231
YBR139W,2662
YBR140C,812
YBR141C,185
YBR141W-A,299
YBR142W,497
YBR143C,2852
YBR145W,468
YBR146W,1939
YBR147W,59
YBR149W,2294
YBR150C,92
YBR151W,933
YBR152W,36
YBR153W,476
YBR154C,2356
YBR155W,473
YBR156C,86
YBR157C,474
YBR158W,1484
YBR159W,3170
YBR160W,713
YBR161W,323
YBR162C,4744
YBR162W-A,4959
YBR163W,641
YBR164C,2909
YBR165W,519
YBR166C,1107
YBR167C,1065
YBR168W,397
YBR169C,47
YBR170C,873
YBR171W,969
YBR172C,386
YBR173C,2656
YBR175W,730
YBR176W,169
YBR177C,1208
YBR178W,0
YBR179C,311
YBR181C,78876
YBR182C,130
YBR182C-A,20
YBR183W,910
YBR184W,30
YBR185C,710
YBR187W,3517
YBR188C,579
YBR189W,34055
YBR191W,47879
YBR191W-A,110
YBR192W,362
YBR193C,1101
YBR194W,386
YBR195C,257
YBR196C,20379
YBR196C-A,0
YBR196C-B,0
YBR197C,1256
YBR198C,583
YBR199W,1421
YBR200W,380
YBR201C-A,33
YBR201W,297
YBR202W,512
YBR203W,195
YBR204C,166
YBR205W,1634
YBR207W,785
YBR208C,1091
YBR210W,1410
YBR211C,382
YBR212W,237
YBR213W,115
YBR214W,679
YBR215W,255
YBR216C,192
YBR217W,642
YBR218C,711
YBR220C,213
YBR221C,11792
YBR222C,938
YBR223C,158
YBR225W,134
YBR227C,202
YBR228W,241
YBR229C,1453
YBR230C,2910
YBR230W-A,247
YBR231C,208
YBR233W,58
YBR233W-A,760
YBR234C,1948
YBR235W,1202
YBR236C,288
YBR237W,309
YBR238C,1822
YBR239C,180
YBR240C,52
YBR241C,343
YBR242W,761
YBR243C,199
YBR244W,565
YBR246W,983
YBR247C,550
YBR248C,1014
YBR249C,6914
YBR250W,0
YBR251W,612
YBR252W,5122
YBR253W,1178
YBR254C,825
YBR255C-A,1505
YBR255W,235
YBR256C,2244
YBR257W,372
YBR258C,408
YBR259W,174
YBR260C,518
YBR261C,790
YBR262C,1556
YBR263W,1599
YBR264C,762
YBR265W,675
YBR267W,412
YBR268W,1422
YBR269C,1350
YBR270C,99
YBR271W,390
YBR272C,944
YBR273C,657
YBR274W,328
YBR275C,269
YBR276C,492
YBR277C,0
YBR278W,370
YBR279W,509
YBR280C,48
YBR281C,747
YBR282W,627
YBR283C,1363
YBR284W,124
YBR285W,0
YBR286W,803
YBR287W,5337
YBR288C,668
YBR289W,87
YBR290W,927
YBR291C,849
YBR292C,641
YBR293W,228
YBR295W,316
YBR296C,29
YBR296C-A,0
YBR297W,471
YBR298C,420
YBR299W,0
YBR300C,0
YCL001W,3795
YCL002C,1347
YCL004W,229
YCL005W,1009
YCL005W-A,5835
YCL007C,47
YCL008C,1488
YCL009C,13711
YCL010C,646
YCL011C,931
YCL012C,1193
YCL014W,293
YCL016C,239
YCL017C,2588
YCL018W,623
YCL019W,240
YCL020W,0
YCL021W-A,0
YCL024W,253
YCL025C,1073
YCL026C-A,16
YCL026C-B,108
YCL027W,0
YCL028W,1308
YCL029C,411
YCL030C,1032
YCL031C,2828
YCL032W,472
YCL033C,1298
YCL034W,598
YCL035C,5913
YCL036W,314
YCL037C,4006
YCL038C,332
YCL039W,324
YCL040W,1778
YCL042W,147
YCL043C,14859
YCL044C,877
YCL045C,832
YCL047C,489
YCL048W-A,96
YCL049C,943
YCL050C,3872
YCL051W,574
YCL052C,642
YCL054W,773
YCL054W-A,2172
YCL055W,210
YCL056C,882
YCL057C-A,2676
YCL057W,1820
YCL058W-A,1006
YCL059C,675
YCL061C,141
YCL063W,451
YCL064C,2221
YCR002C,995
YCR003W,1572
YCR004C,1771
YCR005C,343
YCR006C,177
YCR007C,133
YCR008W,1759
YCR009C,2413
YCR011C,359
YCR012W,234962
YCR014C,0
YCR015C,966
YCR016W,598
YCR017C,2196
YCR018C-A,86
YCR019W,356
YCR020C,0
YCR020C-A,1529
YCR020W-B,3676
YCR021C,49
YCR022C,0
YCR023C,1462
YCR024C,263
YCR024C-A,4495
YCR024C-B,64
YCR025C,0
YCR026C,258
YCR027C,810
YCR028C,1753
YCR028C-A,7782
YCR030C,1271
YCR031C,42943
YCR032W,275
YCR033W,400
YCR034W,2628
YCR035C,1073
YCR036W,1075
YCR037C,846
YCR042C,586
YCR043C,9029
YCR044C,4873
YCR045W-A,281
YCR046C,3773
YCR047C,649
YCR047W-A,0
YCR048W,872
YCR050C,0
YCR051W,2375
YCR052W,429
YCR053W,4662
YCR054C,519
YCR057C,1521
YCR059C,1822
YCR060W,1161
YCR061W,450
YCR063W,389
YCR064C,0
YCR065W,245
YCR066W,133
YCR067C,1093
YCR068W,1314
YCR069W,1437
YCR071C,506
YCR072C,311
YCR073C,243
YCR073W-A,1590
YCR075C,1522
YCR075W-A,664
YCR076C,561
YCR077C,1361
YCR079W,389
YCR081C-A,0
YCR081W,472
YCR082W,3482
YCR083W,754
YCR084C,1431
YCR085W,0
YCR086W,166
YCR087C-A,1957
YCR087W,0
YCR088W,586
YCR089W,247
YCR090C,2058
YCR091W,85
YCR092C,242
YCR093W,1970
YCR094W,1090
YCR095C,580
YCR095W-A,130
YCR096C,32
YCR097W,758
YCR097W-A,0
YCR098C,570
YCR101C,570
YCR102C,0
YCR102W-A,0
YCR106W,419
YCR107W,0
YDL001W,116
YDL002C,854
YDL003W,445
YDL004W,11969
YDL005C,554
YDL006W,596
YDL007W,1766
YDL008W,1721
YDL009C,197
YDL010W,721
YDL012C,1182
YDL013W,415
YDL014W,2746
YDL015C,4870
YDL017W,218
YDL018C,1121
YDL019C,489
YDL020C,1546
YDL021W,0
YDL022W,1208
YDL024C,0
YDL025C,351
YDL025W-A,0
YDL026W,24
YDL027C,382
YDL028C,115
YDL029W,1144
YDL030W,169
YDL031W,139
YDL033C,377
YDL035C,68
YDL036C,348
YDL037C,80
YDL040C,2103
YDL042C,253
YDL043C,723
YDL044C,161
YDL045C,494
YDL045W-A,2696
YDL046W,9057
YDL047W,1115
YDL048C,1399
YDL049C,35
YDL051W,3114
YDL052C,4279
YDL053C,945
YDL054C,361
YDL055C,19664
YDL056W,164
YDL057W,60
YDL058W,529
YDL059C,108
YDL060W,529
YDL061C,36334
YDL063C,810
YDL064W,1341
YDL065C,348
YDL066W,7732
YDL067C,3621
YDL069C,715
YDL070W,1089
YDL072C,4513
YDL073W,614
YDL074C,1583
YDL075W,35626
YDL076C,616
YDL077C,309
YDL078C,1890
YDL079C,91
YDL080C,313
YDL081C,58826
YDL082W,27814
YDL083C,98061
YDL084W,4000
YDL085C-A,622
YDL085W,0
YDL086C-A,43
YDL086W,2520
YDL087C,402
YDL088C,310
YDL089W,294
YDL090C,354
YDL091C,395
YDL092W,1834
YDL093W,103
YDL094C,0
YDL095W,622
YDL097C,1482
YDL098C,504
YDL099W,775
YDL100C,6528
YDL101C,351
YDL102W,340
YDL103C,983
YDL104C,77
YDL105W,51
YDL106C,287
YDL107W,119
YDL108W,785
YDL109C,65
YDL110C,496
YDL111C,3654
YDL112W,320
YDL113C,582
YDL114W-A,26
YDL115C,699
YDL116W,659
YDL117W,655
YDL119C,219
YDL120W,807
YDL121C,4721
YDL122W,956
YDL123W,2292
YDL124W,4603
YDL125C,15252
YDL126C,1892
YDL127W,207
YDL128W,2148
YDL129W,207
YDL130W,33961
YDL130W-A,1450
YDL131W,1109
YDL132W,417
YDL133C-A,12181
YDL133W,465
YDL134C,3143
YDL135C,2191
YDL136W,43840
YDL137W,8670
YDL138W,232
YDL139C,97
YDL140C,2561
YDL141W,822
YDL142C,514
YDL143W,3005
YDL144C,924
YDL145C,2075
YDL146W,92
YDL147W,4319
YDL148C,665
YDL149W,89
YDL150W,477
YDL153C,1039
YDL155W,513
YDL156W,34
YDL157C,2817
YDL159W,238
YDL159W-A,0
YDL160C,1628
YDL160C-A,505
YDL161W,1545
YDL164C,379
YDL165W,587
YDL166C,362
YDL167C,1151
YDL168W,901
YDL169C,79
YDL170W,425
YDL171C,1232
YDL173W,319
YDL174C,1421
YDL175C,248
YDL176W,298
YDL177C,294
YDL178W,798
YDL179W,392
YDL180W,162
YDL181W,5846
YDL182W,779
YDL183C,89
YDL184C,11326
YDL185W,1599
YDL187C,166
YDL188C,1918
YDL189W,153
YDL190C,671
YDL191W,91658
YDL192W,20535
YDL193W,874
YDL194W,134
YDL195W,2166
YDL196W,35
YDL197C,305
YDL198C,3630
YDL199C,58
YDL200C,332
YDL201W,876
YDL202W,678
YDL203C,224
YDL204W,804
YDL205C,1782
YDL206W,163
YDL207W,650
YDL208W,8423
YDL209C,208
YDL210W,0
YDL211C,156
YDL212W,12035
YDL213C,1605
YDL215C,160
YDL216C,129
YDL217C,340
YDL218W,0
YDL219W,2063
YDL220C,365
YDL221W,0
YDL222C,114
YDL223C,0
YDL224C,1680
YDL225W,436
YDL226C,825
YDL227C,253
YDL229W,32078
YDL230W,362
YDL231C,2150
YDL232W,2034
YDL233W,140
YDL234C,196
YDL235C,5260
YDL236W,1093
YDL237W,1052
YDL238C,195
YDL240W,164
YDL241W,186
YDL243C,197
YDR001C,1053
YDR002W,7389
YDR003W,1208
YDR003W-A,55
YDR004W,464
YDR005C,564
YDR006C,797
YDR007W,601
YDR008C,0
YDR009W,37
YDR011W,930
YDR012W,22424
YDR013W,562
YDR014W,300
YDR014W-A,0
YDR016C,667
YDR017C,252
YDR018C,72
YDR019C,1511
YDR020C,649
YDR021W,150
YDR022C,574
YDR023W,5165
YDR025W,33843
YDR026C,432
YDR027C,207
YDR028C,1390
YDR030C,146
YDR031W,1050
YDR032C,2931
YDR033W,24155
YDR034C,585
YDR034C-D,72
YDR034W-B,249
YDR035W,838
YDR036C,410
YDR037W,8455
YDR039C,105
YDR040C,47
YDR041W,1083
YDR042C,113
YDR043C,307
YDR044W,894
YDR045C,2126
YDR046C,2653
YDR047W,2494
YDR048C,0
YDR049W,210
YDR050C,74162
YDR051C,710
YDR052C,267
YDR054C,820
YDR055W,1762
YDR056C,2969
YDR057W,242
YDR058C,68
YDR059C,967
YDR060W,1893
YDR061W,606
YDR062W,2887
YDR063W,2017
YDR064W,104752
YDR065W,280
YDR066C,190
YDR067C,492
YDR068W,359
YDR069C,320
YDR070C,107
YDR071C,3299
YDR072C,727
YDR073W,1443
YDR074W,1462
YDR075W,250
YDR076W,179
YDR077W,46664
YDR078C,441
YDR079C-A,910
YDR079W,312
YDR080W,175
YDR081C,230
YDR082W,352
YDR083W,646
YDR084C,1481
YDR085C,606
YDR086C,11826
YDR087C,1039
YDR088C,109
YDR089W,408
YDR090C,724
YDR091C,2279
YDR092W,1212
YDR093W,1251
YDR096W,420
YDR097C,243
YDR098C,2304
YDR099W,2961
YDR100W,2162
YDR101C,3858
YDR103W,777
YDR104C,109
YDR105C,268
YDR106W,34
YDR107C,572
YDR108W,232
YDR109C,154
YDR110W,568
YDR111C,21
YDR113C,190
YDR114C,0
YDR115W,3847
YDR116C,1017
YDR117C,493
YDR118W,57
YDR119W,2556
YDR119W-A,611
YDR120C,570
YDR121W,126
YDR122W,933
YDR123C,495
YDR124W,326
YDR125C,128
YDR126W,183
YDR127W,1802
YDR128W,284
YDR129C,2715
YDR130C,447
YDR131C,412
YDR132C,377
YDR133C,43467
YDR135C,2480
YDR137W,430
YDR138W,441
YDR139C,1073
YDR140W,2888
YDR141C,856
YDR142C,596
YDR143C,540
YDR144C,1245
YDR145W,845
YDR146C,290
YDR147W,530
YDR148C,1076
YDR150W,676
YDR151C,783
YDR152W,1328
YDR153C,403
YDR154C,262
YDR155C,29373
YDR156W,10131
YDR158W,13094
YDR159W,402
YDR160W,299
YDR161W,707
YDR162C,272
YDR163W,267
YDR164C,381
YDR165W,1361
YDR166C,669
YDR167W,1582
YDR168W,1013
YDR169C,300
YDR170C,989
YDR171W,349
YDR172W,3867
YDR173C,54
YDR174W,7445
YDR175C,826
YDR176W,306
YDR177W,1610
YDR178W,2835
YDR179C,443
YDR179W-A,172
YDR180W,255
YDR181C,187
YDR182W,764
YDR183W,581
YDR184C,1996
YDR185C,320
YDR186C,441
YDR188W,3502
YDR189W,576
YDR190C,3243
YDR191W,76
YDR192C,115
YDR194C,1340
YDR195W,96
YDR196C,1671
YDR197W,301
YDR198C,262
YDR200C,300
YDR201W,634
YDR202C,306
YDR204W,581
YDR205W,816
YDR206W,906
YDR207C,176
YDR208W,1041
YDR210W,5511
YDR211W,1273
YDR212W,4150
YDR213W,59
YDR214W,4666
YDR216W,535
YDR217C,198
YDR219C,338
YDR221W,700
YDR222W,382
YDR223W,60
YDR224C,6601
YDR225W,32050
YDR226W,9532
YDR227W,117
YDR228C,897
YDR229W,137
YDR231C,688
YDR232W,3600
YDR233C,9532
YDR234W,1378
YDR235W,531
YDR236C,1547
YDR237W,716
YDR238C,1545
YDR239C,138
YDR240C,113
YDR242W,79
YDR243C,329
YDR244W,130
YDR245W,1895
YDR246W,642
YDR246W-A,21
YDR247W,422
YDR248C,378
YDR249C,1096
YDR250C,0
YDR251W,919
YDR252W,339
YDR253C,47
YDR254W,447
YDR255C,669
YDR257C,1297
YDR258C,402
YDR259C,252
YDR260C,1347
YDR261C,372
YDR262W,634
YDR263C,46
YDR264C,1566
YDR265W,245
YDR266C,528
YDR267C,699
YDR268W,489
YDR270W,327
YDR272W,1099
YDR275W,762
YDR276C,18215
YDR277C,223
YDR279W,339
YDR280W,862
YDR281C,220
YDR282C,348
YDR283C,254
YDR284C,1010
YDR285W,0
YDR286C,409
YDR287W,344
YDR288W,512
YDR289C,361
YDR291W,535
YDR292C,535
YDR293C,951
YDR294C,1876
YDR295C,102
YDR296W,1476
YDR297W,2721
YDR298C,5605
YDR299W,668
YDR300C,636
YDR301W,299
YDR302W,1654
YDR303C,522
YDR304C,3567
YDR305C,148
YDR306C,421
YDR307W,360
YDR308C,459
YDR309C,730
YDR310C,208
YDR311W,378
YDR312W,442
YDR313C,53
YDR314C,271
YDR315C,606
YDR316W,595
YDR316W-A,128
YDR317W,50
YDR318W,275
YDR319C,1211
YDR320C,400
YDR320C-A,750
YDR320W-B,223
YDR321W,1995
YDR322C-A,4229
YDR322W,755
YDR323C,138
YDR324C,670
YDR325W,433
YDR326C,568
YDR328C,2527
YDR329C,310
YDR330W,220
YDR331W,623
YDR332W,97
YDR333C,829
YDR334W,389
YDR335W,1191
YDR336W,225
YDR337W,1393
YDR338C,336
YDR339C,2911
YDR341C,3589
YDR342C,307
YDR344C,173
YDR345C,534
YDR346C,1560
YDR347W,1516
YDR348C,533
YDR349C,1883
YDR350C,961
YDR351W,613
YDR352W,1068
YDR353W,4201
YDR354W,2348
YDR356W,309
YDR357C,565
YDR358W,169
YDR359C,336
YDR361C,1039
YDR362C,222
YDR363W,309
YDR363W-A,3613
YDR364C,751
YDR365C,891
YDR367W,2243
YDR368W,1466
YDR369C,193
YDR370C,548
YDR371W,374
YDR372C,2180
YDR373W,2778
YDR374W-A,419
YDR375C,823
YDR376W,271
YDR377W,12462
YDR378C,2163
YDR379C-A,769
YDR379W,120
YDR380W,486
YDR381C-A,875
YDR381W,5644
YDR382W,36765
YDR383C,256
YDR384C,726
YDR385W,17189
YDR386W,45
YDR387C,252
YDR388W,1589
YDR389W,864
YDR390C,432
YDR391C,1724
YDR392W,246
YDR393W,473
YDR394W,1147
YDR395W,1210
YDR397C,2623
YDR398W,937
YDR399W,12499
YDR400W,1075
YDR404C,5243
YDR405W,300
YDR406W,0
YDR407C,880
YDR408C,3232
YDR409W,98
YDR410C,1285
YDR411C,632
YDR412W,1195
YDR414C,757
YDR415C,41
YDR416W,283
YDR418W,63784
YDR419W,175
YDR420W,476
YDR421W,159
YDR422C,978
YDR423C,341
YDR424C,654
YDR425W,183
YDR427W,1627
YDR428C,518
YDR429C,2453
YDR430C,677
YDR432W,1177
YDR434W,799
YDR435C,1038
YDR436W,212
YDR437W,540
YDR438W,99
YDR439W,321
YDR440W,330
YDR441C,2873
YDR443C,280
YDR444W,476
YDR445C,106
YDR446W,0
YDR447C,33235
YDR448W,272
YDR449C,1414
YDR450W,19409
YDR451C,609
YDR452W,1581
YDR453C,87
YDR454C,7398
YDR456W,2324
YDR457W,667
YDR458C,664
YDR459C,485
YDR460W,202
YDR461C-A,98
YDR461W,1523
YDR462W,1126
YDR463W,766
YDR464W,0
YDR465C,787
YDR466W,159
YDR468C,920
YDR469W,1184
YDR470C,573
YDR471W,42869
YDR472W,1594
YDR473C,181
YDR475C,164
YDR476C,1232
YDR477W,575
YDR478W,386
YDR479C,335
YDR480W,266
YDR481C,948
YDR482C,303
YDR483W,4221
YDR484W,304
YDR485C,275
YDR486C,880
YDR487C,6358
YDR488C,162
YDR489W,858
YDR490C,462
YDR492W,1754
YDR493W,1001
YDR494W,1114
YDR495C,65
YDR496C,579
YDR497C,15951
YDR498C,253
YDR499W,324
YDR500C,6783
YDR501W,21
YDR502C,1141
YDR503C,523
YDR505C,793
YDR506C,87
YDR507C,694
YDR508C,1650
YDR510C-A,0
YDR510W,4711
YDR511W,1159
YDR513W,2513
YDR514C,241
YDR515W,173
YDR516C,1493
YDR517W,2028
YDR518W,793
YDR519W,3377
YDR520C,67
YDR524C,1908
YDR524C-A,0
YDR524C-B,96825
YDR525W-A,6904
YDR527W,311
YDR528W,901
YDR529C,8486
YDR530C,427
YDR531W,875
YDR532C,581
YDR533C,294
YDR534C,0
YDR536W,48
YDR538W,1956
YDR539W,246
YDR540C,166
YDR541C,681
YEL001C,4287
YEL002C,3496
YEL003W,2456
YEL004W,723
YEL005C,400
YEL006W,637
YEL007W,1709
YEL008C-A,190
YEL009C,31106
YEL009C-A,26
YEL011W,602
YEL012W,323
YEL013W,1957
YEL015W,674
YEL016C,453
YEL017C-A,12750
YEL017W,771
YEL018W,351
YEL019C,50
YEL020C,73
YEL020C-B,473
YEL020W-A,3019
YEL021W,1658
YEL022W,509
YEL023C,115
YEL024W,7078
YEL025C,828
YEL026W,15840
YEL027W,59200
YEL028W,291
YEL029C,1883
YEL030W,30
YEL031W,3543
YEL032W,458
YEL033W,292
YEL034W,93519
YEL036C,650
YEL037C,1014
YEL038W,3845
YEL039C,701
YEL040W,4909
YEL041W,115
YEL042W,2755
YEL043W,319
YEL044W,781
YEL045C,33
YEL046C,3425
YEL047C,1452
YEL048C,1992
YEL049W,28
YEL050C,1537
YEL051W,3608
YEL052W,1192
YEL053C,1165
YEL054C,52767
YEL055C,1798
YEL056W,788
YEL057C,31
YEL058W,2388
YEL059C-A,1199
YEL059W,27
YEL060C,631
YEL061C,218
YEL062W,718
YEL063C,1834
YEL064C,213
YEL065W,728
YEL066W,1667
YEL068C,924
YEL070W,0
YEL071W,4327
YEL072W,481
YEL073C,501
YEL075C,263
YER001W,2792
YER002W,2097
YER003C,5960
YER004W,2420
YER005W,221
YER006C-A,0
YER006W,1061
YER007C-A,1875
YER007W,33
YER008C,819
YER009W,26345
YER010C,704
YER011W,0
YER012W,2005
YER013W,121
YER014W,156
YER015W,89
YER016W,728
YER017C,607
YER018C,378
YER019C-A,7006
YER019W,1226
YER020W,517
YER021W,646
YER022W,400
YER023C-A,14
YER023W,748
YER024W,0
YER025W,5616
YER026C,1795
YER027C,1183
YER028C,51
YER029C,485
YER030W,2198
YER031C,2095
YER032W,170
YER033C,157
YER034W,90
YER035W,1015
YER036C,5090
YER037W,600
YER038C,577
YER038W-A,38
YER039C-A,220
YER040W,658
YER041W,353
YER042W,1035
YER043C,17135
YER044C,4434
YER045C,358
YER046W,435
YER047C,128
YER048C,948
YER048W-A,4195
YER049W,968
YER050C,1479
YER051W,99
YER052C,3236
YER053C,1351
YER053C-A,9379
YER054C,32
YER055C,19742
YER056C,9850
YER056C-A,32985
YER057C,8498
YER058W,494
YER059W,375
YER060W,264
YER061C,403
YER062C,847
YER063W,823
YER064C,288
YER065C,105
YER066W,451
YER067W,1000
YER068W,823
YER069W,726
YER070W,2075
YER071C,958
YER072W,7252
YER073W,2627
YER074W,30956
YER074W-A,1968
YER075C,151
YER076C,316
YER078C,357
YER079W,138
YER080W,541
YER081W,2077
YER082C,395
YER083C,2254
YER084W-A,34
YER086W,2223
YER087C-A,0
YER087C-B,3113
YER087W,144
YER088C,981
YER089C,1778
YER090W,1683
YER091C,14145
YER092W,1706
YER093C,215
YER093C-A,588
YER094C,4419
YER095W,2002
YER096W,103
YER098W,30
YER099C,954
YER100W,272
YER101C,143
YER102W,120798
YER103W,155
YER104W,295
YER105C,590
YER107C,1056
YER110C,2889
YER111C,68
YER112W,1089
YER113C,714
YER114C,904
YER115C,633
YER116C,541
YER117W,56608
YER118C,495
YER119C,252
YER120W,11076
YER121W,67
YER122C,2553
YER123W,1018
YER124C,5021
YER125W,2405
YER126C,1213
YER127W,553
YER128W,364
YER129W,384
YER130C,1300
YER131W,38808
YER132C,440
YER133W,2421
YER134C,934
YER136W,1178
YER137C,444
YER138W-A,0
YER139C,569
YER140W,400
YER141W,2206
YER142C,321
YER143W,301
YER144C,705
YER145C,1294
YER146W,2022
YER147C,207
YER148W,2754
YER149C,282
YER150W,799
YER151C,388
YER152C,672
YER153C,136
YER154W,631
YER155C,1021
YER156C,3450
YER157W,189
YER158C,207
YER159C,1071
YER160C,181
YER161C,487
YER162C,57
YER163C,1037
YER164W,529
YER165W,10330
YER166W,1029
YER167W,470
YER168C,456
YER169W,178
YER170W,311
YER171W,322
YER172C,454
YER173W,292
YER174C,978
YER175C,280
YER175W-A,36
YER176W,336
YER177W,10066
YER178W,2394
YER179W,0
YER180C-A,829
YER181C,169
YER182W,724
YER183C,534
YER184C,278
YER185W,0
YER186C,522
YER187W,20
YER188C-A,0
YER188W,61
YFL001W,582
YFL002C,391
YFL002W-A,322
YFL004W,670
YFL005W,3865
YFL007W,867
YFL008W,219
YFL009W,529
YFL010C,4351
YFL011W,135
YFL012W,56
YFL013C,168
YFL014W,3975
YFL016C,518
YFL017C,1143
YFL017W-A,508
YFL018C,619
YFL020C,0
YFL021W,2024
YFL022C,300
YFL023W,229
YFL024C,32
YFL025C,551
YFL026W,6505
YFL027C,191
YFL028C,1608
YFL029C,214
YFL030W,54
YFL031C-A,0
YFL031W,42622
YFL032W,0
YFL033C,259
YFL034C-A,13164
YFL034C-B,173
YFL034W,235
YFL036W,924
YFL037W,3763
YFL038C,2795
YFL039C,15441
YFL041W,891
YFL041W-A,208
YFL042C,156
YFL044C,1667
