set	n_members	p_value	p.adjust	s.PC1	s.PC2
GZF3_bound	299	0.006987549272238085	0.009704929544775118	0.056684278303610884	0.06236656726403807
CAT8_bound	303	0.007942804956802347	0.010944809979845753	-0.10024054549139667	0.07359009365594708
PDR3_bound	220	0.009646682690120053	0.01318882399039851	-0.10593244863367482	0.0969324899747829
PHO4_bound	159	0.009892986403967508	0.013420717989878402	-0.08923088206877391	0.1364169138524158
YLL054C_bound	1142	0.010552965152206087	0.014205914627969734	0.03318477062630009	-0.058433209256771396
SUT2_bound	164	0.01507477142377102	0.020138053428701744	-0.05818830976814697	0.1328348319405971
ECM5_bound	2029	0.0196591188461493	0.026063225743000965	0.04666727964027403	-0.00845618028733893
SUB1_bound	164	0.022250410275640807	0.02927685562584317	0.028984634255864356	0.10136134140865476
MBP1_bound	619	0.022537766598246228	0.02943365040815739	0.056167111244694486	0.013725967840910788
EAF1_bound	2598	0.02419135748398552	0.031359167108870115	0.004981173636995454	0.04057786263614788
LEU3_bound	193	0.030348257642299474	0.03905106681913535	-0.05948889084043418	0.11103304938379997
YRM1_bound	1504	0.03454930332976166	0.04413232177159336	0.04664354698752504	-0.013140509914045143
HCM1_bound	184	0.04933499618527503	0.06256249516248645	0.04458629954305555	0.0708433841266098
URC2_bound	1058	0.05021581796735078	0.06322135355601717	0.04784679594740678	-0.007713302606147674
MSA2_bound	764	0.05486678853939157	0.06858348567423947	0.020124600265722676	0.0389416584931128
INO2_bound	1555	0.05665357650907795	0.07031472261764993	0.04057241655145443	-0.002975667467638245
HIR3_bound	9	0.05807357672938457	0.0714070834678726	0.4594633687712447	-0.19437814903208728
RGM1_bound	29	0.0583497882051759	0.0714070834678726	-0.23784762663340536	0.18291867358976766
TOS8_bound	23	0.06739693476256481	0.08190599710728362	0.1774613237450897	0.12780432417088536
SWR1_bound	112	0.08389521553292939	0.10125284633284581	0.10572807684991486	0.015205915921627415
INO4_bound	283	0.08549370212195488	0.10247532788590481	0.012834150496617904	0.06589066722095133
CHA4_bound	444	0.09399349275841676	0.11189701518859138	-0.04221111384503947	0.05935607385056382
CUP2_bound	127	0.11459480489144264	0.13550061389190854	-0.07548780851291646	0.10118399528716189
STB5_bound	514	0.12241770234250174	0.14377918060360942	-0.039203472364437504	0.051526080657762534
WAR1_bound	337	0.12799350752751976	0.14932575878210638	-0.008931189293385097	0.06372301321760515
AFT2_bound	131	0.1347697801129213	0.15619014251497498	-0.1015367550361736	0.028021578878422545
WTM2_bound	48	0.1393329410522723	0.1604162150272872	0.06136032093362511	0.11711342086068566
ACA1_bound	106	0.16222504313335498	0.18555151992377203	0.013862404656767045	0.09280074936437809
MAL13_bound	30	0.18031814927495737	0.2049069878124516	0.19545190351642133	-0.08850624818366672
RSF1_bound	41	0.22892075494511607	0.2584589168735182	-0.11939336129214374	0.13916347378461938
SFG1_bound	25	0.23585797154778698	0.2645842629542482	0.08702808621815873	0.12694970607446066
RAD4_bound	51	0.2552905357520469	0.2845595143733007	0.04343607379453232	0.099129732909147
PUT3_bound	198	0.27622219932516007	0.3040181439113397	-0.028854152383566832	0.0672539878422219
SWI5_bound	344	0.27500440725644554	0.3040181439113397	-0.003818382649009375	0.04905404228923372
UGA3_bound	178	0.31685829855218484	0.34656376404145217	0.05282417248709788	0.01650976819516227
YAP7_bound	131	0.320938213408267	0.34884588413942064	-0.0754052844774629	0.015153190642348928
UME6_bound	280	0.3244698992875441	0.350507607255063	0.028387835078708932	-0.05283623131133597
KAR4_bound	94	0.3571709257298013	0.3834657178080689	0.05408506875857865	0.0400370600297236
PDR8_bound	23	0.3880857938852396	0.4141159385970545	0.1456119600700232	0.014921701282111614
GAL80_bound	74	0.41155008484406175	0.43649251422855034	0.08962219261515329	-0.026699895317854952
FKH1_bound	174	0.45908608887813995	0.4839762985161114	-0.027711391828833403	-0.03317142059033288
STP4_bound	120	0.4621348743216324	0.48427307189392615	0.011686675559508124	0.05519119608714977
RME1_bound	44	0.5134697353886591	0.5348643076965199	0.08980601820566984	0.006409746790158111
SNT2_bound	83	0.5840747056200151	0.604811085701199	0.051590706818452244	-0.05886478659953939
GAL4_bound	33	0.6199373643003838	0.6381708161915716	0.03640990053203564	0.06945573510458851
RIF1_bound	34	0.9035977057100365	0.9247344941476981	-0.04431013242993387	0.01192126065085679
ARO80_bound	153	0.9347536049266498	0.9476685025941803	-0.013175826508280244	0.015749218687101073
HIR2_bound	6	0.9368380054216753	0.9476685025941803	0.0830442324371166	-0.01568372361954294
RDR1_bound	26	0.9519699072549292	0.9574409986759347	-0.035211739480034435	0.019130259983919574
CAD1_bound	13	0.9601178222035562	0.9601178222035562	0.027311450764215695	-0.044583646538045314
