gene_bins	experiment_strain_condition	experiment	strain	condition	timepoint	size	translation	time	molecules_per_fL
[ 13.09,   16.15)	exp250423_MS908_7.5hr_arrest_60min-PhIAA	exp250423	MS908	7.5hr_arrest_60min-PhIAA	T1	big	OFF	4	2.286744505081724
[ 13.09,   16.15)	exp250423_MS908_7.5hr_arrest_60min-PhIAA	exp250423	MS908	7.5hr_arrest_60min-PhIAA	T2	big	OFF	7	1.9884531360395876
[ 13.09,   16.15)	exp250423_MS908_7.5hr_arrest_60min-PhIAA	exp250423	MS908	7.5hr_arrest_60min-PhIAA	T3	big	OFF	10	1.4039591517964711
[ 13.09,   16.15)	exp250423_MS908_7.5hr_arrest_60min-PhIAA	exp250423	MS908	7.5hr_arrest_60min-PhIAA	T4	big	OFF	13	1.1666391873894404
[ 13.09,   16.15)	exp250423_MS908_7.5hr_arrest_60min-PhIAA	exp250423	MS908	7.5hr_arrest_60min-PhIAA	T5	big	OFF	18	0.7950330907052666
[ 13.09,   16.15)	exp250423_MS908_7.5hr_arrest_60min-PhIAA	exp250423	MS908	7.5hr_arrest_60min-PhIAA	T6	big	OFF	28	0.4670674517914854
[ 13.09,   16.15)	exp250423_MS908_7.5hr_arrest_60min-PhIAA	exp250423	MS908	7.5hr_arrest_60min-PhIAA	T7	big	OFF	44	0.360794304552667
[ 13.09,   16.15)	exp250423_MS908_7.5hr_arrest_60min-PhIAA	exp250423	MS908	7.5hr_arrest_60min-PhIAA	Tbackground	big	OFF	NA	0
[ 16.15,   19.38)	exp221207_MS96_1.5hr_arrest	exp221207	MS96	1.5hr_arrest	T1	small	ON	4	8.482519942128663
[ 16.15,   19.38)	exp221207_MS96_1.5hr_arrest	exp221207	MS96	1.5hr_arrest	T3	small	ON	10	3.034699644776052
[ 16.15,   19.38)	exp221207_MS96_1.5hr_arrest	exp221207	MS96	1.5hr_arrest	T5	small	ON	16	1.0630205614010388
[ 16.15,   19.38)	exp221207_MS96_1.5hr_arrest	exp221207	MS96	1.5hr_arrest	T6	small	ON	28	0.27401092436159524
[ 16.15,   19.38)	exp221207_MS96_1.5hr_arrest	exp221207	MS96	1.5hr_arrest	T7	small	ON	40	0.12774005046092254
[ 16.15,   19.38)	exp221207_MS96_1.5hr_arrest	exp221207	MS96	1.5hr_arrest	Tbackground	small	ON	NA	0
[ 16.15,   19.38)	exp221207_MS96_7hr_arrest	exp221207	MS96	7hr_arrest	T1	big	ON	4	4.207785945435088
[ 16.15,   19.38)	exp221207_MS96_7hr_arrest	exp221207	MS96	7hr_arrest	T3	big	ON	10	2.6713120142744553
[ 16.15,   19.38)	exp221207_MS96_7hr_arrest	exp221207	MS96	7hr_arrest	T5	big	ON	16	1.305594024872665
[ 16.15,   19.38)	exp221207_MS96_7hr_arrest	exp221207	MS96	7hr_arrest	T6	big	ON	28	0.42666424369690176
[ 16.15,   19.38)	exp221207_MS96_7hr_arrest	exp221207	MS96	7hr_arrest	T7	big	ON	40	0.20108636113379902
[ 16.15,   19.38)	exp221207_MS96_7hr_arrest	exp221207	MS96	7hr_arrest	Tbackground	big	ON	NA	0
[ 16.15,   19.38)	exp241204_MS908_1.5hr_arrest_60min-PhIAA	exp241204	MS908	1.5hr_arrest_60min-PhIAA	T1	small	OFF	4	9.734421728905483
[ 16.15,   19.38)	exp241204_MS908_1.5hr_arrest_60min-PhIAA	exp241204	MS908	1.5hr_arrest_60min-PhIAA	T2	small	OFF	7	7.6816650877140935
[ 16.15,   19.38)	exp241204_MS908_1.5hr_arrest_60min-PhIAA	exp241204	MS908	1.5hr_arrest_60min-PhIAA	T3	small	OFF	10	5.668048231537044
[ 16.15,   19.38)	exp241204_MS908_1.5hr_arrest_60min-PhIAA	exp241204	MS908	1.5hr_arrest_60min-PhIAA	T4	small	OFF	13	4.50101383035307
[ 16.15,   19.38)	exp241204_MS908_1.5hr_arrest_60min-PhIAA	exp241204	MS908	1.5hr_arrest_60min-PhIAA	T5	small	OFF	18	2.8710597264074575
[ 16.15,   19.38)	exp241204_MS908_1.5hr_arrest_60min-PhIAA	exp241204	MS908	1.5hr_arrest_60min-PhIAA	T6	small	OFF	28	2.1425347707243505
[ 16.15,   19.38)	exp241204_MS908_1.5hr_arrest_60min-PhIAA	exp241204	MS908	1.5hr_arrest_60min-PhIAA	T7	small	OFF	44	1.4966605945087716
[ 16.15,   19.38)	exp241204_MS908_1.5hr_arrest_60min-PhIAA	exp241204	MS908	1.5hr_arrest_60min-PhIAA	Tbackground	small	OFF	NA	0
[ 16.15,   19.38)	exp241204_MS908_7.5hr_arrest_60min-PhIAA	exp241204	MS908	7.5hr_arrest_60min-PhIAA	T1	big	OFF	4	2.5418848778224716
[ 16.15,   19.38)	exp241204_MS908_7.5hr_arrest_60min-PhIAA	exp241204	MS908	7.5hr_arrest_60min-PhIAA	T2	big	OFF	7	1.8071794822157978
[ 16.15,   19.38)	exp241204_MS908_7.5hr_arrest_60min-PhIAA	exp241204	MS908	7.5hr_arrest_60min-PhIAA	T3	big	OFF	10	1.6108968114804525
[ 16.15,   19.38)	exp241204_MS908_7.5hr_arrest_60min-PhIAA	exp241204	MS908	7.5hr_arrest_60min-PhIAA	T4	big	OFF	13	1.223480619464846
[ 16.15,   19.38)	exp241204_MS908_7.5hr_arrest_60min-PhIAA	exp241204	MS908	7.5hr_arrest_60min-PhIAA	T5	big	OFF	18	0.8057568204642768
[ 16.15,   19.38)	exp241204_MS908_7.5hr_arrest_60min-PhIAA	exp241204	MS908	7.5hr_arrest_60min-PhIAA	T6	big	OFF	28	0.48309782017385794
[ 16.15,   19.38)	exp241204_MS908_7.5hr_arrest_60min-PhIAA	exp241204	MS908	7.5hr_arrest_60min-PhIAA	T7	big	OFF	44	0.39909007229859406
[ 16.15,   19.38)	exp241204_MS908_7.5hr_arrest_60min-PhIAA	exp241204	MS908	7.5hr_arrest_60min-PhIAA	Tbackground	big	OFF	NA	0
[ 16.15,   19.38)	exp250423_MS908_1.5hr_arrest_60min-PhIAA	exp250423	MS908	1.5hr_arrest_60min-PhIAA	T1	small	OFF	4	8.158614037233777
[ 16.15,   19.38)	exp250423_MS908_1.5hr_arrest_60min-PhIAA	exp250423	MS908	1.5hr_arrest_60min-PhIAA	T2	small	OFF	7	6.4652710142354985
[ 16.15,   19.38)	exp250423_MS908_1.5hr_arrest_60min-PhIAA	exp250423	MS908	1.5hr_arrest_60min-PhIAA	T3	small	OFF	10	4.855578113217853
[ 16.15,   19.38)	exp250423_MS908_1.5hr_arrest_60min-PhIAA	exp250423	MS908	1.5hr_arrest_60min-PhIAA	T4	small	OFF	13	3.7023972683220916
[ 16.15,   19.38)	exp250423_MS908_1.5hr_arrest_60min-PhIAA	exp250423	MS908	1.5hr_arrest_60min-PhIAA	T5	small	OFF	18	3.160848537348669
[ 16.15,   19.38)	exp250423_MS908_1.5hr_arrest_60min-PhIAA	exp250423	MS908	1.5hr_arrest_60min-PhIAA	T6	small	OFF	28	2.213473329544799
[ 16.15,   19.38)	exp250423_MS908_1.5hr_arrest_60min-PhIAA	exp250423	MS908	1.5hr_arrest_60min-PhIAA	T7	small	OFF	44	1.3458514217688788
[ 16.15,   19.38)	exp250423_MS908_1.5hr_arrest_60min-PhIAA	exp250423	MS908	1.5hr_arrest_60min-PhIAA	Tbackground	small	OFF	NA	0
[ 16.15,   19.38)	exp250423_MS908_7.5hr_arrest_60min-PhIAA	exp250423	MS908	7.5hr_arrest_60min-PhIAA	T1	big	OFF	4	2.352669839316786
[ 16.15,   19.38)	exp250423_MS908_7.5hr_arrest_60min-PhIAA	exp250423	MS908	7.5hr_arrest_60min-PhIAA	T2	big	OFF	7	2.030787333355354
[ 16.15,   19.38)	exp250423_MS908_7.5hr_arrest_60min-PhIAA	exp250423	MS908	7.5hr_arrest_60min-PhIAA	T3	big	OFF	10	1.4610468988912253
[ 16.15,   19.38)	exp250423_MS908_7.5hr_arrest_60min-PhIAA	exp250423	MS908	7.5hr_arrest_60min-PhIAA	T4	big	OFF	13	1.2804691228467617
[ 16.15,   19.38)	exp250423_MS908_7.5hr_arrest_60min-PhIAA	exp250423	MS908	7.5hr_arrest_60min-PhIAA	T5	big	OFF	18	0.8377063551643902
[ 16.15,   19.38)	exp250423_MS908_7.5hr_arrest_60min-PhIAA	exp250423	MS908	7.5hr_arrest_60min-PhIAA	T6	big	OFF	28	0.5021557350618424
[ 16.15,   19.38)	exp250423_MS908_7.5hr_arrest_60min-PhIAA	exp250423	MS908	7.5hr_arrest_60min-PhIAA	T7	big	OFF	44	0.41399152307588144
[ 16.15,   19.38)	exp250423_MS908_7.5hr_arrest_60min-PhIAA	exp250423	MS908	7.5hr_arrest_60min-PhIAA	Tbackground	big	OFF	NA	0
[ 19.38,   23.01)	exp221207_MS96_1.5hr_arrest	exp221207	MS96	1.5hr_arrest	T1	small	ON	4	9.992987947273578
[ 19.38,   23.01)	exp221207_MS96_1.5hr_arrest	exp221207	MS96	1.5hr_arrest	T3	small	ON	10	3.9099442851074033
[ 19.38,   23.01)	exp221207_MS96_1.5hr_arrest	exp221207	MS96	1.5hr_arrest	T5	small	ON	16	1.3539572885807154
[ 19.38,   23.01)	exp221207_MS96_1.5hr_arrest	exp221207	MS96	1.5hr_arrest	T6	small	ON	28	0.3530677348249434
[ 19.38,   23.01)	exp221207_MS96_1.5hr_arrest	exp221207	MS96	1.5hr_arrest	T7	small	ON	40	0.16189495723590214
[ 19.38,   23.01)	exp221207_MS96_1.5hr_arrest	exp221207	MS96	1.5hr_arrest	Tbackground	small	ON	NA	0
[ 19.38,   23.01)	exp221207_MS96_7hr_arrest	exp221207	MS96	7hr_arrest	T1	big	ON	4	5.363949815282835
[ 19.38,   23.01)	exp221207_MS96_7hr_arrest	exp221207	MS96	7hr_arrest	T3	big	ON	10	3.566282155560254
[ 19.38,   23.01)	exp221207_MS96_7hr_arrest	exp221207	MS96	7hr_arrest	T5	big	ON	16	1.8118617629145033
[ 19.38,   23.01)	exp221207_MS96_7hr_arrest	exp221207	MS96	7hr_arrest	T6	big	ON	28	0.6027053074228312
[ 19.38,   23.01)	exp221207_MS96_7hr_arrest	exp221207	MS96	7hr_arrest	T7	big	ON	40	0.27655401948481206
[ 19.38,   23.01)	exp221207_MS96_7hr_arrest	exp221207	MS96	7hr_arrest	Tbackground	big	ON	NA	0
[ 19.38,   23.01)	exp241204_MS908_1.5hr_arrest_60min-PhIAA	exp241204	MS908	1.5hr_arrest_60min-PhIAA	T1	small	OFF	4	12.030391229769432
[ 19.38,   23.01)	exp241204_MS908_1.5hr_arrest_60min-PhIAA	exp241204	MS908	1.5hr_arrest_60min-PhIAA	T2	small	OFF	7	9.489116852383404
[ 19.38,   23.01)	exp241204_MS908_1.5hr_arrest_60min-PhIAA	exp241204	MS908	1.5hr_arrest_60min-PhIAA	T3	small	OFF	10	7.1262051826592385
[ 19.38,   23.01)	exp241204_MS908_1.5hr_arrest_60min-PhIAA	exp241204	MS908	1.5hr_arrest_60min-PhIAA	T4	small	OFF	13	5.551897607874761
[ 19.38,   23.01)	exp241204_MS908_1.5hr_arrest_60min-PhIAA	exp241204	MS908	1.5hr_arrest_60min-PhIAA	T5	small	OFF	18	3.65851373210846
[ 19.38,   23.01)	exp241204_MS908_1.5hr_arrest_60min-PhIAA	exp241204	MS908	1.5hr_arrest_60min-PhIAA	T6	small	OFF	28	2.727709674601044
[ 19.38,   23.01)	exp241204_MS908_1.5hr_arrest_60min-PhIAA	exp241204	MS908	1.5hr_arrest_60min-PhIAA	T7	small	OFF	44	1.9046661776711584
[ 19.38,   23.01)	exp241204_MS908_1.5hr_arrest_60min-PhIAA	exp241204	MS908	1.5hr_arrest_60min-PhIAA	Tbackground	small	OFF	NA	0
[ 19.38,   23.01)	exp241204_MS908_7.5hr_arrest_60min-PhIAA	exp241204	MS908	7.5hr_arrest_60min-PhIAA	T1	big	OFF	4	3.3957518260433397
[ 19.38,   23.01)	exp241204_MS908_7.5hr_arrest_60min-PhIAA	exp241204	MS908	7.5hr_arrest_60min-PhIAA	T2	big	OFF	7	2.356356026981109
[ 19.38,   23.01)	exp241204_MS908_7.5hr_arrest_60min-PhIAA	exp241204	MS908	7.5hr_arrest_60min-PhIAA	T3	big	OFF	10	2.027711080020024
[ 19.38,   23.01)	exp241204_MS908_7.5hr_arrest_60min-PhIAA	exp241204	MS908	7.5hr_arrest_60min-PhIAA	T4	big	OFF	13	1.5473194282385123
[ 19.38,   23.01)	exp241204_MS908_7.5hr_arrest_60min-PhIAA	exp241204	MS908	7.5hr_arrest_60min-PhIAA	T5	big	OFF	18	1.0150963060822162
[ 19.38,   23.01)	exp241204_MS908_7.5hr_arrest_60min-PhIAA	exp241204	MS908	7.5hr_arrest_60min-PhIAA	T6	big	OFF	28	0.6405663842738557
[ 19.38,   23.01)	exp241204_MS908_7.5hr_arrest_60min-PhIAA	exp241204	MS908	7.5hr_arrest_60min-PhIAA	T7	big	OFF	44	0.5116238771461926
[ 19.38,   23.01)	exp241204_MS908_7.5hr_arrest_60min-PhIAA	exp241204	MS908	7.5hr_arrest_60min-PhIAA	Tbackground	big	OFF	NA	0
[ 19.38,   23.01)	exp250423_MS908_1.5hr_arrest_60min-PhIAA	exp250423	MS908	1.5hr_arrest_60min-PhIAA	T1	small	OFF	4	10.340722596486389
[ 19.38,   23.01)	exp250423_MS908_1.5hr_arrest_60min-PhIAA	exp250423	MS908	1.5hr_arrest_60min-PhIAA	T2	small	OFF	7	7.95192256080349
[ 19.38,   23.01)	exp250423_MS908_1.5hr_arrest_60min-PhIAA	exp250423	MS908	1.5hr_arrest_60min-PhIAA	T3	small	OFF	10	6.003232661567027
[ 19.38,   23.01)	exp250423_MS908_1.5hr_arrest_60min-PhIAA	exp250423	MS908	1.5hr_arrest_60min-PhIAA	T4	small	OFF	13	4.8055151545602
[ 19.38,   23.01)	exp250423_MS908_1.5hr_arrest_60min-PhIAA	exp250423	MS908	1.5hr_arrest_60min-PhIAA	T5	small	OFF	18	4.009700947497123
[ 19.38,   23.01)	exp250423_MS908_1.5hr_arrest_60min-PhIAA	exp250423	MS908	1.5hr_arrest_60min-PhIAA	T6	small	OFF	28	2.811947079707836
[ 19.38,   23.01)	exp250423_MS908_1.5hr_arrest_60min-PhIAA	exp250423	MS908	1.5hr_arrest_60min-PhIAA	T7	small	OFF	44	1.8015971349447988
[ 19.38,   23.01)	exp250423_MS908_1.5hr_arrest_60min-PhIAA	exp250423	MS908	1.5hr_arrest_60min-PhIAA	Tbackground	small	OFF	NA	0
[ 19.38,   23.01)	exp250423_MS908_7.5hr_arrest_60min-PhIAA	exp250423	MS908	7.5hr_arrest_60min-PhIAA	T1	big	OFF	4	3.0698037964065756
[ 19.38,   23.01)	exp250423_MS908_7.5hr_arrest_60min-PhIAA	exp250423	MS908	7.5hr_arrest_60min-PhIAA	T2	big	OFF	7	2.5638001390656884
[ 19.38,   23.01)	exp250423_MS908_7.5hr_arrest_60min-PhIAA	exp250423	MS908	7.5hr_arrest_60min-PhIAA	T3	big	OFF	10	1.8388092652059636
[ 19.38,   23.01)	exp250423_MS908_7.5hr_arrest_60min-PhIAA	exp250423	MS908	7.5hr_arrest_60min-PhIAA	T4	big	OFF	13	1.5828977162719227
[ 19.38,   23.01)	exp250423_MS908_7.5hr_arrest_60min-PhIAA	exp250423	MS908	7.5hr_arrest_60min-PhIAA	T5	big	OFF	18	1.0499623623391097
[ 19.38,   23.01)	exp250423_MS908_7.5hr_arrest_60min-PhIAA	exp250423	MS908	7.5hr_arrest_60min-PhIAA	T6	big	OFF	28	0.6102080667689086
[ 19.38,   23.01)	exp250423_MS908_7.5hr_arrest_60min-PhIAA	exp250423	MS908	7.5hr_arrest_60min-PhIAA	T7	big	OFF	44	0.5089671665346166
[ 19.38,   23.01)	exp250423_MS908_7.5hr_arrest_60min-PhIAA	exp250423	MS908	7.5hr_arrest_60min-PhIAA	Tbackground	big	OFF	NA	0
[ 23.01,   27.07)	exp221207_MS96_1.5hr_arrest	exp221207	MS96	1.5hr_arrest	T1	small	ON	4	11.35907790227489
[ 23.01,   27.07)	exp221207_MS96_1.5hr_arrest	exp221207	MS96	1.5hr_arrest	T3	small	ON	10	4.299493854882762
[ 23.01,   27.07)	exp221207_MS96_1.5hr_arrest	exp221207	MS96	1.5hr_arrest	T5	small	ON	16	1.4755263917644987
[ 23.01,   27.07)	exp221207_MS96_1.5hr_arrest	exp221207	MS96	1.5hr_arrest	T6	small	ON	28	0.36804105919086516
[ 23.01,   27.07)	exp221207_MS96_1.5hr_arrest	exp221207	MS96	1.5hr_arrest	T7	small	ON	40	0.16562070184397706
[ 23.01,   27.07)	exp221207_MS96_1.5hr_arrest	exp221207	MS96	1.5hr_arrest	Tbackground	small	ON	NA	0
[ 23.01,   27.07)	exp221207_MS96_7hr_arrest	exp221207	MS96	7hr_arrest	T1	big	ON	4	5.811768803321678
[ 23.01,   27.07)	exp221207_MS96_7hr_arrest	exp221207	MS96	7hr_arrest	T3	big	ON	10	3.7625984595811897
[ 23.01,   27.07)	exp221207_MS96_7hr_arrest	exp221207	MS96	7hr_arrest	T5	big	ON	16	1.8753714425087702
[ 23.01,   27.07)	exp221207_MS96_7hr_arrest	exp221207	MS96	7hr_arrest	T6	big	ON	28	0.6145728111831261
[ 23.01,   27.07)	exp221207_MS96_7hr_arrest	exp221207	MS96	7hr_arrest	T7	big	ON	40	0.27489619803083587
[ 23.01,   27.07)	exp221207_MS96_7hr_arrest	exp221207	MS96	7hr_arrest	Tbackground	big	ON	NA	0
[ 23.01,   27.07)	exp241204_MS908_1.5hr_arrest_60min-PhIAA	exp241204	MS908	1.5hr_arrest_60min-PhIAA	T1	small	OFF	4	13.466730956694256
[ 23.01,   27.07)	exp241204_MS908_1.5hr_arrest_60min-PhIAA	exp241204	MS908	1.5hr_arrest_60min-PhIAA	T2	small	OFF	7	10.677174658720014
[ 23.01,   27.07)	exp241204_MS908_1.5hr_arrest_60min-PhIAA	exp241204	MS908	1.5hr_arrest_60min-PhIAA	T3	small	OFF	10	7.906021237840806
[ 23.01,   27.07)	exp241204_MS908_1.5hr_arrest_60min-PhIAA	exp241204	MS908	1.5hr_arrest_60min-PhIAA	T4	small	OFF	13	6.1679039322678735
[ 23.01,   27.07)	exp241204_MS908_1.5hr_arrest_60min-PhIAA	exp241204	MS908	1.5hr_arrest_60min-PhIAA	T5	small	OFF	18	4.27764645524069
[ 23.01,   27.07)	exp241204_MS908_1.5hr_arrest_60min-PhIAA	exp241204	MS908	1.5hr_arrest_60min-PhIAA	T6	small	OFF	28	3.1186020678641424
[ 23.01,   27.07)	exp241204_MS908_1.5hr_arrest_60min-PhIAA	exp241204	MS908	1.5hr_arrest_60min-PhIAA	T7	small	OFF	44	1.9377915296273054
[ 23.01,   27.07)	exp241204_MS908_1.5hr_arrest_60min-PhIAA	exp241204	MS908	1.5hr_arrest_60min-PhIAA	Tbackground	small	OFF	NA	0
[ 23.01,   27.07)	exp241204_MS908_7.5hr_arrest_60min-PhIAA	exp241204	MS908	7.5hr_arrest_60min-PhIAA	T1	big	OFF	4	3.7137855311777543
[ 23.01,   27.07)	exp241204_MS908_7.5hr_arrest_60min-PhIAA	exp241204	MS908	7.5hr_arrest_60min-PhIAA	T2	big	OFF	7	2.6355618727979078
[ 23.01,   27.07)	exp241204_MS908_7.5hr_arrest_60min-PhIAA	exp241204	MS908	7.5hr_arrest_60min-PhIAA	T3	big	OFF	10	2.2665565835438697
[ 23.01,   27.07)	exp241204_MS908_7.5hr_arrest_60min-PhIAA	exp241204	MS908	7.5hr_arrest_60min-PhIAA	T4	big	OFF	13	1.76396731301415
[ 23.01,   27.07)	exp241204_MS908_7.5hr_arrest_60min-PhIAA	exp241204	MS908	7.5hr_arrest_60min-PhIAA	T5	big	OFF	18	1.1316940798471327
[ 23.01,   27.07)	exp241204_MS908_7.5hr_arrest_60min-PhIAA	exp241204	MS908	7.5hr_arrest_60min-PhIAA	T6	big	OFF	28	0.7004040707223874
[ 23.01,   27.07)	exp241204_MS908_7.5hr_arrest_60min-PhIAA	exp241204	MS908	7.5hr_arrest_60min-PhIAA	T7	big	OFF	44	0.5869080873160144
[ 23.01,   27.07)	exp241204_MS908_7.5hr_arrest_60min-PhIAA	exp241204	MS908	7.5hr_arrest_60min-PhIAA	Tbackground	big	OFF	NA	0
[ 23.01,   27.07)	exp250423_MS908_1.5hr_arrest_60min-PhIAA	exp250423	MS908	1.5hr_arrest_60min-PhIAA	T1	small	OFF	4	12.055996484576088
[ 23.01,   27.07)	exp250423_MS908_1.5hr_arrest_60min-PhIAA	exp250423	MS908	1.5hr_arrest_60min-PhIAA	T2	small	OFF	7	9.378064967745786
[ 23.01,   27.07)	exp250423_MS908_1.5hr_arrest_60min-PhIAA	exp250423	MS908	1.5hr_arrest_60min-PhIAA	T3	small	OFF	10	7.107991814878567
[ 23.01,   27.07)	exp250423_MS908_1.5hr_arrest_60min-PhIAA	exp250423	MS908	1.5hr_arrest_60min-PhIAA	T4	small	OFF	13	5.378953092169457
[ 23.01,   27.07)	exp250423_MS908_1.5hr_arrest_60min-PhIAA	exp250423	MS908	1.5hr_arrest_60min-PhIAA	T5	small	OFF	18	4.423710607280778
[ 23.01,   27.07)	exp250423_MS908_1.5hr_arrest_60min-PhIAA	exp250423	MS908	1.5hr_arrest_60min-PhIAA	T6	small	OFF	28	3.2043391185188574
[ 23.01,   27.07)	exp250423_MS908_1.5hr_arrest_60min-PhIAA	exp250423	MS908	1.5hr_arrest_60min-PhIAA	T7	small	OFF	44	2.0341082340222174
[ 23.01,   27.07)	exp250423_MS908_1.5hr_arrest_60min-PhIAA	exp250423	MS908	1.5hr_arrest_60min-PhIAA	Tbackground	small	OFF	NA	0
[ 23.01,   27.07)	exp250423_MS908_7.5hr_arrest_60min-PhIAA	exp250423	MS908	7.5hr_arrest_60min-PhIAA	T1	big	OFF	4	3.425677764014139
[ 23.01,   27.07)	exp250423_MS908_7.5hr_arrest_60min-PhIAA	exp250423	MS908	7.5hr_arrest_60min-PhIAA	T2	big	OFF	7	2.9392642988368443
[ 23.01,   27.07)	exp250423_MS908_7.5hr_arrest_60min-PhIAA	exp250423	MS908	7.5hr_arrest_60min-PhIAA	T3	big	OFF	10	2.1387378061907616
[ 23.01,   27.07)	exp250423_MS908_7.5hr_arrest_60min-PhIAA	exp250423	MS908	7.5hr_arrest_60min-PhIAA	T4	big	OFF	13	1.7845288634670606
[ 23.01,   27.07)	exp250423_MS908_7.5hr_arrest_60min-PhIAA	exp250423	MS908	7.5hr_arrest_60min-PhIAA	T5	big	OFF	18	1.1436162067322444
[ 23.01,   27.07)	exp250423_MS908_7.5hr_arrest_60min-PhIAA	exp250423	MS908	7.5hr_arrest_60min-PhIAA	T6	big	OFF	28	0.7199321771014471
[ 23.01,   27.07)	exp250423_MS908_7.5hr_arrest_60min-PhIAA	exp250423	MS908	7.5hr_arrest_60min-PhIAA	T7	big	OFF	44	0.4950531776081486
[ 23.01,   27.07)	exp250423_MS908_7.5hr_arrest_60min-PhIAA	exp250423	MS908	7.5hr_arrest_60min-PhIAA	Tbackground	big	OFF	NA	0
[ 27.07,   31.23)	exp221207_MS96_1.5hr_arrest	exp221207	MS96	1.5hr_arrest	T1	small	ON	4	13.326992464951127
[ 27.07,   31.23)	exp221207_MS96_1.5hr_arrest	exp221207	MS96	1.5hr_arrest	T3	small	ON	10	5.298112829801805
[ 27.07,   31.23)	exp221207_MS96_1.5hr_arrest	exp221207	MS96	1.5hr_arrest	T5	small	ON	16	1.8524369850835554
[ 27.07,   31.23)	exp221207_MS96_1.5hr_arrest	exp221207	MS96	1.5hr_arrest	T6	small	ON	28	0.479948958048086
[ 27.07,   31.23)	exp221207_MS96_1.5hr_arrest	exp221207	MS96	1.5hr_arrest	T7	small	ON	40	0.2298968989564168
[ 27.07,   31.23)	exp221207_MS96_1.5hr_arrest	exp221207	MS96	1.5hr_arrest	Tbackground	small	ON	NA	0
[ 27.07,   31.23)	exp221207_MS96_7hr_arrest	exp221207	MS96	7hr_arrest	T1	big	ON	4	7.008019454741843
[ 27.07,   31.23)	exp221207_MS96_7hr_arrest	exp221207	MS96	7hr_arrest	T3	big	ON	10	4.736061215190285
[ 27.07,   31.23)	exp221207_MS96_7hr_arrest	exp221207	MS96	7hr_arrest	T5	big	ON	16	2.4646821784916555
[ 27.07,   31.23)	exp221207_MS96_7hr_arrest	exp221207	MS96	7hr_arrest	T6	big	ON	28	0.8139859110056712
[ 27.07,   31.23)	exp221207_MS96_7hr_arrest	exp221207	MS96	7hr_arrest	T7	big	ON	40	0.36948126625581
[ 27.07,   31.23)	exp221207_MS96_7hr_arrest	exp221207	MS96	7hr_arrest	Tbackground	big	ON	NA	0
[ 27.07,   31.23)	exp241204_MS908_1.5hr_arrest_60min-PhIAA	exp241204	MS908	1.5hr_arrest_60min-PhIAA	T1	small	OFF	4	14.963763825010192
[ 27.07,   31.23)	exp241204_MS908_1.5hr_arrest_60min-PhIAA	exp241204	MS908	1.5hr_arrest_60min-PhIAA	T2	small	OFF	7	12.080880985430895
[ 27.07,   31.23)	exp241204_MS908_1.5hr_arrest_60min-PhIAA	exp241204	MS908	1.5hr_arrest_60min-PhIAA	T3	small	OFF	10	9.149006098022108
[ 27.07,   31.23)	exp241204_MS908_1.5hr_arrest_60min-PhIAA	exp241204	MS908	1.5hr_arrest_60min-PhIAA	T4	small	OFF	13	7.0673632933737105
[ 27.07,   31.23)	exp241204_MS908_1.5hr_arrest_60min-PhIAA	exp241204	MS908	1.5hr_arrest_60min-PhIAA	T5	small	OFF	18	4.235236311057465
[ 27.07,   31.23)	exp241204_MS908_1.5hr_arrest_60min-PhIAA	exp241204	MS908	1.5hr_arrest_60min-PhIAA	T6	small	OFF	28	3.5255914784111324
[ 27.07,   31.23)	exp241204_MS908_1.5hr_arrest_60min-PhIAA	exp241204	MS908	1.5hr_arrest_60min-PhIAA	T7	small	OFF	44	2.4338565042358287
[ 27.07,   31.23)	exp241204_MS908_1.5hr_arrest_60min-PhIAA	exp241204	MS908	1.5hr_arrest_60min-PhIAA	Tbackground	small	OFF	NA	0
[ 27.07,   31.23)	exp241204_MS908_7.5hr_arrest_60min-PhIAA	exp241204	MS908	7.5hr_arrest_60min-PhIAA	T1	big	OFF	4	4.666688649886502
[ 27.07,   31.23)	exp241204_MS908_7.5hr_arrest_60min-PhIAA	exp241204	MS908	7.5hr_arrest_60min-PhIAA	T2	big	OFF	7	3.4887829149824205
[ 27.07,   31.23)	exp241204_MS908_7.5hr_arrest_60min-PhIAA	exp241204	MS908	7.5hr_arrest_60min-PhIAA	T3	big	OFF	10	3.0669189735859406
[ 27.07,   31.23)	exp241204_MS908_7.5hr_arrest_60min-PhIAA	exp241204	MS908	7.5hr_arrest_60min-PhIAA	T4	big	OFF	13	2.423270019054914
[ 27.07,   31.23)	exp241204_MS908_7.5hr_arrest_60min-PhIAA	exp241204	MS908	7.5hr_arrest_60min-PhIAA	T5	big	OFF	18	1.5896064523990034
[ 27.07,   31.23)	exp241204_MS908_7.5hr_arrest_60min-PhIAA	exp241204	MS908	7.5hr_arrest_60min-PhIAA	T6	big	OFF	28	0.9978676845846783
[ 27.07,   31.23)	exp241204_MS908_7.5hr_arrest_60min-PhIAA	exp241204	MS908	7.5hr_arrest_60min-PhIAA	T7	big	OFF	44	0.8231371424210092
[ 27.07,   31.23)	exp241204_MS908_7.5hr_arrest_60min-PhIAA	exp241204	MS908	7.5hr_arrest_60min-PhIAA	Tbackground	big	OFF	NA	0
[ 27.07,   31.23)	exp250423_MS908_1.5hr_arrest_60min-PhIAA	exp250423	MS908	1.5hr_arrest_60min-PhIAA	T1	small	OFF	4	13.69655780499483
