set	n_members	p_value	p.adjust	s.PC1	s.PC2
MIG1_repressed	121	1.3235049573497744e-12	5.705776927241249e-12	-0.3741355577731311	0.25802509294534165
ROX1_repressed	148	3.363178995595354e-12	1.4183841850989102e-11	-0.24393856944192258	0.3273172501360415
SKO1_activated	60	6.22926080683903e-12	2.5712268011207908e-11	-0.5302544975866605	0.13101506508702657
HSF1_37_repressed	30	4.3423415530095675e-11	1.7550297110080336e-10	-0.6933304272013973	0.0714472537053187
GCN4_SM_repressed	58	1.044981701260332e-10	4.1372744907041716e-10	0.510034785238962	-0.27648971566848063
GLN3_repressed	53	7.656841142798858e-10	2.970854363405957e-9	-0.5120130608196083	0.262171154601252
GAL80_repressed	120	2.0680251955550627e-9	7.866605645836905e-9	-0.31696680005928274	0.23204387135022836
TYE7_activated	50	2.1847227232971853e-9	8.1506963138395e-9	0.516348511383539	-0.17493870402802117
ERT1_activated	128	1.4354758044903935e-8	5.254383133417667e-8	-0.17854259465479289	-0.16134813474387547
GCN4_SM_activated	148	1.967992992751701e-8	7.070197048033889e-8	-0.11331398512606652	0.2868915895761537
HAA1_repressed	22	5.41334809571148e-8	1.9094355101236857e-7	-0.6750138460321217	0.06064562069783824
GAL80_activated	167	5.804679343964207e-8	2.0109067727304576e-7	0.22572738145367047	-0.21280422753683692
RTG3_activated	57	9.57923088876283e-8	3.260299635824542e-7	-0.24711801428588073	0.4290341068632992
RTG1_activated	37	1.7158979909007806e-7	5.739382935081922e-7	-0.3516699410609013	0.5056195684879397
PHO4_repressed	25	2.9463358987455043e-7	9.68795193824793e-7	-0.6198911386893106	0.12564337034617862
MGA1_repressed	38	4.363714680454766e-7	1.410934413347041e-6	-0.5079177200643502	0.2222017926913355
LEU3_repressed	226	9.138345018668212e-7	2.906293333805956e-6	-0.20538751067910818	0.108846333639601
NRM1_repressed	83	9.392624555413542e-7	2.938982522177786e-6	-0.3362999960149272	0.12352386392316866
MSN4_repressed	42	1.7814674080712238e-6	5.4857885264415466e-6	-0.44580419580419545	0.07459207459207341
ASG1_activated	50	2.2963544633712116e-6	6.960824467093985e-6	0.25190893169877676	0.20471978984238218
AZF1_activated	24	3.9465610068832875e-6	1.1778966697467043e-5	0.5464736612973461	-0.4197141198664923
FZF1_repressed	62	4.930450014466745e-6	1.449253489100831e-5	0.36446090231952166	-0.15455691183550901
ERT1_repressed	121	5.154440074204173e-6	1.492479663277029e-5	-0.06039104122674525	0.2579956885857788
