set	n_members	p_value	p.adjust	s.PC1	s.PC2
transcription initiation at RNA polymerase I promoter (GO:0006361)	6	0.013719012887203412	0.053807614243063705	0.6488146863255312	-0.4767273778548701
vesicle-mediated transport (GO:0016192)	150	0.013679015844417544	0.053807614243063705	-0.11560728140853813	0.11927185914652472
negative regulation of DNA recombination (GO:0045910)	7	0.013766155721056824	0.05384720775243316	0.08107940638844927	-0.6135328562134016
SRP-dependent cotranslational protein targeting to membrane (GO:0006614)	10	0.014125376066054135	0.055127316094894525	0.5207031249999999	-0.10238715277777852
protein localization to phagophore assembly site (GO:0034497)	16	0.014239206556829961	0.05544612033980064	-0.41775315080400044	0.21911668839634826
lipid droplet (GO:0005811)	58	0.01433629448266646	0.05569844140225145	-0.2068511796733205	0.15732002419842658
retrograde transport, endosome to Golgi (GO:0042147)	31	0.014411121615787316	0.055863336600523866	-0.29061794552627435	0.037982517212037575
DNA replication origin binding (GO:0003688)	37	0.01453132166151815	0.05619703040964477	0.2686596222942025	-0.1700974058537901
glutathione transferase activity (GO:0004364)	8	0.014562360923542732	0.05619703040964477	-0.5932754880694127	0.20873101952277723
regulation of mitotic cell cycle (GO:0007346)	7	0.014740597049630244	0.05675787926475931	0.27570715989713945	0.41295659447904104
protein localization to plasma membrane (GO:0072659)	11	0.0148771384437944	0.057156044132617684	-0.17698364149417237	-0.36310357755983896
tRNA export from nucleus (GO:0006409)	18	0.015127949895809747	0.05799047460060403	0.3554106280193194	0.015072463768115883
gene expression (GO:0010467)	9	0.015328187198098194	0.058627766999377794	0.5552662664834527	-0.25995033870928835
ferrous iron binding (GO:0008198)	6	0.015486987449469554	0.05910410033259952	0.1000289100896183	0.5771176640647595
ribonucleoprotein complex biogenesis (GO:0022613)	7	0.015536141775560623	0.05916080477448581	0.6210304551228433	-0.3466555132137445
CMG complex (GO:0071162)	11	0.01586534026726805	0.06028130387893697	0.45036209720386244	-0.38279692957357536
protein phosphatase type 1 complex (GO:0000164)	7	0.016225867734298516	0.0615156523992636	-0.62202187316045765	0.3204448988443767
silent mating-type cassette heterochromatin formation (GO:0030466)	41	0.016521012401061907	0.06226797858031788	0.2548959004993128	-0.14624021486009164
zymosterol biosynthetic process (GO:0036197)	5	0.016568696909197628	0.06226797858031788	-0.002644699761540477	0.6789074355083464
bounding membrane of organelle (GO:0098588)	17	0.016554799299615078	0.06226797858031788	-0.3854788600943482	0.25793625426697525
late endosome membrane (GO:0031902)	17	0.016489515288743137	0.06226797858031788	-0.3501412736361644	-0.04066890829359188
biotin biosynthetic process (GO:0009102)	5	0.01674362638605269	0.06238176137352244	-0.5998265770648191	0.6352915673097772
intracellular zinc ion homeostasis (GO:0006882)	10	0.01673211819279216	0.06238176137352244	0.10828993055555498	0.4252604166666664
pyridoxal phosphate biosynthetic process (GO:0042823)	7	0.01669284120593041	0.06238176137352244	-0.4180376119217987	0.5927750410509026
carboxypeptidase activity (GO:0004180)	7	0.016652466316913993	0.06238176137352244	-0.6235090002168758	0.2112030238250153
transcription initiation at RNA polymerase II promoter (GO:0006367)	31	0.016859664137278973	0.06267870826897895	0.2604766626581482	0.02702588662208223
telomere maintenance via telomerase (GO:0007004)	14	0.01701364204242257	0.06311512370576115	-0.09358321956063258	-0.35751520417028787
L-histidine biosynthetic process (GO:0000105)	8	0.01714968265442457	0.06323849384762446	-0.004175704989151473	0.5354663774403461
L-tryptophan catabolic process (GO:0006569)	16	0.017156878330833767	0.06323849384762446	-0.1710126032159937	0.4121849196001733
TRAMP complex (GO:0031499)	5	0.017101093987770054	0.06323849384762446	0.726685454151313	-0.40264469976154327
sterol binding (GO:0032934)	15	0.017432999505574157	0.06411924125184525	-0.42475197335071435	0.1793757694257369
L-leucine biosynthetic process (GO:0009098)	7	0.017563588742804278	0.06446210761986676	0.09731387675434461	0.5229420330266147
SNARE binding (GO:0000149)	30	0.01774987789101592	0.06500751456900736	-0.28676256902063535	0.19633827375762913
enzyme-directed rRNA pseudouridine synthesis (GO:0000455)	6	0.017985802123903206	0.06559304157237428	0.4445649031511961	-0.6355160450997386
dolichyl-phosphate-mannose-protein mannosyltransferase activity (GO:0004169)	6	0.017975763461254634	0.06559304157237428	0.14375542064180183	-0.6558976582827412
nucleotide binding (GO:0000166)	665	0.018312782004186273	0.06664461805320954	0.04745268179302131	0.026196911453944514
mRNA export from nucleus (GO:0006406)	33	0.01855488441106888	0.06738352759809225	0.24787680512871665	-0.22773206437328486
dioxygenase activity (GO:0051213)	9	0.018804653744097597	0.06814711703480747	-0.46703309949133126	0.4408042236204526
protein urmylation (GO:0032447)	7	0.01889565774785437	0.06824386283425303	0.6124175109210916	-0.29875762927161725
Hrd1p ubiquitin ligase ERAD-L complex (GO:0000839)	10	0.01891047329552055	0.06824386283425303	-0.5147569444444452	0.21423611111110955
glutathione peroxidase activity (GO:0004602)	6	0.018963541186033113	0.06825551253422657	-0.6600896212778223	0.19723908644116925
phagophore (GO:0061908)	5	0.01899283827039348	0.06825551253422657	-0.7143724257533011	0.1608931281161947
reciprocal meiotic recombination (GO:0007131)	27	0.01917355558420296	0.06873946972595495	-0.2904636285163387	0.008543285171472053
thiamine pyrophosphate binding (GO:0030976)	6	0.019207202555310308	0.06873946972595495	-0.03498120844174194	0.6207718993928885
5-phosphoribose 1-diphosphate biosynthetic process (GO:0006015)	5	0.0195360485010598	0.06934091288956412	0.706828528072838	-0.13635378278777485
ribonucleoside monophosphate biosynthetic process (GO:0009156)	5	0.0195360485010598	0.06934091288956412	0.706828528072838	-0.13635378278777485
ribose phosphate diphosphokinase activity (GO:0004749)	5	0.0195360485010598	0.06934091288956412	0.706828528072838	-0.13635378278777485
ribose phosphate diphosphokinase complex (GO:0002189)	5	0.0195360485010598	0.06934091288956412	0.706828528072838	-0.13635378278777485
chromosome (GO:0005694)	71	0.019749901295860336	0.06995601588369421	0.04957610187183865	-0.19118936181416757
intracellular calcium ion homeostasis (GO:0006874)	15	0.019905340493194198	0.07036211547286883	-0.312419436599317	-0.12923455717285995
EGAD pathway (GO:0140624)	6	0.02029735757108248	0.07160110799614985	-0.658355015900548	0.25549291702804144
nuclear outer membrane (GO:0005640)	6	0.02059021671123395	0.07248596699362972	-0.5363544376987522	0.5627348944781736
nuclear lumen (GO:0031981)	8	0.020860970465831397	0.07328956019054819	0.4787960954446891	-0.4722342733188713
7S RNA binding (GO:0008312)	7	0.02096926026760169	0.07352027227970105	0.6046100938748927	-0.19180840846423086
proteasomal ubiquitin-independent protein catabolic process (GO:0010499)	17	0.021030728405753145	0.0735862200809821	-0.33206336218469334	0.3200710842911383
late endosome to vacuole transport via multivesicular body sorting pathway (GO:0032511)	24	0.02143958150583042	0.07486493542015683	-0.2763931214627789	0.2716768248440004
ethanol catabolic process (GO:0006068)	7	0.021979161523844146	0.07646750916337458	0.1769991015274075	0.45775629705362963
iron-sulfur cluster assembly (GO:0016226)	25	0.021987179446396398	0.07646750916337458	0.12266492488569548	0.22163291966035162
exocytosis (GO:0006887)	39	0.022128915745233315	0.07680559287832489	-0.2410278809055799	0.17632894876834762
proteasome regulatory particle assembly (GO:0070682)	11	0.02231833734822486	0.07730749382668249	-0.4442843893679599	0.3457386980286897
protein phosphatase 1 binding (GO:0008157)	7	0.022382973117760607	0.07737600927482374	-0.574557734609782	0.3944914335285183
peroxisome fission (GO:0016559)	9	0.022479129346988973	0.07741577388470709	-0.20079072346375693	0.530532050818446
structural constituent of chromatin (GO:0030527)	11	0.022484233458688843	0.07741577388470709	-0.06632200011839386	-0.4091994395879796
termination of RNA polymerase II transcription (GO:0006369)	19	0.022597438426661242	0.07765056033065865	0.35986083931289403	-0.0860484544695081
hydrolase activity (GO:0016787)	534	0.022663866149213976	0.07772399424929247	-0.06338795408775093	-0.008008781872804821
vacuolar transport (GO:0007034)	28	0.022908001391511616	0.0784053619054713	-0.24763460939931065	0.2555088702147521
CUT catabolic process (GO:0071034)	5	0.02340434839522591	0.07994554649854395	0.5947973119445042	0.11363537827877611
L-tyrosine transmembrane transporter activity (GO:0005302)	6	0.023473364050825504	0.08002283199145058	-0.6459236773633972	0.2479762937265109
ascospore-type prospore membrane formation (GO:0032120)	9	0.02364402607848768	0.08044565085875985	-0.5245534099949339	0.1621706323376974
promoter-specific chromatin binding (GO:1990841)	7	0.02388913733060925	0.08111961003012	0.5454348297549348	0.003562908572668373
protein localization to nuclear inner membrane (GO:0036228)	7	0.02421587231048444	0.08206754368484413	0.5932087864423599	-0.2871704309570295
TIM23 mitochondrial import inner membrane translocase complex (GO:0005744)	7	0.024271591634902143	0.08209508935334549	0.49078291043157435	-0.5055302537410524
'de novo' cotranslational protein folding (GO:0051083)	7	0.024653264622230144	0.08322286002611937	0.5871983145893356	-0.1514081234315451
mRNA 3'-end processing (GO:0031124)	26	0.024763366051345305	0.08332884810219211	0.2879924953095705	-0.01318346287858347
phospholipase A2 activity (GO:0004623)	6	0.024781274826912784	0.08332884810219211	-0.627348944781733	0.1290112749349515
mitochondrial proton-transporting ATP synthase complex assembly (GO:0033615)	10	0.025590367094883496	0.0855491923230117	-0.04913194444444513	-0.4315538194444456
nuclear polyadenylation-dependent snRNA catabolic process (GO:0071037)	5	0.025581719813201485	0.0855491923230117	0.699458053327555	-0.2789941469759379
nuclear polyadenylation-dependent snoRNA catabolic process (GO:0071036)	5	0.025581719813201485	0.0855491923230117	0.699458053327555	-0.2789941469759379
cellular response to amino acid stimulus (GO:0071230)	13	0.02581991979661348	0.08598332364702366	-0.3674434143489563	-0.0638937609621655
aminopeptidase activity (GO:0004177)	15	0.025781522862659258	0.08598332364702366	-0.3925700630023899	0.24397132305018276
spermine transport (GO:0000296)	6	0.02601894725152451	0.0864791599400381	-0.44868459092222707	0.5941023417172588
free ubiquitin chain polymerization (GO:0010994)	6	0.026213337827284952	0.08688517289672364	-0.44427580225498853	0.5954755709742693
positive regulation of attachment of spindle microtubules to kinetochore (GO:0051987)	9	0.02624184062561914	0.08688517289672364	-0.10127528265953097	-0.4266290590872923
actin cytoskeleton organization (GO:0030036)	32	0.026337951467524445	0.08695967819222601	-0.2717509812472786	0.15400130832969888
vesicle budding from membrane (GO:0006900)	5	0.026365166199729975	0.08695967819222601	-0.5394753956210685	0.6197702146108807
lipid transport (GO:0006869)	39	0.026565856656434503	0.08745439452738459	-0.23713048980574297	0.16770541098997124
protein folding (GO:0006457)	105	0.027119213711878018	0.08910598791045635	-0.042111149800048014	-0.11801462441834787
triglyceride catabolic process (GO:0019433)	6	0.027320733715303098	0.08944051044814261	-0.5769008383926022	-0.00744434807747732
proton-transporting V-type ATPase, V0 domain (GO:0033179)	7	0.02737657363282278	0.08944051044814261	0.08430151501069066	0.497474982185456
vacuolar proton-transporting V-type ATPase, V0 domain (GO:0000220)	7	0.02737657363282278	0.08944051044814261	0.08430151501069066	0.497474982185456
S-adenosylmethionine-dependent methyltransferase activity (GO:0008757)	18	0.027558661703507556	0.08986520120708985	0.36429951690821294	-0.17183574879227
proteasome regulatory particle, base subcomplex (GO:0008540)	10	0.027636487404309972	0.08994894485365038	-0.33611111111110864	0.4608072916666663
GTPase activity (GO:0003924)	79	0.028114222598187768	0.091331514090158	0.17058628315498936	-0.10448127480262405
protein insertion into mitochondrial inner membrane (GO:0045039)	13	0.028506463974948017	0.09243167360297995	0.3751273699156469	-0.33844483421030547
negative regulation of glycogen biosynthetic process (GO:0045719)	5	0.028592686102709403	0.09253730492903137	-0.6842835464990253	0.20199436375460716
nuclear periphery (GO:0034399)	55	0.028797942909646927	0.09302706276992687	-0.01797461797461781	-0.18324866017173816
DNA damage response (GO:0006974)	194	0.02894730611551397	0.0931606400172791	-0.08353684681493656	-0.035907701198709306
carbohydrate phosphorylation (GO:0046835)	11	0.028904020324863677	0.0931606400172791	-0.37841624405548624	0.39747814590445235
cell surface (GO:0009986)	11	0.02916364154841279	0.09368208877283439	0.2795153619985364	0.2267892732403255
actin cortical patch assembly (GO:0000147)	14	0.029234377846460314	0.09373476168242387	-0.4045550453022239	0.0969033138885447
aspartic-type endopeptidase activity (GO:0004190)	7	0.02949627651978071	0.094302016611474	-0.40998234036620285	0.5396722124113145
catalytic step 2 spliceosome (GO:0071013)	23	0.02952063128707012	0.094302016611474	0.3142830108340852	-0.18253299900648104
positive regulation of formation of translation preinitiation complex (GO:1901195)	5	0.029704283416627095	0.0947132881583766	0.6838499891610696	-0.23633210492087528
lipid catabolic process (GO:0016042)	24	0.029856715071532577	0.09502367804131678	-0.30897184733710653	0.07720214772892155
zinc ion transmembrane transport (GO:0071577)	8	0.03003784896476063	0.09542410582727825	0.15021691973969475	0.4160520607375264
aminoacyl-tRNA metabolism involved in translational fidelity (GO:0106074)	11	0.030210397776837993	0.09579583853868665	0.4595970558636063	-0.21763324585117427
phospholipid metabolic process (GO:0006644)	14	0.030316839078118753	0.09595696772432082	-0.3107546233089219	-0.11874767283107866
negative regulation of translation (GO:0017148)	20	0.030835478208883167	0.09741978005553747	0.33940843845149965	-0.16844280121792216
mRNA export from nucleus in response to heat stress (GO:0031990)	9	0.03147108094674358	0.09924609622144913	0.46944384175887616	-0.013331404739520417
MCM complex (GO:0042555)	6	0.03164366936714057	0.09960826579984941	0.42309916160739786	-0.5844174616941326
heat shock protein binding (GO:0031072)	18	0.031928351986862225	0.10032132454888404	-0.01840579710144648	-0.32012077294685914
ATPase-coupled monoatomic cation transmembrane transporter activity (GO:0019829)	7	0.03220857564712688	0.10101780543871614	-0.33742293273848173	-0.2886575580134446
tRNA 5'-leader removal (GO:0001682)	6	0.03229409493942222	0.10110220285027828	0.47817288233593713	0.16731714368314543
Lsm1-7-Pat1 complex (GO:1990726)	8	0.032593266813125285	0.10185395879101651	0.4804229934924118	-0.40715835140997947
copper ion binding (GO:0005507)	18	0.03285605527950414	0.10248950335830857	-0.19386473429951495	-0.19640096618357444
RNA polymerase I general transcription initiation factor activity (GO:0001181)	7	0.0332915187187113	0.10366041478299096	0.5064597081513155	-0.44170771756978544
CURI complex (GO:0032545)	7	0.03353499001834366	0.10423037438133839	0.42900517396287985	0.170864702419681
mitotic cytokinesis (GO:0000281)	15	0.0340106810780456	0.10551874974753356	-0.09534361648200793	0.38306901296256174
proteasomal protein catabolic process (GO:0010498)	12	0.03414131806491958	0.10573388449189637	-0.2104501375018135	0.43175568099580386
purine ribonucleoside salvage (GO:0006166)	6	0.0342555575941612	0.10589755707872413	0.5213934663197427	0.0860797918473539
peptidase inhibitor activity (GO:0030414)	5	0.0344058472682285	0.10617189004954233	-0.2750921309343155	-0.45033600693691844
deoxyribonucleotide biosynthetic process (GO:0009263)	5	0.03492393250427274	0.10692917911008445	-0.14311727725992238	0.656275742466942
poly(U) RNA binding (GO:0008266)	6	0.0349611924742537	0.10692917911008445	0.6055218271176608	-0.3157704538884062
Dsc E3 ubiquitin ligase complex (GO:0044695)	5	0.03483141013184663	0.10692917911008445	-0.6591372208974612	0.1569044006069815
commitment complex (GO:0000243)	12	0.03484662342345653	0.10692917911008445	0.3784194528875422	-0.34317556809958094
spliceosomal tri-snRNP complex (GO:0097526)	6	0.034897477875502375	0.10692917911008445	0.5084562012142227	-0.5139491182422652
endoplasmic reticulum membrane (GO:0005789)	361	0.03546661512148794	0.10828302846825963	-0.013825688437551763	0.07940319252565727
zinc ion transmembrane transporter activity (GO:0005385)	9	0.03556946357685092	0.10840516726160394	0.12422554904655443	0.39181794074395543
meiotic DNA double-strand break processing (GO:0000706)	5	0.03568014711964887	0.10855071213649789	0.13297203555169737	0.5457186212876648
protein phosphatase regulator activity (GO:0019888)	21	0.036184837103872526	0.10989233099327483	-0.3093839667692193	0.21605187648259075
magnesium ion binding (GO:0000287)	54	0.03669551107331112	0.11124737539799945	-0.03062615639302533	0.19632713344369737
intracellular monoatomic ion homeostasis (GO:0006873)	12	0.03739837291201496	0.1131792864442558	-0.3062671877261525	0.39633087277464296
hydrolase activity, acting on glycosyl bonds (GO:0016798)	33	0.0375453791315541	0.11342518213998393	-0.1551105383166476	0.25149862859786376
Golgi to plasma membrane transport (GO:0006893)	22	0.03792587375161684	0.11437435703066266	-0.17258090038768947	0.31125880212042006
maintenance of rDNA (GO:0043007)	11	0.038147216459907436	0.11454974271403338	-0.017147818537006976	-0.4010300530812792
post-translational protein targeting to membrane, translocation (GO:0031204)	14	0.03821596834766664	0.11454974271403338	0.394842993670097	-0.1616296388233839
RQC complex (GO:1990112)	6	0.03823833751738972	0.11454974271403338	-0.09995663486557156	0.5845620121422394
U4 snRNP (GO:0005687)	6	0.03831605886724479	0.11454974271403338	0.4898091934085015	-0.5174183289968205
mitochondrial matrix (GO:0005759)	131	0.03828638068145275	0.11454974271403338	-0.13071009208961362	0.050866200405920985
nuclear replication fork (GO:0043596)	20	0.03839650005671961	0.11459163079211301	0.2835363201391919	-0.26883427577207347
cellular response to potassium ion starvation (GO:0051365)	6	0.03882863885183057	0.11568117792643823	-0.5360653368025449	-0.034764382769587564
mitochondrial nucleoid (GO:0042645)	24	0.03898067809967499	0.11592419066742896	-0.2244594398490812	0.2736177622986508
ubiquitin ligase complex (GO:0000151)	14	0.03904461146537752	0.11592419066742896	-0.3584771006578102	0.29235447437011436
endosome transport via multivesicular body sorting pathway (GO:0032509)	8	0.039318900067965235	0.1164940487762757	-0.4614967462039052	-0.03432754880694119
glycerol metabolic process (GO:0006071)	8	0.03943914462918551	0.1164940487762757	-0.49376355748373274	0.3456073752711508
mitotic spindle pole body (GO:0044732)	11	0.039375213371878694	0.1164940487762757	0.03715689563312653	-0.4196578329419647
calcium-mediated signaling (GO:0019722)	6	0.03951315072731389	0.11651313676002814	-0.5817432784041622	0.3657849089332178
mitochondrial intermembrane space (GO:0005758)	63	0.03961338188611152	0.11660935794119859	-0.1823671876361199	0.03898384820448405
positive regulation of exit from mitosis (GO:0031536)	6	0.03973315465875348	0.11676267765988033	0.25057820179242546	0.398308759757154
Group I intron splicing (GO:0000372)	8	0.039997642368413563	0.11734002225427448	-0.02798264642082801	-0.4631236442516276
maltose metabolic process (GO:0000023)	7	0.04093683529580444	0.11989141067107413	-0.38420547138829125	0.5171174520556426
transcription initiation at RNA polymerase III promoter (GO:0006384)	6	0.04128729832214425	0.1207128637384726	0.29271465741543595	-0.5923677363399819
peptidyl-serine phosphorylation (GO:0018105)	5	0.04154864196013173	0.12127141688870936	-0.40784738781703617	-0.3024062432256679
nuclease activity (GO:0004518)	51	0.042564871588685715	0.12402770859878862	0.12850500392843792	-0.19694139972608235
RNA export from nucleus (GO:0006405)	13	0.042831913592515126	0.12459536416035175	0.3888248559258312	-0.06028564269606469
rRNA modification (GO:0000154)	5	0.04309125515290695	0.12513874602485606	0.5719054845003224	-0.5078257099501416
SAGA complex (GO:0000124)	20	0.04326338645607291	0.12542746493567355	0.1854719443236157	-0.31796433231840027
guanyl-nucleotide exchange factor complex (GO:0032045)	7	0.04375805127117697	0.12664872221943	0.4716361495801929	0.06385351798494347
regulation of protein-containing complex assembly (GO:0043254)	8	0.043929403150542494	0.12693169252041173	-0.4913774403470713	0.06898047722342683
positive regulation of transcription elongation by RNA polymerase II (GO:0032968)	44	0.04402021273743229	0.12698138289643932	0.21796120364113122	-0.07228604364590356
TBP-class protein binding (GO:0017025)	15	0.04456677467624089	0.1283433828322463	0.3597798537185881	-0.23221087696430032
translational readthrough (GO:0006451)	5	0.04470219940875151	0.1285188233001606	0.643962714068939	-0.2676349447214384
Golgi membrane (GO:0000139)	140	0.045018272211358776	0.12921217897602977	0.017453582594268355	0.10495438014419817
acyltransferase activity, acyl groups converted into alkyl on transfer (GO:0046912)	6	0.04528311522487626	0.12975643482211222	-0.0430037583116528	0.5534836657993653
phosphatidic acid biosynthetic process (GO:0006654)	11	0.045509089506552546	0.13018769386202844	-0.35355289381770383	-0.08794916826173664
intra-Golgi vesicle-mediated transport (GO:0006891)	29	0.045645232243851024	0.13036096957060103	0.07750918613476301	0.2033272969093989
L-tryptophan metabolic process (GO:0006568)	5	0.04576689752180026	0.13038937261588976	-0.3041404725775007	0.6394537177541743
pyridoxal phosphate binding (GO:0030170)	33	0.0458063535102778	0.13038937261588976	-0.19017877796504085	0.22549816595618036
endosome organization (GO:0007032)	11	0.046207885371337236	0.13131565447373433	-0.35138228387631704	-0.08992245002663761
ATPase-coupled transmembrane transporter activity (GO:0042626)	11	0.04746332098042998	0.1344404412007253	-0.37999486946741556	-0.032894607020936203
cortical actin cytoskeleton (GO:0030864)	5	0.047427412390215876	0.1344404412007253	-0.63442445263386	0.19306308259267324
cellular response to heat (GO:0034605)	51	0.048100905404471886	0.13561360166279593	-0.160155763641128	-0.04608079272874026
xenobiotic transport (GO:0042908)	5	0.04805948372356308	0.13561360166279593	-0.4161716887058343	-0.2747452850639493
double-stranded RNA binding (GO:0003725)	6	0.04811334737253977	0.13561360166279593	0.5776235906331312	-0.2885949696444049
ubiquitin-dependent protein catabolic process via the multivesicular body sorting pathway (GO:0043162)	10	0.04900804468502805	0.13791007680533995	-0.43906249999999997	0.26128472222222154
sphingolipid metabolic process (GO:0006665)	28	0.04924340362981282	0.1382414562609408	-0.16777155306567004	0.2593370681605977
RNA polymerase III type 2 promoter sequence-specific DNA binding (GO:0001003)	6	0.04936622438071858	0.1382414562609408	-0.16175195143104937	-0.44427580225498775
transcription factor TFIIIC complex (GO:0000127)	6	0.04936622438071858	0.1382414562609408	-0.16175195143104937	-0.44427580225498775
sno(s)RNA transcription (GO:0009302)	9	0.05003241816952599	0.1389789393597944	0.47045635351124576	-0.2167498372748972
sodium ion transmembrane transport (GO:0035725)	5	0.04972993091436071	0.1389789393597944	-0.5877736830695834	0.020160416215044788
proteasome binding (GO:0070628)	14	0.04997854265523301	0.1389789393597944	-0.16104008936328704	0.3781494352736759
protein-N-terminal amino-acid acetyltransferase activity (GO:0004596)	8	0.05000126956386029	0.1389789393597944	0.43806941431670027	0.04566160520607396
RNA polymerase I upstream activating factor complex (GO:0000500)	5	0.04990974909266341	0.1389789393597944	0.368133535660095	-0.6187296769997827
septin ring assembly (GO:0000921)	15	0.050839913119545256	0.14099493590227583	0.01371569266420538	0.32826417553769244
calcium ion binding (GO:0005509)	26	0.05121543902571741	0.14180839858645672	-0.16235593674618257	0.27045363173411807
DNA replication initiation (GO:0006270)	32	0.05137248285957271	0.14201527713583803	0.243076755342351	-0.1490814435237679
alcohol metabolic process (GO:0006066)	5	0.05183925424173599	0.14221886363050995	-0.5975720789074378	0.4177324951224791
positive regulation of RNA polymerase II transcription preinitiation complex assembly (GO:0045899)	11	0.051667907630821346	0.14221886363050995	-0.13368983957219105	0.4224993586834256
protein glycosylation (GO:0006486)	47	0.05184627485887353	0.14221886363050995	0.2045876641360688	-0.10346914172139761
zinc ion transport (GO:0006829)	10	0.05185835665135696	0.14221886363050995	0.18667534722221793	0.29509548611110964
histone binding (GO:0042393)	41	0.051852578579258846	0.14221886363050995	0.15250696749921164	-0.2067868504771997
amino acid catabolic process to alcohol via Ehrlich pathway (GO:0000947)	5	0.05229551318506478	0.142736962411767	0.011055712117924046	0.5706048124864515
alcohol dehydrogenase (NAD+) activity (GO:0004022)	5	0.05229551318506478	0.142736962411767	0.011055712117924046	0.5706048124864515
indole-3-acetaldehyde reductase (NADH) activity (GO:0047018)	5	0.05229551318506478	0.142736962411767	0.011055712117924046	0.5706048124864515
purine-containing compound salvage (GO:0043101)	26	0.05255215519375711	0.14307015408097384	0.05785982310372793	0.22378383811310756
sno(s)RNA 3'-end processing (GO:0031126)	11	0.05258346532599271	0.14307015408097384	0.38382303609132723	0.009294157112695019
DNA strand elongation involved in DNA replication (GO:0006271)	14	0.05307193487445472	0.1438354953119243	0.36918207769641004	-0.2053493856274049
protein N-linked glycosylation (GO:0006487)	40	0.05300034488659095	0.1438354953119243	0.21744211446046302	-0.0449978156400185
SLIK (SAGA-like) complex (GO:0046695)	16	0.053114904645620735	0.1438354953119243	0.22367992177314594	-0.33661994784876104
flavin adenine dinucleotide binding (GO:0050660)	24	0.05371206252516601	0.14522462046381093	0.06786025250326676	0.2271985198084452
invasive filamentous growth (GO:0036267)	6	0.05389229975287941	0.14548390778359466	0.30753107834634325	-0.5629517201503316
protein kinase activator activity (GO:0030295)	14	0.05415251590888387	0.14595795303566356	0.23302718133299946	0.1738550328906535
signal recognition particle, endoplasmic reticulum targeting (GO:0005786)	6	0.054544251819022165	0.14678445302310958	0.5572419774501262	-0.1181699913269719
D-glucose binding (GO:0005536)	6	0.054658216509473834	0.14686203034087594	-0.4543943336224292	0.49522983521248753
mitotic spindle (GO:0072686)	18	0.05506156089182791	0.1477156960161791	0.02299516908212128	-0.30934782608695516
ATPase inhibitor activity (GO:0042030)	6	0.05527548544634554	0.14805933601699697	-0.4589476727377821	-0.12228967909800333
carboxylic acid metabolic process (GO:0019752)	11	0.05545866588827347	0.14818274547348873	-0.3294393906505884	0.3693786135722313
guanyl-nucleotide exchange factor activity (GO:0005085)	54	0.055493364391810844	0.14818274547348873	0.09469438763917558	0.11309929561463236
S-adenosylmethionine cycle (GO:0033353)	5	0.05582845923176197	0.14861742619566265	0.6060698027314161	-0.1202254498157393
purine ribonucleotide biosynthetic process (GO:0009152)	5	0.05580866651921254	0.14861742619566265	-0.5676566225883324	0.457186212876651
endoplasmic reticulum-Golgi intermediate compartment (GO:0005793)	16	0.055945410787487375	0.14869928136889943	-0.10669274228595975	0.34550195567144765
mitotic actomyosin contractile ring assembly (GO:1903475)	11	0.056053942783571814	0.14875854046409442	-0.06363833691812636	0.4044240977169125
protein localization to vacuolar membrane (GO:1903778)	5	0.056163935629638034	0.1488214884195478	-0.33561673531324715	-0.3433340559288973
telomere tethering at nuclear periphery (GO:0034398)	19	0.05627620208316936	0.14889025857893734	0.3038532404069554	-0.20884402787791562
L-serine biosynthetic process (GO:0006564)	7	0.05681613792615775	0.1496302869047666	-0.13356259875453377	0.5168695975462421
phosphotransferase activity, alcohol group as acceptor (GO:0016773)	14	0.05668755567653868	0.1496302869047666	-0.3659860990443132	0.09507260767034839
small GTPase binding (GO:0031267)	39	0.05673304416672197	0.1496302869047666	0.114183479765489	0.12920187477951092
endopeptidase activity (GO:0004175)	10	0.05724589052893123	0.1505322578695219	-0.3708767361111086	0.36054687499999993
transferase activity (GO:0016740)	605	0.05748263193738204	0.1509247185570533	0.008541249204550488	0.051173767898957195
RNA metabolic process (GO:0016070)	8	0.057578247844015086	0.15094601448469	0.4307483731019516	-0.38291757049891595
DNA double-strand break processing (GO:0000729)	8	0.05795694046780495	0.1515036415323233	0.2101409978308059	0.3190889370932751
leading strand elongation (GO:0006272)	12	0.05796661067323673	0.1515036415323233	0.3859820523954289	-0.06448111159357504
sterol import (GO:0035376)	5	0.058573823857064444	0.15285907133651463	0.14970734879687858	0.4871016691957519
protein phosphatase type 2A complex (GO:0000159)	8	0.059297148708420705	0.15451296302420803	-0.4128524945770069	0.39962039045553127
retromer complex (GO:0030904)	6	0.06045700091433488	0.15729762681331474	-0.5584706562590321	0.23908644116796737
signal transduction (GO:0007165)	88	0.061948883502626506	0.16093648199101013	-0.13898755769616938	0.09826911499096758
negative regulation of Arp2/3 complex-mediated actin nucleation (GO:0034316)	7	0.062147081581737464	0.16120859508044683	-0.5147008705889661	0.214858877838709
positive regulation of transcription elongation by RNA polymerase I (GO:2001209)	10	0.06257311244712069	0.16206999845538017	0.338585069444445	-0.37890625
nucleobase-containing compound metabolic process (GO:0006139)	16	0.06307894085182589	0.1631351918581704	0.3071762277270717	-0.2563559322033879
stress granule disassembly (GO:0035617)	5	0.06365548773408766	0.16437981488218745	-0.46984608714502357	-0.16314762627357463
ligase activity (GO:0016874)	94	0.0638792608658887	0.1644652611845642	0.11054988054254056	0.03612882593073323
condensed nuclear chromosome (GO:0000794)	12	0.06378740845672963	0.1644652611845642	-0.26020408163265374	-0.16395281516862098
