set	n_members	p_value	p.adjust	s.PC1	s.PC2
COPII-coated vesicle budding (GO:0090114)	5	0.2941800875389279	0.45717175766184737	0.18205072620853702	0.2578365488835898
mRNA metabolic process (GO:0016071)	7	0.29404702015310236	0.45717175766184737	-0.33990147783251473	0.1035102394894205
budding cell bud growth (GO:0007117)	8	0.29627143058701466	0.45923802084705173	0.018655097613882846	0.284110629067245
cellular response to stress (GO:0033554)	35	0.29597762187580046	0.45923802084705173	-0.1517596084910085	0.07777188990368007
single-stranded telomeric DNA binding (GO:0043047)	11	0.2963083577987064	0.45923802084705173	0.09615802040373206	-0.2715433036683301
cytogamy (GO:0000755)	9	0.2974891698778531	0.4599980980755603	0.057592632771628835	-0.29288107808394126
microtubule nucleation (GO:0007020)	7	0.29796684699474507	0.4599980980755603	0.04662762958143551	-0.3271989342256094
negative regulation of transcription by RNA polymerase I (GO:0016479)	8	0.2976984157005669	0.4599980980755603	0.14392624728850797	-0.3175704989154001
NAD-dependent protein lysine deacetylase activity (GO:0034979)	5	0.29866543179398697	0.4599980980755603	0.10860611315846709	-0.3978755690440068
histone deacetylase activity, NAD-dependent (GO:0017136)	5	0.29866543179398697	0.4599980980755603	0.10860611315846709	-0.3978755690440068
phosphatidylserine binding (GO:0001786)	9	0.298427099490956	0.4599980980755603	-0.23492683397218023	-0.07639642245847457
myosin complex (GO:0016459)	7	0.29743914284007217	0.4599980980755603	-0.051336865260095926	0.3286860612820273
response to xenobiotic stimulus (GO:0009410)	13	0.29965511483124163	0.46111068071712025	-0.22465547481834086	-0.00846905537459158
L-tryptophan catabolic process to acetyl-CoA (GO:0019442)	10	0.30075410923853646	0.4623893390699424	-0.283333333333336	0.10885416666666642
autophagosome maturation (GO:0097352)	7	0.30130451100028643	0.4628230467279556	-0.29033057595191425	-0.0429717755677416
actin filament bundle (GO:0032432)	7	0.3020965256113436	0.4636267853021065	-0.12098398240233164	0.3376088236205357
small GTPase-mediated signal transduction (GO:0007264)	27	0.3024405147330289	0.46374212259064435	-0.07204917834410088	0.17234202183015043
adenyl-nucleotide exchange factor activity (GO:0000774)	7	0.3046332427193916	0.4666894704182509	0.2320847662422199	-0.31654119032128236
DNA recombination (GO:0006310)	49	0.306774191455673	0.4693136329086047	-0.055882366078407436	-0.08264658456948124
nuclear migration involved in conjugation with cellular fusion (GO:0000743)	6	0.306890306041105	0.4693136329086047	0.17107545533391424	-0.3614483954900261
intracellular sterol transport (GO:0032366)	9	0.30858336642494355	0.471484771552726	-0.29529182035148416	0.1274077288397108
nuclear origin of replication recognition complex (GO:0005664)	6	0.31123791172041365	0.47511982098912703	0.35891876264816264	-0.1134721017635153
positive regulation of DNA-templated transcription, elongation (GO:0032786)	5	0.31344146850935034	0.4780605952065688	0.36778668978972434	-0.018773032733577135
COPI-coated vesicle (GO:0030137)	5	0.314379734532454	0.4790680583643844	0.08094515499674464	0.32009538261435017
mRNA destabilization (GO:0061157)	5	0.31489137056947764	0.47942419614505644	0.37879904617386034	-0.2469109039670496
N-glycan processing (GO:0006491)	5	0.317805181259593	0.48343380747160314	-0.16184695425970136	0.39119878603945496
lipid droplet organization (GO:0034389)	11	0.31976438770671123	0.48597034197579403	-0.23180140892317683	-0.02152850405509435
p38MAPK cascade (GO:0038066)	5	0.32003612086058086	0.48597034197579403	-0.3533058747019261	0.292867981790592
molecular adaptor activity (GO:0060090)	32	0.32065375061443796	0.4864799646525114	-0.05276929786306142	0.15419210641081535
ergosterol metabolic process (GO:0008204)	5	0.3231526658783102	0.4892588897379128	-0.35547366139172193	-0.0010838933448948812
double-stranded DNA binding (GO:0003690)	39	0.32324612785105356	0.4892588897379128	-0.06281183328573726	-0.08906322621107554
flap-structured DNA binding (GO:0070336)	6	0.32333630973983807	0.4892588897379128	0.0645417750794996	-0.3452587453021095
tRNA re-export from nucleus (GO:0071528)	5	0.32367455754713753	0.489341465178626	0.37316280078040126	-0.05163667895079186
copper ion transport (GO:0006825)	10	0.3244617446839177	0.4896732367276973	0.02812500000000008	-0.26128472222222154
polyubiquitin modification-dependent protein binding (GO:0031593)	6	0.32441602137614023	0.4896732367276973	-0.30131540907777293	0.29083550159005467
kinetochore assembly (GO:0051382)	10	0.3263837278459842	0.49214329592161077	-0.22686631944444524	0.23090277777777848
peroxisome inheritance (GO:0045033)	7	0.32704154081545717	0.49255037031658194	-0.035722031167705524	0.31176999101527353
phosphatidylinositol dephosphorylation (GO:0046856)	7	0.3274924974528899	0.49255037031658194	-0.32620751618799465	0.12110790965703158
RNA nuclease activity (GO:0004540)	7	0.32751030420470695	0.49255037031658194	0.3024134832853143	-0.23350992967128353
microtubule-based process (GO:0007017)	12	0.3287218726642654	0.4939418382803639	0.2426183239253164	-0.148393399913157
negative regulation of TORC1 signaling (GO:1904262)	9	0.32938111824929894	0.4945016788338039	-0.2778380463344684	0.17769581254068065
mitotic spindle orientation checkpoint signaling (GO:0031578)	14	0.3303868454817285	0.49473870490899813	0.05039096437880247	-0.22585950105498498
positive regulation of biosynthetic process (GO:0009891)	5	0.3303665034290547	0.49473870490899813	0.08267938434857704	0.3110773899848269
vesicle organization (GO:0016050)	10	0.33039941336531353	0.49473870490899813	-0.2693142361111086	0.14318576388889045
protein folding chaperone (GO:0044183)	27	0.33093226601299275	0.495106816021173	-0.04925094992618254	-0.12532571778923315
protein autoubiquitination (GO:0051865)	6	0.3329880352187967	0.497750745885983	-0.1856027753686051	0.3460537727666949
vesicle docking (GO:0048278)	11	0.33328555666072784	0.4977641430647234	-0.09165893797975787	-0.18471890601259072
tRNA aminoacylation (GO:0043039)	9	0.33365597055100926	0.49788628823571884	0.2561413659265688	-0.21805163809937164
protein disulfide isomerase activity (GO:0003756)	6	0.3340700280788702	0.49807329164740805	-0.346848800231277	0.17692974848222126
acyltransferase activity (GO:0016746)	66	0.3347712143985544	0.49868768984240613	-0.09488336795015143	0.08111652553656071
cellular response to oleic acid (GO:0071400)	6	0.3378468400860585	0.5028350294637195	-0.32747904018502655	0.23771321191095676
hexosyltransferase activity (GO:0016758)	15	0.33837236657902353	0.5031830451282893	-0.21981316532695705	0.09204142226084414
glycerophospholipid biosynthetic process (GO:0046474)	7	0.3386680757614781	0.5031890014543925	0.15741859528456667	-0.31982526257087024
protein O-linked glycosylation (GO:0006493)	18	0.33943125854286443	0.5038889165115672	-0.016932367149758258	-0.17628019323671482
error-prone translesion synthesis (GO:0042276)	12	0.34026991397042144	0.5046995714522587	0.2438124185844518	-0.12053119119988298
sporulation (GO:0043934)	5	0.34116573343736967	0.5051595623858048	-0.36952091914155666	0.22488619119878664
protein serine/threonine phosphatase inhibitor activity (GO:0004865)	7	0.34091045992275143	0.5051595623858048	-0.21523065960280938	0.3037147194596771
positive regulation of endocytosis (GO:0045807)	9	0.3416030456444628	0.5053732879388494	-0.12085050987198719	0.282273812106747
DNA topological change (GO:0006265)	10	0.342138452460608	0.5057316456679938	-0.21857638888889136	-0.05421006944444565
mitotic G1 DNA damage checkpoint signaling (GO:0031571)	6	0.34482817240834646	0.5092710594215734	0.30174906042208494	-0.27262214512864874
mitotic sister chromatid segregation (GO:0000070)	23	0.3463327861931885	0.5097728431283313	-0.02650328807304682	-0.14863982589771604
septin ring organization (GO:0031106)	11	0.34635001283849526	0.5097728431283313	0.24683781597173993	-0.04449750379856762
signal transduction involved in filamentous growth (GO:0001402)	12	0.3456359873686066	0.5097728431283313	-0.023266753509911323	0.23125633232016057
replication fork (GO:0005657)	12	0.34601346787835124	0.5097728431283313	0.19315385728759596	0.05807642205818474
triglyceride biosynthetic process (GO:0019432)	9	0.34701878460015806	0.510321742059056	-0.2507895180926202	-0.0143921313372373
nuclear outer membrane-endoplasmic reticulum membrane network (GO:0042175)	11	0.34749383465918837	0.5105850637028109	0.09169840361505473	0.17982516723563052
methionine metabolic process (GO:0006555)	6	0.34898318323156235	0.5123370136803788	0.16037872217403934	0.21292281006070982
phosphorelay signal transduction system (GO:0000160)	5	0.3512528001015006	0.5152305103529664	-0.0811185779319344	0.36683286364621837
chromosome condensation (GO:0030261)	7	0.3517972430882527	0.5155906918668105	0.08182296991665788	-0.3122037364067286
phospholipid transport (GO:0015914)	22	0.3524062677303852	0.5160448317783655	-0.17730833135533086	0.08766516338318021
folic acid-containing compound biosynthetic process (GO:0009396)	7	0.35377297496312243	0.516918666951454	0.2368559655482236	0.09533104067912138
cyclin-dependent protein serine/threonine kinase activator activity (GO:0061575)	6	0.35390199748966217	0.516918666951454	0.084489736918183	0.26799653078924596
phosphate transmembrane transporter activity (GO:0005315)	6	0.35349335917235003	0.516918666951454	0.2977739230991566	0.03158427291124637
intracellular potassium ion homeostasis (GO:0030007)	6	0.354831837235914	0.5171448149113772	-0.20172015033246593	0.33109280138768427
mannose metabolic process (GO:0006013)	6	0.3552214828699296	0.5171448149113772	0.27081526452731686	-0.2958947672737782
GTPase regulator activity (GO:0030695)	8	0.35520803500827	0.5171448149113772	0.12857917570499094	-0.2937635574837295
protein domain specific binding (GO:0019904)	7	0.3552560032869461	0.5171448149113772	0.2639340707004974	0.050655265359235105
oligosaccharyltransferase complex (GO:0008250)	9	0.3571667501666546	0.5194878954784816	0.17774402738602849	0.12292374822207684
carbohydrate transport (GO:0008643)	9	0.35874466923727877	0.5195924050665877	-0.14842940141269464	0.27253441334586764
stress granule assembly (GO:0034063)	12	0.3579260916260245	0.5195924050665877	0.22126935880735168	-0.17202200028947678
carbohydrate:proton symporter activity (GO:0005351)	9	0.35874466923727877	0.5195924050665877	-0.14842940141269464	0.27253441334586764
protein kinase regulator activity (GO:0019887)	6	0.35785667616896694	0.5195924050665877	-0.09005492917028123	0.3347788378143977
CoA-synthesizing protein complex (GO:1990143)	6	0.35866001977087464	0.5195924050665877	-0.22607690083838838	0.3205406186759186
vacuolar protein processing (GO:0006624)	7	0.3599870453323531	0.5209544070455613	-0.25761378071072544	0.26480156148340966
mRNA cleavage and polyadenylation specificity factor complex (GO:0005847)	16	0.36035497992106424	0.5210497404558556	0.18114406779661268	0.018578878748370477
budding cell apical bud growth (GO:0007118)	17	0.3613400325691847	0.5215996286040532	0.03806077962591477	0.16488742856412203
dolichol-linked oligosaccharide biosynthetic process (GO:0006488)	16	0.3612132320832509	0.5215996286040532	0.1707138200782221	0.03794545849630444
transcriptional start site selection at RNA polymerase II promoter (GO:0001174)	8	0.3616882433656098	0.5216657356234756	0.1447939262472844	0.17380694143166922
thiosulfate-cyanide sulfurtransferase activity (GO:0004792)	5	0.3625098831346332	0.5224139919860002	-0.26026446997615554	0.3427270756557545
syntaxin binding (GO:0019905)	10	0.3634370765498519	0.5233129858501624	-0.25937499999999997	0.12161458333333358
phosphatidylinositol N-acetylglucosaminyltransferase activity (GO:0017176)	5	0.3641584355461316	0.5239143463862194	0.34610882289182315	-0.25115976587903815
negative regulation of macroautophagy (GO:0016242)	8	0.3654840304233496	0.5253832937335651	-0.27993492407808684	0.042895878524946016
cargo adaptor activity (GO:0140312)	5	0.36644043391198383	0.5260487629241967	-0.3661391719054879	0.14563190982007373
phosphoric diester hydrolase activity (GO:0008081)	12	0.36655687712167206	0.5260487629241967	-0.23617744970328858	0.1055869156173119
cardiolipin metabolic process (GO:0032048)	7	0.36886358471505476	0.5286474665844956	-0.16745670291539372	0.3044582829878863
ER to Golgi transport vesicle membrane (GO:0012507)	15	0.36898060856100445	0.5286474665844956	0.07161995799840391	0.15310304873633196
positive regulation of formin-nucleated actin cable assembly (GO:0090338)	5	0.37061557626601155	0.5305492689285227	0.17147192716236645	0.22566659440710973
formin-nucleated actin cable assembly (GO:0070649)	5	0.37260931621267773	0.5325195281415651	-0.33440277476696584	0.2634727942770442
EKC/KEOPS complex (GO:0000408)	5	0.37240326144558983	0.5325195281415651	0.36284413613700456	-0.15967916756991138
coenzyme A biosynthetic process (GO:0015937)	12	0.37395287260817517	0.5339972725572038	-0.23411492256477315	0.09230713562020651
nuclear migration (GO:0007097)	6	0.37463717385439027	0.5345319478071325	0.2609858340560829	0.08145417750795142
histone acetyltransferase activity (GO:0004402)	18	0.3752150935060775	0.5349140795851105	0.11869565217391302	-0.18458937198067554
Golgi to plasma membrane protein transport (GO:0043001)	12	0.3766503412684231	0.5354904232794141	0.11086987986683833	0.1436893906498761
polysaccharide catabolic process (GO:0000272)	8	0.3759917419555353	0.5354904232794141	-0.10477223427332287	0.28562906724512
RNA polymerase II C-terminal domain phosphoserine binding (GO:1990269)	6	0.3768610862963529	0.5354904232794141	0.27688638334779303	-0.2746458514021405
protein-lysine-acetyltransferase activity (GO:0061733)	9	0.3762410894621295	0.5354904232794141	0.176924375015067	-0.2570092331428846
phosphatidylinositol-3,5-bisphosphate binding (GO:0080025)	15	0.3777532257248443	0.5363163081278655	-0.1725396480556137	0.17616047505250113
positive regulation of transcription initiation by RNA polymerase II (GO:0060261)	9	0.3782882297464171	0.5366342074938893	0.048094308237508	0.22296955232516064
cellular bud neck septin ring organization (GO:0032186)	8	0.37885673716871077	0.5369990728151406	-0.22028199566160953	0.25347071583514225
G1/S transition of mitotic cell cycle (GO:0000082)	47	0.37936848593870426	0.5371198246301213	-0.07107248751379089	0.1146310924095925
mitotic cell cycle (GO:0000278)	38	0.37956467607195243	0.5371198246301213	0.0841990347046612	-0.12559181797288094
defense response to virus (GO:0051607)	5	0.3800405430229894	0.5373524071431612	0.32694558855408873	-0.2677216561890329
protein import into mitochondrial intermembrane space (GO:0045041)	8	0.3805015658171938	0.5375636372110232	-0.03280911062906898	-0.2454446854663757
cytoskeleton (GO:0005856)	62	0.3837612707793229	0.5417251981132013	-0.07819536095613303	0.09159137896853381
antiporter activity (GO:0015297)	17	0.3848014374400648	0.5427493700605983	-0.16089852589590845	0.16360893411918007
cytoskeleton organization (GO:0007010)	21	0.3859758177969299	0.5439610177285165	-0.09180935806996009	-0.09899831152822265
negative regulation of DNA-templated transcription (GO:0045892)	9	0.3874164566245041	0.5447221482176897	0.08845013379619861	0.19384778573322647
