ONTOLOGY	ID	Description	GeneRatio	BgRatio	RichFactor	FoldEnrichment	zScore	pvalue	p.adjust	qvalue	geneID	Count
BP	GO:0042255	ribosome assembly	60/462	75/4617	0.8	7.9948051948051955	20.363436208251404	1.6206379284298848e-47	1.2906171139132538e-45	1.2019085115149865e-45	YGR159C/YPL093W/YER131W/YKL009W/YKR081C/YEL054C/YMR229C/YDR060W/YLR048W/YCR057C/YKL006W/YIR026C/YDR025W/YGR214W/YLR448W/YLR029C/YHR085W/YPL131W/YOL121C/YLR167W/YLR221C/YGR085C/YML073C/YMR194W/YDR418W/YOR369C/YNL302C/YLL008W/YPR102C/YPL146C/YOR145C/YLR340W/YBR048W/YDR447C/YHR021C/YHL001W/YOL127W/YCR031C/YKL156W/YPL143W/YOR063W/YPL249C-A/YLR264W/YEL055C/YKR094C/YNR054C/YIL148W/YGL099W/YJL191W/YLR075W/YOR167C/YPR016C/YIR012W/YML024W/YPR041W/YKL021C/YIL110W/YLR106C/YDL031W/YGL189C	60
BP	GO:0000466	maturation of 5.8S rRNA from tricistronic rRNA transcript (SSU-rRNA, 5.8S rRNA, LSU-rRNA)	61/462	82/4617	0.7439024390243902	7.434193854925562	19.601115864501605	6.681294814596619e-45	4.8773452146555315e-43	4.542108316940684e-43	YGR103W/YER126C/YGL078C/YOR272W/YKR081C/YOR004W/YGL171W/YMR229C/YBR247C/YLR048W/YCR057C/YPR144C/YOR294W/YDL153C/YJL069C/YNL002C/YCL054W/YOL010W/YCL059C/YML093W/YKL099C/YGR214W/YGL120C/YML026C/YHR169W/YKR057W/YPR137W/YBL004W/YJL050W/YBR142W/YHR088W/YJL177W/YCR047C/YDL148C/YJL109C/YKL180W/YLR186W/YKL014C/YOR145C/YDR450W/YJL010C/YKR024C/YLR185W/YDR500C/YNR038W/YJR002W/YNR054C/YOR078W/YPR143W/YNL308C/YFR001W/YER082C/YJL136C/YGR158C/YLR051C/YPR016C/YNR024W/YKL021C/YLR293C/YOR001W/YDL031W	61
BP	GO:0000460	maturation of 5.8S rRNA	61/462	83/4617	0.7349397590361446	7.344625254263809	19.447896637678685	2.30151482273974e-44	1.5508669113230862e-42	1.444270435322509e-42	YGR103W/YER126C/YGL078C/YOR272W/YKR081C/YOR004W/YGL171W/YMR229C/YBR247C/YLR048W/YCR057C/YPR144C/YOR294W/YDL153C/YJL069C/YNL002C/YCL054W/YOL010W/YCL059C/YML093W/YKL099C/YGR214W/YGL120C/YML026C/YHR169W/YKR057W/YPR137W/YBL004W/YJL050W/YBR142W/YHR088W/YJL177W/YCR047C/YDL148C/YJL109C/YKL180W/YLR186W/YKL014C/YOR145C/YDR450W/YJL010C/YKR024C/YLR185W/YDR500C/YNR038W/YJR002W/YNR054C/YOR078W/YPR143W/YNL308C/YFR001W/YER082C/YJL136C/YGR158C/YLR051C/YPR016C/YNR024W/YKL021C/YLR293C/YOR001W/YDL031W	61
BP	GO:0000470	maturation of LSU-rRNA	48/462	60/4617	0.8	7.9948051948051955	18.183610019984744	4.812326261932214e-38	3.011141289609014e-36	2.804175077441704e-36	YMR290C/YER131W/YGR103W/YER126C/YGL078C/YOR272W/YKR081C/YER006W/YMR229C/YPL043W/YIL133C/YKL006W/YLR435W/YNL002C/YCL054W/YLL045C/YGL120C/YHL033C/YGL076C/YLR029C/YBR142W/YHR085W/YHR088W/YPL198W/YJL177W/YOL041C/YLR276C/YKL180W/YMR194W/YKL014C/YPL146C/YDL136W/YKR024C/YHL001W/YLR185W/YDR500C/YNR038W/YNL069C/YPL249C-A/YOL144W/YDR412W/YPR143W/YDL191W/YPR016C/YNR046W/YKL021C/YDL031W/YGL189C	48
BP	GO:0000479	endonucleolytic cleavage of tricistronic rRNA transcript (SSU-rRNA, 5.8S rRNA, LSU-rRNA)	44/462	52/4617	0.8461538461538461	8.456043956043956	18.028438567008358	5.421938278970689e-37	3.166411954918882e-35	2.948773449966515e-35	YGL078C/YOR004W/YGL171W/YMR229C/YBR247C/YLR048W/YCR057C/YPR144C/YOR294W/YDL153C/YJL069C/YOL010W/YCL059C/YDL060W/YML093W/YKL099C/YGR214W/YML026C/YHR169W/YKR057W/YPR137W/YBL004W/YJL177W/YCR047C/YDL148C/YJL109C/YKL180W/YLR186W/YOR145C/YDR450W/YJL010C/YKR024C/YHR021C/YLR185W/YDR500C/YJR002W/YPL217C/YNR054C/YOR078W/YNL308C/YFR001W/YER082C/YJL136C/YLR051C	44
BP	GO:0000054	ribosomal subunit export from nucleus	48/462	67/4617	0.7164179104477612	7.159527040124055	16.93352771546462	4.3254286610949135e-34	2.3681721919494653e-32	2.2053994818082622e-32	YPL093W/YER131W/YKL009W/YDL229W/YNR053C/YER006W/YHR170W/YLR048W/YAL059W/YOR294W/YIR026C/YLL034C/YGR245C/YGL135W/YGR214W/YML026C/YOR293W/YNL209W/YNL178W/YHR088W/YGL123W/YCR047C/YOL121C/YGR081C/YJR123W/YDR361C/YNL302C/YPL146C/YOR145C/YPL220W/YLR074C/YDR450W/YJL010C/YDR091C/YMR230W/YER036C/YOL040C/YLR264W/YKR094C/YIL148W/YGL099W/YFR001W/YOR167C/YPR016C/YGR285C/YLR106C/YLR293C/YGL189C	48
BP	GO:0033750	ribosome localization	48/462	68/4617	0.7058823529411765	7.05423987776929	16.769668825848363	1.3396814769444911e-33	6.903299845902201e-32	6.428812041064896e-32	YPL093W/YER131W/YKL009W/YDL229W/YNR053C/YER006W/YHR170W/YLR048W/YAL059W/YOR294W/YIR026C/YLL034C/YGR245C/YGL135W/YGR214W/YML026C/YOR293W/YNL209W/YNL178W/YHR088W/YGL123W/YCR047C/YOL121C/YGR081C/YJR123W/YDR361C/YNL302C/YPL146C/YOR145C/YPL220W/YLR074C/YDR450W/YJL010C/YDR091C/YMR230W/YER036C/YOL040C/YLR264W/YKR094C/YIL148W/YGL099W/YFR001W/YOR167C/YPR016C/YGR285C/YLR106C/YLR293C/YGL189C	48
BP	GO:0071826	protein-RNA complex organization	74/462	163/4617	0.4539877300613497	4.5369293283403715	15.328986857627827	5.2648545887274755e-33	2.5622292331807044e-31	2.386118307756605e-31	YGR159C/YPL093W/YKL009W/YOR272W/YKR081C/YEL054C/YMR229C/YDR060W/YLR048W/YCR057C/YKL006W/YIR026C/YDR025W/YDL208W/YGR214W/YGL120C/YLR448W/YLR325C/YLR029C/YHR085W/YPL131W/YOL121C/YLR167W/YLR221C/YGR085C/YML073C/YMR194W/YDR418W/YOR369C/YNL302C/YLL008W/YPR102C/YPL146C/YLR340W/YBR048W/YDR447C/YHR021C/YHL001W/YOL127W/YCR031C/YKL156W/YBR079C/YPL143W/YOR063W/YPL249C-A/YOR361C/YGR162W/YMR309C/YLR264W/YEL055C/YPR163C/YKR094C/YNR054C/YIL148W/YGL099W/YJL191W/YDR429C/YLR075W/YOR167C/YPR016C/YIR012W/YFL023W/YML024W/YJL138C/YPR041W/YKL021C/YIL110W/YMR260C/YLR106C/YNL124W/YER025W/YDL031W/YOL139C/YJR007W	74
BP	GO:0022618	protein-RNA complex assembly	72/462	155/4617	0.4645161290322581	4.642144951822372	15.37894932735706	6.411207338463491e-33	2.9559040149968515e-31	2.752734452802884e-31	YGR159C/YPL093W/YKL009W/YKR081C/YEL054C/YMR229C/YDR060W/YLR048W/YCR057C/YKL006W/YIR026C/YDR025W/YDL208W/YGR214W/YLR448W/YLR325C/YLR029C/YHR085W/YPL131W/YOL121C/YLR167W/YLR221C/YGR085C/YML073C/YMR194W/YDR418W/YOR369C/YNL302C/YLL008W/YPR102C/YPL146C/YLR340W/YBR048W/YDR447C/YHR021C/YHL001W/YOL127W/YCR031C/YKL156W/YBR079C/YPL143W/YOR063W/YPL249C-A/YOR361C/YGR162W/YMR309C/YLR264W/YEL055C/YPR163C/YKR094C/YNR054C/YIL148W/YGL099W/YJL191W/YDR429C/YLR075W/YOR167C/YPR016C/YIR012W/YFL023W/YML024W/YJL138C/YPR041W/YKL021C/YIL110W/YMR260C/YLR106C/YNL124W/YER025W/YDL031W/YOL139C/YJR007W	72
BP	GO:0000447	endonucleolytic cleavage in ITS1 to separate SSU-rRNA from 5.8S rRNA and LSU-rRNA from tricistronic rRNA transcript (SSU-rRNA, 5.8S rRNA, LSU-rRNA)	35/462	38/4617	0.9210526315789473	9.204545454545455	16.93282327553817	1.970503745587091e-32	8.630806405671458e-31	8.037581067526293e-31	YOR004W/YGL171W/YMR229C/YBR247C/YLR048W/YCR057C/YPR144C/YOR294W/YDL153C/YJL069C/YOL010W/YCL059C/YML093W/YKL099C/YGR214W/YML026C/YHR169W/YKR057W/YPR137W/YBL004W/YCR047C/YDL148C/YJL109C/YLR186W/YOR145C/YDR450W/YJL010C/YJR002W/YNR054C/YOR078W/YNL308C/YFR001W/YER082C/YJL136C/YLR051C	35
BP	GO:0000463	maturation of LSU-rRNA from tricistronic rRNA transcript (SSU-rRNA, 5.8S rRNA, LSU-rRNA)	38/462	46/4617	0.8260869565217391	8.255505364201015	16.489570602278818	3.05756652138449e-31	1.275442034634673e-29	1.1877764682070075e-29	YMR290C/YER131W/YGR103W/YER126C/YGL078C/YOR272W/YKR081C/YER006W/YMR229C/YPL043W/YLR435W/YNL002C/YCL054W/YGL120C/YGL076C/YBR142W/YHR085W/YHR088W/YPL198W/YJL177W/YOL041C/YLR276C/YKL180W/YKL014C/YPL146C/YDL136W/YKR024C/YLR185W/YDR500C/YNR038W/YOL144W/YDR412W/YPR143W/YDL191W/YPR016C/YKL021C/YDL031W/YGL189C	38
BP	GO:0000027	ribosomal large subunit assembly	36/462	45/4617	0.8	7.9948051948051955	15.721614525971086	1.0918929394887011e-28	4.34771915905501e-27	4.048885301931787e-27	YPL093W/YKL009W/YKR081C/YEL054C/YDR060W/YKL006W/YIR026C/YLR448W/YLR029C/YHR085W/YPL131W/YLR221C/YGR085C/YML073C/YMR194W/YDR418W/YLL008W/YPR102C/YPL146C/YLR340W/YHL001W/YOL127W/YPL143W/YOR063W/YPL249C-A/YEL055C/YKR094C/YIL148W/YGL099W/YLR075W/YPR016C/YIR012W/YKL021C/YIL110W/YLR106C/YDL031W	36
BP	GO:0051168	nuclear export	56/462	129/4617	0.43410852713178294	4.338266384778013	12.822059683577747	8.411250315768178e-24	3.2035892507012713e-22	2.98339542092464e-22	YPL093W/YER131W/YKL009W/YDL229W/YNR053C/YER006W/YGR128C/YHR170W/YBR247C/YLR048W/YAL059W/YHR196W/YOR294W/YIR026C/YLL034C/YGR245C/YGL135W/YGR214W/YML026C/YOR293W/YNL209W/YNL178W/YHR088W/YGL123W/YCR047C/YOL121C/YGR081C/YJR123W/YBR034C/YDR361C/YNL302C/YPL146C/YOR145C/YPL220W/YLR074C/YDR450W/YJL010C/YDR091C/YMR230W/YER036C/YOL040C/YLR264W/YKR094C/YIL148W/YGL099W/YGR090W/YFR001W/YOR167C/YPR016C/YGR285C/YLR106C/YPR080W/YLR293C/YMR308C/YKL205W/YGL189C	56
BP	GO:0140694	membraneless organelle assembly	62/462	156/4617	0.3974358974358974	3.9717782217782216	12.590151528039229	8.887907560347162e-24	3.244086259526714e-22	3.0211089295039697e-22	YGR159C/YPL093W/YER131W/YKL009W/YKR081C/YEL054C/YMR229C/YDR060W/YLR048W/YCR057C/YKL006W/YIR026C/YDR025W/YGR214W/YLR448W/YLR029C/YHR085W/YPL131W/YOL121C/YLR167W/YLR221C/YGR085C/YML073C/YMR194W/YDR418W/YOR369C/YNL302C/YLL008W/YPR102C/YPL146C/YOR145C/YLR340W/YBR048W/YDR447C/YHR021C/YHL001W/YOL127W/YCR031C/YKL156W/YPL143W/YOR063W/YPL249C-A/YGR162W/YLR264W/YEL055C/YKR094C/YNR054C/YIL148W/YGL099W/YJL191W/YLR075W/YOR167C/YPR016C/YIR012W/YML024W/YPR041W/YKL021C/YIL110W/YLR180W/YLR106C/YDL031W/YGL189C	62
BP	GO:0000967	rRNA 5'-end processing	27/462	31/4617	0.8709677419354839	8.704021784666946	14.349927195725067	1.085357854097831e-23	3.8030939207587996e-22	3.541694050213975e-22	YOR004W/YGL171W/YMR229C/YCR057C/YPR144C/YDL153C/YJL069C/YNL002C/YOL010W/YML093W/YKL099C/YHR169W/YPR137W/YBL004W/YDL148C/YJL109C/YLR186W/YOR145C/YJL010C/YJR002W/YPL217C/YNR054C/YDR412W/YOR078W/YFR001W/YER082C/YLR051C	27
BP	GO:0000472	endonucleolytic cleavage to generate mature 5'-end of SSU-rRNA from (SSU-rRNA, 5.8S rRNA, LSU-rRNA)	25/462	29/4617	0.8620689655172413	8.615091804746976	13.716105329822073	9.06039177293681e-22	3.052655074266403e-20	2.842835475314182e-20	YOR004W/YGL171W/YMR229C/YCR057C/YPR144C/YDL153C/YJL069C/YOL010W/YML093W/YKL099C/YHR169W/YPR137W/YBL004W/YDL148C/YJL109C/YLR186W/YOR145C/YJL010C/YJR002W/YPL217C/YNR054C/YOR078W/YFR001W/YER082C/YLR051C	25
BP	GO:0000480	endonucleolytic cleavage in 5'-ETS of tricistronic rRNA transcript (SSU-rRNA, 5.8S rRNA, LSU-rRNA)	23/462	27/4617	0.8518518518518519	8.512987012987013	13.05438904152221	7.344453690988994e-20	2.3828671975208735e-18	2.219084448544433e-18	YOR004W/YGL171W/YMR229C/YCR057C/YPR144C/YDL153C/YJL069C/YOL010W/YML093W/YKL099C/YHR169W/YPR137W/YBL004W/YDL148C/YJL109C/YLR186W/YJL010C/YJR002W/YPL217C/YNR054C/YFR001W/YER082C/YLR051C	23
BP	GO:0006913	nucleocytoplasmic transport	61/462	176/4617	0.3465909090909091	3.463658500590319	11.111298865337375	8.692321733224081e-20	2.625680633898033e-18	2.4452084730485167e-18	YPL093W/YER131W/YKL009W/YDL229W/YNR053C/YER006W/YGR128C/YBR267W/YHR170W/YBR247C/YLR048W/YAL059W/YHR196W/YOR294W/YIR026C/YLL034C/YGR245C/YGL135W/YGR214W/YML026C/YOR293W/YNL209W/YNL178W/YHR088W/YGL123W/YCR047C/YOL121C/YER110C/YGR081C/YJR123W/YBR034C/YDR361C/YNL302C/YPL146C/YOR145C/YPL220W/YLR074C/YDR450W/YJL010C/YDR091C/YMR230W/YER036C/YKR092C/YOL040C/YLR264W/YKR094C/YIL148W/YGL099W/YGR090W/YFR001W/YOR167C/YPR016C/YNL207W/YGR285C/YLR243W/YLR106C/YPR080W/YLR293C/YMR308C/YKL205W/YGL189C	61
BP	GO:0051169	nuclear transport	61/462	176/4617	0.3465909090909091	3.463658500590319	11.111298865337375	8.692321733224081e-20	2.625680633898033e-18	2.4452084730485167e-18	YPL093W/YER131W/YKL009W/YDL229W/YNR053C/YER006W/YGR128C/YBR267W/YHR170W/YBR247C/YLR048W/YAL059W/YHR196W/YOR294W/YIR026C/YLL034C/YGR245C/YGL135W/YGR214W/YML026C/YOR293W/YNL209W/YNL178W/YHR088W/YGL123W/YCR047C/YOL121C/YER110C/YGR081C/YJR123W/YBR034C/YDR361C/YNL302C/YPL146C/YOR145C/YPL220W/YLR074C/YDR450W/YJL010C/YDR091C/YMR230W/YER036C/YKR092C/YOL040C/YLR264W/YKR094C/YIL148W/YGL099W/YGR090W/YFR001W/YOR167C/YPR016C/YNL207W/YGR285C/YLR243W/YLR106C/YPR080W/YLR293C/YMR308C/YKL205W/YGL189C	61
BP	GO:0000028	ribosomal small subunit assembly	19/462	20/4617	0.95	9.493831168831168	12.69257516770971	1.3118149914795662e-18	3.8304997751203333e-17	3.567216204900575e-17	YGR159C/YLR048W/YCR057C/YDR025W/YGR214W/YOL121C/YLR167W/YOR369C/YNL302C/YBR048W/YDR447C/YHR021C/YCR031C/YKL156W/YLR264W/YNR054C/YJL191W/YOR167C/YML024W	19
BP	GO:0051656	establishment of organelle localization	48/462	121/4617	0.39669421487603307	3.9643662123000967	11.017416360712842	1.6576221058982722e-18	4.6841192411835045e-17	4.362163436574401e-17	YPL093W/YER131W/YKL009W/YDL229W/YNR053C/YER006W/YHR170W/YLR048W/YAL059W/YOR294W/YIR026C/YLL034C/YGR245C/YGL135W/YGR214W/YML026C/YOR293W/YNL209W/YNL178W/YHR088W/YGL123W/YCR047C/YOL121C/YGR081C/YJR123W/YDR361C/YNL302C/YPL146C/YOR145C/YPL220W/YLR074C/YDR450W/YJL010C/YDR091C/YMR230W/YER036C/YOL040C/YLR264W/YKR094C/YIL148W/YGL099W/YFR001W/YOR167C/YPR016C/YGR285C/YLR106C/YLR293C/YGL189C	48
BP	GO:0070925	organelle assembly	62/462	202/4617	0.3069306930693069	3.0673138742445674	10.01809449573442	4.370115627041974e-17	1.1963191529027403e-15	1.1140919772886612e-15	YGR159C/YPL093W/YER131W/YKL009W/YKR081C/YEL054C/YMR229C/YDR060W/YLR048W/YCR057C/YKL006W/YIR026C/YDR025W/YGR214W/YLR448W/YLR029C/YHR085W/YPL131W/YOL121C/YLR167W/YLR221C/YGR085C/YML073C/YMR194W/YDR418W/YOR369C/YNL302C/YLL008W/YPR102C/YPL146C/YOR145C/YLR340W/YBR048W/YDR447C/YHR021C/YHL001W/YOL127W/YCR031C/YKL156W/YPL143W/YOR063W/YPL249C-A/YGR162W/YLR264W/YEL055C/YKR094C/YNR054C/YIL148W/YGL099W/YJL191W/YLR075W/YOR167C/YPR016C/YIR012W/YML024W/YPR041W/YKL021C/YIL110W/YLR180W/YLR106C/YDL031W/YGL189C	62
BP	GO:0009451	RNA modification	41/462	100/4617	0.41	4.097337662337662	10.440754448768262	1.498619121601584e-16	3.978152577342387e-15	3.7047203165589405e-15	YDL014W/YHR089C/YOL124C/YNL132W/YLR197W/YDR083W/YDR165W/YCL054W/YLR175W/YDL208W/YIL096C/YPL266W/YML080W/YCR047C/YPL183C/YLR186W/YGR200C/YPL086C/YDR120C/YOR243C/YDL201W/YNL119W/YBL024W/YLR401C/YBR061C/YBL071W-A/YKR056W/YHR072W-A/YDL112W/YNL292W/YOR006C/YJL125C/YGL169W/YMR259C/YJL098W/YNR046W/YIL008W/YOL125W/YNL124W/YNL022C/YKL027W	41
BP	GO:0000966	RNA 5'-end processing	27/462	51/4617	0.5294117647058824	5.290679908326967	10.273339135253593	1.1625517727289633e-14	2.995280449736976e-13	2.789404408250609e-13	YOR004W/YGL171W/YMR229C/YCR057C/YPR144C/YDL153C/YJL069C/YNL002C/YOL010W/YML093W/YKL099C/YHR169W/YPR137W/YBL004W/YDL148C/YJL109C/YLR186W/YOR145C/YJL010C/YJR002W/YPL217C/YNR054C/YDR412W/YOR078W/YFR001W/YER082C/YLR051C	27
BP	GO:0006399	tRNA metabolic process	57/462	201/4617	0.2835820895522388	2.8339794533824385	8.864338581444805	4.560112406525342e-14	1.1413309908903428e-12	1.062883342874328e-12	YOL124C/YNL132W/YDR165W/YDL051W/YPR110C/YIL079C/YJL050W/YML080W/YPL183C/YNL151C/YJL011C/YGR200C/YKL144C/YNL113W/YPL086C/YDR120C/YOR243C/YDL201W/YNL119W/YNR003C/YHR020W/YBL024W/YOR224C/YLR401C/YBR061C/YBL071W-A/YBR154C/YKR056W/YGR264C/YHR062C/YDL112W/YPR187W/YDL150W/YPL160W/YKR079C/YNL292W/YGR158C/YOL097C/YJL125C/YGL169W/YFL023W/YNL282W/YMR259C/YKR025W/YDR037W/YBR121C/YJL098W/YNR046W/YPR190C/YHR143W-A/YDR341C/YIL008W/YOL125W/YOR001W/YOR210W/YFL022C/YKL027W	57
BP	GO:0000154	rRNA modification	17/462	23/4617	0.7391304347826086	7.386504799548277	10.237644371942245	4.3925157630565656e-13	1.0688455023437643e-11	9.953800340259763e-12	YDL014W/YHR089C/YNL132W/YLR197W/YDR083W/YCL054W/YLR175W/YDL208W/YIL096C/YPL266W/YCR047C/YLR186W/YOR243C/YHR072W-A/YOR006C/YNR046W/YNL022C	17
BP	GO:0001510	RNA methylation	20/462	33/4617	0.6060606060606061	6.056670602125148	9.720032192858396	1.1442818999497039e-12	2.7091647144755154e-11	2.522954402449561e-11	YDL014W/YOL124C/YDR083W/YDR165W/YCL054W/YIL096C/YPL266W/YCR047C/YPL183C/YLR186W/YDR120C/YDL201W/YBL024W/YBR061C/YDL112W/YJL125C/YMR259C/YNR046W/YOL125W/YNL022C	20
BP	GO:0009304	tRNA transcription	15/462	19/4617	0.7894736842105263	7.8896103896103895	10.033566972507966	2.1723976489939195e-12	4.879539334663265e-11	4.544151627450169e-11	YPR110C/YNL151C/YJL011C/YKL144C/YNL113W/YNR003C/YOR224C/YBR154C/YPR187W/YDL150W/YFL023W/YKR025W/YPR190C/YHR143W-A/YOR210W	15
BP	GO:0042797	tRNA transcription by RNA polymerase III	15/462	19/4617	0.7894736842105263	7.8896103896103895	10.033566972507966	2.1723976489939195e-12	4.879539334663265e-11	4.544151627450169e-11	YPR110C/YNL151C/YJL011C/YKL144C/YNL113W/YNR003C/YOR224C/YBR154C/YPR187W/YDL150W/YFL023W/YKR025W/YPR190C/YHR143W-A/YOR210W	15
BP	GO:0043414	macromolecule methylation	24/462	50/4617	0.48	4.796883116883117	9.000468124979395	5.87355133835277e-12	1.2863077430992565e-10	1.1978953387429994e-10	YDL014W/YOL124C/YDR083W/YDR165W/YCL054W/YIL096C/YPL266W/YCR047C/YPL183C/YLR186W/YBR034C/YDR120C/YDL201W/YBL024W/YBR061C/YHL039W/YDL112W/YJL125C/YMR259C/YNR046W/YIL110W/YOL125W/YOR021C/YNL022C	24
BP	GO:0032259	methylation	29/462	75/4617	0.38666666666666666	3.864155844155844	8.338195732208995	2.8129532578719815e-11	6.010114765599649e-10	5.59701867740895e-10	YDL014W/YOL124C/YDR083W/YDR165W/YCL054W/YIL096C/YPL266W/YCR047C/YPL183C/YLR186W/YBR034C/YDR120C/YIL064W/YDL201W/YBL024W/YBR061C/YKR056W/YHL039W/YDL112W/YBR271W/YLR172C/YJL125C/YMR259C/YNR046W/YPL273W/YIL110W/YOL125W/YOR021C/YNL022C	29
BP	GO:0000055	ribosomal large subunit export from nucleus	18/462	32/4617	0.5625	5.621347402597403	8.746661311907014	9.212592306680136e-11	1.9214835382504285e-9	1.789413292650904e-9	YKL009W/YNR053C/YER006W/YHR170W/YAL059W/YOR294W/YIR026C/YLL034C/YGR245C/YGL135W/YHR088W/YDR361C/YPL146C/YPL220W/YLR074C/YKR094C/YIL148W/YFR001W	18
BP	GO:0006450	regulation of translational fidelity	17/462	31/4617	0.5483870967741935	5.480310012568077	8.345267483872956	5.366430868554811e-10	1.0932542885707011e-8	1.018111119493263e-8	YDL229W/YBR189W/YLR406C/YNL209W/YGL123W/YJR123W/YDL075W/YHR020W/YPR132W/YPL160W/YGR118W/YGL169W/YER049W/YIL110W/YGR285C/YER025W/YFL022C	17
BP	GO:0006414	translational elongation	20/462	46/4617	0.43478260869565216	4.345002823263693	7.60218033759288	3.216130117112869e-9	6.40302268770653e-8	5.962920671680558e-8	YDL229W/YLR249W/YKL081W/YNL209W/YMR116C/YDL130W/YAL003W/YOL039W/YLR333C/YGL031C/YDL081C/YOR063W/YDR382W/YGR148C/YDR385W/YOR182C/YGR027C/YGR285C/YLR150W/YPR080W	20
BP	GO:0006400	tRNA modification	26/462	76/4617	0.34210526315789475	3.418831168831169	7.08932644970925	6.729848391318669e-9	1.3100771535100342e-7	1.2200309949174199e-7	YOL124C/YNL132W/YDR165W/YML080W/YPL183C/YGR200C/YPL086C/YDR120C/YOR243C/YDL201W/YNL119W/YBL024W/YLR401C/YBR061C/YBL071W-A/YKR056W/YDL112W/YNL292W/YJL125C/YGL169W/YMR259C/YJL098W/YNR046W/YIL008W/YOL125W/YKL027W	26
BP	GO:0031167	rRNA methylation	9/462	11/4617	0.8181818181818182	8.17650531286895	7.945399894260475	4.283592792061944e-8	8.157450621404919e-7	7.596760672421068e-7	YDL014W/YDR083W/YCL054W/YIL096C/YPL266W/YCR047C/YLR186W/YNR046W/YNL022C	9
BP	GO:0030488	tRNA methylation	12/462	21/4617	0.5714285714285714	5.710575139146568	7.213764276891702	1.1127897431089078e-7	2.0740506701349008e-6	1.9314939550042634e-6	YOL124C/YDR165W/YPL183C/YDR120C/YDL201W/YBL024W/YBR061C/YDL112W/YJL125C/YMR259C/YNR046W/YOL125W	12
BP	GO:0051640	organelle localization	49/462	234/4617	0.2094017094017094	2.092657342657343	5.719717189739235	2.3021480522904587e-7	4.201420195430087e-6	3.912641974835758e-6	YPL093W/YER131W/YKL009W/YDL229W/YNR053C/YER006W/YHR170W/YLR048W/YAL059W/YOR294W/YIR026C/YLL034C/YGR245C/YGL135W/YGR214W/YML026C/YOR293W/YNL209W/YNL178W/YHR088W/YGL123W/YCR047C/YOL121C/YGR081C/YJR123W/YDR361C/YNL302C/YPL146C/YOR145C/YPL220W/YLR074C/YDR450W/YJL010C/YDR091C/YMR230W/YER036C/YOL040C/YLR264W/YKR094C/YIL148W/YGL099W/YFR001W/YOR167C/YPR016C/YGR285C/YLR106C/YLR293C/YNL087W/YGL189C	49
BP	GO:0002183	cytoplasmic translational initiation	14/462	30/4617	0.4666666666666667	4.663636363636363	6.7123870687883285	2.6817359656759346e-7	4.794287154963507e-6	4.4647591265281405e-6	YBR079C/YOR361C/YGR162W/YMR309C/YPR163C/YDR429C/YFL023W/YJL138C/YPR041W/YKR059W/YMR260C/YER025W/YOL139C/YJR007W	14
BP	GO:0006413	translational initiation	21/462	70/4617	0.3	2.998051948051948	5.61644735071026	2.3380348228162605e-6	4.0962370095740883e-5	3.814688395121267e-5	YDL083C/YDR091C/YGL031C/YBR079C/YOR361C/YGR162W/YMR309C/YGR148C/YPR163C/YDR429C/YMR143W/YPR016C/YFL023W/YJL138C/YPR041W/YKR059W/YLR150W/YMR260C/YER025W/YOL139C/YJR007W	21
BP	GO:0008033	tRNA processing	30/462	126/4617	0.23809523809523808	2.3794063079777366	5.234489421797415	3.859967699387902e-6	6.630062166007456e-5	6.174354937101393e-5	YOL124C/YNL132W/YDR165W/YDL051W/YML080W/YPL183C/YGR200C/YPL086C/YDR120C/YOR243C/YDL201W/YNL119W/YBL024W/YLR401C/YBR061C/YBL071W-A/YKR056W/YHR062C/YDL112W/YKR079C/YNL292W/YJL125C/YGL169W/YNL282W/YMR259C/YJL098W/YNR046W/YIL008W/YOL125W/YKL027W	30
BP	GO:0006360	transcription by RNA polymerase I	20/462	68/4617	0.29411764705882354	2.9392666157372043	5.371584140620325	5.724122350740879e-6	9.642944575478867e-5	8.980151461182554e-5	YNL248C/YPR010C/YGR128C/YOR341W/YJL148W/YLR196W/YHR196W/YPL126W/YJR063W/YPR110C/YML043C/YJL109C/YNL113W/YOR224C/YBR154C/YPR187W/YDR398W/YFL023W/YHR143W-A/YOR210W	20
BP	GO:0006383	transcription by RNA polymerase III	15/462	46/4617	0.32608695652173914	3.2587521174477696	5.133460819624564	2.2018860174651554e-5	3.598872164584058e-4	3.351509165528293e-4	YPR110C/YNL151C/YJL011C/YKL144C/YNL113W/YNR003C/YOR224C/YBR154C/YPR187W/YDL150W/YFL023W/YKR025W/YPR190C/YHR143W-A/YOR210W	15
BP	GO:1990145	maintenance of translational fidelity	7/462	11/4617	0.6363636363636364	6.359504132231405	5.933724244467455	2.2184828411819536e-5	3.598872164584058e-4	3.351509165528293e-4	YFR031C-A/YNL178W/YLR167W/YMR116C/YOR369C/YAL003W/YOR063W	7
BP	GO:0031125	rRNA 3'-end processing	10/462	23/4617	0.43478260869565216	4.345002823263693	5.362079948665918	3.145305821707075e-5	5.009614363300723e-4	4.665286147029633e-4	YLR048W/YDL060W/YGR214W/YKR057W/YJL050W/YJL136C/YGR158C/YNR024W/YLR293C/YOR001W	10
