ONTOLOGY	ID	Description	GeneRatio	BgRatio	RichFactor	FoldEnrichment	zScore	pvalue	p.adjust	qvalue	geneID	Count
CC	GO:0055029	nuclear DNA-directed RNA polymerase complex	19/462	75/4618	0.25333333333333335	2.5322366522366524	4.460137685310418	9.70445046000562e-5	6.469633640003747e-4	5.490675918161074e-4	YNL248C/YPR010C/YOR341W/YJL148W/YJR063W/YPR110C/YNL151C/YJL011C/YKL144C/YNL113W/YNR003C/YOR224C/YBR154C/YPR187W/YDL150W/YKR025W/YPR190C/YHR143W-A/YOR210W	19
CC	GO:0000428	DNA-directed RNA polymerase complex	19/462	77/4618	0.24675324675324675	2.4664642716590772	4.326176697648464	1.419931870150519e-4	8.510343700012609e-4	7.222594324352807e-4	YNL248C/YPR010C/YOR341W/YJL148W/YJR063W/YPR110C/YNL151C/YJL011C/YKL144C/YNL113W/YNR003C/YOR224C/YBR154C/YPR187W/YDL150W/YKR025W/YPR190C/YHR143W-A/YOR210W	19
CC	GO:0030880	RNA polymerase complex	19/462	77/4618	0.24675324675324675	2.4664642716590772	4.326176697648464	1.419931870150519e-4	8.510343700012609e-4	7.222594324352807e-4	YNL248C/YPR010C/YOR341W/YJL148W/YJR063W/YPR110C/YNL151C/YJL011C/YKL144C/YNL113W/YNR003C/YOR224C/YBR154C/YPR187W/YDL150W/YKR025W/YPR190C/YHR143W-A/YOR210W	19
CC	GO:0016282	eukaryotic 43S preinitiation complex	6/462	10/4618	0.6	5.997402597402597	5.274135200726813	1.4361204993771279e-4	8.510343700012609e-4	7.222594324352807e-4	YBR079C/YOR361C/YMR309C/YDR429C/YMR260C/YER025W	6
CC	GO:0033553	rDNA heterochromatin	5/462	10/4618	0.5	4.9978354978354975	4.219216786097723	0.0016132398691228748	0.009218513537844999	0.007823606884092137	YGR128C/YHR196W/YPL126W/YJL109C/YDR398W	5
CC	GO:0005665	RNA polymerase II, core complex	5/462	13/4618	0.38461538461538464	3.8444888444888448	3.423925050177496	0.006388239947771559	0.035245461780808604	0.02991226690608098	YOR224C/YBR154C/YPR187W/YHR143W-A/YOR210W	5
CC	GO:0000792	heterochromatin	5/462	14/4618	0.35714285714285715	3.569882498453927	3.2105008017761016	0.00913367786319303	0.04871294860369616	0.041341910328136874	YGR128C/YHR196W/YPL126W/YJL109C/YDR398W	5
MF	GO:0003735	structural constituent of ribosome	133/462	219/4617	0.6073059360730594	6.069115815691158	25.626838530286843	2.0027976551741996e-82	5.707973317246469e-80	4.9121247753219845e-80	YER131W/YGL147C/YEL054C/YIL069C/YLR048W/YDL083C/YBR189W/YJL190C/YLR406C/YDL082W/YIL133C/YLR061W/YKL006W/YLR388W/YNL002C/YDR471W/YGR034W/YDR025W/YGL135W/YLL045C/YGR214W/YMR242C/YLR448W/YML026C/YKR057W/YOR293W/YNL096C/YHL033C/YFR031C-A/YGL076C/YER102W/YOR234C/YLR325C/YLR029C/YPL081W/YNL178W/YJR094W-A/YPL090C/YER117W/YOR096W/YBL027W/YPL198W/YJL177W/YIL018W/YBR181C/YER056C-A/YGL123W/YPL131W/YML063W/YBR191W/YOL121C/YBL087C/YDR064W/YKL180W/YLR167W/YNL301C/YOL120C/YGR085C/YML073C/YHR010W/YJR123W/YMR194W/YDR418W/YLR344W/YER074W/YDL130W/YPL079W/YOR369C/YNL302C/YNL162W/YHR203C/YPR102C/YGL030W/YLR340W/YPL220W/YBR048W/YDR450W/YDL136W/YDL061C/YOL039W/YOR312C/YDR447C/YLR441C/YHR021C/YHL001W/YOL127W/YCR031C/YLR333C/YLR185W/YGL031C/YDL075W/YDL081C/YDR500C/YIL052C/YJR145C/YHR141C/YKL156W/YPL143W/YOR063W/YNL069C/YPL249C-A/YMR230W/YGL103W/YDR382W/YOL040C/YMR142C/YPR132W/YGR148C/YLR264W/YBR031W/YDR012W/YPR043W/YBL092W/YKR094C/YHL015W/YIL148W/YLR367W/YJL191W/YBR084C-A/YOR182C/YMR143W/YGR027C/YGR118W/YBL072C/YLR075W/YJL189W/YJL136C/YDL191W/YOR167C/YML024W/YNL067W/YFR032C-A/YGL189C	133
MF	GO:0005198	structural molecule activity	133/462	329/4617	0.40425531914893614	4.039928156949434	19.076656266089564	1.4657997929717454e-53	2.0887647049847374e-51	1.797533430328509e-51	YER131W/YGL147C/YEL054C/YIL069C/YLR048W/YDL083C/YBR189W/YJL190C/YLR406C/YDL082W/YIL133C/YLR061W/YKL006W/YLR388W/YNL002C/YDR471W/YGR034W/YDR025W/YGL135W/YLL045C/YGR214W/YMR242C/YLR448W/YML026C/YKR057W/YOR293W/YNL096C/YHL033C/YFR031C-A/YGL076C/YER102W/YOR234C/YLR325C/YLR029C/YPL081W/YNL178W/YJR094W-A/YPL090C/YER117W/YOR096W/YBL027W/YPL198W/YJL177W/YIL018W/YBR181C/YER056C-A/YGL123W/YPL131W/YML063W/YBR191W/YOL121C/YBL087C/YDR064W/YKL180W/YLR167W/YNL301C/YOL120C/YGR085C/YML073C/YHR010W/YJR123W/YMR194W/YDR418W/YLR344W/YER074W/YDL130W/YPL079W/YOR369C/YNL302C/YNL162W/YHR203C/YPR102C/YGL030W/YLR340W/YPL220W/YBR048W/YDR450W/YDL136W/YDL061C/YOL039W/YOR312C/YDR447C/YLR441C/YHR021C/YHL001W/YOL127W/YCR031C/YLR333C/YLR185W/YGL031C/YDL075W/YDL081C/YDR500C/YIL052C/YJR145C/YHR141C/YKL156W/YPL143W/YOR063W/YNL069C/YPL249C-A/YMR230W/YGL103W/YDR382W/YOL040C/YMR142C/YPR132W/YGR148C/YLR264W/YBR031W/YDR012W/YPR043W/YBL092W/YKR094C/YHL015W/YIL148W/YLR367W/YJL191W/YBR084C-A/YOR182C/YMR143W/YGR027C/YGR118W/YBL072C/YLR075W/YJL189W/YJL136C/YDL191W/YOR167C/YML024W/YNL067W/YFR032C-A/YGL189C	133
MF	GO:0019843	rRNA binding	51/462	74/4617	0.6891891891891891	6.887416637416637	17.023060242332782	7.608526230066923e-35	7.228099918563577e-33	6.220303900370502e-33	YKL009W/YGR103W/YHR052W/YNR053C/YDR496C/YGL147C/YKR081C/YOR004W/YNL110C/YEL054C/YLR249W/YMR229C/YHR170W/YBR189W/YNL002C/YDR025W/YML026C/YNL075W/YFR031C-A/YPL081W/YHR088W/YER117W/YIL018W/YGL123W/YPL131W/YBL087C/YDR064W/YIL091C/YLR186W/YGR085C/YJR123W/YDR418W/YHR203C/YPR102C/YPL146C/YOR145C/YLR340W/YBR048W/YDR450W/YOR056C/YOL127W/YLR185W/YDR500C/YJR145C/YEL055C/YDL213C/YJL191W/YDR385W/YDR412W/YNL067W/YOR001W	51
MF	GO:0140098	catalytic activity, acting on RNA	82/462	250/4617	0.328	3.27787012987013	12.34740637609086	1.0600289451623465e-24	7.552706234281719e-23	6.499651163758598e-23	YMR290C/YNL248C/YDL014W/YOL124C/YGL078C/YJL033W/YNL132W/YPR010C/YOR341W/YGL171W/YJL148W/YDR083W/YJR063W/YCL054W/YOL010W/YLR175W/YGL120C/YHR169W/YPR110C/YIL096C/YJL050W/YBR142W/YPL266W/YML080W/YCR047C/YLR276C/YNL151C/YMR128W/YJL011C/YLR186W/YKL144C/YNL113W/YPL086C/YDR120C/YOR243C/YLL008W/YDL201W/YKR024C/YJL208C/YOR056C/YNR003C/YHR020W/YNR038W/YBL024W/YOR224C/YLR401C/YBR061C/YPR163C/YBR154C/YKR056W/YHR065C/YGR264C/YHR062C/YDL112W/YPR187W/YDL150W/YDR412W/YPL160W/YKR079C/YNL292W/YFR001W/YMR239C/YOR006C/YOL097C/YJL125C/YNL282W/YJL138C/YKR025W/YDR037W/YBR121C/YNR046W/YPR190C/YKR059W/YHR143W-A/YDR341C/YOL125W/YOR001W/YOR210W/YDL031W/YNL022C/YFL022C/YKL027W	82
MF	GO:0030515	snoRNA binding	19/462	21/4617	0.9047619047619048	9.0417439703154	12.31510880590275	1.2513391271878305e-17	7.132633024970634e-16	6.138147718626622e-16	YHR089C/YNL132W/YGR128C/YLR197W/YEL026W/YMR229C/YBR247C/YHR196W/YPL126W/YDL208W/YNL075W/YPR137W/YDL148C/YJL109C/YIL091C/YPL217C/YHR072W-A/YDL213C/YOR078W	19
MF	GO:0140640	catalytic activity, acting on a nucleic acid	85/462	382/4617	0.22251308900523561	2.2236859998640104	8.32613290981315	9.624474597511445e-14	4.5716254338179365e-12	3.934215054772222e-12	YMR290C/YNL248C/YDL014W/YOL124C/YGL078C/YJL033W/YNL132W/YPR010C/YOR341W/YGL171W/YJL148W/YDR083W/YJR063W/YCL054W/YOL010W/YLR175W/YGL120C/YHR169W/YPR110C/YIL096C/YJL050W/YBR142W/YNL178W/YPL266W/YML080W/YCR047C/YLR276C/YNL151C/YMR128W/YJL011C/YLR186W/YKL144C/YNL113W/YPL086C/YDR120C/YOR243C/YLL008W/YDL201W/YKR024C/YJL208C/YOR056C/YNR003C/YHR020W/YNR038W/YBL024W/YOR224C/YLR401C/YBR061C/YEL055C/YPR163C/YBR154C/YKR056W/YHR065C/YGR264C/YHR062C/YDL112W/YPR187W/YDL150W/YDR412W/YPL160W/YKR079C/YML060W/YNL292W/YFR001W/YMR239C/YOR006C/YOL097C/YJL125C/YNL282W/YJL138C/YKR025W/YDR037W/YBR121C/YNR046W/YPR190C/YKR059W/YHR143W-A/YDR341C/YOL125W/YOR001W/YOR210W/YDL031W/YNL022C/YFL022C/YKL027W	85
MF	GO:0003729	mRNA binding	59/462	222/4617	0.26576576576576577	2.655931905931906	8.431559233601403	3.6487047096209104e-13	1.4855440603456564e-11	1.2784183418671762e-11	YGR159C/YER131W/YGR103W/YDR496C/YGL078C/YER006W/YOR206W/YLR197W/YML056C/YKL172W/YPL012W/YMR229C/YDR060W/YPL043W/YCR057C/YIL133C/YPL126W/YDL167C/YNL002C/YDL051W/YLR175W/YLL011W/YGL120C/YBL004W/YJL050W/YLR276C/YJR123W/YOR091W/YKL014C/YDL136W/YJL010C/YPL226W/YCR031C/YGL031C/YBR079C/YLR432W/YNL069C/YGR162W/YLR401C/YMR309C/YGR148C/YPL217C/YPR163C/YGR264C/YHL015W/YGL099W/YPL160W/YLR017W/YFR001W/YOL097C/YDL191W/YFL023W/YDR037W/YNL255C/YBR121C/YDR341C/YBR143C/YOL139C/YGL189C	59
MF	GO:0003899	DNA-directed RNA polymerase activity	19/462	31/4617	0.6129032258064516	6.125052366987851	9.546199426243378	3.221164545696194e-12	1.1475398694042692e-10	9.875412357200174e-11	YNL248C/YPR010C/YOR341W/YJL148W/YJR063W/YPR110C/YNL151C/YJL011C/YKL144C/YNL113W/YNR003C/YOR224C/YBR154C/YPR187W/YDL150W/YKR025W/YPR190C/YHR143W-A/YOR210W	19
MF	GO:0008173	RNA methyltransferase activity	18/462	28/4617	0.6428571428571429	6.42439703153989	9.599305872095817	3.7622078912610145e-12	1.1913658322326547e-10	1.0252566534079723e-10	YDL014W/YOL124C/YDR083W/YCL054W/YIL096C/YPL266W/YCR047C/YLR186W/YDR120C/YDL201W/YBL024W/YBR061C/YKR056W/YDL112W/YJL125C/YNR046W/YOL125W/YNL022C	18
MF	GO:0034062	5'-3' RNA polymerase activity	19/462	33/4617	0.5757575757575758	5.75383707201889	9.137919594803721	1.5427456904789577e-11	4.3968252178650295e-10	3.783786798753654e-10	YNL248C/YPR010C/YOR341W/YJL148W/YJR063W/YPR110C/YNL151C/YJL011C/YKL144C/YNL113W/YNR003C/YOR224C/YBR154C/YPR187W/YDL150W/YKR025W/YPR190C/YHR143W-A/YOR210W	19
MF	GO:0097747	RNA polymerase activity	19/462	34/4617	0.5588235294117647	5.5846065699006875	8.94612528932263	3.177105676234914e-11	8.231591979335914e-10	7.08388155562426e-10	YNL248C/YPR010C/YOR341W/YJL148W/YJR063W/YPR110C/YNL151C/YJL011C/YKL144C/YNL113W/YNR003C/YOR224C/YBR154C/YPR187W/YDL150W/YKR025W/YPR190C/YHR143W-A/YOR210W	19
MF	GO:0034511	U3 snoRNA binding	11/462	12/4617	0.9166666666666666	9.160714285714286	9.437834396587533	9.874649273178222e-11	2.345229202379828e-9	2.018239719868882e-9	YGR128C/YEL026W/YMR229C/YHR196W/YPL126W/YPR137W/YDL148C/YJL109C/YIL091C/YPL217C/YOR078W	11
MF	GO:0043021	ribonucleoprotein complex binding	28/462	77/4617	0.36363636363636365	3.6340023612750887	7.771448438124932	3.41199501904121e-10	7.480142926359575e-9	6.437205177624306e-9	YGR103W/YHR052W/YOR272W/YNL110C/YLR249W/YHR170W/YAL059W/YLR435W/YIR026C/YLL034C/YDL060W/YMR116C/YDL130W/YLR074C/YDR091C/YPL226W/YDL081C/YBR155W/YPR163C/YDR385W/YDR412W/YBR025C/YFR001W/YPR016C/YGR285C/YLR150W/YMR260C/YJR007W	28
MF	GO:0180051	translation factor activity	22/462	50/4617	0.44	4.397142857142857	8.05288839831752	3.866951489041715e-10	7.87200838840635e-9	6.774433811629471e-9	YLR249W/YKL081W/YAL003W/YDR091C/YPL226W/YBR079C/YOR361C/YGR162W/YMR309C/YPR163C/YDR385W/YDR429C/YPR016C/YJL138C/YPR041W/YKR059W/YMR260C/YBR143C/YPR080W/YER025W/YOL139C/YJR007W	22
MF	GO:0008757	S-adenosylmethionine-dependent methyltransferase activity	25/462	67/4617	0.373134328358209	3.7289203333979457	7.502239668381806	1.658611448065052e-9	3.151361751323599e-8	2.7119752098186465e-8	YDL014W/YOL124C/YDR083W/YCL054W/YIL096C/YPL266W/YCR047C/YLR186W/YBR034C/YDR120C/YIL064W/YDL201W/YBL024W/YBR061C/YKR056W/YHL039W/YDL112W/YBR271W/YLR172C/YJL125C/YNR046W/YPL273W/YIL110W/YOR021C/YNL022C	25
MF	GO:0140102	catalytic activity, acting on a rRNA	10/462	12/4617	0.8333333333333334	8.327922077922079	8.474713440659663	5.04528906058932e-9	8.986921139174727e-8	7.733897046824418e-8	YDL014W/YDR083W/YCL054W/YIL096C/YPL266W/YCR047C/YLR186W/YOR006C/YNR046W/YNL022C	10
MF	GO:0008168	methyltransferase activity	26/462	76/4617	0.34210526315789475	3.418831168831169	7.08932644970925	6.729848391318669e-9	1.1282392891328358e-7	9.70931687416254e-8	YDL014W/YOL124C/YDR083W/YCL054W/YIL096C/YPL266W/YCR047C/YLR186W/YBR034C/YDR120C/YIL064W/YDL201W/YBL024W/YBR061C/YKR056W/YHL039W/YDL112W/YBR271W/YLR172C/YJL125C/YNR046W/YPL273W/YIL110W/YOL125W/YOR021C/YNL022C	26
MF	GO:0016741	transferase activity, transferring one-carbon groups	27/462	85/4617	0.3176470588235294	3.17440794499618	6.7464283495847734	2.125460632670089e-8	3.3653126683943077e-7	2.8960954819422853e-7	YDL014W/YOL124C/YDR083W/YCL054W/YIL096C/YPL266W/YCR047C/YLR186W/YBR034C/YDR120C/YIL064W/YDL201W/YBL024W/YBR061C/YKR056W/YHL039W/YJL088W/YDL112W/YBR271W/YLR172C/YJL125C/YNR046W/YPL273W/YIL110W/YOL125W/YOR021C/YNL022C	27
MF	GO:0003724	RNA helicase activity	17/462	38/4617	0.4473684210526316	4.470779220779221	7.163113605678791	2.9831541311067365e-8	4.4747311966601047e-7	3.850830540431411e-7	YMR290C/YGL078C/YJL033W/YGL171W/YGL120C/YHR169W/YJL050W/YBR142W/YLR276C/YMR128W/YLL008W/YKR024C/YNR038W/YHR065C/YJL138C/YKR059W/YDL031W	17
MF	GO:0008649	rRNA methyltransferase activity	9/462	11/4617	0.8181818181818182	8.17650531286895	7.945399894260475	4.283592792061944e-8	6.10411972868827e-7	5.253037476581226e-7	YDL014W/YDR083W/YCL054W/YIL096C/YPL266W/YCR047C/YLR186W/YNR046W/YNL022C	9
MF	GO:0008186	ATP-dependent activity, acting on RNA	17/462	41/4617	0.4146341463414634	4.143649033892936	6.7414194302198105	1.1797923756476745e-7	1.601146795521844e-6	1.3779028748165821e-6	YMR290C/YGL078C/YJL033W/YGL171W/YGL120C/YHR169W/YJL050W/YBR142W/YLR276C/YMR128W/YLL008W/YKR024C/YNR038W/YHR065C/YJL138C/YKR059W/YDL031W	17
MF	GO:0003743	translation initiation factor activity	15/462	34/4617	0.4411764705882353	4.408899923605806	6.6519221116067335	2.4929130953944576e-7	3.2128192650149064e-6	2.7648638550266784e-6	YDR091C/YBR079C/YOR361C/YGR162W/YMR309C/YPR163C/YDR429C/YPR016C/YJL138C/YPR041W/YKR059W/YMR260C/YER025W/YOL139C/YJR007W	15
MF	GO:0016779	nucleotidyltransferase activity	24/462	78/4617	0.3076923076923077	3.0749250749250754	6.162231402806969	2.592801512117293e-7	3.2128192650149064e-6	2.7648638550266784e-6	YNL248C/YPR010C/YOR341W/YJL148W/YJR063W/YPR110C/YIL079C/YNL151C/YJL011C/YKL144C/YNL113W/YNL119W/YNR003C/YOR224C/YEL055C/YBR154C/YPR187W/YDL150W/YGL169W/YKR025W/YBR121C/YPR190C/YHR143W-A/YOR210W	24
MF	GO:0008175	tRNA methyltransferase activity	10/462	16/4617	0.625	6.245941558441558	7.008509987685022	4.216494751817126e-7	5.007087517782837e-6	4.308961741988554e-6	YOL124C/YDR120C/YDL201W/YBL024W/YBR061C/YKR056W/YDL112W/YJL125C/YNR046W/YOL125W	10
MF	GO:0070180	large ribosomal subunit rRNA binding	9/462	13/4617	0.6923076923076923	6.918581418581418	7.125084492931965	4.628659537127841e-7	5.276671872325739e-6	4.540958619582261e-6	YKL009W/YNR053C/YDR496C/YEL054C/YHR170W/YER117W/YBL087C/YDR418W/YLR340W	9
MF	GO:0140101	catalytic activity, acting on a tRNA	28/462	104/4617	0.2692307692307692	2.6905594405594404	5.814104348190126	5.827472799924435e-7	6.387806722994093e-6	5.4971706979044274e-6	YOL124C/YNL132W/YML080W/YPL086C/YDR120C/YOR243C/YDL201W/YHR020W/YBL024W/YLR401C/YBR061C/YKR056W/YGR264C/YHR062C/YDL112W/YPL160W/YKR079C/YNL292W/YOL097C/YJL125C/YNL282W/YDR037W/YBR121C/YNR046W/YDR341C/YOL125W/YFL022C/YKL027W	28
MF	GO:0043022	ribosome binding	19/462	59/4617	0.3220338983050847	3.218247853841074	5.717646343327788	2.182848678112158e-6	2.304118049118389e-5	1.9828605925931104e-5	YHR052W/YNL110C/YLR249W/YHR170W/YLR435W/YMR116C/YLR074C/YDR091C/YPL226W/YBR155W/YPR163C/YDR385W/YBR025C/YFR001W/YPR016C/YGR285C/YLR150W/YMR260C/YJR007W	19
MF	GO:0000049	tRNA binding	16/462	47/4617	0.3404255319148936	3.402044763746891	5.5187446415510735	6.230545650742386e-6	6.341805394505644e-5	5.4575832203871284e-5	YOL124C/YNL132W/YGR128C/YHR196W/YDL051W/YPL086C/YDR120C/YDL201W/YNL119W/YBL024W/YGL169W/YDR037W/YKL205W/YER025W/YFL022C/YJR007W	16
MF	GO:0042134	rRNA primary transcript binding	7/462	12/4617	0.5833333333333334	5.829545454545454	5.5853505728760515	4.867021696357633e-5	4.783107529179053e-4	4.116210726865076e-4	YMR229C/YNL002C/YNL075W/YHR088W/YOR145C/YEL055C/YOR001W	7
MF	GO:0008170	N-methyltransferase activity	12/462	38/4617	0.3157894736842105	3.155844155844156	4.4493053640511855	2.0823879197889836e-4	0.0019782685237995346	0.0017024434572309938	YDL014W/YOL124C/YIL096C/YPL266W/YBR034C/YDR120C/YIL064W/YHL039W/YBR271W/YNR046W/YIL110W/YOR021C	12
MF	GO:0043023	ribosomal large subunit binding	6/462	11/4617	0.5454545454545454	5.451003541912632	4.927886419570945	2.8971048558153943e-4	0.002663467367443185	0.002292106728030516	YHR052W/YNL110C/YHR170W/YLR074C/YBR025C/YPR016C	6
MF	GO:0120545	nucleic acid conformation isomerase activity	19/462	89/4617	0.21348314606741572	2.1334452064789144	3.6000679511234672	0.0010155301431820918	0.009044565337715506	0.007783504057941691	YMR290C/YGL078C/YJL033W/YGL171W/YGL120C/YHR169W/YJL050W/YBR142W/YLR276C/YMR128W/YLL008W/YKR024C/YNR038W/YPR163C/YHR065C/YFR001W/YJL138C/YKR059W/YDL031W	19
MF	GO:0003727	single-stranded RNA binding	8/462	23/4617	0.34782608695652173	3.4760022586109542	3.969061542015538	0.0011933488791916681	0.010306194865746226	0.008869227714566464	YMR229C/YJL050W/YPR163C/YFR001W/YNR024W/YNL255C/YER049W/YOR001W	8
MF	GO:0004386	helicase activity	17/462	84/4617	0.20238095238095238	2.022495361781076	3.1533814167190184	0.0033612436387710325	0.02817513050146307	0.024246742038193516	YMR290C/YGL078C/YJL033W/YGL171W/YGL120C/YHR169W/YJL050W/YBR142W/YLR276C/YMR128W/YLL008W/YKR024C/YNR038W/YHR065C/YJL138C/YKR059W/YDL031W	17
MF	GO:0003746	translation elongation factor activity	5/462	12/4617	0.4166666666666667	4.163961038961039	3.659108661020311	0.004282208364062301	0.03314046260608521	0.02851977022056456	YLR249W/YKL081W/YAL003W/YDR385W/YPR080W	5
MF	GO:0003968	RNA-directed RNA polymerase activity	5/462	12/4617	0.4166666666666667	4.163961038961039	3.659108661020311	0.004282208364062301	0.03314046260608521	0.02851977022056456	YOR224C/YBR154C/YPR187W/YHR143W-A/YOR210W	5
MF	GO:1990825	sequence-specific mRNA binding	7/462	22/4617	0.3181818181818182	3.1797520661157024	3.416992726358437	0.004302446022544396	0.03314046260608521	0.02851977022056456	YGR264C/YPL160W/YOL097C/YDR037W/YBR121C/YDR341C/YBR143C	7
