ID	Description	setSize	enrichmentScore	NES	pvalue	p.adjust	qvalue	rank	leading_edge	core_enrichment	source	PC
GO:0016469	proton-transporting two-sector ATPase complex	30	0.6614519054957096	3.3519144999557313	1e-10	3.4000000000000003e-9	2.8315789473684208e-9	1323	tags=97%, list=29%, signal=69%	Q0085/YDR377W/YJR121W/YDL185W/YDL004W/YBR039W/Q0130/YKL016C/YDR298C/YBR127C/YPL271W/YOR332W/YPR020W/YEL051W/YPL078C/YHR039C-A/YBL099W/YEL027W/YML081C-A/YDR322C-A/YLR447C/YPR036W/YOL077W-A/YCL005W-A/YKL080W/YPL234C/YOR270C/YGR020C/YHR026W	GO:CC	PC2
GO:0032040	small-subunit processome	50	-0.7228006345107566	-2.183929523575511	1e-10	3.4000000000000003e-9	2.8315789473684208e-9	768	tags=74%, list=17%, signal=62%	YJR002W/YIL091C/YCL059C/YLR186W/YDR398W/YPL090C/YPL217C/YJL109C/YOR078W/YPL081W/YBR189W/YDL148C/YHR196W/YML093W/YCR057C/YDL153C/YGR145W/YLR197W/YDR299W/YKL099C/YPL126W/YLL011W/YPR144C/YEL026W/YJL069C/YER127W/YGR128C/YBL004W/YLR409C/YNL096C/YNL075W/YJL033W/YPR137W/YMR229C/YDR174W/YDL014W/YOR004W	GO:CC	PC2
GO:0030684	preribosome	142	-0.6499398217720984	-2.089394571018015	1e-10	3.4000000000000003e-9	2.8315789473684208e-9	1074	tags=70%, list=23%, signal=55%	YLR397C/YDR064W/YFR001W/YKL180W/YKR063C/YMR128W/YGR090W/YNL178W/YCL054W/YOR145C/YPL266W/YER056C-A/YJR002W/YLR441C/YER002W/YIL091C/YCL059C/YGR251W/YLR186W/YDL136W/YOL041C/YOR056C/YGR214W/YDR398W/YPL090C/YPL217C/YLR175W/YJL109C/YOR078W/YJL010C/YPR016C/YPL081W/YGL120C/YBR189W/YDL060W/YHR088W/YGL078C/YDL148C/YHR196W/YOR294W/YML093W/YOL010W/YNL002C/YCR057C/YDL153C/YDR025W/YBR267W/YGL029W/YGR145W/YLR197W/YDR299W/YGR103W/YER006W/YKL099C/YPL126W/YKR060W/YBR247C/YLL011W/YPR144C/YNR038W/YLR002C/YKL172W/YPL012W/YNR053C/YLL034C/YEL026W/YNL132W/YHR169W/YDR060W/YGR081C/YKR081C/YJL069C/YNL110C/YER127W/YOR272W/YGR128C/YBL004W/YLR409C/YNL096C/YDR471W/YGL171W/YOR206W/YLR221C/YNL075W/YJL033W/YER126C/YPR137W/YAL059W/YMR229C/YNL175C/YDR496C/YHR052W/YDR174W/YDL014W/YOR004W/YKL009W/YPL093W/YMR290C/YER131W	GO:CC	PC2
GO:0030686	90S preribosome	79	-0.655389388934844	-2.0426669178671437	1e-10	3.4000000000000003e-9	2.8315789473684208e-9	962	tags=67%, list=21%, signal=54%	YMR128W/YGR090W/YNL178W/YOR145C/YPL266W/YJR002W/YLR441C/YCL059C/YGR251W/YLR186W/YGR214W/YPL090C/YPL217C/YLR175W/YJL109C/YOR078W/YJL010C/YPL081W/YGL120C/YBR189W/YDL060W/YDL148C/YHR196W/YOL010W/YCR057C/YDR025W/YGR145W/YLR197W/YDR299W/YGR103W/YPL126W/YKR060W/YBR247C/YLL011W/YPR144C/YPL012W/YNL132W/YHR169W/YDR060W/YGR081C/YJL069C/YOR272W/YGR128C/YBL004W/YLR409C/YGL171W/YOR206W/YNL075W/YPR137W/YMR229C/YDL014W/YMR290C/YER131W	GO:CC	PC2
GO:0000313	organellar ribosome	88	-0.63259205776132	-1.9829840225805184	1e-10	3.4000000000000003e-9	2.8315789473684208e-9	1412	tags=85%, list=31%, signal=60%	YML009C/YPL215W/YDR494W/YBR282W/YNL122C/YNL306W/YDR115W/YDR296W/YPR100W/YGR215W/YKL003C/YNL005C/YKL155C/YDR175C/YHR147C/YBR146W/YDL202W/YGR220C/YNR037C/YMR158W/YOR150W/YBR122C/YER050C/YNL081C/YNR036C/YHR059W/YNL284C/YMR193W/YDR041W/YGR165W/YLR204W/YNL177C/YLR439W/YCR003W/YCR046C/YNR022C/YEL050C/YGR084C/YKR006C/YPL173W/YMR188C/YBL090W/YDR347W/YBR251W/YOR158W/YNL137C/YMR024W/YJL096W/YDR322W/YKL167C/YPR166C/YDR116C/YBR268W/YGR076C/YKL170W/YCR071C/YLR312W-A/YIL093C/YBR120C/YPL013C/YMR286W/YDR237W/YPL183W-A/YKR085C/YHL004W/YDR337W/YKL138C/YDR036C/YPL132W/YNL252C/YNL185C/YDR194C/YJL063C/YGL068W/YJR101W	GO:CC	PC2
GO:0005761	mitochondrial ribosome	88	-0.63259205776132	-1.9829840225805184	1e-10	3.4000000000000003e-9	2.8315789473684208e-9	1412	tags=85%, list=31%, signal=60%	YML009C/YPL215W/YDR494W/YBR282W/YNL122C/YNL306W/YDR115W/YDR296W/YPR100W/YGR215W/YKL003C/YNL005C/YKL155C/YDR175C/YHR147C/YBR146W/YDL202W/YGR220C/YNR037C/YMR158W/YOR150W/YBR122C/YER050C/YNL081C/YNR036C/YHR059W/YNL284C/YMR193W/YDR041W/YGR165W/YLR204W/YNL177C/YLR439W/YCR003W/YCR046C/YNR022C/YEL050C/YGR084C/YKR006C/YPL173W/YMR188C/YBL090W/YDR347W/YBR251W/YOR158W/YNL137C/YMR024W/YJL096W/YDR322W/YKL167C/YPR166C/YDR116C/YBR268W/YGR076C/YKL170W/YCR071C/YLR312W-A/YIL093C/YBR120C/YPL013C/YMR286W/YDR237W/YPL183W-A/YKR085C/YHL004W/YDR337W/YKL138C/YDR036C/YPL132W/YNL252C/YNL185C/YDR194C/YJL063C/YGL068W/YJR101W	GO:CC	PC2
GO:0005730	nucleolus	265	-0.5941371574919024	-1.9526218679255563	1e-10	3.4000000000000003e-9	2.8315789473684208e-9	1040	tags=59%, list=23%, signal=49%	YFR001W/YPL243W/YLR196W/YMR270C/YNR046W/YPL210C/YKR010C/YNL022C/YKR063C/YGR158C/YMR128W/YGR090W/YLR272C/YFR028C/YKR024C/YCL054W/YOR145C/YNL147W/YOR224C/YNL113W/YBR245C/YPL266W/YOL144W/YBR154C/YNL232W/YMR269W/YPR169W/YJR002W/YBL014C/YER002W/YIL091C/YDR110W/YCL059C/YGR251W/YKL014C/YLR186W/YOL115W/YHR062C/YOL041C/YJR041C/YOR056C/YPR104C/YDR398W/YPL090C/YHR081W/YPL217C/YLR175W/YJL109C/YOR078W/YGR280C/YER112W/YJL010C/YPR016C/YBL024W/YDR280W/YPL081W/YML043C/YPR187W/YDL208W/YPL146C/YJR063W/YKL113C/YBR189W/YLR068W/YDL060W/YCR047C/YHR088W/YER146W/YGL078C/YDL148C/YHR196W/YOR294W/YDR478W/YML093W/YOL010W/YPR163C/YOR295W/YNL002C/YDL051W/YCR057C/YKL006W/YLR276C/YDL153C/YCR035C/YGL029W/YGR245C/YGR145W/YBR142W/YLR197W/YDR299W/YIL079C/YGR103W/YER006W/YKL099C/YDR412W/YPL126W/YKR060W/YBR247C/YLL011W/YPR144C/YNR038W/YLR002C/YKL172W/YPL043W/YPL012W/YIL096C/YPR110C/YNR053C/YLL034C/YEL026W/YGL070C/YNL132W/YHR169W/YDR060W/YGR081C/YMR233W/YKR081C/YPR010C/YJL069C/YNL110C/YOR341W/YGR271C-A/YMR131C/YER127W/YOR272W/YIL133C/YGR128C/YBL004W/YLR409C/YNL248C/YNL096C/YGL171W/YOR206W/YLR221C/YDR365C/YNL075W/YJL033W/YEL055C/YER126C/YPR137W/YJL050W/YAL059W/YMR229C/YNL175C/YDR496C/YHR052W/YDR174W/YJL148W/YKR092C/YDL014W/YOR004W/YHR089C/YDR083W/YKL009W/YPL093W/YMR290C/YGR159C	GO:CC	PC2
GO:0098798	mitochondrial protein-containing complex	150	-0.5488965396621134	-1.7686123127078255	1e-10	3.4000000000000003e-9	2.8315789473684208e-9	1700	tags=76%, list=37%, signal=50%	YNL100W/YBR262C/YLR163C/YMR056C/YNL070W/YJR113C/YFR011C/YDL045W-A/YNL131W/YMR225C/YHR024C/YGL129C/YOR330C/YHR083W/YML009C/YPL215W/YPL098C/YDR494W/YBR282W/YNL122C/YNL306W/YDR115W/YDR296W/YPR100W/YGR215W/YEL020W-A/YKL003C/YGR181W/YMR228W/YNL005C/YKL155C/YDL217C/YJR135W-A/YDR175C/YHR147C/YBR146W/YDL202W/YPR024W/YGR220C/YNR037C/YMR158W/YKL192C/YOR150W/YKR065C/YBR122C/YER050C/YNL081C/YNR036C/YHR059W/YLR099W-A/YJL104W/YNL284C/YMR203W/YMR193W/YDR041W/YGR165W/YLR204W/YJR045C/YNL177C/YLR439W/YCR003W/YIL022W/YMR287C/YMR035W/YCR046C/YNR022C/YNR017W/YEL050C/YGR084C/YNL121C/YKR006C/YPL173W/YMR188C/YBL090W/YDR347W/YBR251W/YPL099C/YOR158W/YNL137C/YMR024W/YJL096W/YDR322W/YKL167C/YPR166C/YDR116C/YBR268W/YOR232W/YGR076C/YKL170W/YOR045W/YCR071C/YLR312W-A/YIL093C/YBR120C/YPL013C/YMR286W/YPL029W/YGR082W/YHR005C-A/YDR237W/YPL183W-A/YKR085C/YHL004W/YDR337W/YKL138C/YDR036C/YPR133W-A/YNL252C/YNL185C/YPL063W/YJL063C/YLR008C/YGL068W/YJR101W	GO:CC	PC2
GO:1990904	ribonucleoprotein complex	484	-0.5137591044942575	-1.7166211987979392	1e-10	3.4000000000000003e-9	2.8315789473684208e-9	1666	tags=65%, list=36%, signal=46%	YGR118W/YDR012W/YIL061C/YDR206W/YOR312C/YMR116C/YJL177W/YPR101W/YPR102C/YDL213C/YAL035W/YNL282W/YCL031C/YHR165C/YML063W/YDR364C/YJR113C/YER172C/YGL123W/YNL124W/YJR007W/YCL011C/YDL045W-A/YLR367W/YGR006W/YDR312W/YGR027C/YMR225C/YDL087C/YDL043C/YPL131W/YPR143W/YKL173W/YLR424W/YGL129C/YNL308C/YHR072W-A/YML009C/YBR181C/YDR494W/YOR369C/YKL183W/YJL124C/YBR282W/YNL122C/YNL306W/YLR333C/YOR182C/YGR085C/YOR119C/YPL237W/YDR447C/YDR115W/YMR288W/YDR418W/YDL061C/YLR318W/YDR296W/YHL001W/YPR100W/YGR215W/YER102W/YKL003C/YPR182W/YGR093W/YOR293W/YDR450W/YNL005C/YKL155C/YDR175C/YER025W/YHR147C/YBR191W/YGR030C/YBR146W/YDL202W/YBR233W/YGR220C/YBR119W/YFL017W-A/YNR037C/YGL135W/YMR158W/YLR397C/YBL026W/YOL121C/YDR064W/YOR150W/YFR001W/YHL033C/YLR323C/YPL243W/YDR432W/YPL210C/YKL180W/YDL084W/YOL120C/YBR122C/YGR034W/YKR063C/YPR057W/YER050C/YNL081C/YNR036C/YDR240C/YMR128W/YHR059W/YGR090W/YGL099W/YBR152W/YLL036C/YNL178W/YNL284C/YMR193W/YDR041W/YGR165W/YCL054W/YOR145C/YCR077C/YLR204W/YFR031C-A/YOR159C/YNL147W/YNL177C/YLL045C/YPL266W/YLR439W/YLR344W/YCR003W/YPL079W/YCR046C/YER056C-A/YNR022C/YPR041W/YEL050C/YNL301C/YGR084C/YKR006C/YJR002W/YPL173W/YLR029C/YLR441C/YER002W/YPR152C/YIL091C/YER117W/YMR188C/YBL090W/YDR347W/YBR251W/YCL059C/YIR021W/YGR251W/YPL064C/YLR186W/YDL136W/YOR158W/YHR062C/YGR091W/YLR325C/YNL137C/YOR234C/YMR024W/YJL096W/YOL041C/YGL076C/YDR322W/YNL245C/YOR056C/YMR309C/YGR214W/YKL167C/YJL190C/YPR166C/YDR116C/YMR125W/YBR268W/YML026C/YDR398W/YGR076C/YLR448W/YPL090C/YPL217C/YLR175W/YPL220W/YJL109C/YKR022C/YKL170W/YOR078W/YBR055C/YIL009C-A/YER112W/YCR071C/YDR235W/YLR312W-A/YJL010C/YPR016C/YBL027W/YIL093C/YHR086W/YPL013C/YMR286W/YER029C/YPL081W/YLR061W/YDL098C/YDR429C/YGL120C/YDL208W/YJR094W-A/YOR361C/YBR189W/YKR094C/YDL060W/YHR088W/YDR237W/YER146W/YPL183W-A/YKR085C/YHL004W/YGL078C/YDL148C/YDR337W/YHR196W/YOR294W/YKL138C/YDR478W/YML093W/YOL010W/YDR036C/YNL002C/YDL051W/YCR057C/YLR048W/YKL006W/YDL153C/YFR005C/YDR025W/YBR267W/YGL029W/YKR057W/YEL054C/YNL252C/YMR242C/YGR145W/YDL083C/YML046W/YGL147C/YNL185C/YLR197W/YBR079C/YDR299W/YDL082W/YGR103W/YMR194W/YER006W/YKL099C/YLR388W/YPL126W/YKR060W/YBR247C/YLL011W/YPR144C/YNR038W/YLR002C/YGR074W/YKL172W/YPL012W/YJL063C/YNR053C/YLL034C/YEL026W/YNL132W/YHR169W/YDR060W/YGR081C/YIL069C/YKR081C/YDL030W/YGL068W/YJL069C/YJR101W/YNL110C/YER127W/YOR272W/YIL133C/YGR128C/YBL004W/YLR409C/YNL096C/YDR471W/YGL171W/YOR206W/YLR406C/YLR221C/YNL075W/YJL033W/YER126C/YPR137W/YAL059W/YMR229C/YNL175C/YDR496C/YHR052W/YDR174W/YKL156W/YDL014W/YOR004W/YHR089C/YKL009W/YPL093W/YMR290C/YER131W	GO:CC	PC2
GO:0044391	ribosomal subunit	225	-0.50567645592334165	-1.6530545467325943	1e-10	3.4000000000000003e-9	2.8315789473684208e-9	1666	tags=69%, list=36%, signal=46%	YGR118W/YDR012W/YOR312C/YMR116C/YJL177W/YPR102C/YAL035W/YML063W/YJR113C/YGL123W/YDL045W-A/YLR367W/YGR027C/YMR225C/YPL131W/YGL129C/YML009C/YBR181C/YDR494W/YOR369C/YBR282W/YNL122C/YNL306W/YLR333C/YOR182C/YGR085C/YDR447C/YDR115W/YDR418W/YDL061C/YDR296W/YHL001W/YPR100W/YGR215W/YER102W/YKL003C/YOR293W/YDR450W/YNL005C/YKL155C/YDR175C/YHR147C/YBR191W/YBR146W/YDL202W/YGR220C/YNR037C/YGL135W/YMR158W/YOL121C/YDR064W/YOR150W/YHL033C/YKL180W/YOL120C/YBR122C/YGR034W/YER050C/YNL081C/YNR036C/YHR059W/YGL099W/YNL178W/YNL284C/YMR193W/YDR041W/YGR165W/YCR077C/YLR204W/YFR031C-A/YNL177C/YLL045C/YLR439W/YLR344W/YCR003W/YPL079W/YCR046C/YER056C-A/YNR022C/YEL050C/YNL301C/YGR084C/YKR006C/YPL173W/YLR029C/YLR441C/YER117W/YMR188C/YBL090W/YDR347W/YBR251W/YDL136W/YOR158W/YLR325C/YNL137C/YOR234C/YMR024W/YJL096W/YGL076C/YDR322W/YGR214W/YKL167C/YJL190C/YPR166C/YDR116C/YBR268W/YML026C/YGR076C/YLR448W/YPL090C/YPL220W/YKL170W/YCR071C/YLR312W-A/YBL027W/YIL093C/YPL013C/YMR286W/YPL081W/YLR061W/YJR094W-A/YBR189W/YKR094C/YDR237W/YPL183W-A/YKR085C/YHL004W/YDR337W/YKL138C/YDR036C/YNL002C/YLR048W/YKL006W/YDR025W/YKR057W/YEL054C/YNL252C/YMR242C/YDL083C/YGL147C/YNL185C/YDL082W/YMR194W/YLR388W/YJL063C/YIL069C/YGL068W/YJR101W/YIL133C/YNL096C/YDR471W/YLR406C/YDR496C/YKL156W/YER131W	GO:CC	PC2
