query	significant	p_value	term_size	query_size	intersection_size	precision	recall	term_id	source	term_name	effective_domain_size	source_order	parents
query_1	TRUE	1.7718065732577147e-23	581	462	142	0.30735930735930733	0.24440619621342513	GO:0044281	GO:BP	small molecule metabolic process	4618	10246	
query_1	TRUE	9.067744891690739e-15	107	462	46	0.09956709956709957	0.42990654205607476	GO:0009060	GO:BP	aerobic respiration	4618	3096	
query_1	TRUE	5.445161352909053e-14	120	462	48	0.1038961038961039	0.4	GO:0045333	GO:BP	cellular respiration	4618	10591	
query_1	TRUE	1.7809949626440851e-13	278	462	77	0.16666666666666666	0.27697841726618705	GO:0019752	GO:BP	carboxylic acid metabolic process	4618	5632	
query_1	TRUE	1.6307211224501182e-12	37	462	25	0.05411255411255411	0.6756756756756757	GO:0006119	GO:BP	oxidative phosphorylation	4618	1875	
query_1	TRUE	4.046963975540361e-12	292	462	77	0.16666666666666666	0.2636986301369863	GO:0043436	GO:BP	oxoacid metabolic process	4618	10020	
query_1	TRUE	5.009965442851623e-12	293	462	77	0.16666666666666666	0.2627986348122867	GO:0006082	GO:BP	organic acid metabolic process	4618	1846	
query_1	TRUE	8.668529621911989e-12	30	462	22	0.047619047619047616	0.7333333333333333	GO:0019646	GO:BP	aerobic electron transport chain	4618	5570	
query_1	TRUE	2.71238191060859e-11	31	462	22	0.047619047619047616	0.7096774193548387	GO:0042775	GO:BP	mitochondrial ATP synthesis coupled electron transport	4618	9706	
query_1	TRUE	3.843961376406653e-11	272	462	72	0.15584415584415584	0.2647058823529412	GO:0044283	GO:BP	small molecule biosynthetic process	4618	10248	
query_1	TRUE	7.884731267959805e-11	32	462	22	0.047619047619047616	0.6875	GO:0042773	GO:BP	ATP synthesis coupled electron transport	4618	9704	
query_1	TRUE	2.094683200851057e-10	164	462	52	0.11255411255411256	0.3170731707317073	GO:0015980	GO:BP	energy derivation by oxidation of organic compounds	4618	4818	
query_1	TRUE	2.1487909596042872e-10	33	462	22	0.047619047619047616	0.6666666666666666	GO:0022904	GO:BP	respiratory electron transport chain	4618	6196	
query_1	TRUE	5.530671635007602e-10	34	462	22	0.047619047619047616	0.6470588235294118	GO:0022900	GO:BP	electron transport chain	4618	6195	
query_1	TRUE	2.1194076273979448e-9	178	462	53	0.11471861471861472	0.29775280898876405	GO:0006091	GO:BP	generation of precursor metabolites and energy	4618	1853	
query_1	TRUE	3.976103030273073e-7	121	462	39	0.08441558441558442	0.32231404958677684	GO:1901605	GO:BP	alpha-amino acid metabolic process	4618	20183	
query_1	TRUE	6.604436172773266e-7	102	462	35	0.07575757575757576	0.3431372549019608	GO:0170033	GO:BP	L-amino acid metabolic process	4618	19042	
query_1	TRUE	7.882562525481149e-6	149	462	42	0.09090909090909091	0.28187919463087246	GO:0072521	GO:BP	purine-containing compound metabolic process	4618	16245	
query_1	TRUE	1.3377477247491529e-5	181	462	47	0.10173160173160173	0.2596685082872928	GO:0006520	GO:BP	amino acid metabolic process	4618	2131	
query_1	TRUE	2.0855076839924793e-5	103	462	33	0.07142857142857142	0.32038834951456313	GO:0170039	GO:BP	proteinogenic amino acid metabolic process	4618	19048	
query_1	TRUE	4.333525603001475e-5	70	462	26	0.05627705627705628	0.37142857142857144	GO:0170034	GO:BP	L-amino acid biosynthetic process	4618	19043	
query_1	TRUE	4.706149644318805e-5	85	462	29	0.06277056277056277	0.3411764705882353	GO:1901607	GO:BP	alpha-amino acid biosynthetic process	4618	20185	
query_1	TRUE	7.018169242835583e-5	202	462	49	0.10606060606060606	0.24257425742574257	GO:0055086	GO:BP	nucleobase-containing small molecule metabolic process	4618	13262	
query_1	TRUE	8.789076064580463e-5	87	462	29	0.06277056277056277	0.3333333333333333	GO:0008652	GO:BP	amino acid biosynthetic process	4618	3083	
query_1	TRUE	9.966114199103156e-5	45	462	20	0.04329004329004329	0.4444444444444444	GO:0009205	GO:BP	purine ribonucleoside triphosphate metabolic process	4618	3217	
query_1	TRUE	1.2459366456073141e-4	73	462	26	0.05627705627705628	0.3561643835616438	GO:0170038	GO:BP	proteinogenic amino acid biosynthetic process	4618	19047	
query_1	TRUE	1.32916235859793e-4	144	462	39	0.08441558441558442	0.2708333333333333	GO:0016053	GO:BP	organic acid biosynthetic process	4618	4843	
query_1	TRUE	1.32916235859793e-4	144	462	39	0.08441558441558442	0.2708333333333333	GO:0046394	GO:BP	carboxylic acid biosynthetic process	4618	11314	
query_1	TRUE	1.4381540614498268e-4	187	462	46	0.09956709956709957	0.24598930481283424	GO:0006753	GO:BP	nucleoside phosphate metabolic process	4618	2324	
query_1	TRUE	1.769650124151959e-4	42	462	19	0.04112554112554113	0.4523809523809524	GO:0046034	GO:BP	ATP metabolic process	4618	11030	
query_1	TRUE	2.5337221504255e-4	47	462	20	0.04329004329004329	0.425531914893617	GO:0009144	GO:BP	purine nucleoside triphosphate metabolic process	4618	3161	
query_1	TRUE	2.612907081764932e-4	56	462	22	0.047619047619047616	0.39285714285714285	GO:0009141	GO:BP	nucleoside triphosphate metabolic process	4618	3158	
query_1	TRUE	3.186541958666594e-4	24	462	14	0.030303030303030304	0.5833333333333334	GO:0009201	GO:BP	ribonucleoside triphosphate biosynthetic process	4618	3213	
query_1	TRUE	3.984356330706475e-4	103	462	31	0.0670995670995671	0.30097087378640774	GO:0006066	GO:BP	alcohol metabolic process	4618	1832	
query_1	TRUE	4.111238088052505e-4	21	462	13	0.02813852813852814	0.6190476190476191	GO:0009145	GO:BP	purine nucleoside triphosphate biosynthetic process	4618	3162	
query_1	TRUE	4.111238088052505e-4	21	462	13	0.02813852813852814	0.6190476190476191	GO:0009206	GO:BP	purine ribonucleoside triphosphate biosynthetic process	4618	3218	
query_1	TRUE	4.6508101257555605e-4	18	462	12	0.025974025974025976	0.6666666666666666	GO:0015986	GO:BP	proton motive force-driven ATP synthesis	4618	4820	
query_1	TRUE	4.6508101257555605e-4	18	462	12	0.025974025974025976	0.6666666666666666	GO:0006754	GO:BP	ATP biosynthetic process	4618	2325	
