query	significant	p_value	term_size	query_size	intersection_size	precision	recall	term_id	source	term_name	effective_domain_size	source_order	parents
query_1	TRUE	8.533266075852179e-4	106	462	31	0.0670995670995671	0.29245283018867924	GO:0006163	GO:BP	purine nucleotide metabolic process	4618	1895	
query_1	TRUE	8.741701333933488e-4	64	462	23	0.049783549783549784	0.359375	GO:0009150	GO:BP	purine ribonucleotide metabolic process	4618	3167	
query_1	TRUE	0.001644379060913345	138	462	36	0.07792207792207792	0.2608695652173913	GO:0009117	GO:BP	nucleotide metabolic process	4618	3136	
query_1	TRUE	0.0016953310485172367	71	462	24	0.05194805194805195	0.3380281690140845	GO:0009259	GO:BP	ribonucleotide metabolic process	4618	3268	
query_1	TRUE	0.0024514240594649813	27	462	14	0.030303030303030304	0.5185185185185185	GO:0009142	GO:BP	nucleoside triphosphate biosynthetic process	4618	3159	
query_1	TRUE	0.0029280623787876835	78	462	25	0.05411255411255411	0.32051282051282054	GO:0072522	GO:BP	purine-containing compound biosynthetic process	4618	16246	
query_1	TRUE	0.0055505617893686484	21	462	12	0.025974025974025976	0.5714285714285714	GO:0006099	GO:BP	tricarboxylic acid cycle	4618	1858	
query_1	TRUE	0.012911915243190004	78	462	24	0.05194805194805195	0.3076923076923077	GO:0019693	GO:BP	ribose phosphate metabolic process	4618	5607	
query_1	TRUE	0.03267334321446685	135	462	33	0.07142857142857142	0.24444444444444444	GO:0032787	GO:BP	monocarboxylic acid metabolic process	4618	7321	
query_1	TRUE	0.04212746083490541	46	462	17	0.0367965367965368	0.3695652173913043	GO:1902652	GO:BP	secondary alcohol metabolic process	4618	20878	
query_1	TRUE	1.0666803175450607e-19	42	462	32	0.06926406926406926	0.7619047619047619	GO:0098803	GO:CC	respiratory chain complex	4618	3192	
query_1	TRUE	1.623211240072222e-11	64	462	32	0.06926406926406926	0.5	GO:1902495	GO:CC	transmembrane transporter complex	4618	3644	
query_1	TRUE	2.2007254624550743e-9	82	462	34	0.0735930735930736	0.4146341463414634	GO:1990351	GO:CC	transporter complex	4618	3890	
query_1	TRUE	1.3133166415819314e-8	20	462	16	0.03463203463203463	0.8	GO:0070069	GO:CC	cytochrome complex	4618	2357	
query_1	TRUE	2.84944084687147e-4	31	462	16	0.03463203463203463	0.5161290322580645	GO:0016469	GO:CC	proton-transporting two-sector ATPase complex	4618	722	
query_1	TRUE	4.227129563767602e-4	15	462	11	0.023809523809523808	0.7333333333333333	GO:0045259	GO:CC	proton-transporting ATP synthase complex	4618	2114	
query_1	TRUE	4.593971079381106e-4	77	462	26	0.05627705627705628	0.33766233766233766	GO:0005618	GO:CC	cell wall	4618	229	
query_1	TRUE	4.593971079381106e-4	77	462	26	0.05627705627705628	0.33766233766233766	GO:0030312	GO:CC	external encapsulating structure	4618	902	
query_1	TRUE	4.593971079381106e-4	77	462	26	0.05627705627705628	0.33766233766233766	GO:0009277	GO:CC	fungal-type cell wall	4618	501	
query_1	TRUE	0.001231541647722919	16	462	11	0.023809523809523808	0.6875	GO:0034702	GO:CC	monoatomic ion channel complex	4618	1505	
query_1	TRUE	0.001231541647722919	16	462	11	0.023809523809523808	0.6875	GO:0034703	GO:CC	cation channel complex	4618	1506	
query_1	TRUE	0.0039003295837944864	9	462	8	0.017316017316017316	0.8888888888888888	GO:0045275	GO:CC	respiratory chain complex III	4618	2117	
query_1	TRUE	1.0063991088049817e-11	75	462	35	0.07575757575757576	0.4666666666666667	GO:0015078	GO:MF	proton transmembrane transporter activity	4618	2234	
query_1	TRUE	3.2937773530669437e-10	20	462	17	0.0367965367965368	0.85	GO:0015453	GO:MF	oxidoreduction-driven active transmembrane transporter activity	4618	2483	
query_1	TRUE	1.0624419549762664e-9	245	462	65	0.1406926406926407	0.2653061224489796	GO:0016491	GO:MF	oxidoreductase activity	4618	2729	
query_1	TRUE	1.7575556133868576e-8	49	462	25	0.05411255411255411	0.5102040816326531	GO:0022853	GO:MF	active monoatomic ion transmembrane transporter activity	4618	3513	
query_1	TRUE	2.2098447519903533e-6	31	462	18	0.03896103896103896	0.5806451612903226	GO:0009055	GO:MF	electron transfer activity	4618	2077	
query_1	TRUE	4.127533264027793e-6	124	462	38	0.08225108225108226	0.3064516129032258	GO:0008324	GO:MF	monoatomic cation transmembrane transporter activity	4618	1620	
query_1	TRUE	1.9443020981030237e-5	130	462	38	0.08225108225108226	0.2923076923076923	GO:0015075	GO:MF	monoatomic ion transmembrane transporter activity	4618	2233	
query_1	TRUE	3.2488812683969096e-5	74	462	27	0.05844155844155844	0.36486486486486486	GO:0015399	GO:MF	primary active transmembrane transporter activity	4618	2445	
query_1	TRUE	4.227129563767602e-4	15	462	11	0.023809523809523808	0.7333333333333333	GO:0046933	GO:MF	proton-transporting ATP synthase activity, rotational mechanism	4618	5647	
query_1	TRUE	4.227129563767602e-4	15	462	11	0.023809523809523808	0.7333333333333333	GO:0015252	GO:MF	proton channel activity	4618	2371	
query_1	TRUE	0.001534607770697041	303	462	61	0.13203463203463203	0.20132013201320131	GO:0022857	GO:MF	transmembrane transporter activity	4618	3516	
query_1	TRUE	0.0039003295837944864	9	462	8	0.017316017316017316	0.8888888888888888	GO:0008121	GO:MF	quinol-cytochrome-c reductase activity	4618	1528	
query_1	TRUE	0.004095360420529738	1885	462	242	0.5238095238095238	0.12838196286472148	GO:0003824	GO:MF	catalytic activity	4618	356	
query_1	TRUE	0.01585019659198166	113	462	30	0.06493506493506493	0.26548672566371684	GO:0022804	GO:MF	active transmembrane transporter activity	4618	3490	
query_1	TRUE	0.01779620781881457	10	462	8	0.017316017316017316	0.8	GO:0004129	GO:MF	cytochrome-c oxidase activity	4618	587	
