set	setSize	pMANOVA	s.PC1	s.PC2	p.PC1	p.PC2	s.dist	SD	p.adjustMANOVA
NRG1_bound	360	4.8247680425901645e-5	-0.09024320233808253	0.13561922655393766	0.004396276044861251	1.8459719820049497e-5	0.16290000055040016	0.15970885508481186	8.887730604771355e-5
DAL80_bound	90	7.55601249963549e-5	-0.26638201806046335	0.12977522575579117	1.4412303666018565e-5	0.03473097368233707	0.29631231625757914	0.28012547351864603	1.3773981119127195e-4
YHP1_bound	1469	8.131419900476693e-5	0.05345360159502592	0.03204794935278282	0.003380452605208747	0.07897685759634585	0.0623246225917036	0.01513608185621112	1.467008744931362e-4
GAT1_bound	1644	8.525653326678037e-5	-0.07364310643582579	0.04931547867405592	3.279626917039235e-5	0.005440426345788872	0.08863026324213209	0.0869448493363006	1.5224380940496494e-4
ZAP1_bound	651	8.919200143323883e-5	0.037111856378873785	0.07550773141086779	0.12854518523678604	0.001977912288288676	0.0841350544464191	0.02714998360471421	1.5766262879612924e-4
OPI1_bound	233	9.164285022460116e-5	0.11672547359560735	0.06306223420654683	0.002630963069989254	0.10427667102410862	0.13267132911537516	0.037945640472441734	1.6037498789305202e-4
MET31_bound	510	1.254748949348216e-4	-0.07732974397159055	0.10873379536819597	0.0043261469435002696	5.973938976948738e-5	0.13342761167721043	0.131566790398733	2.1740699617419585e-4
SMP1_bound	130	1.2990958195167784e-4	0.0602426984779926	0.16707802001919644	0.24095510065462092	0.0011389749297642407	0.17760700294032705	0.07554398033203047	2.228840866818002e-4
NRM1_bound	547	1.9948020064461625e-4	0.03982913881887181	0.07650896765232482	0.12985850354924644	0.003608177897030293	0.08625533276428447	0.02593655570089647	3.3892267099813435e-4
YRR1_bound	834	2.0811782159408187e-4	-0.08790958776319327	0.05632956636804713	6.811999646604386e-5	0.010749823844574836	0.10440840803262352	0.1019924839988117	3.5019825749004163e-4
