set	setSize	pMANOVA	s.PC1	s.PC2	p.PC1	p.PC2	s.dist	SD	p.adjustMANOVA
proton transmembrane transport (GO:1902600)	75	1.997154217454896e-16	-0.2640399148873725	0.5680680901019884	8.4759196271348e-5	2.20964744318499e-17	0.6264331022909404	0.5883892130075866	6.1016504712587514e-15
cytosol (GO:0005829)	1092	8.932655961110122e-16	-0.06451550907024527	0.16587090353397793	0.0012483990219598555	8.456495846312825e-17	0.17797586226724993	0.1629077946456881	2.6381110605145228e-14
nucleoplasm (GO:0005654)	60	1.2180071462251804e-15	0.5513456194237238	-0.47989615328360397	1.7256517561682582e-13	1.4645705993971597e-10	0.7309461744849138	0.7291980505241877	3.481143005017774e-14
endonucleolytic cleavage in 5'-ETS of tricistronic rRNA transcript (SSU-rRNA, 5.8S rRNA, LSU-rRNA) (GO:0000480)	27	2.4315103841963206e-15	0.840331727937914	-0.6591721322716748	3.9640983560608144e-14	3.1262532910680966e-9	1.0680193410901822	1.060309347969605	6.732244376243562e-14
molecular_function (GO:0003674)	888	1.4261704732631417e-14	-0.15245332463831124	-0.011166461367533811	1.3492416920169233e-12	0.6045671876976659	0.15286172199980916	0.09990489911134327	3.8290516342761926e-13
translational initiation (GO:0006413)	42	3.132509934217824e-13	0.6770104895104895	-0.2867757242757244	3.290993801060243e-14	0.0013492494922281474	0.735243849985227	0.6814997673823394	8.162952357991153e-12
DNA-directed RNA polymerase complex (GO:0000428)	32	4.806342576699753e-13	0.7521396641953771	-0.44901602703881377	1.7922861480596116e-13	1.146316453703855e-5	0.8759734396622169	0.8493453345325114	1.2166912922731372e-11
ribosomal subunit export from nucleus (GO:0000054)	27	1.0685619466549197e-12	0.8246488701727211	-0.35814839016755806	1.169586453004857e-13	0.0013052284918205045	0.899063973506201	0.8363639635554817	2.6298496798229414e-11
fungal-type vacuole membrane (GO:0000329)	188	1.889549867575651e-12	-0.3149248355026175	0.1349310791988858	2.0628697538822793e-13	0.0016931917182966127	0.34261355511731684	0.3180961678423101	4.524705899113586e-11
cytoplasmic stress granule (GO:0010494)	97	1.9584973348640737e-12	0.419592873577372	-0.06665116056341881	1.2514721338795366e-12	0.2606942390954265	0.4248535709645938	0.3438264538524563	4.566391154446235e-11
DNA-directed RNA polymerase activity (GO:0003899)	31	3.10911689744121e-12	0.7420761338143561	-0.42692180566397314	8.672319000001964e-13	4.0278110568336194e-5	0.8561186930141459	0.8266063701982278	7.063275823417723e-11
ribosomal large subunit export from nucleus (GO:0000055)	31	4.4820724884060115e-12	0.7323009627488625	-0.44277305428384567	1.7212076119077075e-12	2.056919857440915e-5	0.8557526965442506	0.8309028058399445	9.927790561819315e-11
mitochondrial large ribosomal subunit (GO:0005762)	46	9.932465801982382e-12	0.20854730115257333	-0.6063752900452661	0.014778232451894337	1.201511535988179e-12	0.6412355021327989	0.576237290378105	2.1463816342820465e-10
translation initiation factor activity (GO:0003743)	34	1.5830455618427274e-11	0.6992223591007084	-0.2833128015604148	1.7533890644221724e-12	0.004354774653342164	0.7544388981185759	0.6947572748576941	3.3394723042682296e-10
RNA helicase activity (GO:0003724)	36	2.3232404583558686e-11	0.6548571705708328	-0.41001018478102724	1.0905618996107145e-11	2.1635445410151455e-5	0.7726229775719907	0.7529749280334852	4.786955921170465e-10
tricarboxylic acid cycle (GO:0006099)	24	4.2815392506490085e-11	-0.7398418226672471	0.608619939050936	3.539647260773064e-10	2.510724109190417e-7	0.9580105180935955	0.9535064558816857	8.621463127443231e-10
ergosterol biosynthetic process (GO:0006696)	27	6.30735226844497e-11	0.030341166694902257	0.6856490557209355	0.7854694392954983	7.103187716546845e-10	0.6863200521676591	0.4633726520953496	1.2418475799649432e-9
ribosomal small subunit assembly (GO:0000028)	19	6.800086058325332e-11	0.9061352010162391	-0.3521932685595267	7.77949173799068e-12	0.00795865060469408	0.9721733903678824	0.8897725937971144	1.3097557060165748e-9
biological_process (GO:0008150)	267	1.1246450160968937e-10	-0.2374855494066111	0.036753357315077645	6.257862468212384e-11	0.312756155777313	0.2403127034738066	0.19391619060809115	2.1200754984294634e-9
methyltransferase activity (GO:0008168)	67	1.2242172819263958e-10	0.45118835617561504	-0.3280466487601545	1.98713224804033e-10	3.817244624879992e-6	0.5578400635587425	0.5510023561280154	2.259701066222472e-9
methylation (GO:0032259)	66	1.3283688760154967e-10	0.455697129466901	-0.3255378921020397	1.787740626323005e-10	5.320278164909861e-6	0.5600310643157331	0.5524165814518167	2.4019078043872044e-9
nucleus (GO:0005634)	1810	2.237884250363254e-10	0.10695015032031611	-0.08343918716846892	7.442059825376109e-10	1.5932944508624793e-6	0.1356481942705947	0.13462559160393406	3.965530891643686e-9
maturation of LSU-rRNA (GO:0000470)	22	3.160099628765299e-10	0.7905688741197879	-0.49590553050083075	1.3639429400987397e-10	5.780901100060646e-5	0.9332317182288328	0.9096747753301658	5.48989857075697e-9
maturation of 5.8S rRNA from tricistronic rRNA transcript (SSU-rRNA, 5.8S rRNA, LSU-rRNA) (GO:0000466)	16	3.936999453192237e-10	0.884370925684485	-0.6710397653194263	8.940444791403617e-10	3.3973605426589354e-6	1.1101379647755425	1.0998414471389195	6.708041376016004e-9
RNA processing (GO:0006396)	38	8.290424430222073e-10	0.5793265915881407	-0.3979889680533211	6.783643389545644e-10	2.2875034650921435e-5	0.7028616637812023	0.6910664595816034	1.3859086877691994e-8
large ribosomal subunit (GO:0015934)	27	8.68600968922673e-10	0.683858112087256	-0.4756246117605298	7.866088094536288e-10	1.9446655836393714e-5	0.8329950112575109	0.8198780967014184	1.4251489971583117e-8
membrane (GO:0016020)	553	8.847278132147971e-10	-0.15646067853083595	0.12029164414609791	2.1108046266176104e-9	4.20682864091331e-6	0.1973576032933645	0.19569344407398745	1.4252160772878368e-8
steroid metabolic process (GO:0008202)	23	1.0898753920612165e-9	0.03246439892132278	0.6955480910252164	0.7879870864383576	7.829356286996062e-9	0.6963053095633736	0.46887097518087595	1.7243385667254245e-8
tRNA binding (GO:0000049)	45	1.4523285928887066e-9	0.49095415117719954	-0.4252059187987462	1.3088053896249098e-8	8.591188334493768e-7	0.6494890699154301	0.6478229981323331	2.257479181227007e-8
maturation of SSU-rRNA (GO:0030490)	22	1.4996699190058547e-9	0.7772964633277949	-0.41211725611203415	2.7613654392860616e-10	8.342098298774978e-4	0.8797899889673728	0.8410425066522168	2.2908750831710128e-8
tRNA transcription by RNA polymerase III (GO:0042797)	19	1.6218792209679699e-9	0.8404916400590516	-0.39451368146393384	2.2300420085616378e-10	0.002949068009284151	0.9284757626730925	0.8732806376503754	2.435567779284104e-8
cellular response to nitrogen starvation (GO:0006995)	40	2.069067027396143e-9	-0.4567715159458279	-0.14283529925731764	6.122036004012649e-7	0.11931052031786839	0.4785834728585779	0.22198642768049498	3.055322310454971e-8
sequence-specific mRNA binding (GO:1990825)	22	2.8141619992022992e-9	0.722031015111955	-0.03641506448294968	4.5974450140513784e-9	0.7679531150868368	0.7229487144361608	0.5363023660459091	4.087454969333176e-8
vacuolar membrane (GO:0005774)	153	3.75498537288913e-9	-0.29496373390714997	0.12792159790381255	4.809931579715523e-10	0.007035128139614346	0.32150822622557057	0.29902508578785486	5.3659952264189824e-8
RNA polymerase III complex (GO:0005666)	17	4.5052334328951776e-9	0.8607208151680581	-0.4487899050078627	7.928791281575197e-10	0.0013742544576803382	0.9706970178693931	0.9259639102728732	6.335931462770043e-8
peroxisome (GO:0005777)	97	7.4375336023098146e-9	-0.35855811482269456	0.18830110116136153	1.3412649164084002e-9	0.0014771224898061518	0.40499534121244646	0.38668785997668487	1.0296335580697649e-7
sterol biosynthetic process (GO:0016126)	28	8.029310811658737e-9	0.030687830687830694	0.5983815748521631	0.7792243822327025	4.3750211228152827e-8	0.5991679664959401	0.4014200961357805	1.0944568275584062e-7
RNA polymerase I complex (GO:0005736)	13	8.544955389669962e-9	0.910565438904201	-0.6859600768395557	1.2938110593403122e-8	1.8616128747481707e-5	1.1400309844668826	1.1289140185197606	1.1470955265526646e-7
U3 snoRNA binding (GO:0034511)	12	2.5324874030776002e-8	0.8726299030250398	-0.7689969604863223	1.646994766791422e-7	3.987275939261457e-6	1.1631161906235734	1.160805487366887	3.3247257099347273e-7
tRNA methylation (GO:0030488)	18	2.5517082198144633e-8	0.7376328502415459	-0.5907246376811593	6.05963436394756e-8	1.4530241593757545e-5	0.945017364559511	0.9392905875500724	3.3247257099347273e-7
protein transport to vacuole involved in ubiquitin-dependent protein catabolic process via the multivesicular body sorting pathway (GO:0043328)	25	3.132945093010489e-8	-0.5505682560418028	0.5854735467015023	1.9389551243813044e-6	4.1432291356574977e-7	0.8036819510528704	0.8033028624311813	4.02288311943086e-7
ubiquitin-dependent protein catabolic process (GO:0006511)	81	3.834315339566885e-8	-0.3171155138681404	0.31487876091505507	9.349642837489656e-7	1.1150257376038375e-6	0.4468902362004066	0.4468874373702718	4.853147701223228e-7
translational elongation (GO:0006414)	20	4.849257410954619e-8	0.6831883427577207	0.009569377990430575	1.2430604327988872e-7	0.9410554232939983	0.6832553583215901	0.47632053792281287	6.05132685367013e-7
NAD binding (GO:0051287)	19	5.335078088519476e-8	-0.16416612307023268	0.7522802439889679	0.21621989617445958	1.3767702327987964e-8	0.7699844683238823	0.6480254407413365	6.565109981150355e-7
ribosome binding (GO:0043022)	41	5.549745945417634e-8	0.5214247270285681	-0.24294857106316312	8.119373808524526e-9	0.007301698472871356	0.5752458206179769	0.5404935424385895	6.735719051561676e-7
proteasome-mediated ubiquitin-dependent protein catabolic process (GO:0043161)	70	8.163095563265353e-8	-0.3765548435733132	0.26512752858399297	5.879042260496461e-8	1.3629018790314664e-4	0.4605281279483137	0.45373795672030104	9.773652255477166e-7
mitochondrial small ribosomal subunit (GO:0005763)	35	8.599355713500641e-8	0.1559988778404663	-0.5533929740344752	0.11133274953049588	1.537502990844486e-8	0.5749603756766253	0.501615788979254	1.0158705549548757e-6
actin cortical patch (GO:0030479)	57	8.724599424937622e-8	-0.43558853283175053	0.21733076387526593	1.4353345812831838e-8	0.004730558312117998	0.48679567670751106	0.46168366226908275	1.0171046171703596e-6
helicase activity (GO:0004386)	76	8.886719260255678e-8	0.35751118218266936	-0.2610952745138937	8.295556852737278e-8	9.151260338470033e-5	0.44270191750108256	0.43742082041592206	1.0225497746216274e-6
transcription by RNA polymerase I (GO:0006360)	20	9.662391565080302e-8	0.6449108307959982	-0.5799478033927795	6.037862990451875e-7	7.250778316915661e-6	0.867323142973883	0.8661058462297775	1.097548580341173e-6
nuclear polyadenylation-dependent rRNA catabolic process (GO:0071035)	19	1.0322656219554808e-7	0.7422551813323263	-0.4063926940639269	2.1391860786236204e-8	0.0021941893197393036	0.8462256058541486	0.8122167018882112	1.1577054950032353e-6
lysine biosynthetic process via aminoadipic acid (GO:0019878)	11	1.1925476024389853e-7	0.16755135465793164	0.8203129624879135	0.3364767063710502	2.463742992670051e-6	0.8372495523279813	0.46157215939481394	1.320746469701176e-6
snoRNA binding (GO:0030515)	11	1.3546353847105373e-7	0.9178720129447283	-0.6789865224855457	1.3421475260121852e-7	9.699692247045719e-5	1.1417143819117905	1.1291494989983655	1.4817369763623902e-6
steroid biosynthetic process (GO:0006694)	25	1.3734117666495897e-7	-0.011852819507946899	0.6002786849553668	0.9184847827976186	2.0957484542063274e-7	0.6003956936404795	0.43284233778393255	1.4839546649408981e-6
mitochondrion (GO:0005739)	988	1.473148713789705e-7	-0.11061107951060106	0.012118423840911871	8.998351125043304e-8	0.5586870112667673	0.11127293968835592	0.08678286407151191	1.5725418800212996e-6
mitochondrial inner membrane (GO:0005743)	222	1.5820973887117772e-7	-0.21683717384354328	0.13023100443482608	4.574294964981586e-8	0.0010376537170003535	0.2529396656844448	0.24541426239469658	1.6687360552364696e-6
proton motive force-driven ATP synthesis (GO:0015986)	15	1.8186466478507454e-7	-0.37655152436816575	0.8293286986747773	0.011666823424839901	2.6659724775983413e-8	0.9108112542945377	0.8526860830124114	1.8310465113588188e-6
proton-transporting ATP synthase activity, rotational mechanism (GO:0046933)	15	1.8186466478507454e-7	-0.37655152436816575	0.8293286986747773	0.011666823424839901	2.6659724775983413e-8	0.9108112542945377	0.8526860830124114	1.8310465113588188e-6
proton-transporting ATP synthase complex (GO:0045259)	15	1.8186466478507454e-7	-0.37655152436816575	0.8293286986747773	0.011666823424839901	2.6659724775983413e-8	0.9108112542945377	0.8526860830124114	1.8310465113588188e-6
cellular_component (GO:0005575)	141	1.7846898624819483e-7	-0.27073125525736746	0.06459017484162545	4.021104781676584e-8	0.19095694003392438	0.27832948686637854	0.2371080571001688	1.8310465113588188e-6
plasma membrane (GO:0005886)	447	2.0622501008357525e-7	-0.15900349542516048	0.07129980793129506	3.0008324993848576e-8	0.01308121006205976	0.17425778079746854	0.16284902753301228	2.0529815610567156e-6
large ribosomal subunit rRNA binding (GO:0070180)	12	2.3997843776847054e-7	0.8343103198726299	-0.6897163120567376	5.592498210911741e-7	3.5398630991650066e-5	1.082488938032679	1.0776495661461503	2.3624543984762767e-6
autophagy (GO:0006914)	65	3.904746949974116e-7	-0.3912923009342953	0.15498487894710167	5.5503400142363374e-8	0.03164101919133698	0.42086812361202036	0.38627629830159926	3.801764612831941e-6
fungal-type vacuole (GO:0000324)	183	4.5357776525182523e-7	-0.20504925425545675	0.18744955982282022	2.444677694948855e-6	1.652294084148717e-5	0.2778174475235276	0.27753857304242757	4.3681510870990995e-6
endosome (GO:0005768)	97	4.868690050162679e-7	-0.31785915441570495	0.1523862296681923	7.78871761793417e-8	0.01010271257494439	0.3524996525365011	0.3325136999073963	4.638343424133476e-6
cellular response to oxidative stress (GO:0034599)	86	4.948332364472201e-7	-0.33464356821773844	0.08892834417783618	9.732781728831586e-8	0.1571247506031048	0.34625795030253365	0.29951057157506505	4.664066462683372e-6
glucose fermentation to lactate and acetate (GO:0019658)	23	5.6366877537381e-7	0.08986138051757578	0.5508350286227941	0.4566319053501974	4.921796528278023e-6	0.5581167408942317	0.3259575925235012	5.256952999802059e-6
fungal-type vacuole lumen (GO:0000328)	15	7.162993877486332e-7	-0.7729017307553047	0.14545586211890799	2.1894983595429063e-7	0.3300823838230105	0.7864696391020446	0.6493768814755104	6.610846432763427e-6
rRNA primary transcript binding (GO:0042134)	12	8.836907909672291e-7	0.8133593863077145	-0.6336662324504271	1.0674637454509752e-6	1.4528432768851112e-4	1.0310608058901185	1.0232016275745417	8.07164990512335e-6
TRAMP-dependent tRNA surveillance pathway (GO:0071038)	16	8.965661354707915e-7	0.7488591916558018	-0.4295143415906128	2.155585619249024e-7	0.0029661995584204987	0.8632917574953433	0.8332359161292915	8.105689755378788e-6
piecemeal microautophagy of the nucleus (GO:0034727)	36	9.534161682234075e-7	-0.49424074882390034	0.08995344100101846	3.0210870587351094e-7	0.35187200623563375	0.502359969888061	0.41308767315498124	8.44726725045939e-6
chromatin organization (GO:0006325)	153	9.493339301699761e-7	0.12589274604952097	-0.24800152237079973	0.00799222335604197	1.6875488640164237e-7	0.27812540086465215	0.26438317264679195	8.44726725045939e-6
transcription elongation by RNA polymerase I (GO:0006362)	12	1.0022192569912957e-6	0.7548849326964828	-0.7096902590823563	5.976529982562953e-6	2.08465295938434e-5	1.0361040128522596	1.0356110496644055	8.791745165289981e-6
