ONTOLOGY	ID	Description	GeneRatio	BgRatio	RichFactor	FoldEnrichment	zScore	pvalue	p.adjust	qvalue	geneID	Count
BP	GO:0042254	ribosome biogenesis	120/461	371/4617	0.32345013477088946	3.2394127380416413	14.978788804260448	3.138213312509131e-36	4.1832383455746716e-33	4.175475396854254e-33	YGR159C/YER131W/YMR290C/YPL093W/YHR087W/YKL009W/YDR083W/YHR089C/YOR004W/YJL122W/YDL014W/YJL148W/YKL156W/YHR052W/YDR496C/YMR229C/YHR085W/YAL059W/YJL050W/YPR137W/YER126C/YEL055C/YJL033W/YNL075W/YDR365C/YLR221C/YOR206W/YHR170W/YGL171W/YNL096C/YNL248C/YLR409C/YBL004W/YGR128C/YIL133C/YOR272W/YOR006C/YER127W/YMR131C/YGR271C-A/YOR341W/YNL110C/YPL082C/YJL069C/YIR026C/YPR010C/YKR081C/YIL069C/YGR081C/YDR060W/YHR169W/YNL132W/YEL026W/YLL034C/YIL070C/YNR053C/YPR110C/YIL096C/YDL229W/YPL012W/YPL043W/YKL172W/YLR002C/YNR038W/YPR144C/YLL011W/YBR247C/YKR060W/YPL126W/YLR388W/YDR412W/YLR435W/YKL099C/YER006W/YMR194W/YGR103W/YDR299W/YLR197W/YBR142W/YGR162W/YDL083C/YGR145W/YEL054C/YKR057W/YGR245C/YGL029W/YBR267W/YDR025W/YDL036C/YCR035C/YDL153C/YLR276C/YKL006W/YLR048W/YCR057C/YNL002C/YDR361C/YOL010W/YML093W/YDR478W/YOR294W/YHR196W/YGR150C/YDL148C/YGL078C/YPL183W-A/YER146W/YHR088W/YCR047C/YDL060W/YKR094C/YLR068W/YGR063C/YER036C/YBR189W/YJR063W/YPL146C/YDL208W/YPR187W/YGL120C	120
BP	GO:0022613	ribonucleoprotein complex biogenesis	130/461	446/4617	0.2914798206278027	2.919224147155239	14.200990174067627	4.313651742779198e-34	2.8750488865623356e-31	2.8697135804594244e-31	YGR159C/YER131W/YMR290C/YPL093W/YHR087W/YKL009W/YDR083W/YHR089C/YOR004W/YJL122W/YDL014W/YJL148W/YER063W/YKL156W/YHR052W/YDR496C/YMR229C/YHR085W/YAL059W/YJL050W/YPR137W/YER126C/YEL055C/YJL033W/YNL075W/YDR365C/YLR221C/YOR206W/YHR170W/YGL171W/YNL096C/YNL248C/YLR409C/YBL004W/YGR128C/YIL133C/YOR272W/YOR006C/YER127W/YMR131C/YGR271C-A/YOR341W/YNL110C/YPL082C/YJL069C/YIR026C/YPL240C/YPR010C/YKR081C/YIL069C/YGR081C/YDR060W/YHR169W/YNL132W/YEL026W/YLL034C/YIL070C/YNR053C/YPR110C/YIL096C/YDL229W/YPL012W/YPL043W/YKL172W/YGR074W/YLR002C/YNR038W/YPR144C/YLL011W/YBR247C/YKR060W/YPL126W/YLR388W/YDR412W/YLR435W/YKL099C/YER006W/YMR194W/YGR103W/YDR299W/YBR079C/YLR197W/YML046W/YBR142W/YGR162W/YDL083C/YGR145W/YOR204W/YEL054C/YKR057W/YGR245C/YGL029W/YBR267W/YDR025W/YDL036C/YCR035C/YFR005C/YDL153C/YLR276C/YKL006W/YLR048W/YCR057C/YNL002C/YDR361C/YPR163C/YOL010W/YML093W/YDR478W/YOR294W/YHR196W/YGR150C/YDL148C/YGL078C/YPL183W-A/YER146W/YHR088W/YCR047C/YDL060W/YKR094C/YLR068W/YGR063C/YER036C/YBR189W/YOR361C/YJR063W/YPL146C/YDL208W/YPR187W/YGL120C/YDR429C	130
BP	GO:0006364	rRNA processing	94/461	265/4617	0.35471698113207545	3.5525559693856668	14.252772743894075	1.3925364898187118e-31	5.832171965122513e-29	5.821349045615238e-29	YGR159C/YER131W/YMR290C/YPL093W/YHR087W/YKL009W/YDR083W/YHR089C/YOR004W/YDL014W/YKL156W/YHR052W/YMR229C/YHR085W/YJL050W/YPR137W/YER126C/YEL055C/YJL033W/YNL075W/YDR365C/YGL171W/YNL096C/YLR409C/YBL004W/YGR128C/YIL133C/YOR272W/YOR006C/YER127W/YMR131C/YGR271C-A/YNL110C/YPL082C/YJL069C/YKR081C/YIL069C/YGR081C/YHR169W/YNL132W/YEL026W/YIL096C/YDL229W/YPL012W/YPL043W/YKL172W/YLR002C/YNR038W/YPR144C/YLL011W/YBR247C/YKR060W/YPL126W/YLR388W/YDR412W/YLR435W/YKL099C/YER006W/YMR194W/YGR103W/YDR299W/YLR197W/YBR142W/YDL083C/YGR145W/YKR057W/YGL029W/YDR025W/YDL036C/YCR035C/YDL153C/YLR276C/YKL006W/YLR048W/YCR057C/YNL002C/YOL010W/YML093W/YDR478W/YOR294W/YHR196W/YGR150C/YDL148C/YGL078C/YER146W/YHR088W/YCR047C/YDL060W/YLR068W/YGR063C/YBR189W/YPL146C/YDL208W/YGL120C	94
BP	GO:0016072	rRNA metabolic process	105/461	324/4617	0.32407407407407407	3.245661605206074	13.959889093285966	1.7500891118147078e-31	5.832171965122513e-29	5.821349045615238e-29	YGR159C/YER131W/YMR290C/YPL093W/YHR087W/YKL009W/YDR083W/YHR089C/YOR004W/YDL014W/YJL148W/YKL156W/YHR052W/YMR229C/YHR085W/YJL050W/YPR137W/YER126C/YEL055C/YJL033W/YNL075W/YDR365C/YGL171W/YNL096C/YNL248C/YLR409C/YBL004W/YGR128C/YIL133C/YOR272W/YOR006C/YER127W/YMR131C/YGR271C-A/YOR341W/YNL110C/YPL082C/YJL069C/YPR010C/YKR081C/YMR233W/YIL069C/YGR081C/YHR169W/YNL132W/YEL026W/YPR110C/YIL096C/YDL229W/YPL012W/YPL043W/YKL172W/YLR002C/YNR038W/YPR144C/YLL011W/YBR247C/YKR060W/YPL126W/YLR388W/YDR412W/YLR435W/YKL099C/YER006W/YMR194W/YGR103W/YDR299W/YLR197W/YBR142W/YDL083C/YGR145W/YKR057W/YGL029W/YDR025W/YDL036C/YCR035C/YDL153C/YLR276C/YKL006W/YLR048W/YCR057C/YNL002C/YOR295W/YOL010W/YML093W/YDR478W/YOR294W/YHR196W/YGR150C/YDL148C/YGL078C/YER146W/YHR088W/YCR047C/YDL060W/YLR068W/YGR063C/YER148W/YBR189W/YJR063W/YPL146C/YDL208W/YPR187W/YGL120C/YML043C	105
BP	GO:0000462	maturation of SSU-rRNA from tricistronic rRNA transcript (SSU-rRNA, 5.8S rRNA, LSU-rRNA)	41/461	90/4617	0.45555555555555555	4.5624728850325384	11.366144376416086	1.295100318482335e-18	3.4527374490739054e-16	3.44633011065615e-16	YMR290C/YOR004W/YKL156W/YMR229C/YPR137W/YGL171W/YBL004W/YGR128C/YER127W/YGR271C-A/YJL069C/YIL069C/YGR081C/YHR169W/YEL026W/YPL012W/YPR144C/YLL011W/YBR247C/YPL126W/YLR435W/YKL099C/YGR103W/YDR299W/YDL083C/YGR145W/YKR057W/YDR025W/YDL153C/YLR048W/YCR057C/YOL010W/YML093W/YOR294W/YHR196W/YDL148C/YCR047C/YDL060W/YLR068W/YBR189W/YGL120C	41
BP	GO:0030490	maturation of SSU-rRNA	44/461	106/4617	0.41509433962264153	4.15724634715344	10.951423703629025	5.608588512682576e-18	1.2460414145676456e-15	1.2437291017597852e-15	YMR290C/YOR004W/YKL156W/YMR229C/YPR137W/YGL171W/YBL004W/YGR128C/YOR006C/YER127W/YGR271C-A/YJL069C/YIL069C/YGR081C/YHR169W/YNL132W/YEL026W/YPL012W/YPR144C/YLL011W/YBR247C/YPL126W/YLR388W/YLR435W/YKL099C/YGR103W/YDR299W/YDL083C/YGR145W/YKR057W/YDR025W/YDL153C/YLR048W/YCR057C/YOL010W/YML093W/YOR294W/YHR196W/YDL148C/YCR047C/YDL060W/YLR068W/YBR189W/YGL120C	44
BP	GO:0042274	ribosomal small subunit biogenesis	48/461	126/4617	0.38095238095238093	3.8153083359157107	10.670513131349718	1.0930051116768966e-17	2.0813940198075757e-15	2.0775315205407474e-15	YGR159C/YMR290C/YOR004W/YKL156W/YMR229C/YPR137W/YNL075W/YGL171W/YNL096C/YBL004W/YGR128C/YOR006C/YER127W/YGR271C-A/YJL069C/YIL069C/YGR081C/YHR169W/YNL132W/YEL026W/YPL012W/YPR144C/YLL011W/YBR247C/YKR060W/YPL126W/YLR388W/YLR435W/YKL099C/YGR103W/YDR299W/YDL083C/YGR145W/YKR057W/YDR025W/YDL153C/YLR048W/YCR057C/YOL010W/YML093W/YOR294W/YHR196W/YDL148C/YCR047C/YDL060W/YLR068W/YBR189W/YGL120C	48
BP	GO:0042273	ribosomal large subunit biogenesis	45/461	119/4617	0.37815126050420167	3.787254598151625	10.258550225000379	1.7128550503116374e-16	2.854044727581766e-14	2.848748399465671e-14	YER131W/YMR290C/YPL093W/YKL009W/YDR083W/YJL122W/YHR052W/YDR496C/YMR229C/YHR085W/YER126C/YEL055C/YLR221C/YOR206W/YIL133C/YOR272W/YNL110C/YIR026C/YKR081C/YDR060W/YLL034C/YIL070C/YPL043W/YKL172W/YLR002C/YNR038W/YDR412W/YLR435W/YER006W/YMR194W/YGR103W/YBR142W/YGR162W/YEL054C/YGR245C/YBR267W/YLR276C/YKL006W/YNL002C/YOR294W/YGL078C/YHR088W/YKR094C/YPL146C/YGL120C	45
BP	GO:0000466	maturation of 5.8S rRNA from tricistronic rRNA transcript (SSU-rRNA, 5.8S rRNA, LSU-rRNA)	31/461	82/4617	0.3780487804878049	3.7862282418919633	8.477749186286148	1.0761517699416299e-11	1.5939003437024363e-9	1.590942499656398e-9	YOR004W/YMR229C/YJL050W/YPR137W/YER126C/YGL171W/YBL004W/YOR272W/YJL069C/YKR081C/YHR169W/YNR038W/YPR144C/YBR247C/YKL099C/YGR103W/YBR142W/YKR057W/YCR035C/YDL153C/YLR048W/YCR057C/YNL002C/YOL010W/YML093W/YOR294W/YDL148C/YGL078C/YHR088W/YCR047C/YGL120C	31
BP	GO:0000460	maturation of 5.8S rRNA	31/461	83/4617	0.37349397590361444	3.7406110341583254	8.39056649576059	1.5609184023411433e-11	2.0807042303207443e-9	2.0768430111149526e-9	YOR004W/YMR229C/YJL050W/YPR137W/YER126C/YGL171W/YBL004W/YOR272W/YJL069C/YKR081C/YHR169W/YNR038W/YPR144C/YBR247C/YKL099C/YGR103W/YBR142W/YKR057W/YCR035C/YDL153C/YLR048W/YCR057C/YNL002C/YOL010W/YML093W/YOR294W/YDL148C/YGL078C/YHR088W/YCR047C/YGL120C	31
