ONTOLOGY	ID	Description	GeneRatio	BgRatio	RichFactor	FoldEnrichment	zScore	pvalue	p.adjust	qvalue	geneID	Count
BP	GO:0000447	endonucleolytic cleavage in ITS1 to separate SSU-rRNA from 5.8S rRNA and LSU-rRNA from tricistronic rRNA transcript (SSU-rRNA, 5.8S rRNA, LSU-rRNA)	19/461	38/4617	0.5	5.007592190889371	8.26105648282041	3.9706411080759647e-10	4.8116950882411466e-8	4.802765895318679e-8	YOR004W/YMR229C/YPR137W/YGL171W/YBL004W/YJL069C/YHR169W/YPR144C/YBR247C/YKL099C/YKR057W/YDL153C/YLR048W/YCR057C/YOL010W/YML093W/YOR294W/YDL148C/YCR047C	19
BP	GO:0000463	maturation of LSU-rRNA from tricistronic rRNA transcript (SSU-rRNA, 5.8S rRNA, LSU-rRNA)	20/461	46/4617	0.43478260869565216	4.354427992077714	7.614429535553035	3.09512298651536e-9	3.438165784187479e-7	3.4317854868029955e-7	YER131W/YMR290C/YMR229C/YHR085W/YER126C/YOR272W/YKR081C/YPL043W/YNR038W/YDR412W/YLR435W/YER006W/YGR103W/YBR142W/YLR276C/YNL002C/YGL078C/YHR088W/YPL146C/YGL120C	20
BP	GO:0000470	maturation of LSU-rRNA	23/461	60/4617	0.38333333333333336	3.8391540130151847	7.371750979596807	3.937416807499706e-9	4.0373666187670065e-7	4.029874368161643e-7	YER131W/YMR290C/YMR229C/YHR085W/YER126C/YIL133C/YOR272W/YKR081C/YPL043W/YNR038W/YDR412W/YLR435W/YER006W/YMR194W/YGR103W/YBR142W/YLR276C/YKL006W/YNL002C/YGL078C/YHR088W/YPL146C/YGL120C	23
BP	GO:0000967	rRNA 5'-end processing	16/461	31/4617	0.5161290322580645	5.169127422853545	7.756299739796151	5.537429107532699e-9	5.272423571672205e-7	5.262639392422055e-7	YOR004W/YMR229C/YPR137W/YGL171W/YBL004W/YJL069C/YHR169W/YPR144C/YDR412W/YKL099C/YDL153C/YCR057C/YNL002C/YOL010W/YML093W/YDL148C	16
BP	GO:0000479	endonucleolytic cleavage of tricistronic rRNA transcript (SSU-rRNA, 5.8S rRNA, LSU-rRNA)	21/461	52/4617	0.40384615384615385	4.044593692641415	7.3528586548706425	6.289297252583558e-9	5.589088825129254e-7	5.578717001589907e-7	YOR004W/YMR229C/YPR137W/YGL171W/YBL004W/YJL069C/YHR169W/YPR144C/YBR247C/YKL099C/YKR057W/YDL153C/YLR048W/YCR057C/YOL010W/YML093W/YOR294W/YDL148C/YGL078C/YCR047C/YDL060W	21
BP	GO:0000480	endonucleolytic cleavage in 5'-ETS of tricistronic rRNA transcript (SSU-rRNA, 5.8S rRNA, LSU-rRNA)	14/461	27/4617	0.5185185185185185	5.193058568329718	7.276994744584044	4.781166032383835e-8	3.9833089507297825e-6	3.9759170164034e-6	YOR004W/YMR229C/YPR137W/YGL171W/YBL004W/YJL069C/YHR169W/YPR144C/YKL099C/YDL153C/YCR057C/YOL010W/YML093W/YDL148C	14
BP	GO:0000472	endonucleolytic cleavage to generate mature 5'-end of SSU-rRNA from (SSU-rRNA, 5.8S rRNA, LSU-rRNA)	14/461	29/4617	0.4827586206896552	4.834916598100083	6.899042351767748	1.5299243611964813e-7	1.1638804986311263e-5	1.161720654060681e-5	YOR004W/YMR229C/YPR137W/YGL171W/YBL004W/YJL069C/YHR169W/YPR144C/YKL099C/YDL153C/YCR057C/YOL010W/YML093W/YDL148C	14
BP	GO:0000966	RNA 5'-end processing	19/461	51/4617	0.37254901960784315	3.7311471226234527	6.5314231817420465	1.5716315810472822e-7	1.1638804986311263e-5	1.161720654060681e-5	YOR004W/YMR229C/YPR137W/YGL171W/YBL004W/YJL069C/YHR169W/YOR017W/YPR144C/YDR412W/YKL099C/YLR091W/YDL153C/YCR057C/YNL002C/YOL010W/YML093W/YDL148C/YGR063C	19
BP	GO:0009451	RNA modification	26/461	100/4617	0.26	2.603947939262473	5.400212079325306	2.928436728700119e-6	2.054529557556452e-4	2.0507169113999723e-4	YDR083W/YHR089C/YOL124C/YDL014W/YPL183C/YGL050W/YOR006C/YDR165W/YDR120C/YNL132W/YIL096C/YGR200C/YML080W/YLR405W/YLR197W/YGL236C/YDL036C/YDL201W/YBR061C/YNL119W/YPL086C/YCR047C/YDL112W/YDL104C/YGL169W/YDL208W	26
BP	GO:0000054	ribosomal subunit export from nucleus	20/461	67/4617	0.29850746268656714	2.9896072781429077	5.463169275786488	4.299073304513394e-6	2.865332357458177e-4	2.8600150825815423e-4	YER131W/YPL093W/YKL009W/YAL059W/YHR170W/YIR026C/YGR081C/YLL034C/YNR053C/YDL229W/YER006W/YGR245C/YLR048W/YDR361C/YOR294W/YHR088W/YCR047C/YKR094C/YER036C/YPL146C	20
BP	GO:0000055	ribosomal large subunit export from nucleus	13/461	32/4617	0.40625	4.068668655097614	5.8009738767573	4.858801706133777e-6	3.084182225845869e-4	3.0784588253398963e-4	YKL009W/YAL059W/YHR170W/YIR026C/YLL034C/YNR053C/YER006W/YGR245C/YDR361C/YOR294W/YHR088W/YKR094C/YPL146C	13
BP	GO:0033750	ribosome localization	20/461	68/4617	0.29411764705882354	2.945642465229042	5.382761256045809	5.5360206387075255e-6	3.3543252324532417e-4	3.348100520251824e-4	YER131W/YPL093W/YKL009W/YAL059W/YHR170W/YIR026C/YGR081C/YLL034C/YNR053C/YDL229W/YER006W/YGR245C/YLR048W/YDR361C/YOR294W/YHR088W/YCR047C/YKR094C/YER036C/YPL146C	20
BP	GO:0071826	protein-RNA complex organization	35/461	163/4617	0.2147239263803681	2.150499713878871	4.980246101452361	7.143527998626116e-6	4.053282023538588e-4	4.045760238285447e-4	YGR159C/YPL093W/YKL009W/YAL005C/YER063W/YKL156W/YMR229C/YHR085W/YEL055C/YLR221C/YOR272W/YIR026C/YPL240C/YKR081C/YDR060W/YIL070C/YGR074W/YMR194W/YBR079C/YML046W/YGR162W/YOR204W/YEL054C/YDR025W/YFR005C/YKL006W/YLR048W/YCR057C/YPR163C/YKR094C/YOR361C/YPL146C/YDL208W/YGL120C/YDR429C	35
BP	GO:0001510	RNA methylation	13/461	33/4617	0.3939393939393939	3.9453756655492014	5.654848226796972	7.297732075388306e-6	4.053282023538588e-4	4.045760238285447e-4	YDR083W/YOL124C/YDL014W/YPL183C/YGL050W/YDR165W/YDR120C/YIL096C/YGL236C/YDL201W/YBR061C/YCR047C/YDL112W	13
BP	GO:0042255	ribosome assembly	21/461	75/4617	0.28	2.8042516268980484	5.246259463852895	7.638541288198216e-6	4.0728702148672884e-4	4.0653120792768604e-4	YGR159C/YER131W/YPL093W/YKL009W/YKL156W/YMR229C/YHR085W/YEL055C/YLR221C/YIR026C/YKR081C/YDR060W/YIL070C/YMR194W/YEL054C/YDR025W/YKL006W/YLR048W/YCR057C/YKR094C/YPL146C	21
BP	GO:0006360	transcription by RNA polymerase I	19/461	68/4617	0.27941176470588236	2.7983603419675895	4.975294560099398	2.149011686749729e-5	0.0011017817609374572	0.0010997371546767843	YML121W/YJL148W/YDR174W/YNL248C/YGR128C/YOR341W/YPL082C/YPR010C/YMR233W/YPR110C/YPL126W/YPL139C/YOR295W/YHR196W/YGR063C/YER148W/YJR063W/YPR187W/YML043C	19
BP	GO:0000154	rRNA modification	10/461	23/4617	0.43478260869565216	4.354427992077714	5.3707197303933505	3.085814072858948e-5	0.001483287856553113	0.001480535279095933	YDR083W/YHR089C/YDL014W/YOR006C/YNL132W/YIL096C/YLR197W/YDL036C/YCR047C/YDL208W	10
BP	GO:0042790	nucleolar large rRNA transcription by RNA polymerase I	13/461	37/4617	0.35135135135135137	3.51884856657091	5.122898777542257	3.1156834196164414e-5	0.001483287856553113	0.001480535279095933	YJL148W/YNL248C/YOR341W/YPL082C/YPR010C/YMR233W/YPR110C/YOR295W/YGR063C/YER148W/YJR063W/YPR187W/YML043C	13
BP	GO:0022618	protein-RNA complex assembly	32/461	155/4617	0.2064516129032258	2.0676509691414178	4.5027305410284475	4.103994865469964e-5	0.001886422467472918	0.0018829217821974718	YGR159C/YPL093W/YKL009W/YER063W/YKL156W/YMR229C/YHR085W/YEL055C/YLR221C/YIR026C/YPL240C/YKR081C/YDR060W/YIL070C/YGR074W/YMR194W/YBR079C/YML046W/YGR162W/YOR204W/YEL054C/YDR025W/YFR005C/YKL006W/YLR048W/YCR057C/YPR163C/YKR094C/YOR361C/YPL146C/YDL208W/YDR429C	32
BP	GO:0043414	macromolecule methylation	15/461	50/4617	0.3	3.0045553145336226	4.746059019193397	6.468255627504353e-5	0.0028740615838211006	0.002868728109882632	YDR083W/YOL124C/YDL014W/YPL183C/YGL050W/YDR165W/YDR120C/YIL096C/YBR034C/YGL236C/YDL201W/YBR061C/YJR129C/YCR047C/YDL112W	15
BP	GO:0000027	ribosomal large subunit assembly	14/461	45/4617	0.3111111111111111	3.115835140997831	4.749857331823248	7.278353491278805e-5	0.0031296920012498864	0.003123884147020852	YPL093W/YKL009W/YHR085W/YEL055C/YLR221C/YIR026C/YKR081C/YDR060W/YIL070C/YMR194W/YEL054C/YKL006W/YKR094C/YPL146C	14
BP	GO:0030488	tRNA methylation	9/461	21/4617	0.42857142857142855	4.292221877905175	5.035635972513197	8.958241701930614e-5	0.0037316675589604714	0.0037247426023816763	YOL124C/YPL183C/YGL050W/YDR165W/YDR120C/YGL236C/YDL201W/YBR061C/YDL112W	9
BP	GO:0009303	rRNA transcription	14/461	50/4617	0.28	2.8042516268980484	4.271812628291635	2.5580552144242093e-4	0.010332992729780215	0.010313817515254228	YJL148W/YEL055C/YNL248C/YOR341W/YPL082C/YPR010C/YMR233W/YPR110C/YOR295W/YGR063C/YER148W/YJR063W/YPR187W/YML043C	14
BP	GO:0006399	tRNA metabolic process	36/461	201/4617	0.1791044776119403	1.7937643668857448	3.8319575435900064	3.013330691512673e-4	0.011814028858195274	0.011792105244805012	YOL124C/YJL011C/YJL050W/YPL183C/YGL050W/YDR165W/YDR120C/YNL132W/YHR011W/YPR110C/YGR200C/YNL151C/YML080W/YLR091W/YLR405W/YIL079C/YGR264C/YGL236C/YDL036C/YDL201W/YCR035C/YDL051W/YOL033W/YDR478W/YBR061C/YNL119W/YAR008W/YGR171C/YER146W/YPL086C/YDL112W/YDL104C/YKL194C/YGL169W/YJL087C/YPR187W	36
BP	GO:0051168	nuclear export	26/461	129/4617	0.20155038759689922	2.018564294001917	3.9075313601928983	3.24511609192499e-4	0.012359256430102892	0.012336321023137406	YER131W/YPL093W/YKL009W/YER063W/YAL059W/YHR170W/YDR381W/YGR128C/YIR026C/YGR081C/YLL034C/YNR053C/YDL229W/YBR247C/YER006W/YBR034C/YGR245C/YLR048W/YDR361C/YOR294W/YHR196W/YHR088W/YCR047C/YKR094C/YER036C/YPL146C	26
BP	GO:0006400	tRNA modification	18/461	76/4617	0.23684210526315788	2.3720173535791758	4.016393383624276	3.580165998614662e-4	0.013256559100425959	0.013231958544587523	YOL124C/YPL183C/YGL050W/YDR165W/YDR120C/YNL132W/YGR200C/YML080W/YLR405W/YGL236C/YDL036C/YDL201W/YBR061C/YNL119W/YPL086C/YDL112W/YDL104C/YGL169W	18
BP	GO:0032259	methylation	17/461	75/4617	0.22666666666666666	2.270108459869848	3.693120420884807	8.901624678511917e-4	0.03206990728771996	0.032010394292003023	YDR083W/YOL124C/YDL014W/YJL168C/YPL183C/YGL050W/YDR165W/YDR120C/YIL096C/YBR034C/YGL236C/YLR285W/YDL201W/YBR061C/YJR129C/YCR047C/YDL112W	17
BP	GO:0008033	tRNA processing	24/461	126/4617	0.19047619047619047	1.9076541679578554	3.4401687354676196	0.0012718873728987236	0.04461647021247365	0.04453367422005503	YOL124C/YPL183C/YGL050W/YDR165W/YDR120C/YNL132W/YGR200C/YML080W/YLR091W/YLR405W/YGL236C/YDL036C/YDL201W/YDL051W/YDR478W/YBR061C/YNL119W/YAR008W/YER146W/YPL086C/YDL112W/YDL104C/YGL169W/YJL087C	24
CC	GO:0005730	nucleolus	101/462	265/4618	0.38113207547169814	3.809670832312342	15.705334910644096	3.762770065437838e-37	1.000896837406465e-34	9.466337322522564e-35	YGR159C/YMR290C/YPL093W/YKL009W/YDR083W/YHR089C/YOR004W/YDL014W/YKR092C/YJL148W/YDR174W/YHR052W/YDR496C/YNL175C/YMR229C/YAL059W/YJL050W/YPR137W/YER126C/YEL055C/YJL033W/YNL075W/YDR365C/YLR221C/YOR206W/YGL171W/YNL096C/YNL248C/YLR409C/YBL004W/YGR128C/YIL133C/YOR272W/YER127W/YMR131C/YGR271C-A/YOR341W/YNL110C/YJL069C/YPR010C/YKR081C/YMR233W/YGR081C/YDR060W/YHR169W/YNL132W/YGL070C/YEL026W/YLL034C/YNR053C/YPR110C/YIL096C/YPL012W/YPL043W/YKL172W/YLR002C/YNR038W/YPR144C/YLL011W/YBR247C/YKR060W/YPL126W/YDR412W/YKL099C/YER006W/YGR103W/YIL079C/YDR299W/YLR197W/YBR142W/YGR145W/YGR245C/YGL029W/YCR035C/YDL153C/YLR276C/YKL006W/YCR057C/YDL051W/YNL002C/YOR295W/YPR163C/YOL010W/YML093W/YDR478W/YOR294W/YHR196W/YDL148C/YGL078C/YER146W/YHR088W/YCR047C/YDL060W/YLR068W/YBR189W/YKL113C/YJR063W/YPL146C/YDL208W/YPR187W/YML043C	101
CC	GO:0030684	preribosome	67/462	142/4618	0.47183098591549294	4.7162673007743425	14.995785958430472	3.7637544356808533e-31	5.0057933994555347e-29	4.734406895409074e-29	YER131W/YMR290C/YPL093W/YKL009W/YOR004W/YDL014W/YDR174W/YHR052W/YDR496C/YNL175C/YMR229C/YAL059W/YPR137W/YER126C/YJL033W/YNL075W/YLR221C/YOR206W/YGL171W/YDR471W/YNL096C/YLR409C/YBL004W/YGR128C/YOR272W/YER127W/YNL110C/YJL069C/YKR081C/YGR081C/YDR060W/YHR169W/YNL132W/YEL026W/YLL034C/YNR053C/YPL012W/YKL172W/YLR002C/YNR038W/YPR144C/YLL011W/YBR247C/YKR060W/YPL126W/YKL099C/YER006W/YGR103W/YDR299W/YLR197W/YGR145W/YGL029W/YBR267W/YDR025W/YDL153C/YCR057C/YNL002C/YOL010W/YML093W/YOR294W/YHR196W/YDL148C/YGL078C/YHR088W/YDL060W/YBR189W/YGL120C	67
CC	GO:1990904	ribonucleoprotein complex	107/462	484/4618	0.22107438016528927	2.209786769704125	9.377982781532655	3.753384503825507e-17	3.3280009267252832e-15	3.1475750751378817e-15	YER131W/YMR290C/YPL093W/YKL009W/YHR089C/YOR004W/YDL014W/YKL156W/YDR174W/YHR052W/YDR496C/YNL175C/YMR229C/YAL059W/YPR137W/YER126C/YJL033W/YNL075W/YLR221C/YLR406C/YOR206W/YGL171W/YDR471W/YNL096C/YLR409C/YBL004W/YGR128C/YIL133C/YOR272W/YER127W/YNL110C/YJR101W/YJL069C/YGL068W/YDL030W/YKR081C/YIL069C/YGR081C/YDR060W/YHR169W/YNL132W/YEL026W/YLL034C/YNR053C/YJL063C/YPL012W/YKL172W/YGR074W/YLR002C/YNR038W/YPR144C/YLL011W/YBR247C/YKR060W/YPL126W/YLR388W/YKL099C/YER006W/YMR194W/YGR103W/YDL082W/YDR299W/YBR079C/YLR197W/YNL185C/YGL147C/YML046W/YDL083C/YGR145W/YMR242C/YNL252C/YEL054C/YKR057W/YGL029W/YBR267W/YDR025W/YFR005C/YDL153C/YKL006W/YLR048W/YCR057C/YDL051W/YNL002C/YDR036C/YOL010W/YML093W/YDR478W/YKL138C/YOR294W/YHR196W/YDR337W/YDL148C/YGL078C/YHL004W/YKR085C/YPL183W-A/YER146W/YDR237W/YHR088W/YDL060W/YKR094C/YBR189W/YOR361C/YJR094W-A/YDL208W/YGL120C/YDR429C	107
CC	GO:0030686	90S preribosome	35/462	79/4618	0.4430379746835443	4.428461833525124	10.24698095527547	1.5206313581627124e-15	1.0112198531782038e-13	9.563970910549692e-14	YER131W/YMR290C/YDL014W/YMR229C/YPR137W/YNL075W/YOR206W/YGL171W/YLR409C/YBL004W/YGR128C/YOR272W/YJL069C/YGR081C/YDR060W/YHR169W/YNL132W/YPL012W/YPR144C/YLL011W/YBR247C/YKR060W/YPL126W/YGR103W/YDR299W/YLR197W/YGR145W/YDR025W/YCR057C/YOL010W/YHR196W/YDL148C/YDL060W/YBR189W/YGL120C	35
CC	GO:0030687	preribosome, large subunit precursor	27/462	50/4618	0.54	5.3976623376623385	10.423342065752541	5.989871064697895e-15	2.6555095053494004e-13	2.5115424288821e-13	YMR290C/YPL093W/YKL009W/YHR052W/YDR496C/YAL059W/YER126C/YLR221C/YOR206W/YDR471W/YOR272W/YNL110C/YKR081C/YDR060W/YLL034C/YNR053C/YKL172W/YLR002C/YNR038W/YER006W/YGR103W/YGL029W/YBR267W/YNL002C/YOR294W/YGL078C/YHR088W	27
CC	GO:0032040	small-subunit processome	27/462	50/4618	0.54	5.3976623376623385	10.423342065752541	5.989871064697895e-15	2.6555095053494004e-13	2.5115424288821e-13	YOR004W/YDL014W/YDR174W/YMR229C/YPR137W/YJL033W/YNL075W/YNL096C/YLR409C/YBL004W/YGR128C/YER127W/YJL069C/YEL026W/YPR144C/YLL011W/YPL126W/YKL099C/YDR299W/YLR197W/YGR145W/YDL153C/YCR057C/YML093W/YHR196W/YDL148C/YBR189W	27
