set	setSize	pMANOVA	s.PC1	s.PC2	p.PC1	p.PC2	s.dist	SD	p.adjustMANOVA
Dot6_Tod6_activated	1389	0	0.7613429946973087	-0.3105578249311439	0	5.588507686342804e-65	0.8222465069555658	0.7579483383186971	0
CYC8_activated	1231	3e-323	0.6830040411119401	-0.32084423718825544	8.4e-323	1.7962039020558785e-64	0.7546095312889669	0.7098279248685089	2.34e-321
Dot6_Tod6_repressed	2461	7.962275818840418e-263	-0.5550029698342828	0.21077647650119805	2.415529360149768e-264	9.747383081310288e-36	0.5936792227888171	0.5414878393970983	4.1934652645892865e-261
CYC8_repressed	966	1.5788576494363916e-210	-0.6167394025565844	0.23226701271489114	5.498175284432297e-212	4.4758862019228174e-29	0.6590261420166518	0.6003381935093424	6.236487715273747e-209
SWI4_activated	564	4.109577718781118e-124	0.5889000269412575	-0.34166675413828207	9.844574943601938e-121	2.627174351456332e-40	0.680837287914523	0.6580100812482799	1.2986265591348335e-122
MET4_activated	335	9.589987926024419e-119	0.7373719773767168	-0.3701959499722959	1.0705190701469214e-118	5.35491896580954e-30	0.8250833136092014	0.7831687920532163	2.5253634871864304e-117
RAP1_activated	728	6.476164113437883e-108	0.5014661431113874	-0.1492090172038759	5.762991812404426e-108	1.4327970854936317e-10	0.5231936768558628	0.46009681820856657	1.4617627570331222e-106
SWI4_repressed	385	2.3973059508638297e-101	-0.6372374141332328	0.16063950224120313	4.3387926654348343e-100	1.6660546943388295e-7	0.6571731671724818	0.5641841781205755	4.734679252956064e-100
NRG1_activated	282	2.461646430685766e-99	0.7329433932637198	-0.3733103687419854	2.5213401361243505e-99	3.596044363185509e-26	0.8225367159824617	0.7822395368273632	4.3215570672039013e-98
MET31_activated	306	3.308059291963543e-93	0.6684158511889604	-0.42130336983278155	6.843731022729594e-89	1.6919141409525096e-35	0.7901115614602282	0.7705478507737958	5.226733681302398e-92
CBF1_activated	139	1.7881648073713984e-80	0.8600053647637818	-0.6794569702576853	3.4390521708642905e-69	2.4790417214967585e-43	1.096025091799562	1.088564256474956	2.568454905133463e-79
REB1_repressed	359	7.18575509205068e-75	-0.5687127570584591	0.1450371194933096	2.3597852534235532e-74	4.7628271254597e-6	0.586915637951444	0.5046973777808168	9.461244204533395e-74
ABF1_activated	905	1.7150682028699736e-68	0.3714150520866658	-0.16640741132023812	1.176703651108855e-69	6.2705457798041054e-15	0.4069896404809877	0.3802979109494756	2.0844675081035064e-67
MET32_activated	163	4.06954367785897e-61	0.756355649198185	-0.2839065501642188	2.1254809591489397e-62	6.516286885293853e-10	0.8078841484397103	0.7355764553811879	4.5927707221551237e-60
NRM1_activated	229	3.2165557013508207e-59	0.6326425432378087	-0.27861535537931775	2.0032156620199533e-60	9.535418362382495e-13	0.6912764307912908	0.6443566395219735	3.3881053387561976e-58
GAT2_activated	433	7.066642138925588e-57	0.4581815071422462	-0.2401058437562945	3.7573078465778997e-57	1.380740875681328e-16	0.5172824273963521	0.4937637210371484	6.978309112189018e-56
IFH1_activated	377	8.675612492389328e-54	0.47202157541293566	-0.11514913466307489	1.5322803230188092e-53	2.0494960076748074e-4	0.48586386042693547	0.41519239080886733	8.063216316455965e-53
SFP1_activated	125	2.8469241911442005e-52	0.7938731359893167	-0.37817582906743824	3.346910310858641e-53	4.417254667253239e-13	0.8793472088636868	0.8287637710743063	2.498966790004354e-51
MSA2_repressed	158	1.1230898870917637e-50	-0.6991911222115003	0.24308338536640747	8.575708235805747e-52	1.9170371692206163e-7	0.74024168865349	0.6662886940475534	9.339379061078876e-50
ABF1_repressed	283	1.1433078174798483e-47	-0.5146384307204486	0.1898614694266815	6.952127689605078e-49	8.013215874424863e-8	0.5485436098864562	0.49815665673928133	9.032131758090803e-47
HCM1_activated	242	1.641781357163104e-46	0.5354790215601251	-0.3190109084865608	9.87476701052257e-46	4.580016960442731e-17	0.6233022880307835	0.6042156239916302	1.2352450211036687e-45
GCR2_activated	395	1.5670255603383278e-44	0.42688532059217604	-0.16538905391511824	8.842721112813158e-46	4.989489424447054e-8	0.45780412415357596	0.41880122653712865	1.1254092660611627e-43
REB1_activated	715	1.8237450250342733e-41	0.31651213249983423	-0.15970680613263236	3.579880529030853e-42	9.408200671385228e-12	0.35452248722003354	0.33673764083647745	1.2528335389365879e-40
STP1_repressed	154	1.3781005838219682e-40	-0.6324361122748219	0.20088849322720292	1.7082162279822825e-41	2.1537195868032545e-5	0.6635748810951083	0.5892494794800863	9.07249551016129e-40
RAP1_repressed	451	3.38641851937163e-40	-0.3799726177116474	0.11425267796758071	5.859782055670882e-41	6.484273180026101e-5	0.3967781050327821	0.34947005800870873	2.1402165042428703e-39
CBF1_repressed	218	1.7189710358205642e-38	-0.5212489574645538	0.1639345287739783	2.221974882358621e-39	4.2248588442874424e-05	0.546420172927602	0.4844978894763055	1.0446054756140352e-37
MSA2_activated	161	7.368896995730399e-35	0.5678094476272233	-0.3157779583236363	4.4298554363206275e-35	8.299069700486528e-12	0.6497101567451263	0.6247906465188836	4.312169353057049e-34
STP1_activated	166	2.3246318807342137e-33	0.5348482880308295	-0.3503961939401813	3.6992628539788174e-32	1.3588361883175303e-14	0.6394061181575246	0.6259623762096741	1.3117565612714493e-32
HCM1_repressed	207	8.556637601227211e-29	-0.451211672180988	0.2786106757699515	1.9801442737053064e-28	1.041006858956131e-11	0.5302979179342047	0.5160623312975974	4.661892210323791e-28
MET4_repressed	146	3.821223228721682e-27	-0.5243218075330213	0.12614563677800378	1.7003947449201172e-27	0.009371086697849506	0.539282930874715	0.45994994081340873	2.0125109004600858e-26
GLN3_activated	102	4.551796555408148e-26	0.6006095972489971	-0.38422862501953836	1.4906915056889615e-25	2.7236089861398614e-11	0.7129961602926116	0.6963857853377857	2.319947921788669e-25
GCR2_repressed	267	6.120665731261715e-25	-0.37908285752898513	0.19637054463350367	1.148109579228436e-25	6.602065176923842e-8	0.42692529050408773	0.4069070029259653	3.022078704810472e-24
MET31_repressed	95	7.9058566642162015e-25	-0.6133353503147654	0.12615986129373846	6.799440376796848e-25	0.035053548752601096	0.626176143387299	0.5229020787833539	3.7852283422610904e-24
TYE7_repressed	78	1.1592945551958308e-23	-0.6414322828419745	0.06722015136112058	1.419329279391873e-22	0.3080458386159142	0.6449448985928012	0.5010929417293623	5.387309991792391e-23
NRG1_repressed	114	6.411837430174092e-22	-0.5378844535851173	0.23345719983796084	5.455239515706083e-23	1.982896087315633e-5	0.5863633255625234	0.5454209137471023	2.894486611335733e-21
GAT2_repressed	224	4.4377534547821215e-20	-0.36291371350542956	0.21876015995838477	3.067942696741654e-20	3.035747754330735e-8	0.42374800416676783	0.41130554036530886	1.9476806829321536e-19
LEU3_activated	510	1.867962801306388e-19	0.24995035989079176	-0.11712870152929716	2.0143815086569584e-20	1.529916839579563e-5	0.2760331775918893	0.2595640935617381	7.97670601638944e-19
ZAP1_repressed	74	3.0766707223269646e-19	-0.61622692234488	0.1689248667681766	5.878649972896738e-20	0.012530422238005738	0.6389610554918734	0.5551861543425924	1.2792473003359484e-18
MSN4_activated	66	5.90919035635818e-19	0.6509825850774884	-0.30840922405070037	6.657036142401292e-20	1.6196631233526094e-5	0.720343373366983	0.6783924540493722	2.393979682832288e-18
FZF1_activated	65	3.7176422455631305e-15	-0.5663991620064539	0.08902667725421957	3.333168385599702e-15	0.2171368096639083	0.5733530849176101	0.4634560555061063	1.4684686869974366e-14
IFH1_repressed	165	6.842079854585885e-15	-0.356271903857801	0.22887532409203193	5.84476898779206e-15	5.563354192616587e-7	0.4234543463665178	0.4137615728758373	2.6367039439623655e-14
MSN2_37_activated	46	1.5970916325664037e-14	-0.6797044391190231	0.28344554756742363	1.5861603523190265e-15	9.191233125504211e-4	0.7364370326062524	0.6810498868857194	6.008106617749804e-14
MET32_repressed	49	2.997159984793e-13	-0.6100160353044698	0.3807335146796736	1.6262235970944427e-13	4.31500879034543e-6	0.7190810611669045	0.7005657252513081	1.1012820409239396e-12
USV1_activated	127	1.0121836830244774e-12	0.3767833129075298	-0.07795643781000323	3.555275016014187e-13	0.13352212571007974	0.38476339623409916	0.3215495614074478	3.6346595890424418e-12
MIG1_repressed	121	1.323504957365895e-12	-0.3741355577731344	0.25802509294534287	1.7728300767602406e-12	1.197267517699466e-6	0.454482523514015	0.4470050829223358	4.646972961418031e-12
ROX1_repressed	148	3.3631789955983725e-12	-0.24393856944192513	0.32731725013604207	4.1331814643433784e-7	1.0407728318833101e-11	0.4082188235468733	0.40393886381585953	1.1551788724011801e-11
SKO1_activated	60	6.229260806792178e-12	-0.5302544975866607	0.13101506508702646	1.3899234722019283e-12	0.08079167890676402	0.5462003107749388	0.46758819195882684	2.0940919307939662e-11
HSF1_37_repressed	30	4.3423415530086654e-11	-0.6933304272013949	0.0714472537053183	5.042870576957601e-11	0.49939831818969393	0.6970020023969091	0.5407794842692585	1.429354094532019e-10
GCN4_SM_repressed	58	1.0449817012685527e-10	0.5100347852389594	-0.27648971566848163	2.0858229083038104e-11	2.880978157996561e-4	0.5801569141397775	0.5561568081610164	3.369532832661864e-10
GLN3_repressed	53	7.656841142784435e-10	-0.5120130608196078	0.2621711546012524	1.26159110907673e-10	0.001009513467125505	0.5752313349903821	0.5474309086116772	2.419561801119882e-9
GAL80_repressed	120	2.068025195557383e-9	-0.3169668000592856	0.23204387135022972	2.762427332057775e-9	1.3712360874477896e-5	0.3928260563799519	0.3882091686974477	6.406823154864049e-9
TYE7_activated	50	2.1847227232901746e-9	0.5163485113835377	-0.17493870402802095	2.9487377063093204e-10	0.03309989692352954	0.5451782601819325	0.4888138777650787	6.638195966920146e-9
ERT1_activated	128	1.4354758044869356e-8	-0.1785425946547884	-0.16134813474387527	5.581642067039935e-4	0.001818132662228804	0.2406463768507471	0.012158319201846905	4.2793429643195434e-8
GCN4_SM_activated	148	1.9679929927520197e-8	-0.11331398512606564	0.28689158957615335	0.018815428489514122	2.56366343130201e-9	0.3084588196091696	0.2829880757405984	5.7582017195336876e-8
HAA1_repressed	22	5.4133480957242846e-8	-0.6750138460321227	0.06064562069784001	4.2974104151087184e-8	0.6231536362133951	0.6777326786018987	0.5201897975688359	1.5551072711353398e-7
GAL80_activated	167	5.804679343981692e-8	0.22572738145367321	-0.2128042275368382	6.850755539247111e-7	2.860816687543103e-6	0.31022329054325126	0.3100886744818382	1.6377488149091204e-7
RTG3_activated	57	9.579230888753162e-8	-0.24711801428587912	0.4290341068632995	0.001316273927447467	2.3569406729696687e-8	0.495113701927734	0.47811174997825223	2.655295579689473e-7
RTG1_activated	37	1.7158979909050965e-7	-0.3516699410609037	0.5056195684879379	2.2256282852089793e-4	1.0823633909567879e-7	0.6158919511437928	0.6061952256420754	4.6743428028104353e-7
PHO4_repressed	25	2.9463358987409065e-7	-0.6198911386893098	0.125643370346179	8.2877906963809e-8	0.2779528106677627	0.632496071400824	0.5271725069475776	7.89018766103497e-7
MGA1_repressed	38	4.363714680461429e-7	-0.507917720064353	0.2222017926913353	6.37993803084252e-8	0.01813944251865403	0.5543952083402359	0.5162724585461652	1.1491115325215096e-6
LEU3_repressed	226	9.138345018673668e-7	-0.2053875106791108	0.10884633363960218	1.7723393357544814e-7	0.005703411128079976	0.23244688401814606	0.22219688219607983	2.3669811687712123e-6
NRM1_repressed	83	9.392624555413379e-7	-0.33629999601493077	0.12352386392316789	1.3996651648368884e-7	0.05342801564050143	0.35826782199655016	0.3251445695136028	2.3936043221859903e-6
MSN4_repressed	42	1.7814674080785252e-6	-0.44580419580419584	0.07459207459207459	6.142163917717858e-7	0.40468488248156154	0.4520015028609699	0.367975731701391	4.467807150419158e-6
ASG1_activated	50	2.296354463372139e-6	0.25190893169877404	0.2047197898423818	0.0021461214591307373	0.012636608906167723	0.3246048401098273	0.033367762205028906	5.669125081449969e-6
