gene_id,TE_WT_Arava,TE_WT_Park_HP,TE_WT_Park_LP,TE_WT_Gerashchenko,is_ambiguous_Gerashchenko,TE_WT_Sen,TE_WT_Arava_mean_norm,TE_WT_Park_HP_mean_norm,TE_WT_Park_LP_mean_norm,TE_WT_Gerashchenko_mean_norm,TE_WT_Sen_mean_norm,TE_WT_PP,TE_WT_RS,TPMsc_input_small_YM,TPMsc_MandP_small_YM,TPMsc_P_small_YM,TPMsc_input_large_YM,TPMsc_MandP_large_YM,TPMsc_P_large_YM,TE_rRNAdep_MandP_small_YM,TE_rRNAdep_P_small_YM,TE_rRNAdep_MandP_large_YM,TE_rRNAdep_P_large_YM,TE_polyA_MandP_small_YM,TE_polyA_P_small_YM,TE_polyA_MandP_large_YM,TE_polyA_P_large_YM,TPMsc_input_polyA_small_YM,TPMsc_input_polyA_large_YM
YHR162W,0.596851538,1.550046642,1.8806504,0.600887326,FALSE,0.5,1.759007163,1.415029516,1.628348973,0.63514575,0.413753285,1.600795217,0.524449518,125.0341495,173.5684962,166.1372139,174.7858131,242.5668261,242.7389705,1.388168727,1.328734706,1.387794706,1.388779593,0.810011998,0.775331581,0.840976413,0.841573235,214.2789201,288.4347558
YGL252C,NA,0.658001065,0.469289193,0.85206118,FALSE,0.959264119,NA,0.600685749,0.406331009,0.900639794,0.793797361,0.503508379,0.847218577,63.27564085,59.48409953,62.7583138,73.19518023,64.43152302,69.2740955,0.940078974,0.99182423,0.880270024,0.946429741,0.535472895,0.564947209,0.589354328,0.633649277,111.0870411,109.3256127
YBR126C,0.585803427,1.028383573,0.899945695,2.86816063,FALSE,2.099433367,1.726446794,0.938806014,0.779212154,3.03168324,1.737294905,1.148154987,2.384489072,180.648841,121.445468,138.2427052,349.665147,245.4837421,264.9573913,0.672273718,0.76525653,0.702053791,0.757746071,0.461944184,0.52583612,0.534613208,0.57702282,262.9007405,459.1800919
YMR123W,0.686908943,1.657171925,2.04618894,0.685343808,FALSE,2.584705661,2.024419263,1.512823629,1.771679447,0.724417355,2.138860916,1.769640779,1.431639135,34.75645119,66.32060764,64.46923367,28.39746153,41.62422542,33.98063372,1.908152454,1.854885394,1.465772755,1.196608143,0.486703946,0.473117354,0.482644641,0.394015038,136.2647831,86.24197157
YBR252W,0.879056667,2.420864542,3.457274057,0.800123508,FALSE,1.231144413,2.590706187,2.209994646,2.993458359,0.845740996,1.018780091,2.598053064,0.932260543,44.35930368,63.16363979,85.64006596,27.93012809,48.24526333,57.69565868,1.423909632,1.930599871,1.727355606,2.065714074,0.715661766,0.970325982,0.672511757,0.804244937,88.25906709,71.73891435
YKL183W,0.530498154,2.014012019,2.403738351,0.516429391,FALSE,0.817902059,1.563454215,1.838581094,2.081261288,0.54587261,0.676819327,1.827765532,0.611345968,17.88598745,17.00945666,19.49434415,17.23058263,24.55399781,26.79555648,0.950993436,1.089922723,1.425024234,1.555116101,0.63892328,0.732262679,0.779758796,0.850943745,26.62206432,31.48922197
YLR042C,NA,1.162763298,1.271843246,0.561277186,FALSE,NA,NA,1.061480565,1.101217241,0.593277315,NA,1.081348903,0.593277315,21.56692068,25.69178864,26.1477937,6.277207793,3.381660775,5.366972311,1.191259013,1.212402739,0.53872054,0.854993572,0.790711855,0.804746246,0.506845083,0.804404613,32.49197349,6.671981019
YGL070C,0.569312195,1.707811038,1.820983561,1.173575222,FALSE,1.00695555,1.677844765,1.559051811,1.576686827,1.240484335,0.833262333,1.604527801,1.036873334,36.79637396,45.34917027,74.28878454,17.00820929,23.34144159,27.59559261,1.232435846,2.018915903,1.372363262,1.622486655,0.34538284,0.565789214,0.381703934,0.451272309,131.3011678,61.15064462
YGL037C,0.914283871,1.986362417,2.398567119,2.536492647,FALSE,1.424050196,2.694525815,1.813339917,2.076783811,2.681105852,1.178410893,2.194883181,1.929758372,422.996322,482.288034,547.7074185,1375.73873,1696.560248,1679.896487,1.140170751,1.294827851,1.233199452,1.221086861,1.24584755,1.414839053,1.342653372,1.329465716,387.1164126,1263.587671
YOR254C,0.409685382,0.85203733,0.660739636,1.432459404,FALSE,1.231144413,1.207401631,0.777820446,0.572097136,1.514128296,1.018780091,0.852439738,1.266454193,106.2783502,76.98636095,89.1910514,83.37970344,55.263795,63.49496763,0.724384231,0.839221264,0.662796733,0.761515873,0.508919509,0.5895988,0.428609845,0.492448414,151.2741399,128.9372974
YOR095C,0.447315393,1.2821124,1.407853619,0.898382247,FALSE,0.858565436,1.318302675,1.170433739,1.218980941,0.949601767,0.710468539,1.235905785,0.830035153,381.5697883,375.6552847,403.0951116,134.7675597,146.0843589,160.6573456,0.98449955,1.056412546,1.083972725,1.192106958,0.93808606,1.006608773,0.953749763,1.0488933,400.4486374,153.1684353
YCR088W,0.524665689,1.006971916,0.790888991,2.776153004,FALSE,6.588728138,1.546265101,0.919259423,0.684786113,2.934429978,5.452215822,1.050103546,4.1933229,171.0048406,114.0017569,123.9721589,186.9440115,124.7297812,134.2166881,0.66665807,0.724962864,0.667203941,0.717951257,0.942492709,1.024921537,0.923455157,0.993692858,120.957707,135.0685849
YOR262W,0.340286303,1.052555601,0.730912899,0.510968935,FALSE,0.668963777,1.002872583,0.960872532,0.632856202,0.540100837,0.553571921,0.865533772,0.546836379,37.71887315,35.28631323,38.96682094,79.4497236,73.46119492,73.60231499,0.93550815,1.0330855,0.924624927,0.926401146,0.726829311,0.8026406,1.008595025,1.010532552,48.54828042,72.83517473
YNL182C,NA,0.968089461,0.963511019,0.535075386,FALSE,1.101905116,NA,0.883763833,0.834249777,0.56558167,0.911833723,0.859006805,0.738707697,46.45611257,34.37433731,38.25229582,26.84567614,23.15398278,25.62309912,0.739931419,0.823407162,0.86248462,0.954459071,0.678276499,0.754796611,0.734723055,0.813073147,50.67894486,31.51389171
YNL003C,0.240385614,1.379710873,1.556167767,0.390656057,FALSE,0.543367431,0.708450912,1.259530878,1.347397786,0.412928554,0.449640119,1.105126525,0.431284337,52.28001222,57.48793418,44.37404524,57.61949209,64.79164599,59.01908982,1.099615929,0.848776489,1.124474438,1.024290352,1.014495673,0.783073484,1.075902404,0.980045801,56.6665149,60.22074655
YGR146C,0.093292925,1.466875871,1.434217875,0.70374204,FALSE,2.29739671,0.274947641,1.339103352,1.241808262,0.743864526,1.901110871,0.951953085,1.322487699,191.2684045,201.5717461,178.2968522,876.3192457,957.631041,1048.434296,1.053868498,0.932181416,1.092787869,1.19640679,1.636947742,1.447934224,1.675654473,1.83454122,123.1387789,571.4967234
YDR032C,1.066349749,2.057856917,2.110438014,1.683868954,FALSE,1.879045498,3.142685787,1.878606874,1.827309091,1.779871474,1.554922495,2.28286725,1.667396985,350.4406708,344.6947729,395.5205332,532.7734591,604.0195151,720.6501233,0.983603792,1.128637644,1.133726737,1.352638933,0.613626843,0.70410704,0.566900904,0.67636425,561.7335304,1065.476366
YKR025W,0.440900966,1.174041391,0.898448015,0.566034674,FALSE,1.148698355,1.299398439,1.071776278,0.777915397,0.598306042,0.950555436,1.049696705,0.774430739,23.80273788,29.45835658,39.08505969,31.97434161,40.0422771,43.03803576,1.237603704,1.642040503,1.252325305,1.346017888,0.612183848,0.812239548,0.691279844,0.742997872,48.12011406,57.92484392
YOL129W,0.461954595,1.270710528,1.547185683,0.599551559,FALSE,0.901250463,1.361446505,1.16002503,1.339620707,0.633733827,0.745790679,1.287030747,0.689762253,80.70865319,96.09408407,91.41891496,89.71338491,78.81854108,107.3207066,1.190629261,1.132702769,0.878559439,1.196261926,0.358484402,0.34104342,0.27206651,0.370450528,268.0565278,289.7032087
YBR084C-A,0.441545359,1.114042083,1.249382791,0.759997443,TRUE,1.635804117,1.301297558,1.017003222,1.081770001,0.803327222,1.353638654,1.133356927,1.078482938,2505.783774,2908.562456,2769.688714,2574.542359,3016.177403,2533.816133,1.1607396,1.105318321,1.171539242,0.984181178,1.732494628,1.649774035,1.752362687,1.472116608,1678.829134,1721.206132
YKL082C,0.273231709,0.528805142,0.330773363,0.554252544,FALSE,1.274560627,0.805253069,0.482743463,0.286397975,0.585852177,1.054707293,0.524798169,0.820279735,27.43706473,23.12076115,19.05783917,34.40868225,24.00069435,20.01623129,0.842683478,0.694601968,0.697518556,0.581720368,0.319417132,0.263287194,0.377902738,0.315165407,72.38422378,63.51024201
YER167W,0.06530493,0.508783817,0.45369716,0.394567547,FALSE,0.594603558,0.192463002,0.4644661,0.392830749,0.41706305,0.49203835,0.34991995,0.4545507,61.29633967,44.5524864,42.02152707,98.19623638,74.33110384,79.40783844,0.726837632,0.685547086,0.756964896,0.808664786,0.959411231,0.904908531,1.169030688,1.248874229,46.43732006,63.58353516
YNR035C,0.56045034,1.672950745,1.39921372,1.235736685,FALSE,1.591072968,1.651727606,1.527228031,1.211500141,1.306189813,1.316623334,1.463485259,1.311406574,214.171693,240.9832609,258.5985573,245.0259416,270.1273742,287.7661892,1.125187263,1.207435743,1.10244398,1.174431521,1.027770262,1.102897794,1.02408713,1.090958115,234.4719145,263.7738198
YKL154W,0.317221224,1.377658169,1.472409313,0.707008301,FALSE,1.035264924,0.934896486,1.257656975,1.274876071,0.747317006,0.856688526,1.155809844,0.802002766,47.50107112,50.09920793,50.7860049,25.08375614,26.28268288,24.68347711,1.054696384,1.069154941,1.047796938,0.984042301,0.913843107,0.926370744,0.665913075,0.625394684,54.82254836,39.46863916
YLR185W,0.251738339,1.267738958,2.195092583,0.714357767,FALSE,2.394957409,0.741909022,1.157312299,1.900606701,0.755085488,1.981842991,1.266609341,1.36846424,1610.113285,2828.429542,2258.834736,1319.494634,2304.894896,1886.084778,1.75666493,1.402904228,1.746801265,1.429399355,1.225578404,0.97876897,1.053320424,0.861927206,2307.832394,2188.218175
YMR189W,0.235079172,0.684826493,0.526542728,2.36038607,FALSE,0.993092495,0.692812067,0.625174543,0.455903612,2.4949589,0.821790565,0.59129674,1.658374732,244.3460965,133.6863194,134.2409529,98.63146217,60.95572906,69.28694092,0.547118703,0.549388571,0.61801506,0.702483157,0.778096767,0.781324909,0.978040043,1.111715071,171.8119457,62.32436953
YNL069C,0.381411291,1.287702322,1.427058717,1.029007515,FALSE,2.203810232,1.124073826,1.17553675,1.235609551,1.087674381,1.823667446,1.178406709,1.455670913,2100.728227,2394.22559,2623.496905,1431.284291,1743.510775,2047.387759,1.139712201,1.248851171,1.218144282,1.430454992,1.239384858,1.358068493,0.953372693,1.119536287,1931.785414,1828.781954
YOR164C,0.422493962,1.597109715,1.850395225,0.779398655,FALSE,1.375541818,1.245150355,1.45799315,1.602152726,0.823834556,1.138269892,1.435098744,0.981052224,93.83990764,114.2927837,104.7946642,99.96966922,109.3451299,121.1522983,1.217954989,1.116738782,1.093783051,1.211890558,1.050410239,0.963117572,1.113099131,1.233292402,108.8077585,98.23485333
YBR236C,0.379833028,0.955870192,0.810610231,0.619029153,FALSE,0.664342907,1.11942246,0.872608925,0.701861621,0.654321898,0.54974812,0.897964335,0.602035009,40.33960193,37.30490588,46.21062219,48.5270004,42.58695645,45.9675134,0.924771294,1.145539866,0.877593012,0.947256435,0.539105097,0.667804444,0.649240099,0.700776844,69.19783566,65.59508034
YLR449W,0.473785411,0.833047549,0.760609565,0.8227813,FALSE,2.29739671,1.39631362,0.760484773,0.658568867,0.869690578,1.901110871,0.938455754,1.385400725,100.3220589,95.67430347,106.512334,107.4814922,98.54868281,98.41615234,0.95367165,1.061704028,0.91688979,0.915656737,0.582765973,0.64878198,0.526762587,0.526054185,164.1727689,187.0836791
YLR085C,0.594561708,1.314068913,1.254046228,0.521293079,FALSE,0.582366793,1.752258705,1.199606675,1.085807807,0.551013592,0.481912348,1.345891062,0.51646297,23.48848151,23.34317878,22.6489103,24.74949558,23.32927892,28.13910464,0.993813873,0.964256046,0.942616339,1.136956693,0.682369393,0.662074489,0.776960546,0.937147444,34.20900618,30.02633665
YIR021W,NA,1.379505674,1.725863122,0.261020121,FALSE,NA,NA,1.259343553,1.494327411,0.275901676,NA,1.376835482,0.275901676,46.1351092,38.24494301,41.43070755,29.21813106,25.25016362,26.75546658,0.82897697,0.898029901,0.864195029,0.91571451,0.654295648,0.708797804,0.642107985,0.68038762,58.45208226,39.32385863
YHR196W,0.033496759,0.791773121,0.675380865,0.455788292,FALSE,0.650670928,0.098719758,0.722805563,0.58477415,0.481774177,0.538434468,0.46876649,0.510104322,58.73704327,42.99424934,41.68907915,49.00667385,27.41114665,37.72795811,0.731978441,0.709757877,0.559334974,0.769853474,0.669663036,0.649334172,0.548131315,0.754433061,64.20281103,50.00835734
YLR244C,0.466049055,1.282229543,1.374280683,1.362656441,FALSE,1.741101127,1.373513467,1.170540679,1.189912032,1.440345652,1.440772621,1.244655393,1.440559137,117.4210517,109.0071316,120.0809196,114.6931372,100.4612138,108.1232414,0.928344024,1.022652394,0.875913034,0.94271762,0.896025937,0.987051185,0.763582405,0.8218197,121.6562235,131.565648
YOR108W,0.39256443,0.892641902,0.895104235,0.714713433,FALSE,1.569168196,1.156943728,0.814888148,0.775020207,0.755461432,1.298496991,0.915617361,1.026979211,117.0826162,117.8561245,116.3719572,50.47643448,46.41757674,38.33520075,1.006606517,0.993930278,0.919589056,0.759467287,0.981320766,0.968962951,0.736975044,0.608650607,120.099491,62.98391939
YLL035W,0.151958252,0.751370251,0.691279005,0.366479891,FALSE,0.77916458,0.447842782,0.685921993,0.598539451,0.387374031,0.644763809,0.577434742,0.51606892,27.94806978,20.56142132,17.880063,28.29602363,23.33007995,26.90632825,0.735700944,0.63976021,0.824500299,0.950887255,0.883599568,0.768371783,1.069819314,1.233811015,23.27006718,21.80749557
YJL068C,0.652424889,2.417054892,2.965112439,1.257280978,FALSE,1.717130873,1.922789805,2.206516836,2.567323408,1.328962412,1.420937079,2.232210016,1.374949745,120.2951981,144.842995,159.1336461,213.761834,244.3482325,235.732608,1.204062983,1.322859504,1.14308634,1.102781556,1.265109513,1.389929071,1.233935386,1.1904273,114.4904797,198.0235232
YOR367W,NA,1.739537517,2.571112185,0.669511816,FALSE,0.757858283,NA,1.588014749,2.226180839,0.707682732,0.627132708,1.907097794,0.66740772,81.10206366,99.2250628,83.32385081,128.0403653,126.6661962,113.8168559,1.223459161,1.027394952,0.989267688,0.888913864,1.352117236,1.135435057,1.293137162,1.161958047,73.38495521,97.95263792
YMR014W,0.443197429,0.626996627,0.486279157,0.467487352,FALSE,0.920187651,1.306166447,0.572381959,0.421041659,0.494140236,0.761461326,0.766530022,0.627800781,40.47939209,33.09565604,37.74887888,41.87877536,26.65918622,26.16017243,0.817592714,0.932545598,0.63657989,0.624664217,0.620469906,0.70770748,0.534109707,0.524112098,53.33966358,49.91331534
YOL154W,0.076543867,1.294203838,1.492077589,0.202100669,FALSE,1.484523571,0.225585763,1.181471951,1.29190572,0.213623047,1.228453008,0.899654478,0.721038027,9.479682229,6.828982231,5.335799857,21.97913875,19.62975065,12.0897488,0.720380923,0.562866954,0.893108273,0.55005562,0.39619592,0.309566208,0.638690979,0.393362791,17.23637696,30.73434773
YNL248C,0.375025,0.919749061,0.882820868,1.149124455,FALSE,1.301341855,1.105252511,0.839634133,0.764384733,1.214639555,1.076868935,0.903090459,1.145754245,144.2363362,141.5304987,152.5215788,106.6019755,96.44069895,104.4221893,0.981240251,1.057442131,0.904680223,0.979552104,1.18990096,1.282307168,1.24918548,1.352568824,118.9430915,77.20286576
YBL058W,0.417450943,1.078195194,0.964474113,1.172681845,FALSE,1.580082624,1.230287856,0.984278784,0.835083666,1.239540024,1.307528752,1.016550102,1.273534388,151.009419,158.8171276,171.3292399,174.3421806,195.2045008,219.1741825,1.051703454,1.134559957,1.119663068,1.257149485,0.903015084,0.97415745,0.850812677,0.955286237,175.8742798,229.4329952
YBL092W,0.643922137,1.218737523,1.413608102,0.839288835,FALSE,2.770218936,1.897730975,1.112579144,1.223963423,0.887139259,2.29237437,1.411424514,1.589756814,3935.656803,5425.576173,5578.165247,3525.043614,5259.088448,4820.723017,1.378569435,1.417340364,1.491921526,1.367564077,1.685401613,1.732801901,1.692225195,1.551171658,3219.159238,3107.794673
YDR071C,0.658394115,1.599974076,2.5221526,0.775779878,FALSE,1.474269217,1.94038197,1.46060801,2.1837895,0.820009462,1.219967463,1.86159316,1.019988462,158.32368,238.6266336,271.8121325,192.4968457,213.5266499,217.0051957,1.507207472,1.716812877,1.109247526,1.12731819,0.759562531,0.865193915,0.761582976,0.773989864,314.1632502,280.3721415
YHR020W,0.394564441,1.054186046,0.845610254,2.368365239,FALSE,2.411615655,1.162838049,0.962360957,0.732166164,2.503392985,1.995627799,0.952455056,2.249510392,278.0948134,177.4909718,192.4336414,197.3123181,127.5209345,169.3499504,0.638239058,0.691971343,0.646289779,0.85828372,0.871602203,0.944980943,0.711583368,0.944994707,203.6375897,179.2073005
YGR097W,0.062910636,0.554141681,0.516515164,1.137888849,FALSE,1.180992661,0.185406677,0.505873057,0.447221311,1.202763373,0.977279186,0.379500348,1.09002128,43.31446095,26.68146108,28.05005291,89.83659928,59.47278227,66.98243645,0.615994301,0.64759095,0.662010614,0.745602983,1.017100569,1.069271457,1.411097708,1.589277632,26.23286418,42.14646648
YOL039W,0.783381308,1.51319766,1.869454006,0.619909135,FALSE,2.751083636,2.308737172,1.381390272,1.618654648,0.655252051,2.276539783,1.76959403,1.465895917,958.3639483,1339.444501,1352.70964,712.8889397,982.9411679,1032.605593,1.39763657,1.411478012,1.378813884,1.448480311,0.626930422,0.633139204,0.537951906,0.56513265,2136.512209,1827.191532
YGR062C,0.201470032,1.370406906,1.618739082,0.244837776,FALSE,0.473028823,0.593761104,1.251037335,1.401574754,0.258796726,0.391434459,1.082124398,0.325115593,50.34143912,56.08968126,57.48195945,23.88809221,21.874679,28.66112221,1.114185098,1.1418418,0.915714776,1.199807919,1.058573067,1.084849347,0.948853573,1.243227762,52.98612161,23.05379841
YIL118W,0.50018602,1.180894176,1.253385382,0.903381546,FALSE,0.817902059,1.474120004,1.07803215,1.085235618,0.954886092,0.676819327,1.212462591,0.815852709,95.79733177,108.4755802,114.3327597,43.19260625,52.08829151,57.24248106,1.132344484,1.193485848,1.205953889,1.325284256,1.161502755,1.224218531,1.047850321,1.151536179,93.39244333,49.70966793
YAL008W,0.66431469,1.648126324,1.336448956,1.067414446,FALSE,1.028113827,1.957830756,1.504565947,1.157155676,1.128271008,0.850770946,1.539850793,0.989520977,46.2051563,55.90060664,67.93530267,56.80694232,58.64125769,90.91655439,1.209834813,1.470297,1.032290338,1.60044795,0.384557032,0.467347313,0.313172442,0.485538006,145.3636315,187.2490996
YBR194W,0.610787097,1.509528994,2.031299103,0.526480185,FALSE,0.726986259,1.800077254,1.378041166,1.758787177,0.556496431,0.601585905,1.645635199,0.579041168,62.66402454,69.09415801,50.32806029,64.41022648,71.60122166,72.96686687,1.102612839,0.803141207,1.111643687,1.132845991,1.028221916,0.748954992,0.88918229,0.906141603,67.19770991,80.52479508
YKL048C,0.032801716,0.636050085,0.535155442,0.329620385,FALSE,0.406126198,0.096671366,0.580646814,0.463360875,0.348413051,0.336072097,0.380226351,0.342242574,23.93111896,15.38061965,16.76243543,20.68649351,20.30657716,18.32180442,0.64270374,0.700445117,0.98163457,0.885689226,0.909037872,0.99070707,1.508295239,1.360873876,16.91966872,13.46326411
YJL069C,0.176791619,0.83830599,0.843415216,0.695152948,FALSE,0.882702996,0.52103028,0.765285177,0.730265604,0.734785743,0.730442529,0.672193687,0.732614136,61.64948536,44.85468617,35.02143453,39.69991169,28.86751212,26.06408801,0.727576003,0.568073429,0.727142981,0.656527607,0.838819057,0.654929266,0.870655359,0.786103001,53.47361363,33.15607238
YDR516C,0.591905063,2.117740671,1.989178365,2.025721458,FALSE,1.337927555,1.744429191,1.933274441,1.722317209,2.141214034,1.107143842,1.800006947,1.624178938,72.88592082,53.97884685,57.5171397,81.66034042,68.37229396,67.29588404,0.740593605,0.789139234,0.837276622,0.824095071,0.840520762,0.895616577,0.822405565,0.809458134,64.22071804,83.13695444
YDR156W,0.551934058,1.655065854,1.915594586,0.527759855,FALSE,1.853176124,1.6266289,1.510901008,1.65860517,0.557849058,1.533515418,1.598711693,1.045682238,98.67618369,111.6654441,114.7416097,57.83906319,91.23894997,104.3244232,1.131635213,1.16280956,1.577462444,1.803701814,1.001473123,1.029061757,0.88433579,1.011167064,111.5011892,103.1722916
YLR421C,0.544771975,1.874873797,1.584029924,0.65909867,FALSE,1.283425898,1.605521212,1.711562535,1.371522055,0.696675901,1.062043362,1.562868601,0.879359632,109.331929,130.1289647,153.9642092,146.9595538,176.6377906,163.121521,1.190219233,1.408227319,1.201948332,1.109975614,0.595438922,0.704503282,0.643450661,0.594214014,218.5429267,274.516449
YML031W,0.09882561,0.95157663,0.796556071,0.797973469,FALSE,1.086734863,0.291253259,0.868689355,0.689692917,0.843468377,0.899280239,0.616545177,0.871374308,75.15257729,50.67084682,50.36433657,53.12658175,38.86700993,44.277363,0.674239642,0.670161136,0.731592522,0.83343143,0.708601137,0.704314776,0.670447716,0.763775165,71.50827765,57.97172395
YHR216W,0.488486991,1.266145726,1.02462055,0.986448962,TRUE,1.8276629,1.439641286,1.155857846,0.88716107,1.042689435,1.512403058,1.160886734,1.277546246,13.61739553,22.16497344,16.96001685,32.74971943,39.11905841,42.87255081,1.627695501,1.245467007,1.194485299,1.309096736,0.503907495,0.385575901,0.437920689,0.479939389,43.98619523,89.32909404
YGR284C,0.997451018,1.816542029,1.883046857,1.276741831,FALSE,NA,2.939631337,1.658311768,1.630423929,1.349532788,NA,2.076122345,1.349532788,334.0181147,298.7569942,324.4351956,454.6764095,418.7499878,459.0346246,0.894433508,0.971310181,0.920984637,1.009585312,1.273665103,1.38313678,1.266238997,1.388053873,234.5647953,330.7037526
YDR533C,0.52087388,1.469941338,1.811301654,0.482390016,FALSE,1.558329159,1.535090096,1.3419018,1.56830381,0.509892546,1.289527617,1.481765235,0.899710082,151.6952667,203.2023301,231.2936385,401.6589465,562.604965,589.7251314,1.339542984,1.524725481,1.400703183,1.468223568,1.173666118,1.335917293,1.62470993,1.703028477,173.134699,346.2802527
YMR194W,0.08598107,1.487341881,2.360993173,0.596757525,TRUE,1.741101127,0.253398558,1.357786665,2.044250653,0.630780497,1.440772621,1.218478625,1.035776559,331.4939287,505.2815717,475.0158463,192.0586151,293.795377,221.9162483,1.524255885,1.43295489,1.529717252,1.155461046,0.508676831,0.478207734,0.42156002,0.318422363,993.3253108,696.9241933
YOR085W,0.853392574,1.030774455,0.721372576,2.030630827,FALSE,3.116658319,2.515070421,0.940988637,0.624595774,2.146403301,2.579055235,1.360218277,2.362729268,188.6143461,161.5804529,160.372306,155.9141616,139.1232076,166.4453147,0.856671066,0.850265684,0.892306422,1.067544558,1.677408958,1.664866868,1.475876019,1.765720132,96.32740554,94.26483377
YGL103W,0.744241353,1.150893132,1.435282516,1.033246762,FALSE,1.394743666,2.193386104,1.050644353,1.242730074,1.09215532,1.154159547,1.495586843,1.123157434,2251.19195,2665.264145,2803.469497,2129.04786,2843.418425,2445.50784,1.183934646,1.245326724,1.335535231,1.148639205,0.827932748,0.870864604,0.968800684,0.833225827,3219.179519,2934.988045
YGL147C,NA,1.44146057,1.596522741,1.051983677,TRUE,1.729074463,NA,1.315901855,1.382338879,1.111960484,1.430820478,1.349120367,1.271390481,1008.672188,1269.297154,1371.72996,694.1802403,948.1276461,861.6818379,1.258384209,1.359936336,1.365823443,1.241294102,1.004674432,1.085752075,1.224633909,1.112977563,1263.391516,774.2131254
YGR254W,0.730209041,2.018914739,1.803120208,2.44762823,TRUE,5.617779503,2.152030867,1.843056762,1.561219958,2.587175002,4.648749447,1.852102529,3.617962225,558.1225099,434.1729381,458.8340051,1913.651439,1291.395016,1215.887544,0.77791691,0.822102669,0.674832934,0.635375659,1.32837348,1.403825228,0.949160342,0.893663226,326.8455331,1360.565712
YHR088W,0.566728829,1.109267295,0.959843036,0.622257844,FALSE,1.01395948,1.670231214,1.012644342,0.831073878,0.657734667,0.839058131,1.171316478,0.748396399,68.18084916,71.55627223,80.47814096,37.52322566,45.27954957,69.30513594,1.049506909,1.180362843,1.20670728,1.846993021,1.213621449,1.364939718,0.893024597,1.366868524,58.96094889,50.70358612
YKL007W,0.477858377,1.435519814,1.592755272,0.912373508,FALSE,1.347233577,1.408317234,1.31047857,1.37907684,0.964390712,1.114844636,1.365957548,1.039617674,131.0751836,150.5100873,141.0639413,169.2576252,152.1493796,172.7123445,1.148272946,1.076206322,0.898921862,1.020411011,0.833214246,0.780920984,0.630973127,0.716249047,180.6379187,241.1344842
YNL055C,0.72625,1.386764804,1.399718428,2.710479661,FALSE,3.363585661,2.140363005,1.265970375,1.211937139,2.865012397,2.783389233,1.539423506,2.824200815,3566.412438,3082.261643,3175.304051,3118.939226,2400.90807,2554.11735,0.86424711,0.890335626,0.769783537,0.818905777,1.438132888,1.481544954,1.356427495,1.442985278,2143.238409,1770.023152
YER117W,0.927426651,1.285768827,1.647045305,0.608370775,TRUE,1.301341855,2.733259474,1.173771673,1.426083514,0.643055854,1.076868935,1.777704887,0.859962394,1801.940706,2611.835431,2845.514696,1221.138872,2205.738063,1908.540247,1.449456923,1.579138918,1.806295839,1.562918265,1.208188278,1.31628412,1.318257734,1.140637677,2161.77849,1673.222168
YDL229W,0.43815164,0.982890188,0.928818194,2.310784235,TRUE,2.907945035,1.291295779,0.897275339,0.80421122,2.442529112,2.406343621,0.997594113,2.424436367,1667.529323,1272.577418,1389.147654,1027.344553,832.962678,863.1017218,0.763151448,0.833057407,0.810791935,0.840128776,1.15640486,1.262333494,0.990278715,1.026109917,1100.460108,841.139636
YGL135W,NA,1.197322528,1.341112041,0.787411678,TRUE,1.443929196,NA,1.093029506,1.161193178,0.832304426,1.194860896,1.127111342,1.013582661,671.6256005,827.9274351,923.9158444,579.8651867,821.6227851,803.5982538,1.232721675,1.375641196,1.416920353,1.38583635,0.512246727,0.571635686,0.578270659,0.565584719,1616.26691,1420.827379
YNL265C,0.389645178,1.358651518,1.253456323,0.742048394,FALSE,0.926588062,1.148340275,1.240305903,1.085297042,0.784354843,0.766757709,1.157981073,0.775556276,73.55113664,78.63606782,75.16846431,97.06139467,98.68762171,104.0795593,1.069134638,1.021989159,1.016754623,1.072306447,1.008392932,0.963925972,0.948345615,1.000159817,77.98157378,104.0629282
YOR184W,0.468651178,1.183673024,1.084027416,1.563647825,FALSE,NA,1.381182299,1.080568946,0.93859812,1.65279617,NA,1.133449788,1.65279617,168.9565637,170.3720638,174.9237195,221.3290773,214.3106844,241.1469066,1.008377894,1.035317691,0.968289784,1.089540107,1.090676123,1.119814598,0.996547626,1.121336427,156.2077506,215.0531283
YNL322C,0.918066815,1.233953794,1.129617974,1.079159474,FALSE,1.931872658,2.705674695,1.126469999,0.97807241,1.140685656,1.598637317,1.603405701,1.369661486,244.2787714,228.16557,222.2732217,237.2811103,207.192906,224.1339261,0.934037652,0.909916242,0.873195956,0.944592369,1.236855235,1.204913598,1.004607395,1.086748595,184.4723324,206.2426647
YJL109C,0.12888422,0.626552542,0.563002579,1.46614309,FALSE,1.310393404,0.379840299,0.571976556,0.487472138,1.549732392,1.084359151,0.479762998,1.317045771,105.5456355,50.47892816,46.89475222,90.50871606,45.79816327,47.18441721,0.478266372,0.444307829,0.506008319,0.521324567,0.952691199,0.885046877,1.442278789,1.48593479,52.98561401,31.75402954
YLR199C,0.802612821,1.08807373,1.15899068,0.913201622,FALSE,1.180992661,2.365415199,0.993296848,1.003504576,0.965266039,0.977279186,1.454072208,0.971272613,98.18511557,100.3890615,106.8706325,132.4826834,133.9704853,168.449169,1.022446843,1.088460627,1.011230161,1.271480655,1.192891329,1.269909778,0.964029728,1.212132703,84.15608282,138.969247
