gene_id,TE_WT_Arava,TE_WT_Park_HP,TE_WT_Park_LP,TE_WT_Gerashchenko,is_ambiguous_Gerashchenko,TE_WT_Sen,TE_WT_Arava_mean_norm,TE_WT_Park_HP_mean_norm,TE_WT_Park_LP_mean_norm,TE_WT_Gerashchenko_mean_norm,TE_WT_Sen_mean_norm,TE_WT_PP,TE_WT_RS,TPMsc_input_small_YM,TPMsc_MandP_small_YM,TPMsc_P_small_YM,TPMsc_input_large_YM,TPMsc_MandP_large_YM,TPMsc_P_large_YM,TE_rRNAdep_MandP_small_YM,TE_rRNAdep_P_small_YM,TE_rRNAdep_MandP_large_YM,TE_rRNAdep_P_large_YM,TE_polyA_MandP_small_YM,TE_polyA_P_small_YM,TE_polyA_MandP_large_YM,TE_polyA_P_large_YM,TPMsc_input_polyA_small_YM,TPMsc_input_polyA_large_YM
YKL135C,0.135403099,0.849475701,0.82411433,0.8747752,FALSE,1.086734863,0.399052372,0.775481948,0.713554057,0.924648809,0.899280239,0.629362792,0.911964524,78.62306515,48.35681238,53.24537369,103.414675,72.73051916,77.21706883,0.615046135,0.677223326,0.70329012,0.746674192,0.778384398,0.857074031,1.027933619,1.091344073,62.12459103,70.75410103
YDR264C,0.326379373,0.816431503,0.632182807,0.838720491,FALSE,0.895025071,0.961886863,0.745316071,0.547371391,0.886538512,0.740639126,0.751524775,0.813588819,73.65924778,50.11250721,54.50705045,42.68567,33.37700238,33.80627549,0.680328794,0.739989235,0.781925231,0.791981841,0.744258616,0.80952529,0.85990174,0.870961232,67.33211568,38.81490271
YLR138W,0.366016498,0.419556459,0.293486991,0.657889731,FALSE,0.683020128,1.078703161,0.383010909,0.254113811,0.695398037,0.565203644,0.571942627,0.63030084,39.01714798,22.84812587,24.41647677,34.62835463,15.11336985,17.09910255,0.585591901,0.625788353,0.436444931,0.493789056,0.5133177,0.548553075,0.36902185,0.417507314,44.51069165,40.95521677
YDR277C,0.168461521,0.949134092,0.814754916,1.042986067,FALSE,1.591072968,0.496480285,0.866459574,0.705450269,1.102449893,1.316623334,0.689463376,1.209536613,26.78435837,19.3689416,20.33329664,29.10649704,22.81141722,23.87522439,0.723143759,0.75914817,0.78372252,0.820271308,1.034838856,1.08636217,1.121278929,1.173569611,18.71686735,20.34410585
YHR195W,0.194398137,1.114353856,1.041160377,0.397436987,FALSE,0.486327474,0.572919215,1.017287837,0.901481972,0.420096085,0.40243918,0.830563008,0.411267632,77.10730841,79.44359968,66.26450859,103.6438851,96.71195595,107.8957716,1.03029922,0.859380388,0.933117818,1.041023998,0.901362158,0.751833008,0.917650741,1.0237683,88.13726974,105.3908112
YFL002C,0.171649368,0.664122303,0.533197066,0.466362572,FALSE,0.979420298,0.50587533,0.606273796,0.461665228,0.492951329,0.810476731,0.524604784,0.65171403,43.37344646,36.8036638,40.34585427,33.74325034,27.04059386,34.35526525,0.848529845,0.930197104,0.801363046,1.018137402,0.631747556,0.692550474,0.595113179,0.756095492,58.25691523,45.4377332
YDR282C,0.176507952,0.948989888,0.768395763,0.586694694,FALSE,0.726986259,0.520194272,0.866327932,0.665310497,0.620143953,0.601585905,0.683944234,0.610864929,25.89120714,23.33638016,22.91051655,17.98359313,14.35348079,13.75451427,0.901324532,0.884876338,0.798143101,0.764836825,0.610700805,0.599556178,0.661581122,0.633973537,38.21246013,21.69572305
YNL091W,0.08936653,0.502766261,0.431034132,0.754968914,FALSE,0.795536484,0.263375992,0.458972704,0.373208112,0.798012001,0.658311667,0.365185603,0.728161834,98.38001099,61.96429374,62.19800966,118.5543101,76.71815888,84.51051533,0.62984638,0.632222024,0.647114042,0.712842201,1.222685568,1.227297273,1.266296983,1.394916304,50.67884612,60.5846495
YMR269W,0.928905152,0.968255142,0.588347045,0.557476613,FALSE,1.753211443,2.737616828,0.883915082,0.50941648,0.58926006,1.450793987,1.376982797,1.020027024,9.141117857,7.641889332,4.53887118,5.775487767,10.82046342,4.085867007,0.83599068,0.496533493,1.873515079,0.707449686,0.211271261,0.125483764,0.327570207,0.123692327,36.17098359,33.0325017
YBL079W,0.161614376,0.547038267,0.46203128,1.428996425,FALSE,1.205807828,0.476300765,0.499388388,0.400046793,1.510467882,0.997813899,0.458578649,1.254140891,89.0111749,45.54260576,44.12004444,81.59430197,59.75090529,73.15588041,0.511650428,0.4956686,0.732292621,0.896580749,1.002976794,0.971647976,2.46938031,3.023379977,45.40743719,24.19672055
YMR270C,0.180780328,0.93996799,0.91843496,0.161925577,FALSE,0.255253031,0.532785578,0.858091888,0.795220964,0.171157449,0.21122356,0.728699476,0.191190505,30.11472307,29.93818709,27.46805518,19.85387224,26.73500674,31.27385282,0.994137885,0.912113823,1.346589039,1.575201676,0.870117133,0.798325742,1.212627842,1.418497665,34.40707687,22.04716552
YGL233W,0.173618954,0.934412042,0.843946314,0.79025116,FALSE,0.870550563,0.511679979,0.853019892,0.730725452,0.835305796,0.720386311,0.698475108,0.777846053,49.13002097,33.31181677,34.09014727,54.89797198,36.50568612,39.96278977,0.67803384,0.693876099,0.66497331,0.727946558,0.851849402,0.87175286,0.939129294,1.028065228,39.10528869,38.87184264
YKL186C,0.547105405,1.362193903,1.76324749,0.602912764,FALSE,1.189207115,1.612398168,1.243539727,1.526696423,0.637286664,0.984076701,1.460878106,0.810681683,60.43036464,75.0617842,62.42088022,85.27445998,91.33195191,84.17893679,1.242120326,1.032938997,1.071035242,0.987152974,1.002785837,0.833910029,0.858549019,0.791308431,74.85325523,106.3794261
YLR253W,0.126883333,0.949280778,0.849796702,0.394122887,FALSE,0.408951029,0.373943398,0.866593484,0.735790972,0.416593038,0.338409664,0.658775951,0.377501351,90.01385616,78.35123024,96.33746541,41.42808658,43.16595846,43.82061364,0.870435215,1.070251509,1.041949122,1.057751329,0.542605087,0.667165003,0.604417199,0.613583794,144.3982597,71.41748867
YPL210C,0.370295523,0.886371911,0.798461201,0.771247377,FALSE,0.946057647,1.091314063,0.809164306,0.691342461,0.815218549,0.782868918,0.863940277,0.799043734,140.7852496,113.4481167,115.5935543,74.68843921,61.35217656,63.46378304,0.805823885,0.821062964,0.821441407,0.849713607,0.916223189,0.93355005,0.8297245,0.858281785,123.8214859,73.94282871
YDL005C,0.290374776,0.690534006,0.624368885,0.651243391,FALSE,1.248330549,0.85577615,0.630384901,0.540605757,0.688372768,1.033001731,0.675588936,0.86068725,47.11130924,49.19034691,44.66044608,57.32876761,39.3277692,47.68316246,1.044130331,0.94797718,0.686004092,0.831749302,0.816160447,0.741000865,0.61933684,0.750918238,60.27043715,63.49980604
YIL129C,0.078424933,0.506160766,0.397426017,1.762223805,FALSE,1.180992661,0.231129537,0.46207153,0.344108744,1.862693575,0.977279186,0.345769937,1.419986381,52.51968971,20.93607645,20.36779519,93.55757553,53.68712698,59.74325466,0.398632904,0.387812558,0.573840511,0.63857207,1.139492361,1.108562394,2.962071466,3.296205252,18.37316086,18.12485877
YKR030W,0.272241971,1.36896797,1.538382287,0.733179101,FALSE,0.61985385,0.802336169,1.249723738,1.331998343,0.774979884,0.512933133,1.128019417,0.643956509,69.43004179,76.08218584,72.56079584,39.36014792,37.44147618,61.17676885,1.095810745,1.04509221,0.951253442,1.554281985,1.040221393,0.992075757,0.726200248,1.186560713,73.14037797,51.55806034
YDR162C,0.736972996,1.148515026,1.065102073,0.905167805,FALSE,1.086734863,2.171965213,1.048473392,0.922211734,0.95677419,0.899280239,1.380883446,0.928027214,45.51331448,42.72077439,44.64895101,53.14405358,53.09851253,62.77658484,0.938643447,0.981008558,0.999143064,1.181253228,0.609549927,0.637061599,0.557317738,0.65889801,70.08576736,95.27511674
YKL005C,0.114759328,0.796495934,0.676565843,0.453204591,FALSE,0.423372656,0.338212213,0.727116995,0.585800155,0.479043171,0.350343655,0.550376454,0.414693413,43.79530723,34.63770914,36.82090649,37.45865586,27.56466768,30.70340063,0.790900015,0.840750044,0.735869108,0.819661035,0.681270908,0.72421107,0.818544636,0.911750658,50.84278326,33.67521633
YNR055C,0.184538654,0.904117326,0.71444354,0.420300113,FALSE,0.463294031,0.543861905,0.825364003,0.618596314,0.444262708,0.383378854,0.662607407,0.413820781,51.21032434,39.0080401,45.64590716,46.30402669,52.36652896,49.63864617,0.761722184,0.891341887,1.130928187,1.072015756,0.556171305,0.650813107,0.825318033,0.782325478,70.13673616,63.45012087
YBR125C,0.297460694,1.343371411,1.176266248,0.77891929,FALSE,0.496546248,0.876659366,1.226356773,1.018462515,0.823327861,0.410895282,1.040492885,0.617111572,74.97648947,73.0133562,74.68580531,89.84242323,108.5335004,98.9027569,0.973816682,0.996122996,1.208042888,1.100846942,0.925647934,0.946850892,1.246915401,1.136270094,78.87810634,87.04159106
YPR159W,0.478516135,0.90426,0.812347918,1.459070894,FALSE,1.356604327,1.410255742,0.825494249,0.703366185,1.542256988,1.122598994,0.979705392,1.332427991,130.1331094,82.10049015,87.2715496,210.1384975,123.9785564,148.2294771,0.630896245,0.670632939,0.589984976,0.70538944,0.730990932,0.777032041,0.70622368,0.844365105,112.3139652,175.5514009
YKL025C,0.236633971,0.681115468,0.593161381,1.067865668,FALSE,1.945309895,0.697394281,0.621786768,0.513584941,1.128747956,1.609756719,0.610921997,1.369252337,76.504524,66.13021934,67.23573451,71.46822077,60.39256794,69.57615518,0.864396194,0.878846518,0.845026885,0.973525777,1.332069835,1.354338374,1.221717674,1.407497998,49.64470901,49.43250737
YML077W,0.504078125,1.420740962,1.701662062,0.508935483,FALSE,1.00695555,1.485590596,1.296987033,1.473373079,0.537951451,0.833262333,1.418650236,0.685606892,63.73350972,64.46679336,66.18140998,37.65550513,68.53769975,45.13802249,1.011505465,1.038408371,1.820124295,1.198709786,0.876058981,0.899359431,0.972422774,0.640424777,73.58727524,70.48138068
YBR110W,0.576500148,0.886313796,0.806599693,0.577352383,FALSE,0.952637998,1.699028695,0.809111253,0.698389122,0.610269009,0.788314202,1.068843023,0.699291605,0.425072398,29.75546416,40.31680919,27.99873245,13.15262297,19.01906113,70.00093238,94.84692351,0.4697578,0.679282934,0.640142314,0.867353148,0.356559064,0.515594391,46.48257663,36.88764163
YNL099C,0.327485356,1.147693257,1.228171554,0.390597753,FALSE,0.952637998,0.965146354,1.047723203,1.063404388,0.412866926,0.788314202,1.025424649,0.600590564,57.59785847,73.85677716,70.24077127,62.66483298,86.75795372,91.80384971,1.282283389,1.219503175,1.384475943,1.464997916,0.852714196,0.810965562,0.896892498,0.949056318,86.61375352,96.73171965
YAR014C,0.106275533,0.515688985,0.365090661,0.749781964,FALSE,0.61985385,0.313209253,0.470769792,0.316111385,0.792529327,0.512933133,0.36669681,0.65273123,50.72530824,39.6432772,44.80318536,52.43501806,41.30392539,48.98335331,0.781528562,0.883251121,0.787716433,0.934172527,0.624309632,0.705568816,0.716770061,0.850035458,63.4993842,57.62507063
YPL111W,0.563588024,1.517607252,1.688930694,2.784669863,FALSE,1.879045498,1.660974811,1.385415765,1.462349707,2.94343241,1.554922495,1.502913427,2.249177452,156.0369418,134.2392689,143.6408404,228.4685561,187.122373,222.2692573,0.860304408,0.920556624,0.819029,0.972865855,1.173476381,1.255661885,0.832605059,0.988991883,114.3945214,224.7432574
YDL065C,0.365422991,0.816491981,0.418754449,1.079883207,FALSE,0.952637998,1.076954013,0.745371282,0.362575829,1.141450652,0.788314202,0.728300375,0.964882427,53.00606679,54.17291885,63.0941835,67.99568211,53.89833896,69.10497475,1.022013557,1.190320039,0.792672965,1.016314163,0.568539681,0.662167513,0.441680533,0.566294299,95.28432344,122.0301438
YOR350C,0.096732229,0.93904684,0.93359664,0.366745967,FALSE,0.341510064,0.285083765,0.857250975,0.808348606,0.387655277,0.282601822,0.650227782,0.335128549,33.8641542,25.98083811,24.16514925,38.42723666,32.81300753,29.22369416,0.767207648,0.713590811,0.853899744,0.760494293,0.757832508,0.704870858,0.953022849,0.848774628,34.2830874,34.43045209
YGL002W,0.351289401,1.281678438,1.506319089,0.602192481,FALSE,0.757858283,1.035300293,1.170037578,1.304236631,0.636525317,0.627132708,1.169858168,0.631829013,46.65732062,54.87145619,53.64798159,70.57259962,49.48068995,59.38342259,1.176052449,1.149829885,0.701131745,0.841451539,0.722125559,0.70602425,0.770327511,0.924495681,75.98603249,64.23331533
YDR289C,0.430527886,0.709526161,0.549465982,0.978879244,FALSE,1.164733586,1.268827484,0.647722741,0.475751563,1.034688144,0.963824695,0.797433929,0.999256419,29.73363383,21.05048819,24.24566815,39.65870518,28.47484093,28.84294424,0.707968905,0.815429029,0.717997242,0.72727902,0.384795422,0.443202173,0.40496377,0.410198865,54.70566179,70.31453938
YCR023C,0.176911993,1.126006941,1.035810442,0.411324244,FALSE,0.408951029,0.521385041,1.027925878,0.896849765,0.434775097,0.338409664,0.815386895,0.38659238,42.49024198,31.87587352,36.95626754,36.84832352,28.35896859,30.41173581,0.750192798,0.869758933,0.769613537,0.825322102,0.598688983,0.694108358,0.587873415,0.6304267,53.24279291,48.23992351
YKL144C,0.357831925,1.632834633,2.062596117,0.548811041,FALSE,0.817902059,1.05458205,1.490606242,1.785885494,0.580100437,0.676819327,1.443691262,0.628459882,46.57205659,52.72447536,55.34441234,33.74338539,39.36979907,38.88793842,1.13210537,1.188360927,1.166741233,1.152461082,0.960934823,1.008684728,0.873641308,0.862948509,54.86789958,45.0640311
YOR089C,0.575905182,0.911412696,0.76948954,1.149045092,FALSE,NA,1.697275243,0.832023909,0.666257537,1.214555667,NA,1.065185563,1.214555667,84.12753959,99.7200209,103.6304415,108.7715884,112.1295315,121.1570072,1.185343365,1.231825416,1.03087151,1.113866305,0.600436376,0.623981886,0.530405872,0.573108504,166.0792466,211.403262
YMR077C,0.333856306,1.346285701,1.312209085,0.419984539,FALSE,0.366021424,0.983922461,1.229017212,1.136167741,0.443929142,0.302885133,1.116369138,0.373407138,16.57783828,21.35393393,23.50982371,19.42997359,18.25420809,17.36595745,1.288101233,1.418147729,0.939487025,0.893771541,0.543831679,0.598736839,0.505013939,0.480439937,39.26570438,36.14594898
YNL077W,0.123975803,0.992934902,0.92423343,0.682127947,FALSE,1.526259209,0.36537449,0.906445107,0.800241531,0.721018148,1.262989523,0.690687043,0.992003835,12.98181726,12.60245652,12.47887896,20.72763249,13.71345127,12.76869197,0.970777532,0.961258252,0.661602394,0.616022692,0.883099198,0.874439677,0.754753694,0.70275653,14.27071448,18.16943909
YPR125W,0.484417612,0.933402538,1.031048226,0.703159227,FALSE,1.443929196,1.427648241,0.852098321,0.892726431,0.743248485,1.194860896,1.057490998,0.96905469,93.84511991,69.27678613,68.10847714,52.13040052,37.54353472,45.81314407,0.738203395,0.725754064,0.720185043,0.878818187,0.741107445,0.728609139,0.516219276,0.629925451,93.4773852,72.72788229
YGR063C,0.747490291,2.224784374,3.134701097,0.781472811,FALSE,0.926588062,2.202961192,2.030994081,2.71416065,0.826026966,0.766757709,2.316038641,0.796392337,36.47838212,42.60338317,56.70660407,29.36514764,35.63082386,22.20522304,1.167907695,1.554526291,1.213371181,0.756176108,0.16869331,0.22453674,0.205994982,0.128376614,252.549334,172.9693775
YJR060W,0.446981155,1.11701862,0.781353189,1.48513171,FALSE,1.094293701,1.31731763,1.019720487,0.6765296,1.569803612,0.905535227,1.004522572,1.237669419,49.43273796,41.44159202,41.90565416,39.57416516,29.62012646,34.31193997,0.838343044,0.847730793,0.74847129,0.867028776,0.671536994,0.679056852,0.606068508,0.702069462,61.71155483,48.87257148
YLL013C,0.085709091,0.706112266,0.346324988,6.317646259,FALSE,1.8276629,0.252596995,0.644606214,0.299863249,6.677834596,1.512403058,0.399022152,4.095118827,216.6470863,132.8548164,133.6187224,160.2873181,121.0938454,122.0684878,0.613231494,0.616757533,0.75547989,0.761560485,2.546261851,2.560902681,3.603800978,3.632806723,52.17641554,33.60170169
YDL146W,NA,1.335506916,1.559994892,0.30005177,FALSE,0.371130893,NA,1.219177316,1.350711478,0.31715864,0.307113252,1.284944397,0.312135946,21.18251585,14.88872227,17.41123818,21.10828203,17.97812853,19.50994216,0.702877901,0.821962712,0.851709699,0.924279017,0.641316889,0.749971751,0.691115414,0.750001411,23.21585868,26.01320728
YGR095C,0.457594073,1.296116193,1.40095148,0.820873387,FALSE,0.806641759,1.348595421,1.18321773,1.213004769,0.86767389,0.667501355,1.24827264,0.767587622,63.59092521,77.83399381,83.18558926,46.75674119,63.06686802,75.85819264,1.223979578,1.308136169,1.348829418,1.622401192,1.036845597,1.108135504,0.879627412,1.058034873,75.06806612,71.69725173
YPL058C,0.042132011,0.430698623,0.332726912,0.460407052,FALSE,1.892115293,0.124169083,0.393182533,0.288089443,0.486656266,1.565737836,0.268480353,1.026197051,17.33833726,7.079283657,8.681411291,17.40854207,11.89416738,13.68170858,0.408302339,0.500706104,0.68323742,0.785919264,0.733296009,0.899249777,1.315564674,1.513277215,9.654059983,9.041111863
YJR050W,0.511749675,1.251229524,1.30410727,0.809619147,FALSE,0.742261785,1.508199756,1.142240923,1.129152836,0.855778011,0.614226504,1.259864505,0.735002258,29.29935048,29.41329883,34.51059926,18.1510526,22.82050653,27.70879892,1.003889108,1.177862263,1.25725527,1.526567056,0.716496365,0.840664595,0.657622489,0.798489257,41.05156739,34.70153
YLL018C-A,NA,0.946573019,0.896979027,0.563631974,FALSE,1.021012126,NA,0.864121585,0.776643483,0.595766357,0.844894242,0.820382534,0.720330299,139.4180714,123.4216167,102.1533526,102.1016375,93.83615441,85.66311193,0.885262688,0.73271242,0.919046518,0.838998414,1.708028246,1.413697344,3.461774,3.160256678,72.25970469,27.10637795
YNR020C,0.265705535,0.947059671,0.765045187,0.711792238,FALSE,0.716977624,0.783072354,0.864565847,0.662409422,0.752373691,0.593303694,0.770015874,0.672838693,30.66638382,55.74720443,56.88275923,15.9149843,21.6308861,30.69520006,1.817860389,1.854889692,1.359152211,1.928698105,0.654050601,0.667373427,0.527775996,0.748937871,85.23377904,40.9849752
YER184C,0.119401086,0.615249435,0.511601526,0.131808102,FALSE,0.050765775,0.351892141,0.561658008,0.442966869,0.139322885,0.042009012,0.452172339,0.090665949,11.86611084,7.251109838,6.248454416,13.55225452,9.563441519,8.627512755,0.611077204,0.526579812,0.705671628,0.636610886,0.775232415,0.668036275,1.642721548,1.481956164,9.35346575,5.821705773
YJL141C,0.146214596,0.747085273,0.704583232,0.576179469,FALSE,0.615572207,0.430915403,0.682010259,0.61005883,0.609029223,0.509390045,0.574328164,0.559209634,78.20756045,60.53604295,55.27613701,182.4538359,153.7694507,175.9456437,0.774043361,0.706787639,0.842785519,0.96432965,1.357751361,1.239777934,2.373739335,2.716073273,44.58551446,64.7794172
YPR048W,0.169088275,0.819502771,0.804400077,0.510670969,FALSE,0.737134609,0.498327418,0.748119816,0.696484599,0.539785883,0.609983732,0.647643945,0.574884807,20.10207043,16.65837999,17.66680285,18.05457772,14.35957521,14.01759242,0.828689764,0.878854888,0.795342624,0.776401012,0.474063332,0.502760978,0.506646022,0.494579912,35.13956654,28.34242167
YNL059C,0.332423713,0.504782806,0.393516502,0.855964325,FALSE,0.946057647,0.979700401,0.460813597,0.340723716,0.904765469,0.782868918,0.593745905,0.843817194,57.34199399,37.34697062,39.11818152,49.25863956,30.22490875,32.99379436,0.651302266,0.682190813,0.613596092,0.669807259,0.673048795,0.704968689,0.724028941,0.790356794,55.48924671,41.74544283
YDR141C,0.142709492,0.588353306,0.466537304,1.868063795,FALSE,2.0139111,0.420585359,0.537104672,0.403948304,1.974567826,1.666524667,0.453879445,1.820546246,47.74390494,21.51597661,19.8792951,65.27215316,32.84272761,34.58432064,0.450653893,0.416373464,0.503165991,0.529848013,0.824221008,0.761524004,1.385209219,1.458664468,26.10462048,23.70957914
YOR245C,0.583075091,0.967832545,0.89784894,0.755944427,FALSE,0.655196702,1.718405996,0.883529295,0.777396692,0.799043131,0.542179575,1.126443995,0.670611353,46.06884099,36.5194492,32.04190076,48.2549463,35.02980153,41.72413458,0.792714738,0.695522181,0.725931831,0.864660263,0.801224417,0.702988512,0.598411657,0.712770481,45.57955105,58.53796654
YDR300C,0.401964802,1.075090249,1.04686259,1.134777793,FALSE,1.547564994,1.184647974,0.981444295,0.906419196,1.199474946,1.2806202,1.024170488,1.240047573,70.39173435,48.93309654,62.02975401,56.78570603,40.19429414,58.58940875,0.695154012,0.881207923,0.707824151,1.031763323,0.568108742,0.720159728,0.50434303,0.735158075,86.13332791,79.69634111
YNL048W,0.466925392,0.909208437,0.765374467,0.671804905,FALSE,1.347233577,1.376096157,0.830011652,0.662694527,0.710106558,1.114844636,0.956267445,0.912475597,77.11263651,71.72484266,63.86355076,63.57871935,57.39378284,64.89814612,0.930130857,0.828185284,0.90272002,1.020752648,0.994852291,0.885813024,0.766411599,0.8666216,72.09597174,74.88637038
YBR066C,0.313859276,1.427284638,1.427412503,1.429786071,FALSE,0.435275282,0.924988342,1.302960721,1.235915874,1.511302549,0.360193155,1.154621646,0.935747852,76.71304371,78.71594477,66.96085546,22.92022041,23.24345362,14.03155581,1.026109003,0.872874445,1.014102535,0.612191138,1.038512348,0.88342553,0.998505521,0.602775567,75.79683086,23.27824247
YPR097W,0.208509525,0.500620574,0.388199587,1.309273112,FALSE,0.939522749,0.614507503,0.457013917,0.336120099,1.383918777,0.777461248,0.46921384,1.080690012,47.24810234,25.66883316,24.02682086,40.08192859,26.25059239,26.83234693,0.543277547,0.508524569,0.654923386,0.669437521,0.690691888,0.646508946,0.987444802,1.009328137,37.16394183,26.58436434
YMR153W,0.146520798,0.842555225,0.756745303,0.850264141,FALSE,0.888842681,0.431817826,0.769164281,0.655223021,0.8987403,0.735523158,0.618735043,0.817131729,52.10113005,54.55387151,53.52368788,45.61693646,37.83308477,40.3920544,1.04707655,1.027303781,0.829364874,0.885461794,1.257862528,1.234109322,1.127950868,1.204243669,43.37029706,33.54142972
YHR091C,0.089972826,0.929201802,1.047832199,0.269744133,FALSE,NA,0.265162834,0.848263491,0.907258725,0.285123071,NA,0.673561683,0.285123071,54.78117734,42.51295618,45.44581286,24.89980395,19.10224382,18.74061012,0.776050429,0.829588101,0.767164427,0.75264087,0.598978455,0.640300398,0.512594919,0.50289074,70.97576859,37.26576894
YMR212C,0.201477522,0.713766396,0.591188109,0.645114829,FALSE,0.716977624,0.593783181,0.65159363,0.511876397,0.681894798,0.593303694,0.585751069,0.637599246,40.16473031,29.79032399,29.26875684,29.82731549,21.31802426,21.24697356,0.741703573,0.728717873,0.714714815,0.712332746,0.582476562,0.572278598,0.648746543,0.64658434,51.14424503,32.86032811
YLR305C,0.055016702,0.602043828,0.472640521,1.760222886,FALSE,1.385109468,0.162142118,0.549602678,0.409232735,1.860578576,1.146187185,0.373659177,1.503382881,53.44160977,21.16787941,19.67401466,54.20728611,28.67541057,29.40377036,0.396093596,0.368140382,0.528995503,0.542432069,0.773281189,0.718709,1.426494587,1.462727766,27.37410365,20.10201149
YHL039W,0.278272696,1.006250163,0.970152179,0.497352436,FALSE,1.109569472,0.820109583,0.918600539,0.839999983,0.52570802,0.918176028,0.859570035,0.721942024,53.93272132,54.71594127,50.06402136,50.89952284,47.85754549,48.12033936,1.014522166,0.928268037,0.940235641,0.945398634,0.773719525,0.707938307,0.667703293,0.671369765,70.71805669,71.67486813
YER151C,0.273173461,0.490792538,0.423097541,1.893528771,FALSE,1.101905116,0.805081405,0.448041955,0.366336266,2.001484638,0.911833723,0.539819875,1.45665918,68.88265221,39.2844539,36.78822575,69.20155904,52.1083828,50.03638985,0.570309833,0.534070983,0.752994348,0.723052927,0.709289956,0.664219976,1.182488314,1.135468865,55.3856058,44.06672115
YMR026C,0.1913505,1.222799897,1.35009416,0.210041104,FALSE,0.376311687,0.563937392,1.116287664,1.168970288,0.22201619,0.311400393,0.949731781,0.266708291,32.22919576,37.90697602,34.93643789,29.61807557,34.11614623,37.02935599,1.176168847,1.08399968,1.151869106,1.250228291,0.599710434,0.552714791,0.74082407,0.804083733,63.20879854,46.05161687
YNR004W,0.465741497,1.420511842,2.018865296,0.322424537,FALSE,NA,1.372607049,1.29677787,1.748021446,0.340806946,NA,1.472468788,0.340806946,10.4590632,12.72174918,8.490375369,3.793326501,6.342499657,3.365017635,1.216337346,0.811772068,1.672015223,0.887088848,1.205721297,0.804687017,1.586193611,0.841556131,10.55115242,3.998565883
YGR184C,0.060812764,0.751211484,0.613334609,1.940635246,FALSE,NA,0.179223946,0.685777056,0.531051801,2.051276797,NA,0.465350934,2.051276797,74.63287064,30.78628041,31.57943833,105.1834318,52.85156453,58.28762135,0.412502965,0.423130426,0.502470433,0.554152117,0.758425106,0.777964683,1.209714703,1.334140118,40.59238039,43.68928014
YOR266W,0.16424434,1.020608683,1.100472843,0.381683572,FALSE,0.378929142,0.484051647,0.931708357,0.952837286,0.403444519,0.313566354,0.78953243,0.358505437,42.4866513,47.20222614,57.21726557,24.55578617,32.10971413,28.96689778,1.110989562,1.346711586,1.307623137,1.179636342,0.722303558,0.875556894,0.758290719,0.684071171,65.34956888,42.34485973
YFR013W,0.150015888,0.548559705,0.445972411,0.632003233,FALSE,0.870550563,0.442118358,0.500777301,0.386142325,0.668035671,0.720386311,0.443012661,0.694210991,33.12902159,26.92289316,28.03309101,29.23224357,20.52838243,23.54952399,0.812667923,0.846179261,0.702251347,0.805600978,0.772008706,0.803843413,0.634150665,0.727477985,34.87382065,32.3714593
YDR057W,0.22848636,0.944669286,0.831846094,1.043094893,FALSE,1.132883885,0.673382102,0.862383677,0.720248555,1.102564923,0.937468858,0.752004778,1.020016891,23.9467992,14.90900977,16.11395346,33.59056175,18.88924994,26.891737,0.622588833,0.672906359,0.562338019,0.800574197,0.342973207,0.370692244,0.341940346,0.486804393,43.46989645,55.24136062
YGL006W,0.216501224,0.693844894,0.527224156,1.061046748,FALSE,NA,0.638060186,0.633407394,0.456493623,1.121540269,NA,0.575987067,1.121540269,94.90403576,50.19262793,49.69604567,64.71448952,38.55553765,37.61034719,0.528877698,0.52364523,0.595779059,0.581173513,0.642712393,0.636353699,0.829087477,0.808762366,78.09500561,46.50358223
YJL059W,0.3156615,1.596200625,1.987621709,0.689553577,FALSE,0.673616788,0.930299753,1.457163247,1.720969388,0.728867135,0.557422318,1.369477463,0.643144727,18.82586088,21.17693972,20.17241922,16.57724089,19.95258457,19.91643099,1.124885595,1.071527052,1.203613116,1.2014322,0.735009671,0.700144752,0.81872784,0.817244326,28.81178379,24.37022854
YLR272C,NA,0.658699234,0.574256621,0.672516035,FALSE,0.742261785,NA,0.601323104,0.497216377,0.710858232,0.614226504,0.549269741,0.662542368,19.84762484,13.83025111,12.50781043,21.81384006,19.73247945,20.58868557,0.69682147,0.6301918,0.904585318,0.94383591,1.069683003,0.967400528,1.790202375,1.867880511,12.92929874,11.02248535
YBR107C,0.435694458,1.168502728,1.100742631,0.189055494,FALSE,0.230046913,1.284054113,1.066720061,0.953070881,0.199834126,0.190365332,1.101281685,0.195099729,7.916780516,4.447317826,5.630608131,7.11780196,4.983276986,7.783449811,0.561758384,0.711224483,0.700114588,1.093518737,0.247871393,0.313822114,0.389816207,0.608859369,17.94203747,12.78365777
YDL036C,0.23006077,1.037817677,1.062243284,0.403569783,FALSE,1.319507911,0.678022116,0.947418358,0.919736471,0.42657853,1.091901465,0.848392315,0.759239998,53.81503987,46.75343631,49.55871977,49.7021708,41.85928866,35.32285249,0.868780111,0.920908354,0.842202423,0.710690337,1.109048058,1.175592775,1.169531651,0.98690626,42.15636641,35.79149707
YMR316W,0.068082789,0.983485758,1.062428495,0.498899658,FALSE,0.312082637,0.200649754,0.897819032,0.919896834,0.527343454,0.258250433,0.67278854,0.392796943,6.451333753,7.841430026,8.061732479,6.7169847,10.20661143,5.420431382,1.215474245,1.249622603,1.519522805,0.806973906,0.429063782,0.441118191,0.753021676,0.399907682,18.27567451,13.55420669
