Gene_ID	Gene_name	baseMean	log2FoldChange	lfcSE	stat	pvalue	padj	Direction	Model_factor
YDR184C	ATC1	563.344724	-0.696390477	0.084613349	-2.321034194	0.020284998	0.082004236	Downregulated	Age_48h_vs_log
YKR101W	SIR1	231.7720376	0.758603443	0.11148897	2.319542842	0.020365621	0.082280082	Upregulated	Age_48h_vs_log
YKL110C	KTI12	636.8561484	-0.651927731	0.065596407	-2.316098352	0.020552899	0.082986235	Downregulated	Age_48h_vs_log
YLR211C	ATG38	177.0053743	0.772748903	0.11781067	2.315146011	0.020604943	0.083145826	Upregulated	Age_48h_vs_log
YPL073C	YPL073C	1.056973735	2.459249508	0.846799312	2.313711739	0.02068354	0.083361693	Upregulated	Age_48h_vs_log
YPR181C	SEC23	2734.481051	-0.694345236	0.083990143	-2.313905292	0.020672918	0.083361693	Downregulated	Age_48h_vs_log
YGL115W	SNF4	650.9410679	-0.687191399	0.080953226	-2.312340193	0.020758943	0.083614859	Downregulated	Age_48h_vs_log
YIL146C	ATG32	289.8137989	0.753975388	0.109880723	2.311373471	0.020812235	0.083778706	Upregulated	Age_48h_vs_log
YLR337C	VRP1	1193.524086	0.780926033	0.121624875	2.309774475	0.020900643	0.084083629	Upregulated	Age_48h_vs_log
YPL063W	TIM50	1796.748211	-0.675860576	0.076215997	-2.307397174	0.021032689	0.084563631	Downregulated	Age_48h_vs_log
YGL109W	YGL109W	1.500911711	2.362788202	0.810789556	2.297499011	0.021590319	0.086753117	Upregulated	Age_48h_vs_log
YLR287C-A	RPS30A	5442.610841	-0.815721921	0.137582339	-2.294785241	0.021745435	0.087270803	Downregulated	Age_48h_vs_log
YFL005W	SEC4	1213.247594	-0.715169355	0.093763551	-2.294808087	0.021744125	0.087270803	Downregulated	Age_48h_vs_log
YPL185W	YPL185W	12.84181489	1.150570328	0.283673365	2.293378257	0.021826237	0.087542191	Upregulated	Age_48h_vs_log
YHR007C-A	YHR007C-A	105.9908208	0.903194105	0.17598864	2.291023478	0.021962056	0.088033781	Upregulated	Age_48h_vs_log
YHR124W	NDT80	28.77409068	1.042966075	0.237213118	2.288937809	0.022082966	0.088465055	Upregulated	Age_48h_vs_log
YBR049C	REB1	804.7793644	-0.718821464	0.095651579	-2.287693174	0.022155396	0.08870171	Downregulated	Age_48h_vs_log
YIL082W	YIL082W	32.81436122	1.920484838	0.621536236	2.285441708	0.022286941	0.089174615	Upregulated	Age_48h_vs_log
YBR182C-A	YBR182C-A	2.625555766	1.925351772	0.624622099	2.281942594	0.02249273	0.089943835	Upregulated	Age_48h_vs_log
YAL064W-B	YAL064W-B	22.49126706	1.045053653	0.238880688	2.281698271	0.02250716	0.089947388	Upregulated	Age_48h_vs_log
YOL012C	HTZ1	538.4593201	-0.70521909	0.090114469	-2.277315655	0.022767383	0.090883682	Downregulated	Age_48h_vs_log
YBR061C	TRM7	504.2571409	-0.674619982	0.076678794	-2.277291709	0.022768812	0.090883682	Downregulated	Age_48h_vs_log
YDL185C-A	YDL185C-A	0.769750654	2.883297315	1.047134985	2.276017274	0.022844976	0.09113293	Upregulated	Age_48h_vs_log
YMR135W-A	YMR135W-A	1.840077256	2.431360353	0.849865877	2.272547241	0.023053478	0.091909485	Upregulated	Age_48h_vs_log
YJL122W	ALB1	1042.801283	-0.764308583	0.116449103	-2.269734811	0.023223678	0.092532495	Downregulated	Age_48h_vs_log
YNL121C	TOM70	2616.439481	-0.686955368	0.08237844	-2.269469629	0.023239782	0.092541147	Downregulated	Age_48h_vs_log
YBR051W	YBR051W	3.734239707	1.711134636	0.533779898	2.268977608	0.023269688	0.092604712	Upregulated	Age_48h_vs_log
YHR185C	PFS1	10.97261369	1.354912874	0.376989385	2.267737256	0.023345226	0.092849694	Upregulated	Age_48h_vs_log
YIL122W	POG1	298.381054	0.741563553	0.106543493	2.267276459	0.023373343	0.09290589	Upregulated	Age_48h_vs_log
YPR098C	YPR098C	449.7767417	0.673369383	0.076485018	2.266710376	0.023407924	0.092987699	Upregulated	Age_48h_vs_log
YKL218C	SRY1	321.545533	0.812142169	0.137779559	2.265518718	0.023480867	0.093221708	Upregulated	Age_48h_vs_log
YKL159C	RCN1	180.3159509	0.771370497	0.119845153	2.264342707	0.023553045	0.093452404	Upregulated	Age_48h_vs_log
YDL039C	PRM7	986.9462779	-1.112771875	0.270983966	-2.261284618	0.023741638	0.094144454	Downregulated	Age_48h_vs_log
YDR204W	COQ4	447.731684	0.67917406	0.079254471	2.260743879	0.023775122	0.094220977	Upregulated	Age_48h_vs_log
YFR009W	GCN20	2234.294253	-0.635926749	0.060217308	-2.257270447	0.023991181	0.095020526	Downregulated	Age_48h_vs_log
YLR175W	CBF5	6380.428554	-0.687349284	0.083015521	-2.25679825	0.024020684	0.095080682	Downregulated	Age_48h_vs_log
YNL154C	YCK2	1575.155145	-0.663848869	0.072690905	-2.254049099	0.024193079	0.095706035	Downregulated	Age_48h_vs_log
YDL022W	GPD1	1540.12697	0.851422824	0.155966359	2.253196313	0.024246774	0.095861352	Upregulated	Age_48h_vs_log
YGR290W	YGR290W	0.997394085	2.670308489	0.964455439	2.25029421	0.024430275	0.096471991	Upregulated	Age_48h_vs_log
YLL055W	YCT1	259.578117	0.766392037	0.118378714	2.250337307	0.024427541	0.096471991	Upregulated	Age_48h_vs_log
YNL114C	YNL114C	12.70298469	1.204880806	0.313283648	2.249976368	0.024450445	0.096494272	Upregulated	Age_48h_vs_log
YLR352W	YLR352W	405.1846851	0.733097007	0.103838562	2.244801959	0.024780849	0.097740142	Upregulated	Age_48h_vs_log
YPR201W	ARR3	37.86187291	0.866424923	0.163340046	2.2433257	0.024875819	0.098045913	Upregulated	Age_48h_vs_log
YLR108C	YLR108C	204.9818878	-1.215732065	0.319076207	-2.243138314	0.024887897	0.098045913	Downregulated	Age_48h_vs_log
YEL009C-A	YEL009C-A	6.95033231	1.264241034	0.340984366	2.241278813	0.02500802	0.098460742	Upregulated	Age_48h_vs_log
YDR110W	FOB1	539.0939973	-0.66022088	0.071497298	-2.240936138	0.025030212	0.098489732	Downregulated	Age_48h_vs_log
YIL064W	EFM4	598.4208154	-0.774584875	0.12269429	-2.237959677	0.025223685	0.099192252	Downregulated	Age_48h_vs_log
YKL054C	DEF1	3248.513667	-0.747863701	0.110816415	-2.236705645	0.025305585	0.09945544	Downregulated	Age_48h_vs_log
YGL217C	YGL217C	1.129800909	2.400623714	0.85037033	2.235054124	0.025413796	0.099691027	Upregulated	Age_48h_vs_log
YGR109W-A	YGR109W-A	21.26325403	1.625945017	0.503706254	2.235320702	0.025396302	0.099691027	Upregulated	Age_48h_vs_log
YNL244C	SUI1	2448.262818	-0.730699938	0.103217882	-2.23507722	0.02541228	0.099691027	Downregulated	Age_48h_vs_log
YFL001W	DEG1	384.5025383	-0.648107762	0.066271165	-2.234874875	0.025425564	0.099691027	Downregulated	Age_48h_vs_log
YJL069C	UTP18	1178.061436	-0.685664803	0.083097076	-2.234312104	0.025462544	0.099777121	Downregulated	Age_48h_vs_log
YOR383C	FIT3	2921.968264	1.547910788	0.46966459	2.231189685	0.025668567	0.100522997	Upregulated	Age_48h_vs_log
YNL170W	YNL170W	96.43833903	0.766996566	0.119677377	2.230969392	0.025683157	0.100522997	Upregulated	Age_48h_vs_log
YGL244W	RTF1	1421.723321	-0.659868805	0.071795102	-2.226736934	0.02596486	0.101565726	Downregulated	Age_48h_vs_log
YDL133C-A	RPL41B	797.5791603	-1.04403918	0.245152578	-2.219186049	0.02647407	0.103496628	Downregulated	Age_48h_vs_log
YLR365W	YLR365W	2.291050173	1.957521057	0.657244857	2.217622612	0.026580575	0.103851869	Upregulated	Age_48h_vs_log
YOR253W	NAT5	531.5776563	-0.747320813	0.111608895	-2.215959689	0.026694263	0.104234741	Downregulated	Age_48h_vs_log
YDL166C	FAP7	449.5638032	-0.724368923	0.101370662	-2.213351666	0.02687341	0.104872615	Downregulated	Age_48h_vs_log
YER035W	EDC2	426.2581249	0.803968797	0.137535192	2.210116504	0.027097078	0.105683377	Upregulated	Age_48h_vs_log
YER024W	YAT2	368.9879426	0.678059798	0.080589197	2.209474786	0.027141634	0.105795032	Upregulated	Age_48h_vs_log
YJR045C	SSC1	8306.245474	-0.783734699	0.129172119	-2.196563013	0.02805167	0.10927812	Downregulated	Age_48h_vs_log
YAL017W	PSK1	914.8864985	0.654985171	0.070605052	2.195100304	0.028156403	0.109621824	Upregulated	Age_48h_vs_log
YOL093W	TRM10	525.5705972	-0.643673283	0.065531676	-2.19242496	0.028348836	0.110306367	Downregulated	Age_48h_vs_log
YFL015W-A	YFL015W-A	2.389843867	1.948764711	0.662876266	2.185573364	0.028846833	0.112178376	Upregulated	Age_48h_vs_log
YPL152W	RRD2	398.4582998	0.682459845	0.083513628	2.184791253	0.028904156	0.112335519	Upregulated	Age_48h_vs_log
YHL043W	ECM34	2.316131164	2.076509407	0.721918531	2.183777448	0.028978606	0.112559005	Upregulated	Age_48h_vs_log
YDR024W	FYV1	101.6885265	-0.83035732	0.151316762	-2.183216949	0.029019837	0.112653278	Downregulated	Age_48h_vs_log
YBR138C	YBR138C	297.7916363	0.705762549	0.094363062	2.180541252	0.029217364	0.113353817	Upregulated	Age_48h_vs_log
YLR269C	YLR269C	2.156375669	2.326808677	0.837997843	2.179968233	0.029259816	0.113452248	Upregulated	Age_48h_vs_log
YHR213W	YHR213W	1.664362658	2.403259311	0.875338846	2.174311491	0.02968175	0.115021111	Upregulated	Age_48h_vs_log
YER135C	YER135C	3.197321062	1.750393846	0.575495356	2.172726213	0.02980093	0.115415612	Upregulated	Age_48h_vs_log
YIL016W	SNL1	437.1275431	-0.773745636	0.12602013	-2.172237371	0.029837763	0.115490923	Downregulated	Age_48h_vs_log
YMR061W	RNA14	816.2564748	-0.65355467	0.07078627	-2.169271953	0.030062043	0.116291259	Downregulated	Age_48h_vs_log
YLR101C	YLR101C	29.52945959	0.911852749	0.190079948	2.166734332	0.030255117	0.116970017	Upregulated	Age_48h_vs_log
YGR209C	TRX2	2154.640922	-0.716183723	0.099825623	-2.16561356	0.030340729	0.117232766	Downregulated	Age_48h_vs_log
YAL063C	FLO9	70.47214333	0.75372696	0.117203884	2.164834069	0.030400395	0.117326799	Upregulated	Age_48h_vs_log
YOR216C	RUD3	743.0550941	-0.641588783	0.065401201	-2.164926346	0.030393326	0.117326799	Downregulated	Age_48h_vs_log
YKL065C	YET1	2301.342278	0.688694568	0.087252324	2.162630851	0.030569583	0.117911251	Upregulated	Age_48h_vs_log
YER119C-A	YER119C-A	2.69456719	1.983215542	0.686168958	2.161589393	0.03064984	0.118152197	Upregulated	Age_48h_vs_log
YBL039W-B	YBL039W-B	120.3934359	0.781276877	0.130204047	2.160277523	0.030751192	0.11847414	Upregulated	Age_48h_vs_log
YPL035C	YPL035C	1.547673267	2.228851383	0.801204412	2.157815606	0.030942171	0.119140812	Upregulated	Age_48h_vs_log
YJL109C	UTP10	2952.392057	-0.717675217	0.100955058	-2.156159599	0.031071205	0.119568334	Downregulated	Age_48h_vs_log
YIR020W-A	YIR020W-A	1.691571595	2.321527868	0.845599474	2.154126065	0.031230287	0.120110924	Upregulated	Age_48h_vs_log
YBR174C	YBR174C	1.994281606	2.064773993	0.726838387	2.152849961	0.031330472	0.120426502	Upregulated	Age_48h_vs_log
YLR123C	YLR123C	36.1303132	0.915668121	0.193305181	2.150320646	0.03152986	0.121052794	Upregulated	Age_48h_vs_log
YHR049C-A	YHR049C-A	1.455907491	2.303855533	0.838874144	2.150329159	0.031529188	0.121052794	Upregulated	Age_48h_vs_log
YCL031C	RRP7	1279.034129	-0.646709045	0.068271755	-2.148898109	0.031642478	0.121414984	Downregulated	Age_48h_vs_log
YML034C-A	YML034C-A	1.667749921	2.11746694	0.75319629	2.147470669	0.03175583	0.121779574	Upregulated	Age_48h_vs_log
YHR133C	NSG1	1053.902744	-0.649711051	0.069774797	-2.145632207	0.031902334	0.122270803	Downregulated	Age_48h_vs_log
YHL034C	SBP1	4274.074521	-0.658935385	0.074132352	-2.143940949	0.032037619	0.12271849	Downregulated	Age_48h_vs_log
YOR020C	HSP10	2500.470551	-0.785647542	0.133365434	-2.141840904	0.032206287	0.123293462	Downregulated	Age_48h_vs_log
YIL046W-A	YIL046W-A	15.19549263	1.113384369	0.286441253	2.141396756	0.032242056	0.123359296	Upregulated	Age_48h_vs_log
YBR156C	SLI15	392.9674006	0.710318824	0.098534781	2.134462797	0.032804916	0.125440559	Upregulated	Age_48h_vs_log
YOR045W	TOM6	379.4456326	-0.827252662	0.153449769	-2.132637046	0.032954512	0.125940085	Downregulated	Age_48h_vs_log
YER084W-A	YER084W-A	4.964496004	1.376598084	0.411407682	2.130728527	0.033111513	0.126467322	Upregulated	Age_48h_vs_log
YKL214C	YRA2	319.6250993	-0.671645096	0.080869696	-2.122489695	0.033796637	0.129009922	Downregulated	Age_48h_vs_log
YOR217W	RFC1	982.5564533	-0.640458448	0.06621626	-2.121207815	0.033904318	0.129331916	Downregulated	Age_48h_vs_log
YBR283C	SSH1	3461.532177	-0.668961981	0.079660637	-2.121022211	0.033919933	0.129331916	Downregulated	Age_48h_vs_log
YLR372W	YLR372W	3743.084228	-0.727360221	0.107426273	-2.116430311	0.034308226	0.130662408	Downregulated	Age_48h_vs_log
YPL212C	PUS1	1456.564281	-0.647547995	0.069712146	-2.116532093	0.034299579	0.130662408	Downregulated	Age_48h_vs_log
YDL218W	YDL218W	33.72262028	0.877930968	0.178917044	2.11232513	0.034658572	0.131921051	Upregulated	Age_48h_vs_log
YPR012W	YPR012W	8.01946237	1.232399078	0.347215889	2.10934782	0.03491457	0.132819344	Upregulated	Age_48h_vs_log
YOL037C	YOL037C	2.514096617	2.157291967	0.78581013	2.10902342	0.03494256	0.132849734	Upregulated	Age_48h_vs_log
YJR104C	SOD1	4894.513176	-0.765680039	0.126085522	-2.107141528	0.035105314	0.133392158	Downregulated	Age_48h_vs_log
YOR386W	PHR1	245.2125746	0.77484263	0.130514041	2.105847222	0.035217625	0.133742406	Upregulated	Age_48h_vs_log
YML066C	SMA2	3.436441628	1.803007731	0.619375032	2.103745977	0.035400612	0.134360493	Upregulated	Age_48h_vs_log
YJL175W	YJL175W	0.851151809	2.430370375	0.918855158	2.100842943	0.035654755	0.135247793	Upregulated	Age_48h_vs_log
YFL003C	MSH4	58.66114087	0.77054843	0.12881978	2.100208752	0.035710482	0.135381861	Upregulated	Age_48h_vs_log
YMR173W-A	YMR173W-A	1318.757634	0.749698832	0.119076691	2.096958099	0.035997285	0.136391309	Upregulated	Age_48h_vs_log
YNR062C	YNR062C	7.698315073	1.311558154	0.387096971	2.096524162	0.036035719	0.13645909	Upregulated	Age_48h_vs_log
YHL050C	YHL050C	699.9799158	0.665961842	0.079186497	2.095835121	0.03609682	0.136612579	Upregulated	Age_48h_vs_log
YBR164C	ARL1	894.272746	-0.70949921	0.100019696	-2.094579549	0.036208385	0.136956772	Downregulated	Age_48h_vs_log
YNL015W	PBI2	516.8161554	0.823410234	0.154466614	2.093722556	0.036284702	0.137167327	Upregulated	Age_48h_vs_log
YDL092W	SRP14	601.797667	-0.7494374	0.119350329	-2.089959896	0.036621402	0.138361408	Downregulated	Age_48h_vs_log
YDR360W	OPI7	2.921071876	1.853377512	0.650007734	2.082094476	0.037333841	0.140877741	Upregulated	Age_48h_vs_log
YOL046C	YOL046C	1.164402881	2.315955285	0.872256125	2.081906028	0.037351054	0.140877741	Upregulated	Age_48h_vs_log
YDR412W	RRP17	836.9572991	-0.693857562	0.093106431	-2.082107114	0.037332687	0.140877741	Downregulated	Age_48h_vs_log
YDL003W	MCD1	708.319861	-0.678451659	0.08588652	-2.077760972	0.03773138	0.142231457	Downregulated	Age_48h_vs_log
YPR133W-A	TOM5	338.8943142	-0.761010036	0.125745092	-2.075707538	0.037921008	0.142865194	Downregulated	Age_48h_vs_log
YLR362W	STE11	606.777038	0.772765489	0.131528201	2.073817527	0.038096261	0.143444084	Upregulated	Age_48h_vs_log
YDL153C	SAS10	3060.730762	-0.709512134	0.101046547	-2.073422009	0.038133022	0.143501153	Downregulated	Age_48h_vs_log
YER002W	NOP16	1685.107636	-0.714656378	0.103562605	-2.072720917	0.03819826	0.143665256	Downregulated	Age_48h_vs_log
YLR449W	FPR4	3203.423683	-0.751681138	0.121607122	-2.06962499	0.038487476	0.14467109	Downregulated	Age_48h_vs_log
YLR241W	CSC1	1316.770454	0.690307255	0.091973	2.069164358	0.038530666	0.144751518	Upregulated	Age_48h_vs_log
YAR008W	SEN34	262.8189323	-0.728060295	0.110410474	-2.065567578	0.038869328	0.145941255	Downregulated	Age_48h_vs_log
YDL025C	RTK1	525.7650945	0.63406635	0.064917037	2.065195156	0.038904539	0.14599093	Upregulated	Age_48h_vs_log
YBR187W	GDT1	1547.40364	-0.669626274	0.082169067	-2.064356827	0.038983897	0.146206122	Downregulated	Age_48h_vs_log
YER091C	MET6	2308.655169	-0.788579799	0.139831249	-2.06377187	0.039039351	0.146331474	Downregulated	Age_48h_vs_log
YDL239C	ADY3	257.3388831	0.678851172	0.086834126	2.059687603	0.039428415	0.147706449	Upregulated	Age_48h_vs_log
YKL184W	SPE1	1178.461175	-0.680649762	0.087739365	-2.058936281	0.039500343	0.14789249	Downregulated	Age_48h_vs_log
YPL005W	AEP3	186.7978248	0.756792348	0.12487123	2.05645726	0.039738462	0.148700205	Upregulated	Age_48h_vs_log
YKL144C	RPC25	417.1623647	-0.707246638	0.100826898	-2.05546975	0.039833655	0.148972485	Downregulated	Age_48h_vs_log
YGR122C-A	YGR122C-A	30.28712878	0.914537109	0.20179642	2.05423421	0.039953029	0.149334844	Upregulated	Age_48h_vs_log
YLR332W	MID2	1437.575619	0.751702191	0.122543591	2.053980868	0.039977543	0.149342432	Upregulated	Age_48h_vs_log
YAL067C	SEO1	72.02108907	0.949806692	0.219045117	2.053488788	0.040025196	0.149436398	Upregulated	Age_48h_vs_log
YFL063W	YFL063W	1.459789988	2.135201874	0.796786108	2.052246969	0.040145667	0.149801977	Upregulated	Age_48h_vs_log
YPL036W	PMA2	173.045835	0.737936189	0.115972859	2.051654073	0.040203293	0.149928008	Upregulated	Age_48h_vs_log
YIR031C	DAL7	320.8042753	0.71781131	0.106175088	2.051435166	0.040224587	0.149928008	Upregulated	Age_48h_vs_log
YPL283W-A	YPL283W-A	2.732516945	1.804243246	0.637197	2.046844613	0.040673344	0.151515619	Upregulated	Age_48h_vs_log
YOR051C	ETT1	1918.518665	-0.680164469	0.088122059	-2.044487728	0.040905389	0.152294614	Downregulated	Age_48h_vs_log
YKR075W-A	YKR075W-A	2.650785963	1.923706721	0.697771807	2.040361486	0.041314335	0.153730987	Upregulated	Age_48h_vs_log
YJR032W	CPR7	571.6311593	-0.626970324	0.062268474	-2.039078778	0.041442166	0.154120305	Downregulated	Age_48h_vs_log
YOR220W	RCN2	538.283977	0.798258374	0.146557835	2.035089929	0.041841825	0.155519531	Upregulated	Age_48h_vs_log
YNL146C-A	YNL146C-A	3.156459645	1.588832474	0.536935303	2.027865308	0.042573997	0.158152397	Upregulated	Age_48h_vs_log
YIL091C	UTP25	1264.950252	-0.68745737	0.092500026	-2.026565592	0.042706858	0.158557269	Downregulated	Age_48h_vs_log
YDR453C	TSA2	136.6043896	0.827880821	0.162718875	2.015014057	0.043903176	0.162725947	Upregulated	Age_48h_vs_log
YKL098W	MTC2	479.3595926	0.635316079	0.067141324	2.015391894	0.043863603	0.162725947	Upregulated	Age_48h_vs_log
YOR315W	SFG1	806.0907874	-0.782349289	0.140121136	-2.015037114	0.04390076	0.162725947	Downregulated	Age_48h_vs_log
YIL118W	RHO3	678.5247223	-0.671848655	0.085363461	-2.013140671	0.044099833	0.163363685	Downregulated	Age_48h_vs_log
YLL066C	YLL066C	1868.818083	0.713403586	0.106155305	2.010296018	0.044399868	0.164383458	Upregulated	Age_48h_vs_log
YFL013W-A	YFL013W-A	2.850605632	1.781621715	0.63819226	2.008206297	0.044621374	0.165111514	Upregulated	Age_48h_vs_log
YOR064C	YNG1	186.6181544	0.712824937	0.106407069	2.000101478	0.045489307	0.168229387	Upregulated	Age_48h_vs_log
YOR053W	YOR053W	10.68254989	1.064286893	0.282191401	1.999660131	0.045536976	0.168311962	Upregulated	Age_48h_vs_log
YGR161W-C	YGR161W-C	77.42260314	0.786260996	0.143203104	1.998985969	0.045609872	0.168487636	Upregulated	Age_48h_vs_log
YPR136C	YPR136C	1.30541783	2.097726444	0.799891235	1.997429619	0.045778533	0.169016685	Upregulated	Age_48h_vs_log
YGR295C	COS6	1623.677104	0.688917865	0.094627845	1.996429967	0.045887142	0.169323553	Upregulated	Age_48h_vs_log
YOL141W	PPM2	158.5781798	-0.760948326	0.131420648	-1.985596089	0.047078191	0.173622068	Downregulated	Age_48h_vs_log
YPL070W	MUK1	703.5116649	0.641669696	0.071394666	1.984317663	0.047220438	0.173953495	Upregulated	Age_48h_vs_log
YIL152W	YIL152W	226.2257181	0.759048256	0.130542669	1.984395274	0.047211792	0.173953495	Upregulated	Age_48h_vs_log
YKL036C	YKL036C	5.135437255	1.44359434	0.475660526	1.983755825	0.047283067	0.174087656	Upregulated	Age_48h_vs_log
YHR015W	MIP6	145.9205407	0.967954682	0.236158293	1.981529748	0.047531897	0.174809999	Upregulated	Age_48h_vs_log
YIR017W-A	YIR017W-A	2.538791865	1.657464889	0.58407454	1.981707488	0.047511989	0.174809999	Upregulated	Age_48h_vs_log
YFL040W	YFL040W	7.921312365	1.251990056	0.379626997	1.98086559	0.047606349	0.174986922	Upregulated	Age_48h_vs_log
YLR358C	YLR358C	2.227654649	1.942206832	0.729893729	1.975913444	0.048164581	0.176940901	Upregulated	Age_48h_vs_log
YCR084C	TUP1	1937.576429	-0.6792704	0.091138107	-1.967019141	0.049181004	0.18057503	Downregulated	Age_48h_vs_log
YJR157W	YJR157W	4.327075092	1.502304209	0.510317267	1.964080529	0.049520754	0.181722015	Upregulated	Age_48h_vs_log
YBR209W	YBR209W	1.33813052	2.341917932	0.939242044	1.961068441	0.04987104	0.182906375	Upregulated	Age_48h_vs_log
YER018C	SPC25	171.6951138	0.678393311	0.091016	1.96002143	0.049993286	0.183152456	Upregulated	Age_48h_vs_log
YPL028W	ERG10	3660.548451	-0.634431019	0.068580505	-1.960192892	0.049973249	0.183152456	Downregulated	Age_48h_vs_log
YGR204C-A	YGR204C-A	1.794046045	2.105082597	0.820705278	1.955735684	0.050496299	0.184893284	Upregulated	Age_48h_vs_log
YHR006W	STP2	756.3077189	0.655600521	0.079598348	1.954820999	0.050604202	0.185186285	Upregulated	Age_48h_vs_log
YLR202C	YLR202C	186.7877742	0.702319629	0.103527919	1.954251866	0.050671438	0.185330227	Upregulated	Age_48h_vs_log
YKL131W	YKL131W	2.595763181	1.799529203	0.666479829	1.949840259	0.051195161	0.187039748	Upregulated	Age_48h_vs_log
YML096W	YML096W	444.3207336	-0.623136304	0.063144993	-1.950056486	0.051169387	0.187039748	Downregulated	Age_48h_vs_log
YCR073C	SSK22	667.9855041	0.690044507	0.097567531	1.947825322	0.051435868	0.187815851	Upregulated	Age_48h_vs_log
YDL242W	YDL242W	1.22615439	2.085791661	0.814236005	1.947582335	0.051464959	0.187818823	Upregulated	Age_48h_vs_log
YPR088C	SRP54	1931.800039	-0.641729982	0.072821363	-1.946269284	0.051622401	0.188289944	Downregulated	Age_48h_vs_log
YDR436W	PPZ2	394.8569774	0.651263909	0.077763919	1.945168277	0.051754728	0.188668994	Upregulated	Age_48h_vs_log
YBR224W	YBR224W	8.724984793	1.111414647	0.314640826	1.943214597	0.051990235	0.189423556	Upregulated	Age_48h_vs_log
YDR225W	HTA1	3415.252062	-0.800575923	0.154852075	-1.941051962	0.052251975	0.190272817	Downregulated	Age_48h_vs_log
YNL128W	TEP1	54.56095563	0.789351711	0.149147801	1.940033373	0.052375634	0.19061861	Upregulated	Age_48h_vs_log
YPR081C	GRS2	365.5767608	0.652287458	0.078747524	1.933869785	0.05312914	0.193255064	Upregulated	Age_48h_vs_log
YLR001C	YLR001C	577.1223436	0.645362642	0.075296876	1.93052687	0.053541589	0.194648733	Upregulated	Age_48h_vs_log
YIL111W	COX5B	382.4051602	0.870079156	0.191874526	1.928756063	0.053761153	0.195340031	Upregulated	Age_48h_vs_log
YKR067W	GPT2	762.6196471	0.646431749	0.076022282	1.926168816	0.054083298	0.196403098	Upregulated	Age_48h_vs_log
YLR467W	YRF1-5	1672.995263	0.682188787	0.094719575	1.923454445	0.054423002	0.197528733	Upregulated	Age_48h_vs_log
YAL031C	GIP4	398.3233675	0.648108275	0.077041586	1.922445811	0.054549686	0.197880401	Upregulated	Age_48h_vs_log
YPL107W	YPL107W	340.2319778	0.682268947	0.094875624	1.921135673	0.054714605	0.198369473	Upregulated	Age_48h_vs_log
YDR410C	STE14	162.139697	-0.691100513	0.099484853	-1.920900598	0.05474424	0.198369473	Downregulated	Age_48h_vs_log
YIL046W	MET30	752.4039002	0.668702001	0.087918234	1.918851098	0.055003181	0.199199088	Upregulated	Age_48h_vs_log
YDR193W	YDR193W	1.181509069	2.206270726	0.890098658	1.916945622	0.05524484	0.199965247	Upregulated	Age_48h_vs_log
YDR317W	HIM1	88.91814975	0.908931041	0.213545745	1.914957571	0.055497915	0.200771868	Upregulated	Age_48h_vs_log
YBL113C	YBL113C	799.3021563	0.64523252	0.07588434	1.913866809	0.055637176	0.2011661	Upregulated	Age_48h_vs_log
YPL026C	SKS1	792.9943362	0.810620283	0.162448366	1.912116999	0.055861189	0.201866168	Upregulated	Age_48h_vs_log
YGR287C	IMA1	140.3227	0.754563936	0.13325473	1.910355726	0.056087427	0.202573514	Upregulated	Age_48h_vs_log
YDL233W	MFG1	282.8940845	0.656315107	0.081968031	1.90702528	0.056517314	0.204001736	Upregulated	Age_48h_vs_log
YMR130W	YMR130W	391.9225008	-0.671254368	0.089811645	-1.906816967	0.056544293	0.204001736	Downregulated	Age_48h_vs_log
YJL033W	HCA4	2159.685551	-0.661749697	0.085032936	-1.902200529	0.057144944	0.206056849	Downregulated	Age_48h_vs_log
YBL107W-A	YBL107W-A	19.91128918	1.091177665	0.311229149	1.89949324	0.057499655	0.207223389	Upregulated	Age_48h_vs_log
YDL243C	AAD4	200.4079764	0.80184175	0.159114348	1.897011516	0.057826418	0.208287999	Upregulated	Age_48h_vs_log
YNL089C	YNL089C	1.830358842	2.094812467	0.840862847	1.896638046	0.057875726	0.208352612	Upregulated	Age_48h_vs_log
YGR112W	SHY1	247.2503504	0.641569816	0.074698764	1.895209632	0.058064635	0.208874858	Upregulated	Age_48h_vs_log
YJR108W	ABM1	11.56221587	1.074621772	0.303219963	1.895065768	0.058083689	0.208874858	Upregulated	Age_48h_vs_log
YBL067C	UBP13	846.1004967	-0.605321901	0.055610623	-1.893916934	0.058236036	0.209309391	Downregulated	Age_48h_vs_log
YIL144W	YIL144W	815.7899843	0.63331356	0.070498175	1.891021435	0.058621483	0.210511881	Upregulated	Age_48h_vs_log
YCR064C	YCR064C	4.495763217	1.402406167	0.477229328	1.890927725	0.058633993	0.210511881	Upregulated	Age_48h_vs_log
YNL001W	DOM34	573.4109876	-0.639803399	0.074038102	-1.888262867	0.05899067	0.211678027	Downregulated	Age_48h_vs_log
YDR061W	YDR061W	609.921008	0.615149823	0.061091075	1.884887816	0.059444985	0.213193085	Upregulated	Age_48h_vs_log
YGR107W	YGR107W	7.208530234	1.195605687	0.369395494	1.883091965	0.059687906	0.21394877	Upregulated	Age_48h_vs_log
YMR025W	CSI1	89.64621361	0.732751315	0.123631982	1.882614114	0.059752682	0.214065434	Upregulated	Age_48h_vs_log
YEL010W	YEL010W	0.911575427	2.373106141	0.995122425	1.882287137	0.05979704	0.214108863	Upregulated	Age_48h_vs_log
