Gene_ID	Gene_name	baseMean	log2FoldChange	lfcSE	stat	pvalue	padj	Direction	Model_factor
YJL035C	TAD2	169.135781	-0.491380409	0.113869675	0	1	1	Downregulated	Age_48h_vs_log
YJL034W	KAR2	8040.908065	-0.508266612	0.141696815	-0.058340139	0.953477695	1	Downregulated	Age_48h_vs_log
YJL031C	BET4	558.3276271	-0.026747493	0.088867936	0	1	1	Downregulated	Age_48h_vs_log
YJL025W	RRN7	325.8165864	-0.059781078	0.098577776	0	1	1	Downregulated	Age_48h_vs_log
YJL024C	APS3	287.536123	-0.150820177	0.069275261	0	1	1	Downregulated	Age_48h_vs_log
YJL019W	MPS3	327.7183452	-0.163348251	0.082482324	0	1	1	Downregulated	Age_48h_vs_log
YJL009W	YJL009W	0.883580847	-0.937676994	1.00713021	-0.434578359	0.663868506	1	Downregulated	Age_48h_vs_log
YJL007C	YJL007C	0.062958866	-0.494248527	4.520997571	0	1	1	Downregulated	Age_48h_vs_log
YJL004C	SYS1	415.205395	-0.254140931	0.110393965	0	1	1	Downregulated	Age_48h_vs_log
YJL002C	OST1	3155.029044	-0.51875494	0.058956716	-0.318113707	0.750398686	1	Downregulated	Age_48h_vs_log
YJL001W	PRE3	1332.217845	-0.33845035	0.062011444	0	1	1	Downregulated	Age_48h_vs_log
YJR001W	AVT1	1313.714875	-0.094249116	0.059380762	0	1	1	Downregulated	Age_48h_vs_log
YJR003C	MRX12	609.1630422	-0.473030446	0.051844004	0	1	1	Downregulated	Age_48h_vs_log
YJR005W	APL1	702.1766854	-0.103622885	0.040420844	0	1	1	Downregulated	Age_48h_vs_log
YJR010W	MET3	391.4799566	-0.614395594	0.211771766	-0.540183408	0.589070554	1	Downregulated	Age_48h_vs_log
YJR010C-A	SPC1	105.1917074	-0.591285463	0.125583243	-0.726892068	0.467292077	1	Downregulated	Age_48h_vs_log
YJR013W	GPI14	424.7362452	-0.146403819	0.065310559	0	1	1	Downregulated	Age_48h_vs_log
YJR014W	TMA22	1427.319507	-0.378968496	0.065038475	0	1	1	Downregulated	Age_48h_vs_log
YJR016C	ILV3	3570.603158	-0.525508507	0.075793615	-0.336552188	0.736454504	1	Downregulated	Age_48h_vs_log
YJR017C	ESS1	665.2197397	-0.221055147	0.086873211	0	1	1	Downregulated	Age_48h_vs_log
YJR022W	LSM8	69.95046353	-0.126568462	0.126154657	0	1	1	Downregulated	Age_48h_vs_log
YJR023C	YJR023C	40.36657661	-0.53036723	0.19963684	-0.152112357	0.879098318	1	Downregulated	Age_48h_vs_log
YJR030C	RBH2	296.195326	-0.33171017	0.088753701	0	1	1	Downregulated	Age_48h_vs_log
YJR031C	GEA1	766.0375317	-0.365205854	0.062633473	0	1	1	Downregulated	Age_48h_vs_log
YJR034W	PET191	165.4137765	-0.03330729	0.142399822	0	1	1	Downregulated	Age_48h_vs_log
YJR040W	GEF1	724.1020244	-0.221124142	0.063031419	0	1	1	Downregulated	Age_48h_vs_log
YJR042W	NUP85	1169.65189	-0.439584843	0.057586924	0	1	1	Downregulated	Age_48h_vs_log
YJR046W	TAH11	790.913628	-0.01559407	0.111400655	0	1	1	Downregulated	Age_48h_vs_log
YJR047C	ANB1	227.9801424	-0.837278316	0.416569751	-0.809656282	0.418137751	1	Downregulated	Age_48h_vs_log
YJR050W	ISY1	207.1605687	-0.124315281	0.107732966	0	1	1	Downregulated	Age_48h_vs_log
YJR054W	KCH1	484.4980414	-0.161548942	0.067899819	0	1	1	Downregulated	Age_48h_vs_log
YJR055W	HIT1	118.3636949	-0.192180323	0.101292311	0	1	1	Downregulated	Age_48h_vs_log
YJR057W	CDC8	346.629065	-0.245674596	0.105775452	0	1	1	Downregulated	Age_48h_vs_log
YJR065C	ARP3	2288.760817	-0.101858263	0.045768611	0	1	1	Downregulated	Age_48h_vs_log
YJR067C	YAE1	171.5725136	-0.108965902	0.135557187	0	1	1	Downregulated	Age_48h_vs_log
YJR068W	RFC2	767.9348554	-0.352531731	0.060703756	0	1	1	Downregulated	Age_48h_vs_log
YJR072C	NPA3	1517.252933	-0.366028765	0.06285459	0	1	1	Downregulated	Age_48h_vs_log
YJR075W	HOC1	1463.315736	-0.345704788	0.042982165	0	1	1	Downregulated	Age_48h_vs_log
YJR076C	CDC11	1239.516791	-0.322112412	0.043488735	0	1	1	Downregulated	Age_48h_vs_log
YJR080C	AIM24	693.8191432	-0.066263862	0.054106118	0	1	1	Downregulated	Age_48h_vs_log
YJR083C	ACF4	190.261166	-0.068932847	0.086000792	0	1	1	Downregulated	Age_48h_vs_log
YJR088C	EMC2	896.2052263	-0.476476488	0.096528248	0	1	1	Downregulated	Age_48h_vs_log
YJR090C	GRR1	868.6937978	-0.005365327	0.060200334	0	1	1	Downregulated	Age_48h_vs_log
YJR097W	JJJ3	221.6180796	-0.342235523	0.165370723	0	1	1	Downregulated	Age_48h_vs_log
YJR099W	YUH1	275.1169609	-0.120324738	0.086345595	0	1	1	Downregulated	Age_48h_vs_log
YJR101W	RSM26	448.2586097	-0.513223851	0.093640918	-0.141218721	0.887697157	1	Downregulated	Age_48h_vs_log
YJR109C	CPA2	2778.332915	-0.375373252	0.176531731	0	1	1	Downregulated	Age_48h_vs_log
YJR112W	NNF1	218.1138517	-0.048343666	0.136167314	0	1	1	Downregulated	Age_48h_vs_log
YJR112W-A	YJR112W-A	190.5937431	-0.027328384	0.106618855	0	1	1	Downregulated	Age_48h_vs_log
YJR116W	TDA4	276.4750109	-0.127376676	0.105244186	0	1	1	Downregulated	Age_48h_vs_log
YJR117W	STE24	2271.213319	-0.248820186	0.072756889	0	1	1	Downregulated	Age_48h_vs_log
YJR122W	IBA57	259.1865675	-0.026619836	0.078084349	0	1	1	Downregulated	Age_48h_vs_log
YJR125C	ENT3	800.6681746	-0.277584102	0.0791449	0	1	1	Downregulated	Age_48h_vs_log
YJR129C	EFM3	169.100495	-0.108195717	0.098245901	0	1	1	Downregulated	Age_48h_vs_log
YJR131W	MNS1	415.1502571	-0.184764301	0.070732374	0	1	1	Downregulated	Age_48h_vs_log
YJR132W	NMD5	1092.52656	-0.355541371	0.078490315	0	1	1	Downregulated	Age_48h_vs_log
YJR133W	XPT1	404.059456	-0.445344035	0.075259239	0	1	1	Downregulated	Age_48h_vs_log
YJR134C	SGM1	1115.618054	-0.097154286	0.049694003	0	1	1	Downregulated	Age_48h_vs_log
YJR135W-A	TIM8	308.897738	-0.573893406	0.133351144	-0.554126524	0.579492259	1	Downregulated	Age_48h_vs_log
YJR136C	TTI2	226.544202	-0.016342159	0.074892918	0	1	1	Downregulated	Age_48h_vs_log
YJR137C	MET5	1087.622762	-0.22379451	0.126016423	0	1	1	Downregulated	Age_48h_vs_log
YJR140C	HIR3	699.7321795	-0.274278688	0.067593653	0	1	1	Downregulated	Age_48h_vs_log
YJR141W	IPA1	269.2844516	-0.53831211	0.10314596	-0.371435879	0.710312907	1	Downregulated	Age_48h_vs_log
YJR142W	YJR142W	597.0746228	-0.053709998	0.051447619	0	1	1	Downregulated	Age_48h_vs_log
YJR144W	MGM101	794.0993473	-0.07797132	0.079802997	0	1	1	Downregulated	Age_48h_vs_log
YJR146W	YJR146W	10.52933194	-0.435295644	0.254430431	0	1	1	Downregulated	Age_48h_vs_log
YJR148W	BAT2	2154.426595	-0.332474937	0.106045204	0	1	1	Downregulated	Age_48h_vs_log
YKL225W	YKL225W	0.380532498	-0.085476911	1.42969262	0	1	1	Downregulated	Age_48h_vs_log
YKL219W	COS9	418.6876979	-0.059114518	0.074296886	0	1	1	Downregulated	Age_48h_vs_log
YKL216W	URA1	8069.16053	-0.477973004	0.085383121	0	1	1	Downregulated	Age_48h_vs_log
YKL213C	DOA1	1088.942324	-0.029988097	0.077260886	0	1	1	Downregulated	Age_48h_vs_log
YKL210W	UBA1	4590.289562	-0.499091828	0.064690846	0	1	1	Downregulated	Age_48h_vs_log
YKL207W	YKL207W	1285.362162	-0.384095717	0.055331514	0	1	1	Downregulated	Age_48h_vs_log
YKL206C	ADD66	325.1347614	-0.124642762	0.078070194	0	1	1	Downregulated	Age_48h_vs_log
YKL204W	EAP1	857.5158775	-0.135487013	0.089560248	0	1	1	Downregulated	Age_48h_vs_log
YKL195W	MIA40	1478.282678	-0.276309491	0.074749622	0	1	1	Downregulated	Age_48h_vs_log
YKL192C	ACP1	980.2798801	-0.473745463	0.073820315	0	1	1	Downregulated	Age_48h_vs_log
YKL186C	MTR2	614.5648713	-0.161600791	0.08718878	0	1	1	Downregulated	Age_48h_vs_log
YKL185W	ASH1	1162.186258	-0.022753074	0.089005909	0	1	1	Downregulated	Age_48h_vs_log
YKL179C	COY1	906.4073643	-0.262749681	0.063986712	0	1	1	Downregulated	Age_48h_vs_log
YKL174C	TPO5	805.8287279	-0.250506193	0.063344412	0	1	1	Downregulated	Age_48h_vs_log
YKL173W	SNU114	780.1651551	-0.139574688	0.055917528	0	1	1	Downregulated	Age_48h_vs_log
YKL172W	EBP2	4542.48829	-0.560408945	0.10293377	-0.586871978	0.557289691	1	Downregulated	Age_48h_vs_log
YKL170W	MRPL38	271.1413835	-0.241552865	0.109720518	0	1	1	Downregulated	Age_48h_vs_log
YKL166C	TPK3	552.8134665	-0.495538781	0.060238455	0	1	1	Downregulated	Age_48h_vs_log
YKL165C	MCD4	884.1108774	-0.472201183	0.080179193	0	1	1	Downregulated	Age_48h_vs_log
YKL160W	ELF1	1248.427779	-0.462478922	0.122140684	0	1	1	Downregulated	Age_48h_vs_log
YKL156C-A	YKL156C-A	0.987382382	-1.34413042	1.380970258	-0.611258943	0.541028167	1	Downregulated	Age_48h_vs_log
YKL155C	RSM22	523.1597671	-0.012459118	0.063305527	0	1	1	Downregulated	Age_48h_vs_log
YKL145W	RPT1	3228.815894	-0.369289309	0.055564044	0	1	1	Downregulated	Age_48h_vs_log
YKL145W-A	YKL145W-A	347.6262389	-0.455559507	0.088430874	0	1	1	Downregulated	Age_48h_vs_log
YKL139W	CTK1	573.7462008	-0.057145924	0.055115179	0	1	1	Downregulated	Age_48h_vs_log
YKL138C-A	HSK3	165.4344974	-0.442632621	0.144767546	0	1	1	Downregulated	Age_48h_vs_log
YKL138C	MRPL31	404.8754391	-0.498868451	0.081203775	0	1	1	Downregulated	Age_48h_vs_log
YKL137W	CMC1	196.3397551	-0.504475201	0.131747201	-0.03396809	0.972902596	1	Downregulated	Age_48h_vs_log
YKL136W	YKL136W	27.249253	-0.524217954	0.213887623	-0.113227467	0.90985022	1	Downregulated	Age_48h_vs_log
YKL135C	APL2	928.7631484	-0.030021189	0.046851074	0	1	1	Downregulated	Age_48h_vs_log
YKL130C	SHE2	299.4383541	-0.273975195	0.076067121	0	1	1	Downregulated	Age_48h_vs_log
YKL126W	YPK1	1556.129733	-0.040228292	0.04898759	0	1	1	Downregulated	Age_48h_vs_log
YKL125W	RRN3	941.5503492	-0.035474065	0.084294463	0	1	1	Downregulated	Age_48h_vs_log
YKL122C	SRP21	883.4441657	-0.268855853	0.093051774	0	1	1	Downregulated	Age_48h_vs_log
YKL119C	VPH2	304.828758	-0.59482687	0.133696211	-0.709271184	0.478156207	1	Downregulated	Age_48h_vs_log
YKL114C	APN1	670.1973851	-0.464879167	0.060647541	0	1	1	Downregulated	Age_48h_vs_log
YKL113C	RAD27	974.8654289	-0.300867835	0.071184246	0	1	1	Downregulated	Age_48h_vs_log
YKL111C	YKL111C	2.515608906	-0.165685123	0.595344577	0	1	1	Downregulated	Age_48h_vs_log
YKL108W	SLD2	279.5731717	-0.002155026	0.06679486	0	1	1	Downregulated	Age_48h_vs_log
YKL100C	YPF1	932.6625476	-0.134676853	0.089335002	0	1	1	Downregulated	Age_48h_vs_log
YKL099C	UTP11	834.0925725	-0.47485695	0.120420674	0	1	1	Downregulated	Age_48h_vs_log
YKL096W	CWP1	1137.103338	-0.538247485	0.170111593	-0.224837617	0.822105601	1	Downregulated	Age_48h_vs_log
YKL092C	BUD2	476.2330315	-0.077930555	0.079855218	0	1	1	Downregulated	Age_48h_vs_log
YKL083W	YKL083W	35.34660016	-0.481413257	0.197291383	0	1	1	Downregulated	Age_48h_vs_log
YKL082C	RRP14	3949.046909	-0.370752766	0.102071512	0	1	1	Downregulated	Age_48h_vs_log
YKL077W	YKL077W	1923.878687	-0.508798807	0.058448628	-0.150539153	0.880339263	1	Downregulated	Age_48h_vs_log
YKL074C	MUD2	496.5088427	-0.158619986	0.054974381	0	1	1	Downregulated	Age_48h_vs_log
YKL073W	LHS1	1260.149817	-0.312859053	0.047542726	0	1	1	Downregulated	Age_48h_vs_log
YKL069W	YKL069W	297.8968168	-0.021151237	0.082181565	0	1	1	Downregulated	Age_48h_vs_log
YKL063C	YKL063C	479.1238219	-0.211811906	0.065259449	0	1	1	Downregulated	Age_48h_vs_log
YKL058W	TOA2	394.9171936	-0.596202574	0.121736293	-0.790253849	0.429379533	1	Downregulated	Age_48h_vs_log
YKL057C	NUP120	1180.727551	-0.462480367	0.069985468	0	1	1	Downregulated	Age_48h_vs_log
YKL053C-A	MDM35	336.3242067	-0.217525906	0.144418014	0	1	1	Downregulated	Age_48h_vs_log
YKL047W	ANR2	452.3294475	-0.235871385	0.05725425	0	1	1	Downregulated	Age_48h_vs_log
YKL045W	PRI2	583.2688139	-0.090437076	0.058884365	0	1	1	Downregulated	Age_48h_vs_log
YKL042W	SPC42	251.8743565	-0.18261473	0.070374534	0	1	1	Downregulated	Age_48h_vs_log
YKL040C	NFU1	678.1187385	-0.302380962	0.073529157	0	1	1	Downregulated	Age_48h_vs_log
YKL032C	IXR1	920.9315461	-0.371397869	0.126419654	0	1	1	Downregulated	Age_48h_vs_log
YKL029C	MAE1	3268.474799	-0.00166379	0.122199835	0	1	1	Downregulated	Age_48h_vs_log
YKL027W	TCD2	686.3269957	-0.354529287	0.075146172	0	1	1	Downregulated	Age_48h_vs_log
YKL025C	PAN3	578.5805236	-0.263095114	0.068477294	0	1	1	Downregulated	Age_48h_vs_log
YKL019W	RAM2	420.9602301	-0.514676294	0.077855159	-0.188507666	0.850478707	1	Downregulated	Age_48h_vs_log
YKL018W	SWD2	296.8192737	-0.481015778	0.077840618	0	1	1	Downregulated	Age_48h_vs_log
YKL015W	PUT3	887.8349195	-0.090858779	0.067260698	0	1	1	Downregulated	Age_48h_vs_log
YKL013C	ARC19	965.1464785	-0.031319656	0.089995266	0	1	1	Downregulated	Age_48h_vs_log
YKL008C	LAC1	1074.494319	-0.241868648	0.096671701	0	1	1	Downregulated	Age_48h_vs_log
YKL007W	CAP1	1009.940449	-0.187853	0.05305633	0	1	1	Downregulated	Age_48h_vs_log
YKL006C-A	SFT1	257.6543526	-0.024379066	0.135975309	0	1	1	Downregulated	Age_48h_vs_log
YKL004W	AUR1	1704.983058	-0.491855334	0.088012335	0	1	1	Downregulated	Age_48h_vs_log
YKL003C	MRP17	281.9378647	-0.281503367	0.091000003	0	1	1	Downregulated	Age_48h_vs_log
YKL001C	MET14	396.5613721	-0.641696937	0.187518109	-0.755644019	0.449862657	1	Downregulated	Age_48h_vs_log
YKR003W	OSH6	441.5903445	-0.370157789	0.06174518	0	1	1	Downregulated	Age_48h_vs_log
YKR004C	ECM9	180.3443729	-0.094118147	0.102769277	0	1	1	Downregulated	Age_48h_vs_log
YKR005C	YKR005C	81.38132869	-0.018833661	0.142423142	0	1	1	Downregulated	Age_48h_vs_log
YKR006C	MRPL13	483.8279489	-0.417730564	0.079296507	0	1	1	Downregulated	Age_48h_vs_log
YKR007W	MEH1	309.8160503	-0.047574818	0.131801519	0	1	1	Downregulated	Age_48h_vs_log
YKR016W	YKR016W	818.7315362	-0.001300977	0.060294095	0	1	1	Downregulated	Age_48h_vs_log
YKR018C	YKR018C	1855.972547	-0.176940658	0.060928868	0	1	1	Downregulated	Age_48h_vs_log
YKR020W	VPS51	207.3699353	-0.08962532	0.089497818	0	1	1	Downregulated	Age_48h_vs_log
YKR022C	NTR2	378.6975514	-0.26709657	0.094932154	0	1	1	Downregulated	Age_48h_vs_log
YKR024C	DBP7	1042.640192	-0.396178385	0.11097532	0	1	1	Downregulated	Age_48h_vs_log
YKR025W	RPC37	946.1944137	-0.349155526	0.070930228	0	1	1	Downregulated	Age_48h_vs_log
YKR027W	BCH2	460.6969452	-0.167821908	0.079676327	0	1	1	Downregulated	Age_48h_vs_log
YKR028W	SAP190	1487.837751	-0.21773746	0.061129924	0	1	1	Downregulated	Age_48h_vs_log
YKR030W	GMH1	522.5775956	-0.063005944	0.080831031	0	1	1	Downregulated	Age_48h_vs_log
YKR035C	OPI8	13.81549448	-0.279320103	0.258580262	0	1	1	Downregulated	Age_48h_vs_log
YKR035W-A	DID2	716.1522679	-0.150029145	0.086341302	0	1	1	Downregulated	Age_48h_vs_log
YKR036C	CAF4	531.3939436	-0.237632706	0.053997718	0	1	1	Downregulated	Age_48h_vs_log
YKR037C	SPC34	222.476579	-0.056772488	0.098540685	0	1	1	Downregulated	Age_48h_vs_log
YKR043C	SHB17	2629.990038	-0.47076696	0.058435336	0	1	1	Downregulated	Age_48h_vs_log
YKR047W	YKR047W	55.23990027	-0.624844855	0.138022867	-0.90452298	0.365718155	1	Downregulated	Age_48h_vs_log
YKR048C	NAP1	2696.270846	-0.136308525	0.070106587	0	1	1	Downregulated	Age_48h_vs_log
YKR052C	MRS4	258.9088415	-0.340500412	0.131641893	0	1	1	Downregulated	Age_48h_vs_log
YKR053C	YSR3	200.5441989	-0.227457912	0.305513558	0	1	1	Downregulated	Age_48h_vs_log
YKR056W	TRM2	1086.919508	-0.574555767	0.105585304	-0.706118788	0.480114269	1	Downregulated	Age_48h_vs_log
YKR065C	PAM17	521.1207163	-0.20205822	0.09881637	0	1	1	Downregulated	Age_48h_vs_log
YKR070W	YKR070W	509.8130037	-0.318824391	0.069204057	0	1	1	Downregulated	Age_48h_vs_log
YKR071C	DRE2	954.6512103	-0.430887376	0.066740643	0	1	1	Downregulated	Age_48h_vs_log
YKR073C	YKR073C	7.719040701	-0.31113271	0.295384548	0	1	1	Downregulated	Age_48h_vs_log
YKR079C	TRZ1	840.062375	-0.431025669	0.077968003	0	1	1	Downregulated	Age_48h_vs_log
YKR082W	NUP133	1288.677551	-0.392708711	0.0614597	0	1	1	Downregulated	Age_48h_vs_log
YKR083C	DAD2	126.0585545	-0.404777147	0.114607527	0	1	1	Downregulated	Age_48h_vs_log
YKR084C	HBS1	987.3552745	-0.522786239	0.062897955	-0.362273135	0.717147932	1	Downregulated	Age_48h_vs_log
YKR085C	MRPL20	334.6956033	-0.494342287	0.107778877	0	1	1	Downregulated	Age_48h_vs_log
YKR086W	PRP16	568.8210774	-0.10062283	0.047967759	0	1	1	Downregulated	Age_48h_vs_log
YKR088C	TVP38	577.5168151	-0.26357228	0.071637138	0	1	1	Downregulated	Age_48h_vs_log
YKR090W	PXL1	519.1436405	-0.166888581	0.072279142	0	1	1	Downregulated	Age_48h_vs_log
YKR093W	PTR2	940.2192992	-0.105146051	0.170600977	0	1	1	Downregulated	Age_48h_vs_log
YKR095W	MLP1	2471.352265	-0.350135872	0.093238609	0	1	1	Downregulated	Age_48h_vs_log
YKR095W-A	PCC1	180.3561189	-0.329491774	0.104882061	0	1	1	Downregulated	Age_48h_vs_log
YKR099W	BAS1	896.610161	-0.320521546	0.110941861	0	1	1	Downregulated	Age_48h_vs_log
YEL075W-A	YEL075W-A	18.92553106	-0.061780082	0.218788621	0	1	1	Downregulated	Age_48h_vs_log
YEL068C	YEL068C	132.125168	-0.376706473	0.101055142	0	1	1	Downregulated	Age_48h_vs_log
YEL065W	SIT1	1320.847394	-0.562740252	0.293728985	-0.213599119	0.830859687	1	Downregulated	Age_48h_vs_log
YEL063C	CAN1	1595.111287	-0.128862202	0.076510671	0	1	1	Downregulated	Age_48h_vs_log
YEL058W	PCM1	2064.137003	-0.019582948	0.060673447	0	1	1	Downregulated	Age_48h_vs_log
YEL056W	HAT2	466.9267002	-0.17579291	0.060683821	0	1	1	Downregulated	Age_48h_vs_log
YEL053C	MAK10	701.8511483	-0.232031648	0.061084601	0	1	1	Downregulated	Age_48h_vs_log
YEL050W-A	YEL050W-A	0.329555001	-0.581299341	1.920980713	-0.042321789	0.966242176	1	Downregulated	Age_48h_vs_log
YEL050C	RML2	627.3861037	-0.207658163	0.070639559	0	1	1	Downregulated	Age_48h_vs_log
YEL047C	YEL047C	1614.030974	-0.343455549	0.072862913	0	1	1	Downregulated	Age_48h_vs_log
YEL044W	IES6	466.3097652	-0.030032395	0.127594159	0	1	1	Downregulated	Age_48h_vs_log
YEL043W	YEL043W	1391.600007	-0.193883235	0.09883851	0	1	1	Downregulated	Age_48h_vs_log
YEL038W	UTR4	556.9812733	-0.486853781	0.073684683	0	1	1	Downregulated	Age_48h_vs_log
YEL036C	ANP1	1257.06064	-0.245973656	0.053670836	0	1	1	Downregulated	Age_48h_vs_log
YEL032W	MCM3	1059.718297	-0.136403259	0.081711641	0	1	1	Downregulated	Age_48h_vs_log
YEL029C	BUD16	318.7358897	-0.33810639	0.094469624	0	1	1	Downregulated	Age_48h_vs_log
YEL027W	VMA3	4706.912524	-0.538008004	0.099804539	-0.3808244	0.703333553	1	Downregulated	Age_48h_vs_log
YEL025C	YEL025C	590.2809668	-0.104928305	0.083562474	0	1	1	Downregulated	Age_48h_vs_log
YEL019C	MMS21	59.83962605	-0.122404813	0.124283002	0	1	1	Downregulated	Age_48h_vs_log
YEL018W	EAF5	274.5709456	-0.43692199	0.096209297	0	1	1	Downregulated	Age_48h_vs_log
YEL017W	GTT3	309.4568369	-0.493025675	0.110843712	0	1	1	Downregulated	Age_48h_vs_log
YEL015W	EDC3	1022.113294	-0.349170634	0.048220234	0	1	1	Downregulated	Age_48h_vs_log
YEL013W	VAC8	1108.321446	-0.38406657	0.059015134	0	1	1	Downregulated	Age_48h_vs_log
YEL009C	GCN4	10006.7717	-0.206990445	0.074818396	0	1	1	Downregulated	Age_48h_vs_log
YEL007W	MIT1	1023.094249	-0.556387485	0.137475558	-0.410163715	0.681685856	1	Downregulated	Age_48h_vs_log
YEL003W	GIM4	536.0757485	-0.544938196	0.151132035	-0.297343946	0.766203934	1	Downregulated	Age_48h_vs_log
YEL002C	WBP1	2567.752662	-0.373013658	0.058585037	0	1	1	Downregulated	Age_48h_vs_log
YEL001C	IRC22	1745.329923	-0.38722827	0.060235691	0	1	1	Downregulated	Age_48h_vs_log
YER001W	MNN1	1242.453064	-0.392434116	0.097032126	0	1	1	Downregulated	Age_48h_vs_log
YER005W	YND1	502.9439758	-0.128921223	0.047297786	0	1	1	Downregulated	Age_48h_vs_log
YER011W	TIR1	704.7142725	-0.919565195	0.586222316	-0.715710037	0.474170412	1	Downregulated	Age_48h_vs_log
YER012W	PRE1	1951.54412	-0.525240389	0.078111308	-0.323133617	0.746594052	1	Downregulated	Age_48h_vs_log
YER016W	BIM1	546.9344393	-0.470093909	0.097162469	0	1	1	Downregulated	Age_48h_vs_log
YER019C-A	SBH2	1170.415415	-0.505212068	0.145984869	-0.035702797	0.97151934	1	Downregulated	Age_48h_vs_log
YER021W	RPN3	2962.853181	-0.390020114	0.055906086	0	1	1	Downregulated	Age_48h_vs_log
YER022W	SRB4	535.6225366	-0.180801985	0.05829991	0	1	1	Downregulated	Age_48h_vs_log
YER026C	CHO1	1075.932697	-0.491649226	0.069721816	0	1	1	Downregulated	Age_48h_vs_log
YER027C	GAL83	595.7396709	-0.495604273	0.067775809	0	1	1	Downregulated	Age_48h_vs_log
YER030W	CHZ1	1108.681271	-0.603485489	0.14086308	-0.734653035	0.46255083	1	Downregulated	Age_48h_vs_log
YER031C	YPT31	1408.753892	-0.465464516	0.056156637	0	1	1	Downregulated	Age_48h_vs_log
YER038C	KRE29	154.0859467	-0.058131493	0.103684189	0	1	1	Downregulated	Age_48h_vs_log
YER038W-A	FMP49	5.782201178	-0.179291092	0.335949395	0	1	1	Downregulated	Age_48h_vs_log
YER048C	CAJ1	1744.314797	-0.564635136	0.074036914	-0.873012285	0.382656382	1	Downregulated	Age_48h_vs_log
YER050C	RSM18	446.0382342	-0.08327277	0.094424719	0	1	1	Downregulated	Age_48h_vs_log
YER057C	HMF1	1084.092117	-0.250131122	0.062261792	0	1	1	Downregulated	Age_48h_vs_log
YER059W	PCL6	325.102867	-0.052010107	0.086060712	0	1	1	Downregulated	Age_48h_vs_log
YER060W-A	FCY22	140.6900682	-0.544908462	0.143395153	-0.313179778	0.754144081	1	Downregulated	Age_48h_vs_log
YER063W	THO1	617.3105179	-0.580986213	0.106859737	-0.757873971	0.448526434	1	Downregulated	Age_48h_vs_log
YER068W	MOT2	773.6126991	-0.116683803	0.068639643	0	1	1	Downregulated	Age_48h_vs_log
YER071C	TDA2	184.4819817	-0.115609844	0.099925581	0	1	1	Downregulated	Age_48h_vs_log
YER073W	ALD5	1778.630935	-0.244287691	0.102364454	0	1	1	Downregulated	Age_48h_vs_log
YER078C	ICP55	429.1366446	-0.465484963	0.066238943	0	1	1	Downregulated	Age_48h_vs_log
YER080W	AIM9	1393.315345	-0.305697019	0.048045178	0	1	1	Downregulated	Age_48h_vs_log
YER081W	SER3	3263.983605	-0.297915959	0.182793985	0	1	1	Downregulated	Age_48h_vs_log
YER083C	GET2	788.6748893	-0.070383771	0.067266251	0	1	1	Downregulated	Age_48h_vs_log
YER086W	ILV1	3520.132354	-0.518417361	0.070188527	-0.262398448	0.793014269	1	Downregulated	Age_48h_vs_log
YER087C-A	YER087C-A	31.10612427	-0.406466694	0.188744038	0	1	1	Downregulated	Age_48h_vs_log
YER088C-A	YER088C-A	260.0154774	-0.260366369	0.120331492	0	1	1	Downregulated	Age_48h_vs_log
YER089C	PTC2	1377.453933	-0.431645134	0.092217234	0	1	1	Downregulated	Age_48h_vs_log
YER090C-A	YER090C-A	0.993607437	-0.164035589	1.049954882	0	1	1	Downregulated	Age_48h_vs_log
YER094C	PUP3	2170.596932	-0.056963224	0.069753684	0	1	1	Downregulated	Age_48h_vs_log
YER099C	PRS2	694.5972837	-0.16132854	0.058669204	0	1	1	Downregulated	Age_48h_vs_log
YER100W	UBC6	880.5138708	-0.320257515	0.056358395	0	1	1	Downregulated	Age_48h_vs_log
YER105C	NUP157	1523.970214	-0.400801888	0.071699109	0	1	1	Downregulated	Age_48h_vs_log
YER107C	GLE2	742.3303986	-0.465274656	0.055268027	0	1	1	Downregulated	Age_48h_vs_log
YER111C	SWI4	749.1298432	-0.113507465	0.080464797	0	1	1	Downregulated	Age_48h_vs_log
YER113C	TMN3	804.6814268	-0.303753013	0.057891587	0	1	1	Downregulated	Age_48h_vs_log
YER114C	BOI2	996.6358134	-0.30093174	0.07381241	0	1	1	Downregulated	Age_48h_vs_log
YER115C	SPR6	263.2875118	-0.001415147	0.07722129	0	1	1	Downregulated	Age_48h_vs_log
YER118C	SHO1	890.6678734	-0.32207524	0.054361655	0	1	1	Downregulated	Age_48h_vs_log
YER123W	YCK3	704.6076701	-0.205539501	0.061258212	0	1	1	Downregulated	Age_48h_vs_log
YER125W	RSP5	1538.141764	-0.192632226	0.071479056	0	1	1	Downregulated	Age_48h_vs_log
YER133W	GLC7	2913.935147	-0.41503519	0.087704126	0	1	1	Downregulated	Age_48h_vs_log
YER136W	GDI1	1945.455778	-0.392608673	0.056208293	0	1	1	Downregulated	Age_48h_vs_log
YER137C	YER137C	148.475155	-0.138566485	0.318751182	0	1	1	Downregulated	Age_48h_vs_log
YER140W	EMP65	343.4247353	-0.306792294	0.076849667	0	1	1	Downregulated	Age_48h_vs_log
YER145C	FTR1	2004.453183	-0.538103072	0.11312015	-0.336837176	0.736239647	1	Downregulated	Age_48h_vs_log
YER147C-A	YER147C-A	7.671487714	-0.606565172	0.379691001	-0.280662886	0.778968978	1	Downregulated	Age_48h_vs_log
