gene_id	log2FC_hl_Not1_AID	log2FC_hl_Pop2_AID	log2FC_hl_Xrn1_AID	log2FC_hl_dcp2_AID	log2FC_hl_CCR4_AID
YDL080C	-0.0500633763703409	0.151879086279337	-1.93006626245896	-1.71544491409953	0.271138035500512
YDL081C	-1.49369130693297	-0.246052785172207	-1.22817597489267	NA	0.279952466845869
YDL084W	-3.37159639181353	-1.78397982953769	-2.10891349861676	-1.25081968179108	-0.560361124566299
YDL085C-A	0.625881636984794	-0.694721075863751	0.635500307321024	0.550503106695287	NA
YDL086W	-2.46026840285867	-0.421975295983987	-0.727619392085754	-0.432252075669546	NA
YDL088C	-1.95183055937678	-0.636690909062478	-1.3343412595536	-1.06347568130565	-0.921040749501636
YDL091C	-0.509680438247113	-2.02081825094366	NA	-0.43280776750355	NA
YDL095W	-1.95042193522345	-0.890579740377921	-1.13187959280509	-0.578283433223052	-0.292070225518493
YDL100C	-2.31059741721569	-0.741029855650896	-2.35032647914021	-0.472967063833967	-1.30216303123326
YDL102W	-3.26457964764246	0.11381631048149	-0.06917810487997	-0.358680710912582	0.0298342293942481
YDL103C	-2.85184563212703	-1.60325577035111	0.736025304839321	-0.606772987936377	0.335597124095395
YDL104C	-3.62375769092662	NA	-2.61662967065377	-1.53882958286194	-2.24991637167811
YDL108W	-2.49372635647264	-1.40277123943788	NA	NA	NA
YDL110C	-2.28047223419252	-0.673372706062222	-1.70666804282776	-2.3423808783727	-1.37489502745747
YDL112W	-1.09581350726254	-1.03747956741952	-0.539118679531856	NA	0.449973534443062
YDL117W	-3.63428419900278	-0.965987459460377	-1.28398401127687	-0.925041509005681	-0.624856829663724
YDL120W	-0.818411387589751	NA	-0.0235848187374197	-0.372186107804729	NA
YDL124W	-0.54196363119862	-0.299294805507722	-0.797952124828075	0.62261454285572	NA
YDL125C	-0.200966528419971	0.0139884798515865	-1.25571351696681	NA	NA
YDL126C	-0.570181896198463	0.139231615652714	-0.915654429699858	0.38310095887751	NA
YDL128W	-1.04701335918204	-0.319453669434162	-1.39370026333209	-0.0017301824372822	-1.50433322426006
YDL130W	-1.2218402603342	-0.875485268774014	-1.05329976189647	-0.0606493899551197	NA
YDL130W-A	-1.33179393818008	-1.44635065521694	-0.660182124226793	-0.0204407966830664	0.420105790227673
YDL134C	-0.197328589734726	0.608453502852282	0.0261540012573849	1.55663452266592	NA
YDL135C	0.450908858905365	-0.596297815931958	-2.23608562055105	NA	NA
YDL143W	-1.95309632216878	-0.720679833482654	-1.82361201893979	0.0753895755899359	NA
YDL145C	-2.26961573166754	-1.03199120154736	-0.801200651186641	-0.881360570933771	-0.696909893561693
YDL147W	-1.97965800193519	-1.36669539864516	-1.85060188388949	-0.939383879439613	NA
YDL153C	-2.12313269272667	-1.35468597920424	-0.634310732184394	1.06591814818077	NA
YDL155W	-2.78948420182199	-1.72702273263926	-1.14387835419189	-2.07419450209925	NA
YDL161W	-1.5258515127657	-1.028772503137	-1.68910723456041	-1.4068451089823	-0.169001687404348
YDL167C	-1.49236414311976	-1.60118461758413	-3.05534383656662	-0.581112831654267	NA
YDL168W	-2.19041870967624	-1.15137938790576	-0.946285103218547	0.0750454946246366	-0.603189033600432
YDL173W	-3.40872808285583	-0.866706444822539	-2.55926986139269	-1.8528577930813	NA
YDL174C	-0.821457244059973	-0.887699566282131	-1.30739538981673	-0.991555772462222	-1.30724353238568
YDL176W	-0.487443179061291	-0.780440507637778	-1.05988842345286	-0.747937810034855	NA
YDL179W	-1.65036906808153	-0.0923974830627039	-0.0687201607647415	-0.317745994122003	1.30924268594276
YDL182W	-2.00963672264153	-0.638356542029647	-0.113857743759676	NA	0.839086591448634
YDL187C	-0.364214679381806	-0.503190215120253	0.0522041867456843	-0.327864595900997	NA
YDL190C	-1.67662405857881	0.541881794165118	1.05918441339296	0.381842770593275	NA
YDL191W	-1.32338802871285	-0.331476656395488	-1.4871742959397	NA	NA
YDL193W	-2.13554654234527	-0.881385196413454	-1.28917778354649	-1.08001489874119	NA
YDL194W	NA	0.159132834674164	-1.77871395100517	-2.13901574721081	NA
YDL198C	-3.76971375354053	-1.7262700514078	-1.60562490041956	-2.11492297204401	0.00223696972528419
YDL200C	-3.52806257480076	NA	0.468063922417148	NA	-0.656647638642647
YDL202W	-2.22475782759248	-1.82085617745039	-1.94501388269359	-0.0898056282946341	-0.463471759395533
YDL204W	NA	NA	NA	-2.26789447128928	NA
YDL206W	NA	NA	-0.837618817580101	-3.82219384717734	0.111079624986375
YDL208W	-1.99231739173157	-0.238883400778257	-1.017622651114	0.32068120090845	NA
YDL215C	-2.71504955371197	-0.660469042525986	-1.09034049217525	-0.685822439934424	NA
YDL226C	-2.01950682518769	-0.641727623241534	-2.20808001770988	-1.83026890995346	NA
YDL232W	-0.580482676469221	-0.867685898710708	-1.51835704276407	-0.53696215787968	NA
YDL233W	-2.25855839675067	-0.673403026299253	-0.747184688641571	-1.35886894990377	0.343819482182962
YDL234C	0.58062941943424	1.46821812752765	2.59035049463525	1.4314238160283	1.16286447702804
YDL235C	-2.46584620630369	-0.508704606546658	-1.59684388949081	-1.30983964967708	0.388694165120814
YDL236W	-2.52450510041389	-1.73550080312843	-1.72722496047407	-0.556065712482274	NA
YDL237W	NA	-0.8531587051993	-1.45538682703062	-0.309979126228453	NA
YDR001C	-1.48341831899482	0.662620291509508	-1.27173390068542	-0.682547936718991	-0.00177709667380335
YDR002W	-1.95909340971443	-1.4016048072003	-1.18837797550778	NA	NA
YDR016C	-2.0890256245185	-2.19125175217636	-2.01696685155333	-1.9187591602059	NA
YDR018C	NA	NA	0.0695001116221148	NA	NA
YDR019C	-1.06038408952512	2.10690159627831	1.96144307251326	1.46464212555849	1.2907477750201
YDR023W	-1.81963123621406	-1.7765514465093	-2.15472709706537	-1.34642336806637	-0.126023641053059
YDR026C	NA	0.154340854612104	0.790292160044233	-0.32099807376211	0.69044086574148
YDR032C	-1.76685857609226	0.00713170514859913	-1.6300151516917	-0.253808464718853	0.211277270957078
YDR033W	-0.755699939622165	NA	-0.892928690382561	-0.0109043988005291	NA
YDR037W	-2.18961149836922	0.029263436964376	-1.90753046945988	0.10767992711849	NA
YDR038C	NA	NA	-0.923788019068479	0.616059672940771	NA
YDR039C	-1.28869250650189	-0.324025302401186	NA	0.188078258763856	-0.8962563656498
YDR040C	-0.246160666809995	0.718506532278433	-0.366931145913218	1.23061012035337	0.175510042024008
