gene_id	gene_name	MS791_SCD_1hr-arrest_PhIAA_rep2	MS791_SCD_4hr45m-arrest_PhIAA_rep2	MS791_SCD_1hr-arrest_DMSO_rep2	MS791_SCD_4hr45m-arrest_DMSO_rep2	MS793_SCD_1hr-arrest_PhIAA_rep1	MS793_SCD_4hr45m-arrest_PhIAA_rep1	MS793_SCD_1hr-arrest_DMSO_rep1	MS793_SCD_4hr45m-arrest_DMSO_rep1	MS756_SCD_1hr-arrest_PhIAA_rep2	MS756_SCD_4hr45m-arrest_PhIAA_rep2	MS756_SCD_4hr45m-arrest_longPhIAA_rep2	MS756_SCD_1hr-arrest_DMSO_rep2	MS756_SCD_4hr45m-arrest_DMSO_rep2	MS756_SCD_4hr45m-arrest_longDMSO_rep2	MS69_1hr-arrest_Torin_rep1	MS69_1hr-arrest_DMSO_rep1	MS69_4.75hr-arrest_Torin_rep1	MS69_4.75hr-arrest_DMSO_rep1	MS69_1hr-arrest_Rapa_rep2	MS69_1hr-arrest_DMSO_rep2	MS69_4.75hr-arrest_Rapa_rep2	MS69_4.75hr-arrest_DMSO_rep2	MS756_1hr-arrest_PhIAA_rep1	MS756_1hr-arrest_DMSO_rep1	MS756_4.75hr-arrest_PhIAA_rep1	MS756_4.75hr-arrest_DMSO_rep1	MS791_1hr-arrest_PhIAA_rep1	MS791_1hr-arrest_DMSO_rep1	MS791_4.75hr-arrest_PhIAA_rep1	MS791_4.75hr-arrest_DMSO_rep1
YGL208W	SIP2	-0.266981949	0.584084414	-0.080831975	0.927882001	-0.232956939	0.021069067	-0.193413226	0.289539439	-1.596349416	-2.101471776	-1.441618094	-0.322307792	-0.46392204	-0.230500356	2.203022566	-0.019076144	1.068860467	0.233128688	1.622787441	0.018827197	1.33903857	0.477074393	-2.336645432	-0.319863808	-1.404105878	-0.682823849	-0.130407721	0.008642666	0.337509265	0.48219935
YJR104C	SOD1	-0.048955794	0.02557629	-0.085829646	0.445234138	-0.06800594	0.043437388	-0.116064807	-0.028809587	-0.66890258	-0.506450675	-0.321258377	-0.209838045	-0.378530535	-0.396073706	0.882460428	0.002380863	1.242786806	0.220452638	1.038244068	-0.002384799	1.076138422	0.164577324	-0.517861262	-0.067354882	-0.392593474	-0.333657064	0.214813134	0.229139798	0.087553365	0.379077404
YER150W	SPI1	-0.884327373	0.633965044	-0.906434804	1.799026797	-0.621714068	1.002215126	-0.515137764	2.089007875	-0.908020556	-0.390748465	0.845190256	-0.825675348	-0.222067952	0.21886751	2.970673309	-0.410649886	4.841117327	2.190914916	0.854577031	0.319289107	2.474773022	1.830749942	-0.799271839	-0.260976454	-0.877840304	0.474635068	-0.478512888	0.177964278	-0.233666668	1.883573281
YBL075C	SSA3	-0.053219759	0.69059565	0.032398771	1.872144917	0.069604775	0.094437352	-0.104036332	0.079388311	-0.263567108	-0.797714155	-0.608665132	-0.168858499	-0.299966498	-0.48408558	1.080310812	-0.152525995	6.876758347	0.574720945	0.711780629	0.137931212	5.465872139	-0.119544956	-0.525995063	-0.268257287	-0.908848767	-0.301226687	-0.000310749	0.132360366	0.497907801	1.625865269
YER103W	SSA4	0.507218447	0.413280752	0.374156546	1.663178639	0.464289058	0.335257303	0.140825801	-0.23144716	-0.600600419	-2.596363063	-1.78620763	-0.038127652	-1.328000156	-1.350986935	2.57974486	-0.450564857	6.254548405	1.027052586	2.422274691	0.342832008	4.661697767	0.165121045	-0.361866516	0.238181813	-1.747763007	-1.879231266	0.996065742	1.096930754	0.198558686	1.730409987
YBR169C	SSE2	-0.350461043	1.859778318	-0.06720031	2.985828035	-0.221942212	0.946631688	-0.411683966	1.503151375	-1.971566366	-2.27556719	-1.484198236	-0.323244586	0.174762208	0.075926445	2.814686836	-0.196168298	5.120596635	1.399822048	2.794606378	0.172659348	4.74185076	1.649145366	-1.670125658	0.052178454	-1.75248847	0.180115971	0.510384517	1.019328435	1.445702613	2.810439694
YKL124W	SSH4	-0.178071904	1.08748595	0.03882466	1.281383938	-0.346962995	0.673907256	-0.50367305	0.808234989	-1.340471516	-1.170700754	-1.044046852	-0.151898511	0.443709277	0.3750839	0.607440236	0.102709056	1.697483469	1.183222053	1.408815307	-0.110585494	1.849115322	1.106972148	-1.050723666	0.060333615	-0.392677906	0.223311142	-0.449225902	0.074206308	0.801951895	1.097544905
YLR250W	SSP120	-0.11037787	0.125304389	-0.128785989	0.334512743	-0.232095038	-0.195231215	-0.301795447	0.514736016	-0.359285315	-0.218245459	0.235512874	-0.140219384	0.402806265	0.416718439	0.736234291	-0.018230154	0.27816307	0.335396249	0.92742925	0.018002666	0.371397148	0.303648219	-0.533219734	0.030830327	-0.392609511	0.19990629	-0.229800319	0.083832282	-0.113541595	0.153080508
YDR169C	STB3	0.001065675	0.082754085	0.093171596	-0.087217524	0.075963438	-0.056517681	0.042500352	-0.010704531	-0.495124116	-1.261799581	-0.735615964	0.183623123	-0.159169103	-0.187748054	1.47774547	0.159727531	0.290432137	0.062578695	0.951651599	-0.179639074	0.386865926	0.231478184	-0.746765259	0.060919654	-0.966714835	-0.279891066	-0.199024928	0.382553429	-0.097662789	-0.051413338
YGR008C	STF2	-0.418096055	2.41232019	0.060571659	3.408839236	0.205293144	2.101061106	-0.389044403	2.576173807	-3.027614009	-2.424810384	-0.761750751	-0.309484516	0.534072141	0.765932762	4.263617303	-0.415061412	5.617147494	2.476570605	3.020678395	0.321942442	4.510597956	2.712207651	-3.437579825	-0.269708296	-2.56881279	0.516868126	-0.220020705	0.223480283	2.08075649	3.278343876
YPR151C	SUE1	-0.122760033	1.38905732	-0.404879453	2.448801603	-1.083262454	0.728721207	-0.86351619	1.520349209	-2.566219102	-1.165062305	0.261274075	-0.282001582	0.703879412	0.765376497	3.603119758	-0.064153227	3.989206557	1.606219852	3.283054576	0.061421527	4.106132908	1.445742205	-2.354593311	0.253867243	-1.296237485	1.181654432	0.11102321	0.367532548	1.294410686	2.519525187
YMR291W	TDA1	-0.67845731	0.180587514	-0.400510085	0.621876751	-0.564554675	-0.55520347	-0.143403036	0.700825097	-1.373473081	-1.881746573	-1.283404531	-0.153838238	0.049488389	-0.184145794	1.345444966	-0.043672871	2.327943313	0.581212853	0.811028679	0.04238957	2.227404265	0.676061235	-1.820515067	-0.155479041	-1.587311919	-0.442763186	-0.696794358	-0.187046146	-0.200940373	0.5985408
YLR178C	TFS1	-0.800790633	2.092138587	-0.450527243	3.798893098	-0.000789203	1.581031833	-0.58429016	2.477058867	-2.051157312	-2.764383064	-1.079210641	-0.306263874	0.366506336	0.282966944	4.995520619	-0.240069376	5.882528847	3.307157126	3.912961699	0.205762092	5.418099144	2.882762878	-2.821590574	0.345602329	-2.080949986	0.246829204	0.885021871	1.487666088	1.816943376	3.835821836
YLR327C	TMA10	-0.140426443	3.136235594	-0.839136721	2.903048278	0.466025124	3.015147981	-0.175542079	2.974587519	-3.33802049	-0.914915215	1.433112566	-0.276305278	1.336078917	1.377562877	3.887260121	-0.641393271	5.430153655	2.763784256	3.007870523	0.442446174	5.177867234	3.160486765	-2.475408694	0.033038772	-1.261981306	1.133472731	-0.431164918	-0.205077775	2.782042412	2.835488637
YDL110C	TMA17	-0.432940824	2.183370433	0.162091205	3.139672203	-0.241465454	1.351099215	-0.413402435	2.194433816	-1.760044457	-0.586288271	0.08653888	-0.112810742	1.148081922	1.171124552	3.211511856	0.068586249	4.126844612	2.694072473	2.540490535	-0.072010323	3.707551548	2.414710654	-1.624047531	0.417464042	-0.365695593	1.181285274	0.603314637	0.513907528	2.32325274	2.891127267
YJR066W	TOR1	0.155879908	-0.463196838	0.131125771	-0.578724203	0.027622153	-0.395544408	0.00736437	-0.465301726	-0.320162513	-1.158379881	-0.955239338	-0.027817387	-0.596244741	-0.795894014	1.453764668	0.022484337	0.416324302	-0.565917265	0.79963547	-0.02284031	-0.00753378	-0.526991024	-0.188983456	-0.140840075	-0.998805136	-0.933736041	-0.143135234	-0.28293614	-0.55264443	-0.702665887
YGL096W	TOS8	-0.465083948	0.209346272	-0.308731065	0.530896617	-0.623666398	-0.164619278	-1.201066269	-0.028059483	-1.451313252	-1.725384703	-1.016152972	-0.682575109	-0.504486845	-0.436880344	1.781394812	0.360995663	1.894313778	0.526497095	2.105746123	-0.482597201	1.4640942	0.599795853	-1.370502615	0.214045289	-0.774797224	-1.144649043	-0.345921754	-0.387975035	1.229175437	-0.095897719
YPL203W	TPK2	0.050892915	0.967647614	0.07712604	1.561974518	0.067519815	0.721594543	0.021178656	1.030223827	-0.902159934	-1.180229396	-0.006317038	0.037809631	0.349352669	0.327295042	1.967929352	-0.133460067	1.565348534	0.600347347	1.836143697	0.122152656	1.82141786	0.881313117	-1.146612807	0.226893568	-1.155106494	0.364855256	-0.141831318	0.355914036	0.823695318	1.223123473
YBR126C	TPS1	-0.201462655	1.521776561	-0.016943968	2.265532147	0.151194358	1.41779908	-0.122848312	1.648402677	-1.664177773	-1.379169082	-0.285647248	-0.039550357	0.404557942	0.475662742	3.064797887	-0.009435687	3.665424664	1.605105128	2.239640631	0.009374376	2.927903141	1.732042123	-2.022189309	-0.127453921	-1.76321825	0.615675315	-0.058750694	0.088280472	1.073607151	2.075607058
YDR074W	TPS2	-0.60481219	0.377529311	-0.370509711	1.041399029	0.045603393	0.900047801	-0.320436138	1.035081162	-1.399653083	-1.626087759	-0.600052916	-0.17377799	-0.395254631	-0.360324647	2.723791607	-0.061048786	2.803098011	0.924084941	1.372964111	0.058569995	1.998123976	0.960113759	-1.950676795	-0.401313692	-1.570573775	-0.519879196	-0.49880683	-0.200996166	0.067766256	0.874468115
YGR209C	TRX2	0.225355312	1.001733041	0.2388462	1.862214132	0.511109546	0.937795246	0.373432573	1.121416088	-0.765383438	-1.159911152	-0.180075024	0.425431543	0.456170565	0.398455145	2.758750486	-0.166568697	3.060435541	1.391584193	2.765586302	0.149312417	2.701596343	1.208748601	-0.61717554	0.308468265	-0.781021201	0.241010053	0.725758537	0.720687104	0.522438761	1.677051759
YDR453C	TSA2	0.052268808	2.081854386	0.550561752	3.41978463	0.433858606	2.174623331	0.03843306	2.485775994	-1.101807239	-1.316140786	0.012262308	-0.275630165	-0.125412796	0.444536213	4.570317989	-0.484251976	7.343469121	3.456302613	4.184993142	0.36191697	6.347491696	1.975454274	-1.073397882	1.212352903	-0.429780698	0.650188126	2.534319721	2.924282958	1.806250674	3.168021476
YML100W	TSL1	-0.511591871	1.703771414	-0.186347687	3.084845872	-0.033465166	1.701688115	-0.21602985	1.867231666	-2.0627719	-3.292726353	-1.578064075	-0.352507538	-1.049497131	-1.002911256	3.683894475	-0.008704764	4.939103783	2.187069347	2.543465358	0.008652557	4.410963556	2.314967214	-2.447875522	-0.506669538	-2.787742528	-1.377886059	-0.730224671	-0.182911118	1.274855385	2.746475536
YDR059C	UBC5	-0.397120433	1.803250614	0.23465238	2.387757618	0.086979088	0.989887647	-0.091292572	1.880686075	-0.886500861	-0.407732174	0.847019532	0.033141667	1.5144904	1.431186502	2.392465402	-0.204890961	2.106785202	1.8743809	2.019076899	0.179378229	2.568877442	1.696775139	-1.39863271	-0.271748841	-0.102631115	1.442440103	0.379980005	0.49490204	1.561020596	2.246469634
YEL012W	UBC8	0.113716302	1.083040889	0.121509464	1.359382657	0.2520851	0.820075122	-0.04617162	1.1132433	-1.249636356	-0.680347753	0.04256342	0.35798066	0.606725642	0.635475441	2.808085995	-0.344165609	2.117739598	1.019045537	2.61447453	0.277671244	2.14756987	1.200161902	-1.088355981	0.209166559	-0.525880981	0.651103333	0.001130423	0.278492393	0.937322545	1.333625179
YLL039C	UBI4	-0.601010107	0.617384184	-0.313389704	1.135969007	-0.041918221	0.211346308	-0.222658722	0.64232306	-0.688220409	-0.553723308	0.032142757	-0.284057114	0.20703084	0.218014734	3.137112275	-0.001451519	2.143057299	0.742993334	2.715692917	0.001450061	1.846439735	0.609755548	-0.682389155	-0.36197603	-0.693103869	0.096341397	-0.196329891	-0.067388987	0.327898782	0.927853896
YMR304W	UBP15	-0.875575257	0.569723627	-0.297639477	0.772329082	0.098200251	0.660891932	-0.332662147	0.987166545	-1.492250476	-1.253039885	-0.452560688	-0.066510351	0.346582864	0.08048031	2.346413529	-0.344829835	2.245802065	0.905256956	1.952850414	0.278102723	1.668432385	1.01429756	-1.486099388	-0.174981036	-1.404711504	0.160282013	-0.888790149	-0.452619779	0.189731908	0.831487136
YJL048C	UBX6	0.071408325	1.658826882	0.210200692	2.326020464	-0.025580801	0.763196742	-0.367674118	0.492034947	-1.000208572	-0.253672199	-0.092470713	-0.307254117	0.34623343	0.435384968	2.901336235	-0.134453769	2.758802791	1.00543512	1.994589192	0.122984486	2.405555413	1.197113255	-0.809557088	-0.173689035	-0.251161981	0.34143958	0.611245344	0.683913823	1.444655385	2.056771638
YGR019W	UGA1	0.081529767	1.453592586	0.194543932	2.318260963	0.439795832	1.3881714	0.163205714	1.42542075	-1.533678107	-1.576466094	0.058217806	0.344442426	0.446605132	0.475143243	4.200072971	-0.228301291	3.723598629	1.334310786	4.150161186	0.197060902	3.739563986	1.4141662	-1.653367134	0.239032646	-2.061090414	0.342543501	0.89258819	0.990642398	1.324758472	2.09669806
YBR006W	UGA2	-0.20632561	1.579731763	-0.00190665	2.028553239	0.213165846	1.254112247	0.004558186	1.287548217	-1.406680853	-0.566659935	0.886054831	0.162914257	0.071412046	0.111266423	4.676577284	-0.080658271	4.103643177	1.132395109	4.057518869	0.076386592	3.60272542	0.914868579	-1.825755125	0.150518689	-1.331232612	0.290943979	-0.193888357	0.448117571	1.133852275	1.535596535
YKL035W	UGP1	0.22469957	1.486935087	0.254105566	1.970715003	0.23888999	1.19969971	0.249120532	1.332703846	-1.134981726	-0.938887524	-0.573452918	0.055650426	0.548165626	0.622866498	1.979599281	-0.006721907	2.77380752	2.018694933	1.576328139	0.006690733	2.011757617	1.522577041	-1.569468177	-0.015212594	-0.865864619	0.588260222	-0.077409385	0.100924087	1.049716237	1.771165015
YMR271C	URA10	0.469794127	1.782451021	0.0060229	2.717001124	0.394898375	1.482764656	-0.107526424	2.016234953	-0.193019015	-0.697950398	-0.539803545	0.025314226	0.442956822	0.756591807	3.991970126	-0.133575241	5.247948841	-1.405745563	4.463347453	0.122249122	5.12995551	1.137751598	0.061171282	0.325146754	-1.625763224	0.507212343	0.579564389	0.940280731	1.574046701	1.847193081
YPL230W	USV1	-0.203759593	1.211720345	-0.016710368	2.816438838	-0.017171758	0.815058924	-0.170366564	1.661254939	-1.948134701	-1.240902062	-0.184344919	-0.154719364	-0.236385074	-0.091218957	2.492228242	0.001925808	3.998331551	1.768192546	2.662442224	-0.001928382	3.962067249	1.425745535	-1.133341213	-0.49082356	-2.01039288	-0.384419215	-0.73386976	0.628951895	1.502263048	2.875867488
YEL005C	VAB2	0.098214967	1.145248093	0.263542295	1.35820581	0.224312662	0.281188673	0.08926999	0.642953137	-0.530566549	-1.330205872	-1.077995818	0.203180812	0.456145745	0.003639686	1.707813775	-0.49769107	1.909418006	0.263375867	2.154990028	0.369338766	2.068255627	0.693989822	-1.695897084	0.274213873	-0.809536767	0.415032253	0.159567493	0.435654054	0.238283128	0.958367135
YGL104C	VPS73	-0.347092131	0.712315364	-0.085753272	1.437736332	-0.151272185	0.539062093	-0.330131844	0.850939383	-2.066952287	-2.66416462	-0.828866446	-0.208738515	0.263118721	-0.023069515	2.313168571	-0.260637348	2.406974212	0.396809616	1.691389245	0.220677796	2.01055498	0.766346373	-1.692830599	-0.357868491	-2.987549376	0.092881298	-0.326403914	0.553991715	0.745682422	1.228661781
YMR197C	VTI1	-0.018323166	1.261658155	0.239302069	1.653976022	0.239876514	0.801716463	0.054756319	0.944866257	-0.473073256	-0.013276569	0.231855088	0.112278577	0.938257386	0.95875668	2.468121572	-0.19388395	1.637207538	1.110686133	1.974289904	0.170887834	1.722551025	1.248402115	-0.326474221	0.023422928	-0.225279423	1.077080012	0.374401563	0.607217704	1.04954511	1.574188528
YJL141C	YAK1	-0.524854165	1.12273476	-0.209622329	1.717107026	-0.230793052	0.915881563	-0.358036218	1.173741673	-1.152640361	-1.305359062	-0.31971276	-0.487720893	-0.105370965	-0.09477498	2.458805191	-0.03544515	3.116021862	1.276460922	1.261120364	0.03459515	2.52250595	1.449291961	-1.754665449	-0.96536638	-0.87415218	-0.128387511	-0.686461849	-0.054995488	0.687995016	1.412488369
YBR056W	YBR056W	-0.32055093	1.583786616	-0.034467776	2.003165163	0.144698692	1.155670274	-0.211646527	1.41588442	-2.059850216	-1.946150936	-0.084137026	-0.01110201	0.817446793	0.828544194	3.038841656	-0.196948611	2.235618162	1.394144351	2.064350928	0.173263341	2.150827577	1.452340753	-2.728437021	0.181037029	-2.03217469	0.808556235	0.086177334	0.551377936	1.069598566	2.029566462
YBR139W	YBR139W	-0.197220256	1.327703803	-0.069404738	2.049733606	0.316330082	1.00066653	0.127124346	1.591831223	-1.554964336	-2.683676875	-1.027173197	0.069063693	0.418963564	0.463630827	2.989330719	-0.020462827	2.894957575	1.467029264	3.105470845	0.020176642	2.51615772	1.347473654	-1.706768536	0.012817528	-3.036290567	0.544817192	-0.013757399	0.270484442	0.921880143	1.671400585
YCR004C	YCP4	-0.178783509	0.768198793	-0.045223797	0.76486193	-0.367235806	-0.04972661	-0.247333641	0.428590795	-1.644558932	-1.707495679	-1.289147128	-0.180494615	-0.091796931	-0.193840027	0.756950067	-0.014641376	0.382587093	0.442505194	1.050810638	0.014494278	0.769210033	0.496474965	-1.610254951	0.341906436	-1.524433931	-0.296202654	0.629445316	0.612986564	0.48412777	0.745230039
YCR061W	YCR061W	-0.148255376	0.39969218	-0.074383867	1.11216944	-0.184191295	0.190772623	-0.716368487	0.053979157	-1.236305202	-1.693451892	-1.426258874	-0.117042017	-1.265329094	-1.108836375	2.154595249	-0.022400653	2.61346332	-0.290283214	1.581079692	0.022058151	1.846641221	-0.154392102	-1.144030598	-0.608303971	-1.177638186	-1.102871866	0.575734457	0.612236517	-0.104610415	0.614436439
YPL087W	YDC1	0.057023116	0.605765078	0.010344158	0.9640245	-0.00421105	0.546997533	-0.148570414	0.739599485	-1.472750313	-2.333542722	-0.960584608	-0.153811499	-0.083344896	-0.189332902	2.402723869	-0.099732425	0.886920323	0.271512332	1.865289704	0.09328154	0.99935317	0.478734346	-1.713744096	0.008150744	-1.983077034	-0.314477258	0.298546542	0.304700124	0.460283592	0.584631422
YDL124W	YDL124W	-0.461850981	0.775760948	-0.056674332	1.546236839	0.321251074	0.476810159	-0.075975579	0.937913721	-1.343941952	-2.337520118	-0.844880122	0.082668454	-0.417625213	-0.453171126	2.245484515	-0.00582868	2.43864895	0.98678875	1.764202804	0.005805226	1.73307279	0.984622954	-1.446734989	0.101407506	-2.352349561	-0.660773808	0.622759186	0.96665065	0.369571223	1.462914675
YKL065C	YET1	-0.421637312	0.35710837	-0.227556035	1.372285293	-0.393328292	-0.090230507	-0.24639191	1.327584959	-1.161762241	-0.545176293	0.442634449	-0.009807488	0.802421646	0.823477275	2.158349638	-0.152412309	1.908730166	1.213929239	2.213402466	0.13783825	2.115856635	1.105086053	-1.396384965	0.109608123	-0.644694831	0.732820438	0.213942461	0.462366586	0.369684728	1.224843815
YGL010W	YGL010W	0.88791848	2.555974436	0.375429096	2.529759917	0.162767318	1.605286032	0.303149937	1.165974744	-0.846333192	-0.336267356	-0.578793483	0.232580934	1.158138862	0.987181056	1.838055183	-0.351061487	2.154191934	1.222123157	2.180321573	0.282134877	2.600918441	1.474284804	-0.621565543	0.354786699	-1.106194195	0.793171139	0.916388619	0.36747657	2.396331168	2.609146547
YNL160W	YGP1	-1.05373473	1.987445421	-0.678510936	2.868233016	-1.405176731	1.215473675	-1.39567934	2.023995146	-2.469176027	-1.264499796	-5.027228241	-0.598901574	0.659146798	0.639969453	1.055106851	-0.350214475	3.104706624	2.525453399	1.212284548	0.281588505	1.774363701	2.211140624	-1.818950535	0.563384999	-0.855586785	0.411636318	1.767552529	1.962255129	1.926611096	2.715582127
YGR149W	YGR149W	-0.812147794	-0.248711559	-0.158137066	0.878371587	-0.177658946	-0.508080026	-0.233096867	0.809206531	-1.574762772	-1.584303777	-0.423293307	-0.439651149	0.18073909	0.08962768	2.269119193	-0.042489462	2.080493566	0.57922765	2.306843957	0.041273803	2.341329988	0.796334148	-2.34960725	-0.431322454	-1.68275866	0.031165852	-0.485194814	-0.092464284	-0.702839634	0.827400425
YGR250C	YGR250C	-0.48259607	1.369545752	-0.102607669	1.898734317	-0.360977605	0.486070518	-0.366739269	1.128021753	-0.924390428	0.040481242	-0.014080009	-0.225022798	1.028983014	0.906741018	0.791784294	-0.10816744	1.901486831	1.620060264	0.913377448	0.100620066	1.867813888	1.596297725	-0.641347647	-0.059813267	0.233708242	1.121660207	0.02875947	0.243143262	1.436744123	1.762842161
YHR097C	YHR097C	-0.287053741	0.86798608	-0.05393012	1.279411968	0.253494348	0.1175294	-0.490127787	0.671932118	-1.378159108	-1.291487399	-0.112154188	-0.153420816	-0.38478148	-0.266820191	3.367957055	0.009641989	2.194253368	0.464854879	1.488897427	-0.009706863	1.96740605	0.75271616	-1.440714955	-0.537670679	-1.61605411	-0.544273434	-0.335868445	0.244676848	0.88982289	1.29352291
YHR112C	YHR112C	-0.199544057	1.899765622	-0.031190878	1.715452066	0.121843742	1.00122919	0.028166887	1.181934962	-0.487391211	-0.182887786	0.590958024	0.012336191	0.843064012	1.074922543	2.812981498	-0.136551694	2.444633412	1.264674204	2.649764912	0.124737211	2.373122671	1.437740302	-0.830121974	0.143330828	-0.180910445	0.994711138	0.44886906	0.58840478	1.433710734	1.647930508
YHR138C	YHR138C	-0.322669133	1.046405142	-0.037057783	2.073819383	0.518460989	1.315816876	-0.160176573	1.720552741	-1.367651757	-0.509742219	0.859089792	-0.010599865	0.993172025	0.778050949	3.895968881	-0.211267775	4.400398585	1.134994346	2.568342715	0.184244934	3.54699288	1.319783713	-0.902510058	-0.125037173	-0.718847825	0.523914386	-0.183512975	0.438344932	0.870133577	1.681969634
YJL068C	YJL068C	-0.083995572	1.44627718	-0.084694458	1.841033313	0.177060041	1.199615739	-0.038768155	1.332921846	-1.838381943	-1.585021544	-0.663874322	0.074038304	0.766529717	0.7474555	2.586626891	-0.28589866	2.452810986	1.416198565	2.305601393	0.238504987	2.511047641	1.443924211	-1.674125304	0.266835841	-1.450403354	0.618326856	0.529882093	0.957415039	1.180639386	1.897805897
YJL144W	YJL144W	-0.142805893	1.915134251	0.305218515	2.315001358	1.084719677	1.482603922	0.462178438	1.121404436	-0.09594382	-0.332937498	1.520723335	0.187302048	0.315890383	0.26301726	5.100830706	-0.125928418	4.660867513	0.912595572	4.031467824	0.115813508	4.358118409	1.520626108	0.968222335	-0.803498749	-0.084790865	0.267718083	1.396422705	1.411066684	2.121098631	2.802325809
YJR008W	YJR008W	-0.550128739	1.944545352	0.09402495	2.901762347	-0.193264035	1.148169584	-0.384900246	2.208460542	-1.501725945	-1.08937404	-0.014880286	-0.107572285	0.884216835	0.987311781	3.671061341	0.191556313	4.432957771	1.902819617	3.499604171	-0.220942011	4.090509426	1.995912713	-1.899485626	-0.342063354	-1.670002191	0.794951704	-0.198375664	-0.062210409	1.933258413	3.005661257
YJR096W	YJR096W	-0.110328515	1.223387619	0.074069877	2.492360047	-0.059331556	0.847670395	-0.284716881	1.333777588	-1.471237296	-1.746134315	-0.44711516	-0.179366608	-0.275573237	0.058699228	2.932396047	-0.139092689	4.941607739	1.262881906	2.677841087	0.126853851	3.793762745	1.328620734	-1.491644781	-0.214175154	-2.594101434	-0.369859493	0.261922094	0.325293982	0.656113461	2.125931913
YKL091C	YKL091C	-0.076562481	1.27918144	0.09954667	1.694149014	0.296272824	0.833049249	-0.031790527	1.338106676	-1.682088843	-1.272892944	-0.379755524	0.034949243	0.693354309	0.466879294	2.520346305	-0.143346012	2.914397627	1.090263525	1.987042815	0.130381613	2.005055604	1.284626022	-1.103468367	0.431920126	-3.140119103	0.426295844	0.421112998	0.559611371	0.974160476	1.655187678
YKL100C	YKL100C	0.027446119	-0.225042463	0.115399389	0.240762785	0.091487686	-0.01101435	-0.027395279	0.10919352	-0.80026062	-1.872630161	-1.433243962	0.043421257	-1.055830699	-0.964987963	1.465514226	0.087103476	1.448397872	-0.160330844	1.702015709	-0.092702232	0.987272217	-0.311426446	-1.127330421	0.001539322	-2.257239892	-0.769473315	0.159505785	0.345500279	-0.342999761	0.134518845
YKL151C	YKL151C	-0.82826567	1.871105685	-0.175613141	3.058318441	0.01918976	1.636481583	-0.56510923	1.913672865	-2.049705609	-1.22934209	0.08095365	-0.136333713	0.719827604	0.829503584	3.85775987	-0.184501491	5.986132126	2.602007388	3.014289737	0.163559167	5.032638387	2.173610732	-2.656260326	-0.541799988	-1.725879281	0.423392867	-0.197041895	-0.243178262	1.327147855	2.737319204
YLR290C	YLR290C	0.312351997	0.782277454	0.310646494	1.464467302	0.275083491	0.873559088	0.126370215	0.962150055	-0.547170301	-1.314185134	-0.700012104	0.0333553	0.408149896	0.420362163	2.303005417	-0.226774775	2.332537021	0.546307963	2.13772073	0.19592313	2.153125409	1.010635833	-1.04760005	0.727981904	-1.485707168	0.712101668	0.431403272	0.46671924	1.037094156	1.247195197
YMR302C	YME2	-0.211747478	0.459092076	-0.025076756	0.56587276	-0.260037146	-0.024922544	-0.299015715	0.057750107	-1.568142322	-1.303236229	-1.248496228	-0.268638888	-0.33716429	-0.323373946	0.918474325	-0.138516008	0.920609653	0.256779673	0.909834878	0.126374077	0.547008259	0.279244694	-1.252381128	-0.127373046	-1.471116564	-0.152701108	0.121001374	0.126468352	0.401161356	0.56181701
YML131W	YML131W	-0.767672332	1.480048844	-0.307589042	1.902662163	0.15940094	2.170607236	0.075012723	2.396019424	0.309255941	1.606848799	2.64808831	0.028342728	2.328242408	2.240391473	1.656964503	-0.323224436	3.085531489	2.425457472	1.563242925	0.263897987	2.733055186	2.516717771	0.129644572	0.026823847	1.859417947	2.354908845	-0.994570125	-0.946924579	1.0873693	1.683869709
YMR315W	YMR315W	-0.772857176	0.235254351	-0.358367621	0.722118269	-0.697062342	-0.359315455	-0.48978684	0.736167006	-1.607850107	-0.64396576	-0.035354887	-0.025254557	0.5881192	0.638949603	1.125959485	-0.143456625	0.611226774	0.87125531	2.00593652	0.130473104	0.809398188	0.765619494	-1.573617638	0.006226469	-0.657568404	0.617792417	0.118264254	0.578186872	0.293478448	0.721633635
YKL067W	YNK1	0.392143918	1.767451842	0.434984622	2.208519656	0.409757018	1.25365847	0.050668091	1.514549649	-1.3112324	-1.501790589	-0.367717543	0.107660594	0.852649751	0.844395607	1.959524915	-0.182100809	3.022666553	1.602467183	1.773859397	0.161670289	3.15315714	1.527105687	-1.675324932	0.28147131	-1.76528298	0.819454765	0.334513106	0.569932246	1.704025949	2.154762133
YNL134C	YNL134C	0.198692623	0.818089855	0.290518717	1.733199308	0.837172482	1.540747215	0.381648906	1.086890314	-1.022205969	-0.68256572	0.355969258	0.474595086	0.620564527	0.645381166	2.518652817	-0.859544763	1.94108987	0.487806935	2.614138461	0.534931703	1.993835425	1.261815818	-0.048554602	0.069253986	-0.077017953	0.685241941	0.898269261	0.13575478	0.837866252	1.310121006
YNL200C	YNL200C	-0.270389804	2.337541956	0.214901241	3.248298122	-0.032236746	1.808995382	-0.07581536	2.368464397	-2.68840792	-1.744776749	-0.279401583	-0.054803846	1.505722811	1.476968351	3.296132063	-0.218071831	4.396731438	2.115192608	3.025891119	0.189396122	4.022320853	2.466656183	-2.491557201	-0.264414352	-1.825971689	1.197248967	0.637777882	0.87844042	1.809857498	3.136174175
