gene_id	log2FC_pat1D	log2FC_lsm1D	log2FC_dhh1D
YAL001C	-0.182661142	-0.1214951544	0.506299778
YAL002W	-0.585221028	-0.557408491	-0.441938254
YAL003W	-0.402616513	-0.363186588	-1.147094134
YAL004W	-0.23871355	-0.1418767494	-0.499725751
YAL005C	0.658688326	0.6452172167	0.677730103
YAL007C	0.128375093	0.0683833926	-0.444253216
YAL008W	1.071032439	1.0146017042	0.784048126
YAL009W	0.3601626	0.3807417349	-0.417996477
YAL010C	0.224067262	0.2202666104	0.366964628
YAL011W	-0.148399975	-0.0406299963	0.691582683
YAL012W	-0.895817261	-0.7939490583	-0.513219286
YAL013W	0.018868172	0.0735905811	0.377351913
YAL014C	-0.311499955	-0.2562770213	-0.508050291
YAL015C	0.247469004	0.3057851878	-0.254655316
YAL016C-A	0.220386006	0.0819739128	-1.132959123
YAL016W	0.015162804	0.0059578827	0.116428649
YAL017W	-0.483424502	-0.5117118236	0.85932161
YAL018C	2.582250133	2.6569491522	0.121552612
YAL019W-A	1.392231619	1.0729253402	0.439760738
YAL019W	-0.420619382	-0.3554647524	-0.181221019
YAL020C	-0.416370381	-0.3222011469	-1.081287038
YAL021C	-0.201527219	-0.2048086318	0.102251107
YAL022C	-0.430982367	-0.2964675733	-0.33069068
YAL023C	-0.595358056	-0.5119030023	-0.688985152
YAL024C	-0.519160627	-0.4526141406	0.025620667
YAL025C	0.415250496	0.4180048002	0.216991533
YAL026C-A	-0.26679206	-0.1938261676	-0.027114965
YAL026C	-0.290689547	-0.2279948877	-0.026470407
YAL027W	0.520524714	0.4643258328	0.253445624
YAL028W	0.618855332	0.7043665473	0.559770567
YAL029C	-0.673198248	-0.6401155391	-0.189398994
YAL030W	0.740927783	0.6237014894	0.321599072
YAL031C	-0.291267275	-0.2672843084	-0.183054144
YAL031W-A	1.150069048	-0.6134528333	0.47844216
YAL032C	-0.099451509	-0.0831201784	0.316662602
YAL033W	0.754840189	0.6549109801	0.146306273
YAL034C-B	2.379842512	2.6962277525	1.754624478
YAL034C	-0.16061087	-0.2729102895	0.668913316
YAL034W-A	0.300277579	0.3134192814	0.518078712
YAL035W	0.159372934	0.2462653445	0.33434476
YAL036C	0.394550455	0.4697477573	-0.465004774
YAL037C-A	2.315357947	2.3077965003	0.388525063
YAL037C-B	-1.318169976	-1.0467416383	-0.903756075
YAL037W	0.69671236	0.6790444391	0.088573196
YAL038W	-1.020139136	-0.9883260087	-0.76561552
YAL039C	-0.124594689	0.0401687729	0.481936282
YAL040C	-0.686530265	-0.6639218512	-0.298134488
YAL041W	-0.348111159	-0.3331240982	0.152487532
YAL042C-A	0.656906575	0.8873218531	-0.367009615
YAL042W	-0.207925933	-0.184865125	-0.77390391
YAL043C	-0.134533168	-0.0438110465	0.033146688
YAL044C	0.091079318	0.0199152059	0.31850253
YAL044W-A	0.50946964	0.455834474	-0.119940771
YAL045C	-0.060167774	-0.3515411837	-1.286423577
YAL046C	0.726733634	0.7280972928	-0.049219071
YAL047C	0.170584599	0.2718805978	0.171234129
YAL047W-A	0.906274705	1.219333126	-0.473494733
YAL048C	-0.353028872	-0.3878091722	-0.525226223
YAL049C	0.335281479	0.310379033	0.160016671
YAL051W	-0.386791368	-0.3458327403	0.377638983
YAL053W	-0.00363571	0.0769853568	0.469381755
YAL054C	0.996759303	0.9644956074	0.8812837
YAL055W	1.210256633	1.2522216402	0.841116787
YAL056C-A	0.316288288	0.6003679321	-0.334928543
YAL056W	-0.4288166	-0.4067182622	-0.213836469
YAL058W	-0.375113742	-0.3346018152	-0.697556743
YAL059C-A	0.854068156	0.2993328212	-1.665282514
YAL059W	1.027760207	0.8917869416	0.053306475
YAL060W	0.23085491	0.2411988971	0.391359573
YAL061W	0.646059791	0.4221316396	2.878764115
YAL062W	0.98950915	1.0137309413	1.812033444
YAL063C-A	0.074114151	0.0268140005	-1.009582727
YAL063C	0.780864776	0.6735699099	0.356335086
YAL064C-A	0.578596245	0.9886756719	0.765751677
YAL064W-B	-0.443319614	-0.3016234633	-1.219918243
YAL064W	0.557019944	0.4268748152	-0.809567569
YAL065C	0.272267657	0.2914962521	0.192398996
YAL066W	3.08932477	2.5332645866	1.717392686
YAL067C	-0.766406905	-0.7904250633	-0.572691819
YAL067W-A	-0.343498014	-1.3432284574	NA
YAL068C	-0.244569177	0.1112498752	-1.271043553
YAL069W	1.897919901	1.8179062623	0.123898724
YAR002C-A	-0.061980741	-0.145873161	-0.488108327
YAR002W	-0.010385995	-0.037438393	0.413886492
YAR003W	-0.250131773	-0.1968334114	-0.825047595
YAR007C	0.127656754	0.1661151023	0.364894394
YAR008W	0.582143607	0.5446108422	0.056595724
YAR009C	-2.039207629	-2.1797756229	-1.803875664
YAR010C	-2.401384735	-2.7340180898	-1.902679508
YAR014C	-0.105327034	-0.0188197803	-0.017870016
YAR015W	0.099263511	0.1525072077	0.328170411
YAR018C	0.369384427	0.3861912469	0.363160537
YAR019C	-0.277698864	-0.2556176286	0.511162185
YAR019W-A	0.40343897	-0.2451096677	-0.322420324
YAR020C	-0.192950817	-0.0781397998	-0.403504141
YAR023C	0.171417847	0.2409957906	-0.136645937
YAR027W	0.295292369	0.2938759078	0.564796702
YAR028W	-0.218389788	-0.176719092	-0.093186836
YAR029W	-0.140447808	-0.1552062658	-0.618813118
YAR030C	-0.615460687	-0.3430261738	-1.373452937
YAR031W	0.751123989	0.805139165	-0.08351679
YAR033W	0.30541768	0.2726359468	0.549449893
YAR035W	1.364568339	1.4634688696	0.741845964
YAR042W	-0.595972534	-0.5491798243	0.331439347
YAR050W	1.935275524	2.1802915348	0.533855455
YAR053W	-1.535818817	-0.8602542938	-1.442113146
YAR060C	-0.025788107	0.1650591683	-1.100129294
YAR061W	1.162673174	1.1018505762	0.231903794
YAR064W	1.504680729	0.37911722	1.22617558
YAR068W	3.543188413	3.3961845444	1.57504238
YAR069C	0.562181535	0.4791251324	-1.021930343
YAR070C	-2.224378565	-3.2567742232	-3.609111532
YAR071W	-0.816483544	-0.4276473015	-0.821378223
YAR073W	0.527625782	0.6745828601	-2.430498814
YAR075W	0.750513255	1.2082798428	-2.146409065
YBL001C	0.545676011	0.4260105446	0.273855373
YBL002W	0.443830407	0.3012124448	0.230687651
YBL003C	0.374979279	0.3015717966	-0.21270274
YBL004W	-1.148933611	-1.1340149425	-0.57063522
YBL005W	-0.395918608	-0.3471669451	-0.652554305
YBL006C	0.679770372	0.6756065351	0.212308183
YBL006W-A	0.110461371	-1.0935604323	-0.936551515
YBL007C	-0.10220014	0.0025622233	0.258567355
YBL008W-A	0.813598006	0.2914737563	-0.29605425
YBL008W	-0.307127424	-0.2042250435	-0.066602609
YBL009W	-0.101063467	0.0045197559	-0.219620391
YBL010C	0.595568069	0.6270014546	0.633398718
YBL011W	-0.575333896	-0.4873482291	-0.66645508
YBL012C	0.347196965	-0.0612780692	-2.159097172
YBL013W	0.039541555	0.0965610625	-0.011694324
YBL014C	-0.313854351	-0.3132687759	-0.567494788
YBL015W	0.286612956	0.2826646065	0.666423303
YBL016W	-0.027933296	-0.0818863345	0.100055202
YBL017C	-0.534682467	-0.4613219745	-0.264363117
YBL018C	-0.486604182	-0.4747521905	-0.335421762
YBL019W	-0.072861119	-0.0774378361	-0.091127638
YBL020W	-0.160184495	-0.0763579936	-0.61385169
YBL021C	0.621606002	0.6501555226	0.496058511
YBL022C	-0.47638221	-0.3797744886	0.050255278
YBL023C	-0.175356203	-0.0369175133	0.466005758
YBL024W	0.074056845	0.1030070112	0.294663521
YBL025W	-0.062244521	-0.0017775879	-0.164323559
YBL026W	0.48803843	0.4222549171	0.55920733
YBL027W	-0.440783425	-0.4560856638	-0.617294634
YBL028C	0.833546637	0.6700364259	0.693555946
YBL029C-A	0.557753734	0.3763114045	1.192413811
YBL029W	-0.608097632	-0.5892026956	0.821519049
YBL030C	-0.300407773	-0.289419048	-0.032819292
YBL031W	0.043563125	0.1277748299	0.224754914
YBL032W	-0.057369543	-0.0157320526	-0.045603356
YBL033C	-0.14436848	-0.0889510861	0.511345532
YBL034C	-0.395168246	-0.3497870398	0.289491404
YBL035C	-0.655871287	-0.6047974604	0.239517468
YBL036C	0.518523072	0.4758825083	-0.098568275
YBL037W	-0.48468074	-0.3704650885	0.12732896
YBL038W	0.357153823	0.3858562975	0.841542823
YBL039C	-0.113140865	-0.077235156	-0.325193079
YBL039W-B	0.66182091	0.4795118692	-0.1735332
YBL040C	0.708494521	0.6997577641	0.092198286
YBL041W	1.09208051	1.0565001798	0.672012256
YBL042C	-0.441288302	-0.4790632318	-0.418691612
YBL043W	1.461959265	1.4395513017	3.37498964
YBL044W	2.246802407	1.9968881316	0.918706173
YBL045C	0.025202926	0.0023478563	0.54845414
YBL046W	0.284746958	0.3923467391	0.56470582
YBL047C	-0.555700609	-0.4782593193	0.163709154
YBL048W	2.448920052	2.2503265377	2.682905237
YBL049W	2.077647052	2.0192199013	2.54641068
YBL050W	0.668653173	0.6536428337	0.272751841
YBL051C	0.076570651	0.0658424551	0.313811302
YBL052C	-0.472515482	-0.5042969815	-0.492551357
YBL053W	0.295084972	0.372027275	-0.846332158
YBL054W	-0.439757736	-0.3932069982	0.013949143
YBL055C	-0.335218321	-0.2394640886	-0.272994451
YBL056W	-0.018477651	-0.0056484813	0.031205121
YBL057C	0.354283205	0.3547731956	-0.47894971
YBL058W	0.235777049	0.2550919519	0.24564705
YBL059C-A	0.810538033	0.7103541394	0.684726231
YBL059W	0.948890515	0.8730998201	1.331562685
YBL060W	-0.393956921	-0.3891725229	-0.400514665
YBL061C	-0.546934259	-0.3878444363	0.458353172
YBL062W	-3.528098573	-0.5397803775	-1.152407961
YBL063W	-0.300230661	-0.3213735778	0.564153488
YBL064C	1.355852096	1.3151190249	1.331292281
YBL065W	0.353493098	0.6816883905	-0.064350515
YBL066C	-0.415543471	-0.4132004655	0.299923042
YBL067C	-0.362422921	-0.2493212285	-0.352736932
YBL068W-A	-0.46025047	-4.5642255086	NA
YBL068W	-0.029687596	-0.0084957877	-0.217860492
YBL069W	-0.456799237	-0.4033073431	-0.179474672
YBL070C	0.124219885	0.6562931558	-2.450441257
YBL071C-B	-0.606393518	-0.5691433717	-1.996084829
YBL071C	0.324046309	-0.4835062564	-0.947586822
YBL071W-A	0.319347222	0.3062822133	-0.255781497
YBL072C	-0.588957449	-0.6117597227	-0.687722618
YBL073W	0.347719674	1.1399115882	-0.525761468
YBL074C	0.105818933	0.1029811291	-0.100740266
YBL075C	1.236410534	1.0619239275	0.898076577
YBL076C	-0.280977703	-0.2075867869	-0.40021264
YBL077W	1.209358868	0.9496475663	0.840228301
YBL078C	0.936315223	0.8636623011	1.276461401
YBL079W	-0.815013868	-0.7626645044	-0.261666801
YBL080C	0.048101282	0.1017100784	0.427078769
YBL081W	-0.506187487	-0.5915056861	0.069074761
YBL082C	-0.315241495	-0.2578986289	-0.910013997
YBL083C	-0.131851345	-0.237478234	-1.03261004
YBL084C	-0.385059121	-0.4398249197	0.51770278
YBL085W	-0.745392212	-0.6883218576	-0.14778604
YBL086C	0.152043484	0.1707559294	0.76540174
YBL087C	-0.438595456	-0.4250353679	-0.666343833
YBL088C	-0.322630181	-0.2439976471	-0.560645862
YBL089W	0.003431581	-0.0075808447	-0.265304525
YBL090W	1.084066344	0.9391495874	0.844018081
YBL091C-A	0.814991727	0.7524053687	1.159820824
YBL091C	0.447578766	0.4606831036	0.296451347
YBL092W	-0.559923807	-0.5976181813	-0.55527506
YBL093C	0.177400174	0.2085598667	-0.062009387
YBL094C	0.730210338	0.8013325828	-0.423069154
YBL095W	-0.88609278	-0.7393243269	-0.291550988
YBL096C	1.508829678	1.338253279	0.816896991
YBL097W	-0.463388594	-0.4100201036	0.254383239
YBL098W	-0.270738334	-0.2786717519	-1.585655402
YBL099W	-0.398666596	-0.4120085407	0.112332079
YBL100C	1.682871673	1.7463925233	1.308316836
YBL100W-C	-0.387374482	0.2757382309	-0.535346733
YBL101C	-0.341653549	-0.3460775972	0.765019095
YBL102W	0.595634535	0.5477526016	-0.164741248
YBL103C	-0.386210966	-0.3857405232	-0.021320146
YBL104C	-0.406992033	-0.33304354	-0.097005589
YBL105C	-0.466386553	-0.4720658289	-0.134875675
YBL106C	0.088597896	0.1707644063	-0.165415438
YBL107C	-0.173634695	-0.202712111	-0.497379804
YBL107W-A	-0.734508879	-0.3688133001	-0.608747586
YBL108C-A	-0.116484212	0.094833329	-1.369944842
YBL109W	1.147473312	1.1256729891	-0.097599684
YBL112C	-0.610915845	0.6251188919	-0.199386476
YBL113C	-0.709417218	-0.6451180667	-1.026937438
YBL113W-A	2.516140073	4.1458665668	4.037451727
YBR001C	-0.346552751	-0.456155635	0.676395065
YBR002C	-0.058875394	-0.099837188	0.178782163
YBR003W	0.08440849	0.0892226002	-0.076332555
YBR004C	-0.244349281	-0.1815963624	-0.400962391
YBR005W	-0.028971228	0.0681408278	-0.509384364
YBR006W	1.078372727	0.9746880661	1.197798264
YBR007C	-0.255549733	-0.1981351683	0.703968988
YBR008C	-1.14423484	-1.1221835337	-0.474377678
YBR009C	0.905086197	0.8190008367	0.764885453
YBR010W	0.961790978	0.8198468927	0.754411361
YBR011C	-0.910576442	-0.8662235423	-0.758967135
YBR014C	0.690261539	0.6923419565	0.131593415
YBR015C	-0.731878788	-0.6730042952	-0.814913071
YBR016W	1.145920719	1.0827041056	1.110405554
YBR017C	-0.474880128	-0.4263378049	0.023250505
YBR018C	1.476313924	1.33317966	-0.155520597
YBR019C	1.414611606	1.4149642657	0.233203324
YBR020W	-0.186765094	-0.0012573635	-0.693192693
YBR021W	-0.606513529	-0.6512609895	-0.189679126
YBR022W	0.586170867	0.5382998935	0.234064824
YBR023C	-0.096326089	0.0126879735	0.038816018
YBR024W	0.927076491	0.9868105986	0.604042186
YBR025C	-0.337552826	-0.3082708992	-0.394140279
YBR026C	0.627039925	0.6226619076	0.684916608
YBR027C	-0.599052537	-0.3131246754	-1.014993807
YBR028C	-1.123825618	-1.0351374553	-0.661621523
YBR029C	0.542490814	0.5824854096	0.036879156
YBR030W	-0.665777853	-0.6042562746	-0.761360173
YBR031W	-0.854842975	-0.8520226448	-0.967494429
YBR032W	0.316723514	-0.8176193381	-2.275593531
YBR033W	0.82268911	0.865146576	1.685671235
YBR034C	-0.176579946	-0.1608605405	-0.279567355
YBR035C	0.540965729	0.5148958657	0.439672821
YBR036C	0.083557889	0.0861947814	-0.063459008
YBR037C	0.564484726	0.5839644768	0.773228218
YBR038W	-0.362933428	-0.3109951048	0.310829793
YBR039W	0.468397199	0.4267306411	0.348258089
YBR040W	2.291351517	2.4455366988	1.056636786
YBR041W	-0.306482255	-0.2288439236	-0.356013783
YBR042C	-0.271968189	-0.2453737035	-0.662476703
YBR043C	-0.093837424	-0.1235189927	-0.63568818
YBR044C	-0.331251787	-0.2927656957	-0.130576545
YBR045C	0.060433396	0.1044867654	-0.384200663
YBR046C	0.159527826	0.2038853468	1.006292489
YBR047W	0.306987365	0.3337890144	0.380177336
YBR048W	-0.919799433	-0.9114895535	-0.930210826
YBR049C	-0.319527912	-0.298689103	0.448362186
YBR050C	-0.071738785	-0.1944010082	1.26780661
YBR051W	2.799046763	3.1255914444	1.852290111
YBR052C	0.552590586	0.4762769752	0.858302597
YBR053C	0.858331844	0.8430625629	1.253311875
YBR054W	-0.656144263	-1.0451378775	0.483291699
YBR055C	-0.55568745	-0.6038045583	-0.194967133
YBR056C-B	-1.654955775	-0.8796658679	-1.68819828
YBR056W-A	0.404431714	0.4483182222	0.070179588
YBR056W	0.41255773	0.4208614824	0.766797893
YBR057C	-0.301991644	-0.2906371569	0.517693868
YBR058C-A	0.824379871	0.6580922072	0.032522645
YBR058C	-0.238728918	-0.219336752	0.044587752
YBR059C	0.019021102	0.0701307569	0.28604872
YBR060C	-0.180135509	-0.1611280848	-0.240251911
YBR061C	0.397376602	0.4165355135	-0.181340627
YBR062C	0.467405328	0.4571383403	0.499859867
YBR063C	-0.068829182	-0.122421772	-0.323976435
YBR064W	1.612491194	0.5575747547	0.609956377
YBR065C	0.101794794	0.0679474924	0.148191096
YBR066C	0.289280057	0.2835002595	0.432664032
YBR067C	-0.009451918	-0.1572986264	-0.099822121
YBR068C	-0.237881092	-0.2650500757	0.087925641
YBR069C	-0.28858056	-0.4001138698	-0.185982241
YBR070C	0.565136942	0.5681717238	-0.174933624
YBR071W	0.421103922	0.4822022554	1.224877421
YBR072C-A	-2.362524379	-0.345648301	-1.627790333
YBR072W	4.612409745	4.2316733509	5.057659646
YBR073W	-0.038026154	0.0454210791	0.289587628
YBR074W	-0.745770659	-0.6981059444	-0.763351723
YBR076C-A	0.162862	6.10972636622624e-05	-0.264624353
YBR076W	1.832798559	1.7007266851	0.972521948
YBR077C	0.01592963	-0.0226523219	0.282241949
YBR078W	-0.536901628	-0.5289768433	-0.510745347
YBR079C	-0.312238188	-0.2480148597	-0.113855983
YBR080C	-0.252176516	-0.2037829262	0.014911714
YBR081C	-0.127435888	-0.0780698072	0.563276045
YBR082C	0.188363892	0.1545399061	0.345903874
YBR083W	0.751902372	0.6771978525	0.779344766
YBR084C-A	-0.508006047	-0.4609132981	-0.538650706
YBR084W	-0.893612489	-0.7468643042	-0.706028523
YBR085C-A	0.59627723	0.4201106238	0.315120202
YBR085W	0.77651597	0.9261431934	-1.060623574
YBR086C	-1.121529111	-1.0926392801	-0.563831125
YBR087W	0.501757649	0.4511109022	0.040488033
YBR088C	0.696926416	0.6079841939	0.329457821
YBR089C-A	-0.014402895	-0.0321698087	0.12995538
YBR089W	0.271721636	0.2685584793	-1.406959202
YBR090C	0.023143458	-0.0707958944	-0.159368083
YBR091C	0.810289227	0.8065673017	0.563116918
YBR092C	-0.227893364	-0.2476094304	-0.506263608
YBR093C	-2.165884989	-1.9638418452	-0.122048963
YBR094W	-0.300753897	-0.1554540191	-0.042115506
YBR095C	0.376232293	0.3738615109	1.054174851
YBR096W	0.917573098	0.9113632117	0.3129014
YBR097W	-0.599487113	-0.624423091	0.292398217
YBR098W	0.081662114	0.135196052	0.391134108
YBR099C	0.811359484	0.8188826011	-0.230365724
YBR101C	0.248364588	0.2788756309	0.397344008
YBR102C	-0.160871598	-0.1268583051	-0.021126353
YBR103C-A	-0.322963023	0.5200008449	-0.760091946
YBR103W	-0.211749889	-0.1451936847	0.417777146
YBR104W	-0.446763769	-0.3232060673	-0.952269634
YBR105C	0.052901131	-0.1019956803	0.83564947
YBR106W	-0.567326267	-0.5561044568	-1.028046454
YBR107C	-0.085646878	-0.067879711	-0.513504049
YBR108W	-0.236117996	-0.1398518081	0.404499935
YBR109C	0.387372076	0.3827201077	0.183458436
YBR109W-A	0.375057709	0.1848537612	0.047565035
YBR110W	-0.188400773	-0.1232761077	-0.326896032
YBR111C	0.239117385	0.196747045	-0.036827256
YBR111W-A	0.679054174	0.6232481891	0.22596444
YBR112C	-0.240322586	-0.1600893116	0.420980786
YBR113W	0.220691975	0.1651001401	0.440149172
YBR114W	-0.26562413	-0.1548607978	0.165101193
YBR115C	-0.849026577	-0.7628903528	-0.570780417
YBR116C	0.839677416	0.766054614	0.655437734
YBR117C	2.776468368	2.4365255015	2.953466633
YBR118W	-0.881694588	-0.8032903212	-0.547958405
YBR119W	0.075169378	0.0303279265	0.459120091
YBR120C	0.568949933	0.4499902739	1.056641947
YBR121C	-0.295146933	-0.2451666669	-0.354909997
YBR122C	0.582490451	0.4855023949	0.27193717
YBR123C	-0.405027388	-0.3774971381	0.248116528
YBR124W	4.943041637	4.6735383448	2.673307231
YBR125C	-0.170903247	-0.1567901131	-0.240995041
YBR126C	0.439667564	0.3732367988	0.587335289
YBR126W-A	-0.297967331	-0.4763899292	-0.27380589
YBR126W-B	0.128964764	0.0508804479	0.163813359
YBR127C	-0.387697065	-0.3687511344	-0.236077388
YBR128C	0.234359398	0.1400930073	0.185058151
YBR129C	-0.356153599	-0.3254559849	0.49218859
YBR130C	0.274436968	0.3074750385	0.317181079
YBR131W	-0.168450697	-0.0968377201	0.36874942
YBR132C	0.513910238	0.4652555854	1.432021056
YBR133C	-0.579307037	-0.5576351922	-0.519613792
YBR134W	2.053161314	1.5543602129	0.716899297
YBR135W	0.524694683	0.4152288208	-0.26182205
YBR136W	-0.542996687	-0.4646529146	0.018329226
YBR137W	0.250062909	0.3227296717	0.201087008
YBR138C	0.198978421	0.3362018405	1.21777242
YBR139W	0.70785714	0.7175560889	0.89797169
YBR140C	-0.289194472	-0.2540924987	0.24154649
YBR141C	-0.102832465	-0.0524033166	-0.056491493
YBR141W-A	1.567463964	-0.3591626608	2.135549221
YBR142W	-0.360027563	-0.2845245464	-0.26500021
YBR143C	0.035699878	0.0462892853	-0.12587991
YBR144C	-0.68368855	-0.8759768847	-1.770610608
YBR145W	-0.628499905	-0.5512162386	-1.15019467
YBR146W	0.080630176	0.0109872167	0.176090125
YBR147W	0.544372206	0.3614776755	0.650356582
YBR148W	0.631547481	0.684427737	-0.421403321
YBR149W	0.730944959	0.7287004662	0.984100918
YBR150C	-0.274484388	-0.0971232792	0.960643065
YBR151W	-0.048792689	-0.0168018284	-0.293825259
YBR152W	-0.086064438	-0.0649461736	-0.058622109
YBR153W	-0.468774469	-0.5327917257	0.147338518
YBR154C	0.41483154	0.4348075862	-0.025343741
YBR155W	0.254116146	0.2954820887	-0.318499109
YBR156C	0.070162286	0.1593221975	0.543692291
YBR157C	-0.019795801	-0.2501964689	1.374997548
YBR158W	-0.468494599	-0.5183735926	0.407805001
YBR159W	0.103979335	0.1142194967	-0.380708594
YBR160W	0.063359018	0.0879889428	0.353083917
YBR161W	0.206189808	0.1592501509	0.486949686
YBR162C	0.129665205	0.1270263309	-0.196935307
YBR162W-A	0.412587225	0.2737721326	-0.034516577
YBR163W	-0.337731705	-0.2579509642	-0.931044229
YBR164C	0.477587144	0.4796365709	-0.014334964
YBR165W	0.341097409	0.3440146848	0.713771056
YBR166C	0.084258194	0.1426007527	0.001273885
YBR167C	1.036141166	0.9803518847	0.558913793
YBR168W	-0.186311606	-0.1937953864	-0.197578926
YBR169C	0.280618101	0.1772286146	1.338110488
YBR170C	-0.200084694	-0.0936955645	0.335303877
YBR171W	0.454878199	0.4082705234	-0.145260302
YBR172C	-0.428878656	-0.4054066241	0.458154999
YBR173C	1.036699563	0.9167334696	0.801654248
YBR174C	-0.601107811	-0.3379001327	-0.734633413
YBR175W	0.394850305	0.3767058339	0.160444795
YBR176W	0.227869816	0.2893975679	-0.400334391
YBR177C	0.448851896	0.4757260145	0.331459426
YBR178W	0.1404869	0.2170752641	-0.689926214
YBR179C	-0.198101371	-0.1363177959	0.849985004
YBR180W	1.211967327	1.2524231443	0.384525949
YBR181C	-0.340426737	-0.3256619704	-0.312256974
YBR182C-A	1.199597242	0.430176694	-1.147274099
YBR182C	0.177295278	0.279591636	-0.063275047
YBR183W	0.339008649	0.2134768943	0.647534748
YBR184W	0.302400853	0.2822363117	0.778158428
YBR185C	0.462391696	0.4639746164	0.553886112
YBR186W	0.961517113	1.2928035808	0.738557323
YBR187W	-0.286489233	-0.2246576265	-0.466530721
YBR188C	0.778478676	0.7262703624	0.513900421
YBR189W	-0.463068233	-0.4788634643	-0.687225778
YBR190W	-0.068269466	-0.1464210395	-0.862636823
YBR191W-A	-0.200456317	-0.9113983378	-1.277432089
YBR191W	-0.342585735	-0.487091174	-0.66060491
YBR192W	-0.389939855	-0.3878471449	-0.35968369
YBR193C	0.481980593	0.4108057855	0.317227213
YBR194W	0.846703013	0.7823373572	0.91338751
YBR195C	0.068200893	0.0480348507	0.39875313
YBR196C-A	-1.167492237	-0.9678799789	-0.906639127
YBR196C-B	-1.143445359	-0.921167344	-1.793327978
YBR196C	-0.099093968	-0.0804785672	-0.067153693
YBR197C	-0.238916598	-0.2188697942	-0.104207728
YBR198C	-0.093632264	-0.0321074273	0.460526764
YBR199W	0.398188441	0.41025932	0.108280928
YBR200W	0.030659355	0.0526665907	-0.04791098
YBR201C-A	1.268199507	1.0543008711	0.781671046
YBR201W	0.400712175	0.4014543702	0.527468834
YBR202W	-0.590100588	-0.502905703	-0.054037121
YBR203W	0.194374699	0.2520284976	0.559632587
YBR204C	0.436294461	0.4705648057	0.438153733
YBR205W	-0.368389578	-0.3140008316	-0.632363592
YBR206W	-0.396455576	-0.4055884737	-0.851576798
YBR207W	0.119852554	0.1462058517	0.087451592
YBR208C	0.072887973	0.1527763183	-0.13227669
YBR209W	0.701203983	-0.0899371688	0.599710838
YBR210W	0.690617456	0.5938049011	-0.176754289
YBR211C	0.089496787	0.0301837364	0.86428053
YBR212W	-0.172541087	-0.1703664027	0.629714005
YBR213W	-0.021793516	0.2347933934	-0.38935945
YBR214W	0.740784455	0.7276415901	0.999349831
YBR215W	0.235502383	0.2838202086	0.406596618
YBR216C	-0.514446794	-0.570282635	-0.379617928
YBR217W	0.152044259	0.0419884591	-0.217038103
YBR218C	-0.571164185	-0.4213010811	-0.602000785
YBR220C	-0.77094008	-0.6770243262	-0.810412946
YBR221C	-0.556242861	-0.4862813907	-0.729603014
YBR221W-A	0.966144063	2.2322919425	-0.560099558
YBR222C	-0.215619981	-0.142021204	0.278127077
YBR223C	-0.267510467	-0.1919693193	-0.130460096
YBR224W	0.155389037	-0.0716452126	0.33051762
YBR225W	-0.155105663	-0.1447163778	0.840114865
YBR226C	-0.004850995	0.678924454	-0.14876176
YBR227C	0.269561393	0.3628882449	-0.243547469
YBR228W	0.023473229	0.1118768364	-0.373780592
YBR229C	-0.248189912	-0.1916660089	-0.563082783
YBR230C	0.947776137	0.8097624059	1.078489524
YBR230W-A	0.938066923	0.7943269932	0.930143791
YBR231C	0.351047669	0.3508614223	0.559205729
YBR232C	1.692687016	2.6964066592	0.592469981
YBR233W-A	0.412676327	0.2626024676	0.037973424
YBR233W	0.271231115	0.2639402812	0.551957921
YBR234C	0.42001771	0.4451993253	-0.075901104
YBR235W	-0.320073382	-0.2857365153	-0.385801434
YBR236C	0.271793704	0.2873772603	-0.147902412
YBR237W	0.036861371	0.0383800177	0.034241388
YBR238C	-0.225875004	-0.2783467759	0.076849254
YBR239C	-0.164135878	-0.2397121929	0.483003398
YBR240C	1.150352872	1.1711387582	0.704875225
YBR241C	0.613676584	0.6475032702	0.895918385
YBR242W	-0.18842956	-0.1153753969	-0.440891033
YBR243C	-0.219586836	-0.229948564	-0.393970046
YBR244W	0.225885781	0.1756964535	-0.414573022
YBR245C	-0.459225762	-0.3572110458	0.076294663
YBR246W	-0.278049344	-0.2201366325	-0.508571778
YBR247C	-0.146018262	-0.0681332615	-0.082815012
YBR248C	-0.216118721	-0.0836608037	-0.264951918
YBR249C	-0.679794759	-0.5860408453	-0.753901459
YBR250W	0.484821506	0.5878257653	-0.6954358
YBR251W	0.435045766	0.377274299	0.743701703
YBR252W	0.306960512	0.2481607579	-0.3586902
YBR253W	0.189573375	0.1188480261	-0.256478698
YBR254C	1.043354727	0.9605190265	0.424754133
YBR255C-A	-0.009560031	0.0204023159	0.075029544
YBR255W	-0.227458924	-0.2038713314	0.469876402
YBR256C	0.524005853	0.4918031923	-0.491994478
YBR257W	0.259176144	0.2431042388	0.362499791
YBR258C	1.144228975	1.2189694514	0.898165333
YBR259W	-0.303357478	-0.2612685821	-0.368255448
YBR260C	-0.145580084	-0.1730389971	0.011814053
YBR261C	0.486942829	0.5373898107	-0.069791169
YBR262C	1.200852895	1.1007714675	0.543159911
YBR263W	-0.526603975	-0.4793407859	-0.962624172
YBR264C	0.384370139	0.3716403074	0.169492549
YBR265W	-0.305101808	-0.2492008508	0.111039738
YBR266C	-1.084282248	1.2871033466	0.489532535
YBR267W	0.167499568	0.1648031017	0.15099417
YBR268W	0.812188696	0.688098039	0.342022044
YBR269C	1.080856175	1.1353384033	1.2959917
