gene_id	log2FC_pat1D	log2FC_lsm1D	log2FC_dhh1D
YMR052W	0.917709286	0.8596813362	0.711038068
YMR053C	0.087775984	0.0637673858	0.911352292
YMR054W	-0.604582775	-0.4862619596	-0.082944687
YMR055C	0.231527283	0.1839092773	0.69185164
YMR056C	0.233007832	0.1926418567	-0.188236481
YMR057C	0.073065704	1.2898882265	-1.567668768
YMR058W	1.247734604	1.1711355992	-0.207390882
YMR059W	0.599878077	0.4856828169	0.292504883
YMR060C	0.53432613	0.505518501	0.144824847
YMR061W	0.146635451	0.1364673182	-0.139485419
YMR062C	0.284632959	0.3630122615	-0.842157638
YMR063W	-0.238113784	-0.1904501888	-0.599684115
YMR064W	-0.252575455	-0.2524846948	-0.234535565
YMR065W	0.494135733	0.4445613752	-0.297111049
YMR066W	-0.085351054	-0.0447472413	0.206471472
YMR067C	0.222047664	0.2165043037	0.04643047
YMR068W	0.41177914	0.414866685	0.863143315
YMR069W	-0.461123251	-0.4859223735	-0.197122377
YMR070W	0.010265602	0.081955871	1.045359663
YMR071C	0.277358119	0.1938406959	-0.271049714
YMR072W	0.553176367	0.4922207371	0.534392422
YMR073C	0.782664055	0.6748464427	0.403903994
YMR074C	0.311756	0.2237314299	-0.128925776
YMR075C-A	-1.224815172	-1.3129480303	-0.362893772
YMR075W	-0.150530239	-0.1005872907	-0.001080392
YMR076C	-0.611269423	-0.5972900675	0.767877029
YMR077C	0.747762124	0.6906391579	0.809750076
YMR078C	-0.230053821	-0.1822313295	0.0809506
YMR079W	-0.055392759	-0.0601768221	-0.233792127
YMR080C	-0.857344842	-0.8323043814	-0.724641814
YMR081C	-0.057134694	-0.440871894	1.666214037
YMR082C	2.513344505	2.8006297044	2.581464961
YMR083W	0.240377784	0.2673908895	-0.185018868
YMR084W	0.875518702	0.9624137103	0.672258549
YMR085W	0.732293226	0.7308921402	0.524885428
YMR086C-A	0.342868056	0.3183277821	-0.917737137
YMR086W	-0.533547445	-0.5167184726	-0.025191441
YMR087W	0.184320207	0.1300359841	0.494891399
YMR088C	-0.188836653	-0.2099478136	-0.281885526
YMR089C	-0.151175351	-0.1036612694	0.130229282
YMR090W	0.388145921	0.2151017959	1.22688879
YMR091C	-0.0873245	0.0042217705	0.314610208
YMR092C	0.33358796	0.3518338126	0.381689282
YMR093W	-0.063660892	-0.0842290686	0.182233285
YMR094W	-0.244185235	-0.1995828999	-0.62855398
YMR095C	0.885480542	0.8375302379	1.264885702
YMR096W	0.722562006	0.8071656042	1.219757053
YMR097C	0.053785986	0.0465155329	0.038261342
YMR098C	0.036542774	0.065570089	0.082854784
YMR099C	0.162476088	0.155991214	0.17445161
YMR100W	-0.492990428	-0.4866712544	0.494441403
YMR101C	2.564574997	2.6369419431	0.93977581
YMR102C	-0.867799168	-0.8095799285	-0.432473432
YMR103C	-0.378366576	-0.5139440095	0.474505064
YMR104C	-0.412484673	-0.4220659391	0.731835674
YMR105C	1.973050644	1.6771557296	2.669703217
YMR105W-A	1.388458038	1.2148356373	1.409225102
YMR106C	-0.079102146	-0.0059997495	-0.133639908
YMR107W	4.524671286	4.1606850809	4.932876097
YMR108W	-0.677925697	-0.6176390353	-0.5499101
YMR109W	-0.335779135	-0.2397083952	0.492239911
YMR110C	0.240438475	0.2544988217	0.776546399
YMR111C	0.315839891	0.3091668877	0.631585233
YMR112C	0.994580878	0.9205257968	0.835037414
YMR113W	0.505776924	0.5453159241	0.273544023
YMR114C	0.748526292	0.77102519	0.682132892
YMR115W	0.399701532	0.393863643	0.575462702
YMR116C	-0.719570284	-0.7010661098	-0.887044031
YMR117C	0.499453772	0.5088212216	0.299578798
YMR118C	1.241991283	1.2599316323	2.557835136
YMR119W-A	-0.56195061	-0.6248113072	-0.270006772
YMR119W	-0.42586347	-0.3498984563	-0.061583889
YMR120C	0.596177336	0.7059068181	0.465301956
YMR121C	0.229970924	0.2988041638	0.524805368
YMR122C	0.243582125	0.7531530894	-0.366486259
YMR122W-A	0.486870532	0.4327700872	0.271497068
YMR123W	0.711477777	0.6454375158	0.220674687
YMR124W	-0.02802086	0.0562240012	0.724253971
YMR125W	-0.278295715	-0.2800820384	-0.040414028
YMR126C	-0.500636929	-0.4453927885	-0.43817343
YMR127C	-0.090863229	-0.0379899598	-0.224229715
YMR128W	-0.573934634	-0.4117389688	0.312302979
YMR129W	-0.642010303	-0.5932666598	-0.322473211
YMR130W	-0.126064174	-0.0975127142	-0.626264842
YMR131C	-0.051477586	-0.0121453419	-0.16005395
YMR132C	0.153241967	0.097870654	-0.111779837
YMR133W	2.393490222	2.3747805321	1.017964146
YMR134W	-0.108118579	0.0465221099	-0.176100774
YMR135C	0.008534348	0.0782372645	0.79964117
YMR135W-A	3.266685256	3.2186044774	2.102416487
YMR136W	0.131340204	0.1647572909	0.742846145
YMR137C	0.327275207	0.4468536606	0.286408343
YMR138W	0.411657868	0.41866712	-0.114983152
YMR139W	0.148819013	0.0814107378	0.661014387
YMR140W	0.024148474	-0.0102117881	0.278710269
YMR141C	0.215865095	-0.2539832445	-0.993915078
YMR142C	-0.630097089	-0.5997583882	-0.78752873
YMR143W	-0.25596168	-0.2905575793	-0.254318875
YMR144W	0.230993128	0.2282935316	1.106344684
YMR145C	-0.85498449	-0.8454691745	-0.099012841
YMR146C	0.261569068	0.2763042368	-0.090668311
YMR147W	0.260586155	0.2420637774	1.028825355
YMR148W	0.005310369	-0.0164573137	0.645419942
YMR149W	-0.088868989	-0.1002982448	-0.244797931
YMR150C	0.535069217	0.5264371821	0.026410814
YMR151W	-0.044718232	-0.2385312643	-0.099618217
YMR152W	0.355092762	0.3782680812	0.715050969
YMR153C-A	-0.340076338	-0.1027896623	-0.87301113
YMR153W	0.32066642	0.2804094324	0.330624897
YMR154C	-0.351767737	-0.2358039941	-0.177555068
YMR155W	-0.206162567	-0.1840953587	-0.000469111
YMR156C	0.644424348	0.4939820574	0.14157132
YMR157C	0.221768884	0.1459489512	0.313453276
YMR158C-A	-2.146375165	-2.3252560645	-2.10963323
YMR158W-B	-0.29717334	-0.4957083656	0.520058119
YMR158W	1.026494545	0.9275364077	0.716096795
YMR159C	0.101178154	0.2853362569	0.101061025
YMR160W	-0.152605068	-0.1909632248	0.560734954
YMR161W	0.088989134	0.0302962025	-0.06082473
YMR162C	-0.547334248	-0.460301836	-0.212663787
YMR163C	-0.412560069	-0.2726129194	0.216212881
YMR164C	0.012314578	0.0112936615	0.322529377
YMR165C	0.139118631	0.1976339742	0.297158873
YMR166C	-0.145834406	-0.1167542703	0.244534721
YMR167W	-0.403608473	-0.3049130554	0.11923817
YMR168C	-0.276651773	-0.2469289686	-0.237081033
YMR169C	3.209013575	2.839780621	3.71085439
YMR170C	1.198134171	1.1677057295	1.420483689
YMR171C	-0.366426489	-0.479232789	-0.283475704
YMR172C-A	0.019472535	0.0794011304	NA
YMR172W	0.061625943	0.0941830596	-0.14035848
YMR173W-A	-0.203271745	-0.2189904813	0.244428535
YMR173W	-0.06926595	-0.2174166887	0.527217967
YMR174C	2.629488865	2.3708839119	2.723731132
YMR175W-A	3.84841991	3.333911734	2.649804735
YMR175W	4.988184609	4.2703825929	3.370639646
YMR176W	-0.559481373	-0.4492502158	-0.700365472
YMR177W	-0.223064636	-0.1267449808	-0.623331403
YMR178W	0.493090093	0.4995307623	0.368244496
YMR179W	-0.158719464	-0.1137286305	0.258726996
YMR180C	0.217992071	0.1368822334	0.414792933
YMR181C	0.824128944	0.6748199238	0.820447025
YMR182C	-1.206678066	-1.2915265622	-0.696787461
YMR182W-A	-0.992564791	-2.0754216292	-1.539698885
YMR183C	-0.016074431	0.0519640386	-0.197466152
YMR184W	0.779340478	0.7591847574	0.577536051
YMR185W	-0.064498581	0.0314341297	-0.113789703
YMR186W	-0.354981416	-0.2572859647	-0.617722977
YMR187C	-0.167519363	-0.1091986081	-0.12693282
YMR188C	0.82560238	0.7574168549	0.879453476
YMR189W	-0.4632588	-0.3900761794	0.23200744
YMR190C	-0.346725214	-0.3359512806	-0.20203529
YMR191W	1.114822466	1.0718916972	0.21651615
YMR192W	-0.259566208	-0.1126728578	0.393033271
YMR193C-A	-1.261657747	-0.4919529168	-1.600005444
YMR193W	0.402573148	0.3104065683	0.915321134
YMR194C-A	-0.289242576	-0.0072245595	-1.64535938
YMR194C-B	-0.512174811	-1.8247767872	1.176051432
YMR194W	0.165553338	0.1462584955	-0.317388316
YMR195W	-0.520418731	-0.7597129953	-0.152922794
YMR196W	0.753727959	0.6994029403	1.656162593
YMR197C	0.80345078	0.7782518519	1.098833668
YMR198W	-0.506140476	-0.3895485738	0.871122043
YMR199W	-0.691341716	-0.754986372	-0.153760523
YMR200W	0.013148486	-0.0002183551	0.141805498
YMR201C	0.424422397	0.4169842011	0.255588634
YMR202W	-0.13990262	-0.0926218806	-1.071302949
YMR203W	-0.028800761	-0.0188107341	-0.106914215
YMR204C	-0.411486039	-0.2444010294	1.317871382
YMR205C	-0.60561472	-0.5556722028	-0.482162406
YMR206W	2.83619668	2.638050433	2.989625039
YMR207C	-0.584730158	-0.5499050576	-0.631734546
YMR208W	0.464564314	0.5536673368	-0.199149142
YMR209C	-0.246356266	-0.2038353944	-0.767719908
YMR210W	0.264976625	0.2649128824	0.994372428
YMR211W	-0.365559758	-0.3055028224	-0.402603669
YMR212C	-0.493258712	-0.4398354131	-0.491627185
YMR213W	0.087282388	0.1447557236	0.497695813
YMR214W	0.003630291	0.1189066423	-0.048990714
YMR215W	-1.145434826	-1.2099684098	-0.479555842
YMR216C	-0.389690576	-0.3498727348	0.777062818
YMR217W	-0.473561379	-0.3946247051	-1.146223263
YMR218C	-0.288826604	-0.2490360017	0.010983162
YMR219W	-0.119040924	-0.1100059431	1.426688628
YMR220W	-0.014853742	0.0481097847	-0.379920714
YMR221C	-0.001417009	0.0077758911	-0.493229308
YMR222C	0.267574319	0.2781931588	-0.068609506
YMR223W	-0.662903229	-0.6489435985	-0.538095971
YMR224C	-0.099879983	-0.0124704349	-0.037971303
YMR225C	0.825299488	0.7602470336	0.803007324
YMR226C	0.075323757	0.0938980929	0.136370338
YMR227C	-0.151847021	-0.0750706379	1.019193604
YMR228W	0.556941872	0.514498853	0.361659683
YMR229C	-0.96702937	-0.8993748537	-0.349705441
YMR230W-A	-0.269751667	-0.4604043694	-1.006058877
YMR230W	-0.180246213	-0.2250659517	-0.384385229
YMR231W	-0.380145632	-0.3589699224	0.093663041
YMR232W	0.274231677	0.1673262412	-0.85995358
YMR233W	0.219901919	0.2342080952	0.466810722
YMR234W	-0.647305344	-0.5504350641	-0.606158492
YMR235C	0.096883246	0.1412675131	-0.460152909
YMR236W	1.051491875	1.0386838488	0.565008026
YMR237W	0.033423613	0.0567859318	0.210241912
YMR238W	0.06508711	0.1872773409	0.418539063
YMR239C	-0.133770614	-0.1293390055	-0.249265248
YMR240C	0.643002635	0.6703588038	0.517038466
YMR241W	-0.230066425	-0.1968545401	-1.022575104
YMR242C	-0.477877757	-0.5374077892	-0.591333442
YMR242W-A	1.009419519	1.5146553904	NA
YMR243C	-0.345293681	-0.2853057422	-0.828996719
YMR244C-A	1.023254191	0.9716541626	0.68953327
YMR244W	0.183732843	0.3510022802	-0.726434244
YMR245W	0.514259218	0.2654101558	-1.028270946
YMR246W	-0.312032429	-0.227975218	-0.75232184
YMR247C	-0.734145828	-0.7042125696	0.053052153
YMR250W	1.597203386	1.4285115717	1.88671942
YMR251W-A	0.998281678	0.7042499815	0.648675249
YMR251W	1.793420079	1.8218383687	1.102172322
YMR252C	0.458943247	0.4044992373	-0.16213957
YMR253C	-0.118679025	-0.1065887079	-0.245745063
YMR254C	3.575652879	3.7856334636	1.822423554
YMR255W	0.514056613	0.4631232539	0.645173794
YMR256C	0.693146309	0.5095797187	1.119680748
YMR257C	-0.363694044	-0.3215607786	-0.077674744
YMR258C	-0.184595852	-0.0319140905	-0.178651258
YMR259C	-1.150044169	-1.1151918594	-0.468379424
YMR260C	0.577708476	0.5383164307	0.165876293
YMR261C	-0.250464833	-0.2172646642	0.383151855
YMR262W	0.509620544	0.4790068989	0.208301262
YMR263W	0.543824261	0.5475832479	0.426662771
YMR264W	0.179235579	0.1598013124	-0.463644559
YMR265C	-0.311281009	-0.2914559383	-0.325261697
YMR266W	-0.881382219	-0.8022532707	-0.932805698
YMR267W	-0.215654924	-0.2077708844	0.050135581
YMR268C	-0.206595652	-0.1568703359	0.628624966
YMR269W	0.501005091	0.4996600795	-0.050290401
YMR270C	-0.282484516	-0.2676943453	-0.554202274
YMR271C	1.890704075	1.8291004437	1.926418844
YMR272C	0.19876417	0.2044218411	-0.411757212
YMR273C	-0.296008932	-0.1898330384	-0.014048894
YMR274C	-0.335557588	-0.4066911085	-0.505479203
YMR275C	-0.266757834	-0.1718493577	-0.066435113
YMR276W	0.047710629	0.2003448688	0.090889826
YMR277W	-0.668336826	-0.6016131431	-0.348382711
YMR278W	0.038414433	0.0832263602	0.027490917
YMR279C	0.081641729	0.1155803268	-0.317231407
YMR280C	0.684772973	0.7678435487	2.564937852
YMR281W	0.088467189	0.0500610725	0.156585926
YMR282C	-0.224474295	-0.1854883677	-0.12742565
YMR283C	-0.128486595	0.00320331	0.021587362
YMR284W	-0.219528849	-0.1112012698	-0.458497121
YMR285C	-0.13310732	-0.0870286735	0.158101247
YMR286W	0.899348348	0.8258843007	0.426802692
YMR287C	-0.3151847	-0.3165564609	0.116377412
YMR288W	-0.286661312	-0.1713070326	0.020604624
YMR289W	0.019113526	0.0327494104	-0.317293775
YMR290C	-0.113216382	-0.0865000026	-0.389035989
YMR290W-A	0.744411464	0.8027931429	0.571053259
YMR291W	-0.667970842	-0.6950351329	1.058233684
YMR292W	0.766833309	0.6362806279	-0.110565094
YMR293C	-0.13534751	-0.1218932302	0.056535157
YMR294W-A	0.375005726	0.7974063934	0.148441161
YMR294W	0.528425479	0.5729347228	0.053639568
YMR295C	0.516583347	0.5205782985	0.41834633
YMR296C	-0.355115529	-0.2247243305	-0.428840127
YMR297W	0.011972225	-0.013545585	0.635422724
YMR298W	0.927140584	0.8649970588	0.580773693
YMR299C	-0.086285936	-0.1165841816	0.321829626
YMR300C	0.038565674	0.1984921361	-0.054261242
YMR301C	-0.331248529	-0.2508033175	-0.499300073
YMR302C	0.061923075	0.1036879113	0.120880821
YMR303C	2.088006969	1.9758447259	3.057214864
YMR304C-A	0.120271267	0.157576858	-0.960863531
YMR304W	-0.156695703	-0.0750144237	0.676634642
YMR305C	0.187157148	0.2498552038	-0.852112266
YMR306C-A	0.052415919	0.1239373936	-0.496279472
YMR306W	0.500168918	0.5827275596	-0.344906357
YMR307C-A	-1.431249544	-0.3715743948	0.092501596
YMR307W	-0.610108829	-0.6146498817	-0.690856325
YMR308C	-0.765640442	-0.7390768224	-0.437906294
YMR309C	-0.351804033	-0.2863441222	-0.245754526
YMR310C	-0.039019627	-0.0509406303	-0.163089327
YMR311C	0.912783878	0.862162174	1.019330726
YMR312W	0.696999862	0.5894150019	0.18746621
YMR313C	-0.460573241	-0.4633181235	-0.068773717
YMR314W	0.366923011	0.3534791261	0.138556264
YMR315W-A	-0.270042581	-0.0513171803	0.228062764
YMR315W	0.624925101	0.6933933912	1.138752007
YMR316C-A	0.463673453	0.2450068236	-0.7809195
YMR316C-B	-0.337308516	-0.2297784546	-1.131830432
YMR316W	0.015326542	0.1060452387	-0.075656208
YMR317W	0.882575661	0.7881849761	0.158077304
YMR318C	-0.563839965	-0.5172935366	-0.262489948
YMR319C	0.26656376	0.1612300758	0.139012011
YMR320W	0.408759385	0.7044489999	-0.032130334
YMR321C	0.982501463	-0.3432284574	NA
YMR324C	-0.184123522	NA	-1.606686285
YMR326C	1.107091123	2.1134166045	0.082820291
YNL001W	-0.168281413	-0.1565209146	-0.108618766
YNL002C	0.657308384	0.6339953561	0.04586955
YNL003C	-0.399108884	-0.377107889	-0.664413385
YNL004W	0.115738376	0.1042526032	0.275558501
YNL005C	0.476671014	0.4132340686	0.225523255
YNL006W	0.16273137	0.1282235184	0.133993903
YNL007C	0.133060802	0.1380835736	0.124081374
YNL008C	0.381549888	0.3730422016	0.093743047
YNL009W	0.986209097	0.9881238936	0.959146213
YNL010W	-0.12515736	-0.1101525412	-0.131899237
YNL011C	0.373458373	0.3874210615	0.209262945
YNL012W	0.036777212	0.2081282975	0.383211723
YNL013C	0.155338056	-0.311624272	-0.632540585
YNL014W	0.442500781	0.4861679729	0.400731606
YNL015W	1.251999112	1.170428416	1.490326926
YNL016W	-0.272180267	-0.2393412972	-0.035726024
YNL017C	-1.122179932	-1.4360104729	-1.90598631
YNL018C	-0.415076769	-0.4008374964	-0.736416378
YNL019C	0.844555472	-0.5581669805	-2.718703947
YNL020C	-0.252439603	-0.1961808878	0.338700883
YNL021W	-0.522246054	-0.5868361432	-0.354111291
YNL022C	-0.126576402	-0.0601727397	-0.029027101
YNL023C	-0.652655924	-0.5472732127	-0.335603945
YNL024C-A	0.101408516	0.0620625313	-0.221970898
YNL024C	-0.240199761	-0.2597477477	-0.364971661
YNL025C	0.049535982	0.0461717723	-0.079218318
YNL026W	-0.098676757	-0.0698434461	0.199391746
YNL027W	-0.163185569	-0.1338339471	0.202051904
YNL028W	1.424257505	3.5408326602	0.236467233
YNL029C	0.356867104	0.5053936322	-1.033278387
YNL030W	0.992462343	0.879236816	0.502962083
YNL031C	0.031443237	-0.0987385915	0.168722304
YNL032W	-0.148820003	-0.0866714806	0.28317889
YNL033W	0.617728192	1.3046298898	-0.478770458
YNL034W	1.044584057	0.8560852677	0.511891105
YNL035C	0.225461943	0.3175144634	0.166304775
YNL036W	0.764638502	0.9354034636	0.947392047
YNL037C	0.804604181	0.7673249328	0.564286227
YNL038W	-0.069342749	-0.0143531671	-0.574776915
YNL039W	-0.107615789	-0.0428928182	0.494795239
YNL040W	-0.086851621	-0.0313405211	0.07719219
YNL041C	-0.191061898	-0.1072697836	0.145039378
YNL042W-B	0.053410749	0.0029403222	-1.349419197
YNL042W	0.02552049	-0.0513196704	-0.36968453
YNL043C	-2.365454552	-2.0668332706	-0.581855141
YNL044W	0.811278842	0.8201651251	0.549073601
YNL045W	-0.232650199	-0.1903948337	-0.085932966
YNL046W	0.052510259	-0.0119806303	0.261143434
YNL047C	-0.324460999	-0.3126135269	-0.165019451
YNL048W	-0.209225236	-0.1497734505	-0.622571313
YNL049C	-0.500273574	-0.4504779473	-0.220526862
YNL050C	0.122410685	0.1592033532	0.185714612
YNL051W	0.393369504	0.3686070937	0.416092743
YNL052W	0.391171424	0.2813248118	0.314852931
YNL053W	-0.791442123	-0.682195691	0.440109036
YNL054W	-0.339657199	-0.3298022695	0.381889591
YNL055C	-0.09440012	-0.2174436347	0.26122147
YNL056W	0.103965239	0.1574933529	-0.246066278
YNL057W	0.14045496	0.0042977753	-1.243235708
YNL058C	0.461932054	0.5011007765	0.971760548
YNL059C	0.217065314	0.3124121945	0.352109082
YNL061W	0.092638775	0.1740738717	-0.210870833
YNL062C	-0.384763127	-0.404841099	-0.090365601
YNL063W	0.11701593	0.1743204496	0.09876875
YNL064C	0.154448841	0.2468396999	0.094595298
YNL065W	-0.241988465	-0.3395560477	0.199206956
YNL066W	-0.846234941	-0.8856039291	0.26718228
YNL067W-A	0.992037293	1.6832188743	1.097968645
YNL067W-B	2.111692657	NA	-0.07528694
YNL067W	-0.161427008	-0.1724028431	-0.322269707
YNL068C	-0.765216085	-0.8079599315	0.34788885
YNL069C	-0.578192896	-0.5976956319	-0.83707991
YNL070W	0.586093014	0.421353779	0.004585361
YNL071W	0.075937057	0.1043281053	0.250465128
YNL072W	0.049575696	0.1357444538	0.057705107
YNL073W	-0.298208243	-0.2716333795	-0.052727627
YNL074C	0.186488989	0.2026034135	0.195772562
YNL075W	0.317934274	0.2789841652	0.116904028
YNL076W	-0.015709937	-0.0413459607	0.467829245
YNL077W	-0.299549091	-0.3830158556	0.786458222
YNL078W	-0.105118147	-0.1458043266	0.692966259
YNL079C	0.455291356	0.4366903618	0.378830544
YNL080C	0.092958157	0.1211182826	-0.777897545
YNL081C	0.684613519	0.6028556052	0.676735585
YNL082W	-0.222763623	-0.1260749938	0.288072632
YNL083W	-0.19585042	-0.2425025844	-0.063366629
YNL084C	0.424213562	0.4408353695	0.452636712
YNL085W	-0.489894679	-0.4417738285	-0.174996131
YNL086W	0.756196639	0.6778092974	0.846886943
YNL087W	-1.675784036	-1.5483943581	-0.934928601
YNL088W	-0.82153991	-0.7386611017	0.305957321
YNL089C	0.207822394	-0.7965466142	0.348635036
YNL090W	0.374993548	0.4161865756	-0.503408828
YNL091W	-0.373628268	-0.3463875403	0.518279894
YNL092W	0.837074206	0.9505144008	0.463514039
YNL093W	1.639633178	1.6177472346	1.881425236
YNL094W	-0.359870835	-0.3158820653	-0.586400932
YNL095C	-0.171942948	-0.1459637384	-0.972667084
YNL096C	0.120936028	0.1294725263	0.42650048
YNL097C-B	1.679376623	1.1629637421	-0.307576186
YNL097C	0.585300384	0.6596958328	1.040896996
YNL097W-A	-0.506996208	-0.8582716013	-1.278125819
YNL098C	0.10768363	0.109970157	0.274133276
YNL099C	0.626202161	0.6236422797	0.433693957
YNL100W	0.854157159	0.7554762354	0.769915525
YNL101W	-0.098570367	-0.0896662715	-0.147331166
YNL102W	-1.056882666	-0.9628660891	0.520508707
YNL103W-A	1.182178244	-1.0055963465	-2.125453416
YNL103W	-0.322979075	-0.2629891224	0.338701386
YNL104C	-0.281717624	-0.2547357224	-0.109280922
YNL105W	2.937258773	3.0450481216	2.25166578
YNL106C	-0.402074271	-0.3897194175	0.060917189
YNL107W	0.311316094	0.322073197	0.399391709
YNL108C	0.201018751	0.2948746419	0.073158455
YNL109W	1.19079598	0.9735431932	-0.334649633
YNL110C	0.699745839	0.6844838343	0.326775994
YNL111C	0.667999411	0.6577924908	-0.030398263
YNL112W	-0.578049072	-0.5713012259	-0.921111155
YNL113W	0.812589091	0.7418992825	0.40724682
YNL114C	0.023035456	0.3857890835	-0.095752276
YNL115C	0.263295982	0.2749181005	0.647080439
YNL116W	0.420960856	0.5336878529	0.630196625
YNL117W	1.546051012	1.3901844841	2.260261831
YNL118C	-0.596053118	-0.5588629426	-0.552971439
YNL119W	-0.389948123	-0.2900542866	-0.108648536
YNL120C	2.154480864	1.6318233025	-0.606147872
YNL121C	0.147367274	0.1743712493	0.13979714
YNL122C	0.69974641	0.5853352676	0.531215866
YNL123W	-0.76827539	-0.7210113711	0.155041897
YNL124W	0.015786247	0.0716632085	-0.457116469
YNL125C	0.268487732	0.2784827745	0.077534881
YNL126W	-0.641188647	-0.5809402048	0.494610997
YNL127W	-0.366309134	-0.2708542874	0.152401584
YNL128W	0.284607372	0.2920135064	-0.822574952
YNL129W	0.559009735	0.5761474099	-0.064108378
YNL130C-A	0.398363301	0.6035789231	-1.472887513
YNL130C	0.340937757	0.3450895698	-0.142304329
YNL131W	0.35175261	0.2491639049	0.123869402
YNL132W	-0.17320479	-0.0971609186	-0.127793299
YNL133C	1.313255878	1.2746203836	1.11441254
YNL134C	-0.835975623	-0.9077665609	-0.111848875
YNL135C	-0.102186633	-0.1279760573	0.029816175
YNL136W	0.636207875	0.628244724	0.266320594
YNL137C	-0.059719776	-0.1405908946	0.239446848
YNL138W-A	0.978809846	0.7982082915	0.719913348
YNL138W	0.411627849	0.5211397246	0.505819528
YNL139C	-0.859192589	-0.8111108325	-0.192473228
YNL140C	-1.216332474	-1.4732016247	-1.226463454
YNL141W	-0.931417617	-0.8876699141	-0.703117424
YNL142W	-0.147740558	-0.1530325712	-0.168051932
YNL143C	-0.314636336	0.2487441735	-0.141210506
YNL144C	-0.193983993	-0.221989426	0.691714554
YNL144W-A	1.480380518	NA	NA
YNL145W	1.783681739	1.4533829347	0.414373556
YNL146C-A	0.663885902	0.736946265	-0.07444434
YNL146W	1.211580288	1.2252917395	1.070614369
YNL147W	0.223918873	0.191142493	0.382335466
YNL148C	-0.464872782	-0.2490519707	-0.687285155
YNL149C	0.123959434	0.1215362908	-0.329347209
YNL150W	0.309809427	-0.1628197412	-0.888788747
YNL151C	0.517971245	0.5532396211	-0.012122233
YNL152W	0.131356238	0.1294089584	-0.105933474
YNL153C	0.874134757	0.8428657591	0.262925751
YNL154C	-0.393165387	-0.3809036198	-0.109572147
YNL155W	0.274626723	0.3334621046	-0.047568788
YNL156C	-0.049244548	-0.0585628965	0.223949126
YNL157W	0.737911244	0.6280826484	0.743968849
YNL158W	0.20133189	0.0386261614	-0.034644677
YNL159C	0.3815456	0.4028900557	0.495143094
YNL160W	-0.204940639	-0.6630636061	0.445745502
YNL161W	-0.270175194	-0.1577076779	0.456391264
YNL162W-A	0.440718849	0.3677151031	0.052916416
YNL162W	-0.302696309	-0.3039791062	-0.741155258
YNL163C	-0.559904276	-0.5135930211	0.112187035
YNL164C	0.173239409	0.2397419426	0.242562988
YNL165W	0.312266195	0.3003115508	-0.041425325
YNL166C	0.406067574	0.498635251	0.54749944
YNL167C	-0.349233353	-0.3301739133	0.173939225
YNL168C	-0.00600737	-0.0334677689	0.02586017
YNL169C	0.613357732	0.6464009488	0.022291658
YNL170W	-0.751351525	-0.6998102299	-0.35568261
YNL171C	2.187655551	1.9790752164	-1.153884872
YNL172W	-0.568375861	-0.4675676693	0.007811296
YNL173C	0.69322882	0.7255007033	0.723533731
YNL174W	0.897202537	0.3770005293	-1.098480955
YNL175C	0.004500629	0.0481675416	-0.089770999
YNL176C	-0.393717435	-0.4622980577	0.286499319
YNL177C	0.42093334	0.3763004183	0.45950803
YNL178W	-0.530246367	-0.5249049592	-0.665713835
YNL179C	-0.347851023	-0.5221886251	0.275873068
YNL180C	-0.36793542	-0.3528066818	0.279212496
YNL181W	0.058056096	0.1465200636	-0.067756219
YNL182C	-0.208743828	-0.1989657639	-0.363806404
YNL183C	-0.185281766	-0.201715065	0.476095606
YNL184C	0.469116442	0.3671433347	0.211594099
YNL185C	0.633286603	0.5288288022	0.138121972
YNL186W	-0.428514908	-0.3304543815	-0.08996543
YNL187W	-0.307286381	-0.2019049426	-0.30736341
YNL188W	-0.248789043	-0.2797336388	-0.163884772
YNL189W	-0.162573422	-0.1488420179	0.036052743
YNL190W	-0.550495191	-0.5885286735	-0.492997627
YNL191W	-0.065925374	0.0237826408	-0.099608099
YNL192W	-0.241142598	-0.1786916085	0.356032561
YNL193W	0.505693469	0.5563415209	0.389219461
YNL194C	1.95163133	1.6219162782	2.986421735
YNL195C	1.410222288	1.2821519624	1.56964342
YNL196C	1.461771628	1.1591326439	-0.084052389
YNL197C	-0.836171585	-0.8574670862	0.049040632
YNL198C	-0.248548971	-0.4174002602	-0.29968493
YNL199C	-0.277041811	-0.2470386249	0.153499644
YNL200C	1.214869601	1.1383867314	1.094466191
YNL201C	-0.675351234	-0.6415791597	0.008825705
YNL202W	1.978247094	1.8865449742	0.979711474
YNL203C	-0.693513926	-0.4905041857	-0.859462177
YNL204C	-0.378058479	-0.3023313371	-0.699799421
YNL205C	0.037379795	0.0989958293	-0.633028094
YNL206C	-0.020490662	-0.0004231459	0.1445708
YNL207W	-0.10618201	0.0082733266	0.057723436
YNL208W	0.575737205	0.642685446	0.846126018
YNL209W	-0.773416775	-0.7242860488	-0.777719288
YNL210W	-0.88220365	-1.3047637539	-1.588169477
YNL211C	-0.001719683	-0.2446787702	-0.475054585
YNL212W	-0.219623259	-0.1374327935	0.411451513
YNL213C	0.353050938	0.3132087975	-0.0264679
YNL214W	0.973122316	0.8401415906	0.528905023
YNL215W	0.666349028	0.6580808166	0.553280731
YNL216W	-0.491931342	-0.4859199146	0.028930604
YNL217W	-0.664734971	-0.6940672674	0.009950945
YNL218W	-0.140020949	-0.1227594914	0.141086855
YNL219C	-0.102325546	-0.1124800439	-0.504198069
