name,hl_wt_rep1,k_wt_rep1,R2_wt_rep1,hl_wt_rep2,k_wt_rep2,R2_wt_rep2,hl_wt_rep3,k_wt_rep3,R2_wt_rep3,hl_UPF3_rep1,k_UPF3_rep1,R2_UPF3_rep1,hl_UPF3_rep2,k_UPF3_rep2,R2_UPF3_rep2,hl_UPF3_rep3,k_UPF3_rep3,R2_UPF3_rep3
YHL033C,26.06961017,0.029723865,0.845811726,17.18602552,0.043467566,0.984976881,18.8062213,0.039992877,0.97952961,19.38366839,0.038770374,0.967875159,22.81852268,0.033387548,0.958358574,21.09351934,0.035871704,0.977605628
YHL034C,17.97198561,0.041703746,0.97369734,22.01144496,0.034625851,0.977922348,23.95859623,0.032066586,0.973334154,27.42555305,0.028284806,0.912750056,24.12059096,0.031747775,0.958549406,24.27558385,0.031564299,0.966803111
YHL035C,7.266265985,0.09852803,0.951259554,6.884331714,0.103820288,0.879891485,7.828041978,0.09168223,0.980367197,19.37289559,0.038790258,0.880935196,14.77954464,0.049910123,0.927837197,15.54705154,0.047594869,0.968908834
YHL036W,3.877829173,0.181881731,0.94664247,4.135342152,0.17075098,0.9678487,5.336812496,0.133015913,0.949246121,3.15608043,0.222633821,0.767788407,5.755843281,0.123435991,0.957369582,4.338666046,0.16277147,0.95249835
YHL038C,2.763845525,0.253926397,0.861135435,3.114494408,0.225690825,0.967209802,6.403648132,0.111378089,0.983977652,NA,NA,NA,4.33873291,0.162769008,0.87908724,8.958775388,0.080381785,0.954147397
YHL039W,7.32826198,0.097721023,0.978647001,9.575634898,0.075522094,0.979662527,8.334177352,0.086304781,0.951829583,15.0617552,0.04903138,0.935502666,10.12529891,0.071467994,0.993616009,9.587273675,0.075309709,0.994740143
YHL040C,11.68766494,0.062441417,0.956753782,6.089943648,0.116953867,0.911386744,9.676666149,0.074766327,0.944494992,NA,NA,NA,12.12144833,0.060194562,0.946458376,13.35836546,0.054899656,0.918878535
YHL042W,25.11208277,0.030737681,0.620585115,16.66380669,0.044731512,0.981815945,10.6279486,0.068354825,0.967882966,25.76106896,0.029917805,0.915820943,17.04227158,0.043683263,0.860188774,19.05111205,0.039394589,0.96669994
YHL044W,6.131642909,0.116179827,0.891591626,9.703305131,0.074569675,0.969438752,8.655187642,0.083220136,0.961212234,17.53658285,0.042536818,0.780929124,12.81805244,0.057086892,0.876729932,13.03276529,0.056196,0.959479329
YHL047C,NA,NA,NA,7.12145365,0.100467803,0.923760559,9.341237586,0.077338471,0.990087351,31.5393218,0.024988272,0.748501252,22.263493,0.034144836,0.929451267,14.82888053,0.049754089,0.982728461
YHL048W,11.20914465,0.064973195,0.878489081,14.29871282,0.051611737,0.958530227,8.965476982,0.08044846,0.981430142,13.29287047,0.055155316,0.984720628,13.62885284,0.05386984,0.964978523,12.95062682,0.056533322,0.995091264
YHR001W,10.91212981,0.06665634,0.908820418,12.29183742,0.059526395,0.986882874,11.06862164,0.065758262,0.970875553,10.07978137,0.071777127,0.950824251,17.85631838,0.041829068,0.99306231,16.75165346,0.044388871,0.986692611
YHR001W-A,8.46415156,0.085027647,0.97803357,10.95300035,0.066419315,0.966791761,10.33871763,0.070179369,0.992096274,14.44968853,0.050980731,0.964404501,17.80775749,0.041934923,0.836756958,11.0121818,0.065954708,0.977124373
YHR002W,2.695933061,0.260243997,0.939147186,5.142900489,0.137913025,0.971773096,3.762984321,0.187336996,0.963338693,3.73483532,0.188600791,0.841963106,4.063301181,0.173598236,0.917135932,4.6211855,0.153004403,0.935988815
YHR003C,6.619332787,0.107851109,0.988738899,8.467234503,0.08499783,0.989560285,9.527007458,0.075891567,0.993914421,10.24420466,0.070673405,0.930612209,4.895286904,0.144605836,0.918058782,10.31957443,0.070179228,0.92314849
YHR004C,7.408897587,0.096691591,0.975165568,9.339001363,0.077356239,0.83892633,6.937813771,0.103044131,0.98616986,6.266641153,0.113620077,0.80551905,11.16450791,0.065095918,0.900442631,6.458032764,0.110342044,0.948266
YHR005C,6.047039875,0.117761409,0.969964016,8.03906668,0.089357888,0.951443654,6.823080069,0.104724147,0.984547489,NA,NA,NA,8.9308218,0.080623957,0.977713362,7.105938211,0.100555814,0.991998944
YHR005C-A,10.86926337,0.066906855,0.985296891,11.52365106,0.063285506,0.993975064,12.11951004,0.060328216,0.988097873,12.27012195,0.059501685,0.992853997,10.94731388,0.066327678,0.992165909,11.50438584,0.063261724,0.992161444
YHR006W,5.585286246,0.127237899,0.948731327,4.299869953,0.164337437,0.972036273,5.570657543,0.127563795,0.969393123,15.07711595,0.048984494,0.817565011,5.5641464,0.127584891,0.974810883,6.27211965,0.113523463,0.963126785
YHR007C,10.51909035,0.069029756,0.996493878,11.48537738,0.063485948,0.978102388,12.34062709,0.059303449,0.984105519,13.62659734,0.053878258,0.982194698,11.62117102,0.062656244,0.98806421,11.75740294,0.06196514,0.980796386
YHR007C-A,15.02024134,0.049283083,0.96289531,13.44095325,0.054705336,0.976513406,12.77585132,0.057390024,0.971010023,16.82395002,0.04421106,0.98636756,14.77943741,0.049910463,0.975283952,14.06777867,0.052283005,0.976746379
YHR008C,18.1056826,0.041418948,0.95178625,14.01503309,0.052592949,0.975673714,13.54400152,0.054312972,0.977108565,18.66765589,0.040141951,0.96714881,15.53306138,0.047635024,0.97118279,14.58026701,0.050551122,0.976792531
YHR009C,19.07276593,0.039477791,0.87256276,13.19818592,0.055653911,0.964117452,13.16294794,0.055794505,0.988767347,10.3015612,0.070296678,0.966773604,15.54308939,0.047606234,0.962638012,15.57968425,0.047501485,0.992971367
YHR010W,26.51823344,0.029274056,0.950478944,24.88637578,0.030988019,0.967513109,26.19980705,0.029591737,0.950001221,30.79828129,0.025517068,0.913887669,25.06855561,0.030661099,0.956372657,26.76218993,0.028911275,0.945031941
YHR011W,NA,NA,NA,3.57070328,0.197256176,0.952245555,9.994866531,0.072485862,0.920508026,4.53378327,0.155895973,0.669738213,6.316581257,0.112745581,0.955438507,3.861529549,0.182511714,0.989166875
YHR012W,10.29825369,0.070442797,0.962513543,15.12381395,0.04896705,0.914057178,13.01659496,0.05638658,0.933633915,17.3690054,0.042918165,0.941275291,10.18745874,0.071050297,0.997237033,14.74201663,0.050029512,0.990895
YHR013C,22.3281772,0.034179151,0.839159507,11.08660395,0.065656689,0.9970119,15.18902292,0.048770288,0.987385444,NA,NA,NA,15.35884286,0.048141203,0.928994776,14.60680693,0.050464744,0.977759947
YHR015W,20.42303941,0.037075015,0.94016706,5.482715338,0.129559612,0.908656919,8.609130058,0.083648577,0.943895202,12.71788203,0.057512812,0.727818434,18.36471356,0.040754459,0.906578309,20.64722868,0.036581989,0.966197257
YHR016C,24.12742635,0.031864143,0.786810755,14.11646781,0.05223757,0.973910312,16.03265762,0.046368998,0.860618245,19.82344652,0.037977062,0.729948742,16.59675946,0.044775041,0.875336478,14.91250492,0.04949197,0.945690727
YHR017W,11.17157716,0.065181141,0.8325209,8.452498629,0.085140547,0.977702835,7.67376641,0.093462397,0.992214985,6.764924551,0.105472957,0.843010123,6.672755617,0.106888236,0.971282361,8.85401768,0.081297209,0.992152167
YHR018C,10.41005501,0.069719935,0.997421694,6.866083433,0.104087882,0.986673205,7.868164975,0.091230694,0.993961831,11.6540333,0.062488055,0.986502775,9.081208044,0.079338674,0.97003349,7.590353152,0.094330524,0.97724935
YHR019C,27.35435542,0.028475098,0.732484784,18.85917935,0.039889379,0.989184076,19.47329808,0.038730293,0.989464117,21.01961358,0.035987243,0.965874829,18.55424122,0.040368917,0.99351375,24.21787456,0.031632339,0.964202143
YHR020W,13.65996851,0.053878499,0.983032869,14.9917709,0.04937072,0.989180829,15.11186437,0.049003291,0.981111605,16.93951783,0.043929978,0.965242439,17.86773828,0.041804258,0.966565065,16.21810179,0.045750141,0.980056929
YHR021C,27.09605999,0.028716649,0.944989034,24.7717623,0.031116886,0.950416635,24.74019134,0.031152593,0.959872942,26.46891101,0.029198253,0.943445437,26.39589014,0.029270697,0.946543456,26.62547675,0.029044265,0.94458802
YHR021W-A,5.593261033,0.127060955,0.782512916,4.209475568,0.167799091,0.865662259,5.67461423,0.125284319,0.995046963,10.43239873,0.069452818,0.987121746,14.62044789,0.050420469,0.90163741,15.90583871,0.046589194,0.914833466
YHR022C,NA,NA,NA,6.623328833,0.107787931,0.884899176,4.314909746,0.163775561,0.947469635,11.7283097,0.062111382,0.920727965,7.669208587,0.09339157,0.910672171,6.53058875,0.109149578,0.948502643
YHR023W,10.27517943,0.070593945,0.938108981,7.193866651,0.099488063,0.969998043,10.98720008,0.066222333,0.905950668,24.58929806,0.031200012,0.604247773,6.838442545,0.104371421,0.903611798,7.298412906,0.097983351,0.971347558
YHR024C,13.78414364,0.053421379,0.937111719,7.890733542,0.09097873,0.992124415,7.50139309,0.095538004,0.985772138,14.52526,0.050731156,0.994943885,7.611770497,0.094073577,0.940975423,11.13186519,0.065277974,0.992754846
YHR025W,13.44971192,0.054671753,0.976668308,20.50837064,0.0369338,0.984605251,21.39104474,0.035539158,0.978472477,26.42441707,0.029242348,0.876723231,19.49657464,0.038563288,0.960703477,19.81072145,0.037999522,0.980302486
YHR026W,23.10973894,0.033129269,0.944605391,24.43649341,0.03150079,0.921228216,22.17903037,0.034387909,0.967889983,21.85235244,0.034730602,0.961568638,25.84882932,0.029826453,0.94940513,24.05985878,0.031820313,0.959216759
YHR027C,14.78270031,0.050024621,0.95307855,13.01041847,0.05641186,0.955423009,12.61400001,0.058086168,0.979999045,7.685970703,0.093194461,0.986083158,13.85760537,0.053030295,0.981425346,13.40655217,0.054713155,0.9763078
YHR028C,13.75863503,0.053514609,0.964861815,12.21948545,0.059860287,0.980100243,12.98392268,0.056520579,0.989704031,13.88086415,0.052946483,0.964339847,13.60064635,0.053975316,0.978591411,12.66963911,0.057720341,0.966760477
YHR029C,12.05365252,0.0606407,0.977822893,23.19530765,0.033018621,0.895144064,21.90825016,0.03477418,0.914312997,14.02835022,0.05242149,0.90203172,16.62748783,0.044697859,0.970453358,25.92374642,0.029748959,0.944979217
YHR030C,26.44830461,0.029343165,0.664935604,8.345073995,0.086196182,0.9826811,9.316058677,0.077539022,0.991023296,12.63719441,0.057860802,0.815755183,8.868934267,0.08116554,0.959209819,8.747781521,0.082247944,0.996646054
YHR031C,NA,NA,NA,4.89450739,0.144752896,0.966167996,11.42314404,0.063814738,0.927676639,7.870684614,0.091077983,0.960829507,13.70633234,0.053582344,0.984202693,11.86342842,0.061438257,0.964471937
YHR033W,6.974546722,0.102517941,0.952306815,5.908019257,0.120458651,0.979543655,6.965669656,0.102644595,0.991258826,NA,NA,NA,9.751522701,0.074091951,0.980135205,8.809173884,0.081695731,0.970057311
YHR034C,22.10343274,0.034494798,0.623917609,8.945427069,0.080621746,0.913387373,7.184059523,0.099619596,0.976216984,8.729616469,0.082412825,0.933827952,7.065990373,0.101107287,0.945406372,8.962986246,0.080345436,0.984238785
YHR035W,0.778451049,0.893553998,0.626292535,2.126032925,0.329163975,0.861406009,4.965667593,0.142723457,0.865512054,9.445871168,0.076392003,0.680416339,9.734026584,0.074219714,0.907858844,4.294643433,0.164409108,0.912453671
YHR036W,8.328657597,0.086359901,0.806561551,5.278259166,0.134456715,0.984211714,4.951869727,0.143112404,0.950279347,6.00857142,0.118370765,0.944078047,1.55225336,0.449553589,0.852742488,6.085605512,0.116910494,0.957750985
YHR037W,10.23516273,0.070857689,0.959814188,8.367939124,0.085969222,0.97739988,10.43480346,0.069562015,0.991919032,20.41092427,0.036970651,0.88951044,11.79246105,0.061789874,0.997846695,9.296175577,0.077573651,0.995467794
YHR038W,3.770779126,0.186956222,0.895877888,7.293890224,0.098166748,0.987552355,4.100389478,0.172179773,0.968095854,6.978860972,0.102331995,0.905389102,5.857515374,0.121345709,0.933857612,7.003276205,0.101985737,0.995742041
YHR039C,9.666483116,0.074841785,0.968929247,11.02146233,0.066026216,0.962166834,11.09914826,0.065586027,0.94700929,26.61540973,0.029054112,0.737255641,8.575367341,0.083841062,0.992757575,12.91758626,0.056670221,0.966319128
YHR039C-A,27.99740868,0.027893091,0.925246491,23.50300433,0.032627397,0.96602382,26.35107565,0.029439865,0.940240129,29.77717336,0.026288837,0.915242173,25.0871715,0.030640581,0.92735169,23.37314538,0.032666742,0.966365026
YHR040W,18.43415955,0.040736779,0.802517624,7.633897403,0.093934141,0.955356597,8.073073537,0.088994687,0.871266677,10.95144075,0.066303819,0.663963111,9.816349963,0.073622532,0.875523128,7.513192322,0.09526838,0.980676418
YHR041C,NA,NA,NA,23.56138234,0.032554325,0.883043125,15.61578162,0.04752315,0.948559923,16.22455382,0.045733144,0.928029729,16.0311161,0.046248646,0.972353717,23.01970927,0.033122065,0.929346932
YHR042W,15.91856633,0.04667886,0.935952559,14.32797803,0.051512724,0.989326426,16.61405542,0.044856072,0.978515208,32.38036721,0.024417437,0.783462029,14.16222772,0.051954406,0.974572242,16.20673888,0.045780106,0.962702423
YHR043C,9.776795689,0.074032717,0.974075972,21.56744869,0.035274123,0.864374456,13.1525749,0.055836036,0.969923531,13.64524233,0.053808753,0.989310781,8.623302397,0.083391745,0.974019279,21.14579966,0.03579046,0.81895487
YHR044C,11.44867173,0.063679438,0.784742563,16.26145233,0.045760714,0.991874888,13.77181255,0.053466404,0.949370364,23.15005385,0.032952527,0.758050569,10.0108119,0.072250891,0.983816496,18.75520294,0.039968628,0.866276529
YHR045W,8.179584951,0.087876662,0.973372203,10.22293429,0.070938696,0.962172899,9.634313727,0.075081216,0.983364079,17.06425488,0.043630867,0.76315439,12.88754592,0.056795299,0.967776253,11.17167875,0.065056067,0.963508528
YHR046C,10.67035022,0.068095658,0.957308319,5.277968055,0.134463958,0.930834154,6.314089102,0.112913402,0.973447398,5.522842991,0.128516536,0.874116278,6.688358578,0.106645905,0.860767423,6.415603603,0.111051871,0.981302418
YHR047C,13.60975721,0.054065708,0.692922859,11.40865621,0.063891794,0.968046787,14.05152119,0.052464521,0.994478322,8.049110129,0.089125793,0.71023077,10.85058166,0.066892142,0.964908484,14.41401879,0.051099439,0.980245986
YHR048W,2.244629445,0.311938041,0.686726657,7.930543078,0.090537777,0.832144612,13.41750309,0.054795466,0.866013017,9.332327766,0.077284806,0.932678772,7.761285893,0.092319325,0.954164298,9.640687925,0.074909138,0.811825894
YHR049W,10.64312568,0.068261823,0.963065874,14.63215819,0.050507036,0.96581554,14.28945394,0.051643148,0.981348841,15.83280873,0.046790201,0.95633124,14.58315675,0.050541702,0.984350067,15.2182015,0.048558281,0.974165581
YHR050W,7.913520037,0.090725791,0.986901738,7.308004785,0.097983207,0.99331999,6.180854884,0.115279768,0.978599585,9.324650485,0.077345958,0.978470092,6.979743066,0.102319443,0.988019449,7.991455355,0.089747073,0.984097111
YHR050W-A,NA,NA,NA,14.99662794,0.049355746,0.672649661,NA,NA,NA,NA,NA,NA,2.464938014,0.284213716,0.60800183,18.39490198,0.040692517,0.911191984
YHR051W,12.33280488,0.059339074,0.959914103,11.04572805,0.065888055,0.981418982,12.49117264,0.058626505,0.975066792,16.27129322,0.045610425,0.950072218,13.78819748,0.053282085,0.960022331,12.50668549,0.058433167,0.995433685
YHR052W,6.481765706,0.110073561,0.995439558,5.122598164,0.138447187,0.989560619,7.284511473,0.0982891,0.983925548,9.24807573,0.077961456,0.958540451,5.79282776,0.122667134,0.983219826,6.850511015,0.104192855,0.993909918
YHR056C,18.32195907,0.040967042,0.994491559,16.31111346,0.045630936,0.982548579,14.40444319,0.051255916,0.994053406,19.04207427,0.039411857,0.987068224,16.58860974,0.044795559,0.991429553,16.00190401,0.046327578,0.982453853
YHR057C,14.2689693,0.051712785,0.972696016,16.22137932,0.045866014,0.984679345,13.50741396,0.054451597,0.986884206,18.76470583,0.039949912,0.846155863,13.77751099,0.053321078,0.973226244,15.3958219,0.048032806,0.972708869
YHR058C,14.25870462,0.051747756,0.888990547,5.319391051,0.133441282,0.990848565,8.257144923,0.087080682,0.961228447,8.374306488,0.08578173,0.970809017,2.956899606,0.237427914,0.906662431,7.497191519,0.095465279,0.931202805
YHR059W,3.587743851,0.196334168,0.956645155,4.820896728,0.146915263,0.970668088,6.372209212,0.111912132,0.993477947,5.087476151,0.139256819,0.931969897,6.652136016,0.107210223,0.943143225,5.994401966,0.11864345,0.995212545
YHR060W,16.71596121,0.04460173,0.955603513,17.07364238,0.043733042,0.983784966,14.62875618,0.050518053,0.980600061,22.97831086,0.033176314,0.925288331,17.09907307,0.043548154,0.913872734,17.42813224,0.042782776,0.968289675
YHR061C,2.343799303,0.298872119,0.971382584,4.584754787,0.154320767,0.922587554,4.53390768,0.156016287,0.95714678,3.037987714,0.231171002,0.772603799,3.245352382,0.216592519,0.994132533,7.471280151,0.095785922,0.906309382
YHR062C,6.700313393,0.106585507,0.962853705,4.175897542,0.169123136,0.951951338,7.432277748,0.096397286,0.981645963,10.25712784,0.070588156,0.916947511,7.674576141,0.093328358,0.925226474,7.166522102,0.099731196,0.994843288
YHR063C,15.60644488,0.047549706,0.970032675,14.07404812,0.052385565,0.987547916,13.40073656,0.054860101,0.991041414,13.70813318,0.0535757,0.971769739,14.52717298,0.050724872,0.983833115,15.56243092,0.04755081,0.987581566
YHR064C,24.37025258,0.03157789,0.934655266,23.73593807,0.032337978,0.957062661,23.55579024,0.032561309,0.965738897,23.27609699,0.03279039,0.935698128,20.26894405,0.037208532,0.985897857,22.44322929,0.033895501,0.973602206
YHR065C,7.345153287,0.09750351,0.978133635,7.518020393,0.095333641,0.993881943,9.258516881,0.078001441,0.978326481,8.374245618,0.085782332,0.990022769,9.259829605,0.077866319,0.973795203,8.11739719,0.088401359,0.978887527
YHR066W,6.218530779,0.114600325,0.983815115,6.427966311,0.110968588,0.945429575,6.894415362,0.103673028,0.969664166,5.924703581,0.120003753,0.982079754,6.205583986,0.114708367,0.958315626,6.033011326,0.117903439,0.991357686
YHR067W,6.224788792,0.114488266,0.865237697,10.84773765,0.067033399,0.927944032,7.844616859,0.09149514,0.940847018,20.74362542,0.036425983,0.979756549,27.0508547,0.028634889,0.684029696,14.51195756,0.050774899,0.942703619
YHR068W,20.20971603,0.037433263,0.896906504,14.984087,0.04939443,0.992809274,18.32619325,0.040958301,0.96989733,16.03876446,0.046228028,0.998222643,14.16000639,0.051962084,0.989212977,19.02005236,0.039454003,0.986493103
YHR069C,10.3241628,0.070273886,0.842565276,8.308450287,0.086562314,0.953303276,7.381054616,0.097044505,0.986861344,11.47350285,0.063423899,0.852016282,9.342882522,0.077200898,0.946771708,6.829176555,0.104508949,0.993452009
YHR070W,10.23165153,0.070880929,0.978744166,9.472643318,0.076309118,0.983933559,10.74523477,0.067642945,0.987743387,11.09467566,0.065486694,0.901440276,12.16807683,0.059975433,0.991810742,14.02806521,0.052422494,0.990190599
YHR071W,5.958146412,0.119471587,0.938661022,6.202287147,0.114892249,0.940253133,8.425246854,0.085405795,0.984796886,17.06513992,0.04362876,0.882627312,7.413310953,0.096511386,0.879035201,11.00042759,0.066021965,0.997146537
YHR072W,13.13493198,0.055906824,0.869602171,9.941488166,0.072858221,0.960411022,11.23875974,0.064810247,0.992663859,14.0957842,0.052185111,0.962598779,9.549414453,0.075596341,0.991415036,16.45274233,0.045140617,0.969249418
YHR072W-A,16.60461877,0.044879782,0.955351724,16.37290834,0.045470549,0.983822917,14.56485841,0.050725925,0.9952961,17.22348692,0.043255334,0.988831851,13.17182316,0.055634515,0.997809451,13.98547364,0.052572972,0.998736385
YHR073W,8.497780886,0.084703565,0.983587716,7.913939625,0.090721147,0.984167274,7.224609623,0.099078053,0.991670255,6.597534191,0.108072586,0.973353569,10.17955027,0.071103156,0.94546395,9.035555456,0.079724323,0.986123914
YHR074W,11.16280856,0.065229879,0.971709194,14.69265556,0.050311983,0.982734582,14.87224987,0.04974229,0.984411739,12.127761,0.060164797,0.933534766,11.10340448,0.065437579,0.983207245,14.07378283,0.052261984,0.986991768
YHR075C,10.69322214,0.067956714,0.906782049,12.97823782,0.056543963,0.971757818,13.05865243,0.056215077,0.815356907,17.19297582,0.043326753,0.869745267,14.58152416,0.050547024,0.963337023,15.92172633,0.046545709,0.888429084
YHR076W,10.11412077,0.071668162,0.981894019,17.51988219,0.042699004,0.92126605,15.25467144,0.048573898,0.975371206,19.27180488,0.038977939,0.946961667,18.06068153,0.041389828,0.942190274,13.84352758,0.053081161,0.980353396
YHR077C,3.645736141,0.193260981,0.944921544,9.14408405,0.078938344,0.971746185,9.373567828,0.077082539,0.930024496,12.28179469,0.059447996,0.966956264,8.009026682,0.089556779,0.95637869,8.118978501,0.088384727,0.992280512
YHR078W,7.478244033,0.095824037,0.951975925,11.29025137,0.064528966,0.997236711,10.5769174,0.068669493,0.984942988,17.83944496,0.041865784,0.899148201,14.95242723,0.049367868,0.972901783,14.26395064,0.051605368,0.98180966
YHR079C,7.741087596,0.09267686,0.942575377,5.190862237,0.136667729,0.982556296,7.178997569,0.099687628,0.963881144,14.56009362,0.05061699,0.749727639,4.967125165,0.142557987,0.976032644,7.386454715,0.096851341,0.996594038
YHR080C,NA,NA,NA,8.552387912,0.084182753,0.966790393,11.90380568,0.061364583,0.976150999,12.29789273,0.05937412,0.700396803,16.85810292,0.044127593,0.807005227,10.71218827,0.067717438,0.929537372
YHR081W,8.495471896,0.084725735,0.95985682,9.225016919,0.078273311,0.962562648,9.559176446,0.075646725,0.983540829,11.44634718,0.063567225,0.985855524,11.41109113,0.063754321,0.995681847,9.777745468,0.073901321,0.993838294
YHR082C,6.050302856,0.11769959,0.965560724,7.311156692,0.097942317,0.985858597,7.607173195,0.094253119,0.991370805,5.328606032,0.13309143,0.916122805,9.200646869,0.078347822,0.992659521,8.344859429,0.086073809,0.992635841
YHR083W,8.781661066,0.082066758,0.90253254,14.43881529,0.051141364,0.981664426,14.45503305,0.051087504,0.93909797,NA,NA,NA,12.33692817,0.05919578,0.987848961,20.70946268,0.036481105,0.936510099
YHR084W,5.71821851,0.124352873,0.899487388,5.231123828,0.135639992,0.978568537,7.131083817,0.100336361,0.991518899,8.119469511,0.088379564,0.973533322,6.294107983,0.113137391,0.977713675,6.504434421,0.109576361,0.985873421
YHR085W,3.487688336,0.20187669,0.961404422,5.539611207,0.128261144,0.928267509,5.708063756,0.124568521,0.975399687,9.528741669,0.075753816,0.879828429,3.674896198,0.191627839,0.952407218,5.752932203,0.123496928,0.953924032
YHR086W,6.277932775,0.113545642,0.851694431,5.153770395,0.137628764,0.971019063,7.242399211,0.098842388,0.984677501,20.77410788,0.036376952,0.71555159,7.994732932,0.089711514,0.964508575,5.392361134,0.13155346,0.988026044
YHR087W,10.35548915,0.070070786,0.968064147,12.37979954,0.059125721,0.990958295,13.16129215,0.05580113,0.985876323,16.13150066,0.045979583,0.977033216,17.90987598,0.041712987,0.949170177,14.6241747,0.050408388,0.98231616
YHR088W,7.829278152,0.091668249,0.892806449,6.381268556,0.111757704,0.947085584,7.099798692,0.100764675,0.992911516,4.44508903,0.158946534,0.961599654,8.530649245,0.084264777,0.946588939,9.202251495,0.078334685,0.964622399
YHR089C,10.44398941,0.06950359,0.981799099,10.1257153,0.071589688,0.998269907,12.42931973,0.058902648,0.98287849,10.95868497,0.066261979,0.987376851,12.71301553,0.057533675,0.992074426,12.30413859,0.059345508,0.997567072
YHR090C,7.015971326,0.101931155,0.990990825,4.994634924,0.14191389,0.976046437,4.481834637,0.157792561,0.950520137,6.642960369,0.107354149,0.982576968,8.108457547,0.088495502,0.899167049,7.910415576,0.090635657,0.982260819
YHR091C,11.52454813,0.063280824,0.69290907,5.070158543,0.139846688,0.997737294,5.788263941,0.122885988,0.985941263,NA,NA,NA,12.05766892,0.060497036,0.939519586,7.138120355,0.100116034,0.967886077
YHR092C,25.81193223,0.029989293,0.892572867,22.46757974,0.033986538,0.9285872,31.15700588,0.025382455,0.86887907,14.03428045,0.052400611,0.900718192,29.44071978,0.02655486,0.915615731,28.45927786,0.027366788,0.886761028
YHR094C,5.047992766,0.140446988,0.993344093,5.026562012,0.141032415,0.979605747,6.369771007,0.111953769,0.984432881,8.218300937,0.087352942,0.990644496,6.061956567,0.117354839,0.968989933,6.665356024,0.107003556,0.993645297
YHR096C,NA,NA,NA,3.588196659,0.196309788,0.849317192,21.07083476,0.03603159,0.735660052,NA,NA,NA,NA,NA,NA,20.35374708,0.03706605,0.714898182
YHR097C,11.98129551,0.060987983,0.966625369,7.591426105,0.094442126,0.993125852,8.644810092,0.083316273,0.992237223,15.65116056,0.047298304,0.930576655,11.14546324,0.065202005,0.982920569,10.35622682,0.069941509,0.994914137
YHR098C,11.06625198,0.065771671,0.943566494,9.98254918,0.072571432,0.997512814,8.839452004,0.081550719,0.994305577,12.91123913,0.0566966,0.913647665,7.84520005,0.091364062,0.991994576,9.965186654,0.072567903,0.988296892
YHR099W,21.62495689,0.035188656,0.961791409,8.337594387,0.086270695,0.964042389,9.378478377,0.07704382,0.983675393,NA,NA,NA,7.778591431,0.092120635,0.971838574,8.041823883,0.089203817,0.96567884
YHR100C,23.52330874,0.032601941,0.837762942,14.20075118,0.051946143,0.918693888,14.05980668,0.052435451,0.94961394,12.00414664,0.060753346,0.946787063,8.508194857,0.084479218,0.943091434,14.85949086,0.049657799,0.965954679
YHR101C,6.318444959,0.112837722,0.973290176,4.050055739,0.17428064,0.865240947,10.28033961,0.070560084,0.933366357,NA,NA,NA,10.22196874,0.070820592,0.993331675,9.545198208,0.075628403,0.950951061
YHR102W,4.684239365,0.151109873,0.803658912,5.010672792,0.141469697,0.967426264,4.460266075,0.158540438,0.974563249,NA,NA,NA,14.53271319,0.050706683,0.93430237,10.01970846,0.072189412,0.752479194
YHR103W,23.28244258,0.032906783,0.833314321,8.653483575,0.083235907,0.990326107,7.033638985,0.101682992,0.982777933,10.75775693,0.067443349,0.903640316,5.796713576,0.122586923,0.983544436,8.737428175,0.082341836,0.991282823
YHR104W,10.88259652,0.066828723,0.995400171,13.21620005,0.055582326,0.992671584,12.61252114,0.058092611,0.97880592,19.95619089,0.037744475,0.905701343,12.69123603,0.057627242,0.933593816,13.42691684,0.054634738,0.980449452
YHR106W,23.14001593,0.033090025,0.853701602,7.641205491,0.093847301,0.899446587,12.07583087,0.060535087,0.969980013,14.96021403,0.049343739,0.898570494,10.65084717,0.068090099,0.996413871,13.94526471,0.052715876,0.982649375
YHR107C,11.70900653,0.062333322,0.977341147,7.84406586,0.091501346,0.985137521,8.017627186,0.08958845,0.999630494,19.36808675,0.038799142,0.781011839,11.02584039,0.065876735,0.960579005,9.38961761,0.076831631,0.98765611
YHR108W,17.32045184,0.043154544,0.930762203,13.49664522,0.054492541,0.969682359,15.16856749,0.048831828,0.958173697,15.10438646,0.04890149,0.927930861,13.19565552,0.055539473,0.965319311,13.59341227,0.054002438,0.974557159
YHR109W,10.42127767,0.06964823,0.752242075,6.145093006,0.115932401,0.85022539,2.641272782,0.265564772,0.982500545,4.505084699,0.156869891,0.854224151,8.257079146,0.086956842,0.887692659,4.925961865,0.143724097,0.8116955
YHR110W,24.32975716,0.031625231,0.862909542,18.08244876,0.041468138,0.933595637,18.56780829,0.04046613,0.958919342,17.53514536,0.042540058,0.990565284,14.19433311,0.051843704,0.985287362,15.74333918,0.047038999,0.933394483
YHR111W,9.114900549,0.079181044,0.991865056,9.276589078,0.077855591,0.991164475,7.603476722,0.094297416,0.979999405,11.5995222,0.062767563,0.904732544,8.010014499,0.089546106,0.980740311,11.32169308,0.06423396,0.974728041
YHR112C,38.78548422,0.021006847,0.817197976,16.03798048,0.046354649,0.965934708,13.91163029,0.052960557,0.966332909,25.74903596,0.029930379,0.731589381,12.21123192,0.059774118,0.986046615,22.61553453,0.033660196,0.929674397
