sample	Candida_TPMsum	S_cerevisiae_TPMsum	spikein_ratio	sample_short	experiment	ref1	ref2	ref3	sample_ref1	sample_ref2	sample_ref3	replicate_1	exp_group_1	exp_group_2	exp_group_3	exp_group_4	strain_id	strain_info	arrest	condition	strain_info_condition	strain_info_condition_easy	DNA_ratio	DNA_content_file_name	DNA_per_cell	mean_cell_volume	RNA_per_genome	RNA_per_cell	RNA_conc
2025-07-29-MS250701L03_exp250515_MS69_SCD_4hr45m-arrest_DMSO_polyA-RNA	425815.25792460074	538297.8273901682	1.2641581469245633	MS69_SCD_4.75hr-arrest_DMSO	exp250515	FALSE	FALSE	FALSE	MS69_SCD_1hr-arrest_DMSO	MS69_SCD_1hr-arrest_DMSO	MS69_SCD_1hr-arrest_DMSO	rep2	B	C	B	A	MS69	WT	4.75hr G1 arrest	DMSO	WT_DMSO	WT_DMSO	0.182968975	DNA_content_analysis_AC250528_MS69_DMSO-4.75hr_exp250515.fcs	1.00259502	248.85743	6.909139360509416	6.927068715332725	0.027835490848445735
2025-07-29-MS250701L04_exp250515_MS69_SCD_4hr45m-arrest_PhIAA_polyA-RNA	461886.4658132492	503586.8528634468	1.0902827645680746	MS69_SCD_4.75hr-arrest_PhIAA	exp250515	FALSE	FALSE	FALSE	MS69_SCD_1hr-arrest_DMSO	MS69_SCD_1hr-arrest_PhIAA	MS69_SCD_1hr-arrest_DMSO	rep2	B	C	B	A	MS69	WT	4.75hr G1 arrest	PhIAA	WT_PhIAA	WT_PhIAA	0.167894203	DNA_content_analysis_AC250528_MS69_PhIAA-4.75hr_exp250515.fcs	1.003190676	243.23496	6.493867835139458	6.514587663388209	0.02678310578129151
2025-07-29-MS250701L05_exp250624_MS69_SCD_1hr-arrest_Torin_polyA-RNA	472492.61289739417	484533.60663644585	1.025483983051533	MS69_SCD_1hr-arrest_Torin	exp250624	FALSE	TRUE	FALSE	MS69_SCD_1hr-arrest_DMSO	MS69_SCD_1hr-arrest_Torin	MS69_SCD_1hr-arrest_DMSO	rep3	B	D	B	A	MS69	WT	1hr G1 arrest	Torin	WT_Torin	TORC1 inhib.	0.71470222	DNA_content_analysis_AC250708_MS69_Torin_1hr_exp250624.fcs	1.45207426	70.78698	1.4348409090593464	2.0834955512400777	0.029433316003028773
2025-07-29-MS250701L06_exp250624_MS69_SCD_1hr-arrest_PhIAA_polyA-RNA	310433.38220677123	659651.6837149241	2.124937978724041	MS69_SCD_1hr-arrest_PhIAA	exp250624	FALSE	TRUE	FALSE	MS69_SCD_1hr-arrest_DMSO	MS69_SCD_1hr-arrest_PhIAA	MS69_SCD_1hr-arrest_DMSO	rep1	B	D	B	A	MS69	WT	1hr G1 arrest	PhIAA	WT_PhIAA	WT_PhIAA	0.751830914	DNA_content_analysis_AC250708_MS69_PhIAA_1hr_exp250624.fcs	1.310880829	69.1459	2.826350897728636	3.705009207859409	0.05358248584311447
2025-07-29-MS250701L07_exp250624_MS69_SCD_1hr-arrest_Torin+PhIAA_polyA-RNA	460827.4448019179	494199.6425444589	1.0724179909833402	MS69_SCD_1hr-arrest_Torin+PhIAA	exp250624	FALSE	TRUE	FALSE	MS69_SCD_1hr-arrest_DMSO	MS69_SCD_1hr-arrest_Torin+PhIAA	MS69_SCD_1hr-arrest_DMSO	rep1	B	D	B	A	MS69	WT	1hr G1 arrest	Torin+PhIAA	WT_Torin+PhIAA	WT_Torin+PhIAA	0.704984355	DNA_content_analysis_AC250708_MS69_Torin+PhIAA_1hr_exp250624.fcs	1.55296585	69.4778	1.5211940284594545	2.3623623774214613	0.03400168654478785
2025-07-29-MS250701L08_exp250624_MS69_SCD_4hr45m-arrest_Torin_polyA-RNA	477930.6504299136	474817.16014697286	0.9934854768570711	MS69_SCD_4.75hr-arrest_Torin	exp250624	FALSE	FALSE	FALSE	MS69_SCD_1hr-arrest_DMSO	MS69_SCD_1hr-arrest_Torin	MS69_SCD_1hr-arrest_DMSO	rep3	B	D	B	A	MS69	WT	4.75hr G1 arrest	Torin	WT_Torin	TORC1 inhib.	0.302421599	DNA_content_analysis_AC250708_MS69_Torin_4hr45min_exp250624.fcs	1.007743771	261.7467	3.2851009324141267	3.3105400017466278	0.012647876751632888
2025-07-29-MS250701L09_exp250624_MS69_SCD_4hr45m-arrest_PhIAA_polyA-RNA	354282.78676810185	604598.3911968358	1.7065418185066374	MS69_SCD_4.75hr-arrest_PhIAA	exp250624	FALSE	FALSE	FALSE	MS69_SCD_1hr-arrest_DMSO	MS69_SCD_1hr-arrest_PhIAA	MS69_SCD_1hr-arrest_DMSO	rep1	B	D	B	A	MS69	WT	4.75hr G1 arrest	PhIAA	WT_PhIAA	WT_PhIAA	0.256542497	DNA_content_analysis_AC250708_MS69_PhIAA_4hr45min_exp250624.fcs	1.001109907	265.12978	6.652082358528839	6.659465551303146	0.02511775761780946
2025-07-29-MS250701L10_exp250624_MS69_SCD_4hr45m-arrest_Torin+PhIAA_polyA-RNA	474164.6761404209	479658.1076415188	1.0115854929258186	MS69_SCD_4.75hr-arrest_Torin+PhIAA	exp250624	FALSE	FALSE	FALSE	MS69_SCD_1hr-arrest_DMSO	MS69_SCD_1hr-arrest_Torin+PhIAA	MS69_SCD_1hr-arrest_DMSO	rep1	B	D	B	A	MS69	WT	4.75hr G1 arrest	Torin+PhIAA	WT_Torin+PhIAA	WT_Torin+PhIAA	0.300132535	DNA_content_analysis_AC250708_MS69_Torin+PhIAA_4hr45min_exp250624.fcs	1.000837718	255.60631	3.370462628871004	3.3732861260835367	0.013197194255820745
2025-07-29-MS250701L11_exp250624_MS756_SCD_1hr-arrest_Torin_polyA-RNA	465931.94878347614	489141.0533272083	1.0498122195834176	MS756_SCD_1hr-arrest_Torin	exp250624	FALSE	TRUE	FALSE	MS69_SCD_1hr-arrest_DMSO	MS756_SCD_1hr-arrest_Torin	MS69_SCD_1hr-arrest_DMSO	rep1	B	E	B	A	MS756	AID-Bcy1	1hr G1 arrest	Torin	AID-Bcy1_Torin	AID-Bcy1_Torin	0.854943536	DNA_content_analysis_AC250708_MS756_Torin_1hr_exp250624.fcs	1.44560734	64.05203	1.2279316415387433	1.7751069940266564	0.027713516558751632
2025-07-29-MS250701L12_exp250624_MS756_SCD_1hr-arrest_PhIAA_polyA-RNA	276141.66410192545	697418.499976712	2.5255823029997058	MS756_SCD_1hr-arrest_PhIAA	exp250624	FALSE	TRUE	FALSE	MS69_SCD_1hr-arrest_DMSO	MS756_SCD_1hr-arrest_PhIAA	MS69_SCD_1hr-arrest_DMSO	rep1	B	E	B	A	MS756	AID-Bcy1	1hr G1 arrest	PhIAA	AID-Bcy1_PhIAA	PKA hyper.	0.87356717	DNA_content_analysis_AC250708_MS756_PhIAA_1hr_exp250624.fcs	1.272306893	67.00578	2.891114031906334	3.678384311243451	0.05489652252751107
2025-07-29-MS250701L13_exp250624_MS756_SCD_1hr-arrest_Torin+PhIAA_polyA-RNA	395905.8718609988	565535.098148408	1.428458475470567	MS756_SCD_1hr-arrest_Torin+PhIAA	exp250624	FALSE	TRUE	FALSE	MS69_SCD_1hr-arrest_DMSO	MS756_SCD_1hr-arrest_Torin+PhIAA	MS69_SCD_1hr-arrest_DMSO	rep1	B	E	B	A	MS756	AID-Bcy1	1hr G1 arrest	Torin+PhIAA	AID-Bcy1_Torin+PhIAA	TORC1 inhib. + PKA hyper.	0.836462819	DNA_content_analysis_AC250708_MS756_Torin+PhIAA_1hr_exp250624.fcs	1.48043394	64.85363	1.7077369645411185	2.5281917628992483	0.03898304170328243
2025-07-29-MS250701L14_exp250624_MS756_SCD_4hr45m-arrest_Torin_polyA-RNA	504968.8900782405	452772.9398504184	0.8966353150592411	MS756_SCD_Large-G1arrest_Torin	exp250624	FALSE	FALSE	FALSE	MS69_SCD_1hr-arrest_DMSO	MS756_SCD_1hr-arrest_Torin	MS69_SCD_1hr-arrest_DMSO	rep1	B	E	B	A	MS756	AID-Bcy1	Large G1 arrest	Torin	AID-Bcy1_Torin	AID-Bcy1_Torin	0.320817244	DNA_content_analysis_AC250708_MS756_Torin_4hr45min_exp250624.fcs	1.000470523	269.76155	2.794847633125485	2.7961626732183658	0.010365312155191745
2025-07-29-MS250701L15_exp250624_MS756_SCD_4hr45m-arrest_PhIAA_polyA-RNA	332250.937686212	636619.4691899623	1.916080278428605	MS756_SCD_Large-G1arrest_PhIAA	exp250624	FALSE	FALSE	FALSE	MS69_SCD_1hr-arrest_DMSO	MS756_SCD_1hr-arrest_PhIAA	MS69_SCD_1hr-arrest_DMSO	rep1	B	E	B	A	MS756	AID-Bcy1	Large G1 arrest	PhIAA	AID-Bcy1_PhIAA	PKA hyper.	0.356388216	DNA_content_analysis_AC250708_MS756_PhIAA_4hr45min_exp250624.fcs	1.00034569	258.81605	5.37638505541554	5.378243617965347	0.02078017811478595
2025-07-29-MS250701L16_exp250624_MS756_SCD_4hr45m-arrest_Torin+PhIAA_polyA-RNA	446335.69440025615	518088.02806060837	1.1607586723637826	MS756_SCD_Large-G1arrest_Torin+PhIAA	exp250624	FALSE	FALSE	FALSE	MS69_SCD_1hr-arrest_DMSO	MS756_SCD_1hr-arrest_Torin+PhIAA	MS69_SCD_1hr-arrest_DMSO	rep1	B	E	B	A	MS756	AID-Bcy1	Large G1 arrest	Torin+PhIAA	AID-Bcy1_Torin+PhIAA	TORC1 inhib. + PKA hyper.	0.297277878	DNA_content_analysis_AC250708_MS756_Torin+PhIAA_4hr45min_exp250624.fcs	1.001162866	278.21851	3.9046251277526363	3.9091656835564454	0.01405070310942448
2026-01-03-AC251128L01_exp251111_MS756c2_SCD_1hr-arrest_polyA-RNA	392108.5246661788	581865.312895883	1.4839394613806305	MS756_SCD_1hr-arrest	exp251111	FALSE	TRUE	FALSE	MS69_SCD_1hr-arrest_DMSO	MS756_SCD_1hr-arrest	MS69_SCD_1hr-arrest_DMSO	rep1	B	E	B	A	MS756c2	AID-Bcy1	1hr G1 arrest	no treatment	AID-Bcy1__no-treatment	AID-Bcy1__no-treatment	0.512613174	DNA_content_analysis_AC260123_MS756c2_no-treatment_1hr_exp251111_G1-arrest.fcs	1.33957	66.49	2.8948523694801307	3.8778573885844985	0.05832241522912466
2026-01-03-AC251128L02_exp251111_MS756c2_SCD_1hr-arrest_PhIAA_polyA-RNA	387945.395965751	587950.516870309	1.5155496700938167	MS756_SCD_1hr-arrest_PhIAA	exp251111	FALSE	TRUE	FALSE	MS69_SCD_1hr-arrest_DMSO	MS756_SCD_1hr-arrest_PhIAA	MS69_SCD_1hr-arrest_DMSO	rep2	B	E	B	A	MS756c2	AID-Bcy1	1hr G1 arrest	PhIAA	AID-Bcy1_PhIAA	PKA hyper.	0.501318743	DNA_content_analysis_AC260123_MS756c2_PhIAA_1hr_exp251111_G1-arrest.fcs	1.29282	69.52	3.0231258879818435	3.908357610500687	0.05621918311997536
2026-01-03-AC251128L03_exp251111_MS756c2_SCD_1hr-arrest_Torin+PhIAA_polyA-RNA	530458.9395150668	437795.71744481876	0.8253149958129491	MS756_SCD_1hr-arrest_Torin+PhIAA	exp251111	FALSE	TRUE	FALSE	MS69_SCD_1hr-arrest_DMSO	MS756_SCD_1hr-arrest_Torin+PhIAA	MS69_SCD_1hr-arrest_DMSO	rep2	B	E	B	A	MS756c2	AID-Bcy1	1hr G1 arrest	Torin+PhIAA	AID-Bcy1_Torin+PhIAA	TORC1 inhib. + PKA hyper.	0.479100416	DNA_content_analysis_AC260123_MS756c2_PhIAA+Torin_1hr_exp251111_G1-arrest.fcs	1.42225	66.88	1.7226346883676034	2.450017185530824	0.03663303208030538
2026-01-03-AC251128L04_exp251111_MS756c2_SCD_4hr50min-arrest_polyA-RNA	481299.7231067803	485753.1264830401	1.0092528691841192	MS756_SCD_Large-G1arrest	exp251111	FALSE	FALSE	FALSE	MS69_SCD_1hr-arrest_DMSO	MS756_SCD_1hr-arrest	MS69_SCD_1hr-arrest_DMSO	rep1	B	E	B	A	MS756c2	AID-Bcy1	Large G1 arrest	no treatment	AID-Bcy1__no-treatment	AID-Bcy1__no-treatment	0.156125548	DNA_content_analysis_AC260123_MS756c2_no-treatment_4hr50min_exp251111_G1-arrest.fcs	1.00081	262.46	6.46436718469753	6.469603322117135	0.024649864063541627
2026-01-03-AC251128L05_exp251111_MS756c2_SCD_4hr50min-arrest_PhIAA_polyA-RNA	480061.9090067786	492492.1146355262	1.025892922132616	MS756_SCD_Large-G1arrest_PhIAA	exp251111	FALSE	FALSE	FALSE	MS69_SCD_1hr-arrest_DMSO	MS756_SCD_1hr-arrest_PhIAA	MS69_SCD_1hr-arrest_DMSO	rep2	B	E	B	A	MS756c2	AID-Bcy1	Large G1 arrest	PhIAA	AID-Bcy1_PhIAA	PKA hyper.	0.154636216	DNA_content_analysis_AC260123_MS756c2_PhIAA_4hr50min_exp251111_G1-arrest.fcs	1.00095	267.91	6.634234519374272	6.6405370421676775	0.024786447098531884
2026-01-03-AC251128L06_exp251111_MS756c2_SCD_4hr50min-arrest_Torin+PhIAA_polyA-RNA	603310.3868717091	363734.947604085	0.6028985336886491	MS756_SCD_Large-G1arrest_Torin+PhIAA	exp251111	FALSE	FALSE	FALSE	MS69_SCD_1hr-arrest_DMSO	MS756_SCD_1hr-arrest_Torin+PhIAA	MS69_SCD_1hr-arrest_DMSO	rep2	B	E	B	A	MS756c2	AID-Bcy1	Large G1 arrest	Torin+PhIAA	AID-Bcy1_Torin+PhIAA	TORC1 inhib. + PKA hyper.	0.149360969	DNA_content_analysis_AC260123_MS756c2_PhIAA+Torin_4hr50min_exp251111_G1-arrest.fcs	1.00163	294.49	4.03651996719872	4.043099494745254	0.013729157169157711
2026-01-03-AC251202L01_exp251106_MS1007_SCD_1hr-arrest_ATC_polyA-RNA	199831.742896137	754355.7120937855	3.774954374920623	MS1007_SCD_1hr-arrest_ATC	exp251106	FALSE	TRUE	FALSE	MS951_SCD_1hr-arrest_ATC	MS1007_SCD_1hr-arrest_ATC	MS69_SCD_1hr-arrest_DMSO	rep1	C	I	B	A	MS1007	Sch9(2d3E)	1hr G1 arrest	ATC	Sch9(2d3E)_ATC	Sch9(2d3E)_ATC	NA	NA	NA	70.98	NA	NA	NA
2026-01-03-AC251202L02_exp251106_MS1007_SCD_5hr-arrest_ATC_polyA-RNA	256958.611728432	690809.4591718069	2.6884075008230988	MS1007_SCD_5hr-arrest_ATC	exp251106	FALSE	FALSE	FALSE	MS951_SCD_1hr-arrest_ATC	MS1007_SCD_1hr-arrest_ATC	MS69_SCD_1hr-arrest_DMSO	rep1	C	I	B	A	MS1007	Sch9(2d3E)	5hr G1 arrest	ATC	Sch9(2d3E)_ATC	Sch9(2d3E)_ATC	NA	NA	NA	293.86	NA	NA	NA
2026-01-03-AC251202L03_exp251106_MS1007_SCD_5hr-arrest_ATCLong_polyA-RNA	242328.55025478723	706360.968056769	2.914889588181386	MS1007_SCD_5hr-arrest_ATCLong	exp251106	FALSE	FALSE	FALSE	MS951_SCD_1hr-arrest_ATC	MS1007_SCD_1hr-arrest_ATC	MS69_SCD_1hr-arrest_DMSO	rep1	C	I	B	A	MS1007	Sch9(2d3E)	5hr G1 arrest	ATC	Sch9(2d3E)_ATC	Sch9(2d3E)_ATC	NA	NA	NA	287.31	NA	NA	NA
2026-01-03-AC251202L04_exp251106_MS1116_SCD_1hr-arrest_ATC_polyA-RNA	233720.09423164075	730248.7978665575	3.12445876879891	MS1116_SCD_1hr-arrest_ATC	exp251106	FALSE	TRUE	FALSE	MS951_SCD_1hr-arrest_ATC	MS1116_SCD_1hr-arrest_ATC	MS69_SCD_1hr-arrest_DMSO	rep1	C	I	B	A	MS1116	Gtr2(s23L)-Gtr1(q65L)	1hr G1 arrest	ATC	Gtr2(s23L)-Gtr1(q65L)_ATC	Gtr2(s23L)-Gtr1(q65L)_ATC	NA	NA	NA	65.94	NA	NA	NA
2026-01-03-AC251202L05_exp251106_MS1116_SCD_5hr-arrest_ATC_polyA-RNA	274819.8668034569	683998.7098733207	2.4888983384978367	MS1116_SCD_5hr-arrest_ATC	exp251106	FALSE	FALSE	FALSE	MS951_SCD_1hr-arrest_ATC	MS1116_SCD_1hr-arrest_ATC	MS69_SCD_1hr-arrest_DMSO	rep1	C	I	B	A	MS1116	Gtr2(s23L)-Gtr1(q65L)	5hr G1 arrest	ATC	Gtr2(s23L)-Gtr1(q65L)_ATC	Gtr2(s23L)-Gtr1(q65L)_ATC	NA	NA	NA	221.56	NA	NA	NA
2026-01-03-AC251202L06_exp251106_MS1116_SCD_5hr-arrest_ATCLong_polyA-RNA	283121.3860143378	669341.0548465558	2.3641486934959377	MS1116_SCD_5hr-arrest_ATCLong	exp251106	FALSE	FALSE	FALSE	MS951_SCD_1hr-arrest_ATC	MS1116_SCD_1hr-arrest_ATC	MS69_SCD_1hr-arrest_DMSO	rep1	C	I	B	A	MS1116	Gtr2(s23L)-Gtr1(q65L)	5hr G1 arrest	ATC	Gtr2(s23L)-Gtr1(q65L)_ATC	Gtr2(s23L)-Gtr1(q65L)_ATC	NA	NA	NA	209.13	NA	NA	NA
2026-01-03-AC251202L07_exp251106_MS951_SCD_1hr-arrest_ATC_polyA-RNA	197073.36464036704	759741.0150169529	3.8551176938769998	MS951_SCD_1hr-arrest_ATC	exp251106	TRUE	TRUE	FALSE	MS951_SCD_1hr-arrest_ATC	MS951_SCD_1hr-arrest_ATC	MS69_SCD_1hr-arrest_DMSO	rep1	C	I	B	A	MS951	WT	1hr G1 arrest	ATC	WT_ATC	WT_ATC	1.254105265	DNA_content_analysis_AC260304_MS951_N1_exp2602220_G1-arrest.fcs	1.3316	66.9	3.073998492364993	4.0933363924332244	0.061185895253112466
2026-01-03-AC251202L08_exp251106_MS951_SCD_5hr-arrest_ATC_polyA-RNA	227819.13557536987	664906.177656832	2.9185703649413584	MS951_SCD_5hr-arrest_ATC	exp251106	FALSE	FALSE	FALSE	MS951_SCD_1hr-arrest_ATC	MS951_SCD_1hr-arrest_ATC	MS69_SCD_1hr-arrest_DMSO	rep1	C	I	B	A	MS951	WT	5hr G1 arrest	ATC	WT_ATC	WT_ATC	0.516990942	DNA_content_analysis_AC260304_MS951_N2_exp2602220_G1-arrest.fcs	1.0046	272.89	5.64530270811081	5.671271100568119	0.020782260619913222
2026-01-03-AC251202L09_exp251106_MS951_SCD_5hr-arrest_ATCLong_polyA-RNA	234574.58076252544	718502.7760555019	3.063003560402341	MS951_SCD_5hr-arrest_ATCLong	exp251106	FALSE	FALSE	FALSE	MS951_SCD_1hr-arrest_ATC	MS951_SCD_1hr-arrest_ATC	MS69_SCD_1hr-arrest_DMSO	rep1	C	I	B	A	MS951	WT	5hr G1 arrest	ATC	WT_ATC	WT_ATC	NA	NA	NA	285.74	NA	NA	NA
2026-01-03-AC251203L01_exp251017_MS69_SCD_1hr-arrest_OD-0.1_polyA-RNA	298889.8989631747	642844.6873453796	2.150774213432293	MS69_SCD_1hr-arrest	exp251017	TRUE	TRUE	FALSE	MS69_SCD_1hr-arrest	MS69_SCD_1hr-arrest	MS69_SCD_1hr-arrest_DMSO	rep1	A	A	A	A	MS69	WT	1hr G1 arrest	OD 0.1	WT_OD 0.1	WT_untreated	0.806773648	DNA_content_analysis_AC260123_MS69_A1_exp251017_G1-arrest.fcs	1.39602	72.61	2.6658954698930537	3.721643393880101	0.051255245749622654
2026-01-03-AC251203L02_exp251017_MS69_SCD_1hr-arrest_OD-0.3_polyA-RNA	162447.11194829957	793826.1953001589	4.886674720033201	MS69_SCD_1hr-arrest	exp251017	TRUE	FALSE	FALSE	MS69_SCD_1hr-arrest	MS69_SCD_1hr-arrest	MS69_SCD_1hr-arrest_DMSO	rep2	A	A	A	A	MS69	WT	1hr G1 arrest	OD 0.3	WT_OD 0.3	WT_untreated	2.070269776	DNA_content_analysis_AC260123_MS69_B1_exp251017_G1-arrest.fcs	1.45245	70.88	2.3604048016750845	3.4283699541929766	0.04836865059527338
2026-01-03-AC251203L03_exp251017_MS69_SCD_2hr-arrest_OD-0.1_polyA-RNA	288889.1169747357	659518.1944690788	2.2829457937896493	MS69_SCD_2hr-arrest	exp251017	FALSE	TRUE	FALSE	MS69_SCD_1hr-arrest	MS69_SCD_1hr-arrest	MS69_SCD_1hr-arrest_DMSO	rep1	A	A	A	A	MS69	WT	2hr G1 arrest	OD 0.1	WT_OD 0.1	WT_untreated	0.605780582	DNA_content_analysis_AC260123_MS69_A2_exp251017_G1-arrest.fcs	1.07391	84.64	3.768601803399584	4.047139162688847	0.047815916383374846
2026-01-03-AC251203L04_exp251017_MS69_SCD_2hr-arrest_OD-0.3_polyA-RNA	140346.38850784625	817784.0057476293	5.8268973960944495	MS69_SCD_2hr-arrest	exp251017	FALSE	FALSE	FALSE	MS69_SCD_1hr-arrest	MS69_SCD_1hr-arrest	MS69_SCD_1hr-arrest_DMSO	rep2	A	A	A	A	MS69	WT	2hr G1 arrest	OD 0.3	WT_OD 0.3	WT_untreated	1.631449331	DNA_content_analysis_AC260123_MS69_B2_exp251017_G1-arrest.fcs	1.07049	84.48	3.571607947224963	3.8233705914248506	0.04525770112955552
2026-01-03-AC251203L05_exp251017_MS69_SCD_3hr-arrest_OD-0.1_polyA-RNA	266638.34450550284	693378.5768231021	2.600445851511024	MS69_SCD_3hr-arrest	exp251017	FALSE	TRUE	FALSE	MS69_SCD_1hr-arrest	MS69_SCD_1hr-arrest	MS69_SCD_1hr-arrest_DMSO	rep1	A	A	A	A	MS69	WT	3hr G1 arrest	OD 0.1	WT_OD 0.1	WT_untreated	0.60661872	DNA_content_analysis_AC260123_MS69_A3_exp251017_G1-arrest.fcs	1.00702	133.51	4.28678800336235	4.316881255145954	0.03233376717209163
2026-01-03-AC251203L06_exp251017_MS69_SCD_3hr-arrest_OD-0.3_polyA-RNA	146834.30737195187	815833.1221620336	5.556147856477533	MS69_SCD_3hr-arrest	exp251017	FALSE	FALSE	FALSE	MS69_SCD_1hr-arrest	MS69_SCD_1hr-arrest	MS69_SCD_1hr-arrest_DMSO	rep2	A	A	A	A	MS69	WT	3hr G1 arrest	OD 0.3	WT_OD 0.3	WT_untreated	1.102620522	DNA_content_analysis_AC260123_MS69_B3_exp251017_G1-arrest.fcs	1.0028	130.03	5.039039039831631	5.053148349143159	0.03886140390020117
2026-01-03-AC251203L07_exp251017_MS69_SCD_4hr-arrest_OD-0.1_polyA-RNA	378566.51939707674	586033.7090168584	1.5480336453160302	MS69_SCD_4hr-arrest	exp251017	FALSE	TRUE	FALSE	MS69_SCD_1hr-arrest	MS69_SCD_1hr-arrest	MS69_SCD_1hr-arrest_DMSO	rep1	A	A	A	A	MS69	WT	4hr G1 arrest	OD 0.1	WT_OD 0.1	WT_untreated	0.344394472	DNA_content_analysis_AC260123_MS69_A4_exp251017_G1-arrest.fcs	1.00083	198.5	4.494943360519533	4.498674163508764	0.022663345911882942
2026-01-03-AC251203L08_exp251017_MS69_SCD_4hr-arrest_OD-0.3_polyA-RNA	201203.92502794648	752939.5604382881	3.7421713335547886	MS69_SCD_4hr-arrest	exp251017	FALSE	FALSE	FALSE	MS69_SCD_1hr-arrest	MS69_SCD_1hr-arrest	MS69_SCD_1hr-arrest_DMSO	rep2	A	A	A	A	MS69	WT	4hr G1 arrest	OD 0.3	WT_OD 0.3	WT_untreated	0.742882588	DNA_content_analysis_AC260123_MS69_B4_exp251017_G1-arrest.fcs	1.00074	195.48	5.0373657883536085	5.04109343903699	0.02578828237690296
2026-01-03-AC251203L09_exp251017_MS69_SCD_5hr-arrest_OD-0.1_polyA-RNA	356847.1960010847	601922.766103205	1.6867801480535534	MS69_SCD_5hr-arrest	exp251017	FALSE	TRUE	FALSE	MS69_SCD_1hr-arrest	MS69_SCD_1hr-arrest	MS69_SCD_1hr-arrest_DMSO	rep1	A	A	A	A	MS69	WT	5hr G1 arrest	OD 0.1	WT_OD 0.1	WT_untreated	0.298155108	DNA_content_analysis_AC260123_MS69_A5_exp251017_G1-arrest.fcs	1.00021	288.42	5.657391414047327	5.6585794662442765	0.019619233986007477
2026-01-03-AC251203L10_exp251017_MS69_SCD_5hr-arrest_OD-0.3_polyA-RNA	233522.93361813205	721173.8554733823	3.088235679039047	MS69_SCD_5hr-arrest	exp251017	FALSE	FALSE	FALSE	MS69_SCD_1hr-arrest	MS69_SCD_1hr-arrest	MS69_SCD_1hr-arrest_DMSO	rep2	A	A	A	A	MS69	WT	5hr G1 arrest	OD 0.3	WT_OD 0.3	WT_untreated	0.66208257	DNA_content_analysis_AC260123_MS69_B5_exp251017_G1-arrest.fcs	1.00032	276.46	4.664426793532787	4.665919410106718	0.016877376148834257
2026-01-03-AC251203L11_exp251017_MS69_SCD_6hr-arrest_OD-0.1_polyA-RNA	431653.9767719957	521497.119945606	1.2081369523002596	MS69_SCD_6hr-arrest	exp251017	FALSE	TRUE	FALSE	MS69_SCD_1hr-arrest	MS69_SCD_1hr-arrest	MS69_SCD_1hr-arrest_DMSO	rep1	A	A	A	A	MS69	WT	6hr G1 arrest	OD 0.1	WT_OD 0.1	WT_untreated	0.199253246	DNA_content_analysis_AC260123_MS69_A6_exp251017_G1-arrest.fcs	1.00029	349.1	6.063323818073506	6.065082181980747	0.017373480899400592
2026-01-03-AC251203L12_exp251017_MS69_SCD_6hr-arrest_OD-0.3_polyA-RNA	268159.6619693989	682677.5170464362	2.5457875059685153	MS69_SCD_6hr-arrest	exp251017	FALSE	FALSE	FALSE	MS69_SCD_1hr-arrest	MS69_SCD_1hr-arrest	MS69_SCD_1hr-arrest_DMSO	rep2	A	A	A	A	MS69	WT	6hr G1 arrest	OD 0.3	WT_OD 0.3	WT_untreated	0.472048479	DNA_content_analysis_AC260123_MS69_B6_exp251017_G1-arrest.fcs	1.00034	343.24	5.393063677191756	5.394897318842001	0.015717565898036363
2026-01-03-AC251203L13_exp251017_MS69_SCD_6hr10min-arrest_OD-0.1_Torin-washout_polyA-RNA	592113.8063906737	379924.11997648893	0.6416403668956452	MS69_SCD_6hr10min-arrest_OD-0.1_Torin-washout	exp251017	FALSE	TRUE	FALSE	MS69_SCD_1hr-arrest	MS69_SCD_1hr-arrest	MS69_SCD_1hr-arrest_DMSO	rep1	A	A	A	A	MS69	WT	6hr10min G1 arrest	Torin_OD 0.1	WT_Torin_OD 0.1	WT_Torin_OD 0.1	NA	NA	NA	89.34	NA	NA	NA
2026-01-03-AC251203L14_exp251017_MS69_SCD_6hr10min-arrest_OD-0.3_Torin-washout_polyA-RNA	413176.95029322885	548072.3637927859	1.3264833950776362	MS69_SCD_6hr10min-arrest_OD-0.3_Torin-washout	exp251017	FALSE	FALSE	FALSE	MS69_SCD_1hr-arrest	MS69_SCD_1hr-arrest	MS69_SCD_1hr-arrest_DMSO	rep2	A	A	A	A	MS69	WT	6hr10min G1 arrest	Torin_OD 0.3	WT_Torin_OD 0.3	WT_Torin_OD 0.3	NA	NA	NA	97.01	NA	NA	NA
2026-03-17-MS260226L01_exp260220_MS951_SCD_1hr-arrest_1NMPP1_polyA-RNA	321973.2615866545	637304.978170561	1.979372370953976	MS951_SCD_1hr-arrest_1NMPP1	exp260220	FALSE	TRUE	FALSE	MS951_SCD_1hr-arrest_ATC	MS951_SCD_1hr-arrest_1NMPP1	MS69_SCD_1hr-arrest_DMSO	rep1	C	J	B	A	MS951	WT	1hr G1 arrest	1NMPP1	WT_1NMPP1	WT_1NMPP1	1.254105265	DNA_content_analysis_AC260304_MS951_N1_exp2602220_G1-arrest.fcs	1.3316	53.2	1.5783143777440214	2.1016834254039387	0.03950532754518682
