gene_id	log2FC_pop2ccr4_hl	log2FC_dcp2_hl
YBL015W	0.1890699305734492	0.3739045222413594
YBL016W	0.4251936100609988	0.23062918054293297
YBL017C	0.25486138722175367	0.35574266571328067
YBL018C	0.4060615136202659	0.1494023092326354
YBL019W	-0.34982984904098313	0.44122328236081915
YBL020W	0.2243454207453249	0.6041656759278098
YBL021C	0.21760653937229577	-0.13512338578858518
YBL022C	0.502985176008653	0.0702557900897971
YBL023C	0.8191252672669276	0.0268140755423466
YBL024W	0.30871714615233015	0.6429318148967191
YBL025W	0.4796711766636137	0.4598305575462238
YBL026W	0.6681745165689612	0.08837833763608365
YBL027W	0.6062382658016428	-0.1070497331275243
YBL028C	0.26037185649104805	0.46902670053214995
YBL029C-A	0.5024043936633464	0.3309004953228205
YBL029W	1.459487328602244	0.29346039538142693
YBL030C	0.38329783112349897	0.464213482971412
YBL031W	-0.18264593167202017	-0.021003548425600923
YBL032W	0.2743905665216131	0.48166844823160154
YBL033C	0.2939844927388372	-0.026403103484430118
YBL034C	0.6734124865601427	-0.4829299039193013
YBL035C	0.4643457173908067	0.33666661584803953
YBL036C	0.31531006889741425	0.09600159281301257
YBL037W	0.3453406043849515	0.3134897464807557
YBL038W	0.13135600870050373	-0.09542516374497206
YBL039C	0.5320152876265797	0.06046954174309812
YBL039W-B	0.47967327878946353	0.30033755600975764
YBL040C	0.2869125564651308	0.48626916195368125
YBL041W	0.14992485888444457	0.17547986483412523
YBL042C	0.3221711477026357	0.4958497196119572
YBL045C	0.1814551805754255	0.5619750253376412
YBL046W	0.2225932124874154	0.46955826180927096
YBL047C	0.629138267404727	-0.017830662157461766
YBL048W	1.1355525489535616	-0.3192211436920594
YBL049W	0.755613760549949	-0.4559280568547477
YBL050W	0.48405656913606937	0.2730321892196626
YBL051C	0.15038553831524218	0.660854327502303
YBL052C	0.12587095165963655	0.1746099127798225
YBL054W	0.44643450940672647	0.5317737952389823
YBL055C	0.19848662305122425	0.0958799343772535
YBL056W	0.3292837945796396	0.5504636578961415
YBL057C	0.3989878275821151	0.16597752294814563
YBL058W	0.24684694255910405	0.13448433373826962
YBL059C-A	0.47534312389502775	0.21768552080969453
YBL059W	0.05780924668141921	0.23535397950424242
YBL060W	1.2692267780289155	0.4132575572476653
YBL061C	0.5514095432798978	0.11277893019620384
YBL063W	0.051141541442533196	-0.5777455478106202
YBL064C	0.3212650516646649	-0.28929051560851304
YBL066C	0.9357881200552545	0.29527367609761174
YBL067C	0.39026520598194653	0.25607854804977365
YBL068W	0.2697573366682107	0.17951274836251419
YBL071W-A	0.16117276013380896	0.19723097344776802
YBL072C	0.6159289103531349	-0.23435716984902752
YBL074C	1.875762691280984	-1.4159651773316466
YBL075C	0.3993044610085111	0.034320890176865994
YBL076C	0.7126400316773419	0.11163457438316601
YBL078C	0.33421653229424	0.18123208000217034
YBL079W	0.7450717095918978	0.004841995161887727
YBL080C	-0.31894807420667665	-0.425301505821013
YBL081W	-0.033308438767603185	0.29743613056044776
YBL082C	0.2902483363043022	0.30204221387926544
YBL084C	0.22953616926878057	-0.024318496433492456
YBL085W	0.509459463932914	0.024654758761654873
YBL086C	0.5968610102480073	0.43966525945060536
YBL087C	0.5977894000144481	-0.10784385477262619
YBL088C	0.1942029832907818	0.14373796976178724
YBL089W	0.32845976018759276	0.3847928542494264
YBL090W	0.3921629613739134	0.4853832537833251
YBL091C	0.3381845178020831	0.0302770148030895
YBL091C-A	-0.15313638027615212	0.23573006407509103
YBL092W	0.7961598920616456	-0.16669496646637527
YBL093C	0.04875653028927988	0.2403312527901345
YBL095W	0.259949304889091	0.2758374794863286
YBL099W	0.4150957808195331	0.2885767280633737
YBL100W-C	-1.91266063659786	NA
YBL101C	0.005350527407702241	-0.024195395188602892
YBL102W	0.22298348183083866	0.16239838371564444
YBL103C	-0.02268656563452482	-0.14095364614074862
YBL104C	0.012679109949712665	0.12059769641660589
YBL105C	-0.10603793052466652	0.2736797056689727
YBL106C	0.4005386835854521	0.4486875976295857
YBL107C	0.39485858750387237	0.33826655621939167
YBL113C	0.2843378903500976	0.20655609286278195
YBR001C	0.5819128521123483	0.20706059438765737
YBR002C	-0.08118616825164324	0.2515759225023057
YBR003W	0.6415924874470347	-0.10483265310193125
YBR004C	0.21394541849269944	0.33263006498851105
YBR005W	0.6018286811652911	0.18624310623046114
YBR006W	0.4235418797487549	-0.618161893396967
YBR007C	0.9500957508437907	-1.0437184503696268
YBR008C	-0.006302642164487607	-0.09581762944769973
YBR009C	0.6056322458093504	0.4874035138832694
YBR010W	0.690606468852943	0.42327176667792143
YBR011C	0.5324072436298044	0.05220989092366078
YBR013C	-1.6739115660149202	-0.9875813300993735
YBR014C	0.3230548094464809	0.28446805214328846
YBR015C	0.3765929310597539	0.2777591246122778
YBR016W	0.21910367238040748	0.34765313184492475
YBR017C	0.20343017396545718	0.6825437655061244
