species	gene_id	verified_ORF
S_pombe	SPAC6F12.10c	TRUE
S_pombe	SPAC6F12.11c	TRUE
S_pombe	SPAC6F12.12	TRUE
S_pombe	SPAC6F12.13c	TRUE
S_pombe	SPAC6F12.14	TRUE
S_pombe	SPAC6F12.15c	TRUE
S_pombe	SPAC6F12.16c	TRUE
S_pombe	SPAC6F12.17	TRUE
S_pombe	SPAC6F6.01	TRUE
S_pombe	SPAC6F6.02c	TRUE
S_pombe	SPAC6F6.03c	TRUE
S_pombe	SPAC6F6.04c	TRUE
S_pombe	SPAC6F6.05	TRUE
S_pombe	SPAC6F6.06c	TRUE
S_pombe	SPAC6F6.07c	TRUE
S_pombe	SPAC6F6.08c	TRUE
S_pombe	SPAC6F6.09	TRUE
S_pombe	SPAC6F6.10c	TRUE
S_pombe	SPAC6F6.11c	TRUE
S_pombe	SPAC6F6.12	TRUE
S_pombe	SPAC6F6.13c	TRUE
S_pombe	SPAC6F6.15	TRUE
S_pombe	SPAC6F6.16c	TRUE
S_pombe	SPAC6F6.17	TRUE
S_pombe	SPAC6F6.19	TRUE
S_pombe	SPAC6G10.02c	TRUE
S_pombe	SPAC6G10.03c	TRUE
S_pombe	SPAC6G10.04c	TRUE
S_pombe	SPAC6G10.05c	TRUE
S_pombe	SPAC6G10.06	TRUE
S_pombe	SPAC6G10.07	TRUE
S_pombe	SPAC6G10.08	TRUE
S_pombe	SPAC6G10.09	TRUE
S_pombe	SPAC6G10.10c	TRUE
S_pombe	SPAC6G10.11c	TRUE
S_pombe	SPAC6G10.12c	TRUE
S_pombe	SPAC6G9.01c	TRUE
S_pombe	SPAC6G9.02c	TRUE
S_pombe	SPAC6G9.03c	TRUE
S_pombe	SPAC6G9.04	TRUE
S_pombe	SPAC6G9.05	TRUE
S_pombe	SPAC6G9.06c	TRUE
S_pombe	SPAC6G9.07c	TRUE
S_pombe	SPAC6G9.08	TRUE
S_pombe	SPAC6G9.09c	TRUE
S_pombe	SPAC6G9.10c	TRUE
S_pombe	SPAC6G9.11	TRUE
S_pombe	SPAC6G9.12	TRUE
S_pombe	SPAC6G9.13c	TRUE
S_pombe	SPAC6G9.14	TRUE
S_pombe	SPAC6G9.15c	TRUE
S_pombe	SPAC6G9.16c	TRUE
S_pombe	SPAC732.01	TRUE
S_pombe	SPAC732.02c	TRUE
S_pombe	SPAC750.01	TRUE
S_pombe	SPAC750.02c	TRUE
S_pombe	SPAC750.03c	TRUE
S_pombe	SPAC750.04c	TRUE
S_pombe	SPAC750.05c	TRUE
S_pombe	SPAC750.06c	TRUE
S_pombe	SPAC750.07c	TRUE
S_pombe	SPAC750.08c	TRUE
S_pombe	SPAC767.01c	TRUE
S_pombe	SPAC7D4.02c	TRUE
S_pombe	SPAC7D4.03c	TRUE
S_pombe	SPAC7D4.04	TRUE
S_pombe	SPAC7D4.05	TRUE
S_pombe	SPAC7D4.06c	TRUE
S_pombe	SPAC7D4.07c	TRUE
S_pombe	SPAC7D4.08	TRUE
S_pombe	SPAC7D4.09c	TRUE
S_pombe	SPAC7D4.10	TRUE
S_pombe	SPAC7D4.11c	TRUE
S_pombe	SPAC7D4.12c	TRUE
S_pombe	SPAC7D4.13c	TRUE
S_pombe	SPAC7D4.14c	TRUE
S_pombe	SPAC7D4.15c	TRUE
S_pombe	SPAC806.02c	TRUE
S_pombe	SPAC806.03c	TRUE
S_pombe	SPAC806.04c	TRUE
S_pombe	SPAC806.05	TRUE
S_pombe	SPAC806.06c	TRUE
S_pombe	SPAC806.07	TRUE
S_pombe	SPAC806.08c	TRUE
S_pombe	SPAC806.11	TRUE
S_pombe	SPAC821.03c	TRUE
S_pombe	SPAC821.04c	TRUE
S_pombe	SPAC821.05	TRUE
S_pombe	SPAC821.06	TRUE
S_pombe	SPAC821.07c	TRUE
S_pombe	SPAC821.08c	TRUE
S_pombe	SPAC821.09	TRUE
S_pombe	SPAC821.10c	TRUE
S_pombe	SPAC821.11	TRUE
S_pombe	SPAC821.12	TRUE
S_pombe	SPAC821.13c	TRUE
S_pombe	SPAC823.03	TRUE
S_pombe	SPAC823.04	TRUE
S_pombe	SPAC823.05c	TRUE
S_pombe	SPAC823.06	TRUE
S_pombe	SPAC823.07	TRUE
S_pombe	SPAC823.08c	TRUE
S_pombe	SPAC823.09c	TRUE
S_pombe	SPAC823.10c	TRUE
S_pombe	SPAC823.11	TRUE
S_pombe	SPAC823.12	TRUE
S_pombe	SPAC823.13c	TRUE
S_pombe	SPAC823.14	TRUE
S_pombe	SPAC823.15	TRUE
S_pombe	SPAC823.16c	TRUE
S_pombe	SPAC823.17	TRUE
S_pombe	SPAC824.02	TRUE
S_pombe	SPAC824.03c	TRUE
S_pombe	SPAC824.04	TRUE
S_pombe	SPAC824.05	TRUE
S_pombe	SPAC824.06	TRUE
S_pombe	SPAC824.07	TRUE
S_pombe	SPAC824.08	TRUE
S_pombe	SPAC824.09c	TRUE
S_pombe	SPAC869.01	TRUE
S_pombe	SPAC869.02c	TRUE
S_pombe	SPAC869.03c	TRUE
S_pombe	SPAC869.04	TRUE
S_pombe	SPAC869.05c	TRUE
S_pombe	SPAC869.06c	TRUE
S_pombe	SPAC869.07c	TRUE
S_pombe	SPAC869.08	TRUE
S_pombe	SPAC869.09	TRUE
S_pombe	SPAC869.10c	TRUE
S_pombe	SPAC869.11	TRUE
S_pombe	SPAC890.02c	TRUE
S_pombe	SPAC890.03	TRUE
S_pombe	SPAC890.04c	TRUE
S_pombe	SPAC890.05	TRUE
S_pombe	SPAC890.06	TRUE
S_pombe	SPAC890.07c	TRUE
S_pombe	SPAC890.08	TRUE
S_pombe	SPAC8C9.03	TRUE
S_pombe	SPAC8C9.04	TRUE
S_pombe	SPAC8C9.05	TRUE
S_pombe	SPAC8C9.06c	TRUE
S_pombe	SPAC8C9.07	TRUE
S_pombe	SPAC8C9.08	TRUE
S_pombe	SPAC8C9.09c	TRUE
S_pombe	SPAC8C9.10c	TRUE
S_pombe	SPAC8C9.11	TRUE
S_pombe	SPAC8C9.12c	TRUE
S_pombe	SPAC8C9.14	TRUE
S_pombe	SPAC8C9.15c	TRUE
S_pombe	SPAC8C9.16c	TRUE
S_pombe	SPAC8C9.17c	TRUE
S_pombe	SPAC8C9.19	TRUE
S_pombe	SPAC8E11.01c	TRUE
S_pombe	SPAC8E11.02c	TRUE
S_pombe	SPAC8E11.03c	TRUE
S_pombe	SPAC8E11.04c	TRUE
S_pombe	SPAC8E11.05c	TRUE
S_pombe	SPAC8E11.06	TRUE
S_pombe	SPAC8E11.07c	TRUE
S_pombe	SPAC8E11.08c	TRUE
S_pombe	SPAC8E11.10	TRUE
S_pombe	SPAC8E11.12	TRUE
S_pombe	SPAC8F11.02c	TRUE
S_pombe	SPAC8F11.03	TRUE
S_pombe	SPAC8F11.04	TRUE
S_pombe	SPAC8F11.05c	TRUE
S_pombe	SPAC8F11.06	TRUE
S_pombe	SPAC8F11.07c	TRUE
S_pombe	SPAC8F11.08c	TRUE
S_pombe	SPAC8F11.09c	TRUE
S_pombe	SPAC8F11.10c	TRUE
S_pombe	SPAC9.02c	TRUE
S_pombe	SPAC9.03c	TRUE
S_pombe	SPAC9.04	TRUE
S_pombe	SPAC9.05	TRUE
S_pombe	SPAC9.06c	TRUE
S_pombe	SPAC9.07c	TRUE
S_pombe	SPAC9.08c	TRUE
S_pombe	SPAC9.09	TRUE
S_pombe	SPAC9.10	TRUE
S_pombe	SPAC9.11	TRUE
S_pombe	SPAC9.12c	TRUE
S_pombe	SPAC9.13c	TRUE
S_pombe	SPAC922.03	TRUE
S_pombe	SPAC922.04	TRUE
S_pombe	SPAC922.05c	TRUE
S_pombe	SPAC922.06	TRUE
S_pombe	SPAC922.07c	TRUE
S_pombe	SPAC922.09	TRUE
S_pombe	SPAC926.02	TRUE
S_pombe	SPAC926.03	TRUE
S_pombe	SPAC926.04c	TRUE
S_pombe	SPAC926.05c	TRUE
S_pombe	SPAC926.06c	TRUE
S_pombe	SPAC926.07c	TRUE
S_pombe	SPAC926.08c	TRUE
S_pombe	SPAC926.09c	TRUE
S_pombe	SPAC926.10	TRUE
S_pombe	SPAC959.02	TRUE
S_pombe	SPAC959.03c	TRUE
S_pombe	SPAC959.04c	TRUE
S_pombe	SPAC959.05c	TRUE
S_pombe	SPAC959.06c	TRUE
S_pombe	SPAC959.07	TRUE
S_pombe	SPAC959.08	TRUE
S_pombe	SPAC959.09c	TRUE
S_pombe	SPAC959.10	TRUE
S_pombe	SPAC959.11	TRUE
S_pombe	SPAC977.01	TRUE
S_pombe	SPAC977.02	TRUE
S_pombe	SPAC977.03	TRUE
S_pombe	SPAC977.04	TRUE
S_pombe	SPAC977.05c	TRUE
S_pombe	SPAC977.06	TRUE
S_pombe	SPAC977.07c	TRUE
S_pombe	SPAC977.08	TRUE
S_pombe	SPAC977.09c	TRUE
S_pombe	SPAC977.10	TRUE
S_pombe	SPAC977.11	TRUE
S_pombe	SPAC977.12	TRUE
S_pombe	SPAC977.14c	TRUE
S_pombe	SPAC977.15	TRUE
S_pombe	SPAC977.16c	TRUE
S_pombe	SPAC977.17	TRUE
S_pombe	SPAC977.18	TRUE
S_pombe	SPAC9E9.01	TRUE
S_pombe	SPAC9E9.02	TRUE
S_pombe	SPAC9E9.03	TRUE
S_pombe	SPAC9E9.04	TRUE
S_pombe	SPAC9E9.05	TRUE
S_pombe	SPAC9E9.06c	TRUE
S_pombe	SPAC9E9.07c	TRUE
S_pombe	SPAC9E9.08	TRUE
S_pombe	SPAC9E9.09c	TRUE
S_pombe	SPAC9E9.10c	TRUE
S_pombe	SPAC9E9.11	TRUE
S_pombe	SPAC9E9.12c	TRUE
S_pombe	SPAC9E9.13	TRUE
S_pombe	SPAC9E9.14	TRUE
S_pombe	SPAC9E9.15	TRUE
S_pombe	SPAC9E9.17c	TRUE
S_pombe	SPAC9G1.02	TRUE
S_pombe	SPAC9G1.03c	TRUE
S_pombe	SPAC9G1.04	TRUE
S_pombe	SPAC9G1.05	TRUE
S_pombe	SPAC9G1.06c	TRUE
S_pombe	SPAC9G1.07	TRUE
S_pombe	SPAC9G1.08c	TRUE
S_pombe	SPAC9G1.09	TRUE
S_pombe	SPAC9G1.10c	TRUE
S_pombe	SPAC9G1.11c	TRUE
S_pombe	SPAC9G1.12	TRUE
S_pombe	SPAC9G1.13c	TRUE
S_pombe	SPAC9G1.14	TRUE
S_pombe	SPAC9G1.15c	TRUE
S_pombe	SPACUNK12.02c	TRUE
S_pombe	SPACUNK4.06c	TRUE
S_pombe	SPACUNK4.07c	TRUE
S_pombe	SPACUNK4.08	TRUE
S_pombe	SPACUNK4.09	TRUE
S_pombe	SPACUNK4.10	TRUE
S_pombe	SPACUNK4.11c	TRUE
S_pombe	SPACUNK4.12c	TRUE
S_pombe	SPACUNK4.13c	TRUE
S_pombe	SPACUNK4.14	TRUE
S_pombe	SPACUNK4.15	TRUE
S_pombe	SPACUNK4.16c	TRUE
S_pombe	SPACUNK4.17	TRUE
S_pombe	SPACUNK4.19	TRUE
S_pombe	SPACUNK4.20	TRUE
S_pombe	SPAP11E10.01	TRUE
S_pombe	SPAP11E10.02c	TRUE
S_pombe	SPAP14E8.02	TRUE
S_pombe	SPAP14E8.03	TRUE
S_pombe	SPAP14E8.04	TRUE
S_pombe	SPAP14E8.05c	TRUE
S_pombe	SPAP19A11.05c	TRUE
S_pombe	SPAP27G11.02	TRUE
S_pombe	SPAP27G11.03	TRUE
S_pombe	SPAP27G11.04c	TRUE
S_pombe	SPAP27G11.05c	TRUE
S_pombe	SPAP27G11.06c	TRUE
S_pombe	SPAP27G11.07c	TRUE
S_pombe	SPAP27G11.08c	TRUE
S_pombe	SPAP27G11.09c	TRUE
S_pombe	SPAP27G11.10c	TRUE
S_pombe	SPAP27G11.11c	TRUE
S_pombe	SPAP27G11.12	TRUE
S_pombe	SPAP27G11.13c	TRUE
S_pombe	SPAP27G11.14c	TRUE
S_pombe	SPAP27G11.15	TRUE
S_pombe	SPAP27G11.16	TRUE
S_pombe	SPAP32A8.02	TRUE
S_pombe	SPAP32A8.03c	TRUE
S_pombe	SPAP4C9.02	TRUE
S_pombe	SPAP7G5.02c	TRUE
S_pombe	SPAP7G5.03	TRUE
S_pombe	SPAP7G5.04c	TRUE
S_pombe	SPAP7G5.05	TRUE
S_pombe	SPAP7G5.06	TRUE
S_pombe	SPAP8A3.02c	TRUE
S_pombe	SPAP8A3.03	TRUE
S_pombe	SPAP8A3.04c	TRUE
S_pombe	SPAP8A3.05	TRUE
S_pombe	SPAP8A3.06	TRUE
S_pombe	SPAP8A3.07c	TRUE
S_pombe	SPAP8A3.08	TRUE
S_pombe	SPAP8A3.09c	TRUE
S_pombe	SPAP8A3.10	TRUE
S_pombe	SPAP8A3.11c	TRUE
S_pombe	SPAP8A3.12c	TRUE
S_pombe	SPAP8A3.13c	TRUE
S_pombe	SPAP8A3.14c	TRUE
S_pombe	SPAPB15E9.01c	TRUE
S_pombe	SPAPB15E9.02c	TRUE
S_pombe	SPAPB15E9.03c	TRUE
S_pombe	SPAPB15E9.06	TRUE
S_pombe	SPAPB17E12.02	TRUE
S_pombe	SPAPB17E12.03	TRUE
S_pombe	SPAPB17E12.04c	TRUE
S_pombe	SPAPB17E12.05	TRUE
S_pombe	SPAPB17E12.06	TRUE
S_pombe	SPAPB17E12.07c	TRUE
S_pombe	SPAPB17E12.08	TRUE
S_pombe	SPAPB17E12.09	TRUE
S_pombe	SPAPB17E12.10c	TRUE
S_pombe	SPAPB17E12.11	TRUE
S_pombe	SPAPB17E12.12c	TRUE
S_pombe	SPAPB17E12.13	TRUE
S_pombe	SPAPB17E12.14c	TRUE
S_pombe	SPAPB18E9.01	TRUE
S_pombe	SPAPB18E9.02c	TRUE
S_pombe	SPAPB18E9.04c	TRUE
S_pombe	SPAPB18E9.05c	TRUE
S_pombe	SPAPB1A10.02	TRUE
S_pombe	SPAPB1A10.03	TRUE
S_pombe	SPAPB1A10.04c	TRUE
S_pombe	SPAPB1A10.05	TRUE
S_pombe	SPAPB1A10.06c	TRUE
S_pombe	SPAPB1A10.07c	TRUE
S_pombe	SPAPB1A10.08	TRUE
S_pombe	SPAPB1A10.09	TRUE
S_pombe	SPAPB1A10.10c	TRUE
S_pombe	SPAPB1A10.11c	TRUE
S_pombe	SPAPB1A10.12c	TRUE
S_pombe	SPAPB1A10.13	TRUE
S_pombe	SPAPB1A10.14	TRUE
S_pombe	SPAPB1A10.15	TRUE
S_pombe	SPAPB1A10.16	TRUE
S_pombe	SPAPB1A11.01	TRUE
S_pombe	SPAPB1A11.02	TRUE
S_pombe	SPAPB1A11.03	TRUE
S_pombe	SPAPB1A11.04c	TRUE
S_pombe	SPAPB1A11.06	TRUE
S_pombe	SPAPB1E7.01c	TRUE
S_pombe	SPAPB1E7.02c	TRUE
S_pombe	SPAPB1E7.03	TRUE
S_pombe	SPAPB1E7.04c	TRUE
S_pombe	SPAPB1E7.05	TRUE
S_pombe	SPAPB1E7.06c	TRUE
S_pombe	SPAPB1E7.07	TRUE
S_pombe	SPAPB1E7.08c	TRUE
S_pombe	SPAPB1E7.09	TRUE
S_pombe	SPAPB1E7.10	TRUE
S_pombe	SPAPB1E7.11c	TRUE
S_pombe	SPAPB1E7.12	TRUE
S_pombe	SPAPB1E7.14	TRUE
S_pombe	SPAPB21F2.02	TRUE
S_pombe	SPAPB21F2.03	TRUE
S_pombe	SPAPB24D3.01	TRUE
S_pombe	SPAPB24D3.02c	TRUE
S_pombe	SPAPB24D3.03	TRUE
S_pombe	SPAPB24D3.04c	TRUE
S_pombe	SPAPB24D3.06c	TRUE
S_pombe	SPAPB24D3.07c	TRUE
S_pombe	SPAPB24D3.08c	TRUE
S_pombe	SPAPB24D3.09c	TRUE
S_pombe	SPAPB24D3.10c	TRUE
S_pombe	SPAPB2B4.01c	TRUE
S_pombe	SPAPB2B4.02	TRUE
S_pombe	SPAPB2B4.03	TRUE
S_pombe	SPAPB2B4.04c	TRUE
S_pombe	SPAPB2B4.05	TRUE
S_pombe	SPAPB2B4.06	TRUE
S_pombe	SPAPB2B4.07	TRUE
S_pombe	SPAPB2C8.01	TRUE
S_pombe	SPAPB8E5.02c	TRUE
S_pombe	SPAPB8E5.03	TRUE
S_pombe	SPAPB8E5.04c	TRUE
S_pombe	SPAPB8E5.05	TRUE
S_pombe	SPAPB8E5.06c	TRUE
S_pombe	SPAPB8E5.07c	TRUE
S_pombe	SPAPB8E5.08	TRUE
S_pombe	SPAPB8E5.09	TRUE
S_pombe	SPAPB8E5.10	TRUE
S_pombe	SPAPJ691.02	TRUE
S_pombe	SPAPJ691.03	TRUE
S_pombe	SPAPJ695.01c	TRUE
S_pombe	SPAPJ695.02	TRUE
S_pombe	SPAPJ696.01c	TRUE
S_pombe	SPAPJ696.02	TRUE
S_pombe	SPAPJ698.02c	TRUE
S_pombe	SPAPJ698.03c	TRUE
S_pombe	SPAPJ760.02c	TRUE
S_pombe	SPAPJ760.03c	TRUE
S_pombe	SPAPYUG7.02c	TRUE
S_pombe	SPAPYUG7.03c	TRUE
S_pombe	SPAPYUG7.04c	TRUE
S_pombe	SPAPYUG7.05	TRUE
S_pombe	SPAPYUG7.06	TRUE
S_pombe	SPAPYUK71.03c	TRUE
S_pombe	SPBC106.01	TRUE
S_pombe	SPBC106.02c	TRUE
S_pombe	SPBC106.03	TRUE
S_pombe	SPBC106.04	TRUE
S_pombe	SPBC106.05c	TRUE
S_pombe	SPBC106.06	TRUE
S_pombe	SPBC106.07c	TRUE
S_pombe	SPBC106.08c	TRUE
S_pombe	SPBC106.09	TRUE
S_pombe	SPBC106.10	TRUE
S_pombe	SPBC106.11c	TRUE
S_pombe	SPBC106.12c	TRUE
S_pombe	SPBC106.13	TRUE
S_pombe	SPBC106.14c	TRUE
S_pombe	SPBC106.15	TRUE
S_pombe	SPBC106.16	TRUE
S_pombe	SPBC106.17c	TRUE
S_pombe	SPBC106.18	TRUE
S_pombe	SPBC106.19	TRUE
S_pombe	SPBC106.20	TRUE
S_pombe	SPBC1105.01	TRUE
S_pombe	SPBC1105.02c	TRUE
S_pombe	SPBC1105.03c	TRUE
S_pombe	SPBC1105.04c	TRUE
S_pombe	SPBC1105.05	TRUE
S_pombe	SPBC1105.06	TRUE
S_pombe	SPBC1105.07c	TRUE
S_pombe	SPBC1105.08	TRUE
S_pombe	SPBC1105.09	TRUE
S_pombe	SPBC1105.10	TRUE
S_pombe	SPBC1105.11c	TRUE
S_pombe	SPBC1105.12	TRUE
S_pombe	SPBC1105.13c	TRUE
S_pombe	SPBC1105.14	TRUE
S_pombe	SPBC1105.15c	TRUE
S_pombe	SPBC1105.16c	TRUE
S_pombe	SPBC1105.17	TRUE
S_pombe	SPBC1105.18c	TRUE
S_pombe	SPBC1105.19	TRUE
S_pombe	SPBC115.01c	TRUE
S_pombe	SPBC115.02c	TRUE
S_pombe	SPBC115.03	TRUE
S_pombe	SPBC119.01	TRUE
S_pombe	SPBC119.02	TRUE
S_pombe	SPBC119.03	TRUE
S_pombe	SPBC119.04	TRUE
S_pombe	SPBC119.05c	TRUE
S_pombe	SPBC119.06	TRUE
S_pombe	SPBC119.07	TRUE
S_pombe	SPBC119.08	TRUE
S_pombe	SPBC119.09c	TRUE
S_pombe	SPBC119.10	TRUE
S_pombe	SPBC119.11c	TRUE
S_pombe	SPBC119.12	TRUE
S_pombe	SPBC119.13c	TRUE
S_pombe	SPBC119.14	TRUE
S_pombe	SPBC119.15	TRUE
S_pombe	SPBC119.16c	TRUE
S_pombe	SPBC119.17	TRUE
S_pombe	SPBC119.18	TRUE
S_pombe	SPBC1198.01	TRUE
S_pombe	SPBC1198.02	TRUE
S_pombe	SPBC1198.03c	TRUE
S_pombe	SPBC1198.04c	TRUE
S_pombe	SPBC1198.05	TRUE
S_pombe	SPBC1198.06c	TRUE
S_pombe	SPBC1198.07c	TRUE
S_pombe	SPBC1198.08	TRUE
S_pombe	SPBC1198.09	TRUE
S_pombe	SPBC1198.10c	TRUE
S_pombe	SPBC1198.11c	TRUE
S_pombe	SPBC1198.12	TRUE
S_pombe	SPBC1198.13c	TRUE
S_pombe	SPBC1198.14c	TRUE
S_pombe	SPBC11B10.01	TRUE
S_pombe	SPBC11B10.02c	TRUE
S_pombe	SPBC11B10.03	TRUE
S_pombe	SPBC11B10.04c	TRUE
S_pombe	SPBC11B10.05c	TRUE
S_pombe	SPBC11B10.06	TRUE
S_pombe	SPBC11B10.07c	TRUE
S_pombe	SPBC11B10.08	TRUE
S_pombe	SPBC11B10.09	TRUE
S_pombe	SPBC11B10.10c	TRUE
S_pombe	SPBC11C11.01	TRUE
S_pombe	SPBC11C11.02	TRUE
S_pombe	SPBC11C11.03	TRUE
S_pombe	SPBC11C11.04c	TRUE
S_pombe	SPBC11C11.05	TRUE
S_pombe	SPBC11C11.06c	TRUE
S_pombe	SPBC11C11.07	TRUE
S_pombe	SPBC11C11.08	TRUE
S_pombe	SPBC11C11.09c	TRUE
S_pombe	SPBC11C11.10	TRUE
S_pombe	SPBC11C11.11c	TRUE
S_pombe	SPBC11G11.01	TRUE
S_pombe	SPBC11G11.02c	TRUE
S_pombe	SPBC11G11.03	TRUE
S_pombe	SPBC11G11.04	TRUE
S_pombe	SPBC11G11.05	TRUE
S_pombe	SPBC11G11.06c	TRUE
S_pombe	SPBC11G11.07	TRUE
S_pombe	SPBC1215.01	TRUE
S_pombe	SPBC1215.02c	TRUE
S_pombe	SPBC1271.01c	TRUE
S_pombe	SPBC1271.02	TRUE
S_pombe	SPBC1271.03c	TRUE
S_pombe	SPBC1271.04c	TRUE
S_pombe	SPBC1271.05c	TRUE
S_pombe	SPBC1271.06c	TRUE
S_pombe	SPBC1271.07c	TRUE
S_pombe	SPBC1271.08c	TRUE
S_pombe	SPBC1271.09	TRUE
S_pombe	SPBC1271.10c	TRUE
S_pombe	SPBC1271.11	TRUE
S_pombe	SPBC1271.12	TRUE
S_pombe	SPBC1271.13	TRUE
S_pombe	SPBC1271.14	TRUE
S_pombe	SPBC1271.15c	TRUE
S_pombe	SPBC1289.01c	TRUE
S_pombe	SPBC1289.02c	TRUE
S_pombe	SPBC1289.03c	TRUE
S_pombe	SPBC1289.04c	TRUE
S_pombe	SPBC1289.05c	TRUE
S_pombe	SPBC1289.06c	TRUE
S_pombe	SPBC1289.07c	TRUE
S_pombe	SPBC1289.08	TRUE
S_pombe	SPBC1289.09	TRUE
S_pombe	SPBC1289.10c	TRUE
S_pombe	SPBC1289.11	TRUE
S_pombe	SPBC1289.12	TRUE
S_pombe	SPBC1289.13c	TRUE
S_pombe	SPBC1289.14	TRUE
S_pombe	SPBC1289.15	TRUE
S_pombe	SPBC1289.16c	TRUE
S_pombe	SPBC1289.17	TRUE
S_pombe	SPBC12C2.01c	TRUE
S_pombe	SPBC12C2.02c	TRUE
S_pombe	SPBC12C2.03c	TRUE
S_pombe	SPBC12C2.04	TRUE
S_pombe	SPBC12C2.05c	TRUE
S_pombe	SPBC12C2.06	TRUE
S_pombe	SPBC12C2.07c	TRUE
S_pombe	SPBC12C2.08	TRUE
S_pombe	SPBC12C2.09c	TRUE
S_pombe	SPBC12C2.10c	TRUE
S_pombe	SPBC12C2.11	TRUE
S_pombe	SPBC12C2.12c	TRUE
S_pombe	SPBC12C2.13c	TRUE
S_pombe	SPBC12C2.14c	TRUE
S_pombe	SPBC12D12.01	TRUE
S_pombe	SPBC12D12.02c	TRUE
S_pombe	SPBC12D12.03	TRUE
S_pombe	SPBC12D12.04c	TRUE
S_pombe	SPBC12D12.05c	TRUE
S_pombe	SPBC12D12.06	TRUE
S_pombe	SPBC12D12.07c	TRUE
S_pombe	SPBC12D12.08c	TRUE
S_pombe	SPBC12D12.09	TRUE
S_pombe	SPBC1306.01c	TRUE
S_pombe	SPBC1306.02	TRUE
S_pombe	SPBC1347.01c	TRUE
S_pombe	SPBC1347.02	TRUE
S_pombe	SPBC1347.03	TRUE
S_pombe	SPBC1347.04	TRUE
S_pombe	SPBC1347.05c	TRUE
S_pombe	SPBC1347.06c	TRUE
S_pombe	SPBC1347.07	TRUE
S_pombe	SPBC1347.08c	TRUE
S_pombe	SPBC1347.09	TRUE
S_pombe	SPBC1347.10	TRUE
S_pombe	SPBC1347.11	TRUE
S_pombe	SPBC1347.12	TRUE
S_pombe	SPBC1347.13c	TRUE
S_pombe	SPBC1347.14c	TRUE
S_pombe	SPBC1348.01	TRUE
S_pombe	SPBC1348.02	TRUE
S_pombe	SPBC1348.03	TRUE
S_pombe	SPBC1348.04	TRUE
S_pombe	SPBC1348.05	TRUE
S_pombe	SPBC1348.06c	TRUE
S_pombe	SPBC1348.07	TRUE
S_pombe	SPBC1348.08c	TRUE
S_pombe	SPBC1348.09	TRUE
S_pombe	SPBC1348.10c	TRUE
S_pombe	SPBC1348.12	TRUE
S_pombe	SPBC1348.14c	TRUE
S_pombe	SPBC1348.15	TRUE
S_pombe	SPBC13A2.01c	TRUE
S_pombe	SPBC13A2.02	TRUE
S_pombe	SPBC13A2.03	TRUE
S_pombe	SPBC13A2.04c	TRUE
S_pombe	SPBC13E7.01	TRUE
S_pombe	SPBC13E7.02	TRUE
S_pombe	SPBC13E7.03c	TRUE
S_pombe	SPBC13E7.04	TRUE
S_pombe	SPBC13E7.05	TRUE
S_pombe	SPBC13E7.06	TRUE
S_pombe	SPBC13E7.07	TRUE
S_pombe	SPBC13E7.08c	TRUE
S_pombe	SPBC13E7.09	TRUE
S_pombe	SPBC13E7.10c	TRUE
S_pombe	SPBC13E7.11	TRUE
S_pombe	SPBC13G1.01c	TRUE
S_pombe	SPBC13G1.02	TRUE
S_pombe	SPBC13G1.03c	TRUE
S_pombe	SPBC13G1.04c	TRUE
S_pombe	SPBC13G1.05	TRUE
S_pombe	SPBC13G1.06c	TRUE
S_pombe	SPBC13G1.07	TRUE
S_pombe	SPBC13G1.08c	TRUE
S_pombe	SPBC13G1.09	TRUE
S_pombe	SPBC13G1.10c	TRUE
S_pombe	SPBC13G1.11	TRUE
S_pombe	SPBC13G1.12	TRUE
S_pombe	SPBC13G1.13	TRUE
S_pombe	SPBC13G1.14c	TRUE
S_pombe	SPBC13G1.15c	TRUE
S_pombe	SPBC13G1.16	TRUE
S_pombe	SPBC146.01	TRUE
S_pombe	SPBC146.02	TRUE
S_pombe	SPBC146.03c	TRUE
S_pombe	SPBC146.04	TRUE
S_pombe	SPBC146.05c	TRUE
S_pombe	SPBC146.06c	TRUE
S_pombe	SPBC146.07	TRUE
S_pombe	SPBC146.08c	TRUE
S_pombe	SPBC146.09c	TRUE
S_pombe	SPBC146.10	TRUE
S_pombe	SPBC146.11c	TRUE
S_pombe	SPBC146.12	TRUE
S_pombe	SPBC146.13c	TRUE
S_pombe	SPBC146.14c	TRUE
S_pombe	SPBC14C8.01c	TRUE
S_pombe	SPBC14C8.02	TRUE
S_pombe	SPBC14C8.03	TRUE
S_pombe	SPBC14C8.04	TRUE
S_pombe	SPBC14C8.05c	TRUE
S_pombe	SPBC14C8.06	TRUE
S_pombe	SPBC14C8.07c	TRUE
S_pombe	SPBC14C8.09c	TRUE
S_pombe	SPBC14C8.10	TRUE
S_pombe	SPBC14C8.11c	TRUE
S_pombe	SPBC14C8.12	TRUE
S_pombe	SPBC14C8.13	TRUE
S_pombe	SPBC14C8.14c	TRUE
S_pombe	SPBC14C8.15	TRUE
S_pombe	SPBC14C8.16c	TRUE
S_pombe	SPBC14C8.17c	TRUE
S_pombe	SPBC14C8.19	TRUE
S_pombe	SPBC14F5.01	TRUE
S_pombe	SPBC14F5.02	TRUE
S_pombe	SPBC14F5.03c	TRUE
S_pombe	SPBC14F5.04c	TRUE
S_pombe	SPBC14F5.05c	TRUE
S_pombe	SPBC14F5.06	TRUE
