sample,dmso_time,labeling_time,dmso_conc,strain,plate,media,row,col,volume,pr_new,total,pr_new_95ci,p_spikein,spikein,aligned,orf_aligned,od,scale_factor,scaled_rna,scaled_mrna,smoothed_mrna,exp,klac,rep,iaa_time,iaa_conc,xrn1,repeat,control,time,add,treat,remove_sample,hu_conc,alphaFactor
TC-14Apr2019|C11,,8.5,,aa85,TC-14Apr2019,YPD,C,11,500.0,0.0494602140852912,86692,0.0054792336794033,0.0935450465999309,5149,55043,42097,1.046,1.341645354664274,73848.18525678564,56479.24449530195,53167.90819956821,screen_1,,,90.0,1000.0,,,,,,,,,
TC-14Apr2019|C12,,8.5,,nf164,TC-14Apr2019,YPD,C,12,500.0,0.2031224527724173,305231,0.0045169632599201,0.0350840918833051,6957,198295,164313,1.3,0.7989635231808582,158430.47182914827,131280.09338441634,133774.12271446222,screen_1,,,90.0,1000.0,,,,,,,,,
TC-14Apr2019|D1,,8.5,,aa100,TC-14Apr2019,YPD,D,1,500.0,0.1869840536475473,250136,0.0048775673827162,0.0424907482292968,6935,163212,132282,0.912,1.1424863076942535,186467.4752513945,151130.37375441124,149822.69158711724,screen_1,,,60.0,1000.0,,,,,,,,,
TC-14Apr2019|D2,,8.5,,aa91,TC-14Apr2019,YPD,D,2,500.0,0.0519511774985276,422136,0.0023305009355386,0.0339423985052388,9955,293291,246206,1.214,0.5979052358347324,175360.2245232045,147207.85649392614,144183.75407807145,screen_1,,,60.0,1000.0,,,,,,,,,
TC-14Apr2019|D3,,8.5,,aa81,TC-14Apr2019,YPD,D,3,500.0,0.1113464459696287,269245,0.0039542065982892,0.060621922599052,10539,173848,144371,0.61,1.123991606507601,195403.6928081334,162271.79222310887,163817.37474516366,screen_1,,,60.0,1000.0,,,,,,,,,
TC-14Apr2019|D4,,8.5,,aa88,TC-14Apr2019,YPD,D,4,500.0,0.1243835170309516,377495,0.0033453732102608,0.0295005067547889,7597,257521,206858,1.1,0.8646841456555817,222674.32587337107,178866.83300202232,174480.99565114477,screen_1,,,60.0,1000.0,,,,,,,,,
TC-14Apr2019|D5,,8.5,,aa93,TC-14Apr2019,YPD,D,5,500.0,0.1882674122418103,194029,0.0055787908718389,0.0386377837950427,4823,124826,99764,1.124,1.3329342717981674,166384.85341147805,132978.85469167237,135325.37083818665,screen_1,,,60.0,1000.0,,,,,,,,,
TC-14Apr2019|D6,,8.5,,aa92,TC-14Apr2019,YPD,D,6,500.0,0.1874797301927707,295449,0.0044307205637513,0.0300141969466277,5835,194408,158622,1.508,0.821202202932546,159648.2778677104,130260.7358335663,130579.57031456985,screen_1,,,60.0,1000.0,,,,,,,,,
TC-14Apr2019|D7,,8.5,,aa90,TC-14Apr2019,YPD,D,7,500.0,0.1398502541016258,508705,0.0030558878903142,0.0312105823937412,10516,336937,270238,0.97,0.7083860430644712,238681.4681920137,191432.82750565652,180896.68243950512,screen_1,,,60.0,1000.0,,,,,,,,,
TC-14Apr2019|D8,,8.5,,aa98,TC-14Apr2019,YPD,D,8,500.0,0.1868062331271738,357796,0.0039980222600093,0.0285879692296158,6864,240101,195228,1.576,0.6679728636422798,160380.95253337504,130407.006223155,128710.96185470457,screen_1,,,60.0,1000.0,,,,,,,,,
TC-14Apr2019|D9,,8.5,,aa97,TC-14Apr2019,YPD,D,9,500.0,0.161755913843165,336666,0.0040967817082393,0.0670178232946315,14390,214719,169616,0.54,0.9299032249761924,199667.89056366304,157726.46540756183,155544.07811240925,screen_1,,,60.0,1000.0,,,,,,,,,
TC-14Apr2019|D10,,8.5,,nf227,TC-14Apr2019,YPD,D,10,500.0,0.1182015724004937,312273,0.0035698329239308,0.0212354946613012,4628,217937,175425,1.486,1.0507034249945617,228987.1523330398,184319.64832967095,174387.14511522878,screen_1,,,60.0,1000.0,,,,,,,,,
TC-14Apr2019|D11,,8.5,,aa85,TC-14Apr2019,YPD,D,11,500.0,0.0620915681545794,174874,0.0038182066895912,0.0788806569668838,8837,112030,93277,1.112,0.7353306446163652,82379.0921163714,68589.4365378807,76594.54300617528,screen_1,,,60.0,1000.0,,,,,,,,,
TC-14Apr2019|D12,,8.5,,nf164,TC-14Apr2019,YPD,D,12,500.0,0.2064301515067109,261335,0.0048550565475098,0.0349695665254923,6044,172836,142076,1.236,0.9672737037346408,167179.71785868035,137426.3787318028,134405.87350586493,screen_1,,,60.0,1000.0,,,,,,,,,
TC-14Apr2019|E1,,8.5,,aa100,TC-14Apr2019,YPD,E,1,500.0,0.1900753555870921,388185,0.0039087956862208,0.0417961193504894,10695,255885,207527,0.936,0.7218312335423135,184705.7851949749,149799.4704033357,149335.34972713297,screen_1,,,45.0,1000.0,,,,,,,,,
TC-14Apr2019|E2,,8.5,,aa91,TC-14Apr2019,YPD,E,2,500.0,0.0940165783028392,252688,0.0037616674762714,0.0320202955192156,5604,175014,146790,1.294,0.9964600798502284,174394.46441490788,146270.37512121504,149612.98894648234,screen_1,,,45.0,1000.0,,,,,,,,,
TC-14Apr2019|E3,,8.5,,aa81,TC-14Apr2019,YPD,E,3,500.0,0.1230159954189716,213545,0.0045815782306548,0.0610564846048948,8507,139330,116118,0.636,1.335545717806941,186081.58486204108,155080.89766030636,163991.0072517385,screen_1,,,45.0,1000.0,,,,,,,,,
TC-14Apr2019|E4,,8.5,,aa88,TC-14Apr2019,YPD,E,4,500.0,0.1575407452804834,249063,0.0044826732273075,0.0308862972364576,5159,167032,133061,1.176,1.1910211070278085,198938.63754906887,158478.4595222272,165563.04315873,screen_1,,,45.0,1000.0,,,,,,,,,
TC-14Apr2019|E5,,8.5,,aa93,TC-14Apr2019,YPD,E,5,500.0,0.1915347746192829,301463,0.0043901363335044,0.0383678562515597,7687,200350,161927,1.142,0.8231316911646269,164914.434324833,133287.24535521457,133468.16063820402,screen_1,,,45.0,1000.0,,,,,,,,,
TC-14Apr2019|E6,,8.5,,aa92,TC-14Apr2019,YPD,E,6,500.0,0.1907625598034009,135015,0.0064822739884505,0.0314507101948553,2894,92017,75871,1.488,1.6779957234471023,154404.13248443202,127311.2135336551,130679.35736736243,screen_1,,,45.0,1000.0,,,,,,,,,
TC-14Apr2019|E10,,8.5,,nf227,TC-14Apr2019,YPD,E,10,500.0,0.1497024300850262,335163,0.0037478110910795,0.0228449899200248,5156,225695,182100,1.606,0.8726374717771893,196949.91419275277,158907.28361062618,167715.64756964738,screen_1,,,45.0,1000.0,,,,,,,,,
TC-14Apr2019|E11,,8.5,,aa85,TC-14Apr2019,YPD,E,11,500.0,0.0687334070372063,120427,0.0047109491092125,0.0591014452367984,4666,78949,66041,1.138,1.3608345003340925,107436.52296687626,89870.8712365638,94276.46987304896,screen_1,,,45.0,1000.0,,,,,,,,,
TC-14Apr2019|E12,,8.5,,nf164,TC-14Apr2019,YPD,E,12,500.0,0.1983837594399362,236617,0.0050531077380341,0.0354049614246358,5539,156447,129750,1.276,1.022375110430965,159947.5189015932,132653.17057841772,134110.10647814104,screen_1,,,45.0,1000.0,,,,,,,,,
TC-14Apr2019|F1,,8.5,,aa100,TC-14Apr2019,YPD,F,1,500.0,0.1837331499892882,327282,0.0041984338212815,0.0413084904649418,8866,214629,178143,0.976,0.8350543890271547,179226.88846250917,148759.09402446443,148130.12397807173,screen_1,,,30.0,1000.0,,,,,,,,,
TC-14Apr2019|F2,,8.5,,aa91,TC-14Apr2019,YPD,F,2,500.0,0.137956068926377,328256,0.0037333783516572,0.0313118661872247,6975,222759,186719,1.186,0.8735010003203443,194580.2093303596,163099.23327881435,151282.2867040569,screen_1,,,30.0,1000.0,,,,,,,,,
TC-14Apr2019|F3,,8.5,,aa81,TC-14Apr2019,YPD,F,3,500.0,0.1344165438095355,96262,0.0072545959593022,0.0590420362998025,3767,63802,53098,0.566,3.3890677925559607,216229.30330065545,179952.7216491364,163960.8891885876,screen_1,,,30.0,1000.0,,,,,,,,,
TC-14Apr2019|F4,,8.5,,aa88,TC-14Apr2019,YPD,F,4,500.0,0.1724325824172947,222073,0.0048351648519056,0.0317422211552568,4760,149958,122346,1.156,1.3131898607193744,196923.32513375595,160663.52669957257,155463.74887258757,screen_1,,,30.0,1000.0,,,,,,,,,
TC-14Apr2019|F5,,8.5,,aa93,TC-14Apr2019,YPD,F,5,500.0,0.1955264708506389,90327,0.0080787278597355,0.0376500871605219,2311,61381,50897,1.136,2.752415727597955,168946.02977569005,140089.7032875531,133311.7511326899,screen_1,,,30.0,1000.0,,,,,,,,,
TC-14Apr2019|F6,,8.5,,aa92,TC-14Apr2019,YPD,F,6,500.0,0.1924252003003476,212233,0.0051848319589171,0.0297962295536456,4299,144280,119926,1.488,1.1295928410458045,162977.65510608867,135467.55105525916,130104.94248288979,screen_1,,,30.0,1000.0,,,,,,,,,
TC-14Apr2019|F7,,8.5,,aa90,TC-14Apr2019,YPD,F,7,500.0,0.172977802591153,363115,0.0038434438495532,0.0354218400476122,8630,243635,199240,1.1,0.7611825555672601,185450.7119256294,151658.01237122092,157286.8750651345,screen_1,,,30.0,1000.0,,,,,,,,,
TC-14Apr2019|F8,,8.5,,aa98,TC-14Apr2019,YPD,F,8,500.0,0.1863137810011267,95168,0.0077536878413071,0.028639100887038,1850,64597,53649,1.64,2.3816433750823998,153847.01710019776,127772.78542979564,126585.85060119872,screen_1,,,30.0,1000.0,,,,,,,,,
TC-14Apr2019|F9,,8.5,,aa97,TC-14Apr2019,YPD,F,9,500.0,0.1702659208383187,103918,0.0075008939700051,0.0751294163811708,4978,66259,54034,0.516,2.8131164721674597,186394.28432934367,152003.9354570965,155761.06297734025,screen_1,,,30.0,1000.0,,,,,,,,,
TC-14Apr2019|F10,,8.5,,nf227,TC-14Apr2019,YPD,F,10,500.0,0.1672637138696389,262743,0.0043409852147278,0.023456248972659,4281,182510,148976,1.526,1.1060952981000811,201873.45285624583,164781.65312975773,156388.48378682675,screen_1,,,30.0,1000.0,,,,,,,,,
TC-14Apr2019|F11,,8.5,,aa85,TC-14Apr2019,YPD,F,11,500.0,0.1048958249703956,133274,0.0053751249995018,0.04663890675604,4133,88617,73779,1.084,1.6128635239897038,142927.1269053956,118995.45793643636,112801.2839238762,screen_1,,,30.0,1000.0,,,,,,,,,
TC-14Apr2019|F12,,8.5,,nf164,TC-14Apr2019,YPD,F,12,500.0,0.2081822672905136,190302,0.0057870770884298,0.0344942604479372,4240,122919,101835,1.272,1.3397980449744868,164686.63589021895,136438.33390997688,133649.83033407485,screen_1,,,30.0,1000.0,,,,,,,,,
TC-14Apr2019|G1,,8.5,,aa100,TC-14Apr2019,YPD,G,1,500.0,0.1886791163859556,451357,0.0036579873555631,0.0384015627945233,11205,291785,214645,0.958,0.6731547856934582,196416.4691435657,144489.30897517235,146729.2496851114,screen_1,,,15.0,1000.0,,,,,,,,,
TC-14Apr2019|G2,,8.5,,aa91,TC-14Apr2019,YPD,G,2,500.0,0.1662684514551619,259044,0.0044408809923087,0.033222441245079,5882,177049,149636,1.286,0.95527039553944,169129.6682598623,142942.84090693964,149754.32754431287,screen_1,,,15.0,1000.0,,,,,,,,,
TC-14Apr2019|G3,,8.5,,aa81,TC-14Apr2019,YPD,G,3,500.0,0.1565836588528172,264217,0.0044834913820373,0.0589193544620127,10091,171268,139323,0.628,1.140245738303729,195287.60710780305,158862.45699769043,163368.38752641546,screen_1,,,15.0,1000.0,,,,,,,,,
TC-14Apr2019|G4,,8.5,,aa88,TC-14Apr2019,YPD,G,4,500.0,0.1783134925807903,257011,0.0046066062354445,0.0361005006596724,6266,173571,143261,1.152,1.001035404918963,173750.7162671893,143409.33314409555,147247.29852144618,screen_1,,,15.0,1000.0,,,,,,,,,
TC-14Apr2019|G5,,8.5,,aa93,TC-14Apr2019,YPD,G,5,500.0,0.1926915351719871,350240,0.0041260330826399,0.0387290011720276,8922,230370,184150,1.2,0.6749146305013823,155480.08342860345,124285.52920682955,134570.32803011755,screen_1,,,15.0,1000.0,,,,,,,,,
TC-14Apr2019|G6,,8.5,,aa92,TC-14Apr2019,YPD,G,6,500.0,0.194080248385392,201027,0.0053732241281927,0.0297171208530805,4013,135040,112307,1.576,1.1425282173039144,154287.0104647206,128313.91650075073,129244.32015747702,screen_1,,,15.0,1000.0,,,,,,,,,
TC-14Apr2019|G7,,8.5,,aa90,TC-14Apr2019,YPD,G,7,500.0,0.1893627282501179,330776,0.0042205034514047,0.038891029875945,8477,217968,177085,1.086,0.7849107899155574,171085.43505631422,138995.9272321965,146524.06909917944,screen_1,,,15.0,1000.0,,,,,,,,,
TC-14Apr2019|G8,,8.5,,aa98,TC-14Apr2019,YPD,G,8,500.0,0.1953794288580587,238285,0.0050023805060176,0.030115904083783,4716,156595,130892,1.68,0.9120302213336564,142819.37250974393,119377.45973080496,125681.18180229863,screen_1,,,15.0,1000.0,,,,,,,,,
TC-14Apr2019|G9,,8.5,,aa97,TC-14Apr2019,YPD,G,9,500.0,0.1801405167253154,163223,0.0061017501909537,0.0679569477291375,7040,103595,84225,0.532,1.9293366584073817,199869.63112771272,162498.38005436174,153656.49942025376,screen_1,,,15.0,1000.0,,,,,,,,,
TC-14Apr2019|G10,,8.5,,nf227,TC-14Apr2019,YPD,G,10,500.0,0.1832823212631827,154687,0.0058751531594185,0.025728633782325,2741,106535,87835,1.642,1.6054992954463752,171041.86744037957,141019.03061553236,144015.23571980267,screen_1,,,15.0,1000.0,,,,,,,,,
TC-14Apr2019|G11,,8.5,,aa85,TC-14Apr2019,YPD,G,11,500.0,0.1748265597872163,135926,0.0063567571019321,0.0396518163725039,3626,91446,76744,1.138,1.751145553932398,160135.2563249021,134389.91439098795,128714.24855358058,screen_1,,,15.0,1000.0,,,,,,,,,
TC-14Apr2019|G12,,8.5,,nf164,TC-14Apr2019,YPD,G,12,500.0,0.2172016247218896,268430,0.0049380711396464,0.0346647654421784,6029,173923,140423,1.316,0.9107331282791734,158397.43786969868,127887.87807234636,133046.45461184383,screen_1,,,15.0,1000.0,,,,,,,,,
TC-14Apr2019|H1,,8.5,,aa100,TC-14Apr2019,YPD,H,1,500.0,0.1910082859242437,637816,0.0032047899948877,0.0402359395726815,15621,388235,307724,0.976,0.4739512331550319,184004.45700394383,145846.16927139906,145730.84238098195,screen_1,,,0.0,1000.0,,,,,,,,,
TC-14Apr2019|H2,,8.5,,aa91,TC-14Apr2019,YPD,H,2,500.0,0.1750972199434174,490310,0.0033641357139079,0.0332642363665782,10896,327559,263891,1.206,0.5498926378874107,180122.28257376238,145111.7181047467,147349.54949053066,screen_1,,,0.0,1000.0,,,,,,,,,
TC-14Apr2019|H3,,8.5,,aa81,TC-14Apr2019,YPD,H,3,500.0,0.1576983694304462,396582,0.0037050686160122,0.0553766648360548,14016,253103,193583,0.626,0.8235574222796038,208444.85425123456,159426.71647715254,162326.59004698455,screen_1,,,0.0,1000.0,,,,,,,,,
TC-14Apr2019|H4,,8.5,,aa88,TC-14Apr2019,YPD,H,4,500.0,0.182077633350891,294727,0.004425798186491,0.0366378538272969,7159,195399,156805,1.13,0.893226299713091,174535.5257376383,140062.34992651123,142178.78636997627,screen_1,,,0.0,1000.0,,,,,,,,,
TC-14Apr2019|H5,,8.5,,aa93,TC-14Apr2019,YPD,H,5,500.0,0.1839539362221895,474017,0.0034883192863778,0.0362909748322945,11442,315285,247847,1.122,0.5628562686615063,177460.13866494302,139502.23761894836,136141.6982157792,screen_1,,,0.0,1000.0,,,,,,,,,
TC-14Apr2019|H6,,8.5,,aa92,TC-14Apr2019,YPD,H,6,500.0,0.1928458939895549,370490,0.0039624322566214,0.029083386326864,7226,248458,202112,1.596,0.6265582653006722,155673.4134800744,126634.94411644943,128254.96008147366,screen_1,,,0.0,1000.0,,,,,,,,,
TC-14Apr2019|H7,,8.5,,aa90,TC-14Apr2019,YPD,H,7,500.0,0.1829794202498199,217035,0.0052683990953974,0.04225108100109,5853,138529,115720,1.002,1.2321002962467342,170681.62193876386,142578.6462816721,140731.09155308112,screen_1,,,0.0,1000.0,,,,,,,,,
TC-14Apr2019|H8,,8.5,,aa98,TC-14Apr2019,YPD,H,8,500.0,0.1973488300130898,147774,0.006484765789569,0.0302488278314617,2858,94483,79483,1.574,1.6062951762501745,151767.58713764523,127673.1594938926,125512.57818692506,screen_1,,,0.0,1000.0,,,,,,,,,
TC-14Apr2019|H9,,8.5,,aa97,TC-14Apr2019,YPD,H,9,500.0,0.1778707566826261,190236,0.0056662178979897,0.0717564954174724,8534,118930,97904,0.562,1.5066186999959132,179182.16199051397,147503.9972043999,151422.36553885587,screen_1,,,0.0,1000.0,,,,,,,,,
TC-14Apr2019|H10,,8.5,,nf227,TC-14Apr2019,YPD,H,10,500.0,0.1892816797451189,349354,0.0040797037168684,0.0288808664259927,6696,231849,185985,1.554,0.6944258006085963,161001.92744530243,129152.78252618978,134981.93022547124,screen_1,,,0.0,1000.0,,,,,,,,,
TC-14Apr2019|H12,,8.5,,nf164,TC-14Apr2019,YPD,H,12,500.0,0.2010343298820727,413832,0.0038499489537456,0.0346054748632017,9442,272847,216705,1.23,0.622190248379925,169762.7426997174,134831.73777517164,133191.47090339253,screen_1,,,0.0,1000.0,,,,,,,,,
tc|A1,,9.18,,aa82,tc,YPD,A,1,500.0,0.0963401355665522,1002984,0.0019015890834681,0.0079662238500911,4985,625767,496089,0.1308999955654144,1.029919375591528,644489.5579057838,510931.6731178256,512591.511521686,screen_2,,,240.0,2500.0,,A,,,,,,,
tc|A2,,9.18,,aa91,tc,YPD,A,2,500.0,0.0782267511726565,648802,0.00222454157257,0.0114325095330944,4761,416444,324662,0.1274999976158142,1.107132666032503,461058.75597323966,359443.90561944444,361725.8642901841,screen_2,,,240.0,2500.0,,A,,,,,,,
tc|A3,,9.18,,nf164,tc,YPD,A,3,500.0,0.1892334918246673,606756,0.0030649652189928,0.0077408607409218,3039,392592,318830,0.1420000046491623,1.5573598150318864,611407.0045029983,496533.02982661634,496021.9498547825,screen_2,,,240.0,2500.0,,A,,,,,,,
tc|A4,,9.18,,aa119,tc,YPD,A,4,500.0,0.1690838092687276,728061,0.0026692214812263,0.0054291618110177,2567,472817,391717,0.1724999994039535,1.517724889901501,717606.129268558,594518.6406975463,592766.7682709969,screen_2,,,240.0,2500.0,,A,,,,,,,
tc|A5,,9.18,,aa118,tc,YPD,A,5,500.0,0.1257758513428959,931993,0.0021277309856843,0.0050815320439893,3015,593325,481409,0.1476999968290329,1.5091771480923046,895432.5313918666,726531.4616859683,723082.1277109368,screen_2,,,240.0,2500.0,,A,,,,,,,
tc|A6,,9.18,,aa114,tc,YPD,A,6,500.0,0.0985799852987996,989966,0.0019659446217259,0.0073561564834941,4643,631172,457068,0.1334999948740005,1.08424665324055,684346.1286191446,495574.44930335175,495484.2447360756,screen_2,,,240.0,2500.0,,A,,,,,,,
tc|A7,,9.18,,aa119,tc,YPD,A,7,500.0,0.1735511573188299,1289908,0.0020177524931132,0.0056613676812162,4692,828775,671954,0.1614000052213668,0.8874552748190689,735500.7453881738,596329.1217357727,594479.0562447069,screen_2,,,240.0,2500.0,,B,,,,,,,
tc|A8,,9.18,,aa44,tc,YPD,A,8,500.0,0.0402495816297557,723284,0.0015884734972611,0.0152077232756312,6928,455558,336969,0.1165999993681907,0.8319583710130083,379005.291581944,280344.1803218824,,screen_2,,,240.0,2500.0,,A,,,,,,,
tc|A9,,9.18,,aa113,tc,YPD,A,9,500.0,0.0375050369471575,1059800,0.0012749936157788,0.0185844230171434,12794,688426,493539,0.098300002515316,0.5343774800545379,367879.3510840253,263736.1271286366,266606.6074868,screen_2,,,240.0,2500.0,,A,,,,,,,
tc|A10,,9.18,,nf227,tc,YPD,A,10,500.0,0.1276632692462528,1119564,0.0019638647432709,0.0090005709469563,6621,735620,570837,0.1251000016927719,0.8113852706012004,596871.232759655,463168.7337141774,467611.4043223562,screen_2,,,240.0,2500.0,,A,,,,,,,
tc|A11,,9.18,,aa116,tc,YPD,A,11,500.0,0.132336693068915,827347,0.0023772722000191,0.0122931397266506,6485,527530,429292,0.1230000033974647,0.8425446380947248,444467.5729341102,361697.6727769606,361457.7448917495,screen_2,,,240.0,2500.0,,A,,,,,,,
tc|A12,,9.18,,aa40,tc,YPD,A,12,500.0,0.1453492343559816,891005,0.0023615728024675,0.0092783288500336,5298,571008,449966,0.1330000013113021,0.9537716818046592,544611.2604839148,429164.8285749152,432792.9843504944,screen_2,,,240.0,2500.0,,A,,,,,,,
tc|B1,,9.18,,aa82,tc,YPD,B,1,500.0,0.1194941547138913,986138,0.0020525657013087,0.0069805277501846,4385,628176,502370,0.1410000026226043,1.086974371628822,682811.2128723069,546063.3150751713,549167.2713015933,screen_2,,,120.0,2500.0,,A,,,,,,,
tc|B2,,9.18,,aa91,tc,YPD,B,2,500.0,0.1378856967736272,608872,0.0027741876177396,0.0084001906932515,3295,392253,312459,0.1562999933958053,1.3049493168746362,511870.28439202666,407743.15860133193,416125.8954474668,screen_2,,,120.0,2500.0,,A,,,,,,,
tc|B3,,9.18,,nf164,tc,YPD,B,3,500.0,0.183142243897587,626390,0.0030161559111092,0.0073907965664326,2930,396439,320603,0.1513999998569488,1.5150066106506774,600607.7057197439,485715.6643944392,496314.4238363388,screen_2,,,120.0,2500.0,,A,,,,,,,
tc|B4,,9.18,,aa119,tc,YPD,B,4,500.0,0.1661441189732035,754696,0.0026001578803836,0.0055624253001435,2690,483602,394479,0.1767999976873397,1.413101924872261,683378.9170720752,557439.0342216847,567857.6383704232,screen_2,,,120.0,2500.0,,A,,,,,,,
tc|B5,,9.18,,aa118,tc,YPD,B,5,500.0,0.1276349839449016,784831,0.0023843870267925,0.0049758515892882,2451,492579,399696,0.1676999926567077,1.6350523724540746,805392.4625710556,653523.8930604039,645791.3106186668,screen_2,,,120.0,2500.0,,A,,,,,,,
tc|B6,,9.18,,aa114,tc,YPD,B,6,500.0,0.0873105478834405,1071103,0.001787753551457,0.007037674675966,4795,681333,489937,0.1391000002622604,1.0076095630344544,686517.646410954,493665.2064844115,502147.96064081707,screen_2,,,120.0,2500.0,,A,,,,,,,
tc|B7,,9.18,,aa119,tc,YPD,B,7,500.0,0.1658826530987251,1063171,0.0021713306700841,0.0058951328146429,4062,689043,561379,0.166700005531311,0.992504511746228,683878.286287156,557171.1902995857,571718.5098374835,screen_2,,,120.0,2500.0,,B,,,,,,,
tc|B8,,9.18,,aa44,tc,YPD,B,8,500.0,,0,,,0,0,0,0.1436000019311905,inf,,,,screen_2,,,120.0,2500.0,,A,,,,,,,
tc|B9,,9.18,,aa113,tc,YPD,B,9,500.0,0.0339012708210351,719014,0.0015043845377831,0.0143922227751212,6739,468239,346530,0.1064999997615814,0.9364033523138512,438460.5692840853,324491.85367731884,325186.06412703916,screen_2,,,120.0,2500.0,,A,,,,,,,
tc|B10,,9.18,,nf227,tc,YPD,B,10,500.0,0.0912331505710392,3480899,0.0010113058534532,0.0063130006509217,14092,2232219,1729172,0.1480000019073486,0.3222357103137374,719300.6750408205,557200.9676746259,570200.1300276197,screen_2,,,120.0,2500.0,,A,,,,,,,
tc|B11,,9.18,,aa116,tc,YPD,B,11,500.0,0.1462903874233423,740879,0.0026075632308515,0.0124568182836561,5838,468659,384134,0.123999997973442,0.9283724718563564,435090.1142877282,356619.43110406963,353197.13181022974,screen_2,,,120.0,2500.0,,A,,,,,,,
tc|B12,,9.18,,aa40,tc,YPD,B,12,500.0,0.1197931274715524,1238582,0.0018277999336837,0.0078284413749803,6384,815488,639220,0.1330000013113021,0.7915229276630771,645477.4492341074,505957.28582079214,509074.6574041823,screen_2,,,120.0,2500.0,,A,,,,,,,
tc|C1,,9.18,,aa82,tc,YPD,C,1,500.0,0.1378504142597221,1188436,0.001972851794927,0.0066191432659866,5042,761730,613017,0.1419000029563903,0.9393399151999152,715523.3936052314,575831.3367961064,581060.84695311,screen_2,,,90.0,2500.0,,A,,,,,,,
tc|C2,,9.18,,aa91,tc,YPD,C,2,500.0,0.1097033571641381,603097,0.0026575916370305,0.0073712790081811,2867,388942,315550,0.1561000049114227,1.5016800574288474,584066.4448964908,473855.1421216728,485658.0614013759,screen_2,,,90.0,2500.0,,A,,,,,,,
tc|C3,,9.18,,nf164,tc,YPD,C,3,500.0,0.1911942476885974,684760,0.002897541299247,0.0070230636769986,3067,436704,352640,0.1471000015735626,1.489640837240185,650532.1121861378,525306.9448443789,513159.0429538187,screen_2,,,90.0,2500.0,,A,,,,,,,
tc|C4,,9.18,,aa119,tc,YPD,C,4,500.0,0.1683067654225443,777758,0.0025499165530817,0.0055604884788589,2793,502294,412059,0.1694999933242797,1.419604612736639,713058.8793499374,584960.8571196467,567869.2573892025,screen_2,,,90.0,2500.0,,A,,,,,,,
tc|C5,,9.18,,aa118,tc,YPD,C,5,500.0,0.1424082653566831,752714,0.0024852981418922,0.005574954946706,2679,480542,396271,0.1608999967575073,1.5591190357856983,749222.179694531,617833.6594298345,639940.5899454888,screen_2,,,90.0,2500.0,,A,,,,,,,
tc|C6,,9.18,,aa114,tc,YPD,C,6,500.0,0.0852389976579593,1002318,0.0018069609548841,0.0065469310197026,4231,646257,480631,0.1435000002384185,1.1069120005176094,715349.6287185088,532016.2217207791,530420.5932360706,screen_2,,,90.0,2500.0,,A,,,,,,,
tc|C7,,9.18,,aa119,tc,YPD,C,7,500.0,0.1705595865886272,1080705,0.0021790233178602,0.0056150879914978,3952,703818,577078,0.162100002169609,1.049078692720655,738360.467353266,605400.2338378502,589033.5571714108,screen_2,,,90.0,2500.0,,B,,,,,,,
tc|C8,,9.18,,aa44,tc,YPD,C,8,500.0,,0,,,0,0,0,0.1403000056743621,inf,,,,screen_2,,,90.0,2500.0,,A,,,,,,,
tc|C9,,9.18,,aa113,tc,YPD,C,9,500.0,0.0411076091382665,683680,0.0016493426914714,0.0126334224682764,5641,446514,332011,0.1114000007510185,1.0694653776070695,477531.2636168432,355074.2694847008,367648.00501091813,screen_2,,,90.0,2500.0,,A,,,,,,,
tc|C10,,9.18,,nf227,tc,YPD,C,10,500.0,0.0937315267182402,3681453,0.0009982201584579,0.0054821657664262,13311,2428055,1897309,0.1495999991893768,0.337493760691114,819453.4131148627,640329.9496030968,639161.6327603237,screen_2,,,90.0,2500.0,,A,,,,,,,
tc|C11,,9.18,,aa116,tc,YPD,C,11,500.0,0.1605869763226831,760177,0.0026297077207018,0.0116224992318105,5598,481652,393419,0.1343999952077865,0.8932558633638132,430238.4731009074,351423.82850872807,365153.0626969152,screen_2,,,90.0,2500.0,,A,,,,,,,
tc|C12,,9.18,,aa40,tc,YPD,C,12,500.0,0.1010409056286672,1561637,0.0015992839080016,0.0063567836973899,6469,1017653,800735,0.1527000069618225,0.6803491005591219,692359.303231292,544779.3370362085,548686.038709016,screen_2,,,90.0,2500.0,,A,,,,,,,
tc|D1,,9.18,,aa82,tc,YPD,D,1,500.0,0.1285665770403615,1262492,0.0018686973093641,0.0060616454412428,4913,810506,654813,0.1439000070095062,0.950605764946882,770471.6761240375,622469.0127621626,604863.9766053375,screen_2,,,60.0,2500.0,,A,,,,,,,
tc|D2,,9.18,,aa91,tc,YPD,D,2,500.0,0.0961620396112582,818866,0.0021266210363886,0.006249365665891,3325,532054,427864,0.1501999944448471,1.34569443592809,715982.107413284,575774.2041339363,535444.0636720406,screen_2,,,60.0,2500.0,,A,,,,,,,
tc|D3,,9.18,,nf164,tc,YPD,D,3,500.0,0.1876738747750195,724107,0.0027707625758839,0.007103091215601,3316,466839,376542,0.148499995470047,1.364793862151619,637139.0018129996,513902.2104422949,502445.0754229331,screen_2,,,60.0,2500.0,,A,,,,,,,
tc|D4,,9.18,,aa119,tc,YPD,D,4,500.0,0.1667363671767598,746242,0.0026022495022445,0.0056970509383378,2737,480424,392388,0.1768999993801117,1.388050906805607,666852.9688511769,544654.5192196385,563003.8707935145,screen_2,,,60.0,2500.0,,A,,,,,,,
