gene_id	log2FC_ccr4_60	log2FC_not1_60	log2FC_xrn1_60	log2FC_dcp2_chapp_60	log2FC_pop2_60	not1_sensitive	xrn1_sensitive	ccr4_sensitive	pop2_sensitive	dcp2_sensitive
YAL036C	-0.00974797655156231	0.4060599031595866	0.9647872309611489	0.7202611590538358	-0.39573694331990744	FALSE	FALSE	FALSE	FALSE	FALSE
YAL037C-A	-0.7300461802264157	-0.22279024156256988	-0.9620755466302356	-0.30348242756654414	-1.0588936890535683	FALSE	FALSE	FALSE	FALSE	FALSE
YAL038W	-0.46604950025055003	-0.13929338278864906	-0.1336562333033854	0.28800379960308964	-0.36308416155879775	FALSE	FALSE	FALSE	FALSE	FALSE
YAL039C	-0.08987661228956459	0.35119101725421786	-0.07128719966701005	0.3757471166243935	0.2783488273104636	FALSE	FALSE	FALSE	FALSE	FALSE
YAL040C	-0.34994247105695914	-0.1510659741909964	0.9776080295785252	0.406769883295243	0.003778339237435706	FALSE	FALSE	FALSE	FALSE	FALSE
YAL041W	-0.13124453327825283	0.38974347911493407	1.0440222796797283	0.12236360300517596	-0.21039709798530096	FALSE	FALSE	FALSE	FALSE	FALSE
YAL042W	-0.02971160525562864	-0.0020164865130520033	-0.06270157075450142	0.17185502854071194	-0.48791541776811315	FALSE	FALSE	FALSE	FALSE	FALSE
YAL043C	0.4918530963296745	1.1690840250029415	0.18111912498761215	0.5055280332267515	-0.029020706368243568	TRUE	FALSE	FALSE	FALSE	FALSE
YAL044C	-0.49089224836202705	0.22314132359194788	0.3937353187111033	0.40307097613889215	-0.22696515112627166	FALSE	FALSE	FALSE	FALSE	FALSE
YAL044W-A	-0.2801079191927352	-0.16664986940945126	0.5107784471029039	-0.2930469749002333	-0.11769504266975409	FALSE	FALSE	FALSE	FALSE	FALSE
YAL045C	0	NA	-0.025878631825605333	0.5849625007211562	0	FALSE	FALSE	FALSE	FALSE	FALSE
YAL046C	0.06279512673589595	-0.010268335453827274	-0.058071610025776696	-0.028569152196771117	-0.09432738254815332	FALSE	FALSE	FALSE	FALSE	FALSE
YAL047C	-0.2630344058337938	-0.16992500144231246	1.0809130779569303	-0.06894735371749175	-0.09451759878428995	FALSE	FALSE	FALSE	FALSE	FALSE
YAL049C	-0.14232054004771083	0.6789011383339566	0.5716542532635783	-0.019986346374040363	0.0367133485795834	FALSE	FALSE	FALSE	FALSE	FALSE
YAL051W	-0.14438990933517495	0.17847530480624113	0.40301697447361773	-0.1443899093351748	0.18503189383252067	FALSE	FALSE	FALSE	FALSE	FALSE
YAL053W	-0.2206759487474262	0.3482622427008248	0.9695475207618361	0.33920608631919785	-0.2186402864753404	FALSE	FALSE	FALSE	FALSE	FALSE
YAL054C	-0.19264507794239588	-0.2630344058337938	0.43874175987011227	0.070389327891398	0.2775339755289087	FALSE	FALSE	FALSE	FALSE	FALSE
