gene_id	log2FC_Not1_large_YM	log2FC_Not1_small_YM	log2FC_Pab1_large_YM	log2FC_Pab1_small_YM	log2FC_Xrn1_large_YM	log2FC_Xrn1_small_YM	log2FC_eIF4E_large_YM	log2FC_eIF4E_small_YM	log2FC_eIF4G_large_YM	log2FC_eIF4G_small_YM
YBL023C	-0.292912490930298	0.13363531248006	0.0777430920989324	-0.00095155781201159	0.5394507854212	-0.0699204134631945	0.118776554107713	-0.26843708124347	0.10462669224916	-0.116950692875784
YBL024W	0.0845171638478698	-0.227451861432212	-0.101166622527279	-0.522468563497294	-0.492430144087262	-0.331202073119449	-0.203220349519459	0.0672965702232945	0.147694150975176	-0.170250469618579
YBL025W	0.456282882218069	0.902136478462762	-0.746787064279836	-0.210676819694433	1.43719606296589	1.40337959290504	-0.313907857805581	0.322798968914314	0.431161042654034	1.11696626435482
YBL026W	0.345090281787133	0.498496910057069	-0.997792155436594	-0.400524823742447	0.393117133043976	0.211831306351865	-0.15032814594261	-0.290936584397957	-0.237540741729682	-0.00463471245026158
YBL027W	-0.127917089158872	-0.163454834852331	0.208655004540005	0.267412662729469	-0.395757094266848	-0.128478311732794	-0.3818538862293	-0.00500771517047559	-0.391791620422772	-0.585104380520553
YBL028C	1.37581346242997	0.824699887675527	-1.46817264745228	-0.512525727917353	0.0861640686020406	0.482540804680692	-0.827731824965187	0.240230941224594	0.973490314538756	0.447313429775087
YBL029C-A	0.632813981894695	0.445923636664959	-0.533697244436544	-0.594743099178361	0.307181764618892	0.960397867794119	0.425267876277775	0.820351112936493	0.438385120134753	0.972689486192634
YBL029W	-0.818095611384719	-0.588120652278361	0.102764675592635	0.097248509898922	-0.527979285111553	0.116911432755964	0.050366875519401	0.390365592307448	0.148631531631838	1.43396376041129
YBL030C	-1.3632711147344	-1.08288133281398	0.197541308813739	0.167849242348618	0.0664458533741085	-0.56153332728745	-1.00124823324052	-1.06635899524232	-3.28919873354934	-3.4688601995512
YBL031W	0.0951126541285287	0.773412761141247	-0.0677325212669202	-0.507966393570373	-0.482022309879055	1.11838813807778	-0.461742870093661	0.562528888959021	-0.148446263665177	-0.0790213540478354
