gene_id	log2FC_dcp2D_vs_WT	padj_dcp2D	pval_dcp2D	log2FC_xrn1D_vs_WT	padj_xrn1D	pval_xrn1D	TE_vijjamarri_WT
YAL047C	0.12103259551221737	0.248971694528329	0.1993527795766614	0.5114434272351364	2.2447935761995494e-8	1.1310127658058845e-8	-0.21287389970899975
YAL046C	-0.13373216605586163	0.3127776126567497	0.25667711082947614	-0.5175631513109101	1.1958051485383088e-5	6.921688791583567e-6	-0.7940419926892696
YAL045C	0.09922118656308689	0.9464059530807124	0.9327142224338405	1.0322849318605372	0.3919124936891823	0.34215684790047596	NA
YAL044W-A	0.33463586955454117	8.638768628284214e-5	4.3614686608697984e-5	-0.466570737368962	1.569077806905789e-8	7.847705358424584e-9	-0.5319739347307885
YAL044C	0.06391708441520971	0.3741503079721456	0.313890788338604	-0.211088400940686	0.0010216491274183724	6.717486290997094e-4	-0.041536047094021776
YAL043C	0.004472884828054897	0.9520782733236905	0.9397099698025088	-0.006984364896372684	0.9206575056267942	0.9038046076790937	-0.6359067040319213
YAL042C-A	1.2858818369667107	0.13116448173233283	0.09892520477863721	-0.9873710282472098	0.26556459186595777	0.22526338129049206	NA
YAL042W	-0.47802884930168477	1.1214252979032517e-15	2.9119974889457037e-16	-0.921049752183375	4.303156162402053e-56	5.285246423263223e-57	-1.0522467073496429
YAL041W	-0.268670810074077	8.004372887411561e-7	3.4598175102363527e-7	0.501589601726927	7.931961665839169e-23	2.2259608985474254e-23	-1.0159666805414405
YAL040C	0.1571693982398761	0.006014835049941684	0.003697338817236075	-0.049732837350453224	0.4052505127006203	0.3551176621480487	-2.998071623706818
YAL039C	-0.1926357303116377	0.024286779872055457	0.016209113050127358	0.02144752926634284	0.8116718438171379	0.7817164318073528	-0.08385548328439466
YAL038W	-0.7650253696350198	3.577102577498043e-52	2.450214933509141e-53	-1.502859493449546	5.559172855169769e-199	7.057703949580753e-201	-1.721995165826857
YAL037C-B	-0.9220680838465418	0.2722582729627227	0.21944643790618037	-2.167320715713041	0.0058276583069665315	0.004070069597026669	NA
YAL037C-A	1.3229674617093314	0.5283933807065757	0.46606885883108795	1.2803291216558366	0.5190727044223641	0.46765584810889993	-2.0414517358231916
YAL037W	0.7222403158541014	9.822402306778625e-6	4.597997891171393e-6	1.466505527520006	2.7322465087380087e-22	7.812756845918989e-23	-1.377459853406268
YAL036C	-0.5004042901837722	9.146023661090055e-15	2.484305216475598e-15	-0.47238749779560196	3.4792184069164314e-14	1.3446403586222642e-14	0.32515876138234
YAL035W	-0.7873350374398647	9.99428808346137e-26	1.6922716905418058e-26	-0.8422127106352201	6.94723597653156e-30	1.579383437239239e-30	0.03230799422568009
YAL034C-B	0.6577931871249615	0.6732828516752329	0.6194122721641646	-0.04350303137503532	0.9798648917570841	0.97335560328217	-2.0272403897078846
YAL034W-A	-0.19343146293672617	0.1958233270230849	0.15295264589299412	0.5550922883537099	3.051458107089146e-5	1.8149283604166178e-5	0.23123714614791818
YAL034C	0.752045067059184	3.22371690101264e-26	5.296718203169573e-27	0.8571942082983153	1.217133867048912e-35	2.328617495859743e-36	-1.4695160116362953
YAL033W	-0.2906003843986442	7.650108659795921e-4	4.25758926002814e-4	-0.4655497982561715	1.0416332650401656e-8	5.165110920091402e-9	-0.3237854863504885
YAL032C	-0.03914118220418477	0.7283280457211695	0.6787621719276267	0.9340932027317652	2.6047057184114355e-25	6.644422027480013e-26	-0.10589689611953151
YAL031W-A	1.4302988769416543	0.05667367442356756	0.03995770136506624	0.158127954125678	0.8472097188634308	0.8209454671714732	NA
YAL031C	0.10075252832439165	0.24139508310397245	0.19246749982942946	0.9260934126725061	1.0846786734666681e-35	2.067198357610671e-36	-1.6739968733740669
YAL030W	-0.39134349858037265	7.689517126711224e-7	3.3180482080568213e-7	-1.0090473695919004	1.492700228434538e-40	2.5605516171256764e-41	-0.7266462152171578
YAL029C	-0.3917873775400794	1.434110160383744e-14	3.9335351018497145e-15	-0.23072949248944374	3.764752322144725e-6	2.1274685398833786e-6	-2.704270044546706
